plot,year_0,year_1,date_0,date_1,interval,aet,RH,co2,precip,tmean,vpd,mcwd,precip_anom_sigma,tmean_anom_sigma,vpd_anom_sigma,mcwd_anom_sigma,precip_anom_sigma_3mo,precip_anom_sigma_3mo_sum,tmean_anom_sigma_3mo,vpd_anom_sigma_3mo,tmean_anom_sigma_3mo_max,vpd_anom_sigma_3mo_max,mcwd_anom_sigma_max,precip_anom_sigma_3mo_sum_min
EP29,1983,1985,2/11/1983,5/12/1985,5,100.5888921,60.77618394,344.7330628,141.3274255,19.06387154,0.867263997,176.7229782,-0.083358238,-0.360773278,-0.241525134,-0.747667493,-0.103234029,-0.309702087,-0.33737312,0.867297333,0.656564744,1.202197425,-0.038731557,-2.553991724
EP29,1985,1987,5/12/1985,14/10/1987,6,99.99490486,60.93057159,347.700384,146.4528976,19.45819576,0.892402378,261.2445948,-0.052991291,0.361630862,0.144234002,0.193444744,-0.002222887,-0.006668661,0.362001649,0.895457694,1.106017077,1.335140292,0.85878863,-2.846183173
EP29,1987,1989,14/10/1987,12/9/1989,7,102.991447,62.67131285,351.9409599,161.77404,19.43326393,0.854958319,175.8301827,0.089834869,0.140055902,-0.259512557,-0.734889923,0.124113227,0.372339682,0.17015257,0.873820034,0.87351841,1.296754456,0.852206002,-2.071192048
EP29,1989,1991,12/9/1989,2/11/1991,8,95.56562359,58.10716974,354.5538235,164.2441456,18.91448204,0.916322156,288.935048,0.040274048,-0.373341103,-0.013699604,0.494213831,0.056435487,0.16930646,-0.37802161,0.884631206,0.526480528,1.361959966,1.117095689,-2.645750199
EP29,1991,1995,2/11/1991,25/10/1995,9,102.1949482,59.94220063,358.1680605,126.8728561,19.22187852,0.897113165,271.059979,-0.122915972,-0.027864126,-0.006204838,0.305396416,-0.15775059,-0.473251769,-0.040183576,0.905355317,1.524504164,1.493223635,1.08777798,-2.899364952
EP29,1995,1998,25/10/1995,7/10/1998,10,105.3045455,61.09802182,363.9958163,157.1812088,19.37297911,0.872689908,189.7263016,0.053267815,0.098862458,-0.059309343,-0.597771351,0.063529902,0.190589706,0.045958207,0.876224368,1.775710613,1.336605899,0.864859368,-2.15292471
EP29,1998,2002,7/10/1998,13/11/2002,11,103.2529726,61.50008615,370.309526,170.6069616,19.1696519,0.843121682,209.2560518,-0.014432949,-0.15269519,-0.169316043,-0.391066158,0.012289509,0.036868527,-0.123196933,0.832168395,1.817690005,1.260662905,0.63547958,-2.926567058
EP29,2002,2006,13/11/2002,21/8/2006,12,100.9689124,59.27857564,378.5763036,155.9404314,19.54577214,0.929734343,346.0796236,-0.101055916,0.323779488,0.295671583,1.141155859,-0.127676732,-0.383030197,0.333655368,0.946977828,1.159375032,1.54946483,2.647579281,-3.50711259
EP29,2006,2011,21/8/2006,21/9/2011,13,101.7497377,59.94456448,387.1232256,169.7235824,19.19781787,0.883382491,245.6373113,0.03491331,-0.0366693,0.029585203,0.038493806,0.045430472,0.136291417,-0.027463933,0.878582157,2.215874851,1.511167876,2.083938905,-3.477140947
EP29,2011,2015,21/9/2011,10/9/2015,14,99.78985426,58.27850795,396.9682057,150.4355619,19.56288428,0.953721251,287.3035046,-0.002966594,0.437267035,0.380828522,0.480449746,-0.004640044,-0.013920132,0.417494294,0.957317316,1.618937489,1.65197436,2.327309696,-3.060580184
EP30,1976,1978,8/6/1976,19/6/1978,1,92.44307242,60.44394067,333.4939512,144.6112462,19.44940899,0.879222867,233.3278382,-0.049665671,-0.638176508,0.036750503,-0.46028877,-0.050361622,-0.151084866,-0.685455489,0.877744781,0.620727504,1.425466665,0.145948756,-2.071290659
EP30,1978,1980,19/6/1978,12/6/1980,2,90.25839746,63.57635604,337.0201934,178.3843226,19.77762336,0.831499281,310.2189418,0.097394098,-0.383591319,-0.320726548,0.433373759,0.099988663,0.29996599,-0.40349942,0.828901794,0.838958689,1.375911617,0.841026732,-3.220939295
EP30,1980,1982,12/6/1980,19/6/1982,3,92.66008513,62.96235576,340.416635,149.4121491,19.82298366,0.847214711,246.7300531,0.078420339,-0.198033766,-0.191236555,-0.296669589,0.081489407,0.244468222,-0.117546996,0.848760648,0.53837429,1.49001201,0.841026732,-1.9963033
EP30,1982,1984,19/6/1982,14/10/1984,4,88.85856595,59.46186114,342.7526682,111.0192881,19.34957912,0.90029838,262.8066626,-0.167666725,-0.351056328,-0.003991329,-0.109164055,-0.154329327,-0.46298798,-0.419200662,0.889940259,1.347535729,1.643661245,0.787596261,-2.717065235
EP30,1984,1986,14/10/1984,24/11/1986,5,94.57308519,62.02941154,345.841039,134.7378075,20.07836768,0.885800467,259.9860986,-0.0315853,0.010779577,-0.027900375,-0.157149302,-0.060418346,-0.181255039,0.005119004,0.875725586,1.074518434,1.315104993,0.790509224,-1.884005456
EP30,1986,1988,24/11/1986,11/10/1988,6,94.68613946,62.76570928,349.9592857,105.2957428,20.28193409,0.881675704,299.8885921,-0.256531493,0.534468771,0.233026928,0.326944452,-0.246837031,-0.740511093,0.520570927,0.889314352,0.896883045,1.329239146,1.235219966,-3.497647824
EP30,1988,1990,11/10/1988,28/8/1990,7,96.1276121,66.68624425,353.4494745,168.8982903,20.06960652,0.781963708,197.9475844,0.324508832,-0.071600205,-0.530985786,-0.869332185,0.297841035,0.893523104,-0.022049678,0.797868714,0.898826892,1.31730725,-0.312174285,-4.161396055
EP30,1990,1998,28/8/1990,22/10/1998,8,92.30039376,62.18594003,359.8612357,127.7341712,19.92685816,0.870704565,290.5118525,-0.128038665,-0.080279405,-0.102954502,0.204273113,-0.122480407,-0.367441221,-0.104510129,0.867894781,1.900324151,1.496778297,2.560513244,-3.106293575
EP30,1998,2002,22/10/1998,13/1/2003,9,93.23132455,62.63036605,370.475521,158.449669,19.99765421,0.859461949,244.5470015,0.03234899,-0.186773504,-0.095452456,-0.338963045,0.053969104,0.161907311,-0.174486039,0.852810303,1.900324151,1.613308684,1.257788603,-3.315420121
EP30,2002,2006,13/1/2003,21/8/2006,10,93.14996698,61.63180055,378.831079,158.5211012,20.09513694,0.891897298,316.5613844,0.073734553,0.246915323,0.336327829,0.52700342,0.001744356,0.005233067,0.279947595,0.907341709,1.103263504,1.553623358,1.575134201,-3.315420121
EP30,2006,2013,21/8/2006,27/9/2013,11,91.59417291,60.61026794,389.2635351,155.582177,20.01964138,0.910071146,275.741164,0.072434616,0.057491276,0.231765204,0.037882078,0.098147569,0.294442706,0.052029101,0.905636633,2.289047991,1.596651681,1.509147631,-2.765641366
EP30,2013,2017,27/9/2013,10/9/2017,12,94.36611309,59.65608895,401.9896396,134.6990612,20.68089714,0.977404259,299.3767054,-0.077273998,1.089342783,0.677625064,0.312565538,-0.072341077,-0.217023232,1.068358438,0.979573039,3.093112914,1.724529235,1.539398516,-3.347143169
EP31,1976,1978,13/8/1976,2/8/1978,1,116.733206,58.10752602,333.7543889,322.6670251,23.77460836,1.239636227,201.5692732,-0.070409897,-0.512209261,0.314136806,0.123203808,-0.035076457,-0.105229372,-0.53907341,1.236854631,1.267187736,1.658657201,0.5884111,-2.114245635
EP31,1978,1980,2/8/1978,28/8/1980,2,114.2107103,60.77330374,337.3143857,289.0905265,23.74443399,1.162287672,214.095842,-0.046193104,-0.39178391,-0.087346068,0.233428477,-0.099081926,-0.297245779,-0.40095989,1.165552537,0.501556091,1.739324188,0.805988921,-2.377519928
EP31,1980,1982,28/8/1980,8/9/1982,3,114.036696,59.63978901,340.5649798,330.2895566,23.84176838,1.197302155,162.455562,0.116635063,-0.239137275,0.151966852,-0.229822459,0.104710001,0.314130004,-0.156925097,1.195606321,1.056062216,1.696857389,0.787075758,-2.556469965
EP31,1982,1984,8/9/1982,14/10/1984,4,111.5049999,58.53216813,342.8994654,230.0199414,23.8866899,1.242232667,127.7618118,-0.217734589,-0.215322413,0.243185582,-0.567422389,-0.173690139,-0.521070418,-0.309478803,1.223034127,1.166231415,1.71632239,-0.195861302,-3.131128737
EP31,1984,1986,14/10/1984,1/10/1986,5,115.8434448,60.18333118,345.9635475,285.5389229,24.16846865,1.214431322,209.3534093,-0.137783936,-0.022461785,0.144608398,0.196659257,-0.165897315,-0.497691946,-0.041204112,1.225104642,1.105662951,1.620081965,0.345705217,-2.765934102
EP31,1986,1988,1/10/1986,4/10/1988,6,114.6762095,60.49059141,349.5490041,234.187755,24.39339106,1.228066994,211.9849951,-0.030940964,0.365182345,0.127618248,0.21715169,-0.066664639,-0.199993916,0.37963804,1.231630017,1.105662951,1.737398593,1.058851604,-2.747616648
EP31,1988,1990,4/10/1988,4/10/1990,7,113.6519574,61.59749491,353.3251852,314.0605967,23.98502238,1.157855844,110.0827887,0.246927304,-0.191600179,-0.295371997,-0.720114793,0.281628636,0.844885907,-0.108190926,1.145035522,0.743504206,1.532636674,0.030599453,-2.494387385
EP31,1990,2005,4/10/1990,3/10/2005,8,114.0950502,60.85163695,366.1778419,273.7788006,24.1207176,1.185346174,203.8514923,-0.042448226,-0.025940814,0.020918469,0.14557036,-0.047740437,-0.143221311,-0.033858009,1.186811585,1.807353721,1.765517553,2.362033001,-2.951250041
EP31,2005,2013,3/10/2005,19/9/2013,9,113.7453702,61.78028243,388.4243206,308.1491282,24.18156394,1.158325179,173.8126403,0.079963657,0.0593333,-0.120076513,-0.130846439,0.090491674,0.271475022,0.056515633,1.158080624,2.415301965,1.73934323,1.195501813,-3.276677847
EP31,2013,2017,19/9/2013,10/10/2017,10,116.7943897,59.94022216,401.9789737,241.8044658,24.53949183,1.248930852,211.1152961,-0.124460269,0.65110798,0.286994214,0.211488895,-0.126368268,-0.379104803,0.647549253,1.2421945,2.393305894,1.816218313,1.545291265,-3.278541501
EP32,1975,1977,16/9/1975,18/7/1977,1,104.6782388,67.46997116,332.9027034,162.0764547,23.023698,0.905811262,374.8799208,0.270828774,-1.022159145,-0.809665848,-0.86034529,0.27857729,0.83573187,-0.907888972,0.916055679,0.847399984,1.411658859,0.556112959,-0.976411545
EP32,1977,1979,18/7/1977,5/9/1979,2,94.06901247,63.32762717,335.3323235,114.4871847,22.87888357,1.015352581,409.9266757,-0.085134709,-0.499847285,-0.182180833,-0.526500507,-0.095223066,-0.285669198,-0.524494932,1.011641951,0.656546837,1.504504267,-0.130637422,-2.875934047
EP32,1979,1981,5/9/1979,22/7/1981,3,92.64993242,63.14026204,339.447016,116.9785081,23.43047033,1.057908742,499.0040446,-0.094994981,-0.179895942,0.025932223,0.356985697,-0.112937098,-0.338811294,-0.206673492,1.061415055,0.528315089,1.581614876,0.634405096,-2.433027103
EP32,1981,1983,22/7/1981,14/7/1983,4,100.4111471,62.01447074,341.2889474,116.0962629,23.17647918,1.06737482,424.867218,0.113600814,-0.235595749,0.139446897,-0.364991704,0.047926799,0.143780396,-0.258439508,1.074696023,1.915740285,1.732819589,0.634405096,-3.603808714
EP32,1983,1985,14/7/1983,22/7/1985,5,94.8719191,65.7741551,344.3812991,133.6960367,23.15681406,0.969229822,441.0857255,0.130282212,-0.350440246,-0.540224333,-0.198930084,0.209354866,0.628064599,-0.292724859,0.966276572,1.005995322,1.482947795,0.565979449,-1.75292986
EP32,1985,1987,22/7/1985,8/9/1987,6,101.8781881,63.88689939,347.0831105,102.6736133,23.23261888,1.026635728,373.1278639,-0.096325078,-0.015813524,-0.135603516,-0.881231086,-0.083646534,-0.250939603,-0.066332271,1.021049471,0.715566439,1.518264421,0.565979449,-2.708363091
EP32,1987,1990,8/9/1987,19/9/1990,7,99.8259469,65.27825779,352.4021138,108.2436114,23.52942785,1.004615624,392.5809438,-0.000838734,0.225213737,-0.241775235,-0.698142361,0.002322809,0.006968427,0.259462355,1.002765757,1.212642205,1.487489541,-0.144956875,-4.169423458
EP32,1990,1998,19/9/1990,8/9/1998,8,91.9871674,63.3930362,359.8491168,114.7667613,23.24677631,1.036463804,488.7980652,-0.071872626,-0.248774313,-0.014858356,0.2713932,-0.078582514,-0.235747543,-0.2781338,1.036624536,1.752164074,1.576285553,1.725375682,-2.709722382
EP32,1998,2002,8/9/1998,24/9/2002,9,94.78344617,66.07922534,370.1949966,130.4936739,23.34308827,0.959522638,399.5518317,0.016547926,-0.081474442,-0.344335379,-0.622247824,0.017138063,0.05141419,-0.048169979,0.957157157,1.942671944,1.449153614,0.979942482,-2.428856356
EP32,2002,2006,24/9/2002,10/9/2006,10,91.92876902,61.72175554,378.3189627,121.3739744,23.53968491,1.106933008,552.6822379,-0.090252285,0.240975632,0.466769669,0.907036919,-0.092592635,-0.277777904,0.260290884,1.111321108,1.134915878,1.701866341,1.651283534,-2.125104287
EP32,2006,2008,10/9/2006,10/9/2008,11,93.26504299,60.96724362,384.3049248,104.9419536,23.33836752,1.114437987,473.6219855,-0.090264234,-0.025473975,0.45709529,0.14672206,-0.075654091,-0.226962272,-0.071153561,1.11696183,0.977979897,1.657963117,1.712480491,-2.459921767
EP32,2008,2015,10/9/2008,31/8/2015,12,93.60946232,62.47574987,393.5430244,120.2926442,23.69126583,1.093767219,464.7836593,0.035165312,0.425002422,0.468367792,0.031809187,0.033476076,0.100428228,0.422585315,1.093194608,2.580103705,1.822886022,1.316570748,-2.484969363
EP32,2015,2019,31/8/2015,4/10/2019,13,99.6695915,61.06577792,406.9195518,105.7526964,23.96482749,1.153879864,474.2166028,-0.238471051,1.067945481,0.79450768,0.125475672,-0.215040684,-0.645122051,1.084366126,1.148342711,2.909238722,1.737699636,0.838965798,-3.551592805
EP33,1976,1978,16/3/1976,19/3/1978,1,104.2370964,56.55526727,332.9893867,142.4750308,20.64397579,1.05556814,276.2283313,0.095497944,-0.593034442,0.002424107,-1.069258941,0.119001212,0.357003635,-0.638898466,1.042114113,1.150481192,1.59553531,0.049543349,-2.063709286
EP33,1978,1980,19/3/1978,16/3/1980,2,103.1183924,58.83247349,336.4396164,127.1940889,20.90548081,1.022137039,388.5157719,-0.06917471,-0.316891978,-0.203857287,0.075858768,-0.066789155,-0.200367466,-0.384314403,1.023324906,0.93425004,1.612837632,1.275367794,-3.166507978
EP33,1980,1982,16/3/1980,1/3/1982,3,107.3312489,58.31862507,340.2049091,131.0057346,21.05106708,1.044202138,417.0001428,0.121013936,-0.047747086,-0.072490944,0.381166265,0.090167549,0.270502647,-0.009192603,1.039976172,0.836723205,1.625202847,1.293728781,-2.087291145
EP33,1982,1984,1/3/1982,12/3/1984,4,104.4389835,55.70663663,342.1353586,108.1415171,20.81185963,1.090482565,373.9183667,-0.043640348,-0.415887555,0.13826069,-0.056976595,-0.050588509,-0.151765528,-0.338843772,1.105767127,1.269661593,1.779459635,1.139583413,-2.95845848
EP33,1984,1986,12/3/1984,11/4/1986,5,105.0316194,57.83417494,345.3281472,114.6462595,21.08132784,1.060922784,365.5271482,-0.167174026,-0.201975033,0.054704034,-0.136474207,-0.163453176,-0.490359529,-0.242393535,1.043172737,0.456182694,1.403553422,0.660782971,-2.652274403
EP33,1986,1988,11/4/1986,17/5/1988,6,102.1665319,58.40275158,348.6865625,87.68260859,21.528099,1.0840108,438.4454543,-0.27880153,0.465687638,0.124666897,0.602156028,-0.261888604,-0.785665813,0.410022967,1.092011712,1.130623755,1.551193746,1.730549811,-3.005403652
EP33,1988,1990,17/5/1988,28/5/1990,7,108.8463477,60.57604295,352.9122911,143.2593194,21.14121823,0.999587941,289.445547,0.338590079,0.010326608,-0.395941759,-0.935186249,0.256777282,0.770331846,0.028223351,1.004622151,0.752803819,1.415363789,-0.615079003,-2.626893022
EP33,1990,1995,28/5/1990,26/6/1995,8,101.3295627,57.50144772,357.1808625,103.5303492,20.97125946,1.062040859,413.4386074,-0.135467333,-0.175407919,0.018996654,0.337443898,-0.107938139,-0.323814417,-0.174461438,1.06200666,1.371712141,1.619487031,1.906835593,-3.085315883
EP33,1995,1998,26/6/1995,22/7/1998,9,107.1587223,58.69605442,363.445,114.9621542,21.01248226,1.029318393,324.6056941,0.043920357,-0.103073368,-0.104739525,-0.566600157,0.045817795,0.137453384,-0.127281863,1.027326401,1.478514012,1.445827802,0.982329114,-2.289630199
EP33,1998,2002,22/7/1998,20/12/2002,10,103.1425455,58.59137006,370.1572722,130.8787944,21.06914441,1.028918331,344.295538,-0.00653967,-0.01863221,-0.100209373,-0.378424049,0.00413535,0.012406049,0.00304562,1.010424446,1.815038018,1.731419754,1.740247687,-3.267099408
EP33,2002,2006,20/12/2002,9/8/2006,11,105.1576006,57.97827478,378.720617,132.7386302,21.37535719,1.07592359,446.8180404,0.043050531,0.257064513,0.226526395,0.6873481,0.003839226,0.011517678,0.255492545,1.100920122,1.053350098,1.731419754,2.037054764,-3.267099408
EP33,2006,2011,9/8/2006,3/10/2011,12,103.1211874,57.94758636,387.0969325,138.5805179,21.07392684,1.042646178,369.5538919,0.073763671,-0.006488465,0.050198263,-0.102278573,0.091389092,0.274167277,0.008554307,1.035093138,2.333460762,1.63834877,1.413187454,-3.313020746
EP33,2011,2015,3/10/2011,23/9/2015,13,102.0283197,56.50016126,397.0485793,117.8235671,21.42663994,1.11820615,368.7133849,0.08120439,0.408835155,0.371539687,-0.124475683,0.083916206,0.251748619,0.3904445,1.121060232,1.629811395,1.758308538,1.226930467,-2.861394405
EP34,1976,1978,13/11/1976,18/10/1978,1,107.74211,59.83030139,334.2048936,338.3462793,21.91120158,1.062743948,127.9993587,-0.072826098,-0.408461569,0.058216544,-0.185627874,-0.0864922,-0.259476599,-0.393898406,1.076675587,1.253019353,1.553831736,0.51055722,-2.863343754
EP34,1978,1980,18/10/1978,23/9/1980,2,105.413472,61.5029526,337.7102266,331.8953471,22.06037638,1.028443654,179.9924607,0.064827106,-0.401803743,-0.16777907,0.460194286,0.018258547,0.054775642,-0.394066048,1.036530439,0.730114661,1.593282,0.989653953,-2.664662971
EP34,1980,1982,23/9/1980,18/10/1982,3,105.763834,59.27322452,340.5441192,329.8586571,21.92963984,1.069883123,130.5681003,0.114158423,-0.326423163,0.066687504,-0.16447735,0.118953805,0.356861415,-0.277040752,1.060392023,0.955577096,1.582426262,0.924096165,-2.710949507
EP34,1982,1984,18/10/1982,1/12/1984,4,102.8952609,58.71019437,343.1214452,241.2686844,22.22840417,1.118455091,119.304127,-0.177161034,-0.177418813,0.1343508,-0.304379248,-0.166270071,-0.498810214,-0.222084648,1.107574873,1.208774461,1.680561797,0.245092121,-3.187710984
EP34,1984,1986,1/12/1984,13/11/1986,5,105.9933864,60.51550492,346.091573,307.820969,22.31573739,1.074538896,142.731557,-0.126233293,0.076231175,0.104011107,-0.011224641,-0.106095517,-0.318286551,0.013632041,1.076094778,1.122501005,1.432419618,0.328801148,-2.601765527
EP34,1986,1988,13/11/1986,13/11/1988,6,103.8843147,60.25252456,349.84,247.876925,22.55649946,1.103875433,157.8720259,-0.061963135,0.384980106,0.138832729,0.177416391,-0.100697053,-0.30209116,0.394974116,1.10130739,0.931272122,1.558388742,1.038875214,-3.027875586
EP34,1988,1990,13/11/1988,25/10/1990,7,105.5017868,62.38023323,353.5016152,346.6811869,22.02019259,1.003697444,107.8196288,0.260481552,-0.304032891,-0.43357613,-0.438791193,0.27408944,0.82226832,-0.202844105,1.006890649,0.723470663,1.377562523,0.624564491,-2.722181483
EP34,1990,1998,25/10/1990,10/8/1998,8,105.633573,60.58852008,359.8912294,275.9168581,22.25967416,1.065942673,160.4697947,-0.111059375,-0.121114871,0.026752623,0.217881081,-0.108804399,-0.326413196,-0.1530102,1.071127444,1.4381694,1.561719672,1.522704434,-3.027617534
EP34,1998,2002,10/8/1998,13/9/2002,9,107.2869973,62.4901946,370.1184548,345.6316717,22.20960505,0.999813339,69.97913689,0.13268145,0.001491205,-0.21160139,-0.926716047,0.137311192,0.411933575,0.033772809,0.996816291,1.822030669,1.422763888,0.127576953,-2.836295564
EP34,2002,2006,13/9/2002,20/9/2006,10,103.8915169,59.33722985,378.2605177,286.8471585,22.43642075,1.111832174,232.4535905,-0.113873547,0.240692499,0.261767518,1.122115427,-0.117604682,-0.352814045,0.25417848,1.10964371,1.135263675,1.665909831,2.223520739,-2.87653652
EP34,2006,2012,20/9/2006,17/9/2012,11,105.4682215,61.51068321,388.2511609,340.3724268,22.27156409,1.031150387,103.6336128,0.146384177,-0.026598303,-0.082105637,-0.497295215,0.150502166,0.451506499,-0.030552649,1.033213007,2.375477356,1.57203989,1.570494244,-3.270635942
EP34,2012,2016,17/9/2012,22/9/2016,12,105.1041032,59.19521593,399.4694471,268.8706716,22.72735725,1.138691701,183.5875288,-0.04413074,0.679522964,0.401158905,0.505080287,-0.060801543,-0.18240463,0.649236463,1.13909922,2.552995509,1.70484918,2.245622269,-2.984121004
EP35,1977,1979,29/4/1977,22/4/1979,1,109.1998134,61.08019132,334.879169,269.7384508,23.68311088,1.137324685,272.7550292,0.028886631,-0.734508077,-0.166354971,0.497295006,0.022377443,0.067132328,-0.725519091,1.136536461,0.234974704,1.60339419,1.126558991,-1.893562181
EP35,1979,1981,22/4/1979,24/5/1981,2,105.2486945,60.64494835,338.971363,226.3399586,24.04370398,1.183511379,296.4207819,-0.11239281,-0.204964572,0.110474606,0.746412689,-0.092078198,-0.276234593,-0.235465801,1.175935048,0.757798015,1.684029675,1.640333615,-2.981009812
EP35,1981,1983,24/5/1981,5/6/1983,3,109.6571602,59.8720372,341.1844684,205.3102824,23.9903491,1.198493429,182.6574027,-0.061142183,-0.171614711,0.113881341,-0.475486715,-0.113171991,-0.339515973,-0.214560723,1.210200486,1.267500558,1.721351941,0.080908574,-3.296846817
EP35,1983,1985,5/6/1983,19/6/1985,4,110.096887,62.28090997,344.286604,227.591179,24.08226601,1.136367051,241.147059,-0.133057689,-0.176566236,-0.151876267,0.149638672,-0.105336312,-0.316008935,-0.110465223,1.132932402,1.267500558,1.536671416,0.755558525,-2.606564877
EP35,1985,1987,19/6/1985,1/9/1987,5,107.7760136,60.91204179,347.112279,189.4741119,24.04251605,1.180410969,231.9128124,-0.013796308,0.207244346,0.089581884,0.044002857,-0.04832365,-0.144970949,0.192074878,1.177602729,1.133525141,1.694266192,0.755558525,-2.925541263
EP35,1987,1989,1/9/1987,10/8/1989,6,113.1985097,63.54628319,351.6347746,228.6107758,24.56151807,1.135082739,155.0042938,0.103607288,0.359901102,-0.294741647,-0.771268407,0.161676017,0.485028051,0.36784701,1.140238182,1.061191949,1.511758296,0.630272066,-2.058436346
EP35,1989,1991,10/8/1989,6/11/1991,7,101.0295519,60.45477585,354.4328083,192.7328177,23.85132358,1.170675788,289.822173,-0.158701958,-0.2406511,-0.107775434,0.670155621,-0.128218159,-0.384654476,-0.217378833,1.140776518,1.065274642,1.565516249,1.383543169,-3.879730758
EP35,1991,1995,6/11/1991,11/10/1995,8,108.7808955,61.63198201,358.1830523,198.173306,24.15052127,1.164906989,276.1857855,-0.078482554,-0.038801425,-0.053744526,0.530775226,-0.112961717,-0.338885152,-0.047177209,1.175497568,1.337582968,1.642112255,2.60356329,-2.903699007
EP35,1995,1998,11/10/1995,6/11/1998,9,113.9243417,62.60863908,363.9369608,253.6793517,24.26023975,1.133853935,121.7884606,0.215366875,-0.000865539,-0.271192727,-1.140557662,0.214804569,0.644413708,-0.061870044,1.128937444,1.815192959,1.530506706,0.477182803,-2.450753985
EP35,1998,2002,6/11/1998,16/1/2003,10,108.6471741,61.59180996,370.5410901,236.298199,24.19669402,1.156487579,197.898071,-0.064017571,-0.177216684,-0.043199025,-0.317606532,-0.037777601,-0.113332804,-0.147577824,1.14851767,1.815192959,1.80072066,1.385737818,-2.686934248
EP35,2002,2006,16/1/2003,11/8/2006,11,108.7662774,60.83652882,378.8270706,254.9682842,24.31483333,1.197102863,295.9102727,-0.002148006,0.200717446,0.284002089,0.745467325,-0.053229984,-0.159689951,0.212623005,1.216860856,1.181673163,1.779020754,1.413800556,-2.498197783
EP35,2006,2012,11/8/2006,4/9/2012,12,109.0043867,60.79461086,388.0799819,266.5301435,24.13556835,1.17428774,231.9195476,0.133911458,-0.078007786,0.129989308,0.055975216,0.151776296,0.455328888,-0.071487564,1.171882925,2.401898795,1.761200841,1.300134055,-3.09766348
EP35,2012,2016,4/9/2012,26/8/2016,13,108.2378483,59.08472943,399.3602755,224.2576948,24.55907891,1.270324987,255.8169987,0.042793383,0.528779499,0.543775634,0.312635039,0.023773881,0.071321644,0.487055727,1.270865383,2.404895731,1.830119578,1.746014117,-2.481182471
EP37,1977,1979,23/6/1977,30/6/1979,1,93.29605275,52.65369728,335.1635734,173.261448,18.81014854,1.037164258,182.0865892,0.008287953,-0.883295627,-0.237838953,0.020062433,0.028843646,0.086530938,-0.880076945,1.034570921,-0.090956029,1.643389686,0.749624674,-2.245424007
EP37,1979,1981,30/6/1979,23/6/1981,2,93.9736594,52.31302421,339.1483679,138.5840138,19.66814157,1.108742103,178.8635216,-0.154073534,0.055841033,0.042523538,-0.014625163,-0.168349188,-0.505047565,0.052575777,1.109121218,0.675783105,1.641942008,0.271872284,-1.892959031
EP37,1981,1983,23/6/1981,12/6/1983,3,84.79122104,49.96384115,341.1400139,106.0144769,19.39298875,1.135691925,202.1341698,-0.253439654,-0.262940222,0.164626593,0.227516776,-0.350996188,-1.052988564,-0.319113784,1.1422414,0.852636614,1.859448512,1.417042128,-2.432386569
EP37,1983,1985,12/6/1983,1/6/1985,4,80.3053685,55.68519548,344.1668793,110.7242973,19.34772531,1.015079935,163.9825203,-0.121427271,-0.317609673,-0.41868844,-0.174566018,-0.024863791,-0.074591373,-0.273371404,1.00708403,0.679602844,1.483793672,1.407545039,-1.879738315
EP37,1985,1987,1/6/1985,6/8/1987,5,94.32419201,53.30263799,347.1120326,117.377161,19.27924162,1.06815808,83.22434995,0.08487383,0.120521922,-0.028363798,-1.004986102,0.066044056,0.198132167,0.105588788,1.070385835,1.2888964,1.540339255,-0.740935857,-1.776696452
EP37,1987,1989,6/8/1987,24/8/1989,6,93.45942866,55.76556097,351.5279573,206.1387052,19.26170189,1.013269811,89.89200226,0.476846816,-0.232297699,-0.464973249,-0.939192305,0.492770302,1.478310905,-0.169530949,1.018299101,0.530082829,1.482236735,-0.644662655,-1.300976736
EP37,1989,1991,24/8/1989,26/6/1991,7,89.60378146,53.40434064,354.4627273,236.0562998,19.55773033,1.067171382,207.9329061,0.277182198,-0.598484512,-0.24856771,0.283010157,0.321253797,0.963761391,-0.666215957,1.053784281,0.340944628,1.532532016,1.268485232,-2.680020327
EP37,1991,2001,26/6/1991,10/8/2001,8,85.53755214,53.98345354,362.9414657,132.6596848,19.55263842,1.050885965,166.6851437,-0.0775014,0.050053352,-0.109243538,-0.140808192,-0.080293042,-0.240879126,0.045993768,1.050954827,1.857636106,1.655212935,1.272358283,-2.537889919
EP37,2001,2005,10/8/2001,9/8/2005,9,73.23260363,47.23966984,375.8097331,91.57347267,20.03451654,1.240316723,285.9415148,-0.383087644,0.548561152,0.850920093,1.098161089,-0.389884032,-1.169652097,0.536662901,1.241800445,1.221687267,1.862960148,2.920418574,-2.703554541
EP37,2005,2009,9/8/2005,20/8/2009,10,86.3609336,51.80267007,384.1037024,155.4550644,19.48478996,1.102675995,164.7280159,0.0600381,-0.070139542,0.082445031,-0.161379536,0.074086962,0.222260886,-0.052202759,1.10091601,1.793885603,1.659989985,1.462338936,-2.43468366
EP37,2009,2013,20/8/2009,1/10/2013,11,95.3325009,54.76432812,392.3261876,215.3241026,19.16938715,1.008507552,176.8857454,0.415382848,-0.420369752,-0.396006767,-0.034606673,0.418711379,1.256134137,-0.439976298,1.002483609,1.430140442,1.802761006,1.140157976,-2.426029892
EP37,2013,2018,1/10/2013,5/6/2018,12,90.96485101,50.48734865,402.8632494,140.9930951,20.33409692,1.193234477,172.3399423,-0.042359981,0.55771561,0.452574822,-0.086412228,-0.042938829,-0.128816486,0.575899947,1.196677855,2.227575304,1.73094519,0.679804825,-2.750877301
