plot,year_0,year_1,date_0,date_1,interval,nbdays,cyclone,tree_n,d_tree_n,dstem,ba,rec_n,rec_yr,Ur,rec_n_all,dead_n,mort_yr,WD_mn,dwd,totAGB,dAGB,AGB_rec,AGB_Urec,AGB_rec_all,AGB_rec_yr,AGB_Ugrow,growth,growth_yr,AGBgrowth,AGBgrowth_yr,AGB_mort,AGB_mort_R2,AGB_mort_yr,AGB_mort_yr_R2,totMort,totMort_R2,totMort_yr,totMort_yr_R2,netAGB_yr,dec,crt
EP18,1985,1987,15/9/1985,14/7/1987,7,667,0,443,2,1,61.58325618,5,5,0,10,3,3,0.693358224,-0.00209845,644.370041,7.286567399,0.310757981,0,0.310757981,0.170054967,0.000996191,7.539140823,4.125616792,7.849898804,4.295671759,0.564327597,0.323969426,0.308814952,0.177284619,0.564327597,0.323969426,0.308814952,0.177284619,3.986856808,1980,65.76127464
EP18,1987,1989,14/7/1987,14/7/1989,8,731,0,446,3,1,62.48968749,6,6,0.1,12,3,3,0.691891465,-0.001466759,650.1432925,5.773251535,0.374885373,3.27E-05,0.374918103,0.18720261,0.02517007,10.79161037,5.388423784,11.16652848,5.575626393,5.418414281,5.198590488,2.705500975,2.595739436,5.418447011,5.198623218,2.705517317,2.595755779,2.870109076,1980,65.76127464
EP18,1989,1991,14/7/1989,5/9/1991,9,783,0,439,-7,-3,62.34881256,2,2,0.1,4,9,8,0.692091329,0.000199864,645.3851882,-4.758104283,0.144466027,3.51E-05,0.144501087,0.067360021,0.038156331,4.442219565,2.070766464,4.586720653,2.138126486,9.382946206,8.762424556,4.373914898,4.084655125,9.382981266,8.762459616,4.373931242,4.084671469,-2.235804756,1990,61.89883143
EP18,1991,1995,5/9/1991,11/1/1995,10,1224,0,432,-7,-2,63.31368322,11,7,0.1,22,18,11,0.693510725,0.001419397,643.0080444,-2.377143799,0.823298035,5.48E-05,0.823352855,0.245525974,0.172981589,21.60892526,6.443838008,22.43227812,6.689363982,24.98234869,23.84347275,7.449801692,7.110185909,24.98240351,23.84352757,7.449818039,7.110202256,-0.760454057,1990,61.89883143
EP18,1995,1998,11/1/1995,17/11/1998,11,1406,0,430,-2,-1,62.05784242,10,5,0.1,20,12,6,0.693206589,-0.000304136,648.8386392,5.830594729,0.700147571,6.31E-05,0.700210701,0.181775893,0.091179252,14.46736279,3.755752077,15.16757349,3.93752797,9.428094887,8.636103615,2.447549526,2.24194724,9.428158017,8.636166745,2.447565915,2.241963629,1.489962055,1990,61.89883143
EP18,1998,2002,17/11/1998,19/10/2002,12,1432,0,426,-4,-1,62.98937907,1,1,0.1,2,5,3,0.695216745,0.002010156,670.1599347,21.3212955,0.092115331,6.44E-05,0.092179761,0.02349554,0.054364155,25.18897817,6.420375022,25.28115793,6.443870562,4.014162154,3.739950009,1.02316284,0.953269381,4.014226584,3.740014439,1.023179262,0.953285803,5.4206913,2000,178.2400432
EP18,2002,2006,19/10/2002,10/8/2006,13,1391,0,423,-3,-1,63.35371411,10,5,0.1,20,13,7,0.696127502,0.000910757,670.6544196,0.494484932,0.724754974,6.26E-05,0.724817584,0.190192968,0.129013502,8.813975003,2.312797179,9.538792587,2.502990147,9.173258547,8.35926976,2.407073594,2.193482,9.173321157,8.35933237,2.407090023,2.193498429,0.095900124,2000,178.2400432
EP18,2006,2012,10/8/2006,5/9/2012,14,2218,0,417,-6,-1,65.00460278,14,5,0.1,28,20,7,0.697873573,0.001746071,630.5874873,-40.06693226,1.250095631,0.00010039,1.250196021,0.205735594,0.648546613,30.25699442,4.979171759,31.50719044,5.184907353,72.22256892,70.92085351,11.88513871,11.67092495,72.22266931,70.9209539,11.88515523,11.67094147,-6.700247876,2010,44.14252607
EP18,2012,2016,5/9/2012,25/8/2016,15,1450,0,426,9,2,61.12038844,17,9,0.1,34,8,4,0.697730235,-0.000143338,646.5477955,15.96030814,1.273922099,6.56E-05,1.273987679,0.32069345,0.072664549,19.80932445,4.986485121,21.08331213,5.307178571,5.195602962,4.65832879,1.307858677,1.172613799,5.195668542,4.65839437,1.307875185,1.172630307,3.999303386,2010,44.14252607
EP19,1975,1977,5/6/1975,18/7/1977,1,774,0,397,-10,-5,41.50197563,7,7,0.6,15,10,9,0.644252665,0.000474056,344.5719341,-16.63111101,0.500781065,0.00019347,0.500974535,0.236247681,0.133229485,8.157078938,3.846684512,8.658053472,4.082932193,26.06774006,25.4370713,12.29292651,11.99551812,26.06793353,25.43726477,12.29301775,11.99560935,-8.210085556,1970,12.46779404
EP19,1977,1979,18/7/1977,30/6/1979,2,712,0,397,0,0,40.24876824,13,13,0.5,26,13,13,0.64298487,-0.001267795,331.1439192,-13.42801488,0.866174572,0.00014798,0.866322552,0.444111982,0.119464952,9.815208599,5.031672947,10.68153115,5.47578493,24.22886301,23.40439546,12.42069522,11.99803981,24.22901099,23.40454344,12.42077108,11.99811567,-6.944986152,1970,12.46779404
EP19,1979,1981,30/6/1979,23/6/1981,3,724,0,395,-2,-1,39.13584923,17,18,0.6,35,19,19,0.646340224,0.003355354,328.202427,-2.941492173,1.216663542,0.00018083,1.216844372,0.613464359,0.108014631,9.649029653,4.864496993,10.86587403,5.477961353,13.9152,NA,7.015259668,NA,13.91538083,NA,7.015350832,NA,-1.53738948,1980,21.20004731
EP19,1981,1983,23/6/1981,19/6/1983,4,726,0,400,5,3,38.76666228,13,13,0.5,26,8,8,0.647177471,0.000837247,331.7316783,3.52925129,0.941972456,0.00015197,0.942124426,0.473657597,0.092355708,13.02890086,6.550342719,13.97102529,7.024000317,10.53397773,10.0164206,5.29600809,5.035803746,10.5341297,10.01657257,5.296084494,5.035880149,1.727915823,1980,21.20004731
EP19,1983,1985,19/6/1983,5/6/1985,5,717,0,404,4,2,38.91397377,11,11,0.5,22,7,7,0.646867546,-0.000309925,331.1963764,-0.535301946,1.508908745,0.00014992,1.509058665,0.768209781,0.028962261,9.417240763,4.793992857,10.92629943,5.562202638,11.49041372,11.05436646,5.849373788,5.62739715,11.49056364,11.05451638,5.849450107,5.627473469,-0.287247469,1980,21.20004731
EP19,1985,1987,5/6/1985,1/8/1987,6,787,1,398,-6,-3,38.77383671,10,10,0.6,21,16,15,0.648627358,0.001759812,308.9714861,-22.2248903,0.721622211,0.00019765,0.721819861,0.33477033,0.283220439,7.744247216,3.591677552,8.466067077,3.926447882,30.97398016,30.00249522,14.36531481,13.91475318,30.97417781,30.00269287,14.36540648,13.91484485,-10.4389586,1980,21.20004731
EP19,1987,1989,1/8/1987,20/8/1989,7,750,1,428,30,15,37.70332458,35,35,0.6,71,5,5,0.646661562,-0.001965796,319.4280839,10.45659782,2.423490588,0.00018833,2.423678918,1.17952374,0.041588429,12.73545044,6.197919213,15.15912936,7.377442953,4.743931632,4.41124646,2.308713394,2.14680661,4.744119962,4.41143479,2.308805048,2.146898264,5.068637905,1980,21.20004731
EP19,1989,1991,20/8/1989,23/6/1991,8,672,1,437,9,5,38.5320475,18,20,0.6,37,9,10,0.646288898,-0.000372664,328.8958979,9.467814022,1.261453034,0.00016848,1.261621514,0.685255733,0.016935888,10.2548072,5.569947365,11.51642872,6.255203097,2.065382102,1.493446707,1.121822124,0.811172691,2.065550582,1.493615187,1.121913635,0.811264201,5.133289463,1990,101.4431817
EP19,1991,1998,23/6/1991,1/12/1998,9,2718,0,465,28,4,42.89133242,47,13,2.4,96,19,5,0.639989165,-0.006299733,355.6965095,26.80061161,3.948105299,0.00272827,3.950833569,0.53055712,0.212701967,37.19823074,4.995347395,41.14906431,5.525904515,14.5584264,13.260536,1.955049902,1.780756306,14.56115467,13.26326427,1.955416281,1.781122685,3.570488233,1990,101.4431817
EP19,1998,2005,1/12/1998,30/9/2005,10,2495,0,505,40,6,46.30845036,68,20,2.4,138,28,8,0.633892915,-0.006096251,388.6751855,32.97867594,5.369604172,0.00247726,5.372081432,0.78589568,0.909628707,37.13937658,5.433215412,42.51145801,6.219111092,10.43993353,8.589454112,1.527284864,1.256573447,10.44241079,8.591931372,1.527647269,1.256935852,4.691463823,2000,52.46490355
EP19,2005,2009,30/9/2005,10/10/2009,11,1471,0,515,10,2,47.63782794,24,12,1.4,49,14,7,0.633169518,-0.000723396,391.8738706,3.19868517,1.61415514,0.00084415,1.61499929,0.400730619,0.531850573,22.23630702,5.517506501,23.85130631,5.91823712,21.18362756,20.37019578,5.256304596,5.054467341,21.18447171,20.37103993,5.256514055,5.054676801,0.661723064,2000,52.46490355
EP19,2009,2013,10/10/2009,3/10/2013,12,1454,1,388,-127,-32,47.77697783,28,14,1.4,57,155,78,0.638336443,0.005166925,237.1780165,-154.6958541,2.216413563,0.00083552,2.217249083,0.556599667,5.407155257,11.89165808,2.985182394,14.10890717,3.54178206,174.211081,164.5432375,43.73249283,41.30555824,174.2119165,164.544073,43.73270257,41.30576798,-40.19092051,2010,4.258606338
EP19,2013,2018,3/10/2013,7/6/2018,13,1708,0,437,49,10,34.40740028,103,44,1.5,208,53,23,0.616478169,-0.021858274,236.465835,-0.712181467,9.283955867,0.00102668,9.284982547,1.984202945,0.981443832,23.80877555,5.08794091,33.09375809,7.072143855,32.6793053,29.35800744,6.983575195,6.273813064,32.68033198,29.35903412,6.983794597,6.274032466,0.088349258,2010,4.258606338
EP29,1975,1977,2/11/1975,13/11/1977,1,742,0,485,-12,-6,41.10765002,3,3,0.1,6,12,12,0.615079753,0.00079428,316.9769266,5.253606984,0.176541773,2.95E-05,0.176571263,0.086857832,0.096882678,8.969790046,4.412363028,9.146361309,4.49922086,7.59563264,6.890682912,3.73639611,3.389621648,7.59566213,6.890712402,3.736410616,3.389636155,0.762810243,1970,67.31273342
EP29,1977,1979,13/11/1977,7/10/1979,2,693,0,489,4,2,41.1800275,9,9,0.1,18,5,5,0.613737219,-0.001342534,325.3463086,8.369381962,0.561899303,2.75E-05,0.561926833,0.295964349,-0.007540517,8.982485422,4.73103489,9.544412255,5.02699924,1.167462246,0.835784116,0.614897143,0.440203755,1.167489776,0.835811646,0.614911643,0.440218255,4.412087597,1970,67.31273342
EP29,1979,1981,7/10/1979,8/12/1981,3,793,0,487,-2,-1,42.44132941,12,11,0.2,24,14,13,0.614317084,0.000579865,329.7460748,4.39976629,0.76663323,6.30E-05,0.76669618,0.352892945,0.006521477,10.89554293,5.014972471,11.66223911,5.367865416,7.268931347,6.453116161,3.345725021,2.970223706,7.268994297,6.453179111,3.345753995,2.97025268,2.022111421,1980,62.8335095
EP29,1981,1983,8/12/1981,2/11/1983,4,694,0,481,-6,-3,42.3694927,5,5,0.1,10,11,12,0.614949522,0.000632438,332.6276135,2.881538625,0.287678954,2.76E-05,0.287706514,0.151315386,0.02468118,7.775122316,4.089221391,8.06282883,4.240536777,5.205943824,4.581971188,2.737996392,2.409826345,5.205971384,4.581998748,2.738010886,2.40984084,1.50252589,1980,62.8335095
EP29,1983,1985,2/11/1983,5/12/1985,5,764,0,488,7,3,42.65549509,12,11,0.1,24,5,5,0.61625291,0.001303388,338.8431624,6.215548882,0.838786947,3.04E-05,0.838817377,0.400743904,0.009831482,8.261658748,3.946996653,9.100476125,4.347740557,2.894728295,2.615440577,1.382952654,1.249523312,2.894758725,2.615471007,1.382967192,1.24953785,2.964773365,1980,62.8335095
EP29,1985,1987,5/12/1985,14/10/1987,6,678,0,481,-7,-4,43.20998455,7,8,0.1,14,14,15,0.615640541,-0.000612369,342.8082906,3.965128204,0.47653868,2.70E-05,0.47656572,0.256558241,0.019289531,7.708130126,4.149657074,8.184695846,4.406215315,4.238830133,3.322268345,2.281966075,1.788536794,4.238857173,3.322295385,2.281980632,1.78855135,2.124234684,1980,62.8335095
EP29,1987,1989,14/10/1987,12/9/1989,7,699,0,481,0,0,44.05362372,6,6,0.1,12,6,6,0.615261331,-0.00037921,350.1873992,7.379108654,0.376423624,2.78E-05,0.376451454,0.196573363,0.037455917,11.8422144,6.183702796,12.21866585,6.380276159,4.876985283,4.494864226,2.546637522,2.347103637,4.877013113,4.494892056,2.546652055,2.34711817,3.833624105,1980,62.8335095
EP29,1989,1991,12/9/1989,2/11/1991,8,781,0,468,-13,-6,44.67728446,0,0,0.1,0,13,12,0.616317094,0.001055763,349.3581932,-0.829205968,0,3.11E-05,3.11E-05,1.45E-05,0.0127147,9.549148329,4.462790192,9.549179429,4.462804727,10.391069,9.633839853,4.856261439,4.502370738,10.3911001,9.633870953,4.856275974,4.502385273,-0.393471247,1990,62.39841268
EP29,1991,1995,2/11/1991,25/10/1995,9,1453,0,468,0,0,45.13461989,12,6,0.3,24,12,6,0.61660641,0.000289316,358.1011409,8.742947615,0.895264915,0.00017436,0.895439275,0.22493829,0.057884146,15.24922926,3.830673558,16.14466853,4.055611848,7.459430704,6.720243559,1.873841849,1.688154783,7.459605064,6.720417919,1.873885649,1.688198583,2.181726198,1990,62.39841268
EP29,1995,1998,25/10/1995,7/10/1998,10,1078,0,463,-5,-2,45.6930117,5,3,0.2,10,10,7,0.616323153,-0.000283257,367.5876741,9.486533214,0.374850312,8.61E-05,0.374936422,0.126949716,0.009917383,12.42768147,4.20788844,12.8026179,4.334838156,3.325915954,2.694345093,1.126121821,0.912278255,3.326002064,2.694431203,1.126150977,0.912307411,3.208687178,1990,62.39841268
EP29,1998,2002,7/10/1998,13/11/2002,11,1498,0,450,-13,-3,47.42018951,11,5,0.3,22,23,11,0.618042489,0.001719336,376.8104928,9.222818735,0.752147807,0.00017991,0.752327717,0.183310826,0.139654488,19.18460858,4.674487404,19.9369363,4.85779823,10.78970168,9.411527078,2.628999407,2.29319585,10.78988159,9.411706988,2.629043244,2.293239687,2.228754986,2000,54.1940632
EP29,2002,2006,13/11/2002,21/8/2006,12,1377,1,450,0,0,47.98335143,20,11,0.3,40,21,11,0.6186936,0.000651111,382.4365061,5.626013324,1.500875643,0.00016597,1.501041613,0.397879585,0.052467156,18.19140189,4.821976536,19.69244351,5.219856122,14.18262183,12.83715895,3.759373252,3.402732764,14.1827878,12.83732492,3.759417246,3.402776758,1.460438876,2000,54.1940632
EP29,2006,2011,21/8/2006,21/9/2011,13,1857,1,420,-30,-6,48.52578802,14,6,0.3,28,44,17,0.622612619,0.003919019,357.2697317,-25.16677445,1.071116457,0.00022432,1.071340777,0.210575866,1.460718323,15.80461934,3.106454528,16.87596012,3.317030394,43.50322857,40.87943761,8.550715362,8.034999853,43.50345289,40.87966193,8.550759453,8.035043944,-5.233729059,2010,29.39953797
EP29,2011,2015,21/9/2011,10/9/2015,14,1450,1,427,7,2,44.66313743,18,9,0.2,36,11,6,0.625432787,0.002820168,359.5009642,2.231232481,1.432982222,0.00011713,1.433099352,0.360745699,0.235923012,10.75859039,2.708196892,12.19168974,3.068942591,10.19626315,9.629996651,2.56664555,2.424102605,10.19638028,9.630113781,2.566675035,2.42413209,0.502267556,2010,29.39953797
EP30,1976,1978,8/6/1976,19/6/1978,1,741,0,556,-4,-2,60.25603034,8,8,0.1,16,4,4,0.607909101,-0.000314935,538.1818548,13.28974546,0.73589035,2.92E-05,0.73591951,0.362497465,0.009673522,13.92203239,6.857681273,14.6579519,7.220178738,0.82805083,0.564887896,0.407879289,0.278251123,0.82807999,0.564917056,0.407893652,0.278265486,6.812285085,1970,NA
EP30,1978,1980,19/6/1978,12/6/1980,2,724,0,556,0,0,61.19323083,3,3,0.1,6,3,3,0.60807295,0.000163849,548.0321162,9.85026145,0.229355956,2.85E-05,0.229384426,0.115642701,0.000587032,10.17526522,5.129795311,10.40464965,5.245438012,0.554946759,0.378875822,0.279772882,0.191007838,0.554975229,0.378904292,0.279787235,0.191022191,4.965650777,1980,135.8750313
EP30,1980,1982,12/6/1980,19/6/1982,3,737,0,570,14,7,62.2082601,17,17,0.1,34,3,3,0.608376538,0.000303588,555.1459964,7.113880213,1.165578155,2.90E-05,1.165607145,0.577268125,0.051198522,8.493291695,4.206311355,9.65889884,4.78357948,2.596188159,2.435932561,1.285764828,1.20639808,2.596217149,2.435961551,1.285779185,1.206412437,3.497800295,1980,135.8750313
EP30,1982,1984,19/6/1982,14/10/1984,4,848,0,573,3,1,62.73474286,5,4,0.1,10,2,2,0.609035474,0.000658936,556.6541557,1.508159316,0.341897704,3.34E-05,0.341931104,0.147175534,0.056342246,8.772034647,3.775698875,9.113965751,3.922874409,7.662115281,7.569150553,3.297962356,3.257948056,7.662148681,7.569183953,3.297976732,3.257962433,0.624897677,1980,135.8750313
EP30,1984,1986,14/10/1984,24/11/1986,5,771,0,568,-5,-2,62.66810117,3,3,0.1,6,8,8,0.609039308,3.83E-06,558.3060592,1.65190345,0.184293221,3.04E-05,0.184323601,0.087260849,0.029841163,8.125070132,3.84649883,8.309393732,3.933759679,6.687301065,6.197755446,3.165842917,2.93408656,6.687331445,6.197785826,3.165857299,2.934100942,0.76790238,1980,135.8750313
EP30,1986,1988,24/11/1986,11/10/1988,6,687,0,571,3,2,62.56494966,6,6,0.1,12,3,3,0.608883526,-0.000155782,562.8891566,4.583097365,0.437147994,2.71E-05,0.437175074,0.232269144,0.0085241,6.591394699,3.501978261,7.028569773,3.734247405,2.453969428,2.247263419,1.303782884,1.193960914,2.453996508,2.247290499,1.303797271,1.193975302,2.430450134,1980,135.8750313
EP30,1988,1990,11/10/1988,28/8/1990,7,686,0,569,-2,-1,63.40808225,5,5,0.1,10,7,7,0.609154353,0.000270827,561.7304846,-1.158671918,0.310851955,2.70E-05,0.310878965,0.165409362,0.021397089,11.24739316,5.98440015,11.55827212,6.149809512,12.73831412,12.3424093,6.777674422,6.567025356,12.73834113,12.34243631,6.777688793,6.567039727,-0.627879282,1990,56.00519108
EP30,1990,1998,28/8/1990,22/10/1998,8,2977,0,585,16,2,65.93121027,30,7,0.3,60,14,3,0.610661242,0.001506889,579.9429475,18.21246286,2.273674979,0.00035613,2.274031109,0.278811339,0.297745896,36.17736281,4.435585296,38.45139392,4.714396635,20.53632082,19.65909423,2.51788952,2.410335705,20.53667695,19.65945036,2.517933184,2.410379368,2.196463451,1990,56.00519108
EP30,1998,2002,22/10/1998,13/1/2003,9,1544,0,580,-5,-1,65.49314322,4,2,0.2,8,9,4,0.610456655,-0.000204587,587.4237349,7.480787423,0.22610117,0.00012228,0.22622345,0.053478989,0.077506951,14.50130186,3.428092733,14.72752531,3.481571722,7.32412256,6.791173893,1.731414984,1.605426471,7.32424484,6.791296173,1.73144389,1.605455378,1.750127832,2000,26.73833088
EP30,2002,2006,13/1/2003,21/8/2006,10,1316,0,567,-13,-4,66.78718809,17,9,0.1,34,30,17,0.610559718,0.000103063,544.9914228,-42.43231209,1.129739725,5.21E-05,1.129791845,0.313354121,0.6616274,19.1640407,5.315254449,20.29383254,5.62860857,63.38771992,61.53086728,17.58094055,17.06593203,63.38777204,61.5309194,17.58095501,17.06594649,-11.95234644,2000,26.73833088
EP30,2006,2013,21/8/2006,27/9/2013,11,2594,0,549,-18,-3,65.1316475,29,8,0.3,58,47,13,0.610684323,0.000124605,527.8718473,-17.11957551,2.082098615,0.00031005,2.082408665,0.293014326,1.788485023,39.07065705,5.497605946,41.15306571,5.790620272,60.0608162,57.12642504,8.45111716,8.038220948,60.06112625,57.12673509,8.451160787,8.038264575,-2.660540515,2010,45.43211902
EP30,2013,2017,27/9/2013,10/9/2017,12,1444,0,549,0,0,61.04390536,14,7,0.1,28,14,7,0.608625792,-0.002058531,540.5708175,12.69897014,0.943464479,5.71E-05,0.943521559,0.238494023,0.132667714,20.61414162,5.210638291,21.55766318,5.449132314,8.991303673,8.101433549,2.272732577,2.047800031,8.991360753,8.101490629,2.272747005,2.04781446,3.176385309,2010,45.43211902
EP31,1976,1978,13/8/1976,2/8/1978,1,719,0,235,-5,-3,41.98963356,3,3,0.2,6,5,5,0.675651206,-0.001482267,540.3093873,14.28746348,0.214953773,6.30E-05,0.215016763,0.109153155,0.08114637,9.971628473,5.06209234,10.18664524,5.171245496,3.721976076,3.345192949,1.889459343,1.698185572,3.722039066,3.345255939,1.88949132,1.698217549,3.281754176,1970,130.3954551
EP31,1978,1980,2/8/1978,28/8/1980,2,757,0,239,4,2,42.40569982,7,7,0.2,14,3,3,0.675937378,0.000286172,550.5795407,10.27015342,0.584335022,6.64E-05,0.584401372,0.281778733,0.003601832,10.1937621,4.915090046,10.77816347,5.196868779,0.511545527,0.273508195,0.246650089,0.131876474,0.511611877,0.273574545,0.246682081,0.131908466,4.950186698,1980,20.91079339
EP31,1980,1982,28/8/1980,8/9/1982,3,741,0,240,1,0,43.35320641,6,6,0.2,12,5,5,0.680901806,0.004964428,563.7126832,13.13314246,0.487894331,6.50E-05,0.487959321,0.24035783,-0.120588398,14.67901736,7.230555107,15.16697668,7.470912938,1.91318083,1.645315675,0.942390017,0.810445643,1.91324582,1.645380665,0.94242203,0.810477655,6.528490908,1980,20.91079339
EP31,1982,1984,8/9/1982,14/10/1984,4,767,0,244,4,2,43.851927,5,5,0.2,10,1,1,0.682005874,0.001104069,574.4718819,10.75919873,0.405218744,6.77E-05,0.405286424,0.192867724,0.000856687,10.46960517,4.982276254,10.87489159,5.175143979,0.116481868,0.052810161,0.055431397,0.025131302,0.116549548,0.052877841,0.055463605,0.02516351,5.119680374,1980,20.91079339
EP31,1984,1986,14/10/1984,1/10/1986,5,717,1,213,-31,-16,44.39242333,0,0,0.2,0,31,32,0.684886541,0.002880667,511.0113893,-63.46049262,0,6.33E-05,6.33E-05,3.22E-05,0.61735356,6.777979144,3.450435687,6.778042414,3.450467895,70.85582532,68.78436573,36.07025975,35.01575103,70.85588859,68.784429,36.07029196,35.01578324,-32.61982407,1980,20.91079339
EP31,1986,1988,1/10/1986,4/10/1988,6,734,1,209,-4,-2,39.4010126,8,8,0.2,16,12,12,0.689730303,0.004843762,478.4630218,-32.5483675,0.672646418,6.51E-05,0.672711498,0.334522748,0.404522798,8.784060697,4.368095578,9.456772195,4.702618326,42.40959741,41.67449091,21.08924122,20.72369098,42.40966249,41.67455599,21.08927358,20.72372335,-16.38665526,1980,20.91079339
EP31,1988,1990,4/10/1988,4/10/1990,7,730,1,207,-2,-1,37.54332115,3,3,0.2,6,5,5,0.691505475,0.001775172,492.3360893,13.87306752,0.265723093,6.52E-05,0.265788303,0.132894151,0.02419926,15.30882464,7.65441232,15.57461294,7.787306472,1.72567947,1.401670198,0.862839735,0.700835099,1.72574468,1.401735408,0.86287234,0.700867704,6.924434132,1990,260.183629
EP31,1990,2005,4/10/1990,3/10/2005,8,5478,0,203,-4,0,43.21689405,20,3,1.4,41,24,3,0.691078292,-0.000427183,536.7464809,44.41039164,2.714963264,0.00348712,2.718450384,0.181130776,1.041929031,79.26096585,5.281170598,81.97941624,5.462301374,38.60746651,36.96413104,2.572421555,2.462925854,38.61095363,36.96761816,2.572653902,2.463158201,2.889647472,2000,95.13770784
EP31,2005,2013,3/10/2005,19/9/2013,9,2908,0,189,-14,-2,44.54976292,40,10,0.8,81,54,14,0.668323668,-0.022754624,438.408632,-98.33784896,4.098586088,0.00102458,4.099610668,0.514565988,5.170398,39.26642847,4.928557907,43.36603914,5.443123895,146.8732615,143.0700748,18.43491763,17.95755753,146.8742861,143.0710994,18.43504623,17.95768613,-12.99192233,2010,21.38773522
EP31,2013,2017,19/9/2013,10/10/2017,10,1482,0,201,12,3,35.1287412,20,10,0.4,40,7,3,0.656623748,-0.011699921,451.1038114,12.69517941,1.860733281,0.00025296,1.860986241,0.458340066,0.126899712,13.76911809,3.391179556,15.63010433,3.849519622,2.15136705,1.667441897,0.529857607,0.410672262,2.15162001,1.667694857,0.529919908,0.410734563,3.319599714,2010,21.38773522
EP32,1975,1977,16/9/1975,18/7/1977,1,671,0,364,-14,-8,28.8810994,6,7,0.2,12,14,15,0.689091122,0.002607978,302.3749619,1.146507016,0.401736143,5.96E-05,0.401795733,0.218562507,0.077560271,7.088893475,3.856104498,7.490689208,4.074667006,6.027336041,5.153342472,3.278655223,2.803233983,6.027395631,5.153402062,3.278687638,2.803266397,0.795979368,1970,46.20349569
EP32,1977,1979,18/7/1977,5/9/1979,2,779,0,360,-4,-2,28.64641997,6,6,0.3,12,10,9,0.687644246,-0.001446876,301.7923352,-0.582626698,0.438398372,0.0001042,0.438502572,0.205460127,-0.002358025,4.709697838,2.206726201,5.14820041,2.412186328,5.728364882,4.982901382,2.684022057,2.334735564,5.728469082,4.983005582,2.684070879,2.334784387,-0.271884551,1970,46.20349569
EP32,1979,1981,5/9/1979,22/7/1981,3,686,0,362,2,1,28.7410515,9,10,0.2,18,7,7,0.68549041,-0.002153836,303.4875736,1.695238399,0.69000772,6.10E-05,0.6900687,0.367164833,0.013505603,7.141758994,3.7999155,7.831827693,4.167080333,6.150033918,5.604751842,3.272248367,2.982120149,6.150094898,5.604812822,3.272280813,2.982152595,0.89479952,1980,68.29057301
EP32,1981,1983,22/7/1981,14/7/1983,4,722,0,361,-1,-1,28.6316429,7,7,0.3,14,8,8,0.684676423,-0.000813988,304.996742,1.509168358,0.511305596,9.60E-05,0.511401586,0.258534043,0.007759203,4.668644357,2.360187244,5.180045944,2.618721287,3.678540799,3.112720309,1.859650127,1.573605142,3.678636789,3.112816299,1.859698653,1.573653669,0.759022634,1980,68.29057301
EP32,1983,1985,14/7/1983,22/7/1985,5,739,0,363,2,1,28.993268,8,8,0.3,16,6,6,0.682597765,-0.002078658,311.7591834,6.762441425,0.574880276,9.81E-05,0.574978366,0.283987961,0.013528877,7.61803983,3.76263131,8.193018196,4.046619271,1.444007557,0.986418879,0.713210769,0.487202829,1.444105647,0.986516969,0.713259217,0.487251277,3.333360054,1980,68.29057301
EP32,1985,1987,22/7/1985,8/9/1987,6,778,0,359,-4,-2,29.48361206,9,8,0.3,18,13,12,0.685592837,0.002995073,314.399203,2.640019657,0.776899123,0.00010332,0.777002443,0.364531994,0.018374099,6.957918562,3.26431912,7.734921005,3.628851114,5.113172127,4.26955531,2.398853247,2.003069008,5.113275447,4.26965863,2.39890172,2.003117481,1.229949394,1980,68.29057301
EP32,1987,1990,8/9/1987,19/9/1990,7,1107,0,352,-7,-2,29.67994918,10,7,0.4,20,17,11,0.686433263,0.000840426,312.4604427,-1.938760338,0.804043954,0.00019671,0.804240664,0.265174203,0.15782865,9.030494289,2.977534251,9.834734953,3.242708453,11.93112723,10.7840557,3.933930839,3.555718456,11.93132394,10.78425241,3.933995699,3.555783315,-0.691287245,1990,47.00074838
EP32,1990,1998,19/9/1990,8/9/1998,8,2911,0,346,-6,-1,31.37626627,31,8,1.1,63,37,9,0.688246903,0.00181364,331.4004097,18.93996695,2.8480105,0.00143785,2.84944835,0.357282256,0.870321375,33.66497129,4.221131749,36.51441964,4.578414005,18.44333621,15.8791343,2.312544733,1.99102852,18.44477406,15.88057215,2.31272502,1.991208806,2.265688985,1990,47.00074838
EP32,1998,2002,8/9/1998,24/9/2002,9,1477,0,339,-7,-2,30.18866213,9,4,0.5,18,16,8,0.689300969,0.001054066,340.9704329,9.570023239,0.73253179,0.0003297,0.73286149,0.181106597,0.162552937,13.19655322,3.261165826,13.92941471,3.442272423,4.521614707,3.455058119,1.117392937,0.853822758,4.521944407,3.455387819,1.117474413,0.853904234,2.32479801,2000,49.20196188
EP32,2002,2006,24/9/2002,10/9/2006,10,1447,1,320,-19,-5,30.40975987,18,9,0.5,36,37,19,0.696848589,0.00754762,327.822284,-13.14814886,1.473205745,0.00032418,1.473529925,0.371692068,0.322874569,5.072332738,1.279475777,6.545862663,1.651167845,20.01656191,17.63835807,5.049098202,4.449205734,20.01688609,17.63868225,5.049179975,4.449287507,-3.39801213,2000,49.20196188
