continente,pendiente_npp,pendiente_gpp
North America,0.0126479888909095,0.0208316414492728
South America,0.0367594093009928,0.0552656879297356
Europe,-0.00336253371329684,-0.0120899135818466
Africa,0.0603675272715077,0.0688036213994935
Asia,0.0245506328912849,0.0155002211300788
Oceania,0.0634654071488832,0.119727082341327
