wavelength,flux,ivar
8852.833,0.9937,47824.1306
8852.9566,0.9796,47142.8176
8853.0801,0.9609,46168.4679
8853.2037,0.9327,44671.9761
8853.3272,0.9196,43952.62
8853.4508,0.918,43870.4586
8853.5743,0.9083,43435.0239
8853.6979,0.8919,42635.6227
8853.8214,0.8926,42635.0224
8853.945,0.8981,42873.0043
8854.0685,0.9101,43461.1516
8854.1921,0.9145,43534.9911
8854.3156,0.9202,43569.3289
8854.4392,0.9135,42157.0058
8854.5627,0.9273,42748.2538
8854.6863,0.9267,43190.3005
8854.8098,0.9301,43275.0686
8854.9334,0.9391,39222.9927
8855.0569,0.9136,31881.7792
8855.1805,0.8959,30663.234
8855.304,0.9159,37045.0907
8855.4276,0.9211,41403.1213
8855.5511,0.9186,42648.5412
8855.6747,0.9077,42740.1487
8855.7982,0.91,42976.1052
8855.9218,0.9152,43205.708
8856.0453,0.9215,43528.9986
8856.1689,0.9334,44067.2272
8856.2924,0.9383,44309.7416
8856.416,0.9506,44787.4421
8856.5395,0.9711,45823.6223
8856.6631,0.9743,45957.6102
8856.7866,0.9754,45955.615
8856.9102,0.9793,46095.5699
8857.0337,0.9828,46203.6733
8857.1573,1.002,47170.1691
8857.2808,1.0228,48128.7825
8857.4044,1.0403,48910.0986
8857.5279,1.0532,49495.3758
8857.6515,1.0518,49364.5321
8857.775,1.0545,49445.2008
8857.8986,1.055,49478.8215
8858.0221,1.0427,48855.685
8858.1457,1.0356,48512.8935
8858.2692,1.0492,49148.6587
8858.3928,1.0685,50081.5244
8858.5163,1.0638,49768.5539
8858.6399,1.064,49687.0689
8858.7635,1.0538,49137.718
8858.887,1.0568,49239.2681
8859.0106,1.0627,49501.9046
8859.1341,1.0716,49959.9517
8859.2577,1.0714,49922.5756
8859.3812,1.0762,50148.2248
8859.5048,1.0808,50304.0893
8859.6283,1.0723,49898.7677
8859.7519,1.0589,49201.0743
8859.8754,1.0579,49134.7709
8859.999,1.0554,48970.6458
8860.1225,1.046,48504.3842
8860.2461,1.0388,48090.6489
8860.3696,1.0259,47452.7656
8860.4932,1.0246,47323.3979
8860.6167,1.003,46354.6563
8860.7403,0.9895,45698.5761
8860.8638,0.9831,45329.3923
8860.9874,0.9964,45915.5891
8861.1109,1.0101,46534.8588
8861.2345,1.0132,46657.8582
8861.358,1.0241,47139.546
8861.4816,1.0321,47481.5368
8861.6051,1.0333,47502.2206
8861.7287,1.0375,47672.165
8861.8522,1.0162,46668.9851
8861.9758,1.0016,45958.5553
8862.0993,1.0057,46103.029
8862.2229,0.9937,45533.4247
8862.3464,0.9762,44582.1218
8862.47,0.9489,43337.267
8862.5935,0.9164,41768.3161
8862.7171,0.9051,41233.725
8862.8406,0.9048,41174.1697
8862.9642,0.8917,40517.3348
8863.0877,0.9053,41129.7531
8863.2113,0.911,41376.4873
8863.3348,0.8986,40720.0693
8863.4584,0.904,41052.8553
8863.5819,0.8979,40683.223
8863.7055,0.8994,40774.2494
8863.829,0.8993,40714.9911
8863.9526,0.9054,40978.6633
8864.0761,0.9043,40936.4007
8864.1997,0.901,40742.132
8864.3232,0.9067,40985.463
8864.4468,0.9012,40652.6972
8864.5703,0.9074,40943.8088
8864.6939,0.9075,40944.0532
8864.8174,0.9079,40888.9939
8864.941,0.9079,40844.5198
8865.0645,0.9101,40931.8712
8865.1881,0.9029,40567.2308
8865.3116,0.9043,40621.7888
8865.4352,0.9158,41109.5674
8865.5587,0.928,41657.8646
8865.6823,0.9386,42107.5411
8865.8058,0.9696,43568.2144
8865.9294,0.995,44694.1618
8866.0529,1.0047,45071.0769
8866.1765,1.026,46050.4699
8866.3,1.027,46081.1433
8866.4236,1.0053,45029.4454
8866.5471,0.9854,44107.3303
8866.6707,0.9613,43022.2532
8866.7942,0.9355,41855.056
8866.9178,0.954,42642.1023
8867.0413,0.9902,44246.3154
8867.1649,1.0142,45282.9183
8867.2884,0.9893,44106.743
8867.412,0.9604,42742.5522
8867.5355,0.9421,41878.5923
8867.6591,0.9368,41694.0781
8867.7826,0.9331,41413.973
8867.9062,0.9218,40839.5616
8868.0297,0.9195,40681.434
8868.1533,0.9233,40828.2893
8868.2768,0.9084,40096.2657
8868.4004,0.9044,39922.1148
8868.5239,0.9205,40683.6513
8868.6475,0.9189,40581.0468
8868.771,0.9157,40365.2021
8868.8946,0.9187,40540.3252
8869.0181,0.9124,40195.4937
8869.1417,0.9057,39868.4351
8869.2652,0.8948,39283.9746
8869.3888,0.8995,39503.264
8869.5123,0.903,39649.5998
8869.6359,0.9111,39974.6377
8869.7594,0.9633,42306.3148
8869.883,1.0117,44503.7376
8870.0065,1.0258,45094.8303
8870.1301,1.0307,45224.3214
8870.2536,1.0279,45058.2131
8870.3772,1.0303,45074.7463
8870.5008,1.0241,44793.457
8870.6243,1.0371,45365.5082
8870.7479,1.0398,45483.0079
8870.8714,1.0482,45803.2133
8870.995,1.0503,45838.8112
8871.1185,1.0374,45218.5411
8871.2421,1.0319,44885.5488
8871.3656,1.0118,43985.7364
8871.4892,0.9921,43116.2016
8871.6127,0.981,42579.873
8871.7363,0.9831,42645.0834
8871.8598,0.983,42615.2247
8871.9834,0.9789,42373.2709
8872.1069,0.9962,43206.008
8872.2305,1.006,43589.9145
8872.354,1.0031,43401.6827
8872.4776,0.9856,42556.7769
8872.6011,0.9663,41648.9731
8872.7247,0.959,41183.9609
8872.8482,0.965,41120.1807
8872.9718,0.9873,41927.4747
8873.0953,1.0133,37592.0945
8873.2189,1.0529,26740.8875
8873.3424,1.0585,19993.923
8873.466,1.0506,24908.6782
8873.5895,1.0357,37128.5191
8873.7131,1.0036,41745.7901
8873.8366,0.962,40625.9085
8873.9602,0.9336,39633.5813
8874.0837,0.9334,39773.3314
8874.2073,0.9264,39473.0604
8874.3308,0.9174,39079.8602
8874.4544,0.9102,38696.2769
8874.5779,0.9114,38674.6969
8874.7015,0.9168,38932.9719
8874.825,0.9128,38693.6517
8874.9486,0.9206,39029.6302
8875.0721,0.9354,39665.2054
8875.1957,0.9433,39966.2088
8875.3192,0.9479,40210.9228
8875.4428,0.9714,41187.9527
8875.5663,0.9764,41389.0819
8875.6899,0.9926,42053.1773
8875.8134,1.0008,42352.9433
8875.937,1.0031,42366.5324
8876.0605,0.9922,41747.9616
8876.1841,0.994,41680.7683
8876.3076,0.9937,41658.4096
8876.4312,0.9915,41714.3741
8876.5547,1.0034,42174.6079
8876.6783,1.0325,43433.3448
8876.8018,1.042,43833.3184
8876.9254,1.0489,44065.8842
8877.0489,1.0399,43635.6139
8877.1725,1.0383,43515.1262
8877.296,1.0289,43029.0728
8877.4196,1.0043,41813.8347
8877.5431,0.9948,41270.4876
8877.6667,1.0024,41631.2553
8877.7902,1.0283,42935.8127
8877.9138,1.0424,43501.4226
8878.0373,1.0494,43762.0756
8878.1609,1.0425,43402.0927
8878.2844,1.0304,42846.344
8878.408,1.0164,42200.8539
8878.5315,0.9921,41123.9034
8878.6551,0.9755,40389.3976
8878.7786,0.9816,40612.8228
8878.9022,0.9791,40483.8795
8879.0257,0.9621,39765.3887
8879.1493,0.9563,39482.2573
8879.2728,0.9626,39699.6765
8879.3964,0.983,40539.843
8879.5199,0.9729,40086.889
8879.6435,0.9529,39177.5865
8879.767,0.92,37745.7419
8879.8906,0.9079,37253.9065
8880.0141,0.8902,36409.2292
8880.1377,0.8831,36131.7877
8880.2612,0.8878,36310.6712
8880.3848,0.8982,36667.7546
8880.5083,0.9086,37057.6781
8880.6319,0.9161,37354.5359
8880.7554,0.9184,37413.1595
8880.879,0.9371,38179.4195
8881.0025,0.9594,39049.0995
8881.1261,0.9694,39450.8053
8881.2496,0.9771,39718.8831
8881.3732,0.9961,40498.7311
8881.4967,1.0213,41474.4669
8881.6203,1.0319,41882.3182
8881.7438,1.0394,42173.8203
8881.8674,1.0371,42096.944
8881.9909,1.0252,41532.9061
8882.1145,1.0204,41253.3385
8882.238,1.0217,41272.5258
8882.3616,1.0039,40498.6592
8882.4852,0.9981,40101.9801
8882.6087,1.0137,40674.2351
8882.7323,1.0265,41115.2342
8882.8558,1.0331,41302.1905
8882.9794,1.0332,41303.0543
8883.1029,1.0342,41369.2581
8883.2265,1.0342,41398.2531
8883.35,1.0419,41660.8165
8883.4736,1.0426,41695.9082
8883.5971,1.0549,42098.6949
8883.7207,1.0586,42284.0639
8883.8442,1.0432,41514.0299
8883.9678,1.0208,40419.2956
8884.0913,1.0054,39819.6827
8884.2149,1.0229,40583.2496
8884.3384,1.0371,41120.2906
8884.462,1.033,40916.6579
8884.5855,1.0282,40594.012
8884.7091,1.0344,40691.9015
8884.8326,1.0245,40246.9291
8884.9562,1.0059,39617.6907
8885.0797,0.968,38020.6553
8885.2033,0.9486,37261.3953
8885.3268,0.9238,36218.352
8885.4504,0.9225,36133.3242
8885.5739,0.9255,36235.0725
8885.6975,0.9353,36582.4384
8885.821,0.9398,36723.9875
8885.9446,0.9558,37317.4459
8886.0681,0.9663,37681.6857
8886.1917,0.9467,36852.9189
8886.3152,0.9098,35306.7179
8886.4388,0.8823,34213.8256
8886.5623,0.8763,33906.6447
8886.6859,0.8839,34165.4255
8886.8094,0.9079,35095.6325
8886.933,0.9171,35410.8095
8887.0565,0.9306,35889.4709
8887.1801,0.9346,35959.8566
8887.3036,0.9567,36797.7787
8887.4272,0.9789,37692.7698
8887.5507,0.9947,38287.4931
8887.6743,1.0106,38858.0498
8887.7978,1.0305,39589.1572
8887.9214,1.0186,39090.21
8888.0449,1.0137,38916.5573
8888.1685,1.0123,38801.8421
8888.292,1.0219,39084.6007
8888.4156,1.0228,39078.91
8888.5391,1.0334,39421.7727
8888.6627,1.0297,39254.6069
8888.7862,1.0277,39086.7135
8888.9098,1.0303,39151.0846
8889.0333,1.0397,39475.1665
8889.1569,1.0427,39582.7238
8889.2804,1.0418,39489.5346
8889.404,1.0313,39006.6317
8889.5275,1.032,38970.5894
8889.6511,1.0296,38780.6219
8889.7746,1.0245,38550.2265
8889.8982,1.0351,38874.5589
8890.0217,1.0398,39014.0609
8890.1453,1.0014,37356.8744
8890.2688,0.9754,36050.2946
8890.3924,0.9666,31993.1376
8890.5159,0.9474,24771.2956
8890.6395,0.9045,21783.4524
8890.763,0.8853,26593.2531
8890.8866,0.8896,31221.9729
8891.0101,0.8946,32659.2149
8891.1337,0.8979,32992.1583
8891.2572,0.8984,33095.2729
8891.3808,0.9003,33175.4839
8891.5043,0.8954,32947.4453
8891.6279,0.9194,33783.6587
8891.7514,0.9597,35110.475
8891.875,0.9574,34892.2732
8891.9985,0.9501,34700.9995
8892.1221,0.9544,34885.8573
8892.2456,0.9725,35568.1306
8892.3692,0.9742,35592.4882
8892.4927,0.9982,36387.9479
8892.6163,1.0165,37045.9794
8892.7398,1.0116,36797.096
8892.8634,1.0152,36916.2405
8892.9869,1.0106,36615.2873
8893.1105,1.0031,36247.2932
8893.234,1.0023,36146.8949
8893.3576,1.0048,36283.6707
8893.4811,0.9899,35696.2941
8893.6047,0.9702,34933.7653
8893.7282,0.9405,33795.6479
8893.8518,0.9176,32870.9143
8893.9753,0.9046,32348.7978
8894.0989,0.8854,31611.0932
8894.2225,0.8847,31576.2077
8894.346,0.8894,31712.2726
8894.4696,0.8985,31991.2894
8894.5931,0.8859,31464.356
8894.7167,0.891,31618.2093
8894.8402,0.8972,31762.0253
8894.9638,0.9062,32090.7387
8895.0678,0.9146,32346.6994
8895.1914,0.9171,32340.448
8895.3149,0.9261,32606.8922
8895.4385,0.9308,32742.2558
8895.562,0.9312,32695.7251
8895.6856,0.9488,33126.2359
8895.8091,0.9734,33678.7746
8895.9327,1.005,34802.2608
8896.0562,1.0251,35713.9267
8896.1798,1.0172,35469.1235
8896.3033,0.9991,34792.223
8896.4269,0.9798,34050.9099
8896.5504,0.9652,33449.4732
8896.674,0.9772,33795.8219
8896.7975,1.0026,34625.8724
8896.9211,1.0235,35298.5209
8897.0446,1.0336,35677.0844
8897.1682,1.0254,35368.7384
8897.2917,1.0074,34559.9807
8897.4153,0.988,33606.49
8897.5388,0.9761,33113.9444
8897.6624,0.9883,33633.9412
8897.7859,1.017,34727.3267
8897.9095,1.0082,34375.6803
8898.033,0.9729,33037.4332
8898.1566,0.9414,31922.3063
8898.2801,0.9191,31104.7284
8898.4037,0.9118,30787.0615
8898.5272,0.9123,30749.1141
8898.6508,0.9269,31202.6993
8898.7743,0.9581,32259.3762
8898.8979,0.9848,33112.6735
8899.0214,0.9718,60464.3418
8899.145,0.9891,61377.0904
8899.2685,1.0,61801.3366
8899.3921,1.0025,61794.8125
8899.5156,1.0041,61722.4395
8899.6392,1.0101,61885.6074
8899.7627,1.0183,62331.3714
8899.8863,1.015,61879.2125
8900.0098,1.0221,62165.4156
8900.1334,1.0295,62440.998
8900.2569,1.0335,62449.6871
8900.3805,1.0348,62372.8109
8900.504,1.032,62038.7602
8900.6276,1.0325,61930.8728
8900.7511,1.0312,61739.2807
8900.8747,1.0306,61517.8208
8900.9982,1.0304,61348.101
8901.1218,1.0262,60998.3826
8901.2453,1.0236,60665.6682
8901.3689,1.011,59828.7846
8901.4924,1.0013,59132.8378
8901.616,1.0118,59638.6335
8901.7395,1.0304,60618.7701
8901.8631,1.0382,60920.2699
8901.9866,1.0445,61218.4911
8902.1102,1.0505,61463.407
8902.2337,1.0353,60256.5955
8902.3573,1.0196,59147.6192
8902.4808,1.0242,59443.2809
8902.6044,1.0207,59183.9299
8902.7279,1.0069,58304.5673
8902.8515,1.0038,58104.1307
8902.975,1.0004,57829.8524
8903.0986,0.9999,57697.0985
8903.2221,1.0058,57954.9552
8903.3457,1.007,57999.2812
8903.4692,1.0144,58316.1126
8903.5928,1.0272,59008.2972
8903.7163,1.0285,58991.7113
8903.8399,1.0316,59174.1159
8903.9634,1.0405,59606.9801
8904.087,1.0465,59767.2267
8904.2105,1.0461,59705.58
8904.3341,1.0375,59183.6239
8904.4576,1.0268,58662.9512
8904.5812,1.0133,57786.5742
8904.7047,1.0131,57728.4197
8904.8283,0.9795,55780.1573
8904.9518,0.9437,53629.8945
8905.0754,0.9635,54747.4584
8905.199,0.9962,56561.7087
8905.3225,1.0054,57023.0284
8905.4461,1.0125,57467.9364
8905.5696,1.0224,57956.1272
8905.6932,1.0196,57770.3096
8905.8167,1.0131,57350.422
8905.9403,1.0089,57121.1507
8906.0638,1.0004,56609.0984
8906.1874,0.9896,55787.1996
8906.3109,0.9805,55253.1462
8906.4345,0.9733,54591.5953
8906.558,0.9738,54448.8713
8906.6816,0.9732,53424.2681
8906.8051,0.9814,45409.019
8906.9287,0.9959,33374.0519
8907.0522,0.9852,26055.8464
8907.1758,0.9821,26697.2198
8907.2993,0.975,35356.3204
8907.4229,0.9626,47291.096
8907.5464,0.95,52720.2199
8907.67,0.9583,53441.5646
8907.7935,0.969,54327.6334
8907.9171,0.9795,55115.1359
8908.0406,0.9758,54937.3054
8908.1642,0.9677,54337.4984
8908.2877,0.9619,53742.9584
8908.4113,0.9647,53950.2318
8908.5348,0.9752,54849.0806
8908.6584,0.9742,54878.8655
8908.7819,0.9725,54759.9043
8908.9055,0.9757,54953.8267
8909.029,0.9861,55671.5494
8909.1526,0.9977,56424.7145
8909.2761,1.0232,57917.3969
8909.3997,1.0414,59031.6173
8909.5232,1.0379,58818.3323
8909.6468,1.0363,58731.7385
8909.7703,1.0439,59220.4433
8909.8939,1.0384,58827.3846
8910.0174,1.0314,58349.0052
8910.141,1.0341,58590.5261
8910.2645,1.0213,57943.2302
8910.3881,1.0182,57776.2285
8910.5116,1.0051,57168.9347
8910.6352,0.9814,55901.5397
8910.7587,0.9633,54820.3678
8910.8823,0.958,54585.5418
8911.0058,0.9671,55192.6138
8911.1294,0.9775,55811.5923
8911.2529,0.9786,55904.0909
8911.3765,0.9673,55159.9755
8911.5,0.9597,54620.3073
8911.6236,0.9676,55256.2669
8911.7471,0.9676,55411.0909
8911.8707,0.9622,55169.7038
8911.9942,0.9741,55990.6971
8912.1178,0.9813,56401.8895
8912.2413,0.9771,56176.3496
8912.3649,0.9933,57236.1028
8912.4884,1.0122,58457.5956
8912.612,1.0216,59078.1945
8912.7355,1.0347,59865.5398
8912.8591,1.0433,60462.1541
8912.9826,1.0418,60466.4178
8913.1062,1.0423,60600.2748
8913.2297,1.0479,60971.5495
8913.3533,1.0582,61658.5324
8913.4768,1.0616,61911.3648
8913.6004,1.0594,61725.0629
8913.7239,1.0608,61841.7035
8913.8475,1.0621,62135.7487
8913.971,1.0653,62450.6007
8914.0946,1.0488,61350.4157
8914.2181,1.0302,60174.5791
8914.3417,1.0168,59616.5383
8914.4652,1.0299,60699.5055
8914.5888,1.0341,61047.9624
8914.7123,1.0105,59641.5593
8914.8359,1.0088,59644.5376
8914.9594,1.0148,60150.0835
8915.083,1.0052,59634.3935
8915.2065,1.0053,59673.2109
8915.3301,0.9999,59091.5307
8915.4536,0.9944,58121.7152
8915.5772,1.0023,58609.6423
8915.7007,1.0088,59713.8199
8915.8243,1.0079,60242.0955
8915.9478,0.9907,59401.5019
8916.0714,0.9868,32040.3111
8916.1949,0.9649,31396.9699
8916.3185,0.937,30509.7342
8916.442,0.9053,29523.5728
8916.5656,0.9218,30148.6987
8916.6891,0.9883,32407.498
8916.8127,1.0242,33656.3318
8916.9362,1.0197,33541.8902
8917.0598,1.0345,34022.7585
8917.1834,1.0466,34444.1834
8917.3069,1.0244,33772.8724
8917.4305,1.0002,33043.7417
8917.554,0.9573,31657.5661
8917.6776,0.8989,29731.4679
8917.8011,0.9155,30377.8291
8917.9247,0.9695,32264.932
8918.0482,0.9815,32675.6616
8918.1718,0.9665,32188.5433
8918.2953,0.9621,32096.0696
8918.4189,0.9605,32074.0296
8918.5424,0.9541,31882.856
8918.666,0.9626,32201.9173
8918.7895,0.9735,32610.4639
8918.9131,0.9614,32253.4359
8919.0366,0.9583,32150.3945
8919.1602,0.9623,32331.7363
8919.2837,0.9784,32890.2889
8919.4073,0.9745,32757.219
8919.5308,0.9968,33683.8035
8919.6544,1.0113,34200.2714
8919.7779,1.0018,33876.8546
8919.8372,1.0046,34009.2801
8919.964,1.0127,34337.9637
8920.0908,1.0173,34496.4219
8920.2176,1.032,35048.7798
8920.3444,1.0438,35426.3622
8920.4712,1.0385,35333.6479
8920.598,1.0234,34831.6876
8920.7248,1.0093,34388.6305
8920.8516,1.0,34099.1876
8920.9784,0.9935,33907.0003
8921.1052,0.9955,34020.0202
8921.232,0.9832,33595.7375
8921.3588,0.9213,31459.4138
8921.4856,0.8494,28989.282
8921.6124,0.8624,29480.5054
8921.7392,0.945,32378.3757
8921.866,0.9829,33750.3095
8921.9928,0.9867,33955.8033
8922.1196,0.9784,33654.0559
8922.2464,0.9719,33406.9695
8922.3732,0.9705,33394.1129
8922.5,0.9638,33201.8456
8922.6268,0.959,33006.4371
8922.7536,0.9442,32453.6752
8922.8804,0.9298,31987.2333
8923.0072,0.9411,32442.4945
8923.134,0.9347,32336.2497
8923.2608,0.9207,31834.1087
8923.3876,0.9338,32297.8586
8923.5144,0.9475,32766.3032
8923.6412,0.9648,33368.1892
8923.768,0.9813,33967.5728
8923.8948,0.9678,33532.978
8924.0216,0.9577,33238.0887
8924.1484,0.9599,33337.7124
8924.2752,0.9494,33074.2474
8924.402,0.9464,32993.4588
8924.5288,0.9461,32964.9213
8924.6556,0.9582,33362.7536
8924.7824,0.9692,33767.2672
8924.9092,0.9882,34481.3187
8925.036,1.0078,35209.9208
8925.1628,1.0192,35628.4968
8925.2895,1.033,36105.1929
8925.4163,1.043,36473.0445
8925.5431,1.0432,36534.2577
8925.6699,1.034,36237.0392
8925.7967,1.0357,36344.8362
8925.9235,1.0336,36334.3939
8926.0503,1.0392,36510.8831
8926.1771,1.0361,36446.3662
8926.3039,1.027,36108.5334
8926.4307,1.0407,36539.0173
8926.5575,1.0721,37689.9644
8926.6843,1.092,38390.4595
8926.8111,1.0962,38548.751
8926.9379,1.1025,38834.0083
8927.0647,1.1009,38843.1233
8927.1915,1.0973,38726.1816
8927.3183,1.0872,38347.8173
8927.4451,1.044,36829.1764
8927.5719,0.9721,34346.8252
8927.6987,0.9731,34388.3502
8927.8255,1.0337,36599.9851
8927.9523,1.0376,36776.868
8928.0791,1.0441,36989.3889
8928.2059,1.0951,38914.3615
8928.3327,1.1077,39338.7515
8928.4595,1.1084,39383.485
8928.5863,1.1102,39444.7741
8928.7131,1.1059,39285.0054
8928.8399,1.0973,38960.0512
8928.9667,1.09,38711.817
8929.0935,1.0779,38348.7528
8929.2203,1.081,38503.7099
8929.3471,1.0885,38789.6745
8929.4739,1.0709,38182.3726
8929.6007,1.0325,36769.2077
8929.7275,0.978,34813.2287
8929.8543,0.9887,35241.9287
8929.9811,1.0574,37709.232
8930.1079,1.0951,39099.5
8930.2347,1.1101,39570.665
8930.3615,1.1257,40045.138
8930.4883,1.1206,39635.6858
8930.6151,1.1355,36970.1719
8930.7419,1.136,30177.479
8930.8687,1.1163,28068.9252
8930.9955,1.1373,34891.5617
8931.1223,1.1132,39067.9272
8931.2491,1.0852,38623.9317
8931.3759,1.0698,38132.5034
8931.5027,1.0464,37432.3097
8931.6295,1.0308,36921.9868
8931.7563,1.0429,37470.5197
8931.883,1.0689,38379.6145
8932.0098,1.0703,38412.2487
8932.1366,1.0644,38270.7243
8932.2634,1.0799,38854.0854
8932.3902,1.082,38891.6185
8932.517,1.0852,39010.6106
8932.6438,1.1012,39686.2647
8932.7706,1.0942,39418.9405
8932.8974,1.096,39529.1404
8933.0242,1.0807,38990.5714
8933.151,1.0546,38046.3803
8933.2778,1.0372,37466.7843
8933.4046,1.0081,36382.8391
8933.5314,0.9626,34733.8009
8933.6582,0.8954,32295.1671
8933.785,0.8528,30729.5162
8933.9118,0.8914,32215.9618
8934.0386,0.9341,33770.6642
8934.1654,0.898,32477.5007
8934.2922,0.847,30615.351
8934.419,0.9107,32999.2809
8934.5458,0.9882,35885.6981
8934.6726,1.0056,36519.721
8934.7994,1.012,36753.7877
8934.9262,1.0206,37009.7828
8935.053,1.0241,37153.1171
8935.1798,1.0306,37492.4396
8935.3066,1.0313,37551.6704
8935.4334,1.0172,37051.0586
8935.5602,1.0153,36994.2768
8935.687,1.0083,36824.8927
8935.8138,0.9782,35708.3834
8935.9406,0.918,33488.3082
8936.0674,0.9058,33063.4837
8936.1942,0.9352,34177.5761
8936.321,0.9601,35123.8372
8936.4478,1.0093,37041.3648
8936.5746,1.0557,38816.4578
8936.7014,1.0651,39106.6132
8936.8282,1.0659,39204.5258
8936.955,1.0669,39245.5193
8937.0818,1.0694,39374.6491
8937.2086,1.0691,39427.6438
8937.3354,1.0599,39068.6393
8937.4622,1.0574,38982.3052
8937.589,1.0597,39119.2385
8937.7158,1.0486,38709.8838
8937.8426,1.0385,38380.8305
8937.9694,1.0169,37632.6888
8938.0962,0.9851,36450.1271
8938.223,0.9888,36631.3735
8938.3498,1.0071,37344.7863
8938.4766,1.0206,37881.5981
8938.6033,1.0276,38152.3453
8938.7301,1.0173,37840.5416
8938.8569,1.0014,37242.382
8938.9837,0.9705,36135.2551
8939.1105,0.9179,34183.4213
8939.2373,0.9027,33644.3356
8939.3641,0.9034,33664.6024
8939.4909,0.8315,30937.744
8939.6177,0.7919,29518.4968
8939.7445,0.8942,33426.5011
8939.8713,1.0009,37579.3753
8939.9981,1.036,38913.0373
8940.1249,1.061,39897.8244
8940.2517,1.089,41017.491
8940.3785,1.1067,41765.2658
8940.5053,1.1241,42457.1675
8940.6321,1.1352,42863.4845
8940.7589,1.1419,43187.8081
8940.8857,1.1398,43220.3165
8941.0125,1.1408,43358.4141
8941.1393,1.1484,43691.3663
8941.2661,1.1351,43133.6346
8941.3929,1.1067,42079.4609
8941.5197,1.002,38083.0144
8941.6465,0.8243,31241.1777
8941.7733,0.7879,29914.9346
8941.9001,0.9231,35162.6572
8942.0269,0.9883,37774.9114
8942.1537,0.8867,33893.0303
8942.2805,0.6667,25331.5045
8942.4073,0.5971,22603.2043
8942.5341,0.8024,30648.6037
8942.6609,0.9958,38251.9317
8942.7877,1.0547,40566.9915
8942.9145,1.0672,41151.6405
8943.0413,1.0672,41143.2152
8943.1681,1.0733,41446.505
8943.2949,1.0678,41276.0052
8943.4217,1.0502,40639.1517
8943.5485,1.0498,40686.6853
8943.6753,1.0559,40953.2754
8943.8021,1.0512,40842.4999
8943.9289,1.0396,40424.4182
8944.0557,1.03,40079.5828
8944.1825,1.0238,39873.161
8944.3093,1.0323,40221.9719
8944.4361,1.0451,40846.7016
8944.5629,1.0275,40110.9469
8944.6897,1.0007,39028.5948
8944.8165,0.9848,38365.5639
8944.9433,0.9729,37544.8276
8945.0701,0.9455,34657.2306
8945.1969,0.9662,28526.1303
8945.3236,0.9722,23389.5356
8945.4504,0.9508,23060.7029
8945.5772,0.8967,21423.5403
8945.704,0.8216,19770.7822
8945.8308,0.8256,26220.5043
8945.9576,0.8832,34046.9867
8946.0844,0.9398,36907.9952
8946.2112,0.9758,38533.2789
8946.338,1.0002,39699.5172
8946.4648,1.0139,40379.9701
8946.5916,0.9906,39451.5089
8946.7184,0.9867,39363.0463
8946.8452,0.9975,39808.8666
8946.972,0.99,39531.9419
8947.0988,0.9739,38957.8297
8947.2256,0.9661,38694.6063
8947.3524,0.9582,38381.2063
8947.4792,0.9441,37804.014
8947.606,0.9464,37976.5779
8947.7328,0.9541,38339.2858
8947.8596,0.9467,38082.2484
8947.9864,0.9362,37740.4737
8948.1132,0.9359,37856.2355
8948.24,0.9459,38248.56
8948.3668,0.9455,38331.5313
8948.4936,0.9432,38278.7742
8948.6204,0.9489,38520.8139
8948.7472,0.9511,38674.1284
8948.874,0.945,38455.0294
8949.0008,0.9316,38006.4838
8949.1276,0.9251,37824.5096
8949.2544,0.931,38068.2345
8949.3812,0.9211,37689.9373
8949.508,0.84,34368.7077
8949.6348,0.6552,26701.0649
8949.7616,0.5135,20748.8408
8949.8884,0.5162,20907.3035
8950.0152,0.5737,23318.67
8950.142,0.722,29582.3319
8950.2688,0.8571,35319.1789
8950.3956,0.8969,37028.8411
8950.5224,0.8951,36993.6376
8950.6492,0.8315,34344.4816
8950.776,0.6603,27131.1109
8950.9028,0.5685,23266.0089
8951.0296,0.7252,29994.1533
8951.1564,0.8876,36961.305
8951.2832,0.9225,38492.1848
8951.41,0.9294,38805.201
8951.5368,0.9372,39181.2272
8951.6636,0.9443,39532.3106
8951.7904,0.9521,39900.635
8951.9171,0.9649,40519.2117
8952.0439,0.9804,41235.178
8952.1707,0.9843,41391.2076
8952.2975,0.9818,41294.0545
8952.4243,0.9704,40876.5519
8952.5511,0.9185,38733.6709
8952.6779,0.7615,32036.2965
8952.8047,0.5389,22466.0875
8952.9315,0.5263,21940.9993
8953.0583,0.7604,32118.2777
8953.1851,0.9134,38827.8849
8953.3119,0.9468,40292.2023
8953.4387,0.9626,41047.1178
8953.5655,0.9158,39078.83
8953.6923,0.7638,32455.1178
8953.8191,0.6969,29597.2511
8953.9459,0.8378,35844.0715
8954.0727,0.9978,42891.9047
8954.1995,1.0568,45479.0744
8954.3263,1.0835,46621.1627
8954.4531,1.0977,47302.8703
8954.5799,1.0988,47438.6942
8954.7067,1.0982,47436.2408
8954.8335,1.0951,47340.0116
8954.9603,1.095,47312.1949
8955.0871,1.0946,47424.0262
8955.2139,1.0974,47603.7611
8955.3407,1.1105,48209.1073
8955.4675,1.1136,48394.4003
8955.5943,1.1035,47976.6205
8955.7211,1.1033,47977.1568
8955.8479,1.099,47783.3164
8955.9747,1.0964,47735.7634
8956.1015,1.0989,47962.8491
8956.2283,1.0775,47092.504
8956.3551,1.0492,45896.2379
8956.4819,1.0392,45516.8669
8956.6087,1.0479,45933.5913
8956.7355,1.0514,46048.0608
8956.8623,1.0558,46317.6317
