wavelength,flux,ivar
3942.303,0.978,1629.7103
3942.3419,0.9819,1621.4186
3942.3808,0.9668,1590.6338
3942.4197,0.9996,1678.1519
3942.4586,1.0036,1668.3564
3942.4975,0.9899,1638.9427
3942.5363,1.0264,1725.0598
3942.5752,0.9758,1623.1227
3942.6141,0.9843,1663.5479
3942.653,1.016,1720.8369
3942.6919,1.0185,1739.8824
3942.7308,0.9998,1699.3493
3942.7697,0.9931,1666.5156
3942.8086,1.0115,1717.8076
3942.8475,1.008,1717.1534
3942.8863,1.0011,1684.0056
3942.9252,0.9824,1643.005
3942.9641,1.008,1693.8948
3943.003,1.0093,1733.4971
3943.0419,0.9985,1674.0836
3943.0808,1.012,1679.1747
3943.1197,1.0016,1677.3592
3943.1586,0.9739,1627.1146
3943.1975,0.9682,1602.0679
3943.2363,1.021,1723.5222
3943.2752,1.0279,1768.123
3943.3141,1.0535,1810.5262
3943.353,1.009,1709.4083
3943.3919,0.9931,1687.016
3943.4308,0.973,1636.6236
3943.4697,0.9683,1626.9373
3943.5086,0.9904,1686.2297
3943.5474,1.0025,1713.0594
3943.5863,1.002,1711.3166
3943.6252,0.992,1704.6043
3943.6641,1.0061,1750.0301
3943.703,1.0248,1803.438
3943.7419,1.0249,1796.0862
3943.7808,1.0124,1751.2225
3943.8197,1.0119,1749.916
3943.8586,1.0112,1745.0024
3943.8974,0.9644,1650.7005
3943.9363,0.916,1562.9556
3943.9752,0.8828,1502.2163
3944.0141,0.8578,1448.6124
3944.053,0.9007,1519.3733
3944.0919,0.9834,1694.2302
3944.1308,1.0009,1745.1592
3944.1697,0.9684,1677.4173
3944.2086,0.9689,1677.0503
3944.2313,0.9862,1709.3133
3944.2706,0.9983,1736.0236
3944.31,1.0173,1786.4989
3944.3493,0.9871,1732.6784
3944.3886,1.0404,1846.3364
3944.428,0.9737,1708.8106
3944.4673,1.032,1869.8558
3944.5066,1.0196,1799.9303
3944.546,0.9652,1679.3696
3944.5853,1.0244,1808.8167
3944.6246,0.974,1709.761
3944.6639,0.9959,1773.0409
3944.7033,1.0266,1839.0169
3944.7426,1.0149,1828.3555
3944.7819,0.9418,1649.46
3944.8213,1.0195,1825.4099
3944.8606,0.9754,1738.6012
3944.8999,0.9849,1767.629
3944.9392,1.0022,1796.9207
3944.9786,1.0027,1789.4897
3945.0179,0.9873,1763.0794
3945.0572,1.0201,1836.9367
3945.0966,1.0405,1909.4732
3945.1359,1.0132,1825.3977
3945.1752,1.0219,1846.8132
3945.2146,0.9946,1815.8542
3945.2539,1.0136,1847.9589
3945.2932,1.0319,1884.7676
3945.3325,1.0424,1882.7177
3945.3719,0.9978,1790.4166
3945.4112,0.9714,1732.8779
3945.4505,0.9885,1769.6057
3945.4899,0.9746,1748.2423
3945.5292,0.9896,1792.8334
3945.5685,1.0231,1874.9894
3945.6078,0.9996,1840.2352
3945.6472,1.0063,1856.5387
3945.6865,1.0205,1883.1401
3945.7258,1.0161,1887.9895
3945.7652,0.9947,1809.9773
3945.8045,0.9957,1823.8899
3945.8438,0.9948,1777.8571
3945.8832,1.035,1891.4927
3945.9225,1.0309,1865.9008
3945.9618,1.0344,1910.5999
3946.0011,0.9937,1846.6467
3946.0405,1.0052,1847.2662
3946.0798,0.9996,1846.0869
3946.1191,1.0198,1872.6336
3946.1585,1.0252,1868.4812
3946.1978,1.0272,1879.0237
3946.2371,1.0337,1900.8036
3946.2764,1.0402,1943.5798
3946.3158,1.0238,1899.2675
3946.3551,1.0356,1924.5071
3946.3944,1.014,1886.0879
3946.4338,1.0116,1863.7039
3946.4731,1.0127,1887.4819
3946.5124,1.0156,1902.0212
3946.5517,0.9639,1759.6511
3946.5911,0.9853,1811.0525
3946.6304,1.0381,1916.1376
3946.6697,1.0151,1879.4744
3946.7091,1.0012,1870.2191
3946.7484,1.0018,1895.9249
3946.7877,0.9744,1829.3541
3946.8271,1.0035,1900.0301
3946.8664,1.0068,1904.8464
3946.9057,0.9996,1888.9872
3946.945,0.9867,1866.0721
3946.9844,0.9461,1778.5333
3947.0237,0.9609,1819.9866
3947.063,0.9453,1761.2624
3947.1024,0.9889,1883.5952
3947.1417,0.9898,1862.2834
3947.181,0.9382,1741.9876
3947.2203,0.9465,1753.9007
3947.2597,0.9717,1819.659
3947.299,0.9665,1823.1946
3947.3383,0.9611,1829.0319
3947.3777,0.9927,1902.6303
3947.417,0.9651,1831.9915
3947.4563,0.9596,1807.9477
3947.4957,0.976,1866.5306
3947.535,0.9291,1774.0544
3947.5743,0.9426,1801.9266
3947.6136,0.95,1792.531
3947.653,0.9686,1863.1526
3947.6923,1.0117,1959.0227
3947.7316,0.998,1926.334
3947.771,0.99,1902.4244
3947.8103,0.93,1755.5477
3947.8496,0.9623,1823.6229
3947.8889,0.9727,1844.7385
3947.9283,1.0042,1935.1967
3947.9676,0.9692,1835.8306
3948.0069,0.9971,1934.2042
3948.0463,0.9907,1916.0454
3948.0856,1.0329,2017.2632
3948.1249,1.0222,1979.8746
3948.1643,0.9882,1906.9651
3948.2036,1.0396,2004.5003
3948.2429,1.0229,1984.9736
3948.2822,1.0023,1967.8989
3948.3216,1.0364,2028.05
3948.3609,0.9441,1801.9081
3948.4002,0.9985,1921.4825
3948.4396,1.0244,2015.984
3948.4789,1.0315,2013.7598
3948.5182,0.983,1912.9514
3948.5575,0.9854,1905.0338
3948.5969,1.0053,1967.8434
3948.6362,0.9769,1899.3469
3948.6755,0.9731,1893.9642
3948.7149,1.0276,2024.2678
3948.7542,0.9962,1954.2747
3948.7935,1.0209,2012.375
3948.8329,1.0204,1995.4125
3948.8722,0.9809,1917.4219
3948.9115,1.0246,2029.8772
3948.9508,1.0301,2058.5364
3948.9902,0.9944,1941.6665
3949.0295,1.0206,1984.814
3949.0688,1.0089,2005.6239
3949.1082,1.0032,2005.1101
3949.1475,0.9751,1916.2098
3949.1868,0.9791,1941.6473
3949.2261,1.0484,2093.794
3949.2655,0.9988,1949.3146
3949.3048,1.0171,2017.5309
3949.3441,1.0415,2061.5493
3949.3835,0.9855,1906.8367
3949.4228,1.0306,2046.6322
3949.4621,1.0088,2018.5281
3949.5014,1.0135,2024.8156
3949.5408,1.0458,2108.8801
3949.5801,1.0069,2014.1178
3949.6194,1.0486,2114.0588
3949.6588,1.0316,2060.8636
3949.6981,1.0145,2020.4976
3949.7374,1.0842,2215.8022
3949.7768,1.0453,2111.6754
3949.8161,0.9908,1973.2804
3949.8554,1.0065,1992.7374
3949.8947,1.0072,2002.526
3949.9341,0.9957,1964.3357
3949.9734,1.0187,2020.5307
3950.0127,1.0344,2091.6722
3950.0521,0.9878,1953.893
3950.0914,1.0381,2085.6273
3950.1307,0.9969,1989.5268
3950.17,0.9791,1927.229
3950.2094,1.0041,1990.9444
3950.2487,1.0316,2081.4678
3950.288,1.0,2018.675
3950.3274,1.0185,2076.4345
3950.3667,1.029,2068.9365
3950.406,0.9948,1997.7015
3950.4454,0.9448,1862.4116
3950.4847,0.9765,1942.0602
3950.524,0.9812,1953.5525
3950.5633,1.0191,2023.2646
3950.6027,1.0024,1973.0966
3950.642,1.0303,2045.7327
3950.6813,1.0127,2032.0491
3950.7207,1.0072,2011.9611
3950.76,1.0248,2058.3729
3950.7993,1.0333,2106.3401
3950.8386,1.0344,2101.2412
3950.878,1.0094,2020.5032
3950.9173,0.9952,2039.8199
3950.9566,1.0336,2128.3807
3950.996,1.0249,2073.5901
3951.0353,1.0425,2115.6876
3951.0746,1.0288,2090.0322
3951.114,1.0408,2126.1838
3951.1533,0.9653,1906.5673
3951.1926,0.9685,1925.8554
3951.2319,1.0331,2118.3034
3951.2713,0.9821,1973.7857
3951.3106,0.9838,1991.4222
3951.3499,1.0138,2044.2959
3951.3893,1.0019,2016.704
3951.4286,1.0156,2070.5952
3951.4679,1.0085,2055.7522
3951.5072,0.9859,1999.0098
3951.5466,1.022,2109.4483
3951.5859,1.009,2055.0461
3951.6252,1.0102,2042.5632
3951.6329,1.0072,2038.4138
3951.6722,0.9865,1994.3321
3951.7115,0.9653,1927.5488
3951.7509,0.9944,2014.1167
3951.7902,1.0087,2056.1424
3951.8295,1.0089,2041.669
3951.8689,1.0141,2057.082
3951.9082,1.0133,2071.4759
3951.9475,1.0144,2052.6893
3951.9868,1.0438,2119.7604
3952.0262,1.0171,2048.4368
3952.0655,0.9903,1994.7447
3952.1048,1.0078,2054.5562
3952.1442,1.0006,2038.1046
3952.1835,0.9821,2001.2469
3952.2228,0.9898,1991.6007
3952.2621,1.0011,2006.2785
3952.3015,1.0253,2105.3899
3952.3408,1.0016,2047.3912
3952.3801,0.9706,1947.7881
3952.4195,1.0136,2083.8711
3952.4588,1.0035,2056.1342
3952.4981,1.0171,2081.0911
3952.5375,0.9713,1966.0433
3952.5768,0.965,1952.586
3952.6161,1.0137,2062.0651
3952.6554,0.9871,2005.724
3952.6948,0.9703,1948.5493
3952.7341,0.9563,1913.2895
3952.7734,0.977,1980.1688
3952.8128,0.9394,1863.7925
3952.8521,0.9636,1925.9205
3952.8914,0.9728,1979.7757
3952.9307,0.9805,1999.0606
3952.9701,0.9693,1961.499
3953.0094,0.986,1981.4028
3953.0487,1.0039,2046.0643
3953.0881,1.0249,2101.4971
3953.1274,1.0333,2129.5932
3953.1667,1.0082,2061.8966
3953.2061,1.0017,2023.0578
3953.2454,0.9962,2025.388
3953.2847,0.9713,1958.7437
3953.324,0.977,1974.2586
3953.3634,0.9824,1983.0079
3953.4027,0.9744,1949.7657
3953.442,1.0023,2054.8754
3953.4814,1.0037,2041.0741
3953.5207,1.0069,2039.6308
3953.56,0.993,2022.3207
3953.5993,0.9998,2054.6132
3953.6387,1.0225,2108.6873
3953.678,0.984,1997.0417
3953.7173,1.0096,2063.7794
3953.7567,0.9766,1977.9645
3953.796,0.9754,1974.596
3953.8353,1.0138,2061.2203
3953.8747,1.0037,2048.4964
3953.914,0.9787,1976.557
3953.9533,0.9808,1998.6722
3953.9926,1.0203,2100.1131
3954.032,0.9767,1974.5765
3954.0713,0.9687,1966.6733
3954.1106,1.0011,2039.114
3954.15,0.9939,2018.5043
3954.1893,0.9976,2024.843
3954.2286,1.0042,2062.617
3954.2679,0.9823,2014.6608
3954.3073,0.9756,1992.0891
3954.3466,1.0123,2072.4556
3954.3859,1.0002,2025.5089
3954.4253,0.9716,1932.4905
3954.4646,1.0044,2028.6975
3954.5039,1.025,2099.7706
3954.5432,0.9873,2002.6024
3954.5826,1.0021,2034.183
3954.6219,1.0229,2095.3197
3954.6612,1.0115,2070.3714
3954.7006,0.9984,2049.675
3954.7399,1.02,2089.2938
3954.7792,1.0208,2095.886
3954.8186,1.0018,2040.155
3954.8579,1.0359,2124.7369
3954.8972,1.0047,2044.8066
3954.9365,0.9861,1991.3977
3954.9759,1.0391,2129.3452
3955.0152,1.0342,2114.2775
3955.0545,1.0246,2117.7642
3955.0939,0.9932,2024.5577
3955.1332,0.9901,2010.0187
3955.1725,1.0029,2058.9406
3955.2118,0.9926,2007.4068
3955.2512,0.9845,1996.5621
3955.2905,1.0223,2098.0124
3955.3298,1.0473,2149.2102
3955.3692,1.0478,2130.7549
3955.4085,1.0199,2076.4808
3955.4478,1.034,2130.9306
3955.4872,1.0244,2113.2495
3955.5265,1.022,2108.4304
3955.5658,1.0197,2085.3777
3955.6051,1.0143,2066.7405
3955.6445,1.0011,2039.7544
3955.6838,1.0056,2052.2001
3955.7231,1.0123,2056.4945
3955.7625,1.0135,2070.3677
3955.8018,1.0176,2102.3633
3955.8411,1.0172,2074.417
3955.8804,1.0264,2100.3975
3955.9198,1.0286,2101.7892
3955.9591,1.0203,2068.9139
3955.9984,1.0051,2043.0437
3956.0378,1.0346,2105.8142
3956.0771,1.0428,2140.8377
3956.1164,1.061,2204.693
3956.1558,1.018,2089.9299
3956.1951,0.9549,1926.5541
3956.2344,0.9836,1985.7985
3956.2737,1.0222,2104.3221
3956.3131,0.9963,2030.3798
3956.3524,0.9747,1992.4494
3956.3917,0.9821,2017.9856
3956.4311,1.0203,2099.0886
3956.4704,1.0143,2070.0197
3956.5097,1.0269,2131.8334
3956.549,1.0056,2051.0242
3956.5884,1.0083,2076.2275
3956.6277,1.0124,2075.5322
3956.667,0.9869,2013.1259
3956.7064,1.0282,2115.5853
3956.7457,0.9715,1973.5125
3956.785,1.0034,2028.9991
3956.8243,1.0201,2070.9874
3956.8637,1.0044,2059.6421
3956.903,0.9916,2037.5827
3956.9423,1.0232,2082.5989
3956.9817,1.0434,2147.0998
3957.021,1.0226,2086.0848
3957.0603,0.9953,2021.3306
3957.0997,1.0126,2060.2326
3957.139,0.9891,1992.8603
3957.1783,0.9919,1984.8852
3957.2176,0.991,1984.2797
3957.257,1.0166,2066.9774
3957.2963,0.9934,2011.692
3957.3356,1.018,2090.5268
3957.375,1.0215,2082.8936
3957.4143,0.9898,1996.6615
3957.4536,0.9976,2013.127
3957.4929,1.0172,2037.6398
3957.5323,1.0125,2062.8659
3957.5716,1.0198,2090.2645
3957.6109,1.0144,2078.1318
3957.6503,1.0287,2096.2519
3957.6896,1.0435,2124.8955
3957.7289,1.0505,2158.9378
3957.7683,1.0544,2161.941
3957.8076,1.0305,2089.5686
3957.8469,1.0205,2082.9256
3957.8862,0.9967,2015.7722
3957.9256,0.9823,1966.1964
3957.9649,0.9988,2002.0033
3958.0042,1.0237,2066.6612
3958.0436,1.0211,2063.4458
3958.0829,1.0314,2098.1433
3958.1222,1.0312,2094.5333
3958.1615,1.0286,2074.8719
3958.2009,1.0098,2048.1322
3958.2402,1.0282,2094.1215
3958.2795,1.0433,2125.6132
3958.3189,0.9955,2009.7294
3958.3582,0.986,1991.4844
3958.3975,0.9654,1924.7401
3958.4369,0.9574,1892.9395
3958.4762,0.9925,1993.6097
3958.5155,1.0103,2036.9053
3958.5548,0.9985,2001.3957
3958.5942,0.9468,1846.0242
3958.6335,0.9613,1907.1983
3958.6728,0.9949,2015.0343
3958.7122,1.0071,2032.3834
3958.7515,1.0108,2043.5794
3958.7908,0.9977,2026.997
3958.8301,1.0288,2094.3223
3958.8695,1.0079,2021.9803
3958.9088,1.0034,1992.7136
3958.9481,0.9805,1956.9225
3958.9875,0.9902,2004.3165
3959.0268,1.0066,2015.6445
3959.0661,0.9811,1954.5511
3959.1055,0.9735,1935.8634
3959.1448,0.9904,2000.0335
3959.1841,0.9695,1928.6975
3959.2234,1.0189,2055.6921
3959.2628,1.0187,2059.0103
3959.3021,0.9633,1921.5783
3959.3414,0.9871,1983.2126
3959.3808,0.9927,1991.5336
3959.4201,0.9934,1989.6836
3959.4594,1.0169,2050.8219
3959.4987,0.9807,1929.894
3959.5381,0.9916,1954.0792
3959.5774,0.9818,1956.374
3959.6167,0.9893,1978.4631
3959.6561,1.014,2035.256
3959.6954,1.0027,2004.2491
3959.7347,1.0205,2065.2767
3959.774,0.9935,1998.5685
3959.8134,0.9885,1979.9573
3959.8527,0.9888,1966.5607
3959.892,1.0119,2026.7792
3959.9314,1.0077,2017.1178
3959.9707,1.0035,2016.9263
3960.01,0.9845,1946.9272
3960.0494,0.9804,1923.4498
3960.0887,0.9679,1887.6076
3960.128,0.9833,1938.6233
3960.1673,1.028,2031.0941
3960.2067,1.01,1988.4056
3960.246,0.9693,1886.3184
3960.2853,1.0138,1994.4218
3960.3247,1.0041,2007.7817
3960.364,1.0113,2019.8796
3960.4033,0.9762,1939.7752
3960.4426,0.9968,1990.4157
3960.482,0.9749,1917.268
3960.5213,0.9849,1955.6073
3960.5606,0.9697,1929.4811
3960.6,0.9875,1964.1197
3960.6393,0.9792,1950.3958
3960.6786,0.9843,1966.9376
3960.718,0.9852,1971.627
3960.7573,1.0288,2068.1137
3960.7966,1.0073,2013.4477
3960.8359,0.985,1967.6873
3960.8753,1.0175,2035.3255
3960.9146,1.0234,2055.0468
3960.9539,1.0027,1996.9155
3960.9933,0.9906,1958.1332
3961.0326,0.997,1982.4058
3961.0719,0.9804,1937.7082
3961.1112,0.9498,1856.1357
3961.1506,0.9416,1845.1405
3961.1899,0.9693,1920.2914
3961.2292,1.0004,1978.6444
3961.2686,0.9635,1883.3802
3961.3079,0.9586,1857.5548
3961.3472,0.9706,1904.462
3961.3866,0.9699,1890.1082
3961.4259,0.8824,1687.7658
3961.4652,0.8581,1647.3782
3961.5045,0.8093,1524.8177
3961.5439,0.8126,1531.4638
3961.5832,0.9188,1787.6441
3961.6225,0.9707,1905.5872
3961.6619,0.9838,1923.7773
3961.7012,1.0067,1984.7289
3961.7405,0.9858,1930.5585
3961.7798,0.9734,1893.1974
3961.8192,0.9939,1937.531
3961.8585,0.9782,1897.6324
3961.8978,0.965,1884.1704
3961.9372,0.9839,1936.2456
3961.9765,1.0186,2042.8119
3962.0158,1.0608,2105.0062
3962.0552,1.005,1942.471
3962.0945,1.0068,1964.2939
3962.1338,0.9983,1968.7209
3962.1731,0.9794,1913.9828
3962.2125,1.004,1963.319
3962.2518,1.0354,2045.1523
3962.2911,0.9942,1948.8261
3962.3305,0.9863,1928.9097
3962.3698,0.9773,1906.1077
3962.4091,0.9892,1942.7825
3962.4484,1.0223,2025.8132
3962.4878,1.0137,2001.1088
3962.5271,0.9737,1900.8078
3962.5664,0.9756,1907.1582
3962.6058,0.9689,1868.1466
3962.6451,0.9255,1763.1065
3962.6844,0.9297,1777.3404
3962.7237,0.9028,1714.6865
3962.7631,0.92,1734.6489
3962.8024,0.9429,1808.2109
3962.8417,0.9479,1792.7301
3962.8811,0.8653,1549.574
3962.9204,0.7289,1251.8838
3962.9597,0.6546,1121.188
3962.9991,0.6679,1170.4312
3963.0384,0.7862,1440.7219
3963.0777,0.8256,1521.2536
3963.117,0.8561,1596.0996
3963.1564,0.9014,1716.2322
3963.1957,0.9411,1800.5947
3963.235,0.9364,1792.2797
3963.2744,0.9361,1781.9911
3963.3137,0.932,1775.5584
3963.353,0.8919,1650.903
3963.3923,0.894,1690.2943
3963.4317,0.8736,1648.0231
3963.471,0.8919,1708.5837
3963.5103,0.8757,1647.3271
3963.5497,0.8525,1583.2976
3963.589,0.8356,1548.7117
3963.6283,0.8321,1547.4309
3963.6677,0.8921,1693.0685
3963.707,0.9538,1856.2265
3963.7463,0.9894,1912.1106
3963.7856,0.978,1861.3145
3963.825,1.0055,1944.1394
3963.8643,1.0121,1938.2168
3963.9036,0.9981,1901.6421
3963.943,0.9714,1854.0624
3963.9823,0.9844,1893.8619
3964.0216,0.9714,1853.8881
3964.0609,1.024,1989.9615
3964.1003,0.9939,1906.1194
3964.1396,0.9916,1896.7155
3964.1789,0.9787,1854.9306
3964.2183,0.9482,1778.6442
3964.2576,0.9577,1795.4163
3964.2969,0.9615,1805.7087
3964.3363,0.962,1816.0639
3964.3756,0.974,1861.2914
3964.4149,0.967,1849.1531
3964.4542,0.9437,1777.76
3964.4936,0.9698,1852.7408
3964.5329,0.9794,1887.0803
3964.5722,0.9871,1888.5688
3964.6116,0.9794,1866.8728
3964.6509,1.0252,1985.6672
3964.6902,0.9726,1838.1046
3964.7295,0.9768,1853.8139
3964.7689,0.9653,1810.4495
3964.8082,0.9821,1860.709
3964.8475,0.9567,1815.8976
3964.8869,0.9387,1755.4231
3964.9262,0.9483,1787.5199
3964.9655,0.9557,1801.8886
3965.0049,1.0298,1962.0684
3965.0442,1.0028,1904.6365
3965.0835,0.9761,1863.0262
3965.1228,0.988,1894.0093
3965.1622,0.9657,1830.0805
3965.2015,0.9432,1764.0064
3965.2408,0.9401,1765.1116
3965.2802,0.9535,1807.9806
3965.3195,0.9625,1807.2862
3965.3588,0.9952,1887.1912
3965.3981,0.9911,1873.4861
3965.4375,0.9836,1841.1347
3965.4768,0.9599,1797.625
3965.5161,0.9306,1732.1384
3965.5555,0.954,1803.8014
3965.5948,0.9745,1845.1511
3965.6341,0.9936,1893.243
3965.6734,1.0171,1951.1134
3965.7128,0.9682,1819.6725
3965.7521,0.9863,1870.5339
3965.7914,0.9752,1845.8126
3965.8308,0.9451,1768.6746
3965.8701,0.9592,1797.5469
3965.9094,0.9608,1802.8549
3965.9488,0.9419,1734.4102
3965.9881,0.9607,1792.9949
3966.0274,0.9552,1801.4393
3966.0667,0.9005,1648.5956
3966.1061,0.961,1805.6293
3966.1454,0.9768,1841.5987
3966.1847,0.9389,1746.7105
3966.2241,0.9496,1763.2136
3966.2634,0.9467,1762.2686
3966.3027,0.9302,1721.5825
3966.342,0.9639,1802.969
3966.3814,0.9794,1828.0375
3966.4207,0.935,1716.2035
3966.46,0.9875,1867.7106
3966.4994,0.9842,1861.9819
3966.5387,0.9642,1804.9157
3966.578,0.9481,1766.686
3966.6174,0.965,1805.9204
3966.6567,1.0178,1938.5923
3966.696,0.9956,1887.7148
3966.7353,0.9462,1767.7198
3966.7747,0.9365,1729.7021
3966.814,0.9386,1754.9174
3966.8533,0.9311,1728.7852
3966.8927,0.9268,1708.4207
3966.932,0.9529,1777.7001
3966.9713,0.9486,1754.3451
3967.0106,0.9159,1677.3706
3967.05,0.9354,1729.1089
3967.0893,0.9595,1801.2871
3967.1286,0.9384,1745.857
3967.168,0.9164,1684.2053
3967.2073,0.8947,1621.3233
3967.2466,0.9,1631.9308
3967.286,0.9373,1724.0647
3967.3253,0.8801,1579.5493
3967.3646,0.9112,1668.0849
3967.4039,0.9098,1660.4973
3967.4433,0.8687,1557.1445
3967.4826,0.8751,1561.7623
3967.5219,0.882,1592.0464
3967.5613,0.8754,1582.1956
3967.6006,0.8612,1533.7583
3967.6399,0.8619,1541.2703
3967.6792,0.8347,1490.5154
3967.7186,0.7925,1391.4903
3967.7579,0.8334,1466.1373
3967.7972,0.855,1505.9602
3967.8366,0.8177,1446.1494
3967.8759,0.7821,1356.8521
3967.9152,0.7629,1318.7648
3967.9545,0.7348,1269.7172
3967.9939,0.6888,1160.7569
3968.0332,0.6469,1063.2117
3968.0725,0.5894,935.1932
3968.1119,0.5688,894.4117
3968.1512,0.4874,725.1362
3968.1905,0.4268,578.6099
3968.2299,0.3103,367.6653
3968.2692,0.243,253.0352
3968.3085,0.1575,122.8237
3968.3478,0.0955,51.6073
3968.3872,0.0661,27.2885
3968.4265,0.0863,44.4229
3968.4658,0.0638,25.6925
3968.5052,0.0598,23.375
3968.5445,0.0718,30.1319
3968.5838,0.0952,53.8739
3968.6231,0.1802,152.3726
3968.6625,0.2664,282.205
3968.7018,0.3494,427.55
3968.7411,0.4105,534.1518
3968.7805,0.4979,715.5053
3968.8198,0.5757,883.6613
3968.8591,0.6019,951.0898
3968.8985,0.6278,999.798
3968.9378,0.6912,1140.7999
3968.9771,0.7259,1222.5948
3969.0164,0.745,1264.252
3969.0558,0.7794,1353.3284
3969.0951,0.7854,1371.4835
3969.1344,0.6941,1141.3532
3969.1738,0.6736,1108.2448
3969.2131,0.5945,924.1559
3969.2524,0.5857,914.3905
3969.2917,0.6396,1014.8288
3969.3311,0.7052,1149.446
3969.3704,0.7593,1278.1347
3969.4097,0.7809,1328.212
3969.4491,0.7871,1353.5534
3969.4884,0.7834,1319.7858
3969.5277,0.7794,1296.2046
3969.5671,0.8048,1388.1769
3969.6064,0.7551,1266.3394
3969.6457,0.7549,1283.1249
3969.685,0.688,1127.6723
3969.7244,0.6576,1043.3514
3969.7637,0.5927,914.8039
3969.803,0.4801,676.0185
3969.8424,0.3782,474.6172
3969.8817,0.2933,326.7971
3969.921,0.2267,215.837
3969.9603,0.1942,167.805
3969.9997,0.1758,142.1732
3970.039,0.1698,134.1246
3970.0783,0.1715,136.4269
3970.1177,0.1507,105.9638
3970.157,0.1862,156.6902
3970.1963,0.2264,216.9865
3970.2357,0.254,254.9519
3970.275,0.3313,384.7255
3970.3143,0.4239,558.4948
3970.3536,0.4964,713.5215
3970.393,0.5856,902.3626
3970.4323,0.6911,1130.6318
3970.4716,0.743,1244.8061
3970.511,0.7753,1321.0921
3970.5503,0.8032,1389.4137
3970.5896,0.8094,1381.8162
3970.6289,0.8299,1422.9087
3970.6683,0.8708,1522.138
3970.7076,0.8813,1551.9473
3970.7469,0.8964,1582.2563
3970.7863,0.9094,1625.8931
3970.8256,0.9462,1703.0501
3970.8649,0.8975,1592.1627
3970.9042,0.8933,1582.529
3970.9436,0.9319,1677.8463
3970.9829,0.927,1655.2027
3971.0222,0.9291,1663.0774
3971.0616,0.9404,1685.49
3971.1009,0.9305,1669.6107
3971.1402,0.9099,1600.3602
3971.1796,0.9675,1746.468
3971.2189,0.9085,1605.1887
3971.2582,0.9256,1650.4726
3971.2975,0.9606,1741.2995
3971.3369,0.9278,1644.0788
3971.3762,0.9038,1573.9914
3971.4155,0.9283,1615.1658
3971.4549,0.9632,1720.6973
3971.4942,0.9415,1677.2978
3971.5335,0.9539,1715.4861
3971.5728,0.9517,1690.8576
3971.6122,0.9556,1708.7095
3971.6515,0.9563,1706.7668
3971.6908,0.9548,1705.7569
3971.7302,0.9547,1699.5204
3971.7695,0.964,1737.4736
3971.8088,0.9769,1751.0245
3971.8482,0.9805,1757.3036
3971.8875,0.9604,1697.4964
3971.9268,0.9452,1666.3451
3971.9661,0.9695,1722.9307
3972.0055,0.9695,1743.4641
3972.0448,0.9521,1684.2598
3972.0841,0.9816,1765.1637
3972.1235,0.9684,1750.7057
3972.1628,0.9373,1679.0391
3972.2021,0.9563,1712.9041
3972.2414,0.9381,1667.4206
3972.2808,0.9684,1738.3476
3972.3201,0.9609,1717.7205
3972.3594,0.952,1681.8178
3972.3988,0.9858,1792.2835
3972.4381,0.9842,1764.6512
3972.4774,0.9678,1715.2854
3972.5168,0.9786,1740.8706
3972.5561,0.9561,1672.3399
3972.5954,0.9786,1729.3738
3972.6347,0.9901,1784.5033
3972.6741,0.9953,1788.4293
3972.7134,0.9982,1792.2957
3972.7527,0.9879,1764.047
3972.7921,0.9764,1751.675
3972.8314,0.9561,1698.8923
3972.8707,0.9689,1741.146
3972.91,0.9811,1764.626
3972.9494,0.978,1750.2336
3972.9887,0.9811,1760.1399
3973.028,0.9767,1748.027
3973.0674,0.9822,1747.943
3973.1067,0.9385,1654.1955
3973.146,0.9831,1779.3996
3973.1854,0.9804,1768.0704
3973.2247,0.9874,1773.4367
3973.264,0.9619,1720.538
3973.3033,0.9516,1688.6305
3973.3427,0.9511,1677.4985
3973.382,0.9471,1674.0762
3973.4213,1.0129,1837.0087
3973.4607,0.9817,1735.2851
3973.5,0.9705,1715.1695
3973.5393,0.9697,1719.7693
3973.5786,0.9645,1713.7026
3973.618,0.992,1779.1085
3973.6573,0.9664,1720.706
3973.6966,0.9524,1689.0075
3973.736,0.9811,1751.1151
3973.7753,0.9926,1791.9699
3973.8146,0.9602,1696.173
3973.8539,0.9431,1647.2152
3973.8933,0.9792,1744.8908
3973.9326,1.0059,1824.87
3973.9719,0.9934,1783.2949
3974.0113,0.9877,1767.3527
3974.0506,0.9949,1798.9824
3974.0899,0.9895,1786.5572
3974.1293,0.9864,1768.9713
3974.1686,1.0209,1855.6535
3974.2079,1.0418,1888.9191
3974.2472,1.0075,1816.3842
3974.2866,1.0484,1918.7331
3974.3259,1.0165,1836.8821
3974.3652,1.0137,1830.0926
3974.4046,0.9896,1761.1703
3974.4439,0.9987,1782.9885
3974.4832,0.9977,1773.4799
3974.5225,0.9648,1693.4272
3974.5619,0.9831,1741.8897
3974.6012,1.0109,1805.184
3974.6405,1.0028,1775.5694
3974.6799,1.0085,1804.8865
3974.7192,1.0117,1820.3524
3974.7585,0.9829,1729.1925
3974.7979,1.0041,1781.5818
3974.8372,1.008,1791.9212
3974.8765,1.0055,1797.9896
3974.9158,0.9507,1664.6002
3974.9552,0.9874,1766.4294
3974.9945,1.0044,1802.1994
3975.0338,0.9611,1692.7715
3975.0732,0.9874,1767.4924
3975.1125,1.0251,1850.9134
3975.1518,1.0043,1787.4829
3975.1911,1.0029,1784.0047
