year,month,lat,lon,mucape_jkg,shr6_ms,tcw_kgm2,hmelt_m,flh_m
2014,12,-19.0,303.75,2800,0.56,54.06,5030,5150
2014,12,-24.0,313.5,3018,6.73,50.0,4240,4473
2014,12,-38.5,299.25,2559,9.77,44.84,3609,3720
2014,12,-3.0,120.75,738,3.46,62.35,4835,4915
2015,1,-25.25,300.5,1798,17.76,56.18,4843,4945
2015,1,0.5,25.25,2734,13.36,47.25,4229,4671
2015,1,-14.0,310.25,2335,8.12,44.43,4269,4584
2015,1,-19.0,122.25,979,21.19,65.6,4769,4892
2015,1,-28.0,303.5,2191,2.28,53.96,4766,4873
2015,1,-22.5,295.75,2720,7.81,49.11,4268,5017
2015,1,-28.5,300.5,7640,9.47,54.84,4833,4885
2015,1,-28.25,301.0,7521,9.29,52.65,4820,4865
2015,1,-28.0,301.5,6360,10.62,48.65,4810,4873
2015,1,-21.0,306.0,3019,6.02,46.42,4431,4881
2015,1,-32.75,307.5,1189,26.25,54.25,4418,4491
2015,1,-31.25,308.5,1943,23.05,49.95,4659,4736
2015,1,-24.5,310.75,4025,3.56,43.23,4091,4874
2015,1,-25.75,148.25,2049,11.9,56.86,4607,5128
2015,1,-19.75,309.5,2568,6.81,41.33,4380,4797
2015,1,-25.75,299.0,2051,7.36,46.51,4848,4978
2015,1,-12.0,142.5,2892,6.5,55.56,5046,5117
2015,1,-21.5,303.25,3314,4.41,47.82,4607,4995
2015,1,-19.25,305.0,2809,9.48,41.57,4506,4870
2015,1,-18.25,305.0,3533,11.39,45.12,4609,4833
2015,1,-17.75,305.0,3285,10.6,43.15,4596,4869
2015,1,-17.5,305.25,2945,9.76,40.55,4436,4889
2015,1,-18.75,142.0,4321,6.87,56.56,4810,4906
2015,1,-16.25,137.0,3397,9.0,58.62,5175,5205
2015,1,-2.0,26.25,3514,10.63,43.43,4298,4840
2015,1,-27.0,304.5,3293,6.44,41.99,4668,4850
2015,1,-0.75,17.0,2375,8.79,52.32,4427,4736
2015,1,-24.5,151.75,4166,8.98,52.16,4886,4976
2015,1,-17.25,129.5,2045,10.47,45.71,4645,4945
2015,1,-17.75,131.5,2543,12.32,47.35,4746,4952
2015,1,-13.5,131.5,3025,2.97,56.6,4762,4869
2015,1,-7.5,111.0,1066,4.21,56.4,4585,4794
2015,1,-1.0,19.5,2874,8.83,47.63,4227,4568
2015,1,3.0,101.25,1419,15.7,53.16,4867,4947
2015,1,5.5,6.75,1986,11.23,53.22,4733,4810
2015,1,-22.75,317.25,2890,0.91,53.02,4582,4694
2015,1,-21.75,318.0,2094,0.42,47.94,4341,4643
2015,1,-0.5,19.0,3609,7.37,54.48,4401,4740
2015,1,-30.0,298.75,2522,5.62,49.41,4426,4494
2015,1,0.25,22.75,3906,11.53,45.97,4244,4711
2015,1,0.75,23.75,3507,8.6,42.44,4194,4629
2015,1,1.5,23.0,2793,11.38,43.18,4049,4496
2015,1,-28.75,300.5,2200,4.74,52.56,4629,4684
2015,1,-25.5,302.5,2267,2.13,48.85,4653,4750
2015,1,-7.25,108.75,2117,0.8,51.55,4668,4967
2015,1,-11.25,301.75,2990,6.31,47.68,4323,4608
2015,1,-19.75,306.75,3136,1.91,44.56,4203,4668
2015,1,-11.75,310.25,2629,8.32,43.35,4381,4579
2015,1,-10.5,310.5,3452,6.44,43.22,4417,4627
2015,2,-0.75,26.5,6487,10.68,44.25,4367,4920
2015,2,-15.5,32.25,4056,8.18,50.01,4474,4910
2015,2,2.0,19.75,4751,13.09,46.55,4542,4883
2015,2,-13.5,136.75,1578,7.91,63.04,5075,5172
2015,2,-3.75,12.0,3297,8.59,54.85,4647,4867
2015,2,1.0,23.5,2531,5.64,49.4,4252,4696
2015,2,2.25,294.75,2392,9.27,51.56,4716,4931
2015,2,-5.25,16.75,2900,1.2,42.48,4453,5084
2015,2,2.75,19.25,2600,7.97,43.98,4385,4781
2015,2,1.0,22.5,3364,13.67,45.24,4527,4986
2015,2,-27.0,300.5,2688,14.37,48.65,4338,4410
2015,2,-0.25,283.5,3493,5.66,55.35,4771,5012
2015,2,8.0,359.0,3537,4.51,54.71,4730,4851
2015,2,5.5,8.75,1377,8.86,56.15,4697,4946
2015,2,-11.75,305.0,3873,9.03,46.1,4440,4791
2015,2,-15.25,142.75,3489,15.03,60.6,5060,5145
2015,2,-19.75,145.0,3807,9.18,54.45,4706,5323
2015,2,-20.5,146.75,2103,13.15,55.73,5210,5469
2015,2,-18.75,138.5,2906,11.95,61.25,4987,5166
2015,2,-21.0,140.0,961,14.13,51.09,4752,5126
2015,2,2.25,12.5,3339,0.96,42.42,4180,4797
2015,2,-18.5,123.75,2923,8.97,51.98,5033,5144
2015,2,-14.25,131.75,2666,10.46,50.68,4862,4985
2015,2,1.0,101.25,2883,1.87,52.46,4917,4976
2015,2,-1.75,102.75,2368,2.44,54.03,4772,4836
2015,2,5.5,6.0,1216,4.23,56.08,4737,4824
2015,2,-21.75,120.25,1275,2.45,53.45,4804,5189
2015,2,-25.25,121.25,1756,8.89,52.98,4559,5122
2015,2,-16.5,46.0,777,4.55,63.04,4888,5027
2015,2,0.25,283.5,2945,4.79,50.53,4611,4911
2015,3,-15.75,125.5,2637,12.93,49.61,4703,5075
2015,3,-29.25,304.5,1642,5.97,56.72,4397,4545
2015,3,12.75,99.0,3329,4.79,52.17,4517,4814
2015,3,1.0,19.5,3840,2.26,47.33,4641,4991
2015,3,0.0,19.25,4528,2.15,44.59,4841,5182
2015,3,7.5,1.75,1893,5.63,47.32,4537,4709
2015,3,-2.0,16.5,1550,2.83,55.87,4442,4741
2015,3,-20.25,147.25,1180,8.31,48.63,4597,4777
2015,3,-1.75,21.25,3027,8.56,47.46,4381,4799
2015,3,-2.25,21.5,2883,7.24,46.46,4428,4885
2015,3,7.25,285.75,2460,7.18,43.95,4304,4890
2015,3,2.5,97.25,2190,2.51,56.78,4660,4750
2015,3,1.75,99.75,2033,2.36,52.1,4477,4753
2015,3,0.0,101.0,1626,1.15,54.23,4538,4761
2015,3,17.0,103.0,2149,1.14,44.7,4694,4906
2015,3,3.25,14.75,3437,3.21,45.81,4364,4946
2015,3,3.5,13.5,4071,4.16,42.98,4280,4997
2015,3,-4.0,17.0,2324,0.49,46.04,4453,4872
2015,3,-16.25,125.25,4519,3.37,48.43,4615,4925
2015,3,1.0,22.5,2866,4.89,39.85,4437,4896
2015,3,-3.25,24.25,2475,1.48,43.45,4522,5083
2015,3,-3.25,26.75,4758,6.97,45.05,4230,4870
2015,3,-2.0,26.5,3519,6.95,45.87,4320,4892
2015,3,4.5,100.75,1579,10.79,50.71,4798,4886
2015,3,5.0,352.75,2094,3.22,53.21,4780,4919
2015,3,-14.5,127.0,1621,5.09,47.18,4718,4890
2015,3,7.5,0.5,2814,2.81,50.56,4622,4943
2015,3,-12.25,143.25,616,15.84,72.75,4829,4845
2015,3,-17.75,299.75,2345,10.07,41.86,4549,4916
2015,3,4.25,10.5,2393,2.65,45.86,4578,5068
2015,3,-5.25,23.5,3189,5.93,44.73,4330,4894
2015,3,-4.75,16.0,2368,7.35,50.9,4093,4775
2015,3,-3.25,26.25,6267,4.35,46.92,4284,4832
2015,3,-36.5,293.75,5217,18.03,32.45,3872,4188
2015,3,-35.0,294.25,3344,12.03,38.55,4139,4513
2015,3,-28.75,303.75,2456,7.13,42.45,4466,4565
2015,3,4.25,8.5,1582,14.8,62.92,4599,4696
2015,3,2.25,15.75,2255,14.28,44.69,4297,4767
2015,3,-0.75,23.0,2159,10.49,53.37,4645,5039
2015,3,1.5,24.5,4769,13.26,47.03,4512,4990
2015,3,2.0,23.5,4560,12.3,46.65,4562,5004
2015,3,-6.0,15.75,2923,4.15,41.92,4266,5003
2015,3,7.5,357.5,1762,3.44,56.97,4644,4929
2015,3,-4.5,142.75,1759,3.5,60.84,4684,4873
2015,3,9.75,7.0,1628,2.18,55.48,4431,4870
2015,3,4.25,13.5,2214,12.51,48.47,4335,5028
2015,4,0.0,25.0,1602,4.12,48.82,4417,4894
2015,4,3.75,15.75,4656,9.18,44.26,4473,5007
2015,4,22.25,87.25,2614,16.91,44.03,4573,4644
2015,4,5.5,9.0,2826,12.89,55.91,4535,4801
2015,4,6.5,10.0,2409,9.75,48.67,4138,4939
2015,4,7.0,11.5,3402,11.76,43.74,3833,5004
2015,4,5.25,19.75,1617,10.01,51.83,4536,4950
2015,4,-1.0,311.25,452,4.58,59.56,4584,4698
2015,4,-2.75,112.25,513,2.81,62.66,4533,4628
2015,4,5.25,100.75,2545,5.0,51.91,4782,5003
2015,4,6.0,100.0,2370,5.27,53.89,4883,4961
2015,4,2.75,295.0,2952,4.82,52.53,4821,4967
2015,4,-4.0,105.25,1488,5.01,60.33,4961,5030
2015,4,18.75,263.25,2661,5.93,45.85,4451,4921
2015,4,6.75,2.75,2579,11.5,41.55,5042,5103
2015,4,-21.5,303.75,1998,9.84,47.12,4684,4965
2015,4,0.75,289.25,2250,1.68,50.18,4777,5025
2015,4,4.5,291.5,3894,2.26,55.52,4842,4959
2015,4,7.0,81.25,1746,3.81,49.18,4575,4954
2015,4,24.0,261.0,2166,21.82,49.02,4467,4596
2015,4,-23.75,296.5,1448,18.17,48.21,4542,4806
2015,4,10.0,285.5,2462,1.14,50.06,4823,4924
2015,4,10.0,286.5,1124,4.72,50.8,4729,4871
2015,4,8.0,123.0,2904,9.52,50.62,4537,4937
2015,4,11.0,122.25,2058,5.63,48.17,4628,5004
2015,4,-9.5,310.0,2842,9.21,47.96,4743,4921
2015,4,-2.75,313.0,2828,6.87,52.92,4866,4990
2015,4,11.75,107.75,2798,11.21,41.93,4188,4939
2015,4,3.0,10.5,1995,7.6,51.43,4461,4869
2015,4,18.0,73.5,4170,6.52,44.85,4540,4920
2015,4,6.75,358.75,2593,9.9,45.44,4732,4987
2015,4,-15.0,303.5,2221,4.99,47.55,4769,5036
2015,4,14.75,268.0,2576,11.1,56.8,4634,5053
2015,4,6.0,100.75,2216,6.88,48.3,4842,5013
2015,4,17.5,104.5,1931,10.33,44.45,4710,4894
2015,4,19.25,83.5,2827,4.52,45.42,4480,4895
2015,4,-16.25,45.5,2516,5.09,45.47,5008,5113
2015,4,2.5,29.0,3549,12.14,39.89,3895,4781
2015,4,-13.25,311.25,2745,3.6,46.88,4692,5108
2015,4,5.75,15.75,3115,5.27,40.48,4004,4816
2015,4,13.5,75.25,2356,3.55,50.07,4277,4864
2015,4,14.25,75.25,3172,5.09,45.91,4255,4895
2015,4,14.75,75.25,2775,6.69,45.72,4333,4915
2015,4,5.25,48.5,2410,4.06,46.38,4651,4733
2015,4,-1.5,21.0,3439,3.75,45.69,4532,4929
2015,4,7.25,0.5,3276,4.91,45.68,4440,4763
2015,4,7.75,0.75,2526,5.17,43.19,4178,4675
2015,4,8.25,0.75,2634,5.09,43.35,4221,4675
2015,4,-16.5,305.75,3319,7.54,51.66,4527,4838
2015,4,22.75,87.75,3075,14.03,50.06,4400,4462
2015,4,21.75,86.75,2159,11.76,48.75,4256,4365
2015,4,-3.5,318.25,1242,8.05,57.74,4752,4856
2015,4,-2.75,15.75,2198,7.38,45.56,4214,4740
2015,4,2.0,17.75,1716,8.32,49.93,4113,4453
2015,4,-14.25,294.25,2526,3.51,54.01,4737,4891
2015,4,-2.0,17.75,2700,2.72,48.61,4471,4786
2015,4,12.25,103.25,1611,1.98,46.69,4522,4968
2015,4,13.0,102.5,1840,3.42,51.22,4794,4990
2015,4,14.0,104.5,1990,1.04,51.08,4872,4953
2015,4,17.0,104.5,2611,6.63,55.49,4685,4877
2015,4,18.0,105.75,3073,10.75,54.65,4566,4960
2015,5,6.5,25.0,2693,7.12,45.01,4275,4923
2015,5,-1.25,21.25,4837,8.23,53.47,4482,4868
2015,5,15.0,103.75,1732,6.74,54.93,4942,5086
2015,5,-3.5,18.75,2142,6.28,50.05,4476,4837
2015,5,26.5,91.5,2977,5.06,48.38,4349,4427
2015,5,-12.5,305.75,4491,4.94,49.1,4564,4901
2015,5,32.5,263.5,1763,16.84,54.98,4097,4233
2015,5,9.75,347.5,2056,8.36,57.75,4919,5030
2015,5,24.0,107.0,3110,14.53,49.56,4823,5292
2015,5,25.5,90.0,2343,15.02,57.51,5227,5341
2015,5,21.25,101.25,3143,8.07,47.73,4229,5201
2015,5,18.0,102.5,2268,4.79,63.59,5015,5215
2015,5,-5.0,18.75,3103,5.2,50.86,4730,5196
2015,5,7.75,359.75,2632,5.07,56.04,4964,5063
2015,5,6.75,359.5,3355,5.01,54.95,4773,4989
2015,5,26.5,91.5,1032,5.42,49.86,4784,4860
2015,5,14.75,74.75,2554,14.25,45.08,4585,5054
2015,5,31.0,263.0,3639,16.68,38.88,4221,4364
2015,5,13.0,108.75,1291,4.18,51.15,4850,5225
2015,5,-2.75,20.25,2389,2.72,49.89,4835,5219
2015,5,2.25,24.5,1714,2.31,55.86,4290,4792
2015,5,22.25,112.0,2692,13.4,67.78,5016,5227
2015,5,-3.25,15.25,3224,3.52,44.43,4560,5108
2015,5,14.5,108.75,2226,1.62,49.57,4487,5052
2015,5,-2.25,21.25,3813,1.69,47.41,4742,5179
2015,5,8.25,354.0,4184,7.46,49.71,4672,5001
2015,5,8.0,6.5,2170,11.11,53.5,4474,4712
2015,5,11.75,2.0,2717,9.41,53.71,4630,4869
2015,5,23.0,91.75,1541,15.63,46.52,4715,4774
2015,5,8.25,348.5,1666,7.72,52.29,4775,5054
2015,5,8.25,278.25,1957,10.14,52.94,4750,5034
2015,5,2.5,21.5,3071,12.98,51.72,4197,4650
2015,5,-0.5,24.25,2503,8.39,49.94,4596,5031
2015,5,-2.5,25.5,3415,7.07,45.21,4637,5135
2015,5,9.0,357.75,2543,6.71,50.34,4727,4989
2015,5,5.25,7.0,1563,8.49,57.65,4936,5023
2015,5,10.0,12.75,1921,8.92,48.67,4344,4839
2015,5,9.0,350.0,2412,14.78,42.87,4480,5039
2015,5,7.5,351.25,2564,13.31,46.33,4555,5000
2015,5,5.5,353.5,1620,11.37,55.23,4784,4894
2015,5,14.75,43.5,2450,4.84,52.11,4259,5006
2015,5,3.25,26.0,2458,6.37,43.23,4497,5140
2015,5,8.5,359.5,2144,9.7,55.46,4799,4918
2015,5,28.5,115.5,2923,13.33,63.81,5396,5432
2015,5,28.5,116.5,3633,13.44,61.89,5422,5458
2015,5,16.75,75.25,1665,16.81,50.41,4448,5043
2015,5,12.75,78.25,2989,12.07,48.2,4239,4926
2015,5,23.25,105.75,2638,7.03,44.36,4523,5435
2015,5,6.75,18.75,2738,10.88,50.27,4461,4969
2015,5,3.0,19.75,2311,10.75,48.05,4694,5095
2015,5,-3.5,21.75,3336,10.07,40.99,4570,5004
2015,5,23.5,113.0,3280,3.83,63.08,5074,5139
2015,6,11.0,104.25,2371,5.1,54.43,4907,5106
2015,6,39.5,285.0,2022,7.92,45.73,3795,3941
2015,6,22.75,108.0,3415,5.06,61.31,5323,5456
2015,6,19.5,109.75,1973,2.72,49.35,5126,5287
2015,6,-3.5,24.25,2276,3.78,45.92,4377,4912
2015,6,24.5,68.5,2458,14.16,42.73,4501,4531
2015,6,23.5,69.25,2124,13.62,42.05,4525,4593
2015,6,9.5,29.0,1655,4.94,49.12,4503,4900
2015,6,10.0,12.75,2224,9.4,46.46,4218,4714
2015,6,2.75,16.0,1625,1.6,52.27,4418,4857
2015,6,-1.0,18.25,2160,4.52,47.13,4464,4788
2015,6,0.25,21.5,1528,2.4,48.03,4489,4882
2015,6,6.0,22.75,2182,9.79,46.65,4425,5066
2015,6,22.25,110.25,2241,3.51,57.49,5218,5362
2015,6,22.5,85.5,2382,1.86,53.69,4950,5336
2015,6,21.5,85.5,2746,3.14,53.58,4878,5366
2015,6,14.0,122.5,2197,0.15,54.73,4943,5028
2015,6,7.0,20.75,2494,8.07,51.15,4339,4872
2015,6,9.5,28.75,1669,7.25,47.4,4497,4898
2015,6,24.25,90.5,1439,16.36,73.04,5272,5312
2015,6,7.75,359.25,2155,10.92,51.74,4697,4823
2015,6,10.0,357.5,2456,16.13,47.48,4367,4671
2015,6,12.0,2.75,2277,10.58,52.11,4794,5024
2015,6,12.75,356.5,2174,15.38,43.32,4655,4923
2015,6,6.0,26.25,2747,9.53,46.4,4333,5012
2015,6,8.5,357.5,2080,10.07,52.1,4510,4751
2015,6,10.5,17.0,2814,12.31,43.02,4511,4851
2015,6,11.0,17.0,2159,13.04,45.21,4533,4869
2015,6,30.75,72.5,627,11.85,62.31,4916,5069
2015,6,26.5,78.75,1502,5.92,66.85,5278,5429
2015,6,38.0,283.0,1051,18.28,52.77,4599,4723
2015,6,6.5,283.0,3456,9.16,57.94,5081,5219
2015,6,37.0,275.5,4150,15.72,41.89,4308,4624
2015,6,34.75,283.0,3462,9.47,49.8,4345,4472
2015,6,30.0,264.5,3046,5.03,48.83,4570,4699
2015,6,12.0,358.25,3372,10.96,44.23,4598,4921
2015,6,4.25,97.75,2388,1.25,46.14,4302,4790
2015,6,10.5,30.0,2835,6.67,48.35,4693,5148
2015,7,32.5,268.25,2188,13.48,48.35,4290,4431
2015,7,33.25,271.0,2100,9.29,44.85,4358,4488
2015,7,26.75,78.25,1617,5.19,62.79,5333,5488
2015,7,25.75,252.0,2299,4.6,53.81,4655,4945
2015,7,2.25,102.0,2197,4.56,53.29,4826,4918
2015,7,35.75,265.5,2965,9.57,50.13,4268,4628
2015,7,17.5,265.0,2304,5.83,52.71,4657,4748
2015,7,33.0,272.0,2016,15.48,54.6,4169,4293
2015,7,9.5,27.5,3084,2.74,51.01,4727,5150
2015,7,9.0,26.0,2340,3.88,50.11,4536,5055
2015,7,14.0,5.0,2169,3.93,51.65,4613,4906
2015,7,8.75,347.75,974,3.56,57.52,4914,5014
2015,7,12.25,349.75,3009,4.94,45.38,4531,4910
2015,7,21.75,261.25,2165,1.77,54.09,4875,4991
2015,7,32.5,266.75,1990,13.87,44.86,4174,4324
2015,7,5.25,19.25,2786,5.87,47.09,4276,4679
2015,7,7.0,20.25,3326,4.87,47.26,4187,4674
2015,7,8.0,20.25,2486,5.92,46.49,4220,4655
2015,7,4.75,97.75,2047,7.98,61.66,4943,4996
2015,7,10.25,7.0,2141,3.8,47.98,4580,5070
2015,7,28.0,79.25,1169,3.12,66.35,5562,5725
2015,7,10.25,24.75,2333,5.09,50.29,4405,4900
2015,7,8.75,359.5,2089,5.65,54.11,4832,4965
2015,7,21.0,271.5,1167,5.49,50.59,4486,4616
2015,7,2.25,22.5,3978,6.69,48.19,4532,4919
2015,7,4.5,289.25,751,3.71,55.51,4489,4646
2015,7,3.25,99.5,2552,11.17,59.72,4724,4794
2015,7,18.25,357.25,1790,10.7,47.97,4348,4623
2015,7,10.25,285.5,2971,11.88,55.57,4851,4958
2015,7,11.0,13.75,2066,15.81,49.7,4138,4727
2015,7,12.5,4.25,2579,13.68,55.15,4333,4555
2015,7,29.0,277.75,2230,5.82,50.59,4545,4679
2015,7,24.25,253.25,4557,7.09,52.11,4613,4996
2015,7,42.75,269.25,3157,20.34,42.27,4177,4465
2015,7,41.25,271.25,5073,25.99,44.25,4233,4431
2015,7,38.5,259.75,4769,12.99,36.13,4099,4891
2015,7,28.75,75.5,2931,4.01,63.47,5670,5900
2015,7,28.5,76.25,2092,4.27,61.27,5710,5947
2015,7,11.0,20.25,2684,6.14,49.45,4284,4716
2015,7,11.5,21.0,2440,4.92,47.21,4198,4671
2015,7,12.5,21.5,2432,3.36,44.71,4136,4736
2015,7,8.0,17.25,3411,8.28,48.43,4317,4740
2015,7,20.0,105.25,3144,2.4,61.19,5117,5421
2015,7,17.25,80.25,1915,6.87,63.41,5109,5236
2015,7,12.5,8.25,2806,9.19,44.49,4147,4640
2015,7,23.0,278.0,2135,3.65,49.34,4410,4550
2015,7,23.0,279.25,2379,5.81,48.68,4308,4449
2015,7,18.5,265.25,2156,4.65,47.3,4602,4803
2015,7,17.25,265.75,1345,5.14,48.85,4465,4676
2015,7,12.75,9.75,1977,10.31,48.89,4298,4655
2015,7,29.75,276.75,1746,4.65,50.3,4959,5083
2015,7,7.0,30.5,3008,10.16,49.79,4467,4886
2015,7,6.75,31.5,2891,9.72,51.52,4475,4895
2015,7,7.75,31.25,2193,10.43,51.13,4406,4817
2015,7,8.75,32.0,1748,9.31,50.84,4474,4877
2015,7,11.0,9.75,3716,5.58,46.02,4315,4808
2015,7,23.0,279.5,2662,2.93,45.34,4482,4629
2015,7,13.75,269.5,2131,4.44,56.8,4606,4730
2015,7,27.75,73.0,1451,3.85,60.14,5067,5326
2015,7,31.5,73.25,3142,6.72,64.37,5233,5418
2015,7,1.75,110.25,1675,6.24,57.49,4819,4910
2015,7,39.0,276.25,2898,8.95,53.27,4420,4707
2015,7,39.25,263.0,3308,11.95,49.21,4546,4926
2015,7,38.0,265.25,3568,10.94,52.01,4849,5123
2015,7,26.0,251.0,2055,6.52,52.8,4968,5059
2015,7,13.0,21.0,2145,6.86,48.71,4203,4738
2015,7,24.75,70.25,989,11.15,70.16,5509,5582
2015,7,31.0,75.25,3022,7.31,67.89,5454,5670
2015,7,21.75,81.25,1444,3.12,66.92,5128,5456
2015,7,13.75,351.75,2045,11.96,49.06,4375,4748
2015,7,8.25,282.25,1110,11.31,63.21,4752,4865
2015,7,35.25,283.25,1021,16.53,58.82,4467,4588
2015,7,17.75,103.25,1800,11.33,59.35,4673,4846
2015,7,11.25,11.0,1676,11.67,47.27,4420,4836
2015,7,44.5,258.75,4051,18.31,46.42,4265,4913
2015,7,41.75,121.5,2888,12.86,48.86,4324,4542
2015,7,9.5,287.5,2513,4.94,51.15,4959,5043
2015,7,36.5,118.25,1758,8.37,53.67,4457,4783
2015,7,29.75,271.5,2147,9.24,65.77,4831,4951
2015,8,41.25,37.25,1787,14.01,46.82,4457,4546
2015,8,13.5,6.75,2609,12.31,53.67,4556,4912
2015,8,-0.75,20.25,2145,8.0,50.98,4534,4888
2015,8,-1.25,21.75,1910,11.93,48.89,4534,4924
2015,8,-3.5,21.75,2750,15.34,44.75,4383,4818
2015,8,40.5,266.5,4007,12.49,37.42,3962,4264
2015,8,21.5,254.75,1844,9.35,63.02,4770,4960
2015,8,8.5,292.75,2438,5.85,50.13,5006,5099
2015,8,16.0,265.25,3464,8.35,53.6,4894,4959
2015,8,13.25,355.25,905,4.71,55.87,4647,4929
2015,8,33.5,119.25,2786,9.79,53.19,4737,4829
2015,8,34.5,270.5,2808,11.36,58.54,4681,4802
2015,8,14.0,21.5,3692,6.39,43.93,4172,4954
2015,8,36.5,260.0,3773,14.21,47.02,4310,5035
2015,8,20.25,270.0,1870,1.06,51.48,4726,4827
2015,8,23.0,80.25,2870,6.81,61.01,4982,5521
2015,8,20.0,82.75,2322,5.99,62.63,5198,5445
2015,8,2.25,18.5,3747,2.21,50.28,4722,5071
2015,8,18.75,348.0,2306,13.08,48.7,4695,4933
2015,8,12.75,352.0,2788,9.51,49.01,4580,4989
2015,8,31.75,270.5,1535,6.6,48.4,4935,5046
2015,8,33.75,280.0,1400,9.88,44.95,5018,5114
2015,8,27.75,119.25,1218,7.09,51.89,4435,5276
2015,8,9.25,288.5,1261,7.73,51.5,4915,4996
2015,8,14.25,17.5,3352,14.84,50.64,4640,4933
2015,8,13.5,16.75,3493,15.17,53.99,4667,4968
2015,8,13.25,17.0,3276,16.29,53.44,4668,4964
2015,8,13.25,17.75,3452,15.78,50.84,4651,4954
2015,8,9.75,285.75,2991,5.1,56.38,4837,4927
2015,8,26.5,66.75,3024,4.38,51.76,4357,5132
2015,8,40.75,9.75,3099,17.2,38.35,4130,4224
2015,8,13.5,103.5,2330,7.01,58.4,5183,5246
2015,8,10.75,106.0,1791,9.53,57.93,4846,4933
2015,8,0.75,110.25,1632,10.23,45.58,4831,5007
2015,8,30.5,73.0,3397,5.5,64.13,5322,5487
2015,8,16.25,346.0,2936,12.62,56.54,4714,4795
2015,8,-3.25,19.25,1103,7.71,58.91,4208,4573
2015,8,43.75,264.5,3223,6.2,56.9,4261,4723
2015,8,9.0,22.0,2496,11.62,48.82,4334,4864
2015,8,27.0,278.25,1782,1.81,50.66,4665,4809
2015,8,18.75,350.0,3707,13.91,51.24,4311,4689
2015,8,15.75,4.25,2214,14.15,53.04,4771,5096
2015,8,31.5,74.0,2705,9.96,54.49,5048,5249
2015,8,14.25,13.75,1946,10.18,50.28,4505,4789
2015,8,13.75,14.5,1869,9.19,49.98,4467,4760
2015,8,13.0,14.0,1876,8.89,51.33,4448,4730
2015,8,12.25,14.75,2875,8.36,50.73,4463,4755
2015,8,7.5,16.25,3052,7.43,48.97,4205,4729
2015,8,-2.25,286.5,1862,12.68,51.88,4687,4846
2015,8,12.75,23.0,3310,14.04,41.31,4057,4868
2015,8,13.25,23.5,3753,13.42,40.85,3926,4900
2015,8,15.75,357.25,3685,8.4,56.3,4680,4958
2015,8,16.5,76.5,1609,2.95,55.37,4596,5069
2015,8,27.0,262.5,4167,6.05,55.97,4543,4627
2015,8,29.75,265.5,2941,4.67,55.97,4734,4824
2015,8,11.0,9.5,3066,7.53,46.64,4307,4836
2015,8,1.5,21.0,2902,4.65,50.37,4791,5172
2015,8,30.25,274.75,4570,4.31,52.97,4686,4832
2015,8,13.0,31.5,2032,9.13,49.81,4457,4895
2015,8,8.5,27.25,3416,8.36,51.96,4430,4899
2015,8,6.5,28.0,3031,8.11,43.81,4408,4950
2015,8,5.5,29.25,2925,5.65,43.85,4419,5013
2015,8,33.5,72.75,3415,7.3,43.94,4623,5096
2015,8,31.75,72.0,3678,5.47,53.4,4868,5036
2015,8,31.5,73.0,3735,6.88,52.55,4868,5043
2015,8,21.75,281.5,1255,4.66,53.27,4878,4986
2015,8,33.25,264.5,2084,5.6,44.4,4449,4592
2015,8,6.5,31.0,2794,7.1,49.82,4318,4766
2015,8,10.0,295.25,1938,10.02,53.71,4760,4857
2015,8,-6.25,302.25,1489,8.23,45.2,4763,4899
2015,8,31.25,262.0,2703,7.54,45.45,4313,4637
2015,8,31.75,262.25,3140,5.98,46.67,4338,4635
2015,8,10.0,19.0,3939,11.19,55.68,4429,4818
2015,8,13.0,20.5,3528,10.33,51.59,4381,4834
2015,8,12.0,14.75,3886,8.14,54.64,4452,4746
2015,8,7.5,15.75,2304,2.81,47.12,3953,4682
2015,8,3.0,17.25,2365,2.94,48.53,4158,4597
2015,8,-12.75,291.0,2207,2.08,44.04,4707,4917
2015,8,3.0,26.0,3486,0.89,42.8,4099,4743
2015,8,2.5,26.5,3197,0.87,43.35,4064,4727
2015,8,2.0,25.5,3685,0.97,44.29,4270,4757
2015,8,1.0,27.5,2690,3.32,42.13,4390,5015
2015,8,-12.0,298.0,2416,1.42,47.69,4203,4568
2015,8,12.75,7.5,2183,9.53,49.56,3975,4489
2015,8,25.75,279.75,2279,6.63,58.16,4875,5002
2015,9,-0.75,27.75,3810,5.17,40.56,3969,4837
2015,9,7.0,282.75,2696,7.71,58.96,4778,4941
2015,9,11.25,34.75,3400,8.11,47.32,4157,4762
2015,9,41.0,13.75,2777,27.59,47.06,4080,4180
2015,9,11.25,19.5,4127,13.22,46.39,4249,4694
2015,9,8.0,285.25,2131,7.3,58.71,5064,5168
2015,9,30.0,272.5,2071,8.77,50.42,4441,4580
2015,9,3.75,103.25,1744,5.18,56.59,4772,4881
2015,9,-19.0,299.75,2300,20.29,47.18,4319,4606
2015,9,12.75,356.25,3023,10.97,48.22,4562,4830
2015,9,-0.75,27.5,3582,8.25,42.7,4025,4845
2015,9,15.0,348.5,5155,8.5,53.53,4649,4753
2015,9,4.25,15.0,2908,5.18,43.84,4647,5256
2015,9,-8.25,301.0,1306,5.99,49.37,4689,4912
2015,9,-3.25,303.0,2227,9.36,49.49,4765,4848
2015,9,-0.75,23.0,3589,5.0,54.4,4616,5010
2015,9,21.0,95.5,3105,11.2,55.03,4966,5311
