homa_ir_status,RHR_FreeLiving_mean_mean,RHR_FreeLiving_mean_std,RHR_FreeLiving_mean_count,HRV_FreeLiving_mean_mean,HRV_FreeLiving_mean_std,HRV_FreeLiving_mean_count,STEPS_Daily_mean_mean,STEPS_Daily_mean_std,STEPS_Daily_mean_count,SLEEP_Duration_mean_mean,SLEEP_Duration_mean_std,SLEEP_Duration_mean_count
impaired_ir,67.40657341208198,7.9093335231886,587,31.034349523443606,14.927161946342006,584,7799.922960837586,3222.3596753881975,587,454.255485162166,59.99463207740043,587
ir,69.96038076392756,7.991282068605625,303,27.947966138448198,14.352295637963946,302,6526.616371211857,2984.7594562020463,303,433.86701665286034,70.97549576007059,303
is,62.715226730898245,7.083675841192627,275,34.25039845669263,18.18094967562848,274,9348.378300513104,4207.09978539668,275,453.8064812028411,51.39946474273975,275
