antibody_short,animal,semana,inmunogeno,kd_molar,tipo,se_une
RYo20_wk46_07,RYo20,46,0860_150_con_RnS-2G_L14,1.2820e-05,aislado_clinico,0
RYo20_wk46_07,RYo20,46,1026_120_sgaA5_RnS-2G_L14,1.0700e-05,aislado_clinico,0
RYo20_wk46_07,RYo20,46,V703-0537-RnSv2-2G_L14,9.2920e-07,aislado_clinico,1
RYo20_wk46_13,RYo20,46,N332-GT5 gp140,3.1290e-11,prime,1
RYo20_wk46_13,RYo20,46,SF162P3_MD64_B20,1.1010e-07,aislado_clinico,1
RYo20_wk46_13,RYo20,46,DU156_MD39_BET1,2.8750e-07,aislado_clinico,1
RYo20_wk46_13,RYo20,46,Q23.17_MD39_L14,8.8660e-07,aislado_clinico,1
RYo20_wk46_13,RYo20,46,SHIV_AD8_MD64,8.4510e-07,aislado_clinico,1
RYo20_wk46_13,RYo20,46,DU422-1_MD39v2_L14,1.0360e-05,aislado_clinico,0
RYo20_wk46_13,RYo20,46,p1981_MD39_BET1,5.4820e-07,aislado_clinico,1
RYo20_wk46_13,RYo20,46,TRO_11_MD39,1.1360e-06,aislado_clinico,0
RYo20_wk46_13,RYo20,46,0712_250_pblib001_RnS-2G_L14,1.3920e-05,aislado_clinico,0
RYo20_wk46_13,RYo20,46,0860_150_con_RnS-2G_L14,1.2820e-05,aislado_clinico,0
RYo20_wk46_13,RYo20,46,1026_120_sgaA5_RnS-2G_L14,1.0700e-05,aislado_clinico,0
RYo20_wk46_13,RYo20,46,V703-0537-RnSv2-2G_L14,6.5780e-07,aislado_clinico,1
RYo20_wk46_14,RYo20,46,N332-GT5 gp140,2.8340e-11,prime,1
RYo20_wk46_14,RYo20,46,SF162P3_MD64_B20,6.8010e-08,aislado_clinico,1
RYo20_wk46_14,RYo20,46,DU156_MD39_BET1,2.3560e-07,aislado_clinico,1
RYo20_wk46_14,RYo20,46,Q23.17_MD39_L14,1.1640e-06,aislado_clinico,0
RYo20_wk46_14,RYo20,46,SHIV_AD8_MD64,1.2870e-06,aislado_clinico,0
RYo20_wk46_14,RYo20,46,DU422-1_MD39v2_L14,1.5520e-05,aislado_clinico,0
RYo20_wk46_14,RYo20,46,p1981_MD39_BET1,8.4360e-07,aislado_clinico,1
RYo20_wk46_14,RYo20,46,TRO_11_MD39,9.3290e-07,aislado_clinico,1
RYo20_wk46_14,RYo20,46,0712_250_pblib001_RnS-2G_L14,1.3920e-05,aislado_clinico,0
RYo20_wk46_14,RYo20,46,0860_150_con_RnS-2G_L14,1.2820e-05,aislado_clinico,0
RYo20_wk46_14,RYo20,46,1026_120_sgaA5_RnS-2G_L14,1.0700e-05,aislado_clinico,0
RYo20_wk46_14,RYo20,46,V703-0537-RnSv2-2G_L14,4.3260e-07,aislado_clinico,1
RYo20_wk46_15,RYo20,46,N332-GT5 gp140,2.2320e-11,prime,1
RYo20_wk46_15,RYo20,46,SF162P3_MD64_B20,1.0010e-07,aislado_clinico,1
RYo20_wk46_15,RYo20,46,DU156_MD39_BET1,9.1150e-07,aislado_clinico,1
RYo20_wk46_15,RYo20,46,Q23.17_MD39_L14,3.7100e-06,aislado_clinico,0
RYo20_wk46_15,RYo20,46,SHIV_AD8_MD64,2.2000e-06,aislado_clinico,0
RYo20_wk46_15,RYo20,46,DU422-1_MD39v2_L14,1.5520e-05,aislado_clinico,0
RYo20_wk46_15,RYo20,46,p1981_MD39_BET1,1.9580e-06,aislado_clinico,0
RYo20_wk46_15,RYo20,46,TRO_11_MD39,2.0790e-06,aislado_clinico,0
RYo20_wk46_15,RYo20,46,0712_250_pblib001_RnS-2G_L14,1.3920e-05,aislado_clinico,0
RYo20_wk46_15,RYo20,46,0860_150_con_RnS-2G_L14,1.2820e-05,aislado_clinico,0
RYo20_wk46_15,RYo20,46,1026_120_sgaA5_RnS-2G_L14,1.0700e-05,aislado_clinico,0
RYo20_wk46_15,RYo20,46,V703-0537-RnSv2-2G_L14,7.4740e-07,aislado_clinico,1
RLf21_wk46_17,RLf21,46,N332-GT5 gp140,1.1030e-10,prime,1
RLf21_wk46_17,RLf21,46,SF162P3_MD64_B20,1.4750e-07,aislado_clinico,1
RLf21_wk46_17,RLf21,46,DU156_MD39_BET1,4.8940e-07,aislado_clinico,1
RLf21_wk46_17,RLf21,46,Q23.17_MD39_L14,1.0270e-06,aislado_clinico,0
RLf21_wk46_17,RLf21,46,SHIV_AD8_MD64,1.8100e-06,aislado_clinico,0
RLf21_wk46_17,RLf21,46,DU422-1_MD39v2_L14,1.3720e-05,aislado_clinico,0
RLf21_wk46_17,RLf21,46,p1981_MD39_BET1,5.8260e-07,aislado_clinico,1
RLf21_wk46_17,RLf21,46,TRO_11_MD39,3.8600e-06,aislado_clinico,0
RLf21_wk46_17,RLf21,46,0712_250_pblib001_RnS-2G_L14,1.3920e-05,aislado_clinico,0
RLf21_wk46_17,RLf21,46,0860_150_con_RnS-2G_L14,1.2820e-05,aislado_clinico,0
RLf21_wk46_17,RLf21,46,1026_120_sgaA5_RnS-2G_L14,1.0700e-05,aislado_clinico,0
RLf21_wk46_17,RLf21,46,V703-0537-RnSv2-2G_L14,1.1920e-06,aislado_clinico,0
RLf21_wk46_21,RLf21,46,N332-GT5 gp140,6.8550e-10,prime,1
RLf21_wk46_21,RLf21,46,SF162P3_MD64_B20,1.2400e-05,aislado_clinico,0
RLf21_wk46_21,RLf21,46,DU156_MD39_BET1,1.3640e-05,aislado_clinico,0
RLf21_wk46_21,RLf21,46,Q23.17_MD39_L14,1.4050e-05,aislado_clinico,0
RLf21_wk46_21,RLf21,46,SHIV_AD8_MD64,1.2640e-05,aislado_clinico,0
RLf21_wk46_21,RLf21,46,DU422-1_MD39v2_L14,1.5520e-05,aislado_clinico,0
RLf21_wk46_21,RLf21,46,p1981_MD39_BET1,1.2650e-05,aislado_clinico,0
RLf21_wk46_21,RLf21,46,TRO_11_MD39,1.2900e-05,aislado_clinico,0
RLf21_wk46_21,RLf21,46,0712_250_pblib001_RnS-2G_L14,1.3920e-05,aislado_clinico,0
RLf21_wk46_21,RLf21,46,0860_150_con_RnS-2G_L14,1.2820e-05,aislado_clinico,0
RLf21_wk46_21,RLf21,46,1026_120_sgaA5_RnS-2G_L14,1.0700e-05,aislado_clinico,0
RLf21_wk46_21,RLf21,46,V703-0537-RnSv2-2G_L14,1.4090e-05,aislado_clinico,0
RLf21_wk46_42,RLf21,46,N332-GT5 gp140,8.5790e-11,prime,1
RLf21_wk46_42,RLf21,46,SF162P3_MD64_B20,1.4080e-08,aislado_clinico,1
RLf21_wk46_42,RLf21,46,DU156_MD39_BET1,2.4110e-08,aislado_clinico,1
RLf21_wk46_42,RLf21,46,Q23.17_MD39_L14,2.0980e-06,aislado_clinico,0
RLf21_wk46_42,RLf21,46,SHIV_AD8_MD64,3.3100e-06,aislado_clinico,0
RLf21_wk46_42,RLf21,46,DU422-1_MD39v2_L14,1.5520e-05,aislado_clinico,0
RLf21_wk46_42,RLf21,46,p1981_MD39_BET1,6.7190e-07,aislado_clinico,1
RLf21_wk46_42,RLf21,46,TRO_11_MD39,8.3020e-07,aislado_clinico,1
RLf21_wk46_42,RLf21,46,0712_250_pblib001_RnS-2G_L14,1.3920e-05,aislado_clinico,0
RLf21_wk46_42,RLf21,46,0860_150_con_RnS-2G_L14,1.2820e-05,aislado_clinico,0
RLf21_wk46_42,RLf21,46,1026_120_sgaA5_RnS-2G_L14,1.0700e-05,aislado_clinico,0
RLf21_wk46_42,RLf21,46,V703-0537-RnSv2-2G_L14,3.4330e-07,aislado_clinico,1
RRr20_wk46_40,RRr20,46,N332-GT5 gp140,2.7930e-11,prime,1
RRr20_wk46_40,RRr20,46,SF162P3_MD64_B20,1.5280e-08,aislado_clinico,1
RRr20_wk46_40,RRr20,46,DU156_MD39_BET1,1.7350e-08,aislado_clinico,1
RRr20_wk46_40,RRr20,46,Q23.17_MD39_L14,6.8400e-07,aislado_clinico,1
RRr20_wk46_40,RRr20,46,SHIV_AD8_MD64,5.3170e-07,aislado_clinico,1
RRr20_wk46_40,RRr20,46,DU422-1_MD39v2_L14,1.5520e-05,aislado_clinico,0
RRr20_wk46_40,RRr20,46,p1981_MD39_BET1,2.2090e-07,aislado_clinico,1
RRr20_wk46_40,RRr20,46,TRO_11_MD39,2.0700e-06,aislado_clinico,0
RRr20_wk46_40,RRr20,46,0712_250_pblib001_RnS-2G_L14,1.3920e-05,aislado_clinico,0
RRr20_wk46_40,RRr20,46,0860_150_con_RnS-2G_L14,5.1500e-06,aislado_clinico,0
RRr20_wk46_40,RRr20,46,1026_120_sgaA5_RnS-2G_L14,1.0700e-05,aislado_clinico,0
RRr20_wk46_40,RRr20,46,V703-0537-RnSv2-2G_L14,6.4910e-07,aislado_clinico,1
RVz20_wk46_19,RVz20,46,N332-GT5 gp140,5.7320e-11,prime,1
RVz20_wk46_19,RVz20,46,SF162P3_MD64_B20,1.5640e-07,aislado_clinico,1
RVz20_wk46_19,RVz20,46,DU156_MD39_BET1,1.3640e-05,aislado_clinico,0
RVz20_wk46_19,RVz20,46,Q23.17_MD39_L14,1.4050e-05,aislado_clinico,0
RVz20_wk46_19,RVz20,46,SHIV_AD8_MD64,1.2640e-05,aislado_clinico,0
RVz20_wk46_19,RVz20,46,DU422-1_MD39v2_L14,1.5520e-05,aislado_clinico,0
RVz20_wk46_19,RVz20,46,p1981_MD39_BET1,8.1500e-06,aislado_clinico,0
RVz20_wk46_19,RVz20,46,TRO_11_MD39,1.2900e-05,aislado_clinico,0
RVz20_wk46_19,RVz20,46,0712_250_pblib001_RnS-2G_L14,1.3920e-05,aislado_clinico,0
RVz20_wk46_19,RVz20,46,0860_150_con_RnS-2G_L14,1.2820e-05,aislado_clinico,0
RVz20_wk46_19,RVz20,46,1026_120_sgaA5_RnS-2G_L14,1.0700e-05,aislado_clinico,0
RVz20_wk46_19,RVz20,46,V703-0537-RnSv2-2G_L14,1.4090e-05,aislado_clinico,0
REe21_wk46_28,REe21,46,N332-GT5 gp140,2.5590e-11,prime,1
REe21_wk46_28,REe21,46,SF162P3_MD64_B20,1.1600e-07,aislado_clinico,1
REe21_wk46_28,REe21,46,DU156_MD39_BET1,1.1300e-06,aislado_clinico,0
REe21_wk46_28,REe21,46,Q23.17_MD39_L14,1.4050e-05,aislado_clinico,0
REe21_wk46_28,REe21,46,SHIV_AD8_MD64,1.2640e-05,aislado_clinico,0
REe21_wk46_28,REe21,46,DU422-1_MD39v2_L14,1.5520e-05,aislado_clinico,0
REe21_wk46_28,REe21,46,p1981_MD39_BET1,4.7380e-07,aislado_clinico,1
REe21_wk46_28,REe21,46,TRO_11_MD39,4.7710e-06,aislado_clinico,0
REe21_wk46_28,REe21,46,0712_250_pblib001_RnS-2G_L14,1.3920e-05,aislado_clinico,0
REe21_wk46_28,REe21,46,0860_150_con_RnS-2G_L14,1.2820e-05,aislado_clinico,0
REe21_wk46_28,REe21,46,1026_120_sgaA5_RnS-2G_L14,1.0700e-05,aislado_clinico,0
REe21_wk46_28,REe21,46,V703-0537-RnSv2-2G_L14,1.7410e-06,aislado_clinico,0
REe21_wk46_31,REe21,46,N332-GT5 gp140,3.0980e-11,prime,1
REe21_wk46_31,REe21,46,SF162P3_MD64_B20,1.3460e-07,aislado_clinico,1
REe21_wk46_31,REe21,46,DU156_MD39_BET1,1.3330e-06,aislado_clinico,0
REe21_wk46_31,REe21,46,Q23.17_MD39_L14,1.4050e-05,aislado_clinico,0
REe21_wk46_31,REe21,46,SHIV_AD8_MD64,1.2640e-05,aislado_clinico,0
REe21_wk46_31,REe21,46,DU422-1_MD39v2_L14,1.5520e-05,aislado_clinico,0
REe21_wk46_31,REe21,46,p1981_MD39_BET1,9.0640e-07,aislado_clinico,1
REe21_wk46_31,REe21,46,TRO_11_MD39,3.4310e-06,aislado_clinico,0
REe21_wk46_31,REe21,46,0712_250_pblib001_RnS-2G_L14,1.3920e-05,aislado_clinico,0
REe21_wk46_31,REe21,46,0860_150_con_RnS-2G_L14,1.2820e-05,aislado_clinico,0
REe21_wk46_31,REe21,46,1026_120_sgaA5_RnS-2G_L14,1.0700e-05,aislado_clinico,0
REe21_wk46_31,REe21,46,V703-0537-RnSv2-2G_L14,3.1960e-06,aislado_clinico,0
REe21_wk46_32,REe21,46,N332-GT5 gp140,1.7150e-11,prime,1
REe21_wk46_32,REe21,46,SF162P3_MD64_B20,2.4040e-07,aislado_clinico,1
REe21_wk46_32,REe21,46,DU156_MD39_BET1,1.3640e-05,aislado_clinico,0
REe21_wk46_32,REe21,46,Q23.17_MD39_L14,1.4050e-05,aislado_clinico,0
REe21_wk46_32,REe21,46,SHIV_AD8_MD64,1.2640e-05,aislado_clinico,0
REe21_wk46_32,REe21,46,DU422-1_MD39v2_L14,1.5520e-05,aislado_clinico,0
REe21_wk46_32,REe21,46,p1981_MD39_BET1,7.6250e-06,aislado_clinico,0
REe21_wk46_32,REe21,46,TRO_11_MD39,1.2900e-05,aislado_clinico,0
REe21_wk46_32,REe21,46,0712_250_pblib001_RnS-2G_L14,1.3920e-05,aislado_clinico,0
REe21_wk46_32,REe21,46,0860_150_con_RnS-2G_L14,1.2820e-05,aislado_clinico,0
REe21_wk46_32,REe21,46,1026_120_sgaA5_RnS-2G_L14,1.0700e-05,aislado_clinico,0
REe21_wk46_32,REe21,46,V703-0537-RnSv2-2G_L14,1.4090e-05,aislado_clinico,0
REe21_wk46_33,REe21,46,N332-GT5 gp140,3.5690e-11,prime,1
REe21_wk46_33,REe21,46,SF162P3_MD64_B20,2.1090e-07,aislado_clinico,1
REe21_wk46_33,REe21,46,DU156_MD39_BET1,8.9750e-06,aislado_clinico,0
REe21_wk46_33,REe21,46,Q23.17_MD39_L14,1.4050e-05,aislado_clinico,0
REe21_wk46_33,REe21,46,SHIV_AD8_MD64,7.3340e-06,aislado_clinico,0
REe21_wk46_33,REe21,46,DU422-1_MD39v2_L14,1.5520e-05,aislado_clinico,0
REe21_wk46_33,REe21,46,p1981_MD39_BET1,2.2160e-06,aislado_clinico,0
REe21_wk46_33,REe21,46,TRO_11_MD39,1.2900e-05,aislado_clinico,0
REe21_wk46_33,REe21,46,0712_250_pblib001_RnS-2G_L14,1.3920e-05,aislado_clinico,0
REe21_wk46_33,REe21,46,0860_150_con_RnS-2G_L14,1.2820e-05,aislado_clinico,0
REe21_wk46_33,REe21,46,1026_120_sgaA5_RnS-2G_L14,1.0700e-05,aislado_clinico,0
REe21_wk46_33,REe21,46,V703-0537-RnSv2-2G_L14,2.6750e-06,aislado_clinico,0
REg21_wk46_25,REg21,46,N332-GT5 gp140,2.2520e-11,prime,1
REg21_wk46_25,REg21,46,SF162P3_MD64_B20,7.0260e-08,aislado_clinico,1
REg21_wk46_25,REg21,46,DU156_MD39_BET1,1.3170e-06,aislado_clinico,0
REg21_wk46_25,REg21,46,Q23.17_MD39_L14,1.4050e-05,aislado_clinico,0
REg21_wk46_25,REg21,46,SHIV_AD8_MD64,1.2640e-05,aislado_clinico,0
REg21_wk46_25,REg21,46,DU422-1_MD39v2_L14,1.5520e-05,aislado_clinico,0
REg21_wk46_25,REg21,46,p1981_MD39_BET1,7.0700e-06,aislado_clinico,0
REg21_wk46_25,REg21,46,TRO_11_MD39,1.2900e-05,aislado_clinico,0
REg21_wk46_25,REg21,46,0712_250_pblib001_RnS-2G_L14,1.3920e-05,aislado_clinico,0
REg21_wk46_25,REg21,46,0860_150_con_RnS-2G_L14,1.2820e-05,aislado_clinico,0
REg21_wk46_25,REg21,46,1026_120_sgaA5_RnS-2G_L14,1.0700e-05,aislado_clinico,0
REg21_wk46_25,REg21,46,V703-0537-RnSv2-2G_L14,4.8600e-06,aislado_clinico,0
REg21_wk46_30,REg21,46,N332-GT5 gp140,1.9730e-11,prime,1
REg21_wk46_30,REg21,46,SF162P3_MD64_B20,1.2400e-05,aislado_clinico,0
REg21_wk46_30,REg21,46,DU156_MD39_BET1,1.3640e-05,aislado_clinico,0
REg21_wk46_30,REg21,46,Q23.17_MD39_L14,1.4050e-05,aislado_clinico,0
REg21_wk46_30,REg21,46,SHIV_AD8_MD64,1.2640e-05,aislado_clinico,0
REg21_wk46_30,REg21,46,DU422-1_MD39v2_L14,1.5520e-05,aislado_clinico,0
REg21_wk46_30,REg21,46,p1981_MD39_BET1,1.2650e-05,aislado_clinico,0
REg21_wk46_30,REg21,46,TRO_11_MD39,1.2900e-05,aislado_clinico,0
REg21_wk46_30,REg21,46,0712_250_pblib001_RnS-2G_L14,1.3920e-05,aislado_clinico,0
REg21_wk46_30,REg21,46,0860_150_con_RnS-2G_L14,1.2820e-05,aislado_clinico,0
REg21_wk46_30,REg21,46,1026_120_sgaA5_RnS-2G_L14,1.0700e-05,aislado_clinico,0
REg21_wk46_30,REg21,46,V703-0537-RnSv2-2G_L14,1.4090e-05,aislado_clinico,0
REg21_wk46_34,REg21,46,N332-GT5 gp140,4.8050e-11,prime,1
REg21_wk46_34,REg21,46,SF162P3_MD64_B20,1.6470e-07,aislado_clinico,1
REg21_wk46_34,REg21,46,DU156_MD39_BET1,1.5430e-06,aislado_clinico,0
REg21_wk46_34,REg21,46,Q23.17_MD39_L14,1.4050e-05,aislado_clinico,0
REg21_wk46_34,REg21,46,SHIV_AD8_MD64,1.2640e-05,aislado_clinico,0
REg21_wk46_34,REg21,46,DU422-1_MD39v2_L14,1.5520e-05,aislado_clinico,0
REg21_wk46_34,REg21,46,p1981_MD39_BET1,7.5640e-06,aislado_clinico,0
REg21_wk46_34,REg21,46,TRO_11_MD39,1.2900e-05,aislado_clinico,0
REg21_wk46_34,REg21,46,0712_250_pblib001_RnS-2G_L14,1.3920e-05,aislado_clinico,0
REg21_wk46_34,REg21,46,0860_150_con_RnS-2G_L14,1.2820e-05,aislado_clinico,0
REg21_wk46_34,REg21,46,1026_120_sgaA5_RnS-2G_L14,1.0700e-05,aislado_clinico,0
REg21_wk46_34,REg21,46,V703-0537-RnSv2-2G_L14,2.0020e-06,aislado_clinico,0
REg21_wk46_36,REg21,46,N332-GT5 gp140,3.6600e-11,prime,1
REg21_wk46_36,REg21,46,SF162P3_MD64_B20,1.2400e-05,aislado_clinico,0
REg21_wk46_36,REg21,46,DU156_MD39_BET1,1.3640e-05,aislado_clinico,0
REg21_wk46_36,REg21,46,Q23.17_MD39_L14,1.4050e-05,aislado_clinico,0
REg21_wk46_36,REg21,46,SHIV_AD8_MD64,1.2640e-05,aislado_clinico,0
REg21_wk46_36,REg21,46,DU422-1_MD39v2_L14,1.5520e-05,aislado_clinico,0
REg21_wk46_36,REg21,46,p1981_MD39_BET1,1.2650e-05,aislado_clinico,0
REg21_wk46_36,REg21,46,TRO_11_MD39,1.2900e-05,aislado_clinico,0
REg21_wk46_36,REg21,46,0712_250_pblib001_RnS-2G_L14,1.3920e-05,aislado_clinico,0
REg21_wk46_36,REg21,46,0860_150_con_RnS-2G_L14,1.2820e-05,aislado_clinico,0
REg21_wk46_36,REg21,46,1026_120_sgaA5_RnS-2G_L14,1.0700e-05,aislado_clinico,0
REg21_wk46_36,REg21,46,V703-0537-RnSv2-2G_L14,1.4090e-05,aislado_clinico,0
RLy20_wk46_27,RLy20,46,N332-GT5 gp140,8.5650e-11,prime,1
RLy20_wk46_27,RLy20,46,SF162P3_MD64_B20,3.0330e-07,aislado_clinico,1
RLy20_wk46_27,RLy20,46,DU156_MD39_BET1,7.6800e-07,aislado_clinico,1
RLy20_wk46_27,RLy20,46,Q23.17_MD39_L14,1.4050e-05,aislado_clinico,0
RLy20_wk46_27,RLy20,46,SHIV_AD8_MD64,1.2640e-05,aislado_clinico,0
RLy20_wk46_27,RLy20,46,DU422-1_MD39v2_L14,1.5520e-05,aislado_clinico,0
RLy20_wk46_27,RLy20,46,p1981_MD39_BET1,5.9830e-06,aislado_clinico,0
RLy20_wk46_27,RLy20,46,TRO_11_MD39,6.0720e-06,aislado_clinico,0
RLy20_wk46_27,RLy20,46,0712_250_pblib001_RnS-2G_L14,1.3920e-05,aislado_clinico,0
RLy20_wk46_27,RLy20,46,0860_150_con_RnS-2G_L14,1.2820e-05,aislado_clinico,0
RLy20_wk46_27,RLy20,46,1026_120_sgaA5_RnS-2G_L14,1.0700e-05,aislado_clinico,0
RLy20_wk46_27,RLy20,46,V703-0537-RnSv2-2G_L14,1.4770e-06,aislado_clinico,0
RLy20_wk46_29,RLy20,46,N332-GT5 gp140,1.0850e-09,prime,1
RLy20_wk46_29,RLy20,46,SF162P3_MD64_B20,1.2400e-05,aislado_clinico,0
RLy20_wk46_29,RLy20,46,DU156_MD39_BET1,1.3640e-05,aislado_clinico,0
RLy20_wk46_29,RLy20,46,Q23.17_MD39_L14,1.4050e-05,aislado_clinico,0
RLy20_wk46_29,RLy20,46,SHIV_AD8_MD64,1.2640e-05,aislado_clinico,0
RLy20_wk46_29,RLy20,46,DU422-1_MD39v2_L14,1.5520e-05,aislado_clinico,0
RLy20_wk46_29,RLy20,46,p1981_MD39_BET1,1.2650e-05,aislado_clinico,0
RLy20_wk46_29,RLy20,46,TRO_11_MD39,1.2900e-05,aislado_clinico,0
RLy20_wk46_29,RLy20,46,0712_250_pblib001_RnS-2G_L14,1.3920e-05,aislado_clinico,0
RLy20_wk46_29,RLy20,46,0860_150_con_RnS-2G_L14,1.2820e-05,aislado_clinico,0
RLy20_wk46_29,RLy20,46,1026_120_sgaA5_RnS-2G_L14,1.0700e-05,aislado_clinico,0
RLy20_wk46_29,RLy20,46,V703-0537-RnSv2-2G_L14,1.4090e-05,aislado_clinico,0
RLy20_wk46_35,RLy20,46,N332-GT5 gp140,1.9040e-11,prime,1
RLy20_wk46_35,RLy20,46,SF162P3_MD64_B20,7.6710e-08,aislado_clinico,1
RLy20_wk46_35,RLy20,46,DU156_MD39_BET1,6.7930e-06,aislado_clinico,0
RLy20_wk46_35,RLy20,46,Q23.17_MD39_L14,1.4050e-05,aislado_clinico,0
RLy20_wk46_35,RLy20,46,SHIV_AD8_MD64,1.2640e-05,aislado_clinico,0
RLy20_wk46_35,RLy20,46,DU422-1_MD39v2_L14,1.5520e-05,aislado_clinico,0
RLy20_wk46_35,RLy20,46,p1981_MD39_BET1,1.2650e-05,aislado_clinico,0
RLy20_wk46_35,RLy20,46,TRO_11_MD39,1.2900e-05,aislado_clinico,0
RLy20_wk46_35,RLy20,46,0712_250_pblib001_RnS-2G_L14,1.3920e-05,aislado_clinico,0
RLy20_wk46_35,RLy20,46,0860_150_con_RnS-2G_L14,1.2820e-05,aislado_clinico,0
RLy20_wk46_35,RLy20,46,1026_120_sgaA5_RnS-2G_L14,1.0700e-05,aislado_clinico,0
RLy20_wk46_35,RLy20,46,V703-0537-RnSv2-2G_L14,3.4130e-06,aislado_clinico,0
RQd20_wk46_37,RQd20,46,N332-GT5 gp140,3.4840e-10,prime,1
RQd20_wk46_37,RQd20,46,SF162P3_MD64_B20,1.0110e-08,aislado_clinico,1
RQd20_wk46_37,RQd20,46,DU156_MD39_BET1,1.6070e-07,aislado_clinico,1
RQd20_wk46_37,RQd20,46,Q23.17_MD39_L14,2.6170e-06,aislado_clinico,0
RQd20_wk46_37,RQd20,46,SHIV_AD8_MD64,7.6040e-06,aislado_clinico,0
RQd20_wk46_37,RQd20,46,DU422-1_MD39v2_L14,1.5520e-05,aislado_clinico,0
RQd20_wk46_37,RQd20,46,p1981_MD39_BET1,9.9470e-07,aislado_clinico,1
RQd20_wk46_37,RQd20,46,TRO_11_MD39,1.2900e-05,aislado_clinico,0
RQd20_wk46_37,RQd20,46,0712_250_pblib001_RnS-2G_L14,1.3920e-05,aislado_clinico,0
RQd20_wk46_37,RQd20,46,0860_150_con_RnS-2G_L14,9.9110e-06,aislado_clinico,0
RQd20_wk46_37,RQd20,46,1026_120_sgaA5_RnS-2G_L14,1.0700e-05,aislado_clinico,0
RQd20_wk46_37,RQd20,46,V703-0537-RnSv2-2G_L14,1.7150e-06,aislado_clinico,0
RQd20_wk46_38,RQd20,46,N332-GT5 gp140,1.1970e-09,prime,1
RQd20_wk46_38,RQd20,46,SF162P3_MD64_B20,1.8750e-06,aislado_clinico,0
RQd20_wk46_38,RQd20,46,DU156_MD39_BET1,1.4690e-06,aislado_clinico,0
RQd20_wk46_38,RQd20,46,Q23.17_MD39_L14,1.4050e-05,aislado_clinico,0
RQd20_wk46_38,RQd20,46,SHIV_AD8_MD64,1.2640e-05,aislado_clinico,0
RQd20_wk46_38,RQd20,46,DU422-1_MD39v2_L14,1.5520e-05,aislado_clinico,0
RQd20_wk46_38,RQd20,46,p1981_MD39_BET1,1.0560e-05,aislado_clinico,0
RQd20_wk46_38,RQd20,46,TRO_11_MD39,1.2900e-05,aislado_clinico,0
RQd20_wk46_38,RQd20,46,0712_250_pblib001_RnS-2G_L14,1.3920e-05,aislado_clinico,0
RQd20_wk46_38,RQd20,46,0860_150_con_RnS-2G_L14,1.2820e-05,aislado_clinico,0
RQd20_wk46_38,RQd20,46,1026_120_sgaA5_RnS-2G_L14,1.0700e-05,aislado_clinico,0
RQd20_wk46_38,RQd20,46,V703-0537-RnSv2-2G_L14,1.4090e-05,aislado_clinico,0
RQd20_wk46_39,RQd20,46,N332-GT5 gp140,1.4030e-09,prime,1
RQd20_wk46_39,RQd20,46,SF162P3_MD64_B20,4.1520e-08,aislado_clinico,1
RQd20_wk46_39,RQd20,46,DU156_MD39_BET1,2.9940e-08,aislado_clinico,1
RQd20_wk46_39,RQd20,46,Q23.17_MD39_L14,1.5020e-06,aislado_clinico,0
RQd20_wk46_39,RQd20,46,SHIV_AD8_MD64,2.2520e-06,aislado_clinico,0
RQd20_wk46_39,RQd20,46,DU422-1_MD39v2_L14,1.5520e-05,aislado_clinico,0
RQd20_wk46_39,RQd20,46,p1981_MD39_BET1,4.3660e-07,aislado_clinico,1
RQd20_wk46_39,RQd20,46,TRO_11_MD39,1.2900e-05,aislado_clinico,0
RQd20_wk46_39,RQd20,46,0712_250_pblib001_RnS-2G_L14,1.3920e-05,aislado_clinico,0
RQd20_wk46_39,RQd20,46,0860_150_con_RnS-2G_L14,1.2820e-05,aislado_clinico,0
RQd20_wk46_39,RQd20,46,1026_120_sgaA5_RnS-2G_L14,1.0700e-05,aislado_clinico,0
RQd20_wk46_39,RQd20,46,V703-0537-RnSv2-2G_L14,1.5620e-06,aislado_clinico,0
RYy20_wk46_23,RYy20,46,N332-GT5 gp140,3.5310e-11,prime,1
RYy20_wk46_23,RYy20,46,SF162P3_MD64_B20,4.3290e-08,aislado_clinico,1
RYy20_wk46_23,RYy20,46,DU156_MD39_BET1,3.9140e-06,aislado_clinico,0
RYy20_wk46_23,RYy20,46,Q23.17_MD39_L14,1.4050e-05,aislado_clinico,0
RYy20_wk46_23,RYy20,46,SHIV_AD8_MD64,1.2640e-05,aislado_clinico,0
RYy20_wk46_23,RYy20,46,DU422-1_MD39v2_L14,1.5520e-05,aislado_clinico,0
RYy20_wk46_23,RYy20,46,p1981_MD39_BET1,1.2650e-05,aislado_clinico,0
RYy20_wk46_23,RYy20,46,TRO_11_MD39,1.2900e-05,aislado_clinico,0
RYy20_wk46_23,RYy20,46,0712_250_pblib001_RnS-2G_L14,1.3920e-05,aislado_clinico,0
RYy20_wk46_23,RYy20,46,0860_150_con_RnS-2G_L14,1.2820e-05,aislado_clinico,0
RYy20_wk46_23,RYy20,46,1026_120_sgaA5_RnS-2G_L14,1.0700e-05,aislado_clinico,0
RYy20_wk46_23,RYy20,46,V703-0537-RnSv2-2G_L14,1.0350e-05,aislado_clinico,0
RYy20_wk46_24,RYy20,46,N332-GT5 gp140,2.4250e-11,prime,1
RYy20_wk46_24,RYy20,46,SF162P3_MD64_B20,1.2400e-05,aislado_clinico,0
RYy20_wk46_24,RYy20,46,DU156_MD39_BET1,1.3640e-05,aislado_clinico,0
