antibody_short,animal,semana,inmunogeno,kd_molar,tipo,se_une
REg21_wk56_56,REg21,56,TRO_11_MD39,2.6480e-06,aislado_clinico,0
REg21_wk56_56,REg21,56,0712_250_pblib001_RnS-2G_L14,1.3450e-05,aislado_clinico,0
REg21_wk56_56,REg21,56,0860_150_con_RnS-2G_L14,1.2730e-05,aislado_clinico,0
REg21_wk56_56,REg21,56,1026_120_sgaA5_RnS-2G_L14,1.0700e-05,aislado_clinico,0
REg21_wk56_56,REg21,56,V703-0537-RnSv2-2G_L14,4.6440e-07,aislado_clinico,1
REg21_wk56_58,REg21,56,N332-GT5 gp140,1.2640e-09,prime,1
REg21_wk56_58,REg21,56,SF162P3_MD64_B20,1.0180e-07,aislado_clinico,1
REg21_wk56_58,REg21,56,DU156_MD39_BET1,2.2080e-07,aislado_clinico,1
REg21_wk56_58,REg21,56,Q23.17_MD39_L14,1.5610e-06,aislado_clinico,0
REg21_wk56_58,REg21,56,SHIV_AD8_MD64,1.2360e-06,aislado_clinico,0
REg21_wk56_58,REg21,56,DU422-1_MD39v2_L14,1.2210e-05,aislado_clinico,0
REg21_wk56_58,REg21,56,p1981_MD39_BET1,3.4200e-07,aislado_clinico,1
REg21_wk56_58,REg21,56,TRO_11_MD39,2.3730e-06,aislado_clinico,0
REg21_wk56_58,REg21,56,0712_250_pblib001_RnS-2G_L14,1.3450e-05,aislado_clinico,0
REg21_wk56_58,REg21,56,0860_150_con_RnS-2G_L14,1.2730e-05,aislado_clinico,0
REg21_wk56_58,REg21,56,1026_120_sgaA5_RnS-2G_L14,1.0700e-05,aislado_clinico,0
REg21_wk56_58,REg21,56,V703-0537-RnSv2-2G_L14,5.0550e-07,aislado_clinico,1
REg21_wk56_59,REg21,56,N332-GT5 gp140,2.3540e-10,prime,1
REg21_wk56_59,REg21,56,SF162P3_MD64_B20,1.5460e-07,aislado_clinico,1
REg21_wk56_59,REg21,56,DU156_MD39_BET1,4.6310e-07,aislado_clinico,1
REg21_wk56_59,REg21,56,Q23.17_MD39_L14,5.6590e-06,aislado_clinico,0
REg21_wk56_59,REg21,56,SHIV_AD8_MD64,8.2540e-06,aislado_clinico,0
REg21_wk56_59,REg21,56,DU422-1_MD39v2_L14,1.2210e-05,aislado_clinico,0
REg21_wk56_59,REg21,56,p1981_MD39_BET1,6.2270e-07,aislado_clinico,1
REg21_wk56_59,REg21,56,TRO_11_MD39,4.1590e-06,aislado_clinico,0
REg21_wk56_59,REg21,56,0712_250_pblib001_RnS-2G_L14,1.3450e-05,aislado_clinico,0
REg21_wk56_59,REg21,56,0860_150_con_RnS-2G_L14,1.2730e-05,aislado_clinico,0
REg21_wk56_59,REg21,56,1026_120_sgaA5_RnS-2G_L14,1.0700e-05,aislado_clinico,0
REg21_wk56_59,REg21,56,V703-0537-RnSv2-2G_L14,9.3300e-07,aislado_clinico,1
REg21_wk56_60,REg21,56,N332-GT5 gp140,4.0170e-11,prime,1
REg21_wk56_60,REg21,56,SF162P3_MD64_B20,5.5100e-08,aislado_clinico,1
REg21_wk56_60,REg21,56,DU156_MD39_BET1,1.4800e-07,aislado_clinico,1
REg21_wk56_60,REg21,56,Q23.17_MD39_L14,1.0600e-06,aislado_clinico,0
REg21_wk56_60,REg21,56,SHIV_AD8_MD64,1.4300e-06,aislado_clinico,0
REg21_wk56_60,REg21,56,DU422-1_MD39v2_L14,8.9720e-06,aislado_clinico,0
REg21_wk56_60,REg21,56,p1981_MD39_BET1,3.1060e-07,aislado_clinico,1
REg21_wk56_60,REg21,56,TRO_11_MD39,1.9520e-06,aislado_clinico,0
REg21_wk56_60,REg21,56,0712_250_pblib001_RnS-2G_L14,1.3450e-05,aislado_clinico,0
REg21_wk56_60,REg21,56,0860_150_con_RnS-2G_L14,1.2730e-05,aislado_clinico,0
REg21_wk56_60,REg21,56,1026_120_sgaA5_RnS-2G_L14,1.0700e-05,aislado_clinico,0
REg21_wk56_60,REg21,56,V703-0537-RnSv2-2G_L14,4.1870e-07,aislado_clinico,1
REg21_wk56_61,REg21,56,N332-GT5 gp140,1.8810e-11,prime,1
REg21_wk56_61,REg21,56,SF162P3_MD64_B20,1.5670e-09,aislado_clinico,1
REg21_wk56_61,REg21,56,DU156_MD39_BET1,1.6540e-07,aislado_clinico,1
REg21_wk56_61,REg21,56,Q23.17_MD39_L14,1.2210e-06,aislado_clinico,0
REg21_wk56_61,REg21,56,SHIV_AD8_MD64,1.2900e-06,aislado_clinico,0
REg21_wk56_61,REg21,56,DU422-1_MD39v2_L14,9.7190e-06,aislado_clinico,0
REg21_wk56_61,REg21,56,p1981_MD39_BET1,2.6870e-07,aislado_clinico,1
REg21_wk56_61,REg21,56,TRO_11_MD39,2.3190e-06,aislado_clinico,0
REg21_wk56_61,REg21,56,0712_250_pblib001_RnS-2G_L14,1.3450e-05,aislado_clinico,0
REg21_wk56_61,REg21,56,0860_150_con_RnS-2G_L14,1.2730e-05,aislado_clinico,0
REg21_wk56_61,REg21,56,1026_120_sgaA5_RnS-2G_L14,1.0700e-05,aislado_clinico,0
REg21_wk56_61,REg21,56,V703-0537-RnSv2-2G_L14,1.8640e-07,aislado_clinico,1
REg21_wk56_62,REg21,56,N332-GT5 gp140,2.1820e-11,prime,1
REg21_wk56_62,REg21,56,SF162P3_MD64_B20,1.6610e-09,aislado_clinico,1
REg21_wk56_62,REg21,56,DU156_MD39_BET1,1.2370e-07,aislado_clinico,1
REg21_wk56_62,REg21,56,Q23.17_MD39_L14,1.1850e-06,aislado_clinico,0
REg21_wk56_62,REg21,56,SHIV_AD8_MD64,7.9310e-07,aislado_clinico,1
REg21_wk56_62,REg21,56,DU422-1_MD39v2_L14,5.3910e-06,aislado_clinico,0
REg21_wk56_62,REg21,56,p1981_MD39_BET1,2.4580e-07,aislado_clinico,1
REg21_wk56_62,REg21,56,TRO_11_MD39,1.4610e-06,aislado_clinico,0
REg21_wk56_62,REg21,56,0712_250_pblib001_RnS-2G_L14,1.3450e-05,aislado_clinico,0
REg21_wk56_62,REg21,56,0860_150_con_RnS-2G_L14,1.2730e-05,aislado_clinico,0
REg21_wk56_62,REg21,56,1026_120_sgaA5_RnS-2G_L14,1.0700e-05,aislado_clinico,0
REg21_wk56_62,REg21,56,V703-0537-RnSv2-2G_L14,9.6820e-08,aislado_clinico,1
REg21_wk56_63,REg21,56,N332-GT5 gp140,6.3480e-11,prime,1
REg21_wk56_63,REg21,56,SF162P3_MD64_B20,3.3380e-08,aislado_clinico,1
REg21_wk56_63,REg21,56,DU156_MD39_BET1,1.4670e-07,aislado_clinico,1
REg21_wk56_63,REg21,56,Q23.17_MD39_L14,1.1120e-06,aislado_clinico,0
REg21_wk56_63,REg21,56,SHIV_AD8_MD64,1.3120e-06,aislado_clinico,0
REg21_wk56_63,REg21,56,DU422-1_MD39v2_L14,1.2210e-05,aislado_clinico,0
REg21_wk56_63,REg21,56,p1981_MD39_BET1,3.0420e-07,aislado_clinico,1
REg21_wk56_63,REg21,56,TRO_11_MD39,1.9240e-06,aislado_clinico,0
REg21_wk56_63,REg21,56,0712_250_pblib001_RnS-2G_L14,1.3450e-05,aislado_clinico,0
REg21_wk56_63,REg21,56,0860_150_con_RnS-2G_L14,1.2730e-05,aislado_clinico,0
REg21_wk56_63,REg21,56,1026_120_sgaA5_RnS-2G_L14,1.0700e-05,aislado_clinico,0
REg21_wk56_63,REg21,56,V703-0537-RnSv2-2G_L14,3.2380e-07,aislado_clinico,1
REg21_wk56_66,REg21,56,N332-GT5 gp140,1.1920e-09,prime,1
REg21_wk56_66,REg21,56,SF162P3_MD64_B20,1.2020e-07,aislado_clinico,1
REg21_wk56_66,REg21,56,DU156_MD39_BET1,1.9770e-07,aislado_clinico,1
REg21_wk56_66,REg21,56,Q23.17_MD39_L14,1.7690e-06,aislado_clinico,0
REg21_wk56_66,REg21,56,SHIV_AD8_MD64,1.1530e-06,aislado_clinico,0
REg21_wk56_66,REg21,56,DU422-1_MD39v2_L14,1.2210e-05,aislado_clinico,0
REg21_wk56_66,REg21,56,p1981_MD39_BET1,4.0630e-07,aislado_clinico,1
REg21_wk56_66,REg21,56,TRO_11_MD39,2.4520e-06,aislado_clinico,0
REg21_wk56_66,REg21,56,0712_250_pblib001_RnS-2G_L14,1.3450e-05,aislado_clinico,0
REg21_wk56_66,REg21,56,0860_150_con_RnS-2G_L14,1.2730e-05,aislado_clinico,0
REg21_wk56_66,REg21,56,1026_120_sgaA5_RnS-2G_L14,1.0700e-05,aislado_clinico,0
REg21_wk56_66,REg21,56,V703-0537-RnSv2-2G_L14,5.3710e-07,aislado_clinico,1
RQd20_w56_22,RQd20,,N332-GT5 gp140,1.5810e-10,prime,1
RQd20_w56_22,RQd20,,SF162P3_MD64_B20,6.8770e-09,aislado_clinico,1
RQd20_w56_22,RQd20,,DU156_MD39_BET1,1.5190e-07,aislado_clinico,1
RQd20_w56_22,RQd20,,Q23.17_MD39_L14,1.3770e-05,aislado_clinico,0
RQd20_w56_22,RQd20,,SHIV_AD8_MD64,1.2380e-05,aislado_clinico,0
RQd20_w56_22,RQd20,,DU422-1_MD39v2_L14,1.2210e-05,aislado_clinico,0
RQd20_w56_22,RQd20,,p1981_MD39_BET1,3.1130e-06,aislado_clinico,0
RQd20_w56_22,RQd20,,TRO_11_MD39,1.2130e-05,aislado_clinico,0
RQd20_w56_22,RQd20,,0712_250_pblib001_RnS-2G_L14,1.3450e-05,aislado_clinico,0
RQd20_w56_22,RQd20,,0860_150_con_RnS-2G_L14,1.2730e-05,aislado_clinico,0
RQd20_w56_22,RQd20,,1026_120_sgaA5_RnS-2G_L14,1.0700e-05,aislado_clinico,0
RQd20_w56_22,RQd20,,V703-0537-RnSv2-2G_L14,1.7190e-06,aislado_clinico,0
RQd20_w56_23,RQd20,,N332-GT5 gp140,6.0920e-09,prime,1
RQd20_w56_23,RQd20,,SF162P3_MD64_B20,5.1740e-08,aislado_clinico,1
RQd20_w56_23,RQd20,,DU156_MD39_BET1,1.9440e-08,aislado_clinico,1
RQd20_w56_23,RQd20,,Q23.17_MD39_L14,1.7680e-07,aislado_clinico,1
RQd20_w56_23,RQd20,,SHIV_AD8_MD64,5.8170e-07,aislado_clinico,1
RQd20_w56_23,RQd20,,DU422-1_MD39v2_L14,1.2210e-05,aislado_clinico,0
RQd20_w56_23,RQd20,,p1981_MD39_BET1,1.1490e-07,aislado_clinico,1
RQd20_w56_23,RQd20,,TRO_11_MD39,6.7040e-07,aislado_clinico,1
RQd20_w56_23,RQd20,,0712_250_pblib001_RnS-2G_L14,9.7020e-06,aislado_clinico,0
RQd20_w56_23,RQd20,,0860_150_con_RnS-2G_L14,1.0520e-06,aislado_clinico,0
RQd20_w56_23,RQd20,,1026_120_sgaA5_RnS-2G_L14,9.4980e-07,aislado_clinico,1
RQd20_w56_23,RQd20,,V703-0537-RnSv2-2G_L14,3.5540e-07,aislado_clinico,1
RQd20_w56_24,RQd20,,N332-GT5 gp140,6.4570e-09,prime,1
RQd20_w56_24,RQd20,,SF162P3_MD64_B20,2.8980e-08,aislado_clinico,1
RQd20_w56_24,RQd20,,DU156_MD39_BET1,4.5710e-08,aislado_clinico,1
RQd20_w56_24,RQd20,,Q23.17_MD39_L14,1.8730e-07,aislado_clinico,1
RQd20_w56_24,RQd20,,SHIV_AD8_MD64,5.8350e-07,aislado_clinico,1
RQd20_w56_24,RQd20,,DU422-1_MD39v2_L14,1.2210e-05,aislado_clinico,0
RQd20_w56_24,RQd20,,p1981_MD39_BET1,5.5930e-08,aislado_clinico,1
RQd20_w56_24,RQd20,,TRO_11_MD39,7.4390e-07,aislado_clinico,1
RQd20_w56_24,RQd20,,0712_250_pblib001_RnS-2G_L14,1.3450e-05,aislado_clinico,0
RQd20_w56_24,RQd20,,0860_150_con_RnS-2G_L14,1.5850e-06,aislado_clinico,0
RQd20_w56_24,RQd20,,1026_120_sgaA5_RnS-2G_L14,1.4080e-06,aislado_clinico,0
RQd20_w56_24,RQd20,,V703-0537-RnSv2-2G_L14,6.0570e-07,aislado_clinico,1
RQd20_w56_25,RQd20,,N332-GT5 gp140,8.6670e-10,prime,1
RQd20_w56_25,RQd20,,SF162P3_MD64_B20,1.1430e-08,aislado_clinico,1
RQd20_w56_25,RQd20,,DU156_MD39_BET1,3.3840e-08,aislado_clinico,1
RQd20_w56_25,RQd20,,Q23.17_MD39_L14,3.8820e-07,aislado_clinico,1
RQd20_w56_25,RQd20,,SHIV_AD8_MD64,6.4530e-07,aislado_clinico,1
RQd20_w56_25,RQd20,,DU422-1_MD39v2_L14,1.2210e-05,aislado_clinico,0
RQd20_w56_25,RQd20,,p1981_MD39_BET1,5.2280e-08,aislado_clinico,1
RQd20_w56_25,RQd20,,TRO_11_MD39,2.7030e-06,aislado_clinico,0
RQd20_w56_25,RQd20,,0712_250_pblib001_RnS-2G_L14,1.3450e-05,aislado_clinico,0
RQd20_w56_25,RQd20,,0860_150_con_RnS-2G_L14,3.0470e-06,aislado_clinico,0
RQd20_w56_25,RQd20,,1026_120_sgaA5_RnS-2G_L14,5.4960e-06,aislado_clinico,0
RQd20_w56_25,RQd20,,V703-0537-RnSv2-2G_L14,6.0040e-08,aislado_clinico,1
RQd20_w56_26,RQd20,,N332-GT5 gp140,8.9760e-10,prime,1
RQd20_w56_26,RQd20,,SF162P3_MD64_B20,5.1330e-09,aislado_clinico,1
RQd20_w56_26,RQd20,,DU156_MD39_BET1,1.3760e-08,aislado_clinico,1
RQd20_w56_26,RQd20,,Q23.17_MD39_L14,2.8720e-07,aislado_clinico,1
RQd20_w56_26,RQd20,,SHIV_AD8_MD64,1.5550e-07,aislado_clinico,1
RQd20_w56_26,RQd20,,DU422-1_MD39v2_L14,1.8480e-06,aislado_clinico,0
RQd20_w56_26,RQd20,,p1981_MD39_BET1,4.8230e-08,aislado_clinico,1
RQd20_w56_26,RQd20,,TRO_11_MD39,3.5960e-07,aislado_clinico,1
RQd20_w56_26,RQd20,,0712_250_pblib001_RnS-2G_L14,1.3450e-05,aislado_clinico,0
RQd20_w56_26,RQd20,,0860_150_con_RnS-2G_L14,7.1660e-06,aislado_clinico,0
RQd20_w56_26,RQd20,,1026_120_sgaA5_RnS-2G_L14,3.1830e-06,aislado_clinico,0
RQd20_w56_26,RQd20,,V703-0537-RnSv2-2G_L14,1.3660e-08,aislado_clinico,1
RQd20_w56_27,RQd20,,N332-GT5 gp140,1.4410e-09,prime,1
RQd20_w56_27,RQd20,,SF162P3_MD64_B20,1.1510e-08,aislado_clinico,1
RQd20_w56_27,RQd20,,DU156_MD39_BET1,3.9840e-08,aislado_clinico,1
RQd20_w56_27,RQd20,,Q23.17_MD39_L14,2.1130e-07,aislado_clinico,1
RQd20_w56_27,RQd20,,SHIV_AD8_MD64,1.2380e-05,aislado_clinico,0
RQd20_w56_27,RQd20,,DU422-1_MD39v2_L14,1.2210e-05,aislado_clinico,0
RQd20_w56_27,RQd20,,p1981_MD39_BET1,9.1670e-08,aislado_clinico,1
RQd20_w56_27,RQd20,,TRO_11_MD39,7.0900e-07,aislado_clinico,1
RQd20_w56_27,RQd20,,0712_250_pblib001_RnS-2G_L14,1.3450e-05,aislado_clinico,0
RQd20_w56_27,RQd20,,0860_150_con_RnS-2G_L14,1.2730e-05,aislado_clinico,0
RQd20_w56_27,RQd20,,1026_120_sgaA5_RnS-2G_L14,1.0700e-05,aislado_clinico,0
RQd20_w56_27,RQd20,,V703-0537-RnSv2-2G_L14,2.4330e-08,aislado_clinico,1
RQd20_w56_28,RQd20,,N332-GT5 gp140,9.0590e-10,prime,1
RQd20_w56_28,RQd20,,SF162P3_MD64_B20,6.0060e-08,aislado_clinico,1
RQd20_w56_28,RQd20,,DU156_MD39_BET1,2.8920e-08,aislado_clinico,1
RQd20_w56_28,RQd20,,Q23.17_MD39_L14,3.7410e-07,aislado_clinico,1
RQd20_w56_28,RQd20,,SHIV_AD8_MD64,1.0950e-06,aislado_clinico,0
RQd20_w56_28,RQd20,,DU422-1_MD39v2_L14,1.2210e-05,aislado_clinico,0
RQd20_w56_28,RQd20,,p1981_MD39_BET1,2.4940e-07,aislado_clinico,1
RQd20_w56_28,RQd20,,TRO_11_MD39,1.4680e-06,aislado_clinico,0
RQd20_w56_28,RQd20,,0712_250_pblib001_RnS-2G_L14,1.3450e-05,aislado_clinico,0
RQd20_w56_28,RQd20,,0860_150_con_RnS-2G_L14,3.4420e-06,aislado_clinico,0
RQd20_w56_28,RQd20,,1026_120_sgaA5_RnS-2G_L14,2.7380e-06,aislado_clinico,0
RQd20_w56_28,RQd20,,V703-0537-RnSv2-2G_L14,8.1280e-07,aislado_clinico,1
RQd20_w56_29,RQd20,,N332-GT5 gp140,2.2810e-10,prime,1
RQd20_w56_29,RQd20,,SF162P3_MD64_B20,5.7190e-09,aislado_clinico,1
RQd20_w56_29,RQd20,,DU156_MD39_BET1,1.2900e-08,aislado_clinico,1
RQd20_w56_29,RQd20,,Q23.17_MD39_L14,2.8450e-07,aislado_clinico,1
RQd20_w56_29,RQd20,,SHIV_AD8_MD64,5.7460e-07,aislado_clinico,1
RQd20_w56_29,RQd20,,DU422-1_MD39v2_L14,4.0900e-05,aislado_clinico,0
RQd20_w56_29,RQd20,,p1981_MD39_BET1,1.6160e-07,aislado_clinico,1
RQd20_w56_29,RQd20,,TRO_11_MD39,5.1860e-07,aislado_clinico,1
RQd20_w56_29,RQd20,,0712_250_pblib001_RnS-2G_L14,1.5570e-05,aislado_clinico,0
RQd20_w56_29,RQd20,,0860_150_con_RnS-2G_L14,2.6960e-06,aislado_clinico,0
RQd20_w56_29,RQd20,,1026_120_sgaA5_RnS-2G_L14,2.1750e-06,aislado_clinico,0
RQd20_w56_29,RQd20,,V703-0537-RnSv2-2G_L14,3.0410e-07,aislado_clinico,1
RQd20_w56_30,RQd20,,N332-GT5 gp140,6.9770e-11,prime,1
RQd20_w56_30,RQd20,,SF162P3_MD64_B20,4.6980e-09,aislado_clinico,1
RQd20_w56_30,RQd20,,DU156_MD39_BET1,1.4420e-08,aislado_clinico,1
RQd20_w56_30,RQd20,,Q23.17_MD39_L14,1.5060e-06,aislado_clinico,0
RQd20_w56_30,RQd20,,SHIV_AD8_MD64,8.1230e-07,aislado_clinico,1
RQd20_w56_30,RQd20,,DU422-1_MD39v2_L14,7.0880e-06,aislado_clinico,0
RQd20_w56_30,RQd20,,p1981_MD39_BET1,1.2930e-06,aislado_clinico,0
RQd20_w56_30,RQd20,,TRO_11_MD39,8.6860e-07,aislado_clinico,1
RQd20_w56_30,RQd20,,0712_250_pblib001_RnS-2G_L14,1.3450e-05,aislado_clinico,0
RQd20_w56_30,RQd20,,0860_150_con_RnS-2G_L14,1.2730e-05,aislado_clinico,0
RQd20_w56_30,RQd20,,1026_120_sgaA5_RnS-2G_L14,1.0700e-05,aislado_clinico,0
RQd20_w56_30,RQd20,,V703-0537-RnSv2-2G_L14,7.4760e-07,aislado_clinico,1
RDj20_wk72_67,RDj20,72,N332-GT5 gp140,9.6690e-12,prime,1
RDj20_wk72_67,RDj20,72,SF162P3_MD64_B20,2.3370e-06,aislado_clinico,0
RDj20_wk72_67,RDj20,72,DU156_MD39_BET1,1.3010e-05,aislado_clinico,0
RDj20_wk72_67,RDj20,72,Q23.17_MD39_L14,1.0270e-05,aislado_clinico,0
RDj20_wk72_67,RDj20,72,SHIV_AD8_MD64,1.2380e-05,aislado_clinico,0
RDj20_wk72_67,RDj20,72,DU422-1_MD39v2_L14,1.2210e-05,aislado_clinico,0
RDj20_wk72_67,RDj20,72,p1981_MD39_BET1,1.3420e-05,aislado_clinico,0
RDj20_wk72_67,RDj20,72,TRO_11_MD39,1.2130e-05,aislado_clinico,0
RDj20_wk72_67,RDj20,72,0712_250_pblib001_RnS-2G_L14,1.3450e-05,aislado_clinico,0
RDj20_wk72_67,RDj20,72,0860_150_con_RnS-2G_L14,1.2730e-05,aislado_clinico,0
RDj20_wk72_67,RDj20,72,1026_120_sgaA5_RnS-2G_L14,1.0700e-05,aislado_clinico,0
RDj20_wk72_67,RDj20,72,V703-0537-RnSv2-2G_L14,1.3010e-05,aislado_clinico,0
RFe21_wk72_68,RFe21,72,N332-GT5 gp140,3.4790e-12,prime,1
RFe21_wk72_68,RFe21,72,SF162P3_MD64_B20,1.2040e-05,aislado_clinico,0
RFe21_wk72_68,RFe21,72,DU156_MD39_BET1,1.3010e-05,aislado_clinico,0
RFe21_wk72_68,RFe21,72,Q23.17_MD39_L14,1.0270e-05,aislado_clinico,0
RFe21_wk72_68,RFe21,72,SHIV_AD8_MD64,1.2380e-05,aislado_clinico,0
RFe21_wk72_68,RFe21,72,DU422-1_MD39v2_L14,1.2210e-05,aislado_clinico,0
RFe21_wk72_68,RFe21,72,p1981_MD39_BET1,1.3420e-05,aislado_clinico,0
RFe21_wk72_68,RFe21,72,TRO_11_MD39,1.2130e-05,aislado_clinico,0
RFe21_wk72_68,RFe21,72,0712_250_pblib001_RnS-2G_L14,1.3450e-05,aislado_clinico,0
RFe21_wk72_68,RFe21,72,0860_150_con_RnS-2G_L14,1.2730e-05,aislado_clinico,0
RFe21_wk72_68,RFe21,72,1026_120_sgaA5_RnS-2G_L14,1.0700e-05,aislado_clinico,0
RFe21_wk72_68,RFe21,72,V703-0537-RnSv2-2G_L14,1.3010e-05,aislado_clinico,0
RLz20_wk72_69,RLz20,72,N332-GT5 gp140,1.4250e-11,prime,1
RLz20_wk72_69,RLz20,72,SF162P3_MD64_B20,3.0070e-06,aislado_clinico,0
RLz20_wk72_69,RLz20,72,DU156_MD39_BET1,1.3010e-05,aislado_clinico,0
RLz20_wk72_69,RLz20,72,Q23.17_MD39_L14,1.0270e-05,aislado_clinico,0
RLz20_wk72_69,RLz20,72,SHIV_AD8_MD64,1.2380e-05,aislado_clinico,0
RLz20_wk72_69,RLz20,72,DU422-1_MD39v2_L14,1.2210e-05,aislado_clinico,0
RLz20_wk72_69,RLz20,72,p1981_MD39_BET1,1.3420e-05,aislado_clinico,0
RLz20_wk72_69,RLz20,72,TRO_11_MD39,1.2130e-05,aislado_clinico,0
RLz20_wk72_69,RLz20,72,0712_250_pblib001_RnS-2G_L14,1.3450e-05,aislado_clinico,0
RLz20_wk72_69,RLz20,72,0860_150_con_RnS-2G_L14,1.2730e-05,aislado_clinico,0
RLz20_wk72_69,RLz20,72,1026_120_sgaA5_RnS-2G_L14,1.0700e-05,aislado_clinico,0
RLz20_wk72_69,RLz20,72,V703-0537-RnSv2-2G_L14,1.3010e-05,aislado_clinico,0
RTd20_wk72_63,RTd20,72,N332-GT5 gp140,6.5950e-12,prime,1
RTd20_wk72_63,RTd20,72,SF162P3_MD64_B20,1.2040e-05,aislado_clinico,0
RTd20_wk72_63,RTd20,72,DU156_MD39_BET1,1.3010e-05,aislado_clinico,0
RTd20_wk72_63,RTd20,72,Q23.17_MD39_L14,1.0270e-05,aislado_clinico,0
RTd20_wk72_63,RTd20,72,SHIV_AD8_MD64,1.2380e-05,aislado_clinico,0
RTd20_wk72_63,RTd20,72,DU422-1_MD39v2_L14,1.2210e-05,aislado_clinico,0
RTd20_wk72_63,RTd20,72,p1981_MD39_BET1,1.3420e-05,aislado_clinico,0
RTd20_wk72_63,RTd20,72,TRO_11_MD39,1.2130e-05,aislado_clinico,0
RTd20_wk72_63,RTd20,72,0712_250_pblib001_RnS-2G_L14,1.3450e-05,aislado_clinico,0
RTd20_wk72_63,RTd20,72,0860_150_con_RnS-2G_L14,1.2730e-05,aislado_clinico,0
RTd20_wk72_63,RTd20,72,1026_120_sgaA5_RnS-2G_L14,1.0700e-05,aislado_clinico,0
RTd20_wk72_63,RTd20,72,V703-0537-RnSv2-2G_L14,1.3010e-05,aislado_clinico,0
RZc21_wk72_65,RZc21,72,N332-GT5 gp140,3.1560e-11,prime,1
RZc21_wk72_65,RZc21,72,SF162P3_MD64_B20,1.2040e-05,aislado_clinico,0
RZc21_wk72_65,RZc21,72,DU156_MD39_BET1,1.3010e-05,aislado_clinico,0
RZc21_wk72_65,RZc21,72,Q23.17_MD39_L14,1.0270e-05,aislado_clinico,0
RZc21_wk72_65,RZc21,72,SHIV_AD8_MD64,1.2380e-05,aislado_clinico,0
RZc21_wk72_65,RZc21,72,DU422-1_MD39v2_L14,1.2210e-05,aislado_clinico,0
RZc21_wk72_65,RZc21,72,p1981_MD39_BET1,1.3420e-05,aislado_clinico,0
RZc21_wk72_65,RZc21,72,TRO_11_MD39,1.2130e-05,aislado_clinico,0
RZc21_wk72_65,RZc21,72,0712_250_pblib001_RnS-2G_L14,1.3450e-05,aislado_clinico,0
RZc21_wk72_65,RZc21,72,0860_150_con_RnS-2G_L14,1.2730e-05,aislado_clinico,0
RZc21_wk72_65,RZc21,72,1026_120_sgaA5_RnS-2G_L14,1.0700e-05,aislado_clinico,0
RZc21_wk72_65,RZc21,72,V703-0537-RnSv2-2G_L14,1.3010e-05,aislado_clinico,0
RZc21_wk72_66,RZc21,72,N332-GT5 gp140,3.8990e-11,prime,1
RZc21_wk72_66,RZc21,72,SF162P3_MD64_B20,1.2040e-05,aislado_clinico,0
RZc21_wk72_66,RZc21,72,DU156_MD39_BET1,1.3010e-05,aislado_clinico,0
RZc21_wk72_66,RZc21,72,Q23.17_MD39_L14,1.0270e-05,aislado_clinico,0
RZc21_wk72_66,RZc21,72,SHIV_AD8_MD64,1.2380e-05,aislado_clinico,0
RZc21_wk72_66,RZc21,72,DU422-1_MD39v2_L14,1.2210e-05,aislado_clinico,0
RZc21_wk72_66,RZc21,72,p1981_MD39_BET1,1.3420e-05,aislado_clinico,0
RZc21_wk72_66,RZc21,72,TRO_11_MD39,1.2130e-05,aislado_clinico,0
RZc21_wk72_66,RZc21,72,0712_250_pblib001_RnS-2G_L14,1.3450e-05,aislado_clinico,0
RZc21_wk72_66,RZc21,72,0860_150_con_RnS-2G_L14,1.2730e-05,aislado_clinico,0
RZc21_wk72_66,RZc21,72,1026_120_sgaA5_RnS-2G_L14,1.0700e-05,aislado_clinico,0
RZc21_wk72_66,RZc21,72,V703-0537-RnSv2-2G_L14,1.3010e-05,aislado_clinico,0
RKb21_wk72_44,RKb21,72,N332-GT5 gp140,2.9300e-10,prime,1
RKb21_wk72_44,RKb21,72,SF162P3_MD64_B20,2.8500e-09,aislado_clinico,1
RKb21_wk72_44,RKb21,72,DU156_MD39_BET1,1.0060e-08,aislado_clinico,1
RKb21_wk72_44,RKb21,72,Q23.17_MD39_L14,1.0010e-07,aislado_clinico,1
RKb21_wk72_44,RKb21,72,SHIV_AD8_MD64,1.9120e-08,aislado_clinico,1
RKb21_wk72_44,RKb21,72,DU422-1_MD39v2_L14,2.1150e-06,aislado_clinico,0
RKb21_wk72_44,RKb21,72,p1981_MD39_BET1,9.0910e-09,aislado_clinico,1
RKb21_wk72_44,RKb21,72,TRO_11_MD39,2.6780e-07,aislado_clinico,1
RKb21_wk72_44,RKb21,72,0712_250_pblib001_RnS-2G_L14,1.3450e-05,aislado_clinico,0
RKb21_wk72_44,RKb21,72,0860_150_con_RnS-2G_L14,6.0350e-06,aislado_clinico,0
RKb21_wk72_44,RKb21,72,1026_120_sgaA5_RnS-2G_L14,2.4550e-06,aislado_clinico,0
RKb21_wk72_44,RKb21,72,V703-0537-RnSv2-2G_L14,1.5130e-08,aislado_clinico,1
RKb21_wk72_45,RKb21,72,N332-GT5 gp140,2.7780e-10,prime,1
RKb21_wk72_45,RKb21,72,SF162P3_MD64_B20,4.6120e-09,aislado_clinico,1
RKb21_wk72_45,RKb21,72,DU156_MD39_BET1,7.5500e-09,aislado_clinico,1
RKb21_wk72_45,RKb21,72,Q23.17_MD39_L14,4.2180e-07,aislado_clinico,1
RKb21_wk72_45,RKb21,72,SHIV_AD8_MD64,5.4120e-08,aislado_clinico,1
