forest_id,humedad_suelo,es_primario,soc_60cm_kgCm2,capa_organica_kgCm2
10,4,0,3.403906572756226,0.0
10,5,0,9.74308740650162,5.473000000000001
10,2,0,10.05634718241011,2.679
10,5,0,8.026047295804256,3.541699836730958
10,5,0,5.38949591467594,3.256
10,1,0,2.869215203494296,0.81
10,1,0,2.443177444927735,1.240199970245359
10,5,0,11.80393458982627,3.615599929809566
10,3,0,9.0798991117764,7.862400329589843
10,1,0,9.452268149367129,6.536
10,2,0,3.905457300625711,0.5508000259399413
10,3,0,3.389281317612734,0.0
10,1,0,4.482261531535603,1.076399982452392
10,2,0,5.351580785060563,2.816100048065189
10,3,0,5.133359294725857,2.16539991760254
10,2,0,3.735909288679719,0.8925
10,4,0,3.598494560490794,1.29480002975464
10,2,0,3.795841298389497,0.9824999809265124
10,4,0,5.506960397889603,0.6555
10,1,0,4.539299309000726,1.674000034332277
10,5,0,28.95444031924831,28.95444031924831
10,2,0,4.177386013805124,2.002
10,3,0,9.459822028524393,4.932150199890136
10,4,0,3.775668505123394,1.101600013732909
10,4,0,7.223820699457454,4.228199907302862
10,4,0,8.921485799668693,0.0
10,5,0,27.95007170619503,27.95007170619503
10,1,0,2.42393500296759,1.142399978637694
10,3,0,3.502360017265733,1.451800025939943
10,4,0,4.362332883906978,2.355200035095217
10,2,0,6.979540719284805,0.0
10,3,0,4.482800000267794,2.316800048828128
10,4,0,6.419929791367903,1.9065
10,3,0,3.106548277137092,1.368
10,5,0,7.377147594913541,6.552200138092051
10,3,0,8.14694268721053,4.49540013885498
10,3,0,4.93325684003845,4.140899803161623
10,4,1,12.80210078341044,7.218349694913224
10,4,1,9.29252644745458,2.58572057560263
10,1,1,4.534163857161216,3.332917478080754
10,5,1,5.32659295906554,3.057314881791
10,3,1,11.99398453653973,2.169687320424735
10,4,1,11.49548463046299,3.06043169032258
10,2,1,9.480084700715828,5.311421799999999
10,1,1,4.987120993653088,1.419001779295471
10,2,1,4.584083907882686,1.30593044
10,4,1,7.832451501925643,1.555716652109461
10,3,1,6.7284685,6.7284685
10,5,1,10.28504506606797,2.4485604
10,2,1,12.43413018297085,6.947386229422769
10,3,1,6.560150824794561,2.53864836
10,5,1,11.68135886294739,2.73340107830552
10,5,1,7.618385796262454,1.753747577002054
10,1,1,9.676541714351238,2.384045982142857
10,1,1,9.593588243608924,3.46567162
11,1,0,2.821798512546563,0.0
11,5,0,20.4051889993334,20.4051889993334
11,3,0,6.01532544177218,2.291600051879886
11,1,0,4.616455146590892,0.9785999679565432
11,3,0,4.620064507110111,1.108150028228762
11,1,0,2.529816687531333,0.651
11,3,0,8.845395238375716,4.338859999999999
11,4,0,4.183748594977534,1.0128
11,3,0,3.399982577519381,0.908000030517578
11,5,0,3.916297126833995,1.336899955749512
11,4,0,4.975453109486331,1.9
11,1,0,5.221178418961343,0.0
11,4,0,4.385775809425351,0.8947000350952148
11,1,0,3.224063396399608,1.357799976348876
11,4,0,5.21711611613934,1.562
11,4,0,7.039540965763297,1.875499916076661
11,1,0,7.528426429346543,0.0
11,5,0,5.743183453497402,1.386
11,4,0,4.978699799088254,1.41
11,3,0,9.428017205237907,3.024
11,1,0,5.1490896306001,0.38775
11,4,0,7.266901458856596,2.492400047302243
11,1,0,5.919989177308768,3.309600128173827
11,4,0,4.417312719345334,2.761900108337401
11,1,0,7.952860932375739,5.215099815368652
11,5,0,8.597202985152965,5.792000122070321
11,4,0,9.56667854690044,3.161599884033204
