full_name,e,a,i_deg,q_au,A1,A2,A3,pha,tisserand_J
(2002 OY21),0.6702,1.358,13.94,0.448,,,,N,4.5679
(2002 PB),0.3435,1.072,32.95,0.704,,,,N,5.5697
(2002 PN),0.0687,1.014,9.14,0.945,,,,N,6.0015
(2002 PR1),0.5873,2.495,6.58,1.03,,,,Y,3.1992
(2002 PN6),0.4445,2.27,5.28,1.261,,,,N,3.4707
(2002 PO6),0.5195,2.234,20.65,1.074,,,,N,3.3771
(2002 PQ6),0.527,2.566,8.79,1.214,,,,N,3.2075
(2002 PC11),0.4342,2.221,4.17,1.256,,,,N,3.5169
(2002 PD11),0.8631,2.225,12.15,0.305,,,,N,2.9845
(2002 PW39),0.4944,2.213,8.45,1.119,,,,N,3.4729
(2002 PX39),0.5938,2.456,1.8,0.998,,,,N,3.2238
(2002 PY39),0.4864,2.039,5.62,1.047,,,,N,3.6407
(2002 PE43),0.5035,2.072,7.77,1.028,,,,N,3.5919
(2002 PE130),0.6245,2.552,15.54,0.958,,,,Y,3.093
(2002 PM203),0.4101,2.199,4.16,1.297,,,,N,3.5491
(2002 QZ6),0.4435,1.966,22.24,1.094,,,,N,3.6667
(2002 QH10),0.5597,2.362,4.78,1.04,,,,Y,3.3159
(2002 QQ40),0.564,1.215,1.72,0.53,,,,Y,5.0806
(2002 QE47),0.3654,1.828,0.73,1.16,,,,N,3.95
(2002 QW47),0.5176,1.972,4.22,0.951,,,,Y,3.6894
(2002 RB),0.4343,2.196,7.65,1.243,,,,N,3.5296
(2002 RT),0.7261,1.503,38.85,0.412,,,,N,4.0378
(2002 RO28),0.3311,1.502,6.19,1.005,,,,N,4.4726
(2002 RC117),0.6248,2.423,2.47,0.909,,,,N,3.2122
(2002 RZ125),0.5346,1.414,28.95,0.658,,,,N,4.4512
(2002 RA126),0.6136,2.686,3.15,1.038,,,,N,3.0703
(2002 RS129),0.329,1.031,8.45,0.692,,,,N,5.8789
(2002 RT129),0.7553,1.831,19.57,0.448,,,,N,3.5746
(2002 RO137),0.4521,2.154,7.02,1.18,,,,N,3.555
(2002 RP137),0.0825,1.162,14.2,1.066,,,,N,5.3914
(2002 RA182),0.4177,2.161,7.61,1.258,,,,N,3.5688
(2002 RB182),0.6504,2.545,0.23,0.89,,,,N,3.1071
(2002 SF),0.3909,2.13,4.95,1.297,,,,N,3.6165
(2002 SN),0.3779,1.949,6.42,1.213,,,,N,3.7961
(2002 SQ41),0.7989,2.614,25.11,0.526,,,,Y,2.7627
(2002 TV55),0.6528,2.904,11.18,1.009,,,,N,2.9023
(2002 TX55),0.5721,2.236,4.39,0.957,,,,N,3.3994
(2002 TZ57),0.2376,1.211,16.08,0.923,,,,N,5.1976
(2002 TA58),0.6269,2.508,1.69,0.936,,,,N,3.1562
(2002 TD58),0.5622,2.497,14.62,1.093,,,,N,3.1927
(2002 TX59),0.1465,1.225,13.04,1.045,,,,N,5.1831
(2002 TY59),0.2329,1.018,6.61,0.781,,,,N,5.9663
(2002 TZ59),0.8434,2.62,16.53,0.41,,,,N,2.7171
(2002 TA60),0.5222,1.153,28.2,0.551,,,,N,5.2208
(2002 TC60),0.495,2.546,31.59,1.286,,,,N,3.0793
(2002 TG66),0.5413,1.896,4.72,0.87,,,,N,3.7562
(2002 TZ66),0.1207,0.9297,8.48,0.817,,,,N,6.4273
(2002 TA67),0.3567,1.159,30.09,0.745,,,,N,5.2529
(2002 TR67),0.3418,1.568,11.97,1.032,,,,N,4.328
(2002 TH68),0.2543,1.435,19.94,1.07,,,,N,4.5812
(2002 TY68),0.515,2.216,20.79,1.075,,,,N,3.3942
(2002 TZ68),0.5365,2.212,3.04,1.025,,,,N,3.4514
(2002 TA69),0.5846,2.276,38.65,0.945,,,,N,3.1245
(2002 TB69),0.4031,2.11,37.41,1.26,,,,N,3.392
(2002 TP69),0.4696,1.948,1.97,1.033,,,,Y,3.7511
(2002 TS69),0.13,1.176,8.45,1.023,,,,N,5.3575
(2002 TB70),0.1328,1.134,16.65,0.984,,-7.8e-14,,Y,5.4755
(2002 UL11),0.5569,2.814,9.74,1.247,,,,N,3.0532
(2002 UQ12),0.6986,1.76,2.86,0.531,,,,N,3.7879
(2002 UV36),0.5987,2.456,2.87,0.986,,,,N,3.218
(2002 VQ14),0.515,2.58,7.32,1.251,,,,N,3.2143
(2002 VR14),0.4994,1.628,5.53,0.815,,,,N,4.1611
(2002 VS14),0.3022,1.009,23.54,0.704,,,,N,5.927
(2002 VU17),0.616,2.47,1.5,0.949,,,,N,3.1919
(2002 VX17),0.5691,2.471,4.92,1.065,,,,N,3.235
(2002 VO69),0.3487,1.44,20.94,0.938,,,,N,4.5347
(2002 VO85),0.2222,1.329,20.13,1.033,,,,N,4.8408
(2002 VP85),0.3804,1.722,37.42,1.067,,,,N,3.867
(2002 VR85),0.604,1.814,6.03,0.718,,,,Y,3.8046
(2002 VS85),0.5621,1.441,24.78,0.631,,,,N,4.4015
(2002 VX91),0.2014,0.9843,2.34,0.786,,,,N,6.1381
(2002 VY91),0.5812,2.328,3.4,0.975,,,,N,3.322
(2002 VZ91),0.3848,1.577,3.49,0.97,,,,N,4.3141
(2002 VR94),0.5589,2.381,5.58,1.05,,,,N,3.3021
(2002 VT94),0.5912,3.075,25.22,1.257,,,,N,2.8141
(2002 VU114),0.2858,1.181,2.77,0.843,,-1.1e-13,,N,5.3182
(2002 WQ),0.4763,2.286,34.13,1.197,,,,N,3.2412
(2002 WX12),0.6587,1.754,8.7,0.599,,,,N,3.8304
(2002 XA),0.6246,2.83,3.3,1.062,,,,N,2.9887
(2002 XB),0.2376,0.9061,25.53,0.691,,,,N,6.4746
(2002 XO1),0.5717,2.816,6.48,1.206,,,,N,3.0473
(2002 XT4),0.4225,1.609,7.51,0.929,,,,N,4.2335
(2002 XU4),0.1413,1.33,10.73,1.142,,,,N,4.8961
(2002 XW4),0.5035,2.434,6.99,1.208,,,,N,3.311
(2002 XM14),0.1896,1.283,62.39,1.04,,,,N,4.5079
(2002 XO14),0.6476,2.783,2.62,0.981,,,,Y,2.9832
(2002 XS14),0.4978,2.008,4.49,1.008,,,,N,3.6657
(2002 XM35),0.8381,2.326,3.06,0.377,,,,N,2.9656
(2002 XY39),0.167,1.448,21.44,1.206,,,,N,4.562
(2002 XB40),0.5538,1.856,6.8,0.828,,,,N,3.7913
(2002 XF40),0.4264,1.681,10.11,0.964,,,,N,4.1079
(2002 XO40),0.5945,2.481,49.21,1.006,,,,N,2.8229
(2002 XE84),0.636,2.63,27.92,0.957,,,,N,2.9481
(2002 XQ90),0.5734,2.173,3.26,0.927,,,,N,3.4519
(2002 XS90),0.2418,0.8098,34.17,0.614,,,,N,7.0594
(2002 XT90),0.2239,1.03,43.39,0.799,,,,N,5.6824
(2002 XV90),0.3772,1.581,9.97,0.985,,,,N,4.297
(2002 YO2),0.2952,1.501,6.44,1.058,,,,N,4.4867
(2002 YG4),0.3099,1.465,9.73,1.011,,,,N,4.5465
(2002 YR5),0.5682,2.548,22.85,1.1,,,,N,3.1036
(2002 YC12),0.4388,1.717,11.47,0.963,,,,N,4.0425
(2002 YD12),0.4978,2.221,14.68,1.115,,,,N,3.4392
(2003 AC1),0.6458,3.18,23.12,1.127,,,,N,2.7342
(2003 AM4),0.5362,2.344,7.7,1.087,,,,N,3.3429
(2003 AB23),0.4234,1.555,13.37,0.897,,,,N,4.3101
(2003 AC23),0.5817,2.171,2.06,0.908,,,,Y,3.447
(2003 AF23),0.4259,0.8744,23.23,0.502,,-6.4e-14,,Y,6.6329
(2003 AS42),0.3421,1.504,10.02,0.989,,,,N,4.4549
(2003 AJ69),0.6177,2.469,1.46,0.944,,,,N,3.1907
(2003 AK73),0.6984,2.446,4.04,0.738,,,,N,3.1064
(2003 AA83),0.7773,2.436,6.77,0.542,,,,N,2.9911
(2003 BN1),0.487,1.537,61.06,0.789,,,,N,3.8451
(2003 BM4),0.3376,1.199,9.63,0.794,,2.9e-13,,N,5.231
(2003 BN4),0.1715,1.27,5.59,1.052,,-1.9e-13,,N,5.0662
(2003 BB21),0.5537,2.23,4.77,0.995,,,,Y,3.42
(2003 BW33),0.528,2.095,24.96,0.989,,,,N,3.461
(2003 BS35),0.2065,1.255,8.48,0.996,,,,N,5.097
(2003 BV35),0.5884,1.716,30.81,0.706,,,,N,3.8301
(2003 BC44),0.5562,2.103,7.07,0.933,,,,N,3.523
(2003 BC46),0.3881,2.021,4.54,1.237,,,,N,3.72
(2003 BR47),0.5002,1.628,4.42,0.814,,,,Y,4.1622
(2003 BS47),0.522,2.106,4.89,1.006,,,,N,3.5522
(2003 CA4),0.1192,0.9205,7.49,0.811,,,,N,6.4813
(2003 CC11),0.5877,3.15,11.51,1.299,,,,N,2.8857
(2003 CG11),0.7344,2.592,21.28,0.689,,,,Y,2.9003
(2003 CL18),0.6443,2.542,14.46,0.904,,,,N,3.0823
(2003 CO20),0.5411,2.166,20.49,0.994,,,,N,3.419
(2003 CQ20),0.4962,2.096,15.79,1.056,,,,N,3.5432
(2003 DF6),0.1727,1.221,25.78,1.01,,,,N,5.1212
(2003 DG6),0.6059,2.003,8.9,0.789,,,,N,3.5732
(2003 DH6),0.3132,1.465,19.15,1.007,,,,N,4.5041
(2003 DW10),0.3608,1.446,2.19,0.924,,,,N,4.5813
(2003 DY15),0.3283,1.231,6.32,0.827,,,,N,5.1405
(2003 DZ15),0.4869,1.222,3.68,0.627,,,,N,5.1032
(2003 DF16),0.4367,1.783,26.28,1.004,,,,N,3.8629
(2003 DU25),0.6063,2.998,6.24,1.18,,,,N,2.9358
(2003 EM1),0.0525,0.9567,15.26,0.906,,,,N,6.2655
(2003 EP4),0.6447,1.36,0.51,0.483,,,,N,4.6079
(2003 EG16),0.6898,2.39,20.4,0.741,,,,Y,3.0971
(2003 EH16),0.5344,2.342,18.03,1.09,,,,N,3.3003
(2003 EP16),0.3967,1.721,8.51,1.038,,,,N,4.0679
(2003 EZ16),0.1393,1.175,5.8,1.012,,,,N,5.365
(2003 EC50),0.5805,2.17,5.89,0.91,,,,N,3.4441
(2003 EJ59),0.6123,3.245,13.4,1.258,,,,N,2.8183
(2003 EW59),0.6759,1.893,5.44,0.614,,,,N,3.634
(2003 FK1),0.4857,0.7075,23.35,0.364,,,,N,7.947
(2003 FU3),0.394,0.8584,13.04,0.52,,,,N,6.7895
(2003 FV3),0.4846,2.182,22.19,1.125,,,,N,3.4338
(2003 FB5),0.7887,2.517,5.35,0.532,,,,N,2.9189
(2003 FF5),0.304,1.37,6.34,0.953,,-7.1e-14,,N,4.77
(2003 FY6),0.5821,0.73,6.59,0.305,,-7e-14,,N,7.7336
(2003 FJ8),0.5161,1.825,1.57,0.883,,,,N,3.8655
(2003 GD),0.367,1.603,31.35,1.015,,,,N,4.1281
(2003 GJ),0.5161,2.664,7.86,1.289,,,,N,3.1675
(2003 GX),0.2074,1.331,10.85,1.055,,,,N,4.8815
(2003 GF21),0.488,1.764,21.82,0.903,,,,N,3.8936
(2003 GG21),0.7119,2.139,10.16,0.616,,,,Y,3.3192
(2003 GH21),0.2621,1.483,20.1,1.094,,,,N,4.4766
(2003 GJ21),0.4008,1.811,7.05,1.085,,,,N,3.9462
(2003 GQ22),0.1814,0.8723,17.02,0.714,,6.2e-14,,Y,6.7356
(2003 GR22),0.6091,1.545,6.17,0.604,,,,N,4.2274
(2003 GS22),0.5771,2.72,2.63,1.15,,,,N,3.0928
(2003 GV29),0.5441,2.837,21.88,1.294,,,,N,2.984
(2003 GB34),0.677,2.577,27.22,0.832,,,,N,2.9405
(2003 GU41),0.6709,2.042,18.94,0.672,,,,N,3.4271
(2003 GD42),0.2289,1.295,12.25,0.998,,,,N,4.9675
(2003 GP51),0.6022,2.152,2.86,0.856,,,,Y,3.4436
(2003 HM),0.2696,0.8138,26.27,0.594,,-1.2e-13,,N,7.0774
(2003 HN),0.5111,2.026,10.72,0.991,,,,N,3.6224
(2003 HW10),0.5318,1.798,3.91,0.842,,,,N,3.8875
(2003 HN16),0.2109,1.289,26.19,1.017,,,,N,4.9102
(2003 HP32),0.7802,2.692,3.48,0.592,,,,N,2.8312
(2003 HT42),0.2616,0.8147,4.87,0.602,,,,N,7.1484
(2003 JX2),0.2439,1.116,9.69,0.844,,,,N,5.5483
(2003 JY2),0.6042,1.433,4.95,0.567,,,,N,4.4646
(2003 JG4),0.4516,2.281,2.18,1.251,,,,N,3.4619
(2003 JD11),0.5446,1.753,8.53,0.798,,,,N,3.9313
(2003 JD13),0.2716,1.681,40.83,1.225,,,,N,3.9234
(2003 JO14),0.3407,1.225,7.11,0.807,,,,N,5.1533
(2003 JP14),0.5402,2.117,13.67,0.973,,,,N,3.5012
(2003 JV14),0.5793,1.634,5.46,0.688,,,,N,4.0941
(2003 JC17),0.7167,2.344,27.31,0.664,,,,N,3.0518
(2003 JD17),0.557,2.458,20.66,1.089,,,,N,3.1853
(2003 KF4),0.5742,2.325,8.3,0.99,,,,N,3.3212
(2003 KQ18),0.223,1.448,21.47,1.125,,,,N,4.5509
(2003 LH),0.149,0.9616,10.8,0.818,,,,N,6.2467
(2003 LW1),0.5101,2.121,12.41,1.039,,,,N,3.526
(2003 LW2),0.4713,1.847,2.22,0.977,,,,N,3.8675
(2003 LN6),0.2109,0.8558,0.66,0.675,,7.4e-13,,N,6.8734
(2003 MN),0.6016,2.301,2.67,0.917,,,,N,3.3227
(2003 MU),0.4959,2.052,5.9,1.035,,,,Y,3.6208
(2003 ME1),0.3029,1.04,21.05,0.725,,,,N,5.7989
(2003 MS2),0.1263,1.042,20.03,0.911,,-6.5e-14,,Y,5.8281
(2003 MK4),0.1813,1.081,22.32,0.885,,-7e-14,,Y,5.6432
(2003 ME7),0.2945,1.78,19.11,1.256,,,,N,3.9797
(2003 MW7),0.5479,1.169,20.49,0.528,,,,N,5.1943
(2003 NB),0.4016,2.128,5.96,1.273,,,,N,3.6104
(2003 ND),0.4512,2.22,5.1,1.218,,,,N,3.5052
(2003 NL7),0.4498,2.139,6.87,1.177,,,,N,3.5698
(2003 OC3),0.5975,2.25,13.13,0.906,,,,Y,3.3398
(2003 OT13),0.1714,1.173,13.1,0.972,,,,N,5.3475
(2003 PN5),0.2779,1.435,10.55,1.036,,,,N,4.6182
(2003 QC),0.5303,2.572,7.84,1.208,,,,N,3.2042
(2003 QK5),0.1596,1.266,17.02,1.064,,,,N,5.0416
(2003 QU5),0.3273,1.439,2.15,0.968,,,,N,4.6094
(2003 QQ10),0.426,2.251,7.03,1.292,,,,N,3.4929
(2003 QY29),0.5951,2.63,16.62,1.065,,,,N,3.0735
(2003 QZ29),0.6057,2.476,8.71,0.976,,,,N,3.1868
(2003 QA30),0.5418,2.355,9.17,1.079,,,,N,3.3261
(2003 QB30),0.4177,1.231,0.64,0.717,,,,N,5.1111
(2003 QB31),0.4296,2.145,6.01,1.224,,,,N,3.5792
(2003 QF70),0.4638,2.214,6.31,1.187,,,,N,3.4992
(2003 QL96),0.6137,2.827,6.74,1.092,,,,N,2.9966
(2003 RS1),0.6413,2.776,2.66,0.996,,,,Y,2.9942
(2003 RE2),0.5404,2.467,2.49,1.134,,,,N,3.2669
(2003 RB5),0.4716,1.884,44.62,0.996,,,,Y,3.5174
(2003 RD5),0.247,1.398,8.71,1.053,,,,N,4.7152
(2003 RL10),0.551,2.453,17.8,1.101,,,,N,3.2124
(2003 RU11),0.1823,0.8886,4.67,0.727,,,,N,6.6661
(2003 RW11),0.8251,2.629,10.34,0.46,,,,N,2.7695
(2003 SY4),0.6121,2.474,3.92,0.96,,,,N,3.1913
(2003 SK5),0.4563,2.1,6.68,1.142,,,,N,3.6009
(2003 SL5),0.4753,2.113,6.1,1.109,,,,N,3.5777
(2003 SY17),0.5818,2.045,33.06,0.855,,,,N,3.3993
(2003 SK36),0.4719,2.341,2.81,1.236,,,,N,3.4042
(2003 SL36),0.4076,1.416,3.98,0.839,,,,N,4.6254
(2003 SH84),0.3153,1.7,2.32,1.164,,,,N,4.145
(2003 SK84),0.7426,2.537,8.95,0.653,,,,Y,2.975
(2003 SR84),0.4766,1.707,7.53,0.893,,,,N,4.0468
(2003 SS84),0.5716,1.931,5.49,0.827,,,,Y,3.69
(2003 SU84),0.3855,1.499,16.46,0.921,,,,N,4.4214
(2003 SA85),0.498,2.129,5.74,1.069,,,,N,3.548
(2003 SW130),0.3043,0.8836,3.68,0.615,,,,N,6.6727
(2003 SV159),0.5204,2.162,5.03,1.037,,,,N,3.5035
(2003 SF170),0.4242,2.204,28.65,1.269,,,,N,3.3954
(2003 SJ170),0.5624,2.575,15.74,1.127,,,,N,3.1406
(2003 SN214),0.55,2.036,8.36,0.916,,,,N,3.5896
(2003 SS214),0.536,2.364,8.11,1.097,,,,N,3.3279
(2003 SU214),0.5407,2.576,5.62,1.183,,,,N,3.1981
(2003 SH215),0.4391,2.237,2.03,1.255,,,,N,3.5036
(2003 SK215),0.4463,1.852,36.02,1.025,,,,N,3.6734
(2003 SL215),0.5276,2.718,7.84,1.284,,,,N,3.131
(2003 SM215),0.5637,2.121,5.02,0.925,,,,N,3.5041
(2003 SN215),0.5465,2.594,10.48,1.176,,,,N,3.1689
(2003 SQ222),0.5185,1.505,3.56,0.724,,,,N,4.3756
(2003 TG),0.311,1.884,22.32,1.298,,,,N,3.8201
(2003 TK1),0.2933,1.522,5.73,1.075,,,,N,4.4479
(2003 TL1),0.5093,2.576,8.23,1.264,,,,N,3.2186
(2003 TM1),0.563,1.362,1.71,0.595,,,,N,4.666
(2003 TG2),0.3159,0.9078,25.46,0.621,,-8.3e-14,,N,6.4479
(2003 TH2),0.6677,2.458,1.39,0.817,,,,N,3.14
(2003 TK2),0.6476,2.351,4.3,0.828,,,,Y,3.2349
(2003 TO9),0.6041,2.427,3.11,0.961,,,,Y,3.231
(2003 TR9),0.7012,1.642,13.45,0.491,,,,Y,3.9482
(2003 TT9),0.2695,1.096,19.0,0.801,,,,N,5.5837
(2003 TX9),0.4731,2.151,8.4,1.133,,,,N,3.5399
(2003 UE),0.448,2.347,24.57,1.295,,,,N,3.3093
(2003 UM3),0.4409,1.372,1.52,0.767,,,,N,4.7143
(2003 UQ3),0.5191,2.631,12.77,1.265,,,,N,3.1633
(2003 UB5),0.604,2.603,10.62,1.031,,,,Y,3.1072
(2003 UC5),0.8187,1.185,36.76,0.215,,,,N,4.8305
(2003 UD5),0.5625,2.342,5.35,1.025,,,,N,3.3264
(2003 UW5),0.5781,2.471,1.86,1.042,,,,N,3.2299
(2003 UX5),0.3409,1.441,21.44,0.95,,,,Y,4.5322
(2003 UE8),0.4725,1.935,6.55,1.021,,,,N,3.7571
(2003 UL9),0.2294,1.011,62.87,0.779,,,,N,5.5385
(2003 UC10),0.6318,2.4,1.51,0.884,,,,N,3.2207
(2003 UO12),0.6503,2.829,0.98,0.989,,,,N,2.9595
(2003 UP12),0.4915,1.79,13.95,0.91,,,,N,3.8986
(2003 UQ12),0.5249,1.709,5.41,0.812,,,,N,4.0162
(2003 UY12),0.5945,0.7011,16.4,0.284,,-1.1e-13,,N,7.9886
(2003 UY19),0.5786,2.464,7.63,1.038,,,,N,3.2245
(2003 UB22),0.2258,1.22,15.88,0.945,,,,N,5.1728
(2003 UC22),0.4167,2.16,4.79,1.26,,,,N,3.5764
(2003 UE22),0.5456,2.337,8.12,1.062,,,,N,3.3387
(2003 UG22),0.3542,1.424,20.3,0.92,,,,N,4.572
(2003 UP24),0.4981,2.236,21.65,1.122,,,,N,3.3839
(2003 UO25),0.2292,1.017,15.47,0.784,,,,N,5.9463
(2003 UP25),0.1558,1.266,19.93,1.069,,,,N,5.0265
(2003 UQ25),0.6818,2.54,2.13,0.808,,,,N,3.0702
(2003 UR25),0.4892,1.896,5.56,0.968,,,,N,3.7926
(2003 UW26),0.5215,2.714,18.61,1.299,,,,N,3.0854
(2003 UX26),0.3655,1.155,4.55,0.733,,,,N,5.3797
(2003 UT55),0.1476,0.9793,16.89,0.835,,,,N,6.1349
(2003 VE1),0.4952,1.942,16.34,0.98,,,,Y,3.6982
(2003 WE),0.2419,1.2,5.4,0.91,,,,N,5.2643
(2003 WG),0.7842,2.438,27.15,0.526,,,,Y,2.8903
(2003 WP7),0.6454,2.306,0.99,0.818,,,,N,3.2734
(2003 WP21),0.7812,2.27,4.31,0.497,,,,Y,3.1147
(2003 WQ21),0.1608,1.345,19.92,1.129,,,,N,4.8125
(2003 WU21),0.5449,0.9092,28.6,0.414,,,,N,6.3389
(2003 WR25),0.7074,3.368,8.97,0.986,,,,N,2.6684
(2003 WW26),0.7982,2.388,6.3,0.482,,,,N,2.9904
(2003 WY87),0.5188,2.416,9.45,1.163,,,,N,3.3031
(2003 WH98),0.5382,2.148,3.54,0.992,,,,N,3.5035
(2003 WJ98),0.2056,1.262,22.86,1.003,,,,N,5.0116
(2003 WO151),0.6633,1.545,19.86,0.52,,,,N,4.1352
(2003 WT153),0.1782,0.8937,0.37,0.734,,,,N,6.6383
(2003 WU153),0.3103,1.864,27.33,1.285,,,,N,3.8026
(2003 WY153),0.5892,2.471,1.17,1.015,,,,N,3.2193
(2003 WE157),0.5663,2.247,9.63,0.974,,,,N,3.3838
(2003 WC158),0.6278,2.638,9.02,0.982,,,,Y,3.0673
(2003 WH166),0.5575,1.936,0.7,0.857,,,,Y,3.7006
(2003 XK),0.717,2.346,2.33,0.664,,,,N,3.1535
(2003 XM),0.6784,3.2,5.62,1.029,,,,N,2.7729
(2003 XV),0.5544,1.944,4.54,0.866,,,,N,3.691
(2003 XJ7),0.4657,1.243,18.17,0.664,,,,N,5.0084
(2003 XH10),0.2437,1.322,9.65,1.0,,,,N,4.9001
(2003 XZ12),0.3129,1.439,12.41,0.989,,,,N,4.5918
(2003 YM1),0.5153,2.621,13.47,1.271,,,,N,3.1684
(2003 YN1),0.2435,1.336,5.25,1.011,,,,N,4.8738
(2003 YP1),0.6424,2.653,7.49,0.949,,,,Y,3.0465
(2003 YQ1),0.3409,1.746,11.32,1.151,,,,N,4.0483
(2003 YR1),0.4508,0.899,29.33,0.494,,,,N,6.4353
(2003 YS1),0.8458,3.111,24.79,0.48,,,,N,2.4217
(2003 YW1),0.2968,1.666,19.4,1.171,,,,N,4.1428
(2003 YP3),0.4917,1.345,37.18,0.684,,,,N,4.5744
(2003 YN7),0.6967,2.764,19.71,0.838,,,,N,2.8671
(2003 YS17),0.3128,0.9299,6.53,0.639,,-8.8e-14,,Y,6.3939
(2003 YD45),0.6927,2.495,8.43,0.767,,,,Y,3.0737
(2003 YS70),0.2339,1.282,0.36,0.982,,,,N,5.0243
(2003 YT70),0.346,1.588,0.38,1.038,,,,N,4.3135
(2003 YP94),0.535,2.166,8.21,1.007,,,,N,3.4815
(2003 YN107),0.0139,0.9888,4.32,0.975,,,,N,6.132
(2003 YH111),0.4859,1.417,4.37,0.729,,,,N,4.5819
(2003 YR117),0.5039,1.861,17.34,0.923,,,,N,3.7824
(2003 YL118),0.4864,1.131,7.61,0.581,,-1.7e-13,,Y,5.4086
(2003 YG136),0.355,0.9693,2.73,0.625,,,,N,6.1747
(2003 YH136),0.8962,2.496,16.51,0.259,,,,Y,2.674
(2003 YJ136),0.3929,2.14,26.94,1.299,,,,N,3.4831
(2004 AC),0.6731,1.801,11.54,0.589,,,,N,3.742
(2004 AD),0.2626,1.258,7.31,0.928,,,,N,5.0777
(2004 AM),0.2412,1.572,41.7,1.193,,,,N,4.1068
(2004 AD1),0.5628,1.914,6.19,0.837,,,,N,3.7156
(2004 AY1),0.5727,1.885,5.51,0.806,,,,N,3.7428
(2004 AE6),0.3762,1.488,6.69,0.928,,,,N,4.4813
(2004 BY1),0.22,0.8808,3.58,0.687,,,,N,6.7091
(2004 BF11),0.4058,1.894,1.8,1.125,,,,N,3.8498
(2004 BH11),0.3282,1.266,4.36,0.851,,,,N,5.0396
(2004 BJ11),0.397,1.75,4.27,1.055,,,,N,4.0351
(2004 BK11),0.393,2.063,5.37,1.252,,,,N,3.6753
(2004 BM11),0.5243,1.447,3.62,0.689,,9e-14,,N,4.4925
(2004 BV18),0.2542,1.334,2.17,0.995,,,,N,4.8796
(2004 BW18),0.2531,1.373,5.11,1.025,,,,N,4.78
(2004 BZ18),0.4371,1.867,22.62,1.051,,,,N,3.7818
(2004 BY21),0.4765,2.418,6.56,1.266,,,,N,3.3429
(2004 BG41),0.6097,2.51,2.98,0.98,,,,N,3.1727
(2004 BN41),0.516,2.051,0.4,0.993,,,,N,3.6127
(2004 BT58),0.3849,0.9607,17.67,0.591,,,,N,6.1724
(2004 BX58),0.6076,2.85,15.0,1.118,,,,N,2.9614
(2004 BZ74),0.8892,3.06,17.07,0.339,,,,N,2.3714
(2004 BA75),0.6015,1.637,3.16,0.652,,,,N,4.0736
(2004 BB75),0.447,1.847,16.59,1.021,,,,N,3.8389
(2004 BF85),0.7228,1.83,3.71,0.507,,,,N,3.6615
(2004 BE86),0.2376,1.441,3.78,1.099,,,,N,4.6313
(2004 BK86),0.5353,1.5,2.38,0.697,,,,N,4.3754
(2004 BP160),0.6412,3.333,7.7,1.196,,,,,2.7785
(2004 CC),0.3089,1.43,7.6,0.988,,,,N,4.6274
(2004 CQ),0.495,2.034,6.41,1.027,,,,N,3.6381
(2004 CS),0.389,1.86,15.09,1.136,,,,N,3.8613
(2004 CZ1),0.4551,1.541,2.0,0.84,,,,N,4.3454
(2004 CA2),0.6137,2.108,3.25,0.814,,,,N,3.472
(2004 CR2),0.5322,2.473,3.11,1.157,,,,N,3.2698
(2004 CD39),0.5267,2.466,3.24,1.167,,,,N,3.2787
(2004 CE39),0.3913,1.027,17.71,0.625,,,,N,5.8459
(2004 DK1),0.3957,1.799,1.03,1.087,,,,N,3.9724
(2004 DL1),0.6932,1.8,2.26,0.552,,,,N,3.7381
(2004 DF2),0.653,1.658,5.23,0.575,,,,N,3.99
(2004 DM44),0.711,2.479,10.54,0.716,,,,Y,3.0535
(2004 DA53),0.33,0.883,5.14,0.592,,,,N,6.6679
(2004 EH1),0.5332,2.009,7.52,0.938,,,,Y,3.6325
(2004 EJ1),0.4424,1.911,14.24,1.065,,,,N,3.7766
(2004 EL20),0.2685,0.8148,7.6,0.596,,,,N,7.1422
(2004 ER21),0.171,0.899,7.95,0.745,,,,N,6.5996
(2004 ET21),0.3239,1.633,41.61,1.104,,,,N,3.9792
(2004 EU22),0.1631,1.177,5.34,0.985,,,,N,5.3556
(2004 FA),0.5921,2.124,9.1,0.866,,,,N,3.4667
(2004 FD),0.6743,1.302,1.02,0.424,,,,N,4.7354
(2004 FE),0.5081,2.349,12.04,1.156,,,,N,3.3472
(2004 FH),0.2889,0.8193,0.05,0.583,,1.7e-13,,N,7.1113
(2004 FW1),0.7172,1.611,10.16,0.456,,,,Y,3.9935
(2004 FX1),0.2664,1.131,17.7,0.83,,,,N,5.4572
(2004 FY1),0.5881,1.953,8.98,0.805,,,,N,3.6433
(2004 FK2),0.2302,1.331,11.43,1.024,,,,N,4.8745
(2004 FY3),0.5564,1.978,5.42,0.877,,,,N,3.6508
(2004 FD4),0.3248,1.891,23.41,1.276,,,,N,3.7983
(2004 FE4),0.2347,1.39,15.75,1.064,,,,N,4.7108
(2004 FM4),0.5926,2.022,2.68,0.824,,,,N,3.5767
(2004 FP4),0.4714,1.996,2.11,1.055,,,,N,3.6988
(2004 FA5),0.2993,1.306,15.01,0.915,,,,N,4.9079
(2004 FK5),0.5518,2.25,5.53,1.008,,,,N,3.4045
(2004 FZ5),0.4034,2.158,23.34,1.287,,,,N,3.4935
(2004 FN8),0.1445,1.169,5.26,1.0,,,,N,5.3855
(2004 FJ11),0.5615,2.248,2.39,0.986,,,,Y,3.4016
(2004 FY15),0.4798,1.854,3.49,0.965,,,,N,3.8523
