full_name,clase,e,a_au,q_au,i_deg,per_dias,tisserand_J,A2_au_d2,A2_sigma,A2_snr,A1_au_d2,n_obs,arco_dias,primera_obs,ultima_obs
875163 (1998 SH2),Apollo NEO (PHA),0.7137851249319995,2.742801672576806,0.7850306380528732,2.425778407997904,1659.166748171902,2.9132,-6.960694820150765e-13,4.9e-14,14.2,,394,9900,1998-09-17,2025-10-25
