diametro_soma_um
15.92494848
8.80492032
5.3445504
6.8845056
7.77224448
7.21061376
4.67421696
8.605632
7.59107328
10.65286656
9.09479424
7.4280192
9.91006464
12.10223616
9.18537984
8.27952384
7.59107328
8.2432896
7.64542464
7.77224448
11.70365952
9.3303168
10.19993856
11.35943424
11.35943424
10.21805568
10.16370432
10.16370432
11.43190272
10.27240704
9.54772224
8.605632
9.7832448
11.35943424
10.63474944
10.00065024
10.30864128
8.02588416
9.13102848
8.31575808
6.48592896
7.246848
15.52637184
9.07667712
7.77224448
7.77224448
6.81203712
5.96053248
6.23228928
6.03300096
8.47881216
9.25784832
10.54416384
8.31575808
6.73956864
10.16370432
7.01132544
5.85182976
7.0656768
11.34131712
10.92462336
8.29764096
9.511488
6.21417216
9.34843392
6.4315776
9.63830784
9.49337088
7.37366784
7.3374336
8.94985728
8.6962176
11.43190272
9.964416
8.46069504
6.50404608
8.0621184
8.76868608
7.5186048
10.30864128
6.95697408
6.46781184
8.58751488
7.89906432
7.75412736
8.89550592
8.67810048
9.40278528
8.20705536
8.27952384
11.21449728
7.95341568
7.26496512
9.49337088
15.83436288
9.76512768
8.27952384
8.11646976
8.09835264
8.20705536
31.5237888
7.55483904
7.17437952
6.48592896
9.25784832
7.6091904
7.57295616
8.31575808
6.2504064
6.86638848
15.85248
8.53316352
9.56583936
9.62019072
9.81947904
9.67454208
8.22517248
6.68521728
7.6091904
10.43546112
7.8809472
8.00776704
7.59107328
7.6091904
6.340992
7.3374336
8.49692928
7.37366784
9.22161408
9.94629888
7.71789312
9.71077632
8.27952384
6.68521728
8.29764096
9.67454208
6.54028032
7.8809472
8.29764096
8.53316352
9.94629888
15.85248
6.99320832
7.08379392
6.7033344
7.73601024
7.59107328
8.152704
12.51892992
7.02944256
7.12002816
10.9608576
12.19282176
9.72889344
9.00420864
6.77580288
9.1491456
10.12747008
6.90262272
10.01876736
7.17437952
10.30864128
10.29052416
9.89194752
10.29052416
10.90650624
14.18570496
10.9608576
9.47525376
10.09123584
9.54772224
27.03074304
9.964416
8.35199232
11.75801088
11.48625408
7.93529856
7.73601024
10.417344
8.75056896
8.04400128
9.511488
7.4280192
9.81947904
8.3338752
12.17470464
7.9715328
10.0550016
8.75056896
7.66354176
8.35199232
10.5985152
7.75412736
7.91718144
9.98253312
11.54060544
8.02588416
7.95341568
9.63830784
10.21805568
7.699776
14.043
7.758
7.115
11.047
6.598
9.159
9.162
6.468
7.478
7.516
11.622
10.289
10.812
9.439
11.342
10.557
7.591
8.618
10.704
8.103
9.883
9.976
8.849
8.133
8.641
12.804
16.63
8.515
11.707
6.96
8.951
8.179
7.977
9.039
10.31
8.526
8.189
10.79
9.646
11.281
8.501
6.96
9.612
8.69
9.061
11.712
8.952
12.225
9.078
9.944
10.141
10.351
12.598
9.941
9.153
13.071
8.853
11.849
11.852
12.955
8.717
10.238
8.743
9.625
9.108
11.174
9.632
8.708
8.624
10.122
10.234
12.013
11.846
8.715
12.507
9.066
10.55
11.085
9.788
8.797
11.222
14.306
9.543
8.888
8.7
10.385
11.792
7.982
7.935
7.428
7.586
8.638
9.617
10.956
7.974
7.947
9.901
8.803
7.513
6.838
8.551
9.75
8.357
9.074
9.278
7.964
13.027
7.578
8.017
6.499
6.616
7.934
9.095
8.902
7.703
8.903
9.997
11.172
7.965
7.549
8.638
14.219
5.998
11.326
8.591
7.144
8.403
9.403
9.965
7.675
10.011
6.627
5.998
4.839
9.662
7.513
11.915
7.694
9.504
10.108
9.61
7.643
8.551
8.797
8.933
7.492
8.761
6.299
7.276
9.289
6.557
7.046
5.109
6.119
5.674
6.985
5.665
9.477
8.117
9.466
9.154
8.476
8.309
7.491
7.555
7.431
8.399
8.188
8.222
8.338
10.77
8.501
14.389
12.733
9.965
8.789
9.959
9.75
9.477
9.6
8.689
8.824
7.935
7.964
9.305
12.42
8.811
8.872
8.972
9.55
8.062
8.285
9.568
8.626
8.196
10.381
9.453
8.681
11.101
7.516
7.729
8.803
9.108
9.436
8.797
9.7
9.588
6.96
13.189
11.352
5.064
8.811
5.998
7.999
7.251
5.674
8.063
8.824
8.511
10.098
10.569
8.747
8.944
9.953
10.55
8.952
8.797
8.902
9.526
9.247
8.966
9.612
9.815
9.066
8.7
9.286
9.708
8.708
9.388
8.3
11.362
8.124
11.751
7.633
7.608
7.927
11.015
9.438
10.198
9.172
10.045
9.172
10.531
9.715
10.198
9.265
10.946
9.756
9.191
12.914
7.738
9.959
8.411
9.457
9.527
10.115
10.393
8.424
10.422
11.059
9.504
8.726
10.325
13.012
12.022
8.761
9.79
9.079
8.24
10.392
8.229
8.332
9.556
8.832
9.083
8.811
7.883
8.323
7.29
7.765
10.071
13.056
8.007
8.069
8.166
7.512
9.981
9.466
9.021
9.37
10.066
8.623
9.932
8.7
8.781
9.293
7.161
9.645
7.324
6.889
8.972
7.171
7.382
7.37
6.423
7.013
7.588
7.865
7.883
8.218
7.034
7.084
8.124
7.918
10.209
8.681
7.658
8.222
7.664
7.943
7.764
8.626
8.12
7.606
9.124
8.505
8.148
7.416
7.682
7.832
6.755
7.026
6.672
7.202
8.357
6.757
8.748
8.989
10.849
11.311
8.323
10.158
9.375
10.412
9.344
12.267
10.972
7.643
9.247
10.344
9.305
11.134
11.217
8.271
8.047
8.878
7.935
9.129
10.624
8.243
8.683
14.102
7.608
7.964
8.92
7.608
7.795
7.186
11.222
8.291
8.683
9.216
8.029
9.387
8.908
9.453
8.194
9.059
6.182
9.255
6.03
9.965
9.566
10.568
8.689
10.537
8.291
9.627
10.407
8.062
10.115
9.293
8.813
10.029
8.008
10.089
8.462
8.556
10.625
8.989
10.881
9.556
8.515
8.894
10.066
10.279
11.179
8.492
8.972
9.216
9.623
7.492
7.57
9.851
7.701
8.167
9.059
8.456
9.162
9.173
8.763
8.272
8.108
9.191
7.542
8.714
8.714
8.659
8.332
9.959
10.795
9.322
13.932
11.512
10.031
8.661
8.167
12.839
9.37
12.359
10.98
13.319
12.417
13.589
10.381
8.894
8.278
8.846
8.95
7.643
11.707
7.282
7.362
7.687
7.811
9.061
6.678
7.37
8.742
10.296
7.81
10.849
8.501
8.342
8.459
9.444
9.061
8.797
8.528
8.595
9.392
9.446
8.078
7.37
7.29
8.595
7.478
8.176
12.289
8.102
9.918
8.515
6.96
7.382
8.7
7.922
8.551
7.423
7.409
8.172
8.45
10.463
8.062
9.537
7.36
13.217
9.742
7.341
7.516
8.124
7.865
9.842
9.706
7.466
8.383
9.11
8.755
9.021
12.773
9.537
9.09
8.902
7.513
8.104
8.306
13.326
10.764
8.009
7.466
8.966
9.154
8.312
6.96
6.573
10.528
8.7
8.306
10.156
11.963
9.218
7.855
6.765
6.416
7.211
7.046
6.829
6.795
6.718
7.382
6.635
11.293
8.036
8.44
8.117
6.804
8.011
8.047
10.331
8.135
9.466
6.609
7.437
6.829
7.226
10.745
7.876
8.55
9.143
9.89
7.09
9.09
7.466
8.357
6.81
7.52
6.87
8.239
7.71
6.162
7.765
7.285
8.104
6.993
7.26
9.278
7.856
6.985
6.147
8.184
5.502
6.776
7.956
6.96
7.26
6.408
7.114
7.703
7.051
9.37
10.229
26.204
18.922
11.146
10.815
13.403
15.271
13.889
9.375
11.222
18.306
13.431
11.883
11.658
10.325
16.331
13.842
12.155
11.504
19.929
17.214
7.329
11.323
12.45
9.842
11.107
12.323
12.547
9.813
10.731
13.044
11.325
9.932
7.758
9.265
10.764
12.899
7.849
6.144
11.004
9.929
8.84
11.222
9.066
7.682
8.968
9.625
10.05
8.811
12.418
9.129
8.287
8.515
9.214
11.101
8.515
9.704
