x_mpch,y_mpch,z_mpch
358.1552,108.4224,-26.9699
380.0003,90.1424,-24.6273
379.3067,87.5049,-23.9184
369.9886,93.3706,-25.0575
373.6213,82.0330,-24.5427
332.3736,98.2967,-28.7237
365.6836,76.6087,-25.2351
331.5341,94.0171,-29.3112
363.0042,75.1447,-25.7170
331.7914,90.5693,-28.9276
356.7891,76.0509,-26.0000
325.5050,91.8092,-29.6402
378.1798,62.6066,-23.5710
375.1732,64.1298,-23.8909
377.3988,62.0997,-23.0595
360.0889,69.4807,-25.0055
358.4381,69.5024,-24.9296
364.1798,60.3997,-24.1696
380.0540,47.9289,-21.9734
318.5587,46.7381,-28.3844
352.4481,29.3600,-24.8335
303.4137,43.2588,-29.0737
303.9095,40.0348,-29.3039
333.3212,29.4486,-26.3327
378.3545,15.1587,-21.4510
295.2703,27.9452,-29.6653
299.1051,26.6883,-29.5114
388.6111,-0.6006,-19.6768
389.3599,-0.9987,-19.6731
298.9675,13.9971,-29.9610
293.8885,-0.5210,-29.5576
297.9059,-1.0974,-29.2568
351.2643,-12.7686,-23.8211
357.7514,-14.6250,-22.7587
347.5349,-19.8694,-23.7582
355.6332,-24.7650,-22.8043
321.8414,-34.3970,-26.5255
326.4643,-45.1383,-25.4513
292.6708,-57.8308,-29.4531
313.1195,-84.5488,-27.4241
357.6577,-76.8837,-23.1553
346.7050,-83.9780,-24.7253
362.0253,-83.6886,-22.3080
371.8698,-93.4256,-21.8123
387.8509,-123.1956,-21.8153
360.4434,-135.7430,-24.0564
389.9607,-124.9936,-21.1785
365.0517,-164.1211,-25.0617
403.9673,-147.8559,-20.7275
362.1340,-180.5662,-26.2229
393.3339,-164.6872,-22.8526
370.4509,-200.4553,-27.4993
362.8953,-218.1001,-29.1576
381.1129,175.8117,-29.0823
379.2399,175.9692,-29.6852
380.9218,168.2342,-28.3305
400.8560,139.9649,-24.7123
392.6713,136.1436,-25.8563
391.8456,117.6021,-24.0169
391.0222,115.7611,-24.1486
350.4078,133.3755,-28.4409
349.0436,129.5982,-28.8730
342.0299,132.3542,-29.6036
383.2972,92.9436,-23.2104
384.9628,90.8291,-23.2895
356.2075,107.9254,-26.5108
354.2629,104.8289,-26.2078
351.9899,104.0229,-26.8376
351.0135,103.8233,-27.0082
346.2135,102.6079,-26.8706
376.2806,81.8041,-23.5630
336.6744,98.7064,-27.2628
336.0891,99.0106,-27.3596
338.5185,97.5653,-26.9887
335.6186,97.7660,-27.8241
337.1712,96.8424,-27.4982
330.5710,93.7461,-28.2841
349.3041,81.2317,-26.1743
353.4343,78.9966,-25.1656
347.3375,81.8098,-26.0710
330.9149,90.4684,-27.1189
356.4831,76.5662,-25.0511
344.3269,82.2203,-26.1328
430.9602,35.1119,-16.0027
357.8306,70.4864,-24.8159
385.4073,55.8320,-21.3706
357.1985,69.3929,-24.9087
321.8226,85.5968,-27.7136
357.5249,65.2317,-23.7951
422.1652,33.3157,-17.2749
357.8685,63.8674,-24.3721
411.2828,37.9014,-17.8957
419.3180,33.0382,-16.9875
360.2475,60.3290,-23.4060
418.8153,32.7171,-16.9023
354.5656,58.8837,-24.0911
318.1225,74.7456,-27.8398
310.4002,75.4520,-29.0791
385.1657,18.2404,-20.1375
387.8319,17.1873,-19.9025
299.4217,44.2640,-29.3998
309.4424,40.7797,-27.7615
377.8665,17.6133,-20.3573
382.1797,15.7163,-20.2913
382.7508,11.4013,-19.7673
344.2608,21.6092,-23.7751
282.1814,35.2035,-29.9228
388.9473,6.8430,-19.1124
294.6660,27.2898,-29.0223
285.0262,29.2692,-29.4821
289.6037,27.4949,-29.1337
286.2510,28.2505,-29.5619
307.9003,21.4164,-27.1198
309.2569,11.0637,-27.6462
407.8004,-8.0208,-16.6446
332.0879,1.0079,-24.1660
332.6147,-5.9591,-24.4119
296.4293,-1.3779,-28.0205
293.4633,-2.4429,-28.9298
353.4209,-16.8833,-22.2957
356.8200,-17.3051,-22.2096
356.2714,-17.9693,-21.9420
325.1128,-15.0662,-25.0441
351.8513,-17.7486,-22.7049
324.9054,-20.5187,-24.6814
344.7952,-30.5260,-22.6961
322.4541,-33.7986,-25.8308
322.0372,-35.4953,-25.3718
318.4269,-35.7085,-25.8698
324.3566,-38.7476,-24.9276
364.0559,-39.7977,-20.7657
327.9674,-43.4124,-24.9958
293.3655,-83.4682,-28.1815
279.0630,-90.8147,-29.6386
357.7102,-78.6153,-22.2642
361.2088,-77.9979,-21.8851
348.0409,-81.6937,-22.8283
338.8431,-85.5599,-24.1380
346.6044,-84.3144,-22.9102
342.9113,-85.0533,-23.6966
338.8519,-85.9059,-24.1734
335.4295,-87.0104,-24.2080
371.7532,-92.8970,-20.9355
318.0454,-127.4151,-27.4196
378.8926,-114.9288,-20.6606
376.2039,-147.5115,-22.5560
377.4487,-149.9105,-22.8850
396.9166,-149.0702,-20.5558
338.5616,-189.6242,-28.2147
369.8799,-201.9423,-25.7734
359.9386,-222.6370,-28.1200
380.2648,200.6610,-29.9041
379.1691,201.6122,-29.8066
387.4776,185.8149,-28.5255
383.5526,183.2641,-27.7851
373.0996,180.3460,-29.1149
397.0283,126.6731,-23.1048
344.8128,139.8851,-28.2649
389.7638,98.5680,-22.0463
378.2893,103.8080,-23.4985
378.6845,96.4805,-22.7892
366.0191,92.5565,-23.3877
321.4018,116.7530,-29.0068
374.7915,76.4034,-22.5399
370.4600,77.4376,-22.1212
369.0968,77.4953,-22.5450
368.1411,71.6712,-22.3265
332.9420,90.2189,-26.3343
331.2318,90.8038,-26.7197
332.5338,90.0594,-25.8139
336.4252,87.3897,-25.5353
355.2073,77.1124,-24.0559
357.8801,75.5434,-23.3949
354.7843,76.8937,-24.1967
353.4912,77.5271,-24.1217
362.9592,72.3666,-23.4870
340.7193,83.0262,-25.0557
318.8876,89.1355,-27.2064
321.6572,87.5226,-27.5485
322.8316,86.8650,-27.3779
353.8247,65.1271,-23.3103
358.3168,62.8867,-23.3863
378.7137,50.9816,-20.7418
354.3846,60.8274,-23.0714
430.0519,25.4998,-15.4768
293.5166,85.7539,-29.9881
317.3565,64.6777,-26.1851
352.0547,44.4004,-22.6682
298.4383,58.2033,-28.1901
296.0671,53.8771,-27.7100
295.9775,49.1187,-28.5370
311.2646,42.6915,-27.0341
368.3099,23.8048,-20.3657
302.9454,43.1957,-27.0696
386.0231,16.8793,-19.1508
305.4478,32.9045,-26.8003
338.8939,21.8342,-23.1038
383.3407,9.2848,-19.0350
294.2783,26.4721,-27.8658
415.3351,-2.6025,-15.2871
359.0479,10.1061,-21.3459
361.0650,8.2320,-21.0549
407.0131,-7.6499,-16.5917
407.3285,-8.3189,-16.4747
356.2175,-3.5099,-20.9301
373.7476,-7.4434,-19.7380
334.8529,-2.8008,-23.3875
335.7198,-5.5616,-22.7511
355.1100,-12.0925,-20.8171
262.2361,-4.1611,-29.5331
325.2854,-15.9005,-23.7864
364.2879,-20.0462,-20.3488
356.2266,-21.5025,-20.7067
357.2037,-21.8982,-21.2478
328.8192,-24.7496,-23.0634
357.7549,-31.1816,-20.4848
319.7487,-32.4369,-24.5896
269.1725,-46.8479,-29.4923
348.5698,-53.1844,-21.4852
265.5030,-58.4510,-29.7376
343.9975,-54.0213,-22.2918
287.5066,-58.9864,-27.7880
290.6504,-59.4600,-27.1669
370.7117,-67.1733,-19.9201
267.3634,-84.0640,-29.7656
304.7858,-89.1210,-26.1481
329.5738,-85.5316,-24.3512
363.7438,-81.1329,-20.3532
344.7276,-85.1994,-22.8973
314.3102,-98.7256,-25.5518
407.5836,-83.7923,-16.2110
406.7292,-84.1908,-16.3915
376.1622,-98.3100,-19.3747
316.0846,-127.5611,-26.2288
374.7421,-110.7550,-20.3347
366.3712,-143.3267,-22.1773
312.0854,-171.5439,-28.0846
365.7668,-164.8783,-23.1676
362.9897,-206.9852,-26.4145
348.3214,168.3821,-28.4666
343.8425,141.2609,-27.3386
315.5279,159.0993,-29.6848
316.1264,155.7628,-29.1616
340.6201,128.7232,-26.1343
384.9794,95.9411,-21.4160
386.4571,94.8755,-20.9975
343.2391,125.4719,-26.1582
371.8640,102.4748,-22.5161
379.6354,94.5827,-21.7119
314.1386,139.5122,-29.6454
314.4325,138.5165,-28.2399
369.1499,99.8600,-22.3420
316.0296,135.3606,-28.9609
330.6588,124.7385,-26.3156
324.4307,128.7298,-27.0016
366.4281,99.9228,-23.0922
363.5718,96.1158,-23.2154
370.5233,75.4644,-21.8492
332.2287,95.1308,-25.6733
332.7615,94.7837,-25.6282
370.7560,71.6662,-21.0077
354.0190,77.9875,-23.1501
336.4566,87.1604,-24.8931
351.7702,78.6722,-23.4694
352.6841,77.8897,-23.1842
357.7909,75.0241,-22.4847
348.4925,79.3300,-23.2988
350.8878,75.1964,-23.1319
346.4733,75.8681,-23.4042
352.5419,69.1929,-23.1468
358.1328,63.6393,-21.7712
356.4907,64.0586,-22.4829
352.8446,64.9420,-22.2309
365.0449,58.4908,-21.3839
369.7106,55.2066,-20.7083
370.0803,54.8993,-20.3766
360.0255,56.0743,-21.8373
350.3215,59.5473,-21.9405
283.7253,87.5575,-28.5231
309.2209,73.6335,-26.0658
426.4799,20.9043,-14.5019
315.8984,66.3767,-25.9232
296.5418,56.2802,-26.8587
295.6882,55.8623,-26.5124
348.9939,33.4156,-21.2174
313.4292,42.6949,-25.6261
366.9385,24.9579,-19.7519
284.2536,48.5585,-27.2951
277.4053,49.4978,-28.4508
393.6753,11.1374,-17.3368
341.4243,20.5334,-22.1304
305.4568,28.7864,-25.5989
341.3628,18.9435,-21.8212
393.9354,4.4159,-16.6320
287.1600,28.4984,-26.6442
413.2672,-2.8261,-14.8662
413.0693,-2.9220,-14.7805
360.5214,8.8559,-19.7349
309.7985,16.6906,-24.3089
257.1451,24.5001,-29.4067
298.6618,13.7327,-25.9861
397.0243,-5.7277,-16.4536
332.4070,-7.1400,-21.8190
333.0336,-7.9276,-22.3467
300.4845,-3.8691,-25.6637
294.9762,-3.1752,-25.7400
293.9586,-5.1685,-25.9840
294.7879,-5.5812,-26.0493
325.9695,-17.4970,-22.7632
360.8009,-22.0820,-19.1708
342.2566,-27.5136,-21.3920
294.4975,-36.9720,-25.8748
291.6452,-40.2322,-26.5012
275.3602,-73.2315,-27.6512
262.3699,-80.8409,-28.4571
261.5880,-81.4067,-28.2999
276.9257,-86.2746,-28.0285
327.3032,-83.7369,-22.7219
328.0949,-83.6617,-22.9670
325.3519,-84.5589,-23.1359
358.5627,-78.6574,-19.9622
299.0783,-91.0341,-26.1992
360.5050,-80.4141,-19.9270
331.4559,-87.0889,-22.1359
284.3616,-97.7107,-26.8816
324.8792,-92.0178,-23.0295
359.6027,-85.1847,-19.7314
405.8482,-83.8072,-15.6373
263.3636,-130.1436,-29.1001
373.7616,-98.7713,-19.5756
357.2610,-106.8619,-20.9188
368.0863,-104.2500,-19.6257
259.0325,-140.5302,-29.8467
376.3122,-106.9382,-19.2736
378.4416,-106.5223,-18.5231
316.2483,-131.3101,-25.5734
288.5356,-142.7286,-27.5374
283.0603,-149.2127,-28.7181
303.2155,-177.8250,-27.9584
348.1574,-170.5760,-23.4486
292.3671,-214.3356,-29.7370
403.9978,-148.5952,-18.3622
329.2760,-226.3338,-28.4774
343.4613,-263.7768,-29.2442
362.2600,196.3466,-27.7879
360.1780,192.5964,-27.2832
359.3041,193.5463,-27.2677
377.0641,165.1992,-24.3448
398.6734,142.3273,-21.5381
399.9320,137.5915,-22.0019
397.1400,140.1347,-21.8232
341.9460,173.4342,-27.5379
392.1137,116.8961,-21.2112
339.5977,146.7201,-25.5954
303.8723,160.1283,-28.9906
321.8920,142.7854,-27.7882
321.8810,142.7594,-27.8231
383.4898,97.2037,-20.1975
387.0780,94.4772,-20.5956
317.6900,143.7496,-27.4046
310.9008,143.7129,-27.7016
312.4246,141.3739,-28.1281
312.7780,137.9076,-28.2199
315.1227,136.0668,-27.3605
357.8838,105.0056,-22.9484
296.8882,145.4676,-28.4283
301.3733,142.2757,-28.4887
307.5641,137.8658,-28.6051
290.0487,147.5105,-29.4085
312.6604,131.5007,-27.0811
310.8310,132.0936,-26.8755
402.6075,69.2433,-17.4021
357.0966,93.5092,-22.4720
293.9570,119.8857,-28.6006
292.1027,118.7974,-28.7412
359.1417,79.5308,-21.8910
330.1910,93.7669,-24.5350
369.2570,71.7372,-20.7752
371.2064,69.3774,-19.6618
333.0910,88.1689,-23.6246
328.2976,90.5571,-24.1769
330.5979,89.2860,-24.2447
330.0754,89.4284,-24.2318
349.8243,76.4925,-22.2175
352.7001,74.8896,-21.7385
357.7636,72.0427,-20.9883
351.6998,74.8918,-22.0774
341.8542,79.8334,-23.3364
346.8007,75.6898,-22.0433
351.7219,68.6701,-21.1785
357.4945,64.1686,-21.3588
355.1732,64.0420,-21.3177
368.4074,56.1323,-19.7095
373.0657,53.8321,-19.5449
413.6223,34.4702,-15.3741
415.1926,33.2590,-15.0969
344.3886,65.7167,-21.6539
353.8599,61.0730,-20.6488
350.9101,62.2738,-21.2379
352.4862,61.4692,-21.1318
353.5364,60.9289,-20.7502
355.2653,59.8811,-20.9283
352.3950,61.1541,-21.2629
366.2395,54.7846,-19.6813
415.7684,32.0085,-15.3824
359.6693,57.4438,-20.1512
344.7400,63.7065,-21.5861
283.1991,87.2813,-28.0607
293.5466,75.4143,-26.2668
386.1523,22.1141,-17.0650
280.8453,50.5115,-26.8551
277.5802,51.4125,-26.8063
273.1648,46.3846,-26.8451
278.4664,38.9612,-26.6525
278.2077,38.8998,-26.7741
281.3796,31.2047,-26.0491
281.4222,30.8209,-25.9322
297.5471,26.0068,-25.3565
297.0374,24.1939,-24.8474
293.6974,24.9546,-24.9515
359.5068,9.0330,-19.3150
360.4122,8.8247,-19.3964
351.7591,6.0690,-19.4358
299.9652,15.6255,-24.9883
273.3825,11.9384,-26.1667
303.7915,6.3996,-24.0729
337.1042,-0.6971,-20.9487
270.3810,9.3145,-27.2497
347.6299,-3.2976,-19.5458
252.4345,11.3890,-28.3936
267.1949,7.9072,-27.2331
269.9353,7.4137,-27.0316
405.3376,-14.3060,-14.8418
405.5078,-14.8106,-14.6297
321.5251,-2.9304,-22.1036
420.8486,-17.4796,-13.5045
247.3167,7.5080,-29.0622
318.6269,-3.0601,-22.4530
347.6506,-7.7087,-20.3908
293.0193,-0.6387,-25.0660
287.9176,-2.4648,-25.5168
289.4867,-5.2896,-25.4646
414.3103,-21.3513,-13.8495
411.6117,-21.0619,-13.9935
414.9252,-21.5753,-13.7804
290.9190,-7.7707,-24.4022
361.3057,-16.5241,-18.9567
356.5281,-21.7554,-19.3921
342.4419,-21.3660,-20.4749
329.4104,-31.6261,-21.4799
319.0781,-31.4246,-22.2813
356.5412,-32.8486,-19.2888
276.8110,-30.6914,-25.3361
228.2849,-46.8132,-29.7058
421.5856,-58.4494,-13.2403
267.3763,-84.5793,-27.1269
277.1187,-87.7816,-26.0432
358.7711,-78.2486,-19.4366
333.2431,-86.4857,-21.8826
333.5418,-86.4966,-21.8750
296.0573,-95.6280,-24.9198
246.1203,-107.9467,-28.6932
299.1786,-100.4440,-24.1785
243.0941,-113.5047,-29.2320
311.9907,-99.3895,-23.9202
250.6055,-146.3956,-29.7866
316.2452,-127.3105,-24.1465
314.0137,-128.3055,-24.5042
258.2854,-152.5242,-28.6635
312.5229,-133.2288,-24.2756
266.4174,-166.2989,-28.7856
259.6737,-169.7320,-29.8360
359.5986,-129.2849,-20.5907
268.6955,-167.9406,-28.8400
269.4465,-177.0786,-28.8415
265.8387,-186.0804,-29.1050
361.5965,-141.8593,-20.8419
359.6347,-142.8207,-20.5525
273.8014,-192.1311,-29.9914
275.6112,-192.0720,-28.7454
371.0597,-145.4076,-19.6632
288.7003,-212.7448,-28.9287
290.4847,-214.3576,-29.4837
302.2938,-208.3539,-28.4177
290.8597,-217.0276,-29.7946
400.9221,-151.0604,-18.2529
404.5337,-151.9441,-17.9889
292.0126,-237.0954,-29.4421
364.5275,-190.0797,-23.0335
371.9159,-186.1301,-21.8044
366.5756,-199.0155,-23.0861
366.1577,-199.5897,-22.8247
365.4274,-201.4595,-22.9351
368.8848,-203.4159,-22.4924
367.1472,-205.5194,-23.1623
332.2680,-242.0582,-28.2068
350.7091,-240.6125,-26.3808
336.4074,-261.7325,-27.9414
337.9154,-262.4037,-28.4949
324.8769,-275.9215,-29.2512
324.7866,-276.8179,-29.6135
337.7530,221.6231,-28.5139
333.6646,225.2286,-29.8385
335.8851,222.6376,-29.5774
351.3420,204.3270,-27.2898
358.4839,195.1760,-26.6293
361.5817,191.3161,-26.6589
328.2154,218.1321,-28.8749
324.6707,221.8534,-29.8230
326.1381,218.2681,-29.8109
397.5857,142.8973,-20.6808
329.0235,213.0332,-28.7896
325.1840,216.9026,-29.9310
324.5461,217.3543,-29.8097
330.5281,211.0805,-29.0424
376.4486,163.4997,-22.9212
356.9231,165.7942,-24.2723
301.2686,170.0800,-28.9209
301.3373,169.4188,-28.7570
305.1727,162.2517,-28.4860
303.1958,161.0871,-28.6114
284.0317,164.0122,-29.5377
313.1585,143.3639,-26.2906
321.6353,136.5670,-25.1447
315.2658,139.7728,-25.7472
315.2439,139.5175,-25.8293
286.1654,152.9846,-29.3006
293.7132,146.9079,-28.6437
396.3564,76.7427,-17.2475
311.9764,121.8500,-25.6993
359.2545,91.2909,-21.1444
325.5425,107.9966,-23.9529
326.2924,104.4786,-23.6867
354.4587,87.4652,-20.9566
356.9919,83.4515,-21.2213
325.8274,100.0025,-23.6002
327.1903,97.1660,-22.9795
349.2975,83.4832,-20.7872
328.5662,94.6902,-23.4230
329.2086,94.1169,-23.2446
369.0033,68.4049,-19.6736
352.8939,74.7686,-20.3764
353.5087,73.1970,-20.8761
348.0872,70.2583,-21.0073
287.9224,98.3418,-25.9368
353.5679,63.6631,-20.4248
283.1484,96.6714,-26.7201
356.5698,61.4434,-19.6782
413.1761,34.5232,-14.6755
419.7070,31.3196,-14.0376
359.0404,59.1036,-19.4446
414.1286,33.3912,-14.8429
372.3928,52.4401,-18.8364
361.2462,57.1047,-19.7435
350.9332,61.4695,-20.3015
348.4219,62.1945,-20.1638
352.8966,58.7847,-20.4793
260.6123,96.0346,-29.0676
351.7162,52.2965,-20.3269
365.8829,32.3861,-18.3422
239.2564,74.5906,-29.0673
314.8288,44.7870,-22.6976
237.7177,69.3264,-29.1902
224.6914,62.1752,-29.4136
274.2780,47.6043,-25.9189
277.8183,46.0914,-25.3733
331.7159,27.5372,-20.6472
279.5428,37.4457,-24.8723
277.0152,37.9562,-24.9479
360.0612,16.1760,-18.1891
276.3218,36.5977,-25.3448
300.8100,28.7994,-23.7386
284.3436,31.2954,-25.1989
284.6319,30.0022,-25.3413
336.9669,16.5883,-19.9464
397.9278,1.8202,-14.9684
338.9761,15.5527,-20.0360
409.1545,-3.0100,-13.7837
347.0790,4.0142,-18.9670
329.6927,4.8864,-20.2942
344.1724,-1.3269,-18.8894
339.1357,-5.7424,-19.3093
405.3893,-15.5151,-14.3550
316.6629,-2.8583,-21.8923
317.0866,-3.5629,-21.9511
289.9738,-0.3609,-23.8687
215.7225,9.2142,-29.8172
291.2655,-4.7082,-23.9370
206.7331,4.6296,-29.9220
333.8354,-12.2500,-19.6366
290.3752,-8.7769,-23.9146
346.9491,-15.6328,-18.4762
342.7209,-18.3607,-19.3939
338.6173,-23.5967,-20.0415
389.5568,-28.2158,-14.9791
277.3105,-25.7803,-24.1566
275.2021,-25.8894,-24.6799
226.6678,-24.9228,-28.3737
277.9930,-28.1393,-25.1260
357.3073,-31.9308,-18.1630
316.1263,-30.6514,-21.9403
227.5624,-27.8052,-28.6337
310.8557,-31.7353,-21.9623
278.9865,-32.2516,-24.6707
280.8457,-33.9345,-24.4278
297.7472,-34.4274,-23.2151
291.6892,-39.4953,-23.5414
209.4065,-59.4449,-29.5776
229.9835,-61.1202,-28.1441
244.4096,-65.8287,-26.7471
215.7807,-73.7107,-29.3251
274.0421,-70.6506,-25.0863
248.5696,-73.8030,-27.7350
216.0055,-81.5482,-29.3822
278.7219,-78.1617,-24.9306
279.0982,-79.3953,-25.2795
283.1332,-83.5182,-24.7377
289.2294,-83.7280,-23.8552
288.1723,-83.9126,-23.4722
274.7070,-86.0086,-25.5820
277.0056,-85.7243,-25.2402
280.6394,-85.2042,-24.9802
309.7986,-83.5165,-22.1028
322.8732,-82.4438,-21.0886
322.9568,-83.2105,-21.6524
271.4257,-97.7671,-25.4560
305.0940,-98.5628,-22.5401
241.7849,-113.0464,-27.5969
299.9428,-101.8269,-23.2891
377.5595,-89.6384,-16.6147
371.1135,-91.4806,-17.1198
367.2802,-92.6554,-17.6189
372.9752,-91.5378,-17.5045
244.0277,-130.5388,-28.4482
376.3721,-97.2198,-17.3684
259.9990,-131.4339,-27.5463
235.9136,-144.6045,-29.5461
233.3127,-146.7087,-29.7841
377.6646,-108.0193,-17.0529
360.8881,-116.0796,-18.7075
306.9258,-136.0178,-23.4966
308.7230,-135.9768,-23.8801
258.6775,-154.7211,-28.5699
287.9799,-144.1322,-24.8707
297.3970,-141.7499,-24.5272
276.0289,-159.4307,-26.5189
275.8554,-159.5466,-26.3780
263.9149,-166.3619,-28.3598
357.8468,-134.7166,-20.0090
357.2279,-140.9442,-20.0280
248.4102,-192.2711,-29.7343
359.5975,-140.1696,-19.7295
369.4071,-136.5917,-18.8920
274.6480,-193.1139,-27.2353
274.8928,-203.5876,-28.9576
262.2617,-215.2464,-29.0240
377.7861,-150.7199,-18.4628
379.7318,-149.7452,-18.4768
378.3195,-150.8579,-18.6553
300.4212,-204.1708,-26.7479
282.5166,-216.1516,-28.9359
280.8779,-217.3091,-29.1367
369.3046,-163.7198,-19.9890
302.4638,-207.3311,-26.7144
307.6024,-207.3069,-26.2685
370.0183,-169.6426,-19.9795
365.2818,-174.3825,-20.7548
401.8162,-151.9871,-16.8029
286.2129,-244.7406,-29.5179
281.6141,-255.3619,-29.4302
368.5986,-201.1361,-21.1671
368.0907,-201.7163,-21.1698
303.9141,-271.5576,-28.9969
368.2051,-217.8853,-23.1196
328.5145,-269.9683,-27.9938
