x_mpch,y_mpch,z_mpch
409.2494,139.3935,-29.7093
398.7729,109.8964,-28.1405
385.2845,104.1539,-28.9191
383.9332,103.9972,-28.9722
355.1445,61.0844,-29.4246
354.7826,60.9814,-29.2752
372.9892,49.1808,-26.6181
360.5636,20.4643,-26.9108
368.5928,15.5137,-25.6246
354.8368,-20.0590,-26.8525
353.5643,-84.5608,-27.4425
374.3264,-102.1992,-25.4862
405.6383,140.2503,-28.7352
399.8941,129.7966,-28.9580
389.1607,113.3041,-28.2368
391.6942,106.2169,-28.0311
414.0754,39.2150,-20.6746
377.1897,52.5684,-25.9212
351.1566,64.7210,-28.6701
356.1514,62.1396,-28.6982
357.3099,61.3988,-28.7399
344.3306,66.7777,-29.8293
363.8720,57.2910,-27.5705
354.1072,61.6995,-28.9049
350.7066,63.2564,-29.5225
353.9114,61.6945,-28.3488
346.7042,65.0214,-29.8868
347.2235,64.5048,-29.1197
361.1325,57.8960,-27.2025
354.8577,60.4963,-28.3628
353.4561,54.2241,-28.5585
419.5211,14.7634,-19.6611
357.0927,26.0718,-26.7627
358.7596,25.5573,-27.0236
355.1101,23.7479,-27.0174
363.9317,18.4697,-26.0343
362.7432,17.5619,-25.6408
362.7699,17.5181,-25.6104
409.7481,4.5678,-19.8805
364.5114,16.4469,-25.2933
369.5454,15.0053,-25.3988
374.4468,8.3612,-24.1803
376.5146,1.9516,-23.7600
332.3231,-1.8796,-29.1367
355.1411,-30.9095,-25.8340
345.5148,-40.8378,-27.3366
348.3757,-40.8794,-26.6187
341.8153,-41.9141,-27.5426
321.5371,-45.2543,-29.5415
347.8942,-82.8905,-26.7797
369.3696,-102.7876,-25.4264
334.0809,-132.3574,-29.8506
390.7260,-126.7311,-23.7426
362.6465,-144.8715,-27.8512
398.5012,-148.0937,-24.4407
363.9722,-174.5684,-29.3031
393.8036,-163.5990,-25.9293
394.2807,133.4799,-28.1798
386.3587,106.3146,-27.2662
383.3937,106.6373,-27.0603
386.4410,97.9003,-26.4943
382.9310,100.1127,-27.2792
361.8790,112.0138,-29.1626
382.3071,95.8181,-27.0069
382.0041,95.0935,-26.5216
359.3578,82.7361,-27.6174
362.7992,75.7617,-27.3544
359.2544,76.4424,-27.6793
355.7935,78.2874,-28.4403
353.2937,79.3858,-28.8910
357.6038,76.5633,-28.3601
370.2566,56.0798,-25.1637
367.9870,56.1216,-25.4724
349.2471,64.5415,-27.9846
366.5965,56.3788,-25.9971
350.4774,63.6602,-28.1984
353.8555,61.8194,-27.7067
358.9760,59.1882,-27.0568
356.1446,60.4281,-27.3830
361.7803,23.8037,-25.5842
363.5097,21.7623,-25.2587
350.6002,23.7315,-25.9894
407.8472,5.1950,-19.3824
370.7414,14.9385,-23.8391
339.6081,18.6372,-27.0339
373.9410,7.2186,-23.1793
373.6193,7.1060,-23.2348
372.8916,4.0691,-23.7528
334.6551,-1.5133,-27.7295
333.1416,-1.7208,-27.7433
356.7136,-11.0385,-25.0842
344.7394,-9.5627,-25.9013
353.2952,-14.8018,-24.8255
354.5282,-28.4791,-24.5405
321.4750,-31.1524,-28.7003
348.7630,-36.3021,-25.4028
323.4823,-37.9974,-28.9472
319.4747,-38.5135,-28.5782
317.8851,-41.2383,-29.0012
317.5471,-41.6121,-29.6083
356.2635,-73.8148,-25.0492
335.5992,-83.9696,-27.0512
349.2705,-82.8292,-25.7587
342.1338,-84.2416,-26.6748
348.5201,-84.5112,-26.1362
348.9028,-85.5958,-26.3516
362.6504,-85.9045,-24.4792
407.0867,-82.2190,-19.6934
320.0197,-118.5339,-29.8074
366.2179,-119.0955,-25.0489
364.2286,-176.6344,-28.4085
366.3847,-198.8967,-29.2858
372.5710,-197.9404,-28.7523
406.2997,138.0949,-26.7664
405.3356,139.1188,-26.8228
407.5814,136.4376,-26.8470
392.0375,137.8411,-28.1439
398.4736,128.2844,-26.6089
389.5261,119.9597,-26.2704
413.7161,67.7391,-21.1488
382.3484,85.9745,-24.6700
372.7909,81.6010,-25.1731
415.2041,53.7320,-20.0908
358.3391,79.9441,-26.5198
412.3071,47.3245,-20.4570
355.7311,77.5362,-26.8157
331.1115,78.6914,-29.2996
417.0486,34.4818,-19.1500
385.5113,48.9188,-22.5040
356.1849,61.5461,-26.1181
418.9885,32.2627,-18.3779
358.2672,60.5365,-25.7529
350.1930,64.2580,-26.8179
418.1926,32.5805,-18.4213
354.7013,61.7851,-26.4895
321.8633,63.3297,-29.1876
388.8578,19.6373,-20.8592
365.9699,20.4483,-24.0363
369.7001,16.7107,-23.1954
347.2493,22.8921,-25.5806
345.3559,22.2971,-25.6082
371.0651,10.0395,-23.1464
369.4952,9.3499,-22.9373
382.8536,0.2875,-21.4442
382.9103,-0.1439,-21.1004
363.7260,3.8216,-23.1983
376.1396,-1.7916,-21.6206
306.8638,9.7047,-29.5780
358.0162,-11.9960,-23.6301
346.5389,-10.6502,-25.4599
324.5357,-16.4404,-26.8485
329.4917,-48.8382,-27.1910
357.9762,-78.6871,-23.5242
356.9142,-80.2022,-24.3323
353.1578,-80.9566,-24.5595
342.5307,-84.5846,-25.2810
368.8952,-94.7167,-23.0969
377.9728,-99.9500,-22.8349
373.7507,-102.7407,-22.4844
321.1181,-127.8889,-28.9708
318.1532,-129.3170,-29.3614
319.8069,-129.6569,-29.4335
366.8321,-119.5041,-23.9069
387.8062,-124.1640,-21.9991
355.7331,-141.5902,-26.2433
360.5721,-146.2471,-26.5677
406.6458,-145.8709,-21.3287
406.3787,-146.0673,-21.7097
376.2654,-165.9621,-25.8821
368.6798,-186.5898,-27.9353
368.8758,-186.5300,-27.9170
400.9281,137.1292,-26.0007
378.6216,157.2882,-29.4822
392.4976,96.1221,-23.7396
