x_mpch,y_mpch,z_mpch
612.2822,43.2015,-29.4246
625.7305,-2.3692,-25.6246
611.2449,43.8166,-28.9049
607.8443,45.3735,-29.5225
603.8420,47.1385,-29.8868
618.2702,40.0130,-27.2025
610.5939,36.3412,-28.5585
612.2478,5.8649,-27.0174
612.2788,-48.7925,-25.8340
602.6525,-58.7208,-27.3366
591.2186,-150.2403,-29.8506
616.4955,64.8532,-27.6174
616.3921,58.5595,-27.6793
610.4315,61.5029,-28.8910
623.7342,38.4959,-25.9971
610.9933,43.9365,-27.7067
618.9181,5.9208,-25.5842
613.8513,-28.9215,-25.0842
601.8771,-27.4456,-25.9013
580.6200,-55.8803,-28.9472
574.6848,-59.4950,-29.6083
612.8688,59.6533,-26.8157
615.4049,42.6535,-25.7529
607.3307,46.3751,-26.8179
626.8378,-1.1723,-23.1954
620.8637,-14.0614,-23.1983
620.1420,57.2618,-25.7170
613.9269,58.1679,-26.0000
621.3175,42.5167,-24.1696
590.4589,11.5657,-26.3327
555.0436,-18.9803,-29.2568
612.7709,-42.6480,-22.8043
614.7954,-94.7666,-23.1553
607.5455,115.4926,-28.4409
593.8121,80.8234,-27.2628
592.7563,79.8831,-27.8241
594.3090,78.9595,-27.4982
556.5594,26.3811,-29.3998
539.3191,17.3206,-29.9228
613.9577,-35.1880,-22.2096
579.1750,-53.3782,-25.3718
550.5033,-101.3511,-28.1815
536.2007,-108.6976,-29.6386
600.0490,-102.9363,-23.6966
578.5395,98.8701,-29.0068
589.6715,72.1765,-25.8139
612.3450,59.2295,-24.0559
553.2049,35.9942,-27.7100
591.9906,-20.6838,-23.3875
585.9569,-42.6326,-23.0634
614.8926,-49.0646,-20.4848
576.8864,-50.3198,-24.5896
522.6407,-76.3340,-29.7376
601.1352,-71.9042,-22.2918
571.4479,-116.6086,-25.5518
573.2642,137.8799,-29.1616
597.7578,110.8402,-26.1343
600.3768,107.5890,-26.1582
587.7966,106.8555,-26.3156
581.5684,110.8469,-27.0016
589.3664,77.2479,-25.6733
605.6302,61.4471,-23.2988
608.0255,57.3134,-23.1319
609.6796,51.3099,-23.1468
607.4592,41.6644,-21.9405
598.5620,2.6505,-22.1304
562.5946,10.9035,-25.5989
555.7995,-4.1503,-25.9861
583.1073,-35.3799,-22.7632
518.7257,-99.2896,-28.2999
585.2326,-101.5447,-22.9670
615.7005,-96.5403,-19.9622
582.0169,-109.9008,-23.0295
596.7354,128.8372,-25.5954
579.0297,124.9025,-27.7882
579.0187,124.8765,-27.8231
568.0385,125.8300,-27.7016
554.0259,127.5847,-28.4283
551.0948,102.0028,-28.6006
549.2405,100.9144,-28.7412
