x_mpch,y_mpch,z_mpch
159.5916,84.5815,-17.2312
165.6902,77.8647,-15.8874
143.4134,78.8552,-18.0496
187.9748,37.3060,-10.6257
174.7968,43.0716,-12.4620
179.3304,33.0498,-11.1573
181.1783,28.4114,-10.7439
183.2908,24.8583,-10.3391
182.2643,25.3911,-10.3956
109.2390,49.1817,-19.5273
120.6871,37.8094,-17.7232
142.4127,26.3391,-14.8336
140.5138,26.9767,-15.1529
141.9831,25.5549,-14.8654
102.0928,36.6266,-19.9749
139.4479,22.0625,-15.1199
125.3735,24.2234,-16.6121
126.7122,16.2298,-16.4427
147.6445,10.6348,-13.7245
146.9882,10.1699,-13.6638
126.3267,15.2281,-16.1942
157.9949,-1.3076,-12.1981
130.3070,2.6375,-15.4624
151.6079,-1.0484,-12.8209
124.7598,-0.3501,-16.2067
123.3188,-1.1903,-16.1791
117.8960,-5.1443,-16.7866
131.2256,-24.8965,-15.1199
98.5296,-31.6603,-19.2940
161.9740,-39.7826,-11.7652
184.1287,-42.4871,-9.3292
175.7555,-47.8738,-10.4016
151.7666,-76.2967,-14.5001
171.8044,-67.9922,-12.0080
122.8064,-103.5197,-19.2109
175.6051,-69.8460,-11.7641
132.5456,-105.9153,-18.5296
146.9902,-99.4363,-16.7006
137.0657,-112.6182,-18.4056
156.9706,104.8165,-18.8672
159.4443,73.2515,-15.5043
189.3471,36.4803,-10.0951
186.7827,38.2879,-10.6814
187.8301,37.4354,-10.3434
186.3237,38.5921,-10.5003
151.8269,62.8054,-15.3385
151.5859,62.9601,-15.3721
182.9780,28.7236,-10.0885
120.2784,66.5087,-19.0944
177.6618,30.7547,-11.0518
171.6910,34.1499,-11.6566
184.0425,26.6203,-10.1871
186.8917,24.8832,-9.7579
174.7911,32.1412,-11.3751
181.4191,27.6502,-10.2897
160.2120,32.0235,-12.9242
160.6023,31.2148,-12.6156
107.0311,51.5975,-19.7790
117.6572,46.6170,-18.1529
139.8647,27.5776,-14.9979
102.0632,37.9681,-19.7380
102.4390,37.0294,-19.6611
92.6660,26.8338,-19.8805
129.1290,16.9134,-15.4394
124.6169,16.7682,-16.3798
127.4371,15.8739,-15.7501
125.5640,16.3460,-16.1715
128.9613,15.4206,-15.2854
128.5391,15.3482,-15.5098
127.9551,15.4317,-15.9735
126.9267,15.4131,-15.7856
126.4478,15.0389,-16.0060
133.6753,10.4966,-14.9018
130.7876,11.0648,-15.2859
133.6619,9.6353,-15.0650
149.7977,4.5501,-12.8896
176.0819,-1.5663,-9.8507
130.8759,3.3927,-14.8368
123.6655,0.1173,-16.0287
151.1642,-4.5239,-12.6033
143.2752,-20.0632,-13.6018
143.7687,-29.6825,-13.2116
142.4457,-29.9817,-13.4270
168.9733,-30.7135,-10.3124
151.8364,-36.3538,-12.4639
150.2997,-36.6630,-12.5939
151.4538,-38.6654,-12.6859
182.7425,-42.9116,-9.1597
170.2120,-53.1831,-11.1476
149.7491,-81.6051,-14.9713
126.6945,-100.2810,-18.4091
125.0979,-102.3754,-18.6484
124.9848,-102.6305,-18.2569
174.0594,-70.9281,-11.7587
147.2423,-105.9755,-16.7424
149.4000,112.5396,-19.5541
148.4643,112.7797,-19.3359
179.3415,50.1265,-11.6035
158.7661,67.3304,-14.8480
142.7624,74.8444,-16.5629
