id,region,area_ha,modulos_fiscales,clase_tamano,cobertura_forestal_2010_pct,biodiv_evitar_deforestacion,biodiv_evitar_perturbacion,biodiv_restauracion,carbono_evitar_deforestacion_mgc,carbono_evitar_perturbacion_mgc,carbono_restauracion_mgc,biodiv_evitar_deforestacion_por_ha,biodiv_evitar_perturbacion_por_ha,biodiv_restauracion_por_ha,carbono_evitar_deforestacion_mgc_por_ha,carbono_evitar_perturbacion_mgc_por_ha,carbono_restauracion_mgc_por_ha
3335,Santarem,88.3513,1.17802,pequena,62.4526,74.3717,179.238,0,27088.1,15306.1,0,0.841773,2.0287,0,306.595,173.242,0
3336,Santarem,195.855,2.6114,pequena,77.6979,0,0.805484,0.00619909,28.1506,10.4351,21.4261,0,0.00411266,3.16515e-05,0.143732,0.0532796,0.109398
3337,Santarem,204.214,2.72285,pequena,86.0998,30.8046,0.251159,0,11264.7,0,0,0.150845,0.00122988,0,55.1615,0,0
3338,Santarem,88.1774,1.1757,pequena,99.721,0,1.24627,0,54.6314,7.37526,0,0,0.0141336,0,0.619562,0.0836411,0
3339,Santarem,99.0678,1.3209,pequena,95.335,10.085,31.1458,0,2770.6,7051.2,0,0.101799,0.314389,0,27.9667,71.1755,0
3340,Santarem,150.273,2.00364,pequena,16.22,7.66746,0.853316,0,1492.22,59.1112,0.818306,0.0510237,0.00567845,0,9.93008,0.393359,0.00544547
3341,Santarem,98.6309,1.31508,pequena,62.0739,1.00237,0,0,146.218,0,0,0.0101629,0,0,1.48247,0,0
3342,Santarem,101.69,1.35586,pequena,61.0845,4.95359,0.0240941,0,1724.52,8.84644,0,0.0487128,0.000236938,0,16.9586,0.0869945,0
3343,Santarem,99.515,1.32687,pequena,77.844,1.33366,0.000657201,0,179.824,0,0,0.0134016,6.60404e-06,0,1.807,0,0
3344,Santarem,101.024,1.34699,pequena,67.1408,1.57004,0.142583,0,314.999,4.98352,0,0.0155412,0.00141138,0,3.11805,0.0493299,0
3345,Santarem,102.091,1.36122,pequena,44.4965,0.525054,0,0,70.9589,0.102142,0,0.00514298,0,0,0.695053,0.0010005,0
3346,Santarem,100.919,1.34559,pequena,73.5774,5.21188,0.0212143,0,799.781,0.367004,0,0.051644,0.00021021,0,7.92495,0.00363661,0
3347,Santarem,103.567,1.3809,pequena,54.376,5.84275,0.00650731,0,939.844,1.58853,0,0.0564151,6.28318e-05,0,9.07473,0.0153381,0
3348,Santarem,49.8429,0.664572,pequena,0,0,0,0,0,0,0,0,0,0,0,0,0
3349,Santarem,105.973,1.41298,pequena,76.7977,18.9393,8.58432,0,3613.08,254.082,0,0.178717,0.0810044,0,34.0943,2.39761,0
3350,Santarem,98.4899,1.3132,pequena,77.7706,2.08152,3.16005,0,495.931,523.588,0,0.0211344,0.032085,0,5.03534,5.31616,0
3351,Santarem,18.4176,0.245569,pequena,32.4777,23.7777,0,14.605,6171.56,0,2142.89,1.29103,0,0.79299,335.09,0,116.35
3352,Santarem,101.4,1.352,pequena,69.472,140.755,0.707076,0.00268669,26109.1,41.3294,0,1.38811,0.00697313,2.6496e-05,257.486,0.407587,0
3353,Santarem,35.6669,0.475558,pequena,33.5439,13.7153,33.1803,0.469726,5330.93,2622.06,387.075,0.384539,0.930282,0.0131698,149.465,73.5152,10.8525
3354,Santarem,84.9532,1.13271,pequena,31.4202,0,0,0.41437,0,0,130.432,0,0,0.00487763,0,0,1.53534
3355,Santarem,21.374,0.284987,pequena,71.8317,18.3498,17.9108,0,8318.11,1482.97,0,0.858511,0.837971,0,389.169,69.3818,0
3356,Santarem,0.146055,0.0019474,pequena,0,0,0,0,0,0,0,0,0,0,0,0,0
3357,Santarem,4.32579,0.0576772,pequena,0,0,0,0,0,0,0,0,0,0,0,0,0
3358,Santarem,98.2456,1.30994,pequena,37.1574,7.85986,4.86358,8.69129,4888.25,482.976,6404.89,0.0800022,0.0495043,0.0884649,49.7554,4.916,65.1926
3359,Santarem,99.721,1.32961,pequena,43.5877,28.7851,12.7973,2.77097,16005.4,350.244,1581.23,0.288656,0.128331,0.0277872,160.502,3.51224,15.8566
3360,Santarem,99.8668,1.33156,pequena,74.268,54.8705,1.20487,0,15272.6,96.8453,0,0.549437,0.0120648,0,152.929,0.969744,0
3361,Santarem,99.543,1.32724,pequena,69.3405,8.50764,0,0,1305.3,0,0,0.085467,0,0,13.1129,0,0
3362,Santarem,20.1371,0.268494,pequena,99.7426,7.16421,72.4635,0,8771.42,4190.84,0,0.355772,3.59851,0,435.586,208.116,0
3363,Santarem,57.7687,0.77025,pequena,0,0,0,0,0,0,0,0,0,0,0,0,0
3364,Santarem,31.3617,0.418157,pequena,87.6849,1.62012,1.10846,0.000242753,894.159,252.462,0,0.0516593,0.0353444,7.74042e-06,28.5111,8.05001,0
3365,Santarem,300.42,4.0056,mediana,37.1129,19.4338,19.1478,39.5722,4445.94,1824.8,14807.6,0.0646886,0.0637368,0.131723,14.7991,6.07417,49.2897
3366,Santarem,84.9468,1.13262,pequena,0.10512,0.0402189,0,0,34.4209,0,0,0.00047346,0,0,0.405206,0,0
3367,Santarem,30.0479,0.400639,pequena,29.7132,1.60983,14.3549,0.256155,790.421,1339.36,190.837,0.0535755,0.477733,0.00852488,26.3054,44.5741,6.35108
3368,Santarem,50.8996,0.678661,pequena,11.0507,4.08498,3.75977,11.4982,1198.8,318.489,2239.09,0.0802556,0.0738663,0.2259,23.5522,6.25719,43.9903
3369,Santarem,2.15396,0.0287194,pequena,0,0,0,0,0,0,0,0,0,0,0,0,0
3370,Santarem,112.77,1.5036,pequena,72.4261,1.85119,0,0,7447.91,0,0,0.0164156,0,0,66.0449,0,0
3371,Santarem,102.143,1.36191,pequena,81.9788,43.8473,202.779,0,16478.6,21639.2,0,0.429274,1.98525,0,161.329,211.852,0
3372,Santarem,97.4929,1.29991,pequena,81.0351,7.7899,83.4002,0,3319.63,12227.3,0,0.0799022,0.855449,0,34.05,125.417,0
3373,Santarem,51.113,0.681507,pequena,97.1094,197.611,5.71189,0.0103948,41239.2,704.103,0,3.86617,0.11175,0.00020337,806.825,13.7754,0
3374,Santarem,21.3115,0.284153,pequena,2.09449,0.0429417,0.496626,0.00147264,2.15572,32.2809,0,0.00201495,0.0233032,6.91006e-05,0.101153,1.51472,0
3375,Santarem,108.438,1.44584,pequena,37.2879,15.8199,0,3.09152,11937.7,6.508,2522.43,0.145889,0,0.0285096,110.088,0.0600159,23.2616
3376,Santarem,47.445,0.6326,pequena,33.6845,0.363759,0,0.000132918,349.094,0,0,0.00766695,0,2.80152e-06,7.35785,0,0
3377,Santarem,117.698,1.5693,pequena,81.837,44.6845,357.075,0.00063015,18181.2,30087.7,0,0.379655,3.03383,5.35396e-06,154.474,255.635,0
3378,Santarem,50.179,0.669053,pequena,28.461,23.717,0,0,10362.5,0,0,0.472649,0,0,206.512,0,0
3379,Santarem,99.8776,1.3317,pequena,51.318,5.15847,0,0,870.878,0,0,0.0516479,0,0,8.71945,0,0
3380,Santarem,99.0036,1.32005,pequena,91.3653,25.185,0.119978,11.0506,3590.82,30.5929,1413.54,0.254385,0.00121186,0.111619,36.2696,0.309008,14.2777
3381,Santarem,99.8628,1.3315,pequena,70.0692,0,0.0851662,0,451.343,31.2142,0,0,0.000852832,0,4.51963,0.312571,0
3382,Santarem,52.1576,0.695434,pequena,0,0,0,0,0,0,0,0,0,0,0,0,0
3383,Santarem,37.2397,0.496529,pequena,97.1131,19.5415,0,0,4305.56,0,0,0.524748,0,0,115.618,0,0
3384,Santarem,98.2259,1.30968,pequena,80.2192,0,0.00522584,0,0,4.0827,0,0,5.32022e-05,0,0,0.0415644,0
3385,Santarem,100.74,1.3432,pequena,90.7325,34.2111,0.804895,0,18049.2,69.288,0,0.339598,0.00798981,0,179.166,0.687789,0
3386,Santarem,28.8022,0.384029,pequena,0,0,0,0,0,0,0,0,0,0,0,0,0
3387,Santarem,10839.5,144.527,grande,52.4551,3353.73,63.2644,191.198,739886,9067.45,46224.6,0.309399,0.00583647,0.017639,68.2582,0.836519,4.26446
3388,Santarem,10993.5,146.58,grande,39.3117,2175.97,89.0747,1102.77,672418,5037.13,435280,0.197933,0.00810249,0.100311,61.1652,0.458192,39.5943
3389,Santarem,668.164,8.90886,mediana,99.0186,3.51396,12.8141,0,2636.82,617.887,0,0.00525912,0.0191781,0,3.94636,0.924753,0
3390,Santarem,103.791,1.38388,pequena,91.7401,3.34656,0,0,425.85,0,0,0.0322432,0,0,4.10295,0,0
3391,Santarem,102.597,1.36796,pequena,8.70385,1.3521,0.202157,0.00261891,308.186,46.517,0,0.0131787,0.00197039,2.55261e-05,3.00384,0.453393,0
3392,Santarem,99.7824,1.33043,pequena,90.4185,1.00384,0.7943,0,0,28.8649,0,0.0100603,0.00796032,0,0,0.289278,0
3393,Santarem,176.866,2.35822,pequena,34.7344,3.03153,0,0,613.548,0,0,0.0171402,0,0,3.46899,0,0
3394,Santarem,1124.88,14.9984,mediana,70.0878,54.1724,1784.51,0,28594.5,141947,0,0.0481584,1.5864,0,25.4201,126.188,0
3395,Santarem,86.4347,1.15246,pequena,93.4456,0.428434,0,0,86.0752,0,0,0.00495673,0,0,0.995841,0,0
3396,Santarem,173.85,2.318,pequena,96.9243,0,0,8.91685e-05,0,0,0,0,0,5.12906e-07,0,0,0
3397,Santarem,127.846,1.70461,pequena,43.233,10.1399,0.149164,17.3035,1788.37,28.3974,2469.01,0.0793136,0.00116675,0.135347,13.9885,0.222122,19.3124
3398,Santarem,32.0544,0.427393,pequena,13.651,3.04302,0,0.748137,1677.75,2.47334,781.579,0.0949329,0,0.0233396,52.3405,0.0771606,24.3829
3399,Santarem,100.278,1.33704,pequena,90.6777,24.1962,0.00303108,0,7296.68,2.42349,0,0.241292,3.02267e-05,0,72.7645,0.0241677,0
3400,Santarem,132.633,1.76843,pequena,100.015,2.501,37.4469,0,580.091,6976.65,0,0.0188566,0.282336,0,4.37367,52.6013,0
3401,Santarem,121.643,1.62191,pequena,99.039,0.0294846,0,0.0213162,31.4488,0,0,0.000242387,0,0.000175236,0.258534,0,0
3402,Santarem,97.6785,1.30238,pequena,93.3698,1.59195,0.00703859,0,196.285,0.0811081,0,0.0162979,7.20588e-05,0,2.0095,0.000830357,0
3403,Santarem,67.1804,0.895739,pequena,98.8576,56.3378,0,0,9885.38,0,0,0.838604,0,0,147.147,0,0
3404,Santarem,90.9467,1.21262,pequena,100.017,0.0916836,5.23039,0,130.518,573.567,0,0.0010081,0.0575105,0,1.4351,6.30663,0
3405,Santarem,85.6693,1.14226,pequena,101.594,1.36552,30.3665,0,1292.23,5561.62,0,0.0159394,0.354462,0,15.0839,64.9196,0
3406,Santarem,301.754,4.02338,mediana,76.9071,23.1555,0.057459,0,17547.3,2.4468,0,0.0767365,0.000190417,0,58.151,0.0081086,0
3407,Santarem,95.7445,1.27659,pequena,100.132,0,0,0,0,0,0,0,0,0,0,0,0
3408,Santarem,92.0054,1.22674,pequena,99.9326,0.0211956,0.26926,0,22.8004,29.0506,0,0.000230373,0.00292656,0,0.247816,0.315748,0
3409,Santarem,68.0016,0.906688,pequena,0.131323,0.0774892,0.0202847,0.229191,18.0532,1.21384,306.329,0.00113952,0.000298297,0.00337038,0.265481,0.0178502,4.50473
3410,Santarem,742.519,9.90025,mediana,39.0657,59.4314,174.459,93.3055,15394.6,25115.7,28339.3,0.0800402,0.234955,0.125661,20.7329,33.825,38.1665
3411,Santarem,3.17366,0.0423154,pequena,11.2554,0.0764901,0,0,29.2429,0,0,0.0241015,0,0,9.21424,0,0
3412,Santarem,104.165,1.38887,pequena,74.7038,18.1689,0.542776,0,1937.66,23.2637,0,0.174424,0.00521072,0,18.6018,0.223335,0
3413,Santarem,99.6784,1.32905,pequena,74.6769,7.67027,0.38343,0,4329.5,37.5251,0,0.0769502,0.00384667,0,43.4347,0.376461,0
3414,Santarem,104.21,1.38946,pequena,34.4306,67.3976,0,0,13973.1,0.153133,0,0.646749,0,0,134.086,0.00146947,0
3415,Santarem,99.1746,1.32233,pequena,69.7455,0,0.0717609,0,0,7.65239,0,0,0.000723581,0,0,0.0771608,0
3416,Santarem,74.0836,0.987781,pequena,4.57953,0.533974,0,0.376143,564.659,0,899.954,0.00720773,0,0.00507728,7.62192,0,12.1478
3417,Santarem,100.442,1.33923,pequena,95.7931,1.37516,2.81112,0,881.028,239.403,0,0.013691,0.0279874,0,8.77149,2.38349,0
3418,Santarem,502.289,6.69718,mediana,64.6762,31.4523,1.2597,0,12650.2,124.103,0,0.0626179,0.00250791,0,25.185,0.247075,0
3419,Santarem,0.24864,0.0033152,pequena,0,0,0,0,0,0,0,0,0,0,0,0,0
3420,Santarem,0.234432,0.00312576,pequena,0,0,0,0,0,0,0,0,0,0,0,0,0
3421,Santarem,1.05641,0.0140855,pequena,0,0,0,0,0,0,0,0,0,0,0,0,0
3422,Santarem,24.4902,0.326536,pequena,90.7898,0,0.00923532,0,0,81.8481,0,0,0.000377103,0,0,3.34208,0
3423,Santarem,99.6215,1.32829,pequena,72.2422,7.32724,0,0,845.582,0,0,0.0735509,0,0,8.48795,0,0
3424,Santarem,154.241,2.05654,pequena,99.8363,0.57849,24.507,0,991.896,4040.21,0,0.00375057,0.158888,0,6.43082,26.1942,0
3425,Santarem,72.781,0.970414,pequena,99.5969,0,11.3963,0,77.843,2290.88,0,0,0.156584,0,1.06955,31.4763,0
3426,Santarem,99.4877,1.3265,pequena,100.137,0.0961745,16.8716,0,232.351,2778.9,0,0.000966697,0.169585,0,2.33547,27.9321,0
3427,Santarem,299.829,3.99772,pequena,8.39487,2.87441,0,0.0164862,3876.75,1.39921,0,0.00958684,0,5.49855e-05,12.9299,0.0046667,0
3428,Santarem,0.49204,0.00656053,pequena,0,0,0,0,0,0,0,0,0,0,0,0,0
3429,Santarem,298.166,3.97554,pequena,19.0495,91.4588,0.116283,29.6541,29499.1,4.77568,13286.2,0.306738,0.000389994,0.0994552,98.9354,0.0160169,44.5597
3430,Santarem,777.666,10.3689,mediana,51.171,72.3895,1.16132,89.7633,19160.9,49.4104,22010.8,0.0930856,0.00149335,0.115427,24.639,0.0635369,28.3037
3431,Santarem,358.24,4.77654,mediana,28.0947,0,0,96.9659,0,0,23067.8,0,0,0.270673,0,0,64.392
3432,Santarem,67.7564,0.903418,pequena,71.9356,95.6305,53.8081,0,29185.5,7362.01,0,1.41139,0.79414,0,430.741,108.654,0
3433,Santarem,12.0112,0.160149,pequena,28.2525,2.13651,0,0.168496,1614.69,0,302.801,0.177877,0,0.0140283,134.433,0,25.2099
3434,Santarem,53.794,0.717253,pequena,11.2858,1.17185,4.24935,0,760.141,485.889,0,0.0217841,0.0789932,0,14.1306,9.03241,0
3435,Santarem,42.2751,0.563668,pequena,9.0794,0.3316,0,0.0677356,531.27,4.60945,257.213,0.00784386,0,0.00160226,12.567,0.109034,6.08427
3436,Santarem,45.4952,0.606603,pequena,35.1271,3.92007,0,1.0585,1999.76,0,1067.51,0.0861645,0,0.0232663,43.9555,0,23.4641
3437,Santarem,8.84731,0.117964,pequena,78.7167,3.19888,0,0,1410.33,0,0,0.361565,0,0,159.407,0,0
3438,Santarem,3.20543,0.0427391,pequena,0,0,0,0,0,0,0,0,0,0,0,0,0
3439,Santarem,101.177,1.34903,pequena,0.794306,0.372132,0,0.0376526,256.2,0,43.4087,0.00367803,0,0.000372146,2.5322,0,0.429037
3440,Santarem,30.0918,0.401223,pequena,0.296743,0.0254518,0,0,32.1358,0,0,0.000845805,0,0,1.06793,0,0
3441,Santarem,956.418,12.7522,mediana,30.3841,0,0,135.202,274.636,0,87421.9,0,0,0.141363,0.287151,0,91.4055
3442,Santarem,31.4891,0.419855,pequena,3.40296,3.6966,0,0,859.727,0,0,0.117393,0,0,27.3023,0,0
3443,Santarem,13.6803,0.182404,pequena,0,0,0,0,0,0,0,0,0,0,0,0,0
3444,Santarem,299.442,3.99256,pequena,2.44551,10.8937,0,9.60996,4435.31,0,4490.55,0.03638,0,0.0320929,14.8119,0,14.9964
3445,Santarem,99.0306,1.32041,pequena,20.2893,12.5951,0,1.00277,7094.68,0,1299.24,0.127184,0,0.0101259,71.6413,0,13.1196
3446,Santarem,96.8817,1.29176,pequena,47.7453,10.1744,0.000222147,0,3096.79,0.203224,0,0.105019,2.29297e-06,0,31.9646,0.00209765,0
3447,Santarem,10.5146,0.140195,pequena,0,0,0,0,0,0,0,0,0,0,0,0,0
3448,Santarem,63.2217,0.842955,pequena,33.9001,4.43272,0.144925,2.18075,1711.09,9.84455,2707.97,0.0701139,0.00229233,0.0344936,27.0649,0.155715,42.833
3449,Santarem,40.0052,0.533402,pequena,83.929,110.782,0,0,19534.1,0,0,2.76918,0,0,488.289,0,0
3450,Santarem,100.283,1.3371,pequena,77.6052,6.42701,0,0,4477.3,0.539583,0,0.0640889,0,0,44.6467,0.00538062,0
3451,Santarem,78.3226,1.0443,pequena,0,0,0,0,0,0,0,0,0,0,0,0,0
3452,Santarem,99.2486,1.32331,pequena,67.0853,0.982015,0.0249275,0.000241339,1101.71,4.67914,0,0.0098945,0.000251162,2.43166e-06,11.1006,0.0471457,0
3453,Santarem,114.389,1.52518,pequena,55.0374,0.144013,0,0.0292552,0,0,0,0.00125898,0,0.000255753,0,0,0
3454,Santarem,100.808,1.3441,pequena,66.9365,38.0924,31.7164,0,8076.93,1978.12,0,0.377872,0.314622,0,80.122,19.6226,0
3455,Santarem,8.06714,0.107562,pequena,43.1728,7.60668,0,0.351522,2515.12,0,297.028,0.942922,0,0.0435745,311.774,0,36.8195
3456,Santarem,47.984,0.639786,pequena,49.3127,0.125508,0,0,0,0,0,0.00261563,0,0,0,0,0
3457,Santarem,38.3637,0.511516,pequena,35.3742,4.67007,0.305974,0,3546.26,6.05378,0,0.121732,0.00797561,0,92.4378,0.1578,0
3458,Santarem,55.0694,0.734259,pequena,27.716,2.78665,1.79877,7.30301,533.72,435.924,946.841,0.0506025,0.0326636,0.132615,9.69177,7.91591,17.1936
3459,Santarem,1.98306,0.0264408,pequena,99.074,4.74231,0.38931,0.00312972,1499.77,22.7409,0,2.39141,0.196317,0.00157823,756.293,11.4676,0
3460,Santarem,1.47859,0.0197146,pequena,96.6374,3.3194,0.726041,0.0159628,1040.45,30.5103,0,2.24497,0.491035,0.010796,703.672,20.6347,0
3461,Santarem,53.0047,0.70673,pequena,75.9748,1.99661,0.0721906,0.0336509,448.759,13.374,0.697887,0.0376686,0.00136196,0.000634866,8.46639,0.252317,0.0131665
3462,Santarem,256.254,3.41672,pequena,17.8756,1.25766,0.0417596,0.543358,2.26822,0,222.679,0.00490788,0.000162962,0.00212039,0.00885144,0,0.868978
3463,Santarem,32.463,0.432839,pequena,64.6475,3.10769,0,2.69275,2628.82,0,2001.91,0.0957304,0,0.0829483,80.979,0,61.6674
3464,Santarem,300.85,4.01133,mediana,37.2949,0,0,31.7294,2270.7,0,19028.9,0,0,0.105466,7.5476,0,63.2504
3465,Santarem,98.3659,1.31155,pequena,44.4653,2.63673,0,0.0613644,4909.08,0,129.435,0.0268053,0,0.000623838,49.9063,0,1.31585
3466,Santarem,87.8258,1.17101,pequena,22.6655,7.02343,1.11357,7.97142,2107.2,155.634,1673.66,0.0799701,0.0126793,0.0907641,23.9929,1.77208,19.0566
3467,Santarem,220.271,2.93695,pequena,39.8358,4.61623,0.526234,0.109396,3448.04,31.7899,82.6192,0.020957,0.00238903,0.000496644,15.6536,0.144322,0.37508
3468,Santarem,96.224,1.28299,pequena,98.6833,0.374105,0.645828,0,256.956,13.9765,0,0.00388785,0.00671171,0,2.6704,0.145249,0
3469,Santarem,118.634,1.58179,pequena,15.6573,30.0242,0,16.5,4790.99,6.56774,4594.41,0.253081,0,0.139083,40.3845,0.0553611,38.7274
3470,Santarem,51.0855,0.681139,pequena,84.222,19.2444,111.751,0,7888.66,6227.73,0,0.37671,2.18754,0,154.421,121.908,0
3471,Santarem,100.636,1.34181,pequena,55.6961,5.98606,4.26838,0,3826.57,253.451,0,0.0594824,0.0424142,0,38.024,2.5185,0
3472,Santarem,95.2548,1.27006,pequena,31.4989,10.7241,0.25707,0,1514.74,2.243,0,0.112583,0.00269876,0,15.902,0.0235474,0
3473,Santarem,29.4702,0.392936,pequena,64.8222,10.2769,20.9927,0,5576,1425.9,4.85183,0.348722,0.712336,0,189.208,48.3845,0.164635
3474,Santarem,38.6818,0.515757,pequena,89.9976,29.2018,105.133,0.00460509,13114.6,7974.63,16.3367,0.754923,2.71791,0.000119051,339.037,206.16,0.422337
3475,Santarem,26.3714,0.351618,pequena,53.4831,9.01627,27.1211,0,5351.17,1967.41,0,0.341896,1.02843,0,202.916,74.604,0
3476,Santarem,73.7345,0.983126,pequena,77.3535,8.05913,5.66338,0,6339.84,279.184,0,0.109299,0.0768078,0,85.982,3.78634,0
3477,Santarem,8.7075,0.1161,pequena,61.5101,12.0099,1.69829,0,4270.98,95.728,0,1.37925,0.195038,0,490.495,10.9937,0
3478,Santarem,16.0087,0.213449,pequena,79.7698,20.4322,0.150699,3.3137,6751.03,9.77583,1085.97,1.27632,0.00941359,0.206994,421.711,0.610658,67.8366
3479,Santarem,15.9662,0.212882,pequena,60.9669,1.18772,0.0669895,1.02331,552.15,8.8188,802.684,0.0743898,0.00419572,0.0640925,34.5825,0.552343,50.2741
3480,Santarem,9.6181,0.128241,pequena,59.4184,0,0,0,0,0,0,0,0,0,0,0,0
3481,Santarem,9.73363,0.129782,pequena,62.3827,0,0,0.00354755,0,0,0,0,0,0.000364463,0,0,0
3482,Santarem,34.2262,0.45635,pequena,49.3027,2.27308,0,0,1883.53,0.199787,0,0.0664134,0,0,55.0319,0.00583725,0
3483,Santarem,11.7138,0.156185,pequena,32.7743,1.00731,1.65059,0.00331151,441.053,165.984,0,0.0859927,0.140909,0.000282701,37.6523,14.1699,0
3484,Santarem,1.05201,0.0140267,pequena,0,0,0,0,0,0,0,0,0,0,0,0,0
3485,Santarem,8.07434,0.107658,pequena,95.1136,31.4732,0,0,6579.84,0,0,3.89793,0,0,814.908,0,0
3486,Santarem,16.8599,0.224798,pequena,71.5062,26.3931,0,1.40813,7999.25,0,1029.45,1.56544,0,0.0835195,474.455,0,61.0593
3487,Santarem,16.4182,0.218909,pequena,94.6397,39.2313,0,0,12621.3,0,0,2.3895,0,0,768.739,0,0
3488,Santarem,8.03435,0.107125,pequena,90.0296,17.8266,0,0,5334.47,0,0,2.2188,0,0,663.959,0,0
3489,Santarem,9.40532,0.125404,pequena,70.2567,0.361415,0,0,40.1841,0,0,0.0384266,0,0,4.27248,0,0
3490,Santarem,9.40362,0.125382,pequena,72.1685,0,0,0.00339928,0,0,0,0,0,0.000361487,0,0,0
3491,Santarem,9.40277,0.12537,pequena,71.2254,0,0,0.00861694,0,0,0,0,0,0.000916427,0,0,0
3492,Santarem,9.40191,0.125359,pequena,71.2318,0.188926,0,0.0178833,77.6452,0,6.24492,0.0200945,0,0.0019021,8.25845,0,0.664218
3493,Santarem,9.40106,0.125347,pequena,65.5392,0.300249,0,0.0329152,100.058,8.55866,9.02064,0.0319377,0,0.00350123,10.6433,0.910393,0.959534
3494,Santarem,9.40021,0.125336,pequena,56.9958,3.22668,0.0140115,0.0470486,528.3,1.76574,0,0.343257,0.00149055,0.00500506,56.2008,0.187841,0
3495,Santarem,60.6005,0.808006,pequena,30.4965,4.95139,0.030437,0.00238228,4313.9,7.08119,8.58321,0.0817054,0.000502256,3.93113e-05,71.186,0.11685,0.141636
3496,Santarem,8.19596,0.109279,pequena,7.62707,0.326306,0,1.81778,246.14,0,1719.93,0.0398131,0,0.221789,30.0319,0,209.851
3497,Santarem,15.3738,0.204984,pequena,8.71303,0.0352174,0,1.14944,0,8.54745,1019.22,0.00229074,0,0.0747658,0,0.555975,66.2959
3498,Santarem,6.77091,0.0902789,pequena,0,0,0,0,0,0,0,0,0,0,0,0,0
3499,Santarem,176.504,2.35338,pequena,90.0533,52.6405,0,0,8860.71,2.23266,0,0.29824,0,0,50.2013,0.0126494,0
3500,Santarem,90.3983,1.20531,pequena,55.9111,5.95262,0,0,1116.77,0,0,0.0658488,0,0,12.3539,0,0
3501,Santarem,59.0675,0.787566,pequena,9.97767,2.72289,0,0.000872366,1799.48,0.231239,0,0.0460979,0,1.4769e-05,30.4648,0.00391483,0
3502,Santarem,133.635,1.78181,pequena,42.6817,0.405125,1.3007,8.72102,141.476,159.079,1768.61,0.00303157,0.00973317,0.0652598,1.05867,1.1904,13.2346
3503,Santarem,83.3783,1.11171,pequena,91.8566,25.3701,357.417,0,11396.7,26269.2,0,0.304277,4.28669,0,136.686,315.061,0
3504,Santarem,73.4239,0.978985,pequena,24.6799,8.92064,0,0,6273.44,0,0,0.121495,0,0,85.4414,0,0
3505,Santarem,118.666,1.58221,pequena,39.4988,12.6035,9.15708,0.0745561,3545.29,1801.75,0,0.10621,0.0771668,0.000628285,29.8762,15.1834,0
3506,Santarem,97.4373,1.29916,pequena,52.1465,6.79651,0.1405,0.00158006,1324.97,1.12933,0,0.0697527,0.00144195,1.62162e-05,13.5982,0.0115904,0
3507,Santarem,60.4609,0.806145,pequena,64.0861,113.771,9.62336,0.00357819,21312.2,1930.36,0,1.88172,0.159167,5.91819e-05,352.496,31.9275,0
3508,Santarem,6.91026,0.0921368,pequena,10.3359,0.0811391,0.0420098,0,76.2365,3.65323,0,0.0117418,0.00607934,0,11.0324,0.528668,0
3509,Santarem,118.345,1.57793,pequena,74.9162,149.565,113.547,0,47110.2,10343.5,0,1.26381,0.959456,0,398.076,87.4016,0
3510,Santarem,19.5228,0.260304,pequena,53.9729,6.36519,0,0,995.37,0,0,0.326038,0,0,50.9849,0,0
3511,Santarem,34.1204,0.454939,pequena,18.055,1.58385,0,0,1369.08,0,0,0.0464195,0,0,40.125,0,0
3512,Santarem,31.6478,0.42197,pequena,57.2694,0,1.54503,0.0647912,0,36.6401,52.5701,0,0.0488196,0.00204726,0,1.15775,1.6611
3513,Santarem,298.95,3.986,pequena,53.8764,270.654,2.41815,0,43704,141.669,0,0.90535,0.00808883,0,146.192,0.47389,0
3514,Santarem,100.617,1.34156,pequena,90.8158,0,1.0535,0,0,28.9468,0,0,0.0104704,0,0,0.287693,0
3515,Santarem,248.919,3.31892,pequena,88.4439,395.609,503.908,0.213906,105510,35541.2,0,1.58931,2.02439,0.000859339,423.873,142.782,0
3516,Santarem,245.398,3.27197,pequena,54.5843,9.05843,0.0610623,0,1910.38,2.94122,0,0.0369133,0.00024883,0,7.78486,0.0119855,0
3517,Santarem,72.0704,0.960938,pequena,35.5609,15.0327,0.000600785,0,1987.01,0.141285,0,0.208583,8.33609e-06,0,27.5704,0.00196037,0
3518,Santarem,101.053,1.34737,pequena,61.5025,6.95844,5.00405,0,63.2773,375.059,0,0.0688593,0.0495191,0,0.626179,3.7115,0
3519,Santarem,98.8664,1.31822,pequena,30.0703,30.7385,2.48087,12.902,7658.95,403.707,4148.23,0.310909,0.0250932,0.130499,77.4677,4.08337,41.958
3520,Santarem,43.8295,0.584394,pequena,78.6417,8.49295,0,0.0800329,4168.18,0,48.9076,0.193772,0,0.001826,95.0997,0,1.11586
3521,Santarem,99.4224,1.32563,pequena,69.6069,29.568,0.0132464,0,5053.77,1.41721,0,0.297398,0.000133234,0,50.8313,0.0142545,0
3522,Santarem,59.4269,0.792358,pequena,7.36049,1.23371,0,0.407789,1251.39,0.531811,734.094,0.0207601,0,0.00686203,21.0576,0.00894899,12.3529
3523,Santarem,59.8103,0.79747,pequena,6.56703,0.0451902,0.173,0,129.692,10.1015,0,0.000755559,0.00289248,0,2.16838,0.168892,0
3524,Santarem,81.4363,1.08582,pequena,92.0961,11.3214,10.6789,0.00449043,2396.89,563.943,0.789116,0.139021,0.131132,5.51404e-05,29.4327,6.92496,0.00968998
