id,region,area_ha,modulos_fiscales,clase_tamano,cobertura_forestal_2010_pct,biodiv_evitar_deforestacion,biodiv_evitar_perturbacion,biodiv_restauracion,carbono_evitar_deforestacion_mgc,carbono_evitar_perturbacion_mgc,carbono_restauracion_mgc,biodiv_evitar_deforestacion_por_ha,biodiv_evitar_perturbacion_por_ha,biodiv_restauracion_por_ha,carbono_evitar_deforestacion_mgc_por_ha,carbono_evitar_perturbacion_mgc_por_ha,carbono_restauracion_mgc_por_ha
1921,Santarem,6.51352,0.086847,pequena,52.0997,2.46527,0.585637,0.00078191,753.687,27.9691,2.20469,0.378485,0.089911,0.000120044,115.711,4.29401,0.33848
1922,Santarem,9.26892,0.123586,pequena,38.5387,5.32145,0.23632,0.00652668,937.766,10.6649,3.85207,0.574118,0.0254959,0.000704147,101.173,1.15061,0.41559
1923,Santarem,2.77025,0.0369366,pequena,29.0129,0.780349,0.133094,0.000440665,206.691,3.6902,0.418196,0.28169,0.0480441,0.000159071,74.6111,1.33208,0.15096
1924,Santarem,730.892,9.74523,mediana,70.8134,328.534,697.195,0,97248.8,52288.7,0,0.449497,0.953895,0,133.055,71.541,0
1925,Santarem,100.515,1.3402,pequena,0.0888458,0.0315912,0,0.154171,25.8812,0,309.335,0.000314293,0,0.0015338,0.257485,0,3.07749
1926,Santarem,77.7504,1.03667,pequena,94.2955,4.35678,0.0881393,0,463.173,0,0,0.0560354,0.00113362,0,5.95717,0,0
1927,Santarem,105.219,1.40291,pequena,20.6242,0,0.428998,0.0295324,0,11.5105,12.453,0,0.00407721,0.000280677,0,0.109396,0.118354
1928,Santarem,0.207399,0.00276531,pequena,0,0,0,0,0,0,0,0,0,0,0,0,0
1929,Santarem,7.96001,0.106134,pequena,0,0,0,0,0,0,0,0,0,0,0,0,0
1930,Santarem,3.35104,0.0446805,pequena,85.2876,2.6161,0,0,391.447,0,0,0.780683,0,0,116.814,0,0
1931,Santarem,68.6984,0.915979,pequena,50.0443,0.564238,0.0092899,0,704.193,0.774651,1.8081,0.00821325,0.000135227,0,10.2505,0.0112761,0.0263194
1932,Santarem,61.0598,0.81413,pequena,49.4315,0.42036,6.42948e-05,0.387176,454.699,0,570.072,0.0068844,1.05298e-06,0.00634093,7.44679,0,9.3363
1933,Santarem,244.425,3.259,pequena,0,0,0,0.649591,0,0.394196,1154.15,0,0,0.00265763,0,0.00161275,4.7219
1934,Santarem,2.52775,0.0337033,pequena,0,0,0,0,0,0,0,0,0,0,0,0,0
1935,Santarem,3.88203,0.0517604,pequena,0,0,0,0,0,0,0,0,0,0,0,0,0
1936,Santarem,17.617,0.234893,pequena,84.6602,5.40901,0,0,3082.15,0,0,0.307034,0,0,174.953,0,0
1937,Santarem,10.6378,0.141838,pequena,0,0,0,0,0,0,0,0,0,0,0,0,0
1938,Santarem,80.4529,1.07271,pequena,43.7398,17.1178,40.833,4.93903,3500.79,1157.96,1812.68,0.212768,0.507539,0.0613904,43.5135,14.3931,22.5309
1939,Santarem,10.472,0.139627,pequena,6.82239,0.0689468,0.732087,0.856239,16.3734,32.8001,351.533,0.00658391,0.0699089,0.0817644,1.56354,3.13217,33.5687
1940,Santarem,25.6281,0.341708,pequena,49.8266,3.06489,4.40533,0,1165.16,353.337,0,0.119591,0.171894,0,45.4641,13.7871,0
1941,Santarem,0.962242,0.0128299,pequena,0,0,0.000125997,0,0,0.134802,0,0,0.000130941,0,0,0.140091,0
1942,Santarem,4.93708,0.0658278,pequena,65.116,1.71315,1.04166,0,1087.15,37.4299,0,0.346997,0.210987,0,220.2,7.58139,0
1943,Santarem,0.96262,0.0128349,pequena,0,0,0,0,0,0,0,0,0,0,0,0,0
1944,Santarem,14.2447,0.189929,pequena,94.6767,1.10221,0.0485071,0,511.215,0,0,0.0773772,0.00340527,0,35.8881,0,0
1945,Santarem,4.95909,0.0661213,pequena,66.6275,8.20698,0,0,1331.92,0,0,1.65494,0,0,268.582,0,0
1946,Santarem,24.6357,0.328476,pequena,11.9616,2.09273,0,0,899.702,0,0,0.0849471,0,0,36.5203,0,0
1947,Santarem,32.9525,0.439367,pequena,4.33623,0.611058,0,1.17141,474.128,0,1456.33,0.0185436,0,0.0355485,14.3882,0,44.1946
1948,Santarem,2651.82,35.3576,grande,22.3019,43.2664,0,1342.94,10334.9,0,332981,0.0163157,0,0.506423,3.89728,0,125.567
1949,Santarem,12638.3,168.51,grande,79.1199,10376.4,687.876,65.4681,1.82934e+06,112903,10327.1,0.821034,0.054428,0.00518015,144.746,8.93346,0.817132
1950,Santarem,43464.7,579.529,grande,99.5819,10417.1,11147.1,0,3.31985e+06,1.61682e+06,0,0.239668,0.256464,0,76.3804,37.1984,0
1951,Santarem,4.59495,0.0612659,pequena,0,0,0,0,0,0,0,0,0,0,0,0,0
1952,Santarem,2990.33,39.8711,grande,82.2917,837.1,442.917,0,173875,94511.8,0,0.279935,0.148116,0,58.1457,31.6058,0
1953,Santarem,10585.4,141.139,grande,98.7214,938.463,17175.3,0,270486,2.14636e+06,0,0.0886559,1.62254,0,25.5526,202.765,0
1954,Santarem,8.69059,0.115875,pequena,2.05523,0,0,0.65693,0,3.835,161.182,0,0,0.0755909,0,0.441282,18.5468
1955,Santarem,12.2805,0.16374,pequena,89.4578,18.1741,0.195792,0,3129.02,17.5733,0,1.47992,0.0159434,0,254.796,1.43099,0
1956,Santarem,12.3094,0.164125,pequena,76.9086,0.271627,0,0,107.934,0,0,0.0220666,0,0,8.76843,0,0
1957,Santarem,13.0686,0.174248,pequena,75.1699,0,0.0232949,0,1.69641,1.79289,0.306488,0,0.00178251,0,0.129808,0.137191,0.0234523
1958,Santarem,7.84181,0.104558,pequena,17.084,1.44611,0,0.869211,535.191,0,330.154,0.18441,0,0.110843,68.2484,0,42.1017
1959,Santarem,1.72286,0.0229714,pequena,57.0177,0.0914731,0,0,111.547,0,0,0.0530938,0,0,64.7453,0,0
1960,Santarem,5.35759,0.0714346,pequena,98.3526,0.537514,0,0,103.116,0,0,0.100327,0,0,19.2467,0,0
1961,Santarem,68.8187,0.917582,pequena,49.9634,31.6518,0.000200741,0.000611745,13318.2,2.47349,0,0.45993,2.91696e-06,8.88923e-06,193.526,0.0359421,0
1962,Santarem,10.4709,0.139613,pequena,5.97018,0.0928268,3.86732e-05,0,67.4592,0.0171986,2.5076,0.00886519,3.69338e-06,0,6.44251,0.0016425,0.239482
1963,Santarem,9.63205,0.128427,pequena,66.7537,3.49445,1.86432e-05,0,2539.54,0,0,0.362795,1.93554e-06,0,263.655,0,0
1964,Santarem,0.646353,0.00861803,pequena,110.541,0,0,0,0,0,0,0,0,0,0,0,0
1965,Santarem,11.0725,0.147633,pequena,19.3581,0.790911,0,0.0679581,717.748,0,171.703,0.0714304,0,0.00613758,64.8228,0,15.5072
1966,Santarem,30.6101,0.408135,pequena,5.54313,0,0,0,0,0,0,0,0,0,0,0,0
1967,Santarem,26.9556,0.359408,pequena,2.65022,0.545901,0.0429702,0.000204146,91.7492,0.156712,0,0.0202519,0.00159411,7.57342e-06,3.40372,0.00581369,0
1968,Santarem,3.96463,0.0528618,pequena,0,0,0,0,0,0,0,0,0,0,0,0,0
1969,Santarem,10.1656,0.135542,pequena,4.39256,0.116763,0.686243,0.00430597,90.9609,49.0213,0,0.011486,0.0675061,0.000423581,8.94788,4.82225,0
1970,Santarem,25.3743,0.338325,pequena,43.6397,0.593682,1.06092,0,180.96,21.0662,0,0.0233969,0.0418106,0,7.1316,0.830217,0
1971,Santarem,50.0145,0.66686,pequena,65.5145,28.4872,11.1062,0,6678.35,915.71,0,0.569578,0.22206,0,133.528,18.3089,0
1972,Santarem,28.6702,0.38227,pequena,50.4556,0.59463,0.0110006,0,40.1105,0,0,0.0207403,0.000383693,0,1.39903,0,0
1973,Santarem,1.26718,0.0168958,pequena,98.6721,0,0,0,0,0,0,0,0,0,0,0,0
1974,Santarem,0.98737,0.0131649,pequena,99.5066,0.541753,0,0,495.589,0,0,0.548682,0,0,501.929,0,0
1975,Santarem,38.0498,0.507331,pequena,35.4367,4.27327,0.187989,3.44142e-05,2608.64,65.5123,0.553045,0.112307,0.00494059,9.04452e-07,68.5586,1.72175,0.0145348
1976,Santarem,3.04824,0.0406432,pequena,73.2324,0.318287,0,0,197.536,0.269585,0,0.104417,0,0,64.8035,0.0884395,0
1977,Santarem,84.3585,1.12478,pequena,64.0386,0,0,0,118.037,0,0,0,0,0,1.39923,0,0
1978,Santarem,10.0957,0.134609,pequena,102.62,1.51563,0,0,204.047,0,0,0.150127,0,0,20.2113,0,0
1979,Santarem,20.4396,0.272528,pequena,0.436926,0,0.00254279,0,2.52254,0.222767,0,0,0.000124405,0,0.123414,0.0108988,0
1980,Santarem,4.52114,0.0602818,pequena,61.2352,0.726601,0,0,576.176,0,0,0.160712,0,0,127.441,0,0
1981,Santarem,12638.2,168.51,grande,79.4847,10328.2,769.013,61.5008,1.82927e+06,122147,8983.39,0.817218,0.0608482,0.00486625,144.741,9.66486,0.710811
1982,Santarem,43464.5,579.527,grande,99.5802,10416.6,11146,0,3.31966e+06,1.6166e+06,0,0.239658,0.256439,0,76.3763,37.1934,0
1983,Santarem,238.608,3.18144,pequena,7.56046,0.128729,0.0270614,0.0633442,286.248,0.297508,34.5022,0.0005395,0.000113414,0.000265474,1.19966,0.00124685,0.144598
1984,Santarem,15.71,0.209467,pequena,0,0,0,0,0,0,0,0,0,0,0,0,0
1985,Santarem,308.745,4.1166,mediana,3.93392,4.20731,0.00347265,86.7456,2137.43,5.85884,50125.6,0.0136271,1.12476e-05,0.280962,6.92296,0.0189763,162.353
1986,Santarem,45.518,0.606907,pequena,7.84749,1.06972,0.274078,0,174.63,0.718384,0,0.023501,0.00602131,0,3.83649,0.0157824,0
1987,Santarem,24.0263,0.320351,pequena,15.6121,1.24985,0,0.000203716,688.243,0,0,0.0520201,0,8.47885e-06,28.6454,0,0
1988,Santarem,3187.28,42.4971,grande,23.0884,178.699,70.6263,1516.85,38164.8,2190.72,394920,0.0560662,0.0221588,0.475906,11.9741,0.687332,123.905
1989,Santarem,3059.51,40.7934,grande,25.6431,327.889,14.0085,1769.41,50025.7,945.836,340493,0.10717,0.00457866,0.578333,16.3509,0.309146,111.29
1990,Santarem,7.95867,0.106116,pequena,16.8324,1.20562,0,0.621998,634.74,0,436.891,0.151485,0,0.0781535,79.7546,0,54.895
1991,Santarem,20.5483,0.273978,pequena,0.434592,0,0,0,0,0,0,0,0,0,0,0,0
1992,Santarem,39.5143,0.526858,pequena,11.5271,0,0,0.536497,0,0,179.641,0,0,0.0135773,0,0,4.54621
1993,Santarem,48.7598,0.650131,pequena,81.5034,0,0,0.356733,0,0,26.2811,0,0,0.00731612,0,0,0.538991
1994,Santarem,22.6747,0.302329,pequena,98.8576,0,0,0,0,0,0,0,0,0,0,0,0
1995,Santarem,113.56,1.51413,pequena,68.4968,0,0,1.02879,0,14.5418,152.926,0,0,0.00905945,0,0.128055,1.34666
1996,Santarem,258.816,3.45089,pequena,0.828108,0.723932,0.000216326,0.0447927,624.579,0.278475,155.632,0.00279708,8.35827e-07,0.000173067,2.41321,0.00107595,0.601322
1997,Santarem,5.86645,0.0782193,pequena,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,Santarem,145.521,1.94028,pequena,97.5151,20.4452,0,0,3378.41,24.6797,0,0.140497,0,0,23.216,0.169596,0
1999,Santarem,75.7252,1.00967,pequena,58.2509,61.2133,0.0195718,0.0601537,21062.4,0,103.115,0.808361,0.000258459,0.000794368,278.143,0,1.3617
2000,Santarem,52.6036,0.701381,pequena,36.1615,0,1.62806,0.279907,0,36.3694,0,0,0.0309495,0.00532106,0,0.691386,0
2001,Santarem,4.97247,0.0662996,pequena,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,Santarem,5.25472,0.070063,pequena,62.8787,3.07259,0.00619271,0,333.173,0,0,0.58473,0.0011785,0,63.4046,0,0
2003,Santarem,8.28393,0.110452,pequena,0,0,0,8.24269,0,0,2729.55,0,0,0.995021,0,0,329.499
2004,Santarem,11.5688,0.154251,pequena,8.49174,0.988694,0.000288565,10.2356,398.872,0.049469,3910.63,0.0854621,2.49434e-05,0.884763,34.4782,0.00427607,338.032
2005,Santarem,126.26,1.68346,pequena,99.2971,167.163,1.37108,0,27567,477.318,0,1.32396,0.0108592,0,218.336,3.78045,0
2006,Santarem,25.2548,0.33673,pequena,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,Santarem,8.34781,0.111304,pequena,54.5525,0,0,0,0,0,0,0,0,0,0,0,0
2008,Santarem,20.0234,0.266979,pequena,16.0539,3.35283,0.00211278,0,506.663,0,0,0.167445,0.000105515,0,25.3035,0,0
2009,Santarem,19.2703,0.256937,pequena,9.2674,0,0,0,0,0,0,0,0,0,0,0,0
2010,Santarem,20.4467,0.272622,pequena,57.6457,0.557645,2.6259,0.0224645,0,145.971,4.79246,0.0272731,0.128427,0.00109869,0,7.13912,0.234388
2011,Santarem,5.8938,0.0785839,pequena,3.0306,0,0,2.73142,0,0,963.978,0,0,0.46344,0,0,163.558
2012,Santarem,3.18891,0.0425188,pequena,75.6176,0.486218,0,0,99.4799,1.39674,0,0.152472,0,0,31.1956,0.437999,0
2013,Santarem,19.0365,0.25382,pequena,62.8672,1.13004,0,0.000111202,360.132,0,0.0062561,0.0593616,0,5.8415e-06,18.9179,0,0.000328637
2014,Santarem,0.506242,0.00674989,pequena,35.2852,0.168127,0,0,79.4704,0,0,0.332109,0,0,156.981,0,0
2015,Santarem,25.7538,0.343385,pequena,100.538,9.24841,0.918729,0,1649.35,140.944,0,0.359108,0.0356735,0,64.043,5.47273,0
2016,Santarem,48.6976,0.649301,pequena,97.3561,29.534,3.13605,0,5956.11,858.202,0,0.606478,0.0643985,0,122.308,17.6231,0
2017,Santarem,3.7511,0.0500147,pequena,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Santarem,9.33299,0.12444,pequena,4.78454,0.196542,0,0,122.116,0,0,0.0210588,0,0,13.0843,0,0
2019,Santarem,2.11455,0.028194,pequena,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Santarem,15.0105,0.20014,pequena,14.8742,1.7326,0,0,839.161,0,0,0.115426,0,0,55.905,0,0
2021,Santarem,1.52003,0.0202671,pequena,76.3797,0.0958613,0,0,78.4313,0,0,0.0630653,0,0,51.5985,0,0
2022,Santarem,12.5078,0.166771,pequena,54.2575,9.73735,0.0370209,0,3627.68,3.59441,0,0.778502,0.00295983,0,290.033,0.287374,0
2023,Santarem,0.879569,0.0117276,pequena,101.535,0,0,0,0,0,0,0,0,0,0,0,0
2024,Santarem,0.449652,0.00599535,pequena,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,Santarem,16.4566,0.219422,pequena,31.4749,4.71143,0.00256302,0,2171.54,0,4.72127,0.286294,0.000155744,0,131.955,0,0.286892
2026,Santarem,207.605,2.76807,pequena,0,0.0425028,0,28.6117,12.4072,0,21767.9,0.000204729,0,0.137818,0.0597631,0,104.852
2027,Santarem,8.18165,0.109089,pequena,60.0365,0.302522,0.0584563,0.000249727,184.466,0,0,0.0369757,0.00714481,3.05228e-05,22.5464,0,0
2028,Santarem,81.1993,1.08266,pequena,22.3272,0,0.0261672,0.0279911,0,12.9058,11.1902,0,0.000322259,0.000344721,0,0.158939,0.137812
2029,Santarem,94.3061,1.25741,pequena,90.7188,114.311,5.01135,0,18316.1,599.077,0,1.21213,0.0531392,0,194.22,6.35247,0
2030,Santarem,29.2198,0.389598,pequena,0,0.00315929,0.000563375,0.0428806,0.466537,0,67.0694,0.000108121,1.92806e-05,0.00146752,0.0159665,0,2.29534
2031,Santarem,13.9895,0.186526,pequena,0,0,0,0.0703425,0,0,89.6493,0,0,0.00502825,0,0,6.40834
2032,Santarem,7.8224,0.104299,pequena,0,0,0,0,0,0,0,0,0,0,0,0,0
2033,Santarem,23.1443,0.308591,pequena,35.1116,20.8262,0,0,2990.5,0,0,0.89984,0,0,129.211,0,0
2034,Santarem,27.0683,0.360911,pequena,0.329939,0.0869224,0,10.1272,50.2438,0,1411.62,0.00321123,0,0.374134,1.85619,0,52.1505
2035,Santarem,17.463,0.23284,pequena,82.3381,6.08377,0,0,3252.23,0,0,0.348381,0,0,186.235,0,0
2036,Santarem,59.8025,0.797367,pequena,93.9299,3.89998,0.0013113,0,652.842,13.1091,0,0.0652143,2.19272e-05,0,10.9166,0.219207,0
2037,Santarem,23.2879,0.310505,pequena,85.5198,10.7774,0.208338,0,5096.73,20.1077,0,0.462791,0.0089462,0,218.857,0.863439,0
2038,Santarem,28.4152,0.37887,pequena,42.114,27.8289,0.167367,0.419483,3617.63,23.43,41.6028,0.979366,0.00589004,0.0147626,127.313,0.82456,1.4641
2039,Santarem,38.0091,0.506788,pequena,99.6279,0.5075,0,0,87.2313,0,0,0.0133521,0,0,2.29501,0,0
2040,Santarem,97.9669,1.30623,pequena,2.00547,0.416874,0.00856274,0.669805,196.166,0,512.842,0.00425525,8.74044e-05,0.00683706,2.00237,0,5.23484
2041,Santarem,30.279,0.40372,pequena,66.9513,23.0876,0.290019,0,8593.05,18.2201,0,0.762495,0.00957822,0,283.796,0.60174,0
2042,Santarem,47.2613,0.630151,pequena,60.2782,33.3603,0.911386,0,10030.7,59.9733,0,0.705869,0.019284,0,212.239,1.26897,0
2043,Santarem,47.1859,0.629145,pequena,0,0,0,0,0,0,0,0,0,0,0,0,0
2044,Santarem,7.91707,0.105561,pequena,28.2002,2.1012,0.012243,14.8894,325.396,8.27536,1832.35,0.265402,0.0015464,1.88068,41.1006,1.04526,231.443
2045,Santarem,25.812,0.34416,pequena,0.691967,0.602124,0,16.0973,97.1783,0,4747.24,0.0233273,0,0.623638,3.76485,0,183.916
2046,Santarem,61.048,0.813973,pequena,74.0189,14.8459,1.06565,0.0235336,6251.8,78.4396,0,0.243184,0.017456,0.000385494,102.408,1.28488,0
2047,Santarem,33.1654,0.442205,pequena,0,0,0,0,0,0,0,0,0,0,0,0,0
2048,Santarem,124.584,1.66112,pequena,0.573458,0.998691,0,0.353568,408.438,0,184.652,0.0080162,0,0.00283799,3.27841,0,1.48215
2049,Santarem,9.82385,0.130985,pequena,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,Santarem,10.973,0.146307,pequena,0,0.0107348,0,0.00019896,0,0.738756,0,0.000978291,0,1.81318e-05,0,0.0673247,0
2051,Santarem,41.757,0.55676,pequena,0,0,0,0,0,2.09013,1.77213,0,0,0,0,0.0500545,0.0424392
2052,Santarem,36.8227,0.49097,pequena,38.5628,5.5755,0,0.199462,2709.5,0,78.4779,0.151415,0,0.00541683,73.5824,0,2.13124
2053,Santarem,99.0165,1.32022,pequena,37.1561,11.0086,1.57623,68.3066,2264.51,185.377,9957.85,0.111179,0.0159189,0.689851,22.87,1.87219,100.568
2054,Santarem,1.83265,0.0244353,pequena,0,0,0,0.0738769,0,0,34.4765,0,0,0.0403115,0,0,18.8124
2055,Santarem,39.6071,0.528094,pequena,0,0,0,0.0566484,0,0,80.1271,0,0,0.00143026,0,0,2.02305
2056,Santarem,13.6584,0.182112,pequena,0,0,0,0,0,0,0,0,0,0,0,0,0
2057,Santarem,10.9862,0.146483,pequena,0,0,0.000282731,0.0998184,0,1.3259,84.8114,0,2.57351e-05,0.0090858,0,0.120688,7.71981
2058,Santarem,43.0641,0.574188,pequena,39.4037,6.41714,0.0391357,0,3031.16,11.1952,0,0.149014,0.000908777,0,70.3871,0.259966,0
2059,Santarem,0.703378,0.00937838,pequena,101.582,0.332149,0,0,155.236,0,0,0.472219,0,0,220.701,0,0
2060,Santarem,62.9192,0.838923,pequena,100.065,12.7249,0.0310917,0,2709.08,8.51106,0,0.202241,0.000494153,0,43.0564,0.13527,0
2061,Santarem,60.3169,0.804225,pequena,99.6436,63.6091,0.311283,0.00172698,12082.7,71.7328,0,1.05458,0.0051608,2.86319e-05,200.321,1.18927,0
2062,Santarem,26.021,0.346947,pequena,40.4989,0.172985,0,0.196037,154.607,0,38.5669,0.0066479,0,0.00753379,5.94162,0,1.48215
2063,Santarem,495.821,6.61095,mediana,4.43129,0,0,5.72211,0,0,2370.79,0,0,0.0115407,0,0,4.78154
2064,Santarem,74.032,0.987093,pequena,91.796,3.62797,0.610506,0,560.456,32.5922,11.4686,0.0490054,0.00824651,0,7.57046,0.440244,0.154915
2065,Santarem,21.4316,0.285755,pequena,96.2524,4.78715,0.00409576,0,1957.73,1.9153,0,0.223368,0.000191108,0,91.3477,0.089368,0
2066,Santarem,23.4845,0.313126,pequena,6.46413,0.321765,0.0448238,0.128725,437.535,3.09792,203.889,0.0137012,0.00190866,0.0054813,18.6308,0.131914,8.68185
2067,Santarem,0.589807,0.00786409,pequena,0,0,0,0.0131575,0,0,28.259,0,0,0.0223082,0,0,47.9124
2068,Santarem,66.1484,0.881978,pequena,0.135002,0,0.000762814,0,0,0.0725937,0,0,1.15319e-05,0,0,0.00109744,0
2069,Santarem,10.8966,0.145288,pequena,67.2024,0.00455761,0,0,0,0.177267,0,0.000418259,0,0,0,0.0162681,0
2070,Santarem,15.7693,0.210258,pequena,63.9937,0.0967657,0,0.000277929,86.5219,0,0,0.00613632,0,1.76247e-05,5.48672,0,0
2071,Santarem,38.537,0.513827,pequena,39.8594,0,0.0208065,0.0629451,431.558,0,22.6108,0,0.000539911,0.00163337,11.1986,0,0.586731
2072,Santarem,23.9504,0.319338,pequena,64.5072,3.25793,8.22499,0.0488717,889.553,387.235,0,0.136028,0.343418,0.00204054,37.1415,16.1682,0
2073,Santarem,6.73413,0.0897884,pequena,46.4154,1.15206,0.50902,0.00407876,683.074,23.6287,0,0.171078,0.0755881,0.000605684,101.435,3.5088,0
2074,Santarem,12.8946,0.171927,pequena,18.0071,0,0.00222444,0,0,0,8.11429,0,0.00017251,0,0,0,0.629281
2075,Santarem,8.73788,0.116505,pequena,19.4188,0.233791,0.000652589,0,73.6921,0,4.55977,0.0267561,7.4685e-05,0,8.43363,0,0.521839
2076,Santarem,26.7058,0.356077,pequena,59.524,0,0.0169156,0.264785,0,0,128.423,0,0.000633406,0.00991489,0,0,4.80879
2077,Santarem,13.2394,0.176525,pequena,68.1294,1.40792,0.00217045,0,754.861,0,0.627193,0.106344,0.00016394,0,57.0165,0,0.0473734
2078,Santarem,15.9891,0.213188,pequena,1.67561,0.0947119,0.797113,0.439801,0,28.6526,343.643,0.00592352,0.0498535,0.0275063,0,1.79201,21.4923
2079,Santarem,1.99496,0.0265995,pequena,0,0,0,0.0849118,0,0,97.6584,0,0,0.0425631,0,0,48.9525
2080,Santarem,9.66751,0.1289,pequena,26.7889,0.192215,0.117958,0.00336506,0,30.193,0,0.0198826,0.0122015,0.000348079,0,3.12315,0
2081,Santarem,16.7313,0.223084,pequena,18.1476,0.806621,0,0.000900447,475.35,2.6777,0,0.0482103,0,5.38181e-05,28.4108,0.160041,0
2082,Santarem,38.8815,0.51842,pequena,48.2393,1.96585,0,0,916.079,0,0,0.0505601,0,0,23.5608,0,0
2083,Santarem,103.43,1.37906,pequena,5.18111,0.672402,4.30066e-05,0,1067.09,0,0,0.00650107,4.15806e-07,0,10.3171,0,0
2084,Santarem,33.0504,0.440672,pequena,93.7554,3.79039,0.484809,0,766.11,315.637,0,0.114685,0.0146688,0,23.1801,9.55017,0
2085,Santarem,13.3282,0.177709,pequena,96.4931,0.458489,0,0,54.8102,0,0,0.0343999,0,0,4.11235,0,0
2086,Santarem,50.9627,0.679502,pequena,98.4821,81.839,0.464806,0.000153929,12881.9,184.465,0.0170403,1.60586,0.00912052,3.02043e-06,252.772,3.61961,0.000334367
2087,Santarem,58.1956,0.775942,pequena,76.2676,15.7145,0.0937513,0.000956804,2549.79,95.5686,0,0.270029,0.00161097,1.64412e-05,43.8141,1.6422,0
2088,Santarem,84.9122,1.13216,pequena,94.022,114.503,31.8203,0,23054.7,8357.97,0,1.34849,0.374743,0,271.512,98.4307,0
2089,Santarem,3.27091,0.0436121,pequena,27.3035,0.161159,0,0.0767575,101.631,0,113.849,0.0492703,0,0.0234667,31.0713,0,34.8066
2090,Santarem,22.9629,0.306172,pequena,99.1798,31.3136,0,0,4184.51,0,0,1.36366,0,0,182.229,0,0
2091,Santarem,33.841,0.451213,pequena,59.3818,2.68155,0.429099,1.19695,610.21,14.047,135.049,0.0792397,0.0126799,0.0353699,18.0317,0.41509,3.99069
2092,Santarem,549.854,7.33138,mediana,98.3635,159.176,25.8167,0,30732.4,5314.74,0,0.289488,0.046952,0,55.892,9.66574,0
2093,Santarem,24.749,0.329986,pequena,61.339,41.9517,0.411283,0,6191.54,302.98,0,1.69509,0.0166182,0,250.174,12.2421,0
2094,Santarem,24.9875,0.333167,pequena,6.78967,0.982998,0,0,590.439,0,0,0.0393395,0,0,23.6294,0,0
2095,Santarem,253.811,3.38415,pequena,36.4492,11.6746,0.657629,0,3050.93,51.1894,0,0.0459973,0.00259102,0,12.0205,0.201683,0
2096,Santarem,19.6621,0.262162,pequena,63.1318,11.6548,0.781252,0.00153939,4904.04,23.6113,0,0.592756,0.0397338,7.82924e-05,249.416,1.20085,0
2097,Santarem,25.345,0.337933,pequena,0,0,0,0,0,0,0,0,0,0,0,0,0
2098,Santarem,17.8472,0.237963,pequena,40.0329,0,0.000305432,0.358374,0,0,378.037,0,1.71137e-05,0.0200801,0,0,21.1819
2099,Santarem,23.2423,0.309898,pequena,20.3623,1.89768,0,1.86018,1447.71,0,1966.17,0.0816474,0,0.080034,62.2876,0,84.5942
2100,Santarem,2.70603,0.0360804,pequena,0,0,0,0,0,0,0,0,0,0,0,0,0
2101,Santarem,4.12537,0.0550049,pequena,0,0,0,0.301242,0,0,253.505,0,0,0.0730218,0,0,61.4502
2102,Santarem,6.68307,0.0891076,pequena,0,0,0,0,0,0,0,0,0,0,0,0,0
2103,Santarem,25.0163,0.333551,pequena,3.92641,0.442666,0,0.0408008,311.831,0,57.2834,0.0176951,0,0.00163097,12.4651,0,2.28984
2104,Santarem,19.4483,0.25931,pequena,38.1092,3.59836,0.292609,0,2224.85,39.8956,0,0.185022,0.0150455,0,114.399,2.05137,0
2105,Santarem,101.604,1.35473,pequena,51.5041,1.4327,0,0.000518918,0,0,0,0.0141007,0,5.10724e-06,0,0,0
2106,Santarem,27.049,0.360654,pequena,94.7628,0.408244,0,0,48.1335,0,0,0.0150927,0,0,1.77949,0,0
2107,Santarem,3.58546,0.0478061,pequena,114.57,1.42336,0,0,151.503,0,0,0.396982,0,0,42.2549,0,0
2108,Santarem,1.31022,0.0174696,pequena,115.868,0,0,0,0,0,0,0,0,0,0,0,0
2109,Santarem,0.725422,0.00967229,pequena,36.9309,0,0,1.7729,0,0,233.164,0,0,2.44396,0,0,321.418
2110,Santarem,2.51119,0.0334825,pequena,60.4545,0,0.00268201,0,0,0.119873,0,0,0.00106803,0,0,0.0477356,0
2111,Santarem,46.6823,0.622431,pequena,27.3549,4.54594,0.0246302,0.0004085,615.503,0,0,0.0973803,0.000527613,8.75065e-06,13.1849,0,0
2112,Santarem,187.332,2.49776,pequena,1.43011,1.33335,1.52813,0.442904,364.794,100.657,59.2,0.00711756,0.00815735,0.00236427,1.94731,0.537317,0.316017
2113,Santarem,23.2698,0.310263,pequena,26.8632,3.15698,0.0178716,0,432.161,0,0,0.135669,0.000768017,0,18.5718,0,0
2114,Santarem,540.614,7.20818,mediana,83.5189,2.34008,0.584087,1.96603,416.813,77.0775,289.176,0.00432856,0.00108041,0.00363667,0.770999,0.142574,0.534904
2115,Santarem,17.0352,0.227136,pequena,0,0,0,0,0,0,0,0,0,0,0,0,0
2116,Santarem,4.32328,0.0576438,pequena,0,0,0,0,0,0,0,0,0,0,0,0,0
