ecosystem,plotID,site,Tmean_GS_B_CRU,ThermGS05_abundance,ThermGSMedian_abundance,ThermGS95_abundance,debt_GSMedian_ab
forest,EU_041_32,EU_041,12.17333345,0.332127283,0.200021871,0.086716955,0.177397542
forest,EU_041_33,EU_041,12.17333345,-0.156594275,0.127364629,0.363727408,0.250054784
forest,EU_041_34,EU_041,12.64666684,-0.482566657,0.032045969,0.596177103,0.34107235
forest,EU_041_35,EU_041,12.64666684,-0.083008562,0.212912587,0.66640535,0.160205732
forest,EU_041_36,EU_041,12.24333358,-0.195928442,-0.075848552,-0.07465736,0.443590458
forest,EU_041_37,EU_041,12.24333358,0.47866087,0.261530185,0.078164854,0.106211721
forest,EU_041_38,EU_041,12.24333358,0.449076622,0.218429697,0.054547726,0.149312209
forest,EU_041_39,EU_041,12.24333358,0.171777821,0.033693748,-0.02043041,0.334048158
forest,EU_041_4,EU_041,12.24333358,0.602813762,0.057870618,-0.207114406,0.309871288
forest,EU_041_40,EU_041,12.24333358,0.24795323,0.028738834,-0.122425257,0.339003072
forest,EU_041_41,EU_041,12.05000019,-0.292730815,-0.041855779,0.189881137,0.420350405
forest,EU_041_42,EU_041,12.64666684,-0.610193845,0.009607445,0.430839977,0.363510874
forest,EU_041_43,EU_041,12.24333358,-0.073721963,-0.006186206,0.05679766,0.373928112
forest,EU_041_44,EU_041,12.24333358,-0.642266374,-0.35156684,-0.141980264,0.719308746
forest,EU_041_45,EU_041,12.64666684,-0.270428538,-0.040385113,0.009690534,0.413503432
forest,EU_041_46,EU_041,12.05000019,0.041372715,0.061261158,0.03418824,0.317233468
forest,EU_041_47,EU_041,12.64666684,-0.092470411,-0.069676616,0.136729648,0.442794935
forest,EU_041_48,EU_041,12.64666684,0.193528653,0.161260565,0.390403885,0.211857754
forest,EU_041_49,EU_041,12.64666684,0.351868432,0.173855798,0.113359228,0.199262521
forest,EU_041_5,EU_041,12.24333358,0.181712124,-0.038941469,-0.072202833,0.406683375
forest,EU_041_50,EU_041,12.64666684,0.665845244,0.299725144,0.118738368,0.073393175
forest,EU_041_51,EU_041,12.24333358,0.404699846,0.472454081,0.272866786,-0.104712175
forest,EU_041_52,EU_041,12.24333358,-0.42519373,0.185404413,0.484541583,0.182337493
forest,EU_041_53,EU_041,12.24333358,0.17232394,0.039891465,0.038846588,0.327850441
forest,EU_041_54,EU_041,12.24333358,-0.06334145,-0.035547895,0.021381776,0.403289801
forest,EU_041_55,EU_041,12.05000019,1.47e-05,-0.080081937,0.023124335,0.458576563
forest,EU_041_56,EU_041,12.05000019,-0.369930309,-0.012206611,0.287453934,0.390701237
forest,EU_041_57,EU_041,12.64666684,0.424213117,0.158904715,0.033937908,0.214213604
forest,EU_041_58,EU_041,12.05000019,-0.060331554,0.359179161,0.44334526,0.019315465
forest,EU_041_59,EU_041,12.24333358,0.207240395,-0.032922587,-0.114493153,0.400664493
forest,EU_041_6,EU_041,12.64666684,-0.387755479,0.107847016,0.403632572,0.265271303
forest,EU_041_60,EU_041,12.24333358,-0.208109606,0.037505856,0.212463497,0.33023605
forest,EU_041_61,EU_041,12.17333345,-0.654092995,-0.27539731,-0.216329132,0.652816723
forest,EU_041_62,EU_041,12.17333345,0.158475924,0.036816323,-0.123947074,0.34060309
forest,EU_041_63,EU_041,12.17333345,-0.541336032,0.120810702,0.209976299,0.256608711
forest,EU_041_64,EU_041,12.05000019,-1.054709117,-0.254236529,0.492224446,0.632731155
forest,EU_041_65,EU_041,12.05000019,0.130642796,0.078507102,0.0429685,0.299987524
forest,EU_041_66,EU_041,12.05000019,-0.374555324,0.142292982,0.459494613,0.236201644
forest,EU_041_67,EU_041,12.05000019,0.117845267,-0.001840968,-0.080503868,0.380335594
forest,EU_041_68,EU_041,12.40333341,0.356466949,0.006813826,-0.219889039,0.372756116
forest,EU_041_69,EU_041,12.40333341,0.070584934,-0.189217816,-0.285806856,0.568787758
forest,EU_041_7,EU_041,12.05000019,0.387216756,0.251364031,-0.01068525,0.127130595
forest,EU_041_70,EU_041,12.40333341,0.372259108,0.051536521,-0.03674407,0.328033421
forest,EU_041_8,EU_041,12.05000019,-0.47283894,-0.043020785,0.203628515,0.421515411
forest,EU_041_9,EU_041,12.05000019,0.625459699,0.305844263,0.050893842,0.072650363
forest,EU_042_1,EU_042,13.50666695,0.101764057,0.117253321,0.103455024,0.145170934
forest,EU_042_10,EU_042,12.97666696,-0.086578113,0.038901963,0.10937727,0.225340466
forest,EU_042_11,EU_042,12.97666696,-0.175249755,0.03122959,0.295366195,0.233012839
forest,EU_042_12,EU_042,12.97666696,-0.336295896,-0.288181389,-0.42589376,0.552423818
forest,EU_042_13,EU_042,12.97666696,0.419028146,0.144303478,-0.100990982,0.119938951
forest,EU_042_14,EU_042,13.50666695,-0.32494765,0.050103071,0.093656773,0.212321184
forest,EU_042_15,EU_042,13.50666695,-0.511795406,-0.026449321,0.373215831,0.288873576
forest,EU_042_16,EU_042,13.50666695,-0.253343357,0.042109083,0.146923808,0.220315172
forest,EU_042_17,EU_042,13.50666695,-0.279578504,-0.025505747,-0.076495441,0.287930002
forest,EU_042_18,EU_042,12.97666696,-0.276964529,0.154764045,0.210637842,0.109478384
forest,EU_042_19,EU_042,12.97666696,-0.029889303,-0.113242096,-0.376346315,0.377484525
forest,EU_042_2,EU_042,13.50666695,-0.106720075,0.148807868,0.472419121,0.113616387
forest,EU_042_20,EU_042,12.97666696,-0.008711066,-0.025464314,-0.008472186,0.289706743
forest,EU_042_21,EU_042,12.97666696,0.230392958,0.20165725,0.391504154,0.062585179
forest,EU_042_22,EU_042,12.97666696,-0.162664805,0.067292865,0.11228596,0.196949564
forest,EU_042_23,EU_042,12.97666696,-0.207720054,-0.012584455,-0.118349396,0.276826884
forest,EU_042_24,EU_042,12.97666696,-0.010993117,0.037018267,0.008856538,0.227224162
forest,EU_042_25,EU_042,12.97666696,-0.017085451,0.040014073,0.009413091,0.224228356
forest,EU_042_26,EU_042,12.97666696,-0.046103268,-0.05045069,-0.021704995,0.314693119
forest,EU_042_27,EU_042,12.97666696,-0.138027732,0.170843249,0.365210644,0.09339918
forest,EU_042_28,EU_042,12.97666696,-0.210820432,0.256106785,0.554133562,0.008135644
forest,EU_042_29,EU_042,12.97666696,-0.568807026,0.116452939,0.51582142,0.14778949
forest,EU_042_3,EU_042,13.50666695,0.33615043,0.268594242,0.193962029,-0.006169987
forest,EU_042_30,EU_042,12.97666696,-0.580680838,0.074512552,0.47338563,0.189729877
forest,EU_042_31,EU_042,12.97666696,0.083233102,0.302712926,0.532394315,-0.038470497
forest,EU_042_32,EU_042,12.97666696,0.208613848,0.185746635,0.154172456,0.078495794
forest,EU_042_34,EU_042,12.97666696,-0.373642022,0.194281563,0.55046934,0.069960866
forest,EU_042_35,EU_042,12.97666696,-0.4009029,0.150114109,0.292783999,0.11412832
forest,EU_042_36,EU_042,12.97666696,0.045199598,0.041166789,0.134668961,0.22307564
forest,EU_042_37,EU_042,12.97666696,-0.318802744,0.005141435,0.2669981,0.259100994
forest,EU_042_38,EU_042,12.97666696,0.237807866,0.098252018,0.06112665,0.165990411
forest,EU_042_39,EU_042,12.97666696,-0.075071456,0.136296713,0.171601062,0.127945716
forest,EU_042_4,EU_042,12.97666696,-0.249697319,-0.128628357,0.026958746,0.392870786
forest,EU_042_40,EU_042,12.97666696,-0.178159524,0.15767079,0.189061302,0.106571639
forest,EU_042_41,EU_042,12.97666696,0.339158399,0.0762864,-0.155952935,0.187956029
forest,EU_042_42,EU_042,12.97666696,0.619737061,0.048110245,-0.403662722,0.216132184
forest,EU_042_43,EU_042,12.97666696,0.740348758,0.513183399,0.343847486,-0.24894097
forest,EU_042_47,EU_042,12.97666696,-0.70429321,-0.04732372,0.342708081,0.311566149
forest,EU_042_48,EU_042,12.97666696,0.065588415,0.307894441,0.195410147,-0.043652012
forest,EU_042_49,EU_042,12.97666696,0.215422943,0.104331927,0.012742421,0.159910502
forest,EU_042_5,EU_042,12.97666696,0.110864956,0.024267592,0.060882416,0.239974837
forest,EU_042_51,EU_042,12.97666696,-0.014316497,0.360609154,0.492366625,-0.096366725
forest,EU_042_52,EU_042,12.97666696,0.134303488,0.04598801,-0.130953821,0.218254419
forest,EU_042_53,EU_042,13.24666694,-0.189261541,0.353465206,0.607686798,-0.134329395
forest,EU_042_56,EU_042,12.97666696,0.752465899,0.44883195,0.247211717,-0.184589521
forest,EU_042_57,EU_042,12.97666696,-0.355694144,-0.122812244,0.109853686,0.387054673
forest,EU_042_58,EU_042,12.97666696,0.104861988,0.123838603,0.085280192,0.140403826
forest,EU_042_59,EU_042,12.97666696,0.094253488,0.131787175,0.083338513,0.132455254
forest,EU_042_6,EU_042,12.97666696,0.122093877,0.201931359,0.202385561,0.06231107
forest,EU_042_60,EU_042,13.24666694,-0.148009528,-0.120468051,-0.318598802,0.339603862
forest,EU_042_61,EU_042,13.24666694,-0.297764376,-0.066253377,0.111833056,0.285389188
forest,EU_042_62,EU_042,13.24666694,-0.819984714,-0.354054945,-0.081042862,0.573190756
forest,EU_042_63,EU_042,13.24666694,0.076297415,0.006983623,0.003159874,0.212152188
forest,EU_042_7,EU_042,12.97666696,-0.329374565,0.080526584,0.101260339,0.183715845
forest,EU_042_8,EU_042,12.97666696,-0.071785771,0.017461548,0.036700639,0.246780881
forest,EU_043_1,EU_043,16.78000034,-0.224491866,-0.036151997,0.111119789,0.383374209
forest,EU_043_10,EU_043,16.78000034,0.195799971,0.16294264,0.192321054,0.184279572
forest,EU_043_11,EU_043,16.78000034,0.003069905,0.092133895,0.195157456,0.255088317
forest,EU_043_12,EU_043,16.78000034,-0.070739056,-0.03412236,-0.027806823,0.381344572
forest,EU_043_13,EU_043,16.78000034,0.043307196,-0.078759483,-0.250607526,0.425981695
forest,EU_043_14,EU_043,16.78000034,-0.018534588,-0.007131786,-0.000642,0.354353998
forest,EU_043_15,EU_043,16.78000034,0.097259214,0.058753352,0.156002578,0.28846886
forest,EU_043_16,EU_043,16.78000034,-0.041246557,-0.020854623,0.066551458,0.368076835
forest,EU_043_17,EU_043,16.78000034,-0.437756811,0.02435888,0.292088958,0.322863332
forest,EU_043_18,EU_043,16.78000034,-0.060146543,-0.056205676,-0.102008099,0.403427888
forest,EU_043_19,EU_043,16.78000034,-0.001505402,0.071621107,0.102837447,0.275601105
forest,EU_043_2,EU_043,16.78000034,0.339175339,0.085954778,0.05197074,0.261267434
forest,EU_043_20,EU_043,16.78000034,-0.184303169,-0.126974433,-0.095188922,0.474196645
forest,EU_043_3,EU_043,16.78000034,0.035543322,-0.053565471,-0.1363353,0.400787683
forest,EU_043_4,EU_043,16.78000034,-0.01503295,-0.00992939,0.038069252,0.357151602
forest,EU_043_5,EU_043,16.78000034,0.009649038,0.05959728,0.091664676,0.287624932
forest,EU_043_7,EU_043,16.78000034,0.076813724,0.056726198,0.132843708,0.290496014
forest,EU_043_8,EU_043,16.78000034,-0.008040703,0.008360127,0.034675512,0.338862085
forest,EU_043_9,EU_043,16.78000034,-0.135149978,-0.059698372,-0.039535137,0.406920584
forest,EU_044_1,EU_044,13.42000031,-0.150735838,-0.003860823,0.126402211,0.503860763
forest,EU_044_10,EU_044,13.42000031,-0.001017021,0.049554762,0.093184978,0.450445178
forest,EU_044_100,EU_044,13.42000031,-0.717298667,0.025845105,0.390099262,0.474154835
forest,EU_044_101,EU_044,13.42000031,-0.484061454,0.042751125,0.290023287,0.457248815
forest,EU_044_102,EU_044,13.42000031,-0.746578466,0.047197177,0.529668462,0.452802763
forest,EU_044_103,EU_044,13.42000031,-0.888131046,0.050575085,0.627688613,0.449424855
forest,EU_044_104,EU_044,13.42000031,0.750515567,0.11225514,-0.588168011,0.3877448
forest,EU_044_105,EU_044,13.42000031,0.361435215,0.079112455,-0.364805478,0.420887485
forest,EU_044_106,EU_044,13.42000031,-0.079787362,-0.08299261,-0.085201182,0.58299255
forest,EU_044_107,EU_044,13.42000031,0.722782177,0.099188433,-0.426740235,0.400811507
forest,EU_044_108,EU_044,13.42000031,0.018023287,-0.003967755,-0.008201133,0.503967695
forest,EU_044_109,EU_044,13.42000031,0.292379784,0.05256826,-0.211533889,0.44743168
forest,EU_044_11,EU_044,13.42000031,-0.657606735,0.03046049,0.443130391,0.46953945
forest,EU_044_110,EU_044,13.42000031,-0.048486266,0.0068109,0.094690003,0.49318904
forest,EU_044_111,EU_044,13.42000031,0.331944674,0.122804215,-0.218527209,0.377195725
forest,EU_044_112,EU_044,13.42000031,-0.431769803,-0.124650905,0.260951567,0.624650845
forest,EU_044_113,EU_044,13.42000031,0.905899937,0.133103407,-0.627408057,0.366896533
forest,EU_044_114,EU_044,13.42000031,-0.177289262,-0.028683883,-0.05178576,0.528683823
forest,EU_044_115,EU_044,13.42000031,-0.164379667,-0.029695855,0.067372774,0.529695795
forest,EU_044_116,EU_044,13.42000031,0.062938548,-0.009975675,-0.115109422,0.509975615
forest,EU_044_117,EU_044,13.42000031,0.146933795,-0.00454661,-0.144946127,0.50454655
forest,EU_044_118,EU_044,13.42000031,-0.466390752,-0.020030593,0.071619918,0.520030533
forest,EU_044_119,EU_044,13.42000031,-0.167679394,-0.091323995,-0.148280443,0.591323935
forest,EU_044_12,EU_044,13.42000031,0.128198486,-0.066100945,-0.189490492,0.566100885
forest,EU_044_120,EU_044,13.42000031,0.16593058,-0.03003029,-0.105484945,0.53003023
forest,EU_044_121,EU_044,13.42000031,0.146678201,0.079285418,-0.190164045,0.420714522
forest,EU_044_122,EU_044,13.42000031,-0.161429838,0.022470518,0.074082444,0.477529422
forest,EU_044_123,EU_044,13.42000031,-0.149475471,-0.037041333,-0.014374417,0.537041273
forest,EU_044_124,EU_044,13.42000031,0.211839741,0.120740577,-0.151378827,0.379259363
forest,EU_044_125,EU_044,13.42000031,0.393702283,-0.05095772,-0.510860177,0.55095766
forest,EU_044_126,EU_044,13.42000031,0.202975444,-0.054600503,-0.061106708,0.554600443
forest,EU_044_127,EU_044,13.42000031,0.196133553,0.13458335,-0.060168661,0.36541659
forest,EU_044_128,EU_044,13.42000031,-0.32664922,0.06828964,0.126422971,0.4317103
forest,EU_044_129,EU_044,13.42000031,-0.275273541,0.001161133,0.087964851,0.498838807
forest,EU_044_13,EU_044,13.42000031,0.037240013,-0.04586645,-0.136348594,0.54586639
forest,EU_044_130,EU_044,13.42000031,-0.178492678,0.070683528,-0.02508398,0.429316412
forest,EU_044_131,EU_044,13.42000031,-0.336050358,-0.09635956,0.063964297,0.5963595
forest,EU_044_132,EU_044,13.42000031,-0.116002758,0.053021968,0.094793298,0.446977972
forest,EU_044_133,EU_044,13.42000031,-0.020236686,0.01145607,-0.062630828,0.48854387
forest,EU_044_134,EU_044,13.42000031,0.24428172,0.07693332,-0.20389081,0.42306662
forest,EU_044_135,EU_044,13.42000031,0.200389511,0.052203915,-0.249601636,0.447796025
forest,EU_044_136,EU_044,13.42000031,-0.398293347,-0.09911131,0.1085199,0.59911125
forest,EU_044_137,EU_044,13.42000031,-0.58309676,-0.097404848,0.268004318,0.597404788
forest,EU_044_138,EU_044,13.42000031,-0.758009916,-0.062939555,0.389932208,0.562939495
forest,EU_044_139,EU_044,13.42000031,-1.016453567,-0.027312288,0.628188952,0.527312228
forest,EU_044_14,EU_044,13.42000031,0.016838676,0.029560642,0.000641,0.470439298
forest,EU_044_140,EU_044,13.42000031,-0.881948469,-0.00333573,0.633107753,0.50333567
forest,EU_044_141,EU_044,13.42000031,-0.715310767,0.032614678,0.604668381,0.467385262
forest,EU_044_142,EU_044,13.42000031,-0.626504223,-0.009918805,0.460260769,0.509918745
forest,EU_044_143,EU_044,13.42000031,0.007166918,0.00041,0.002410133,0.49958994
forest,EU_044_144,EU_044,13.42000031,-0.392878272,0.008740742,0.287213045,0.491259198
forest,EU_044_145,EU_044,13.42000031,-0.039343563,0.00753838,0.097600312,0.49246156
forest,EU_044_146,EU_044,13.42000031,-0.803533101,0.037076283,0.676040811,0.462923657
forest,EU_044_147,EU_044,13.42000031,-0.642412635,0.072531517,0.547545008,0.427468423
forest,EU_044_15,EU_044,13.42000031,-0.141999002,-0.068008695,-0.026712861,0.568008635
forest,EU_044_16,EU_044,13.42000031,-0.023406155,-0.01993659,-0.030052059,0.51993653
forest,EU_044_17,EU_044,13.42000031,-0.656520699,0.028193068,0.394102812,0.471806872
forest,EU_044_18,EU_044,13.42000031,-0.576092003,0.010493132,0.325937637,0.489506808
forest,EU_044_19,EU_044,13.42000031,0.203251423,-0.047978447,-0.27435281,0.547978387
forest,EU_044_2,EU_044,13.42000031,0.026898606,-0.029915508,-0.072488473,0.529915448
forest,EU_044_20,EU_044,13.42000031,-0.01062567,-0.060163753,-0.111503033,0.560163693
forest,EU_044_21,EU_044,13.42000031,0.412732225,-0.06395596,-0.341808174,0.5639559
forest,EU_044_22,EU_044,13.42000031,-0.084071006,-0.050765115,-0.034849892,0.550765055
forest,EU_044_23,EU_044,13.42000031,-0.263678553,0.005785415,0.144094834,0.494214525
forest,EU_044_24,EU_044,13.42000031,-0.104851276,0.61828705,0.928721054,-0.11828711
forest,EU_044_25,EU_044,13.42000031,0.498482022,0.021223095,-0.248570566,0.478776845
forest,EU_044_26,EU_044,13.42000031,0.386031125,-0.096524558,-0.304883495,0.596524498
forest,EU_044_27,EU_044,13.42000031,0.111412501,0.053432835,-0.047973959,0.446567105
forest,EU_044_28,EU_044,13.42000031,-0.16858544,-0.113065528,0.00254878,0.613065468
forest,EU_044_29,EU_044,13.42000031,-0.309081372,-0.181088473,-0.078516699,0.681088413
forest,EU_044_3,EU_044,13.42000031,-0.172804816,-0.101857943,-0.038711237,0.601857883
forest,EU_044_30,EU_044,13.42000031,0.464436517,-0.052347118,-0.374129466,0.552347058
forest,EU_044_31,EU_044,13.42000031,0.049325362,0.002249903,-0.003562998,0.497750037
forest,EU_044_32,EU_044,13.42000031,0.124981645,0.002660278,-0.083743626,0.497339662
forest,EU_044_33,EU_044,13.42000031,-0.521551877,-0.322684933,-0.424587764,0.822684873
forest,EU_044_34,EU_044,13.42000031,-0.20231388,0.013005975,0.117645416,0.486993965
forest,EU_044_35,EU_044,13.42000031,-0.648611943,-0.087020813,0.36284031,0.587020753
forest,EU_044_36,EU_044,13.42000031,-0.757670429,-0.133292175,0.261079815,0.633292115
forest,EU_044_37,EU_044,13.42000031,-0.197306671,0.072275152,0.210935388,0.427724788
forest,EU_044_38,EU_044,13.42000031,-0.097758209,0.005861115,0.047641662,0.494138825
forest,EU_044_39,EU_044,13.42000031,-0.46720437,-0.163527038,-0.022358777,0.663526978
forest,EU_044_4,EU_044,13.42000031,-0.35457223,-0.023169705,0.213451998,0.523169645
forest,EU_044_40,EU_044,13.42000031,0.393581093,-0.07838361,-0.394086507,0.57838355
forest,EU_044_41,EU_044,13.42000031,-0.395150135,0.003381298,0.192702642,0.496618642
forest,EU_044_42,EU_044,13.42000031,-0.690315816,0.03579447,0.604367266,0.46420547
forest,EU_044_43,EU_044,13.42000031,0.828915299,0.1747126,-0.705817106,0.32528734
forest,EU_044_44,EU_044,13.42000031,-1.045426141,0.019116345,0.737989951,0.480883595
forest,EU_044_45,EU_044,13.42000031,-0.346146453,0.00498443,0.200811169,0.49501551
forest,EU_044_46,EU_044,13.42000031,-0.326982201,-0.151098235,0.054293881,0.651098175
forest,EU_044_47,EU_044,13.42000031,0.149807632,-0.050074227,-0.134059561,0.550074167
forest,EU_044_48,EU_044,13.42000031,-0.261337063,-0.14904643,-0.12786075,0.64904637
forest,EU_044_49,EU_044,13.42000031,-0.113031934,-0.008903685,0.108983201,0.508903625
forest,EU_044_5,EU_044,13.42000031,-0.259344057,0.024693242,0.174128172,0.475306698
forest,EU_044_50,EU_044,13.42000031,-0.33730294,-0.014097968,0.175545056,0.514097908
forest,EU_044_51,EU_044,13.42000031,-0.048546325,-0.217513003,-0.249791887,0.717512943
forest,EU_044_52,EU_044,13.42000031,-0.13686797,-0.1125816,-0.062844955,0.61258154
forest,EU_044_53,EU_044,13.42000031,-0.261048235,-0.044256945,0.105704607,0.544256885
forest,EU_044_54,EU_044,13.42000031,-0.532563676,-0.045405813,0.23465907,0.545405753
forest,EU_044_55,EU_044,13.42000031,-0.117306324,-0.038710838,0.058860003,0.538710778
forest,EU_044_56,EU_044,13.42000031,-0.483225131,0.003832368,0.194786962,0.496167572
forest,EU_044_57,EU_044,13.42000031,-0.349786147,-0.001460475,0.213608966,0.501460415
forest,EU_044_58,EU_044,13.42000031,-0.76968631,-0.079769608,0.232415245,0.579769548
forest,EU_044_59,EU_044,13.42000031,0.0532821,0.02239569,0.026076422,0.47760425
forest,EU_044_6,EU_044,13.42000031,0.115386156,-0.00284006,-0.068790067,0.50284
forest,EU_044_60,EU_044,13.42000031,-0.235107841,0.021783647,0.210720087,0.478216293
forest,EU_044_61,EU_044,13.42000031,-0.26111616,-0.001658255,0.162922909,0.501658195
forest,EU_044_62,EU_044,13.42000031,-0.524596478,-0.069723823,0.114701645,0.569723763
forest,EU_044_63,EU_044,13.42000031,-0.104358356,0.086753815,0.096479121,0.413246125
forest,EU_044_64,EU_044,13.42000031,-0.760313963,0.087095897,0.575600503,0.412904043
forest,EU_044_65,EU_044,13.42000031,-0.892206233,0.089345365,0.691576857,0.410654575
forest,EU_044_66,EU_044,13.42000031,-0.881024835,0.086383547,0.583933357,0.413616393
forest,EU_044_67,EU_044,13.42000031,-0.310723017,0.032524128,0.195251635,0.467475812
forest,EU_044_68,EU_044,13.42000031,-0.015632627,0.033620615,-0.00615669,0.466379325
forest,EU_044_69,EU_044,13.42000031,0.210795338,-0.057857025,-0.180008845,0.557856965
forest,EU_044_7,EU_044,13.42000031,0.391562585,-0.011088962,-0.273531593,0.511088902
forest,EU_044_70,EU_044,13.42000031,-0.401050286,0.080448148,0.359549662,0.419551792
forest,EU_044_71,EU_044,13.42000031,-0.315705537,0.015762202,0.253333568,0.484237738
forest,EU_044_72,EU_044,13.42000031,-1.151983415,-0.023985537,0.624736117,0.523985477
forest,EU_044_73,EU_044,13.42000031,-0.450472362,0.029087563,0.271388667,0.470912377
forest,EU_044_74,EU_044,13.42000031,-0.526631901,0.06664879,0.391531825,0.43335115
forest,EU_044_75,EU_044,13.42000031,-0.834064254,0.073101298,0.544751188,0.426898642
forest,EU_044_76,EU_044,13.42000031,-0.542815224,0.012827675,0.357441326,0.487172265
forest,EU_044_77,EU_044,13.42000031,-0.131251514,-0.011647323,0.04218998,0.511647263
forest,EU_044_78,EU_044,13.42000031,-0.039039726,0.006759247,0.052944534,0.493240693
forest,EU_044_79,EU_044,13.42000031,0.009940223,-0.039506252,-0.104134833,0.539506192
forest,EU_044_8,EU_044,13.42000031,-0.174133113,0.031678772,0.065227009,0.468321168
forest,EU_044_80,EU_044,13.42000031,-0.441872431,0.0025241,0.265048338,0.49747584
forest,EU_044_81,EU_044,13.42000031,-0.477909324,-0.004617413,0.266668307,0.504617353
forest,EU_044_82,EU_044,13.42000031,-0.859812016,-0.013637573,0.513286263,0.513637513
forest,EU_044_83,EU_044,13.42000031,-0.314925984,0.04564094,0.155238544,0.454359
forest,EU_044_84,EU_044,13.42000031,-0.028560456,0.045927038,0.089761751,0.454072902
forest,EU_044_85,EU_044,13.42000031,0.01114945,0.094495718,0.117962823,0.405504222
forest,EU_044_86,EU_044,13.42000031,-0.259665712,0.013189945,0.13391348,0.486809995
forest,EU_044_87,EU_044,13.42000031,0.148627417,0.066284292,0.047572232,0.433715648
forest,EU_044_88,EU_044,13.42000031,-0.42909771,0.111771633,0.390444634,0.388228307
forest,EU_044_89,EU_044,13.42000031,-0.214677084,0.027837538,0.184488462,0.472162402
forest,EU_044_9,EU_044,13.42000031,0.201626398,-0.19890206,-0.412101981,0.698902
forest,EU_044_90,EU_044,13.42000031,-0.102629177,0.037379175,0.099247243,0.462620765
forest,EU_044_91,EU_044,13.42000031,-0.205938314,0.090989572,0.219598873,0.409010368
forest,EU_044_92,EU_044,13.42000031,-0.570027195,0.071809113,0.404369154,0.428190827
forest,EU_044_93,EU_044,13.42000031,-0.527374728,0.027573963,0.31641458,0.472425977
forest,EU_044_94,EU_044,13.42000031,0.101981455,-0.05970658,-0.009665932,0.55970652
forest,EU_044_95,EU_044,13.42000031,-0.490146527,0.02356514,0.273557347,0.4764348
forest,EU_044_96,EU_044,13.42000031,-0.394795038,0.01760742,0.192592203,0.48239252
forest,EU_044_97,EU_044,13.42000031,-0.2633291,0.002076445,0.126689304,0.497923495
forest,EU_044_98,EU_044,13.42000031,-0.48614842,0.019234318,0.326753473,0.480765622
forest,EU_044_99,EU_044,13.42000031,-0.262863741,-0.044338305,0.108849046,0.544338245
forest,EU_045_1,EU_045,7.230000151,-0.300099104,-0.204006252,-0.155086849,0.597109714
forest,EU_045_10,EU_045,7.210000163,0.379540191,0.064737498,-0.142722572,0.421469416
forest,EU_045_11,EU_045,7.210000163,0.247245551,-0.000209,-0.203182762,0.486415914
forest,EU_045_12,EU_045,6.983333452,-0.136655894,0.326106423,0.645058028,0.169131698
forest,EU_045_13,EU_045,6.983333452,0.195402013,0.237230755,0.363730688,0.258007366
forest,EU_045_14,EU_045,6.983333452,-0.014453263,-0.030989093,-0.011557478,0.526227214
forest,EU_045_15,EU_045,6.983333452,-0.960233189,0.003138163,0.517225054,0.603034712
forest,EU_045_16,EU_045,7.230000151,-0.231466337,-0.205722903,-0.129629107,0.598826365
forest,EU_045_17,EU_045,7.230000151,0.00145241,-0.141213028,-0.431932065,0.53431649
forest,EU_045_18,EU_045,7.230000151,0.028666731,-0.112253755,-0.323101362,0.505357217
forest,EU_045_19,EU_045,7.230000151,-0.121500998,-0.12536814,-0.170567542,0.518471602
forest,EU_045_2,EU_045,7.230000151,-0.168441251,-0.077804562,-0.018561788,0.470908024
forest,EU_045_20,EU_045,9.236666846,-0.154952263,0.009667055,0.112784308,0.476047232
forest,EU_045_21,EU_045,9.236666846,-0.229174232,0.181826133,0.416459044,0.413235594
forest,EU_045_22,EU_045,9.236666846,-0.192244263,0.037954393,0.201123811,0.447759894
forest,EU_045_23,EU_045,9.236666846,0.388406556,-0.116130289,-0.47332348,0.711192016
forest,EU_045_24,EU_045,9.483333508,0.069158539,0.146872116,0.181918984,0.237035933
forest,EU_045_25,EU_045,9.483333508,0.65107777,0.400919671,0.403264376,-0.017011622
forest,EU_045_26,EU_045,9.483333508,-0.263959993,0.085528661,0.401857515,0.400185625
forest,EU_045_27,EU_045,7.230000151,0.440365456,0.099488702,-0.171046165,0.396939892
forest,EU_045_28,EU_045,7.230000151,-0.219153777,-0.136101968,-0.103113191,0.632530562
forest,EU_045_29,EU_045,7.210000163,-0.557806217,-0.051964802,0.300127916,0.438631478
forest,EU_045_3,EU_045,7.230000151,0.200969967,0.064038121,0.094226794,0.329065341
forest,EU_045_30,EU_045,7.210000163,-0.040579104,0.008100462,0.042672614,0.378566214
forest,EU_045_31,EU_045,6.983333452,-0.290474718,-0.167574157,-0.12716902,0.773747032
forest,EU_045_32,EU_045,7.230000151,0.229517607,-0.31249258,-0.47641984,0.808921174
forest,EU_045_33,EU_045,7.210000163,-0.127739764,-0.23544569,-0.266099345,0.721652604
forest,EU_045_34,EU_045,7.230000151,-0.073269717,0.147861097,0.332442775,0.245242365
forest,EU_045_35,EU_045,7.230000151,-0.010180852,0.132509243,0.226584277,0.260594219
forest,EU_045_36,EU_045,7.210000163,-0.037128842,-0.127855088,-0.186731048,0.514521764
forest,EU_045_37,EU_045,7.230000151,0.16088331,0.192011419,0.203445811,0.201092043
forest,EU_045_38,EU_045,7.210000163,-0.465979525,-0.152703462,0.082762558,0.539370138
forest,EU_045_39,EU_045,7.210000163,0.451158549,-0.191416663,-0.367445455,0.578083339
forest,EU_045_4,EU_045,7.230000151,0.045481964,0.367692229,0.668122213,0.128736365
