anio,dlod_decadal_ms,dlod_multidecadal_ms
1968.6680356,2.45922,1.2288
1968.6707734,2.45937,1.22898
1968.6735113,2.45953,1.22916
1968.6762491,2.45968,1.22935
1968.678987,2.45984,1.22953
1968.6817248,2.46,1.22971
1968.6844627,2.46015,1.22989
1968.6872005,2.46032,1.23008
1968.6899384,2.46047,1.23026
1968.6926762,2.46063,1.23044
1968.6954141,2.4608,1.23062
1968.698152,2.46096,1.2308
1968.7008898,2.46112,1.23098
1968.7036277,2.46129,1.23116
1968.7063655,2.46145,1.23135
1968.7091034,2.46162,1.23153
1968.7118412,2.46178,1.23171
1968.7145791,2.46195,1.23189
1968.7173169,2.46212,1.23207
1968.7200548,2.46229,1.23225
1968.7227926,2.46247,1.23243
1968.7255305,2.46263,1.23261
1968.7282683,2.46281,1.23279
1968.7310062,2.46298,1.23297
1968.733744,2.46316,1.23315
1968.7364819,2.46333,1.23333
1968.7392197,2.46351,1.23351
1968.7419576,2.46368,1.23369
1968.7446954,2.46387,1.23387
1968.7474333,2.46404,1.23405
1968.7501711,2.46422,1.23423
1968.752909,2.46441,1.23441
1968.7556468,2.46459,1.23459
1968.7583847,2.46477,1.23477
1968.7611225,2.46496,1.23495
1968.7638604,2.46514,1.23513
1968.7665982,2.46533,1.23531
1968.7693361,2.46551,1.23549
1968.7720739,2.4657,1.23567
1968.7748118,2.46589,1.23585
1968.7775496,2.46608,1.23603
1968.7802875,2.46628,1.23621
1968.7830253,2.46646,1.23639
1968.7857632,2.46665,1.23656
1968.788501,2.46685,1.23674
1968.7912389,2.46705,1.23692
1968.7939767,2.46724,1.2371
1968.7967146,2.46744,1.23728
1968.7994524,2.46764,1.23746
1968.8021903,2.46784,1.23763
1968.8049281,2.46804,1.23781
1968.807666,2.46824,1.23799
1968.8104038,2.46844,1.23817
1968.8131417,2.46864,1.23835
1968.8158795,2.46885,1.23852
1968.8186174,2.46905,1.2387
1968.8213552,2.46926,1.23888
1968.8240931,2.46947,1.23906
1968.8268309,2.46968,1.23923
1968.8295688,2.46988,1.23941
1968.8323066,2.4701,1.23959
1968.8350445,2.47031,1.23976
1968.8377823,2.47052,1.23994
1968.8405202,2.47073,1.24012
1968.843258,2.47095,1.24029
1968.8459959,2.47117,1.24047
1968.8487337,2.47138,1.24065
1968.8514716,2.47159,1.24082
1968.8542094,2.47182,1.241
1968.8569473,2.47204,1.24118
1968.8596851,2.47226,1.24135
1968.862423,2.47248,1.24153
1968.8651608,2.4727,1.2417
1968.8678987,2.47293,1.24188
1968.8706366,2.47315,1.24206
1968.8733744,2.47338,1.24223
1968.8761123,2.47361,1.24241
1968.8788501,2.47383,1.24258
1968.881588,2.47407,1.24276
1968.8843258,2.4743,1.24293
1968.8870637,2.47452,1.24311
1968.8898015,2.47476,1.24328
1968.8925394,2.47499,1.24346
1968.8952772,2.47523,1.24363
1968.8980151,2.47547,1.24381
1968.9007529,2.4757,1.24398
1968.9034908,2.47595,1.24416
1968.9062286,2.47618,1.24433
1968.9089665,2.47642,1.24451
1968.9117043,2.47667,1.24468
1968.9144422,2.47691,1.24485
1968.91718,2.47716,1.24503
1968.9199179,2.4774,1.2452
1968.9226557,2.47764,1.24538
1968.9253936,2.47789,1.24555
1968.9281314,2.47814,1.24572
1968.9308693,2.47839,1.2459
1968.9336071,2.47864,1.24607
1968.936345,2.47889,1.24624
1968.9390828,2.47915,1.24642
1968.9418207,2.4794,1.24659
1968.9445585,2.47965,1.24676
1968.9472964,2.47992,1.24694
1968.9500342,2.48017,1.24711
1968.9527721,2.48043,1.24728
1968.9555099,2.48069,1.24746
1968.9582478,2.48095,1.24763
1968.9609856,2.48122,1.2478
1968.9637235,2.48148,1.24797
1968.9664613,2.48174,1.24815
1968.9691992,2.48201,1.24832
1968.971937,2.48228,1.24849
1968.9746749,2.48254,1.24866
1968.9774127,2.48282,1.24883
1968.9801506,2.48308,1.24901
1968.9828884,2.48336,1.24918
1968.9856263,2.48363,1.24935
1968.9883641,2.4839,1.24952
1968.991102,2.48419,1.24969
1968.9938398,2.48446,1.24986
1968.9965777,2.48474,1.25004
1968.9993155,2.48502,1.25021
1969.0020534,2.4853,1.25038
1969.0047912,2.48558,1.25055
1969.0075291,2.48586,1.25072
1969.0102669,2.48614,1.25089
1969.0130048,2.48644,1.25106
1969.0157426,2.48672,1.25123
1969.0184805,2.48702,1.2514
1969.0212183,2.4873,1.25157
1969.0239562,2.48759,1.25174
1969.026694,2.48789,1.25191
1969.0294319,2.48817,1.25208
1969.0321697,2.48846,1.25225
1969.0349076,2.48877,1.25242
1969.0376454,2.48906,1.25259
1969.0403833,2.48936,1.25276
1969.0431211,2.48966,1.25293
1969.045859,2.48995,1.2531
1969.0485969,2.49026,1.25327
1969.0513347,2.49056,1.25344
1969.0540726,2.49086,1.25361
1969.0568104,2.49117,1.25378
1969.0595483,2.49147,1.25395
1969.0622861,2.49178,1.25412
1969.065024,2.49209,1.25429
1969.0677618,2.49239,1.25446
1969.0704997,2.49271,1.25462
1969.0732375,2.49301,1.25479
1969.0759754,2.49333,1.25496
1969.0787132,2.49364,1.25513
1969.0814511,2.49395,1.2553
1969.0841889,2.49427,1.25547
1969.0869268,2.49459,1.25563
1969.0896646,2.4949,1.2558
1969.0924025,2.49522,1.25597
1969.0951403,2.49554,1.25614
1969.0978782,2.49587,1.25631
1969.100616,2.49618,1.25647
1969.1033539,2.4965,1.25664
1969.1060917,2.49683,1.25681
1969.1088296,2.49715,1.25698
1969.1115674,2.49747,1.25714
1969.1143053,2.49781,1.25731
1969.1170431,2.49813,1.25748
1969.119781,2.49846,1.25764
1969.1225188,2.49879,1.25781
1969.1252567,2.49911,1.25798
1969.1279945,2.49945,1.25814
1969.1307324,2.49978,1.25831
1969.1334702,2.50011,1.25848
1969.1362081,2.50045,1.25864
1969.1389459,2.50078,1.25881
1969.1416838,2.50112,1.25898
1969.1444216,2.50146,1.25914
1969.1471595,2.50179,1.25931
1969.1498973,2.50214,1.25947
1969.1526352,2.50247,1.25964
1969.155373,2.50282,1.25981
1969.1581109,2.50316,1.25997
1969.1608487,2.50349,1.26014
1969.1635866,2.50385,1.2603
1969.1663244,2.50419,1.26047
1969.1690623,2.50453,1.26063
1969.1718001,2.50488,1.2608
1969.174538,2.50522,1.26096
1969.1772758,2.50558,1.26113
1969.1800137,2.50592,1.26129
1969.1827515,2.50627,1.26146
1969.1854894,2.50662,1.26162
1969.1882272,2.50697,1.26179
1969.1909651,2.50732,1.26195
1969.1937029,2.50768,1.26211
1969.1964408,2.50803,1.26228
1969.1991786,2.50839,1.26244
1969.2019165,2.50874,1.26261
1969.2046543,2.50909,1.26277
1969.2073922,2.50946,1.26293
1969.21013,2.50981,1.2631
1969.2128679,2.51016,1.26326
1969.2156057,2.51053,1.26343
1969.2183436,2.51089,1.26359
1969.2210815,2.51126,1.26375
1969.2238193,2.51161,1.26392
1969.2265572,2.51197,1.26408
1969.229295,2.51234,1.26424
1969.2320329,2.5127,1.2644
1969.2347707,2.51308,1.26457
1969.2375086,2.51344,1.26473
1969.2402464,2.5138,1.26489
1969.2429843,2.51417,1.26505
1969.2457221,2.51454,1.26522
1969.24846,2.5149,1.26538
1969.2511978,2.51528,1.26554
1969.2539357,2.51564,1.2657
1969.2566735,2.51602,1.26587
1969.2594114,2.51639,1.26603
1969.2621492,2.51676,1.26619
1969.2648871,2.51714,1.26635
1969.2676249,2.51751,1.26651
1969.2703628,2.51788,1.26667
1969.2731006,2.51826,1.26684
1969.2758385,2.51863,1.267
1969.2785763,2.51902,1.26716
1969.2813142,2.51939,1.26732
1969.284052,2.51976,1.26748
1969.2867899,2.52015,1.26764
1969.2895277,2.52052,1.2678
1969.2922656,2.5209,1.26796
1969.2950034,2.52129,1.26812
1969.2977413,2.52166,1.26828
1969.3004791,2.52205,1.26844
1969.303217,2.52243,1.2686
1969.3059548,2.52281,1.26876
1969.3086927,2.5232,1.26892
1969.3114305,2.52358,1.26908
1969.3141684,2.52397,1.26924
1969.3169062,2.52435,1.2694
1969.3196441,2.52473,1.26956
1969.3223819,2.52513,1.26972
1969.3251198,2.52551,1.26988
1969.3278576,2.52589,1.27004
1969.3305955,2.52629,1.2702
1969.3333333,2.52668,1.27036
1969.3360712,2.52707,1.27052
1969.338809,2.52746,1.27068
1969.3415469,2.52784,1.27084
1969.3442847,2.52825,1.271
1969.3470226,2.52863,1.27115
1969.3497604,2.52902,1.27131
1969.3524983,2.52942,1.27147
1969.3552361,2.52981,1.27163
1969.357974,2.53021,1.27179
1969.3607118,2.5306,1.27195
1969.3634497,2.53099,1.2721
1969.3661875,2.5314,1.27226
1969.3689254,2.53179,1.27242
1969.3716632,2.53218,1.27258
1969.3744011,2.53258,1.27274
1969.3771389,2.53298,1.27289
1969.3798768,2.53338,1.27305
1969.3826146,2.53378,1.27321
1969.3853525,2.53417,1.27337
1969.3880903,2.53458,1.27352
1969.3908282,2.53497,1.27368
1969.3935661,2.53537,1.27384
1969.3963039,2.53578,1.27399
1969.3990418,2.53618,1.27415
1969.4017796,2.53659,1.27431
1969.4045175,2.53698,1.27446
1969.4072553,2.53738,1.27462
1969.4099932,2.53779,1.27478
1969.412731,2.53819,1.27493
1969.4154689,2.53861,1.27509
1969.4182067,2.539,1.27524
1969.4209446,2.5394,1.2754
1969.4236824,2.53982,1.27556
1969.4264203,2.54022,1.27571
1969.4291581,2.54062,1.27587
1969.431896,2.54104,1.27602
1969.4346338,2.54144,1.27618
1969.4373717,2.54185,1.27633
1969.4401095,2.54226,1.27649
1969.4428474,2.54266,1.27664
1969.4455852,2.54308,1.2768
1969.4483231,2.54348,1.27695
1969.4510609,2.54388,1.27711
1969.4537988,2.5443,1.27726
1969.4565366,2.54471,1.27742
1969.4592745,2.54513,1.27757
1969.4620123,2.54553,1.27773
1969.4647502,2.54594,1.27788
1969.467488,2.54636,1.27804
1969.4702259,2.54676,1.27819
1969.4729637,2.54717,1.27834
1969.4757016,2.54759,1.2785
1969.4784394,2.548,1.27865
1969.4811773,2.54842,1.2788
1969.4839151,2.54883,1.27896
1969.486653,2.54923,1.27911
1969.4893908,2.54966,1.27926
1969.4921287,2.55006,1.27942
1969.4948665,2.55049,1.27957
1969.4976044,2.5509,1.27972
1969.5003422,2.55131,1.27988
1969.5030801,2.55173,1.28003
1969.5058179,2.55214,1.28018
1969.5085558,2.55255,1.28034
1969.5112936,2.55298,1.28049
1969.5140315,2.55339,1.28064
1969.5167693,2.55381,1.28079
1969.5195072,2.55422,1.28094
1969.522245,2.55463,1.2811
1969.5249829,2.55506,1.28125
1969.5277207,2.55547,1.2814
1969.5304586,2.55588,1.28155
1969.5331964,2.55631,1.2817
1969.5359343,2.55672,1.28186
1969.5386721,2.55715,1.28201
1969.54141,2.55756,1.28216
1969.5441478,2.55797,1.28231
1969.5468857,2.5584,1.28246
1969.5496235,2.55881,1.28261
1969.5523614,2.55923,1.28276
1969.5550992,2.55965,1.28291
1969.5578371,2.56007,1.28306
1969.5605749,2.5605,1.28322
1969.5633128,2.56091,1.28337
1969.5660507,2.56132,1.28352
1969.5687885,2.56175,1.28367
1969.5715264,2.56217,1.28382
1969.5742642,2.5626,1.28397
1969.5770021,2.56301,1.28412
1969.5797399,2.56342,1.28427
1969.5824778,2.56385,1.28442
1969.5852156,2.56427,1.28457
1969.5879535,2.56468,1.28472
1969.5906913,2.56511,1.28487
1969.5934292,2.56553,1.28502
1969.596167,2.56596,1.28516
1969.5989049,2.56637,1.28531
1969.6016427,2.56679,1.28546
1969.6043806,2.56722,1.28561
1969.6071184,2.56763,1.28576
1969.6098563,2.56805,1.28591
1969.6125941,2.56848,1.28606
1969.615332,2.56889,1.28621
1969.6180698,2.56933,1.28636
1969.6208077,2.56974,1.2865
1969.6235455,2.57016,1.28665
1969.6262834,2.57059,1.2868
1969.6290212,2.571,1.28695
1969.6317591,2.57142,1.2871
1969.6344969,2.57185,1.28724
1969.6372348,2.57226,1.28739
1969.6399726,2.57269,1.28754
1969.6427105,2.57311,1.28769
1969.6454483,2.57353,1.28783
1969.6481862,2.57396,1.28798
1969.650924,2.57437,1.28813
1969.6536619,2.5748,1.28828
1969.6563997,2.57522,1.28842
1969.6591376,2.57563,1.28857
1969.6618754,2.57606,1.28872
1969.6646133,2.57648,1.28886
1969.6673511,2.57689,1.28901
1969.670089,2.57732,1.28916
1969.6728268,2.57774,1.2893
1969.6755647,2.57817,1.28945
1969.6783025,2.57858,1.28959
1969.6810404,2.579,1.28974
1969.6837782,2.57943,1.28989
1969.6865161,2.57984,1.29003
1969.6892539,2.58026,1.29018
1969.6919918,2.58069,1.29032
1969.6947296,2.5811,1.29047
1969.6974675,2.58153,1.29061
1969.7002053,2.58194,1.29076
1969.7029432,2.58236,1.29091
1969.705681,2.58279,1.29105
1969.7084189,2.5832,1.2912
1969.7111567,2.58361,1.29134
1969.7138946,2.58404,1.29148
1969.7166324,2.58446,1.29163
1969.7193703,2.58488,1.29177
1969.7221081,2.5853,1.29192
1969.724846,2.58571,1.29206
1969.7275838,2.58614,1.29221
1969.7303217,2.58655,1.29235
1969.7330595,2.58698,1.2925
1969.7357974,2.58739,1.29264
1969.7385352,2.5878,1.29278
1969.7412731,2.58823,1.29293
1969.744011,2.58864,1.29307
1969.7467488,2.58905,1.29321
1969.7494867,2.58948,1.29336
1969.7522245,2.58989,1.2935
1969.7549624,2.59031,1.29364
1969.7577002,2.59072,1.29379
1969.7604381,2.59113,1.29393
1969.7631759,2.59156,1.29407
1969.7659138,2.59197,1.29422
1969.7686516,2.59238,1.29436
1969.7713895,2.5928,1.2945
1969.7741273,2.59321,1.29464
1969.7768652,2.59364,1.29479
1969.779603,2.59404,1.29493
1969.7823409,2.59445,1.29507
1969.7850787,2.59487,1.29521
1969.7878166,2.59528,1.29535
1969.7905544,2.59569,1.2955
1969.7932923,2.59611,1.29564
1969.7960301,2.59652,1.29578
1969.798768,2.59694,1.29592
1969.8015058,2.59735,1.29606
1969.8042437,2.59775,1.2962
1969.8069815,2.59817,1.29634
1969.8097194,2.59858,1.29648
1969.8124572,2.59898,1.29663
1969.8151951,2.5994,1.29677
1969.8179329,2.59981,1.29691
1969.8206708,2.60022,1.29705
1969.8234086,2.60063,1.29719
1969.8261465,2.60103,1.29733
1969.8288843,2.60145,1.29747
1969.8316222,2.60185,1.29761
1969.83436,2.60227,1.29775
1969.8370979,2.60267,1.29789
1969.8398357,2.60307,1.29803
1969.8425736,2.60349,1.29817
1969.8453114,2.60389,1.29831
1969.8480493,2.60429,1.29845
1969.8507871,2.6047,1.29859
1969.853525,2.6051,1.29873
1969.8562628,2.60551,1.29887
1969.8590007,2.60591,1.29901
1969.8617385,2.60631,1.29914
1969.8644764,2.60672,1.29928
1969.8672142,2.60712,1.29942
1969.8699521,2.60752,1.29956
1969.8726899,2.60793,1.2997
1969.8754278,2.60832,1.29984
1969.8781656,2.60873,1.29998
1969.8809035,2.60913,1.30011
1969.8836413,2.60952,1.30025
1969.8863792,2.60993,1.30039
1969.889117,2.61032,1.30053
1969.8918549,2.61072,1.30067
1969.8945927,2.61112,1.3008
1969.8973306,2.61152,1.30094
1969.9000684,2.61192,1.30108
1969.9028063,2.61231,1.30122
1969.9055441,2.6127,1.30135
1969.908282,2.61311,1.30149
1969.9110198,2.6135,1.30163
1969.9137577,2.6139,1.30176
1969.9164956,2.61429,1.3019
1969.9192334,2.61468,1.30204
1969.9219713,2.61508,1.30217
1969.9247091,2.61547,1.30231
1969.927447,2.61585,1.30245
1969.9301848,2.61625,1.30258
1969.9329227,2.61664,1.30272
1969.9356605,2.61704,1.30286
1969.9383984,2.61742,1.30299
1969.9411362,2.6178,1.30313
1969.9438741,2.6182,1.30326
1969.9466119,2.61858,1.3034
1969.9493498,2.61897,1.30354
1969.9520876,2.61936,1.30367
1969.9548255,2.61974,1.30381
1969.9575633,2.62014,1.30394
1969.9603012,2.62052,1.30408
1969.963039,2.62089,1.30421
1969.9657769,2.62129,1.30435
1969.9685147,2.62166,1.30448
1969.9712526,2.62204,1.30462
1969.9739904,2.62243,1.30475
1969.9767283,2.62281,1.30488
1969.9794661,2.6232,1.30502
1969.982204,2.62357,1.30515
1969.9849418,2.62394,1.30529
1969.9876797,2.62433,1.30542
1969.9904175,2.6247,1.30556
1969.9931554,2.62509,1.30569
1969.9958932,2.62546,1.30582
1969.9986311,2.62582,1.30596
1970.0013689,2.62619,1.30609
1970.0041068,2.62653,1.30622
1970.0068446,2.62688,1.30636
1970.0095825,2.62724,1.30649
1970.0123203,2.62758,1.30662
1970.0150582,2.62794,1.30676
1970.017796,2.62829,1.30689
1970.0205339,2.62863,1.30702
1970.0232717,2.62899,1.30715
1970.0260096,2.62933,1.30729
1970.0287474,2.62967,1.30742
1970.0314853,2.63002,1.30755
1970.0342231,2.63036,1.30768
1970.036961,2.63072,1.30781
1970.0396988,2.63106,1.30795
1970.0424367,2.63139,1.30808
1970.0451745,2.63175,1.30821
1970.0479124,2.63208,1.30834
1970.0506502,2.63242,1.30847
1970.0533881,2.63277,1.3086
1970.0561259,2.6331,1.30874
1970.0588638,2.63345,1.30887
1970.0616016,2.63379,1.309
1970.0643395,2.63412,1.30913
1970.0670773,2.63447,1.30926
1970.0698152,2.6348,1.30939
1970.072553,2.63514,1.30952
1970.0752909,2.63548,1.30965
1970.0780287,2.63581,1.30978
1970.0807666,2.63615,1.30991
1970.0835044,2.63648,1.31004
1970.0862423,2.63681,1.31017
1970.0889802,2.63715,1.3103
1970.091718,2.63748,1.31043
1970.0944559,2.63782,1.31056
1970.0971937,2.63815,1.31069
1970.0999316,2.63848,1.31082
1970.1026694,2.63882,1.31095
1970.1054073,2.63914,1.31108
1970.1081451,2.63947,1.31121
1970.110883,2.63981,1.31134
1970.1136208,2.64013,1.31147
1970.1163587,2.64047,1.3116
1970.1190965,2.64079,1.31172
1970.1218344,2.64112,1.31185
1970.1245722,2.64145,1.31198
1970.1273101,2.64177,1.31211
1970.1300479,2.6421,1.31224
1970.1327858,2.64243,1.31237
1970.1355236,2.64275,1.31249
1970.1382615,2.64309,1.31262
1970.1409993,2.64341,1.31275
1970.1437372,2.64373,1.31288
1970.146475,2.64406,1.31301
1970.1492129,2.64438,1.31313
1970.1519507,2.64471,1.31326
1970.1546886,2.64503,1.31339
1970.1574264,2.64535,1.31352
1970.1601643,2.64568,1.31364
1970.1629021,2.646,1.31377
1970.16564,2.64631,1.3139
1970.1683778,2.64664,1.31402
1970.1711157,2.64696,1.31415
1970.1738535,2.64729,1.31428
1970.1765914,2.6476,1.3144
1970.1793292,2.64792,1.31453
1970.1820671,2.64825,1.31466
1970.1848049,2.64856,1.31478
1970.1875428,2.64888,1.31491
1970.1902806,2.6492,1.31503
1970.1930185,2.64952,1.31516
1970.1957563,2.64984,1.31528
1970.1984942,2.65016,1.31541
1970.201232,2.65047,1.31554
1970.2039699,2.65079,1.31566
1970.2067077,2.65111,1.31579
1970.2094456,2.65142,1.31591
1970.2121834,2.65174,1.31604
1970.2149213,2.65206,1.31616
1970.2176591,2.65238,1.31629
1970.220397,2.65269,1.31641
1970.2231348,2.653,1.31653
1970.2258727,2.65333,1.31666
1970.2286105,2.65364,1.31678
1970.2313484,2.65395,1.31691
1970.2340862,2.65427,1.31703
1970.2368241,2.65458,1.31716
1970.2395619,2.6549,1.31728
1970.2422998,2.65521,1.3174
1970.2450376,2.65552,1.31753
1970.2477755,2.65584,1.31765
1970.2505133,2.65615,1.31777
1970.2532512,2.65647,1.3179
1970.255989,2.65678,1.31802
1970.2587269,2.65709,1.31814
1970.2614648,2.65741,1.31827
1970.2642026,2.65772,1.31839
1970.2669405,2.65803,1.31851
1970.2696783,2.65835,1.31863
1970.2724162,2.65866,1.31876
1970.275154,2.65898,1.31888
1970.2778919,2.65928,1.319
1970.2806297,2.65959,1.31912
1970.2833676,2.65991,1.31925
1970.2861054,2.66022,1.31937
1970.2888433,2.66053,1.31949
1970.2915811,2.66085,1.31961
1970.294319,2.66115,1.31973
1970.2970568,2.66147,1.31985
1970.2997947,2.66178,1.31998
1970.3025325,2.66209,1.3201
1970.3052704,2.6624,1.32022
1970.3080082,2.66271,1.32034
1970.3107461,2.66302,1.32046
1970.3134839,2.66334,1.32058
1970.3162218,2.66364,1.3207
1970.3189596,2.66396,1.32082
1970.3216975,2.66427,1.32094
1970.3244353,2.66458,1.32106
1970.3271732,2.66489,1.32118
1970.329911,2.6652,1.3213
1970.3326489,2.66552,1.32142
1970.3353867,2.66583,1.32154
1970.3381246,2.66613,1.32166
1970.3408624,2.66645,1.32178
1970.3436003,2.66676,1.3219
1970.3463381,2.66706,1.32202
1970.349076,2.66738,1.32214
1970.3518138,2.66769,1.32226
1970.3545517,2.66801,1.32238
1970.3572895,2.66831,1.3225
1970.3600274,2.66862,1.32262
1970.3627652,2.66894,1.32274
1970.3655031,2.66925,1.32286
1970.3682409,2.66955,1.32297
1970.3709788,2.66987,1.32309
1970.3737166,2.67018,1.32321
1970.3764545,2.6705,1.32333
1970.3791923,2.67081,1.32345
1970.3819302,2.67111,1.32357
1970.384668,2.67143,1.32368
1970.3874059,2.67174,1.3238
1970.3901437,2.67205,1.32392
1970.3928816,2.67237,1.32404
1970.3956194,2.67267,1.32415
1970.3983573,2.67299,1.32427
1970.4010951,2.6733,1.32439
1970.403833,2.67361,1.32451
1970.4065708,2.67393,1.32462
1970.4093087,2.67424,1.32474
1970.4120465,2.67456,1.32486
1970.4147844,2.67487,1.32497
1970.4175222,2.67518,1.32509
1970.4202601,2.6755,1.32521
1970.4229979,2.67581,1.32532
1970.4257358,2.67612,1.32544
1970.4284736,2.67644,1.32555
1970.4312115,2.67675,1.32567
1970.4339493,2.67707,1.32579
1970.4366872,2.67738,1.3259
1970.4394251,2.67769,1.32602
1970.4421629,2.67801,1.32613
1970.4449008,2.67833,1.32625
1970.4476386,2.67864,1.32636
1970.4503765,2.67896,1.32648
1970.4531143,2.67927,1.32659
1970.4558522,2.67959,1.32671
1970.45859,2.67991,1.32682
1970.4613279,2.68022,1.32694
1970.4640657,2.68054,1.32705
1970.4668036,2.68086,1.32717
1970.4695414,2.68117,1.32728
1970.4722793,2.6815,1.3274
1970.4750171,2.68181,1.32751
1970.477755,2.68213,1.32762
1970.4804928,2.68245,1.32774
1970.4832307,2.68276,1.32785
1970.4859685,2.68309,1.32797
1970.4887064,2.68341,1.32808
1970.4914442,2.68373,1.32819
1970.4941821,2.68405,1.32831
1970.4969199,2.68436,1.32842
1970.4996578,2.68469,1.32853
1970.5023956,2.68501,1.32865
1970.5051335,2.68533,1.32876
1970.5078713,2.68566,1.32887
1970.5106092,2.68597,1.32898
1970.513347,2.6863,1.3291
1970.5160849,2.68662,1.32921
1970.5188227,2.68694,1.32932
1970.5215606,2.68727,1.32943
1970.5242984,2.68759,1.32954
1970.5270363,2.68791,1.32966
1970.5297741,2.68825,1.32977
1970.532512,2.68857,1.32988
1970.5352498,2.6889,1.32999
1970.5379877,2.68922,1.3301
1970.5407255,2.68954,1.33022
1970.5434634,2.68988,1.33033
1970.5462012,2.6902,1.33044
1970.5489391,2.69052,1.33055
1970.5516769,2.69086,1.33066
1970.5544148,2.69118,1.33077
1970.5571526,2.69152,1.33088
1970.5598905,2.69185,1.33099
1970.5626283,2.69217,1.3311
1970.5653662,2.69251,1.33121
1970.568104,2.69284,1.33132
1970.5708419,2.69317,1.33143
1970.5735797,2.6935,1.33154
1970.5763176,2.69383,1.33165
1970.5790554,2.69417,1.33176
1970.5817933,2.6945,1.33187
1970.5845311,2.69483,1.33198
1970.587269,2.69517,1.33209
1970.5900068,2.6955,1.3322
1970.5927447,2.69584,1.33231
1970.5954825,2.69618,1.33242
1970.5982204,2.69651,1.33253
1970.6009582,2.69685,1.33264
1970.6036961,2.69719,1.33275
1970.6064339,2.69752,1.33285
1970.6091718,2.69787,1.33296
1970.6119097,2.6982,1.33307
1970.6146475,2.69855,1.33318
1970.6173854,2.69888,1.33329
1970.6201232,2.69922,1.3334
1970.6228611,2.69957,1.3335
1970.6255989,2.69991,1.33361
1970.6283368,2.70025,1.33372
1970.6310746,2.7006,1.33383
1970.6338125,2.70094,1.33393
1970.6365503,2.70129,1.33404
1970.6392882,2.70163,1.33415
1970.642026,2.70197,1.33426
1970.6447639,2.70232,1.33436
1970.6475017,2.70267,1.33447
1970.6502396,2.70301,1.33458
1970.6529774,2.70337,1.33468
1970.6557153,2.70371,1.33479
1970.6584531,2.70407,1.3349
1970.661191,2.70441,1.335
1970.6639288,2.70476,1.33511
1970.6666667,2.70512,1.33522
1970.6694045,2.70547,1.33532
1970.6721424,2.70583,1.33543
1970.6748802,2.70618,1.33553
1970.6776181,2.70653,1.33564
1970.6803559,2.70689,1.33574
1970.6830938,2.70724,1.33585
1970.6858316,2.70759,1.33595
1970.6885695,2.70796,1.33606
1970.6913073,2.70831,1.33617
1970.6940452,2.70868,1.33627
1970.696783,2.70903,1.33637
1970.6995209,2.70939,1.33648
1970.7022587,2.70976,1.33658
1970.7049966,2.71011,1.33669
1970.7077344,2.71047,1.33679
1970.7104723,2.71084,1.3369
1970.7132101,2.7112,1.337
1970.715948,2.71158,1.33711
1970.7186858,2.71194,1.33721
1970.7214237,2.7123,1.33731
1970.7241615,2.71267,1.33742
1970.7268994,2.71304,1.33752
1970.7296372,2.7134,1.33762
1970.7323751,2.71378,1.33773
1970.7351129,2.71414,1.33783
1970.7378508,2.71452,1.33793
1970.7405886,2.71489,1.33804
1970.7433265,2.71526,1.33814
1970.7460643,2.71564,1.33824
1970.7488022,2.71601,1.33834
1970.75154,2.71639,1.33845
1970.7542779,2.71676,1.33855
1970.7570157,2.71714,1.33865
1970.7597536,2.71752,1.33875
1970.7624914,2.7179,1.33886
1970.7652293,2.71827,1.33896
1970.7679671,2.71866,1.33906
1970.770705,2.71904,1.33916
1970.7734428,2.71943,1.33926
1970.7761807,2.7198,1.33936
1970.7789185,2.72018,1.33947
1970.7816564,2.72058,1.33957
1970.7843943,2.72096,1.33967
1970.7871321,2.72134,1.33977
1970.78987,2.72174,1.33987
1970.7926078,2.72212,1.33997
1970.7953457,2.72252,1.34007
1970.7980835,2.7229,1.34017
1970.8008214,2.72329,1.34027
1970.8035592,2.72369,1.34037
1970.8062971,2.72408,1.34047
1970.8090349,2.72447,1.34057
1970.8117728,2.72487,1.34067
1970.8145106,2.72526,1.34077
1970.8172485,2.72567,1.34087
1970.8199863,2.72606,1.34097
1970.8227242,2.72646,1.34107
1970.825462,2.72687,1.34117
1970.8281999,2.72726,1.34127
1970.8309377,2.72767,1.34137
1970.8336756,2.72807,1.34147
1970.8364134,2.72847,1.34157
1970.8391513,2.72889,1.34167
1970.8418891,2.72929,1.34177
1970.844627,2.72969,1.34186
1970.8473648,2.73011,1.34196
1970.8501027,2.73051,1.34206
1970.8528405,2.73093,1.34216
1970.8555784,2.73134,1.34226
1970.8583162,2.73174,1.34235
1970.8610541,2.73217,1.34245
1970.8637919,2.73258,1.34255
1970.8665298,2.73299,1.34265
1970.8692676,2.73341,1.34275
1970.8720055,2.73382,1.34284
1970.8747433,2.73425,1.34294
1970.8774812,2.73467,1.34304
1970.880219,2.73508,1.34313
1970.8829569,2.73552,1.34323
1970.8856947,2.73593,1.34333
1970.8884326,2.73635,1.34342
1970.8911704,2.73679,1.34352
1970.8939083,2.73721,1.34362
1970.8966461,2.73765,1.34371
1970.899384,2.73807,1.34381
1970.9021218,2.7385,1.34391
1970.9048597,2.73894,1.344
1970.9075975,2.73936,1.3441
1970.9103354,2.73981,1.34419
1970.9130732,2.74024,1.34429
1970.9158111,2.74067,1.34438
1970.9185489,2.74112,1.34448
1970.9212868,2.74155,1.34458
1970.9240246,2.74198,1.34467
1970.9267625,2.74243,1.34477
1970.9295003,2.74287,1.34486
