cadena,gamma_Nm,tau_anios,k_em,chi_ms,prob
C,1.4555e+19,14.205,2.3873,0.30941,0.3022
C,4.9434e+18,14.028,0.32904,0.28092,0.37289
C,7.4062e+18,23.81,0.75422,0.29851,0.32829
C,1.45e+19,17.38,1.7852,0.26824,0.40682
C,1.1508e+19,13.898,1.0094,0.22749,0.52366
C,1.0123e+19,13.466,1.1854,0.21286,0.56758
C,7.6683e+18,34.373,1.8919,0.2818,0.37058
C,1.1224e+19,9.0029,0.068464,0.29882,0.32754
C,1.9263e+19,13.504,2.743,0.12164,0.83113
C,6.1128e+18,14.748,0.19968,0.24159,0.48212
C,1.3413e+19,15.132,1.3797,0.23594,0.49866
C,1.1336e+19,16.785,1.4159,0.24127,0.48304
C,1.1987e+19,18.257,2.3453,0.23243,0.50901
C,1.029e+19,17.169,1.6611,0.24909,0.46045
C,1.5174e+19,11.222,1.4067,0.19161,0.63195
C,1.0905e+19,10.456,0.54926,0.19584,0.61913
C,7.5288e+18,10.196,0.099784,0.22331,0.53615
C,1.3752e+19,11.034,1.3608,0.25277,0.44994
C,1.6913e+19,6.1454,1.0248,0.20655,0.58667
C,1.5971e+19,6.9617,0.80888,0.16953,0.6982
C,1.7744e+19,10.54,2.3516,0.26868,0.4056
C,1.235e+19,4.7587,0.20393,0.30015,0.32429
C,9.0037e+18,12.193,0.75155,0.18031,0.66606
C,1.4447e+19,13.001,1.819,0.29701,0.33197
C,1.8938e+19,19.154,2.7143,0.26962,0.40305
C,7.7482e+18,16.581,0.52668,0.24803,0.46347
C,1.883e+19,3.9672,0.33195,0.26768,0.40833
C,1.2539e+19,7.4804,0.75311,0.19582,0.6192
C,1.7561e+19,11.814,1.8823,0.21037,0.5751
C,1.2915e+19,12.0,0.97889,0.19027,0.63601
C,1.8168e+19,15.805,2.4342,0.15455,0.74189
C,1.3807e+19,23.238,1.4104,0.28711,0.35686
C,1.81e+19,10.579,1.2348,0.21559,0.55935
C,1.5737e+19,70.492,2.9005,0.30005,0.32453
C,1.4959e+19,8.2707,0.89154,0.29321,0.34143
C,1.953e+19,5.7494,1.0115,0.22382,0.53461
C,1.8965e+19,4.2664,0.49067,0.1962,0.61806
C,6.5287e+18,17.002,0.27251,0.23789,0.49292
C,2.0645e+19,16.896,2.9994,0.13413,0.79861
C,8.0784e+18,28.899,1.167,0.22964,0.51728
C,1.3884e+19,12.277,1.2271,0.13935,0.78448
C,1.5721e+19,12.546,2.4435,0.21861,0.55026
C,1.0724e+19,8.2309,0.60624,0.29391,0.33966
C,1.3056e+19,7.687,0.71139,0.18886,0.64028
C,1.3742e+19,6.3989,0.52132,0.30194,0.31994
C,1.9766e+19,13.641,2.551,0.13461,0.79731
C,1.3464e+19,20.381,3.2615,0.17405,0.68476
C,1.7534e+19,5.8875,0.7999,0.27992,0.37552
C,1.2724e+19,9.6198,0.49892,0.26144,0.42554
C,1.5051e+19,46.629,2.3751,0.27166,0.39752
C,1.1833e+19,9.3316,0.32561,0.30035,0.3238
C,1.7427e+19,14.418,2.7271,0.29848,0.32836
C,1.4618e+19,16.828,1.834,0.2319,0.51056
C,1.8082e+19,6.5875,0.70059,0.15487,0.74096
C,1.9944e+19,3.736,0.29111,0.14442,0.77051
C,1.8435e+19,6.6332,0.51766,0.298,0.32955
C,1.2496e+19,7.9733,0.39601,0.29431,0.33866
C,6.4924e+18,9.1694,0.25776,0.29563,0.33538
C,2.3906e+19,2.9581,0.44631,0.25255,0.45057
C,1.4066e+19,5.2113,0.16435,0.27724,0.3826
C,6.6944e+18,9.0188,0.16585,0.24657,0.46767
C,5.9033e+18,21.582,0.39094,0.24115,0.48341
C,1.757e+19,4.2439,0.32841,0.24675,0.46718
C,1.5353e+19,15.361,1.3754,0.25524,0.44292
C,1.3545e+19,11.849,1.3613,0.26337,0.42019
C,1.1576e+19,14.22,0.90049,0.2714,0.39824
C,8.9684e+18,12.707,0.41758,0.30967,0.3016
C,1.8461e+19,6.3898,0.25113,0.17741,0.67475
C,2.2114e+19,2.3596,0.0031944,0.30104,0.32212
C,2.1176e+19,5.9235,0.86659,0.18312,0.6576
C,2.3237e+19,4.1153,1.1686,0.226,0.52812
C,5.7022e+18,13.401,0.32596,0.20781,0.58286
C,1.6039e+19,7.2596,1.127,0.26327,0.42047
C,2.8605e+19,3.0871,0.18651,0.29321,0.34143
C,1.1878e+19,8.6289,0.66822,0.21725,0.55435
C,1.1735e+19,9.082,0.50385,0.27533,0.38768
C,1.9758e+19,5.4472,0.76016,0.24823,0.4629
C,1.5892e+19,19.71,2.845,0.18807,0.64268
C,6.3739e+18,18.593,0.32863,0.2488,0.46126
C,1.7542e+19,4.1592,0.23817,0.14771,0.76129
C,8.9908e+18,13.317,0.81547,0.20588,0.58871
C,1.1342e+19,10.975,0.52214,0.24333,0.47706
C,7.678e+18,22.247,0.7167,0.17202,0.69082
C,1.3174e+19,8.7323,0.46937,0.29044,0.34838
C,1.2785e+19,8.0445,0.57171,0.14207,0.777
C,8.039e+18,6.1898,0.29189,0.27518,0.38806
C,1.6308e+19,8.5501,0.92668,0.25838,0.4341
C,9.0314e+18,5.0474,0.16319,0.2924,0.34345
C,6.7916e+18,9.7605,0.043796,0.15991,0.72642
C,1.7754e+19,6.0228,1.3233,0.13999,0.78274
C,7.8065e+18,11.44,0.2688,0.26607,0.41276
C,1.4978e+19,11.083,1.3583,0.19237,0.62967
C,9.5759e+18,11.534,0.64123,0.23093,0.51346
C,1.2165e+19,10.883,0.58801,0.30264,0.31826
C,7.2335e+18,13.011,0.22179,0.30056,0.32329
C,1.4972e+19,14.486,1.5943,0.27889,0.37822
C,1.1182e+19,10.253,0.2122,0.25566,0.44173
C,5.1165e+18,38.292,0.23184,0.2097,0.57714
C,1.3206e+19,6.6936,0.33116,0.18672,0.64673
C,9.8187e+18,13.318,1.1357,0.16038,0.72504
C,1.4664e+19,12.151,0.97567,0.2754,0.38748
C,1.8921e+19,3.89,0.17454,0.094526,0.89432
C,1.6376e+19,8.0005,1.1264,0.23717,0.49503
C,1.4079e+19,8.6488,0.076248,0.28682,0.35761
C,1.1289e+19,14.583,1.0999,0.28437,0.36393
C,8.1315e+18,13.072,0.39868,0.29758,0.33058
C,1.0211e+19,11.895,0.43091,0.27911,0.37766
C,8.3635e+18,17.698,0.49525,0.28816,0.35419
C,1.9544e+19,15.289,2.1118,0.2855,0.36101
C,1.1086e+19,26.555,2.0956,0.081202,0.92088
C,1.422e+19,6.7438,0.62486,0.18185,0.66141
C,1.6294e+19,13.304,1.5295,0.14119,0.77945
C,1.2115e+19,9.7467,0.82179,0.29598,0.33452
C,1.0877e+19,12.709,0.72487,0.23409,0.50411
C,1.0953e+19,8.0251,0.26357,0.20537,0.59024
C,6.3627e+18,24.279,0.21332,0.25207,0.45194
C,2.3086e+19,15.159,4.1824,0.30014,0.3243
C,1.9138e+19,22.906,3.7609,0.2655,0.41433
C,1.4054e+19,9.6711,1.3163,0.25199,0.45214
C,1.4422e+19,4.8436,0.24168,0.30571,0.31092
C,6.9965e+18,47.488,0.54228,0.29534,0.33612
C,7.1217e+18,13.834,0.22097,0.25983,0.43003
C,9.2729e+18,10.087,0.42023,0.29582,0.33491
C,1.3862e+19,5.1969,0.46038,0.11468,0.8484
C,9.7212e+18,9.6917,0.38539,0.20748,0.58386
C,8.2686e+18,12.386,0.4677,0.28007,0.37512
C,1.4912e+19,18.041,1.2292,0.16278,0.71804
C,1.5899e+19,14.029,1.9154,0.23763,0.4937
C,8.9543e+18,18.087,0.69417,0.30424,0.31441
C,9.5806e+18,14.422,0.21712,0.26681,0.41071
C,1.1151e+19,11.85,0.90901,0.30688,0.30813
C,1.1806e+19,11.771,1.0434,0.22543,0.5298
C,1.4966e+19,7.6512,1.3922,0.28732,0.35634
C,1.7774e+19,12.243,1.7729,0.25397,0.44652
C,1.4354e+19,9.3395,1.088,0.22352,0.53551
C,1.2813e+19,9.1241,1.0194,0.30998,0.30087
C,1.2888e+19,7.0402,0.81338,0.25306,0.44912
C,1.2495e+19,6.5285,1.0508,0.29944,0.32602
C,1.5348e+19,21.674,2.3617,0.25569,0.44165
C,8.7648e+18,7.3161,0.03426,0.22423,0.53339
C,2.4182e+19,29.055,3.8116,0.23667,0.4965
C,5.8654e+18,10.212,0.049864,0.18405,0.6548
C,1.358e+19,6.4075,0.38707,0.29216,0.34405
C,7.3755e+18,12.656,0.33446,0.30606,0.31009
C,9.7006e+18,40.158,1.341,0.22318,0.53654
C,1.4658e+19,11.734,0.94268,0.27774,0.38127
C,1.0391e+19,15.143,0.7096,0.2912,0.34645
C,1.1779e+19,8.7241,1.2784,0.21057,0.57451
C,1.2943e+19,15.063,1.4499,0.19999,0.60657
C,1.5013e+19,6.327,0.82332,0.15464,0.74163
C,9.8468e+18,7.1156,0.23506,0.052956,0.96555
C,1.4478e+19,19.539,2.2305,0.29059,0.34801
C,1.0404e+19,6.7558,0.47041,0.15532,0.73967
C,5.4948e+18,35.418,0.20161,0.28137,0.37172
C,1.3057e+19,6.6017,0.40399,0.26084,0.42721
C,7.9864e+18,61.707,0.90755,0.27978,0.37589
C,2.5965e+19,15.219,3.834,0.291,0.34696
C,9.6859e+18,5.8235,0.32217,0.25813,0.43478
C,1.4757e+19,10.379,2.3182,0.24448,0.47371
C,1.382e+19,6.4925,0.49971,0.24657,0.46769
C,7.2395e+18,14.658,0.29962,0.22789,0.52246
C,1.6228e+19,19.188,2.2435,0.19843,0.6113
C,1.3579e+19,9.2864,1.3189,0.25982,0.43007
C,1.9568e+19,16.125,2.5122,0.19646,0.61725
C,1.2785e+19,4.415,0.14971,0.20555,0.58969
C,1.5983e+19,43.249,1.9763,0.26799,0.40749
C,1.4413e+19,9.3797,1.0589,0.23115,0.51279
C,8.0979e+18,12.499,0.37177,0.22151,0.54153
C,1.3306e+19,11.912,1.3151,0.1288,0.81271
C,1.2131e+19,4.9225,0.10827,0.29922,0.32655
C,1.5415e+19,11.28,1.7916,0.23838,0.4915
C,1.45e+19,10.632,0.9066,0.19839,0.6114
C,1.5688e+19,15.672,2.2753,0.28698,0.35719
C,1.7109e+19,8.6019,1.9839,0.27125,0.39864
C,1.2048e+19,10.034,0.76162,0.29182,0.34491
C,1.4321e+19,16.958,1.8092,0.26042,0.42838
C,1.443e+19,8.6621,0.91648,0.25142,0.45378
C,8.8109e+18,8.8759,0.039433,0.17976,0.66769
C,1.3498e+19,13.107,1.809,0.17777,0.67366
C,2.9053e+19,13.468,3.4967,0.21974,0.54685
C,1.6891e+19,13.375,2.3901,0.18361,0.65612
C,1.3048e+19,8.3571,0.80468,0.23143,0.51197
C,2.1864e+19,3.7532,0.22141,0.26792,0.40769
C,1.1689e+19,7.5229,0.6908,0.25158,0.45333
C,6.0767e+18,29.362,0.2901,0.23904,0.48957
C,2.504e+19,9.6249,2.5953,0.25628,0.43999
C,6.5706e+18,10.282,0.1033,0.29453,0.33813
C,8.6577e+18,8.5644,0.34538,0.11067,0.85804
C,9.5387e+18,15.34,0.50264,0.24085,0.48428
C,1.3968e+19,7.8423,1.6385,0.19078,0.63447
C,1.5797e+19,7.4423,1.5476,0.14125,0.77928
C,2.0538e+19,46.111,4.5362,0.25987,0.42992
C,1.515e+19,12.058,1.6602,0.28993,0.34967
C,1.3603e+19,11.807,1.3779,0.13052,0.80819
C,6.3808e+18,26.769,0.5715,0.17354,0.68631
C,1.4587e+19,14.054,2.192,0.14648,0.76475
C,7.5349e+18,23.287,0.66525,0.27439,0.39019
C,5.4352e+18,19.219,0.14532,0.22682,0.52565
C,1.0609e+19,37.335,1.6962,0.2621,0.4237
C,1.6804e+19,10.568,2.9164,0.18704,0.64577
C,1.518e+19,8.3429,1.2034,0.25203,0.45203
C,1.5772e+19,5.021,0.56609,0.28788,0.35489
C,1.2343e+19,6.7979,0.15852,0.27883,0.3784
C,1.3077e+19,14.602,1.5254,0.30226,0.31918
C,1.0093e+19,19.385,1.4208,0.30289,0.31766
C,1.5862e+19,5.1686,0.15564,0.16797,0.7028
C,1.3186e+19,68.073,1.5032,0.20648,0.58689
C,1.9555e+19,5.7687,0.73858,0.21945,0.54771
C,1.885e+19,5.7888,0.66429,0.27024,0.40136
C,7.9873e+18,11.378,0.46834,0.29342,0.3409
C,1.5071e+19,12.469,2.0762,0.27627,0.38516
C,1.472e+19,9.5209,0.93951,0.24273,0.4788
C,1.4147e+19,6.8237,1.5043,0.24321,0.4774
C,1.3093e+19,7.8607,1.4758,0.21295,0.56731
C,1.2618e+19,16.121,1.2861,0.26668,0.41106
C,1.0336e+19,10.116,0.10553,0.25221,0.45151
C,1.7962e+19,11.601,1.8211,0.18987,0.63722
C,2.0229e+19,8.7688,2.1194,0.27817,0.38013
C,1.0273e+19,7.8782,0.46856,0.23174,0.51104
C,1.3723e+19,17.341,0.96666,0.23221,0.50967
C,1.3015e+19,5.1207,0.36944,0.25319,0.44872
C,1.3649e+19,4.8243,0.10939,0.23011,0.51589
C,1.0082e+19,10.016,0.5232,0.17087,0.69423
C,1.1005e+19,6.2273,0.28311,0.29303,0.34187
C,7.8362e+18,21.407,0.87947,0.1849,0.65225
C,9.7104e+18,8.4345,0.44103,0.22498,0.53115
C,1.4948e+19,7.0539,0.49981,0.23927,0.4889
C,1.3826e+19,10.382,0.91905,0.2643,0.41763
C,1.3382e+19,9.713,1.3092,0.22325,0.53631
C,1.4864e+19,12.456,1.1963,0.21781,0.55265
C,1.568e+19,5.4741,1.1486,0.26788,0.40778
C,1.9149e+19,13.458,2.7528,0.29115,0.34659
C,1.632e+19,4.4863,0.4903,0.30418,0.31455
C,8.9843e+18,14.255,1.0451,0.27477,0.38917
C,9.5714e+18,10.214,0.47648,0.21281,0.56774
C,1.6541e+19,12.851,2.064,0.16683,0.70615
C,8.447e+18,32.573,0.64954,0.29084,0.34737
C,9.7265e+18,11.675,0.28557,0.27181,0.39713
C,9.8455e+18,6.2213,0.42396,0.22539,0.52992
C,6.6121e+18,22.083,0.22945,0.23325,0.50659
C,6.3399e+18,17.356,0.37906,0.28926,0.35138
C,1.2586e+19,5.014,0.40648,0.21713,0.55469
C,1.3831e+19,5.2652,0.42487,0.10485,0.8716
C,1.5055e+19,6.9254,1.0124,0.1537,0.74432
C,9.9779e+18,13.459,0.98937,0.30661,0.30878
C,9.5507e+18,9.2398,0.43675,0.30858,0.30414
C,6.1533e+18,20.871,0.76723,0.29279,0.34247
C,1.2943e+19,10.082,1.7191,0.3008,0.32271
C,1.4619e+19,10.391,0.91772,0.23547,0.50005
C,9.522e+18,21.865,2.0332,0.26475,0.41639
C,1.0419e+19,8.3988,0.27222,0.1605,0.7247
C,9.7043e+18,12.925,0.90904,0.27375,0.3919
C,1.2645e+19,3.8882,0.088699,0.20281,0.598
C,1.1735e+19,10.24,0.45635,0.27764,0.38153
C,1.9744e+19,7.5957,1.6672,0.28144,0.37154
C,1.5657e+19,6.1369,0.77138,0.19136,0.63272
C,1.4867e+19,8.0271,0.86588,0.23983,0.48725
C,9.625e+18,12.245,0.676,0.16953,0.69821
C,1.7521e+19,6.1871,1.2159,0.19482,0.62224
C,1.6323e+19,16.18,2.3695,0.30752,0.30662
C,1.175e+19,11.872,1.6235,0.30375,0.31559
C,1.5401e+19,7.1433,0.43608,0.24104,0.48372
C,1.7466e+19,5.7512,1.2776,0.21969,0.547
C,9.3939e+18,15.179,0.74592,0.2484,0.46242
C,1.1755e+19,8.3726,1.0247,0.19743,0.61431
C,1.482e+19,28.478,2.1788,0.24836,0.46253
C,1.7076e+19,7.9007,1.3028,0.25253,0.45062
C,1.0145e+19,20.766,0.85479,0.28414,0.36451
C,1.7324e+19,6.5714,0.37461,0.3015,0.32101
C,1.1406e+19,13.666,1.4418,0.27703,0.38314
C,1.1657e+19,4.854,0.29773,0.27694,0.38339
C,1.4305e+19,7.9126,1.1671,0.1603,0.72526
C,1.5039e+19,30.936,3.0926,0.28313,0.36714
C,8.0276e+18,10.356,0.21866,0.089105,0.90552
C,7.7066e+18,18.322,0.54375,0.29055,0.3481
C,1.4348e+19,7.0287,0.76051,0.24638,0.46823
C,1.1412e+19,19.453,0.71819,0.27837,0.37962
C,1.5774e+19,8.895,1.3015,0.29147,0.34578
C,9.909e+18,10.594,0.49286,0.25325,0.44856
C,7.0106e+18,15.871,0.67554,0.21037,0.57511
C,1.8067e+19,3.8804,0.40505,0.19203,0.63069
C,1.2088e+19,14.292,1.0633,0.27936,0.37701
C,1.4537e+19,103.34,3.598,0.28918,0.35158
C,1.1928e+19,13.514,1.2447,0.26248,0.42266
C,1.35e+19,7.2863,0.96298,0.20303,0.59734
C,1.4797e+19,11.323,1.9484,0.23602,0.49841
C,9.5622e+18,19.391,1.2528,0.2857,0.36048
C,1.3724e+19,5.8024,0.59524,0.29755,0.33065
C,1.4255e+19,11.814,1.7322,0.14453,0.77019
C,1.3798e+19,6.3179,0.64529,0.17679,0.67661
C,1.4129e+19,15.48,1.6617,0.29211,0.34417
C,1.8052e+19,14.365,3.4696,0.28528,0.36158
C,9.5658e+18,9.397,0.11449,0.24884,0.46116
C,1.2147e+19,7.108,0.26239,0.20752,0.58373
C,1.9191e+19,14.637,2.811,0.24833,0.46263
C,1.6604e+19,5.1185,0.49279,0.25461,0.44471
C,1.8577e+19,7.7335,1.6199,0.14937,0.75662
C,1.2875e+19,8.4625,0.46458,0.14466,0.76982
C,1.4851e+19,15.505,2.8774,0.19506,0.6215
C,1.1199e+19,10.921,0.80731,0.15859,0.73025
C,1.8362e+19,12.114,1.8184,0.20132,0.60254
C,1.186e+19,5.6748,0.35511,0.29857,0.32813
C,8.0475e+18,6.2641,0.21622,0.24475,0.47294
C,1.8057e+19,20.581,2.5611,0.15515,0.74016
C,2.0051e+19,6.1096,1.1527,0.26222,0.42337
C,9.306e+18,6.5075,0.31372,0.30014,0.32431
C,1.1358e+19,24.302,2.0817,0.27088,0.39962
C,2.107e+19,16.537,1.7069,0.22497,0.53118
C,1.4122e+19,17.854,2.3278,0.24548,0.47083
C,1.0314e+19,12.062,0.66456,0.27026,0.40133
C,1.2558e+19,28.333,1.2907,0.25531,0.44274
C,1.3151e+19,12.132,0.87764,0.21055,0.57455
C,2.1042e+19,2.9063,0.36145,0.2309,0.51353
C,9.3507e+18,9.3108,0.22971,0.28841,0.35354
C,1.1209e+19,6.969,0.70927,0.196,0.61867
C,1.6361e+19,11.363,1.5512,0.078149,0.9265
C,1.6815e+19,9.1246,1.719,0.25635,0.43979
C,1.5295e+19,5.409,1.151,0.17078,0.69449
C,1.5547e+19,4.6021,0.73323,0.30059,0.32323
C,2.1326e+19,3.8921,0.037332,0.28657,0.35825
C,1.376e+19,4.9401,0.49619,0.30845,0.30445
C,1.2471e+19,11.549,1.3074,0.30908,0.30296
C,1.8077e+19,6.7577,0.68593,0.2056,0.58957
C,1.2764e+19,11.576,1.5803,0.20261,0.59862
C,1.0574e+19,28.843,1.1339,0.29464,0.33784
C,1.0504e+19,8.6343,0.40711,0.25085,0.45542
C,1.1034e+19,6.6562,0.58812,0.29725,0.33139
C,1.9162e+19,22.837,2.4529,0.24319,0.47746
C,8.8163e+18,15.722,1.4707,0.23664,0.4966
C,7.2528e+18,12.166,0.38963,0.25119,0.45444
C,1.5705e+19,16.169,1.3688,0.17677,0.67665
C,1.231e+19,7.0606,0.56401,0.30326,0.31677
C,1.5996e+19,13.591,1.226,0.30027,0.32398
C,1.8745e+19,31.155,2.9268,0.19176,0.63149
C,1.6587e+19,9.0387,1.7311,0.25902,0.43229
C,1.4128e+19,22.303,2.5572,0.26896,0.40483
C,1.5495e+19,7.8159,0.5984,0.26745,0.40898
C,1.1536e+19,11.955,0.57062,0.173,0.68789
C,1.0767e+19,12.998,0.6179,0.20821,0.58165
C,1.0837e+19,19.003,1.032,0.16842,0.70148
C,9.7483e+18,34.462,1.7545,0.21256,0.56848
C,1.3641e+19,11.892,1.331,0.27615,0.3855
C,1.0346e+19,6.2323,0.34609,0.30524,0.31203
C,1.3936e+19,11.934,0.76516,0.18734,0.64486
C,6.5105e+18,41.373,0.55286,0.30759,0.30646
C,1.164e+19,10.696,1.3697,0.25576,0.44146
C,1.5378e+19,7.014,0.51903,0.26433,0.41753
C,1.3321e+19,5.6133,0.277,0.28494,0.36245
C,7.0088e+18,33.452,0.6383,0.27848,0.37931
C,9.7073e+18,10.874,0.64866,0.24627,0.46855
C,1.2843e+19,10.201,0.37533,0.24167,0.48189
C,1.7854e+19,5.1939,0.72886,0.16294,0.71758
C,1.9871e+19,8.9504,1.1016,0.28941,0.351
C,1.4845e+19,4.3669,0.2362,0.17076,0.69454
C,1.1696e+19,7.477,0.82113,0.16256,0.71868
C,1.6218e+19,8.427,1.3639,0.27737,0.38224
C,1.6563e+19,9.3092,1.9019,0.22345,0.53572
C,1.6508e+19,3.7307,0.11269,0.27585,0.38629
C,1.018e+19,11.241,1.2803,0.16649,0.70717
C,1.0698e+19,18.555,2.0737,0.18444,0.65363
C,1.2287e+19,11.841,0.91939,0.23985,0.4872
C,9.0337e+18,9.3766,0.72428,0.14045,0.78147
C,1.1674e+19,4.8584,0.10599,0.22804,0.52204
C,1.3542e+19,6.3155,0.47111,0.18041,0.66575
C,1.5191e+19,10.727,0.82083,0.28367,0.36573
C,1.9141e+19,9.021,2.0565,0.19425,0.62396
C,1.5467e+19,9.0468,1.77,0.23763,0.49369
C,1.394e+19,5.087,0.25888,0.28623,0.35913
C,1.156e+19,5.951,0.25106,0.30519,0.31215
C,6.464e+18,13.876,0.28681,0.2892,0.35154
C,6.7906e+18,15.167,0.31771,0.2036,0.5956
C,1.3297e+19,9.7054,1.3569,0.25311,0.44897
C,8.5073e+18,10.609,0.11647,0.22162,0.5412
C,1.5069e+19,7.9607,0.76502,0.28712,0.35683
C,1.1988e+19,25.634,1.7769,0.21223,0.56948
C,7.0683e+18,15.407,0.8012,0.29951,0.32585
C,1.78e+19,9.3188,1.8722,0.26398,0.4185
C,1.1575e+19,10.506,0.59241,0.27903,0.37785
C,1.2852e+19,12.679,0.97216,0.3028,0.31788
C,1.4466e+19,14.188,0.84274,0.26629,0.41214
C,1.7607e+19,5.9972,0.62175,0.26781,0.408
C,1.5446e+19,12.396,2.0363,0.18865,0.64091
C,8.6533e+18,7.6564,0.57194,0.30149,0.32104
C,1.5361e+19,17.534,1.6501,0.30975,0.30139
C,9.5992e+18,5.73,0.14411,0.2007,0.6044
C,1.5122e+19,13.172,2.3976,0.29326,0.34129
C,1.443e+19,11.601,1.5858,0.2397,0.48763
C,1.0159e+19,11.448,0.60674,0.19415,0.62426
C,1.3771e+19,9.7105,1.4987,0.24528,0.47141
C,1.5403e+19,13.051,1.4818,0.24019,0.48619
C,1.1041e+19,10.454,0.79332,0.29262,0.34289
C,1.406e+19,10.064,0.84752,0.27034,0.4011
C,8.4978e+18,9.3168,0.39925,0.13305,0.8015
C,1.5896e+19,3.4316,0.097278,0.26945,0.40351
C,8.8333e+18,12.388,0.63736,0.26435,0.41748
C,6.8161e+18,24.228,0.42387,0.21031,0.57528
C,1.0676e+19,10.275,0.47513,0.27845,0.3794
C,1.2473e+19,8.4767,0.41514,0.25141,0.45381
C,1.2425e+19,9.1241,0.63428,0.28388,0.36519
C,1.2618e+19,24.576,1.6928,0.25112,0.45463
C,1.2521e+19,14.76,1.2991,0.24473,0.47299
C,1.4777e+19,18.201,2.0386,0.21982,0.54663
C,1.6659e+19,7.3808,1.2863,0.25166,0.45308
C,9.3193e+18,9.5189,0.67681,0.28769,0.35539
C,1.7967e+19,4.7709,0.42494,0.073528,0.93465
C,6.6931e+18,11.431,0.27734,0.2056,0.58955
C,5.974e+18,25.75,0.76475,0.19691,0.61589
C,2.0533e+19,13.19,2.4982,0.27283,0.39439
C,2.1131e+19,13.825,2.8171,0.29381,0.33991
C,1.356e+19,27.952,1.7824,0.24045,0.48543
C,1.0947e+19,12.456,0.73344,0.1869,0.64621
C,1.2755e+19,11.022,1.9017,0.14411,0.77138
C,1.8727e+19,8.0937,2.8606,0.22139,0.54189
C,6.4305e+18,15.246,0.53708,0.29825,0.32892
C,1.6945e+19,3.4676,0.2503,0.174,0.68492
C,7.7204e+18,13.101,0.28422,0.27646,0.38466
C,9.6256e+18,18.554,0.7476,0.28455,0.36344
C,1.4224e+19,8.6635,0.50829,0.25304,0.44917
C,1.1462e+19,7.8317,0.84727,0.23357,0.50565
C,7.7588e+18,9.8576,0.48066,0.29116,0.34657
C,1.6431e+19,4.9601,0.30924,0.23291,0.50758
C,1.6217e+19,7.9663,0.781,0.29419,0.33897
C,1.4983e+19,7.5084,0.95435,0.30171,0.3205
C,4.7107e+18,14.912,0.27266,0.27619,0.38539
C,1.5862e+19,14.377,2.3965,0.23337,0.50621
C,1.0596e+19,26.567,1.5681,0.30372,0.31566
C,1.5447e+19,16.574,2.4108,0.24892,0.46094
C,1.5664e+19,3.8473,0.57028,0.29843,0.32848
C,4.4642e+18,29.972,0.44578,0.30618,0.30981
C,6.8677e+18,11.573,0.27278,0.10158,0.879
C,2.2061e+19,12.419,2.612,0.23021,0.51557
C,1.565e+19,17.48,1.3594,0.23603,0.4984
C,1.4362e+19,5.0197,0.17947,0.23023,0.51552
C,1.6488e+19,7.1942,1.0951,0.19879,0.61021
C,1.5884e+19,9.2208,0.9715,0.10261,0.87669
C,8.3277e+18,36.61,0.58985,0.28705,0.35703
C,1.7586e+19,7.1684,0.69367,0.28341,0.3664
C,9.9634e+18,9.3745,0.87688,0.27702,0.38319
C,1.3469e+19,5.7036,0.53812,0.28443,0.36376
C,1.2328e+19,11.497,1.018,0.21367,0.56515
C,7.024e+18,36.835,0.85436,0.28346,0.36627
C,1.1074e+19,9.3997,0.78786,0.23217,0.50978
C,1.5004e+19,5.0836,0.42758,0.23918,0.48914
C,1.4752e+19,3.5257,0.21823,0.25695,0.4381
C,8.9785e+18,8.4194,0.24908,0.25804,0.43504
C,1.3389e+19,7.8277,0.68964,0.24165,0.48194
C,1.4043e+19,7.5575,0.77442,0.14399,0.7717
C,5.6206e+18,13.993,0.17643,0.30593,0.3104
C,1.153e+19,9.7749,1.2064,0.22065,0.54413
C,2.0239e+19,22.396,3.581,0.20731,0.58437
C,2.3171e+19,20.45,2.7991,0.27797,0.38067
C,1.3105e+19,10.662,1.1998,0.18215,0.66052
C,1.1023e+19,10.919,0.19273,0.26822,0.40688
C,1.3799e+19,7.149,0.59661,0.22333,0.53609
C,1.2879e+19,14.529,2.2372,0.26364,0.41944
C,1.8432e+19,3.3365,0.48281,0.23538,0.5003
C,1.4541e+19,10.404,0.5578,0.26148,0.42544
C,1.4162e+19,13.756,2.1589,0.17144,0.69255
C,1.3257e+19,7.4538,1.2793,0.28671,0.35788
C,1.3162e+19,8.9595,0.56525,0.29305,0.34181
C,1.0176e+19,11.47,0.45069,0.19909,0.60929
C,1.1105e+19,13.845,0.71506,0.1991,0.60925
C,1.5816e+19,16.897,2.4403,0.2285,0.52067
C,1.694e+19,12.56,1.3808,0.19627,0.61785
C,8.0238e+18,22.459,0.83538,0.25058,0.45618
C,1.9774e+19,4.5344,0.71131,0.23821,0.49198
C,5.0246e+18,20.557,0.088666,0.26624,0.41229
C,1.3683e+19,12.338,0.8424,0.15224,0.74847
C,8.2301e+18,36.062,0.93801,0.29679,0.33252
C,1.1338e+19,18.926,0.65081,0.30414,0.31466
C,1.673e+19,17.195,2.0057,0.24542,0.47102
C,1.4362e+19,8.7416,1.1807,0.28576,0.36033
C,1.3782e+19,8.0982,1.2102,0.21611,0.55779
C,1.4767e+19,15.836,2.2459,0.30151,0.32098
C,2.189e+19,18.628,3.0622,0.29485,0.33732
C,1.1841e+19,6.4395,0.54171,0.29924,0.3265
C,1.6185e+19,3.7297,0.34066,0.20243,0.59917
C,1.1518e+19,7.8285,0.33506,0.25416,0.44598
