meander_id,cuenca,tipo_canal_codigo,tipo_canal_nombre,slope_t1_pct,slope_t2_pct,migration_m_yr_t1,migration_m_yr_t2,migration_norm_t1,migration_norm_t2,curvatura_R_t1,curvatura_R_t2,sinuosidad_C_t1,sinuosidad_C_t2
UYTRB_M142,Yarlung_Tsangpo,5,densely grass-vegetated-coarse-grained sand,0.066906415,0.056788784,0.669,1.53063,0.00219,0.02502,1.17332,6.36047,-0.24195,1.89983
UYTRB_M143,Yarlung_Tsangpo,5,densely grass-vegetated-coarse-grained sand,0.240926362,0.171882013,4.423,4.34,0.07542,0.10038,3.15578,5.94099,1.60399,2.0596
UYTRB_M144,Yarlung_Tsangpo,5,densely grass-vegetated-coarse-grained sand,0.024795284,0.029620414,2.8095,1.82133,0.05559,0.03825,3.46391,2.7701,1.8075,1.90751
UYTRB_M145,Yarlung_Tsangpo,5,densely grass-vegetated-coarse-grained sand,0.05666224,0.07939107,1.025,1.269,0.01614,0.02382,3.70471,3.49792,1.4737,1.76647
UYTRB_M146,Yarlung_Tsangpo,5,densely grass-vegetated-coarse-grained sand,0.141506931,0.138359631,3.6475,4.515,0.07019,0.0856,7.10368,7.58109,1.74867,1.79037
UYTRB_M147,Yarlung_Tsangpo,5,densely grass-vegetated-coarse-grained sand,0.399560483,0.893451938,3.85326,10.57921,0.06576,0.20371,4.6402,2.813,2.46566,2.65789
UYTRB_M148,Yarlung_Tsangpo,5,densely grass-vegetated-coarse-grained sand,0.0925441,0.157107321,2.39043,3.13455,0.0489,0.05851,6.19542,5.67208,2.61779,2.53373
UYTRB_M149,Yarlung_Tsangpo,5,densely grass-vegetated-coarse-grained sand,0.334844007,0.47877646,3.2437,10.685,0.05946,0.23626,6.43124,6.98983,2.54753,2.90587
UYTRB_M150,Yarlung_Tsangpo,5,densely grass-vegetated-coarse-grained sand,0.022844676,0.027753943,6.207,9.98095,0.12764,0.20163,6.03712,5.07923,1.82712,1.86201
UYTRB_M151,Yarlung_Tsangpo,5,densely grass-vegetated-coarse-grained sand,0.016817781,0.01713637,1.52804,2.54873,0.03214,0.0429,8.5272,6.50505,2.16136,1.93392
UYTRB_M152,Yarlung_Tsangpo,5,densely grass-vegetated-coarse-grained sand,0.012817925,0.011353423,0.97,1.41587,0.01828,0.02307,5.89292,6.13737,1.64232,1.57817
UYTRB_M153,Yarlung_Tsangpo,5,densely grass-vegetated-coarse-grained sand,0.032756277,0.020698791,2.4195,4.47905,0.06638,0.07555,5.75142,4.86607,2.74898,2.24994
UYTRB_M154,Yarlung_Tsangpo,5,densely grass-vegetated-coarse-grained sand,0.409879261,0.526744842,2.7045,5.02698,0.04515,0.08917,5.24066,4.96739,1.95415,2.17319
UYTRB_M155,Yarlung_Tsangpo,5,densely grass-vegetated-coarse-grained sand,0.067331755,0.062594272,1.073,1.72492,0.01545,0.02146,9.3599,8.13812,1.93489,1.77782
UYTRB_M156,Yarlung_Tsangpo,5,densely grass-vegetated-coarse-grained sand,0.011174214,0.01822999,2.039,2.30933,0.03652,0.04036,2.9718,3.37218,1.74395,1.74581
UYTRB_M157,Yarlung_Tsangpo,5,densely grass-vegetated-coarse-grained sand,0.318401624,0.302441459,0.893,1.63,0.01851,0.02252,4.33361,3.24494,1.89038,1.43535
UYTRB_M158,Yarlung_Tsangpo,5,densely grass-vegetated-coarse-grained sand,0.010825293,0.010582794,0.585,1.59413,0.0085,0.01699,5.78615,4.26752,1.7519,1.40824
UYTRB_M159,Yarlung_Tsangpo,5,densely grass-vegetated-coarse-grained sand,0.018040203,0.01782187,0.746,1.34016,0.01281,0.01955,4.45031,3.67575,1.96046,1.81294
UYTRB_M160,Yarlung_Tsangpo,5,densely grass-vegetated-coarse-grained sand,0.175152529,0.190765728,1.075,1.69413,0.01633,0.02523,7.70364,7.93027,1.76532,1.85768
UYTRB_M161,Yarlung_Tsangpo,5,densely grass-vegetated-coarse-grained sand,0.016843063,0.015736797,1.28283,4.44048,0.0194,0.06423,7.82047,7.99507,1.97268,1.99616
UYTRB_M162,Yarlung_Tsangpo,5,densely grass-vegetated-coarse-grained sand,0.00963071,0.008598169,1.129,1.28746,0.01465,0.01939,5.37881,7.16764,2.02107,2.265
UYTRB_M163,Yarlung_Tsangpo,5,densely grass-vegetated-coarse-grained sand,0.008494102,0.008526712,1.454,1.95063,0.0184,0.02104,5.08574,3.94093,1.30743,1.12363
UYTRB_M164,Yarlung_Tsangpo,5,densely grass-vegetated-coarse-grained sand,0.024434569,0.022901463,1.7125,1.64651,0.02623,0.02429,4.9766,4.98529,1.84808,1.83711
UYTRB_M165,Yarlung_Tsangpo,5,densely grass-vegetated-coarse-grained sand,0.007894031,0.007798234,0.2335,1.27651,0.0027,0.01278,5.09799,4.46323,1.4658,1.31546
UYTRB_M166,Yarlung_Tsangpo,5,densely grass-vegetated-coarse-grained sand,0.014223234,0.012187567,0.669,1.84905,0.00948,0.02292,3.20627,2.94192,1.65644,1.59382
UYTRB_M167,Yarlung_Tsangpo,5,densely grass-vegetated-coarse-grained sand,0.384059774,0.358225481,0.8725,1.34349,0.01262,0.02139,3.17533,3.6128,1.46598,1.63346
UYTRB_M168,Yarlung_Tsangpo,5,densely grass-vegetated-coarse-grained sand,0.4060464,0.390629624,0.344,0.68175,0.00883,0.0135,2.54808,1.85169,2.85695,2.74486
UYTRB_M169,Yarlung_Tsangpo,5,densely grass-vegetated-coarse-grained sand,0.049879354,0.046604476,0.313,0.75667,0.00826,0.01735,3.12668,3.07964,2.78688,2.79963
UYTRB_M170,Yarlung_Tsangpo,5,densely grass-vegetated-coarse-grained sand,0.033373753,0.030926294,0.7625,3.01603,0.01649,0.05825,3.10358,2.83111,2.27565,2.27166
UYTRB_M171,Yarlung_Tsangpo,5,densely grass-vegetated-coarse-grained sand,0.215189577,0.203971834,1.0,1.23222,0.02188,0.02537,4.27825,3.30687,2.09757,1.94512
UYTRB_M172,Yarlung_Tsangpo,5,densely grass-vegetated-coarse-grained sand,0.250542843,0.187713133,1.1085,1.44302,0.02434,0.02616,4.06319,3.96063,2.54525,2.30549
UYTRB_M173,Yarlung_Tsangpo,5,densely grass-vegetated-coarse-grained sand,0.022116371,0.020040214,1.05717,1.91873,0.01252,0.018,2.02244,1.90581,1.72727,1.66134
UYTRB_M174,Yarlung_Tsangpo,5,densely grass-vegetated-coarse-grained sand,0.032478737,0.029697751,0.749,1.1573,0.01065,0.01537,2.53076,2.65536,1.91663,1.91276
UYTRB_M175,Yarlung_Tsangpo,6,densely grass-vegetated-fine-grained sand,0.121400384,0.167509643,0.9487,1.18143,0.01754,0.01797,5.05478,4.38857,2.08015,1.91304
UYTRB_M176,Yarlung_Tsangpo,6,densely grass-vegetated-fine-grained sand,0.188993694,0.163913255,0.75239,1.80095,0.01314,0.0238,3.63248,3.20589,1.64819,1.41402
UYTRB_M177,Yarlung_Tsangpo,6,densely grass-vegetated-fine-grained sand,0.029329384,0.024693848,1.39304,2.15968,0.01748,0.03125,2.54001,3.30942,1.2702,1.53239
UYTRB_M178,Yarlung_Tsangpo,6,densely grass-vegetated-fine-grained sand,0.008714065,0.007932384,1.9787,4.05746,0.02811,0.04492,6.27154,5.55002,2.08126,1.78072
UYTRB_M179,Yarlung_Tsangpo,6,densely grass-vegetated-fine-grained sand,0.16032998,0.161684392,1.18348,2.05636,0.01909,0.02549,3.63032,3.75161,1.4809,1.34156
UYTRB_M180,Yarlung_Tsangpo,6,densely grass-vegetated-fine-grained sand,0.018666468,0.018003853,1.23326,3.61857,0.01821,0.02985,5.09442,3.03729,2.08495,1.41436
UYTRB_M181,Yarlung_Tsangpo,6,densely grass-vegetated-fine-grained sand,0.031849796,0.031093399,0.922,1.84857,0.01301,0.02351,3.30564,3.0304,1.85485,1.68009
UYTRB_M182,Yarlung_Tsangpo,6,densely grass-vegetated-fine-grained sand,0.022526708,0.02215191,1.0205,1.16429,0.02252,0.02011,3.49062,2.79849,2.64757,2.37066
UYTRB_M183,Yarlung_Tsangpo,6,densely grass-vegetated-fine-grained sand,0.024383999,0.024047036,0.373,0.64238,0.00865,0.0137,3.74524,3.74596,2.54901,2.5299
UYTRB_M184,Yarlung_Tsangpo,6,densely grass-vegetated-fine-grained sand,0.029025786,0.025410862,1.18,1.6654,0.02771,0.03337,3.91594,3.8127,2.51258,2.44465
UYTRB_M185,Yarlung_Tsangpo,6,densely grass-vegetated-fine-grained sand,0.018301945,0.024505149,2.7465,1.85867,0.035,0.02612,4.11695,4.72663,1.91264,2.11064
UYTRB_M186,Yarlung_Tsangpo,4,densely grass-vegetated-cobble-pebble gravel,0.004175662,0.004169161,0.73222,1.286,0.00521,0.00919,12.4987,12.98724,1.38133,1.42799
UYTRB_M187,Yarlung_Tsangpo,4,densely grass-vegetated-cobble-pebble gravel,0.022586939,0.022572302,0.57333,1.10617,0.00431,0.00758,7.78397,7.27445,1.27924,1.1968
UYTRB_M188,Yarlung_Tsangpo,2,sparsely grass-vegetated-coarse-grained sand,0.033889976,0.033872167,0.58278,1.72983,0.00376,0.01113,9.09634,9.41004,1.27479,1.31951
UYTRB_M189,Yarlung_Tsangpo,1,sparsely grass-vegetated-cobble-pebble gravel,0.027612915,0.027531776,1.04,2.45567,0.0113,0.02236,5.65657,4.87472,2.54241,2.36185
UYTRB_M190,Yarlung_Tsangpo,1,sparsely grass-vegetated-cobble-pebble gravel,0.246380327,0.23902954,1.78591,2.886,0.01921,0.0273,5.57989,5.00607,1.99695,1.88532
UYTRB_M191,Yarlung_Tsangpo,1,sparsely grass-vegetated-cobble-pebble gravel,0.075385645,0.075288685,0.57091,1.81133,0.0046,0.01288,5.72627,5.63312,3.01812,2.98015
UYTRB_M192,Yarlung_Tsangpo,1,sparsely grass-vegetated-cobble-pebble gravel,0.047640356,0.047380106,0.66727,1.264,0.00647,0.0092,5.20837,4.24639,2.10656,1.88022
UYTRB_M193,Yarlung_Tsangpo,1,sparsely grass-vegetated-cobble-pebble gravel,0.068844628,0.068872834,1.17818,2.57633,0.01251,0.02137,4.9696,4.28923,2.13865,1.86322
UYTRB_M194,Yarlung_Tsangpo,1,sparsely grass-vegetated-cobble-pebble gravel,0.010982223,0.009311053,1.81896,12.67067,0.02132,0.13319,3.75899,4.16397,2.29315,2.17334
UYTRB_M195,Yarlung_Tsangpo,1,sparsely grass-vegetated-cobble-pebble gravel,0.07701342,0.077193073,1.05354,1.91233,0.01249,0.02176,6.54828,6.22184,2.47681,2.44749
UYTRB_M196,Yarlung_Tsangpo,2,sparsely grass-vegetated-coarse-grained sand,0.065983735,0.061091709,1.84045,4.77383,0.04071,0.10441,4.17233,4.42551,4.21884,4.25851
UYTRB_M197,Yarlung_Tsangpo,2,sparsely grass-vegetated-coarse-grained sand,0.094143398,0.093786086,1.42409,2.998,0.01748,0.03738,4.02939,4.30399,2.43723,2.49516
UYTRB_M198,Yarlung_Tsangpo,2,sparsely grass-vegetated-coarse-grained sand,0.00908616,0.00846605,1.40318,3.03367,0.00859,0.04054,3.63636,6.61013,3.0038,3.84218
UYTRB_M199,Yarlung_Tsangpo,2,sparsely grass-vegetated-coarse-grained sand,0.07950192,0.089094466,1.74318,2.78533,0.00983,0.03882,2.61577,4.29013,3.37333,4.30547
UYTRB_M200,Yarlung_Tsangpo,2,sparsely grass-vegetated-coarse-grained sand,0.007423643,0.008495924,2.31136,3.31667,0.02326,0.03058,4.72033,4.06695,3.98296,3.88359
UYTRB_M201,Yarlung_Tsangpo,2,sparsely grass-vegetated-coarse-grained sand,0.218770218,0.218532051,0.945,4.83767,0.00999,0.04235,8.07615,6.75857,2.04254,1.81513
UYTRB_M202,Yarlung_Tsangpo,2,sparsely grass-vegetated-coarse-grained sand,0.09275337,0.090645234,0.77292,2.19417,0.00802,0.01769,6.8984,5.80063,2.93999,2.73465
UYTRB_M203,Yarlung_Tsangpo,1,sparsely grass-vegetated-cobble-pebble gravel,0.0444605,0.04111983,0.36533,1.30603,0.0095,0.03228,4.32717,4.00708,2.86858,2.74989
UYTRB_M204,Yarlung_Tsangpo,1,sparsely grass-vegetated-cobble-pebble gravel,0.023194053,0.023039705,0.724,0.70413,0.01995,0.01683,4.33261,3.72012,2.52565,2.32297
UYTRB_M205,Yarlung_Tsangpo,1,sparsely grass-vegetated-cobble-pebble gravel,0.190108045,0.187831967,0.31867,0.58651,0.00814,0.01305,8.5178,7.8693,2.41429,2.30846
UYTRB_M206,Yarlung_Tsangpo,1,sparsely grass-vegetated-cobble-pebble gravel,0.030769112,0.030634283,0.216,0.60524,0.00427,0.01157,4.30424,4.22777,2.01349,1.97028
UYTRB_M207,Yarlung_Tsangpo,1,sparsely grass-vegetated-cobble-pebble gravel,1.290590997,1.332429463,1.02667,1.48,0.02029,0.02859,2.8235,2.75736,1.99497,1.96191
UYTRB_M208,Yarlung_Tsangpo,1,sparsely grass-vegetated-cobble-pebble gravel,0.033862434,0.033646809,0.08167,0.71206,0.00221,0.01741,3.45208,3.14571,2.4796,2.35172
UYTRB_M209,Yarlung_Tsangpo,1,sparsely grass-vegetated-cobble-pebble gravel,0.092091631,0.092296806,0.453,0.65841,0.01145,0.01876,5.39055,6.1182,2.59365,2.75165
UYTRB_M210,Yarlung_Tsangpo,1,sparsely grass-vegetated-cobble-pebble gravel,0.470658373,0.467897063,0.51768,0.54111,0.01364,0.01517,3.38949,3.69357,2.7738,2.85484
UYTRB_M211,Yarlung_Tsangpo,1,sparsely grass-vegetated-cobble-pebble gravel,0.676012239,0.670533015,0.58067,1.16651,0.01126,0.0246,4.04307,4.41212,2.09986,2.20929
UYTRB_M212,Yarlung_Tsangpo,1,sparsely grass-vegetated-cobble-pebble gravel,0.020257472,0.019416156,1.99833,3.42746,0.06819,0.12037,4.61065,4.36291,2.65664,2.68997
UYTRB_M213,Yarlung_Tsangpo,1,sparsely grass-vegetated-cobble-pebble gravel,0.425201971,0.355802369,1.85167,2.3181,0.05993,0.07652,5.9152,6.41695,3.23785,3.26447
UYTRB_M214,Yarlung_Tsangpo,1,sparsely grass-vegetated-cobble-pebble gravel,0.062644376,0.045681569,2.414,2.88349,0.07846,0.10837,4.61371,5.45219,3.48217,3.67147
UYTRB_M215,Yarlung_Tsangpo,1,sparsely grass-vegetated-cobble-pebble gravel,0.016028467,0.015368695,1.27767,1.33273,0.0362,0.04296,7.40798,8.41448,3.22552,3.39534
UYTRB_M216,Yarlung_Tsangpo,1,sparsely grass-vegetated-cobble-pebble gravel,0.596490294,0.602530629,1.01167,1.10571,0.03386,0.03861,3.9566,4.15992,3.27229,3.31671
UYTRB_M217,Yarlung_Tsangpo,1,sparsely grass-vegetated-cobble-pebble gravel,0.870997156,0.788116948,1.56233,1.73317,0.0567,0.06786,6.78218,7.88697,3.40214,3.50155
UYTRB_M218,Yarlung_Tsangpo,1,sparsely grass-vegetated-cobble-pebble gravel,0.017223414,0.026178353,1.428,1.66727,0.0626,0.07298,2.84561,2.35663,3.98341,3.97608
UYTRB_M219,Yarlung_Tsangpo,1,sparsely grass-vegetated-cobble-pebble gravel,0.262444231,0.276672653,0.99967,1.07032,0.03226,0.03844,7.96533,9.33686,3.39791,3.54998
UYTRB_M220,Yarlung_Tsangpo,1,sparsely grass-vegetated-cobble-pebble gravel,0.06087755,0.063170972,0.93133,1.50508,0.02895,0.04584,5.48401,5.084,3.0645,3.03633
UYTRB_M221,Yarlung_Tsangpo,1,sparsely grass-vegetated-cobble-pebble gravel,0.129753977,0.12269867,0.82667,1.94032,0.02535,0.05645,5.91778,5.69519,3.1385,3.07588
UYTRB_M222,Yarlung_Tsangpo,1,sparsely grass-vegetated-cobble-pebble gravel,0.432716232,0.371339214,1.77233,2.61317,0.05458,0.09512,4.94008,5.91953,3.24233,3.47074
UYTRB_M223,Yarlung_Tsangpo,1,sparsely grass-vegetated-cobble-pebble gravel,0.046872162,0.038381209,1.20767,2.58873,0.03507,0.0657,4.35347,4.1393,2.62888,2.46574
UYTRB_M224,Yarlung_Tsangpo,1,sparsely grass-vegetated-cobble-pebble gravel,0.962439785,0.920146904,1.9587,3.90683,0.04459,0.08893,7.83278,7.49196,2.25843,2.26137
UYTRB_M225,Yarlung_Tsangpo,1,sparsely grass-vegetated-cobble-pebble gravel,0.215850631,0.200063909,1.61133,1.67556,0.04314,0.05172,4.86934,5.4554,2.04242,2.2396
UYTRB_M226,Yarlung_Tsangpo,1,sparsely grass-vegetated-cobble-pebble gravel,1.180097298,0.936818894,3.31884,5.17175,0.09536,0.15922,5.16997,5.74465,2.137,2.24347
UYTRB_M227,Yarlung_Tsangpo,1,sparsely grass-vegetated-cobble-pebble gravel,0.914952322,0.881741071,3.55362,4.01909,0.1051,0.11682,4.36406,4.17399,1.39258,1.37004
UYTRB_M228,Yarlung_Tsangpo,1,sparsely grass-vegetated-cobble-pebble gravel,0.226993537,0.250477011,2.36033,2.57762,0.07359,0.07626,6.46529,5.23833,2.16073,2.09952
UYTRB_M229,Yarlung_Tsangpo,1,sparsely grass-vegetated-cobble-pebble gravel,0.036634733,0.034500306,7.50567,9.40606,0.19998,0.25431,5.63291,6.1455,1.25909,1.30962
UYTRB_M230,Yarlung_Tsangpo,1,sparsely grass-vegetated-cobble-pebble gravel,0.07967572,0.05664198,3.47033,0.69,0.11176,0.01753,3.32738,4.25899,2.99497,2.68902
UYTRB_M231,Yarlung_Tsangpo,1,sparsely grass-vegetated-cobble-pebble gravel,0.061364752,0.066038567,1.20733,1.89333,0.02637,0.04427,3.3847,3.43474,2.53066,2.62537
UYTRB_M232,Yarlung_Tsangpo,1,sparsely grass-vegetated-cobble-pebble gravel,0.041751039,0.041876047,1.398,4.63556,0.0363,0.0463,4.12153,3.10243,2.93761,2.03066
UYTRB_M233,Yarlung_Tsangpo,1,sparsely grass-vegetated-cobble-pebble gravel,0.110738394,0.102091167,0.879,1.40127,0.02093,0.03238,3.7673,3.70227,2.76472,2.72797
UYTRB_M234,Yarlung_Tsangpo,1,sparsely grass-vegetated-cobble-pebble gravel,0.003018321,0.003256215,1.15967,6.60413,0.03165,0.19961,4.18593,3.93688,3.00061,3.14016
UYTRB_M235,Yarlung_Tsangpo,1,sparsely grass-vegetated-cobble-pebble gravel,0.001091584,0.001034422,2.56667,2.73238,0.05084,0.0524,4.15093,4.48199,2.67869,2.66583
UYTRB_M236,Yarlung_Tsangpo,1,sparsely grass-vegetated-cobble-pebble gravel,0.001485603,0.001519291,0.75133,1.70968,0.01818,0.03159,4.87836,3.97157,2.80203,2.48806
UYTRB_M237,Yarlung_Tsangpo,1,sparsely grass-vegetated-cobble-pebble gravel,0.271886895,0.24890327,0.91267,1.91794,0.0182,0.03744,4.83397,5.28806,2.08706,2.06389
UYTRB_M238,Yarlung_Tsangpo,1,sparsely grass-vegetated-cobble-pebble gravel,0.581135278,0.524621548,0.81167,2.72016,0.00871,0.02665,1.08539,0.86293,1.28914,1.17415
UYTRB_M239,Yarlung_Tsangpo,1,sparsely grass-vegetated-cobble-pebble gravel,0.014001925,0.012232092,0.906,2.57968,0.01027,0.02505,0.85553,0.7156,1.39458,1.1932
UYTRB_M240,Yarlung_Tsangpo,1,sparsely grass-vegetated-cobble-pebble gravel,0.341611076,0.360299048,1.23667,2.01603,0.02366,0.03404,3.8722,3.47673,2.18588,2.01778
UYTRB_M241,Yarlung_Tsangpo,1,sparsely grass-vegetated-cobble-pebble gravel,0.002352997,0.002155172,0.936,2.31952,0.0224,0.04879,3.95125,3.87794,1.32443,1.15561
UYTRB_M242,Yarlung_Tsangpo,1,sparsely grass-vegetated-cobble-pebble gravel,0.063950886,0.045859989,0.97567,2.42667,0.02373,0.04794,3.21233,3.7808,2.05006,1.7793
UYTRB_M243,Yarlung_Tsangpo,1,sparsely grass-vegetated-cobble-pebble gravel,0.01872817,0.017347558,2.02,2.47794,0.02233,0.02495,2.21362,2.00823,1.09834,0.97878
UYTRB_M244,Yarlung_Tsangpo,1,sparsely grass-vegetated-cobble-pebble gravel,0.01149759,0.012837877,10.649,1.545,0.12855,0.01687,4.4648,3.52967,0.91011,0.78723
UYTRB_M245,Yarlung_Tsangpo,1,sparsely grass-vegetated-cobble-pebble gravel,0.001287664,0.001327328,2.085,2.2097,0.03883,0.04233,6.02042,6.20633,1.4742,1.52686
UYTRB_M246,Yarlung_Tsangpo,1,sparsely grass-vegetated-cobble-pebble gravel,0.02571132,0.026064801,1.345,3.61667,0.01407,0.02736,2.98191,2.34818,0.25343,-0.11822
UYTRB_M247,Yarlung_Tsangpo,1,sparsely grass-vegetated-cobble-pebble gravel,0.002719035,0.002758583,0.765,1.13651,0.01407,0.02207,2.76359,2.72042,0.98292,1.09887
UYTRB_M248,Yarlung_Tsangpo,1,sparsely grass-vegetated-cobble-pebble gravel,0.606169944,0.494905614,1.11,2.03016,0.01994,0.03707,2.30972,2.49984,1.43672,1.48418
UYTRB_M249,Yarlung_Tsangpo,1,sparsely grass-vegetated-cobble-pebble gravel,0.024634789,0.022799038,1.05833,2.07984,0.02241,0.03036,3.75043,2.59815,1.78269,1.28387
UYTRB_M250,Yarlung_Tsangpo,1,sparsely grass-vegetated-cobble-pebble gravel,0.20510191,0.205286118,0.565,1.0803,0.01338,0.01987,2.26295,2.02622,1.78711,1.46927
UYTRB_M251,Yarlung_Tsangpo,1,sparsely grass-vegetated-cobble-pebble gravel,1.126217908,0.9249643,0.86767,1.25524,0.01776,0.02779,2.09393,2.30589,1.59676,1.70182
UYTRB_M252,Yarlung_Tsangpo,1,sparsely grass-vegetated-cobble-pebble gravel,0.323866243,0.29984841,0.54833,0.50079,0.01166,0.00923,4.7033,4.36887,2.28544,2.11168
UYTRB_M253,Yarlung_Tsangpo,1,sparsely grass-vegetated-cobble-pebble gravel,0.369828896,0.358851675,0.323,0.80619,0.00405,0.01018,1.91241,2.0574,2.46468,2.47552
UYTRB_M254,Yarlung_Tsangpo,1,sparsely grass-vegetated-cobble-pebble gravel,0.262606056,0.241373843,1.11933,1.73603,0.01088,0.01685,2.25911,2.30807,2.3841,2.38756
UYTRB_M255,Yarlung_Tsangpo,1,sparsely grass-vegetated-cobble-pebble gravel,0.009824293,0.009655492,0.45767,1.67095,0.00613,0.02151,2.21304,2.30465,3.33056,3.28131
UYTRB_M256,Yarlung_Tsangpo,1,sparsely grass-vegetated-cobble-pebble gravel,0.009770658,0.009668842,0.69833,1.38079,0.01215,0.0195,4.76658,3.90418,3.40523,3.13631
UYTRB_M257,Yarlung_Tsangpo,5,densely grass-vegetated-coarse-grained sand,0.494031918,0.465585474,0.87767,2.22524,0.02203,0.05181,4.19977,3.61714,1.79482,1.6952
UYTRB_M258,Yarlung_Tsangpo,5,densely grass-vegetated-coarse-grained sand,0.021668766,0.033586539,1.83233,2.38433,0.03352,0.07597,2.73623,5.23309,2.03929,2.76071
UYTRB_M259,Yarlung_Tsangpo,5,densely grass-vegetated-coarse-grained sand,0.319300377,0.379501307,1.32533,3.03159,0.02162,0.04087,3.74694,2.48844,1.63102,1.39129
UYTRB_M260,Yarlung_Tsangpo,5,densely grass-vegetated-coarse-grained sand,0.017286384,0.014244101,1.14233,1.57683,0.02556,0.02817,5.17023,4.53208,1.82179,1.53628
UYTRB_M261,Yarlung_Tsangpo,5,densely grass-vegetated-coarse-grained sand,0.388297223,0.364320845,1.17667,1.34032,0.02409,0.02286,5.70763,4.63613,2.07606,1.83416
UYTRB_M262,Yarlung_Tsangpo,5,densely grass-vegetated-coarse-grained sand,0.08056557,0.085299062,0.809,0.98636,0.01675,0.01625,4.44371,3.38571,2.41715,2.1227
UYTRB_M263,Yarlung_Tsangpo,5,densely grass-vegetated-coarse-grained sand,0.07075576,0.098906262,0.66633,2.89367,0.01519,0.05921,2.20871,1.3722,2.02441,1.88727
UYTRB_M264,Yarlung_Tsangpo,5,densely grass-vegetated-coarse-grained sand,0.358216394,0.354983923,1.30867,12.00067,0.02676,0.21745,5.57003,4.84871,1.98137,1.82748
UYTRB_M265,Yarlung_Tsangpo,5,densely grass-vegetated-coarse-grained sand,0.015841208,0.015192989,1.05867,2.04683,0.0171,0.0289,4.0084,3.80962,1.82844,1.65094
UYTRB_M266,Yarlung_Tsangpo,5,densely grass-vegetated-coarse-grained sand,0.308913922,0.304146765,1.19533,1.54365,0.02269,0.01936,4.65076,3.32593,1.97454,1.42932
UYTRB_M267,Yarlung_Tsangpo,5,densely grass-vegetated-coarse-grained sand,0.001757531,0.001700406,1.53967,3.05508,0.02316,0.02682,3.03973,2.46864,1.82978,1.08629
UYTRB_M268,Yarlung_Tsangpo,5,densely grass-vegetated-coarse-grained sand,0.026786671,0.0229967,2.525,7.86222,0.05784,0.12769,3.42212,2.91082,2.06784,1.62458
UYTRB_M269,Yarlung_Tsangpo,5,densely grass-vegetated-coarse-grained sand,0.696471213,0.644402393,1.072,0.61867,0.02882,0.0112,3.47839,2.59459,2.58809,2.07913
UYTRB_M270,Yarlung_Tsangpo,5,densely grass-vegetated-coarse-grained sand,0.017510145,0.021760655,0.78867,1.92063,0.02033,0.03823,4.7822,3.30036,2.62344,2.29093
UYTRB_M271,Yarlung_Tsangpo,5,densely grass-vegetated-coarse-grained sand,0.02112122,0.019752241,0.42767,1.50397,0.01161,0.03953,4.5116,4.13625,2.47035,2.42509
UYTRB_M272,Yarlung_Tsangpo,5,densely grass-vegetated-coarse-grained sand,0.257169493,0.253602684,2.13933,3.96968,0.04593,0.06598,3.59862,2.82198,2.34391,2.01276
UYTRB_M273,Yarlung_Tsangpo,5,densely grass-vegetated-coarse-grained sand,0.38119156,0.349212218,0.507,2.03317,0.01035,0.03544,2.5857,1.65148,2.16592,1.95531
UYTRB_M274,Yarlung_Tsangpo,5,densely grass-vegetated-coarse-grained sand,0.061589628,0.059008364,1.069,1.5519,0.02492,0.03158,3.48128,2.74279,2.44743,2.27134
UYTRB_M275,Yarlung_Tsangpo,5,densely grass-vegetated-coarse-grained sand,0.349468759,0.336402487,0.73833,1.5781,0.01641,0.03255,3.95774,3.72706,2.37875,2.28357
UYTRB_M276,Yarlung_Tsangpo,5,densely grass-vegetated-coarse-grained sand,0.001257158,0.001399071,1.07667,1.47857,0.01593,0.01821,3.74144,2.99384,1.61472,1.35572
UYTRB_M277,Yarlung_Tsangpo,5,densely grass-vegetated-coarse-grained sand,0.287674353,0.376934406,1.20567,2.39467,0.02479,0.03933,2.58657,2.19143,2.10938,1.811
UYTRB_M278,Yarlung_Tsangpo,5,densely grass-vegetated-coarse-grained sand,0.026425665,0.024512608,1.07167,2.80879,0.02217,0.04404,2.76649,2.16594,2.18022,1.82314
UYTRB_M279,Yarlung_Tsangpo,5,densely grass-vegetated-coarse-grained sand,0.001766036,0.001876132,0.83633,2.85603,0.01235,0.04655,3.83076,3.49812,1.90464,2.02987
UYTRB_M280,Yarlung_Tsangpo,5,densely grass-vegetated-coarse-grained sand,0.020228583,0.022114679,0.85833,1.06576,0.0171,0.02089,3.28959,3.88123,2.12317,2.1013
UYTRB_M281,Yarlung_Tsangpo,5,densely grass-vegetated-coarse-grained sand,0.093953689,0.115868888,1.13433,7.08167,0.02265,0.13466,4.03876,4.01338,2.13952,2.06449
UYTRB_M282,Yarlung_Tsangpo,5,densely grass-vegetated-coarse-grained sand,0.313118231,0.322040763,2.50133,2.51133,0.05527,0.0487,3.73,3.0435,2.3267,2.15833
UYTRB_M283,Yarlung_Tsangpo,5,densely grass-vegetated-coarse-grained sand,0.300602361,0.301444615,1.36833,1.64857,0.02834,0.0335,3.48782,3.41069,2.17527,2.14885
UYTRB_M284,Yarlung_Tsangpo,5,densely grass-vegetated-coarse-grained sand,0.164181708,0.153453667,0.98867,2.96238,0.02683,0.08182,2.58545,2.59008,3.31479,3.34486
