meander_id,tributario,decada,temp_C,precip_mm,glacier_index,ndvi,meltwater_AMB,discharge_Q,sediment_Qs,migration_m_yr,migration_norm,RPMI
JYR_M057,JYR,2000s,-2.79,23.73,21.35,0.193,-0.00495,165.65,1.05,0.53,0.013,0.0012
JYR_M058,JYR,2000s,-2.79,23.73,21.35,0.193,-0.00495,165.65,1.05,0.6,0.017,0.0016
JYR_M059,JYR,2000s,-2.79,23.73,21.35,0.193,-0.00494,165.65,1.05,0.33,0.009,0.0008
JYR_M060,JYR,2000s,-2.79,23.73,21.35,0.193,-0.00494,165.65,1.05,0.78,0.02,0.0019
JYR_M061,JYR,2000s,-2.9,23.45,21.35,0.193,-0.00494,165.65,1.05,0.6,0.019,0.0017
JYR_M062,JYR,2000s,-2.9,23.45,21.35,0.193,-0.00493,165.65,1.05,0.89,0.024,0.0022
JYR_M063,JYR,2000s,-2.9,23.45,21.35,0.193,-0.00493,165.65,1.05,1.03,0.031,0.0029
JYR_M064,JYR,2000s,-2.71,23.39,21.35,0.193,-0.00492,165.65,1.05,0.41,0.009,0.0008
JYR_M065,JYR,2000s,-2.71,23.39,21.35,0.193,-0.00491,165.65,1.05,0.29,0.009,0.0008
JYR_M066,JYR,2000s,-2.71,23.25,21.35,0.193,-0.0049,165.65,1.05,0.66,0.02,0.0018
JYR_M067,JYR,2000s,-2.71,23.25,21.35,0.193,-0.00491,165.65,1.05,0.84,0.018,0.0017
JYR_M070,JYR,2000s,-2.57,23.13,21.35,0.193,-0.00485,165.65,1.05,1.04,0.023,0.0021
JYR_M071,JYR,2000s,-2.55,23.16,21.35,0.193,-0.00485,165.65,1.05,1.13,0.025,0.0022
JYR_M072,JYR,2000s,-2.55,23.16,21.35,0.193,-0.00484,165.65,1.05,0.35,0.011,0.001
JYR_M073,JYR,2000s,-2.55,23.16,21.35,0.193,-0.00483,165.65,1.05,0.42,0.014,0.0013
JYR_M076,JYR,2000s,-2.35,23.06,21.35,0.193,-0.00453,165.65,1.05,1.33,0.039,0.0036
JYR_M077,JYR,2000s,-2.3,23.05,21.35,0.193,-0.00449,165.65,1.05,0.45,0.014,0.0013
JYR_M083,JYR,2000s,-2.15,23.01,21.35,0.193,-0.00443,165.65,1.05,0.9,0.033,0.003
JYR_M084,JYR,2000s,-2.09,22.79,21.35,0.193,-0.00441,165.65,1.05,0.34,0.01,0.0009
JYR_M085,JYR,2000s,-2.09,22.79,21.35,0.193,-0.00441,165.65,1.05,0.62,0.018,0.0016
JYR_M086,JYR,2000s,-2.11,22.81,21.35,0.193,-0.0044,165.65,1.05,1.27,0.034,0.0031
JYR_M087,JYR,2000s,-2.11,22.81,21.35,0.193,-0.0044,165.65,1.05,0.37,0.013,0.0012
JYR_M088,JYR,2000s,-2.11,22.81,21.35,0.193,-0.00439,165.65,1.05,0.69,0.027,0.0024
JYR_M089,JYR,2000s,-2.11,22.81,21.35,0.193,-0.00439,165.65,1.05,0.41,0.017,0.0015
JYR_M093,JYR,2000s,-2.04,22.61,21.35,0.193,-0.00433,165.65,1.05,0.57,0.019,0.0017
JYR_M094,JYR,2000s,-2.04,22.61,21.35,0.193,-0.00433,165.65,1.05,0.62,0.021,0.0019
JYR_M095,JYR,2000s,-2.05,22.62,21.35,0.193,-0.00431,165.65,1.05,0.98,0.039,0.0036
JYR_M096,JYR,2000s,-1.92,22.55,21.35,0.193,-0.00431,165.65,1.05,0.53,0.017,0.0015
JYR_M097,JYR,2000s,-1.93,22.49,21.35,0.193,-0.0043,165.65,1.05,0.71,0.027,0.0025
JYR_M098,JYR,2000s,-1.99,22.35,21.35,0.193,-0.00427,165.65,1.05,0.49,0.013,0.0012
JYR_M099,JYR,2000s,-1.86,22.27,21.35,0.193,-0.00427,165.65,1.05,0.91,0.026,0.0023
JYR_M100,JYR,2000s,-1.86,22.27,21.35,0.193,-0.00426,165.65,1.05,0.66,0.026,0.0023
JYR_M101,JYR,2000s,-1.82,22.28,21.35,0.193,-0.00426,165.65,1.05,1.14,0.037,0.0033
JYR_M102,JYR,2000s,-1.82,22.28,21.35,0.193,-0.00425,165.65,1.05,1.31,0.036,0.0041
JYR_M103,JYR,2000s,-1.82,22.28,21.35,0.193,-0.00424,165.65,1.05,0.35,0.01,0.0009
YTR_M001,YTR,2000s,-1.76,22.23,21.35,0.193,-0.00423,165.65,1.05,2.34,0.081,0.0092
YTR_M002,YTR,2000s,-1.56,22.63,21.35,0.193,-0.00412,165.65,1.05,4.99,0.123,0.0112
YTR_M003,YTR,2000s,-1.52,22.64,21.35,0.193,-0.00412,165.65,1.05,1.52,0.046,0.0042
YTR_M004,YTR,2000s,-1.52,22.64,21.35,0.193,-0.00411,165.65,1.05,1.39,0.05,0.0045
YTR_M005,YTR,2000s,-1.52,22.64,21.35,0.193,-0.00411,165.65,1.05,3.52,0.119,0.0108
YTR_M006,YTR,2000s,-1.52,22.64,21.35,0.193,-0.00411,165.65,1.05,3.26,0.105,0.0095
YTR_M007,YTR,2000s,-1.49,22.64,21.35,0.193,-0.0041,165.65,1.05,2.31,0.082,0.0075
YTR_M008,YTR,2000s,-1.49,22.64,21.35,0.193,-0.0041,165.65,1.05,5.93,0.203,0.0185
YTR_M009,YTR,2000s,-1.49,22.64,21.35,0.193,-0.0041,165.65,1.05,2.05,0.066,0.006
YTR_M010,YTR,2000s,-1.46,22.66,21.35,0.193,-0.00409,165.65,1.05,1.92,0.063,0.0057
YTR_M011,YTR,2000s,-1.46,22.66,21.35,0.193,-0.00408,165.65,1.05,1.65,0.049,0.0044
YTR_M012,YTR,2000s,-1.46,22.66,21.35,0.193,-0.00408,165.65,1.05,6.74,0.202,0.0183
YTR_M013,YTR,2000s,-1.46,22.66,21.35,0.193,-0.00408,165.65,1.05,3.51,0.095,0.0109
YTR_M014,YTR,2000s,-1.46,22.66,21.35,0.193,-0.00409,165.65,1.05,3.96,0.135,0.0123
YTR_M015,YTR,2000s,-1.46,22.66,21.35,0.193,-0.00409,165.65,1.05,,,
YTR_M016,YTR,2000s,-1.41,22.76,21.35,0.193,-0.00405,165.65,1.05,3.04,0.062,0.0056
YTR_M017,YTR,2000s,-1.38,22.62,21.35,0.193,-0.00405,165.65,1.05,4.67,0.125,0.0114
YTR_M018,YTR,2000s,-1.35,22.7,21.35,0.193,-0.00403,165.65,1.05,3.59,0.102,0.0092
YTR_M019,YTR,2000s,-1.32,22.56,21.35,0.193,-0.00403,165.65,1.05,0.88,0.02,0.0018
YTR_M020,YTR,2000s,-1.32,22.56,21.35,0.193,-0.00403,165.65,1.05,1.64,0.022,0.002
YTR_M021,YTR,2000s,-1.34,22.78,21.35,0.193,-0.00403,165.65,1.05,5.85,0.092,0.0084
YTR_M022,YTR,2000s,-1.34,22.78,21.35,0.193,-0.00402,165.65,1.05,1.22,0.032,0.0029
YTR_M024,YTR,2000s,-1.34,22.87,21.35,0.193,-0.00403,165.65,1.05,1.52,0.007,0.0006
YTR_M025,YTR,2000s,-1.34,22.87,21.35,0.193,-0.00403,165.65,1.05,1.28,0.037,0.0033
YTR_M026,YTR,2000s,-1.34,23.09,21.35,0.193,-0.00402,165.65,1.05,1.69,0.043,0.0039
YTR_M027,YTR,2000s,-1.39,22.96,21.35,0.193,-0.00402,165.65,1.05,0.66,0.013,0.0012
YTR_M028,YTR,2000s,-1.39,22.96,21.35,0.193,-0.00401,165.65,1.05,1.14,0.023,0.0021
YTR_M029,YTR,2000s,-1.36,23.03,21.35,0.193,-0.00401,165.65,1.05,6.53,0.154,0.014
YTR_M031,YTR,2000s,-1.36,23.03,21.35,0.193,-0.00401,165.65,1.05,10.76,0.244,0.028
YTR_M032,YTR,2000s,-1.3,23.36,21.35,0.193,-0.004,165.65,1.05,,,
YTR_M033,YTR,2000s,-1.3,23.3,21.35,0.193,-0.00398,165.65,1.05,1.63,0.012,0.0011
YTR_M035,YTR,2000s,-1.38,23.42,21.35,0.193,-0.00391,165.65,1.05,1.41,0.029,0.0026
YTR_M036,YTR,2000s,-1.38,23.42,21.35,0.193,-0.00391,165.65,1.05,3.14,0.086,0.0124
YTR_M038,YTR,2000s,-1.39,23.29,21.35,0.193,-0.00389,165.65,1.05,2.33,0.015,0.0017
YTR_M039,YTR,2000s,-1.39,23.29,21.35,0.193,-0.00389,165.65,1.05,1.3,0.016,0.0015
YTR_M040,YTR,2000s,-1.4,23.3,21.35,0.193,-0.00388,165.65,1.05,1.79,0.022,0.0025
YTR_M042,YTR,2000s,-1.39,23.4,21.35,0.193,-0.00386,165.65,1.05,3.87,0.094,0.0085
YTR_M045,YTR,2000s,-1.37,23.58,21.35,0.193,-0.00383,165.65,1.05,1.08,0.02,0.0023
YTR_M046,YTR,2000s,-1.35,23.44,21.35,0.193,-0.00381,165.65,1.05,3.61,0.088,0.01
YTR_M047,YTR,2000s,-1.35,23.44,21.35,0.193,-0.00381,165.65,1.05,2.2,0.039,0.0036
YTR_M048,YTR,2000s,-1.27,23.46,21.35,0.193,-0.00377,165.65,1.05,,,
YTR_M049,YTR,2000s,-1.27,23.46,21.35,0.193,-0.00376,165.65,1.05,1.36,0.028,0.0025
YTR_M051,YTR,2000s,-1.12,23.63,21.35,0.193,-0.00375,165.65,1.05,1.78,0.033,0.003
YTR_M052,YTR,2000s,-1.12,23.63,21.35,0.193,-0.00373,165.65,1.05,1.68,0.031,0.0028
YTR_M053,YTR,2000s,-1.08,23.65,21.35,0.193,-0.00372,165.65,1.05,2.33,0.056,0.0051
YTR_M054,YTR,2000s,-1.0,23.37,21.35,0.193,-0.00369,165.65,1.05,2.56,0.066,0.006
YTR_M055,YTR,2000s,-0.94,23.67,21.35,0.193,-0.00369,165.65,1.05,2.37,0.041,0.0038
YTR_M056,YTR,2000s,-0.94,23.67,21.35,0.193,-0.00368,165.65,1.05,2.08,0.039,0.0036
YTR_M057,YTR,2000s,-0.87,23.68,21.35,0.193,-0.00368,165.65,1.05,3.79,0.045,0.0041
YTR_M058,YTR,2000s,-0.84,23.64,21.35,0.193,-0.00365,165.65,1.05,0.96,0.013,0.0012
YTR_M059,YTR,2000s,-0.84,23.64,21.35,0.193,-0.00364,165.65,1.05,1.85,0.039,0.0036
YTR_M060,YTR,2000s,-0.8,23.41,21.35,0.193,-0.00363,165.65,1.05,2.35,0.023,0.0021
YTR_M061,YTR,2000s,-0.8,23.43,21.35,0.193,-0.00361,165.65,1.05,2.39,0.042,0.0038
YTR_M062,YTR,2000s,-0.8,23.43,21.35,0.193,-0.00361,165.65,1.05,4.32,0.078,0.0071
YTR_M063,YTR,2000s,-0.75,23.45,21.35,0.193,-0.0036,165.65,1.05,1.34,0.016,0.0015
YTR_M064,YTR,2000s,-0.74,23.38,21.35,0.193,-0.00358,165.65,1.05,8.15,0.157,0.0142
YTR_M065,YTR,2000s,-0.7,23.39,21.35,0.193,-0.00356,165.65,1.05,0.53,0.008,0.0007
YTR_M066,YTR,2000s,-0.68,23.41,21.35,0.193,-0.00354,165.65,1.05,,,
YTR_M067,YTR,2000s,-0.68,23.41,21.35,0.193,-0.00354,165.65,1.05,4.37,0.1,0.0091
YTR_M068,YTR,2000s,-0.67,23.5,21.35,0.193,-0.00352,165.65,1.05,2.77,0.056,0.0051
YTR_M069,YTR,2000s,-0.67,23.36,21.35,0.193,-0.00351,165.65,1.05,9.57,0.222,0.0202
YTR_M070,YTR,2000s,-0.65,23.6,21.35,0.193,-0.0035,165.65,1.05,3.57,0.066,0.0076
YTR_M072,YTR,2000s,-0.65,23.6,21.35,0.193,-0.0035,165.65,1.05,3.56,0.073,0.0084
YTR_M073,YTR,2000s,-0.65,23.46,21.35,0.193,-0.00349,165.65,1.05,2.05,0.037,0.0043
YTR_M074,YTR,2000s,-0.62,23.62,21.35,0.193,-0.00348,165.65,1.05,1.5,0.022,0.0025
YTR_M075,YTR,2000s,-0.59,23.55,21.35,0.193,-0.00347,165.65,1.05,5.83,0.151,0.0173
YTR_M077,YTR,2000s,-0.51,23.57,21.35,0.193,-0.00346,165.65,1.05,,,
YTR_M078,YTR,2000s,-0.51,23.57,21.35,0.193,-0.00345,165.65,1.05,,,
YTR_M080,YTR,2000s,-0.52,23.58,21.35,0.193,-0.00344,165.65,1.05,,,
YTR_M081,YTR,2000s,-0.45,23.68,21.35,0.193,-0.00341,165.65,1.05,9.98,0.184,0.0168
YTR_M082,YTR,2000s,-0.45,23.68,21.35,0.193,-0.00341,165.65,1.05,3.13,0.061,0.007
YTR_M083,YTR,2000s,-0.47,23.61,21.35,0.193,-0.0034,165.65,1.05,,,
YTR_M084,YTR,2000s,-0.46,23.54,21.35,0.193,-0.00339,165.65,1.05,7.23,0.139,0.0126
YTR_M085,YTR,2000s,-0.5,23.47,21.35,0.193,-0.00339,165.65,1.05,1.89,0.033,0.0037
YTR_M086,YTR,2000s,-0.45,23.27,21.35,0.193,-0.00334,165.65,1.05,0.96,0.017,0.0015
YTR_M087,YTR,2000s,-0.4,23.21,21.35,0.193,-0.00333,165.65,1.05,5.0,0.098,0.0089
YTR_M089,YTR,2000s,-0.33,23.22,21.35,0.193,-0.00331,165.65,1.05,4.38,0.09,0.0103
YTR_M091,YTR,2000s,-0.27,23.23,21.35,0.193,-0.0033,165.65,1.05,1.43,0.019,0.0022
YTR_M092,YTR,2000s,-0.18,23.18,21.35,0.193,-0.00327,165.65,1.05,,,
YTR_M093,YTR,2000s,-0.17,23.26,21.35,0.193,-0.00327,165.65,1.05,1.49,0.02,0.0018
YTR_M094,YTR,2000s,-0.14,23.18,21.35,0.193,-0.00326,165.65,1.05,0.82,0.01,0.0009
YTR_M095,YTR,2000s,-0.09,23.1,21.35,0.193,-0.00324,165.65,1.05,1.19,0.017,0.0016
YTR_M096,YTR,2000s,-0.05,23.09,21.35,0.193,-0.00322,165.65,1.05,1.93,0.028,0.0026
YTR_M097,YTR,2000s,-0.03,23.09,21.35,0.193,-0.00321,165.65,1.05,5.35,0.078,0.0071
YTR_M098,YTR,2000s,0.0,23.1,21.35,0.193,-0.0032,165.65,1.05,0.98,0.015,0.0014
YTR_M099,YTR,2000s,0.05,23.02,21.35,0.193,-0.00319,165.65,1.05,1.61,0.02,0.0018
YTR_M100,YTR,2000s,0.07,23.16,21.35,0.193,-0.00318,165.65,1.05,1.6,0.025,0.0023
YTR_M101,YTR,2000s,0.11,23.01,21.35,0.193,-0.00317,165.65,1.05,1.22,0.013,0.0012
YTR_M102,YTR,2000s,0.12,23.15,21.35,0.193,-0.00317,165.65,1.05,1.08,0.013,0.0012
YTR_M103,YTR,2000s,0.12,23.15,21.35,0.193,-0.00316,165.65,1.05,0.75,0.013,0.0012
YTR_M104,YTR,2000s,0.18,23.16,21.35,0.193,-0.00315,165.65,1.05,0.62,0.013,0.0012
YTR_M105,YTR,2000s,0.18,23.16,21.35,0.193,-0.00315,165.65,1.05,0.42,0.01,0.0009
YTR_M106,YTR,2000s,0.21,23.16,21.35,0.193,-0.00314,165.65,1.05,3.8,0.078,0.0071
YTR_M107,YTR,2000s,0.21,23.16,21.35,0.193,-0.00314,165.65,1.05,1.37,0.029,0.0026
YTR_M108,YTR,2000s,0.21,23.16,21.35,0.193,-0.00313,165.65,1.05,1.39,0.025,0.0022
YTR_M109,YTR,2000s,0.34,23.3,21.35,0.193,-0.00303,165.65,1.05,1.23,0.012,0.0011
YTR_M110,YTR,2000s,0.33,23.39,21.35,0.193,-0.00303,165.65,1.05,0.7,0.01,0.0009
YTR_M113,YTR,2000s,0.32,23.39,21.35,0.193,-0.00302,165.65,1.05,0.64,0.01,0.0009
YTR_M114,YTR,2000s,0.32,23.39,21.35,0.193,-0.00302,165.65,1.05,1.76,0.022,0.002
YTR_M115,YTR,2000s,0.33,23.38,21.35,0.193,-0.00301,165.65,1.05,1.68,0.026,0.0024
YTR_M116,YTR,2000s,0.35,23.38,21.35,0.193,-0.003,165.65,1.05,3.86,0.043,0.0039
YTR_M117,YTR,2000s,0.36,23.38,21.35,0.193,-0.00299,165.65,1.05,2.06,0.03,0.0027
YTR_M118,YTR,2000s,0.36,23.38,21.35,0.193,-0.00299,165.65,1.05,3.64,0.036,0.0041
YTR_M120,YTR,2000s,0.5,23.35,21.35,0.193,-0.0029,165.65,1.05,1.08,0.014,0.0013
YTR_M121,YTR,2000s,0.5,23.35,21.35,0.193,-0.0029,165.65,1.05,1.14,0.02,0.0019
YTR_M122,YTR,2000s,0.52,23.27,21.35,0.193,-0.0029,165.65,1.05,0.53,0.011,0.001
YTR_M123,YTR,2000s,0.52,23.27,21.35,0.193,-0.00289,165.65,1.05,1.76,0.038,0.0034
YTR_M124,YTR,2000s,0.53,23.35,21.35,0.193,-0.00288,165.65,1.05,,,
YTR_M131,YTR,2000s,1.65,24.26,21.35,0.193,-0.00221,165.65,1.05,0.87,0.006,0.0006
YTR_M132,YTR,2000s,1.66,24.23,21.35,0.193,-0.00219,165.65,1.05,1.08,0.007,0.0007
YTR_M133,YTR,2000s,1.68,23.83,21.35,0.193,-0.00213,165.65,1.05,1.47,0.01,0.001
YTR_M137,YTR,2000s,1.82,25.09,21.35,0.193,-0.00185,165.65,1.05,2.04,0.018,0.0018
YTR_M138,YTR,2000s,1.84,25.15,21.35,0.193,-0.00183,165.65,1.05,2.7,0.026,0.0026
YTR_M144,YTR,2000s,1.89,24.05,21.35,0.193,-0.00174,165.65,1.05,1.65,0.011,0.0011
YTR_M145,YTR,2000s,1.93,23.94,21.35,0.193,-0.00173,165.65,1.05,0.95,0.008,0.0008
YTR_M146,YTR,2000s,1.94,23.63,21.35,0.193,-0.00173,165.65,1.05,2.28,0.02,0.002
YTR_M147,YTR,2000s,2.0,23.65,21.35,0.193,-0.00171,165.65,1.05,7.83,0.084,0.0084
YTR_M148,YTR,2000s,1.92,24.03,21.35,0.193,-0.00172,165.65,1.05,1.62,0.019,0.0019
YTR_M151,YTR,2000s,2.0,23.98,21.35,0.193,-0.00164,165.65,1.05,4.02,0.09,0.009
YTR_M153,YTR,2000s,2.17,24.16,21.35,0.193,-0.00164,165.65,1.05,2.59,0.032,0.0032
YTR_M154,YTR,2000s,2.17,24.09,21.35,0.193,-0.00164,165.65,1.05,2.76,0.037,0.0037
YTR_M155,YTR,2000s,2.17,24.1,21.35,0.193,-0.00163,165.65,1.05,2.79,0.04,0.004
YTR_M156,YTR,2000s,2.17,24.1,21.35,0.193,-0.00163,165.65,1.05,3.32,0.03,0.003
YTR_M157,YTR,2000s,2.18,23.88,21.35,0.193,-0.00162,165.65,1.05,2.98,0.027,0.0027
YTR_M158,YTR,2000s,2.16,23.68,21.35,0.193,-0.00162,165.65,1.05,1.67,0.015,0.0015
JTR_M005,JTR,2000s,-2.29,25.97,21.35,0.193,-0.00404,165.65,1.05,1.23,0.031,0.0028
JTR_M006,JTR,2000s,-2.29,25.97,21.35,0.193,-0.00404,165.65,1.05,0.75,0.018,0.0017
JTR_M009,JTR,2000s,-1.99,25.83,21.35,0.193,-0.00404,165.65,1.05,0.63,0.014,0.0013
JTR_M010,JTR,2000s,-2.01,25.78,21.35,0.193,-0.00403,165.65,1.05,0.36,0.007,0.0006
JTR_M011,JTR,2000s,-2.01,25.78,21.35,0.193,-0.00403,165.65,1.05,1.0,0.02,0.0018
JTR_M012,JTR,2000s,-1.96,25.7,21.35,0.193,-0.00403,165.65,1.05,0.43,0.011,0.001
JTR_M014,JTR,2000s,-1.95,25.46,21.35,0.193,-0.00404,165.65,1.05,0.57,0.017,0.0015
JTR_M016,JTR,2000s,-1.97,25.26,21.35,0.193,-0.00402,165.65,1.05,0.42,0.013,0.0011
JTR_M020,JTR,2000s,-1.72,24.9,21.35,0.193,-0.00394,165.65,1.05,0.79,0.016,0.0015
JTR_M022,JTR,2000s,-0.95,24.61,21.35,0.193,-0.00365,165.65,1.05,3.31,0.117,0.0106
JTR_M023,JTR,2000s,-0.95,24.61,21.35,0.193,-0.00365,165.65,1.05,2.23,0.077,0.007
JTR_M024,JTR,2000s,-0.95,24.61,21.35,0.193,-0.00364,165.65,1.05,4.21,0.16,0.0145
JTR_M025,JTR,2000s,-1.01,24.69,21.35,0.193,-0.00364,165.65,1.05,1.33,0.046,0.0042
JTR_M026,JTR,2000s,-1.01,24.69,21.35,0.193,-0.00364,165.65,1.05,0.76,0.027,0.0024
JTR_M027,JTR,2000s,-1.01,24.69,21.35,0.193,-0.00364,165.65,1.05,1.54,0.06,0.0055
JTR_M028,JTR,2000s,-1.01,24.69,21.35,0.193,-0.00364,165.65,1.05,1.67,0.074,0.0067
JTR_M029,JTR,2000s,-0.86,24.85,21.35,0.193,-0.00364,165.65,1.05,0.88,0.035,0.0032
JTR_M033,JTR,2000s,-0.74,24.94,21.35,0.193,-0.00361,165.65,1.05,1.53,0.047,0.0043
JTR_M034,JTR,2000s,-0.84,24.8,21.35,0.193,-0.0036,165.65,1.05,1.86,0.057,0.0052
JTR_M035,JTR,2000s,-0.84,24.8,21.35,0.193,-0.0036,165.65,1.05,1.98,0.071,0.0082
JTR_M036,JTR,2000s,-0.57,25.35,21.35,0.193,-0.00358,165.65,1.05,2.68,0.072,0.0083
JTR_M037,JTR,2000s,-0.55,25.37,21.35,0.193,-0.00357,165.65,1.05,2.76,0.067,0.0061
JTR_M038,JTR,2000s,-0.55,25.37,21.35,0.193,-0.00356,165.65,1.05,1.65,0.046,0.0042
JTR_M039,JTR,2000s,-0.55,25.37,21.35,0.193,-0.00356,165.65,1.05,6.02,0.192,0.0174
JTR_M040,JTR,2000s,-0.56,25.52,21.35,0.193,-0.00356,165.65,1.05,4.02,0.117,0.0106
JTR_M041,JTR,2000s,-0.56,25.52,21.35,0.193,-0.00355,165.65,1.05,2.18,0.07,0.0064
JTR_M042,JTR,2000s,-0.53,25.53,21.35,0.193,-0.00354,165.65,1.05,9.41,0.325,0.0295
JTR_M046,JTR,2000s,-0.51,25.39,21.35,0.193,-0.00353,165.65,1.05,,,
JTR_M048,JTR,2000s,-0.51,25.39,21.35,0.193,-0.00352,165.65,1.05,1.89,0.041,0.0037
JTR_M049,JTR,2000s,-0.49,25.33,21.35,0.193,-0.00351,165.65,1.05,3.71,0.102,0.0093
JTR_M050,JTR,2000s,-0.49,25.33,21.35,0.193,-0.00351,165.65,1.05,1.39,0.033,0.003
JTR_M051,JTR,2000s,-0.49,25.33,21.35,0.193,-0.0035,165.65,1.05,2.87,0.093,0.0085
JTR_M052,JTR,2000s,-0.47,25.27,21.35,0.193,-0.0035,165.65,1.05,2.89,0.063,0.0058
JTR_M053,JTR,2000s,-0.47,25.27,21.35,0.193,-0.00349,165.65,1.05,1.8,0.041,0.0037
JTR_M054,JTR,2000s,-0.45,25.29,21.35,0.193,-0.00348,165.65,1.05,1.31,0.027,0.0024
JTR_M055,JTR,2000s,-0.45,25.29,21.35,0.193,-0.00348,165.65,1.05,2.54,0.027,0.0024
JTR_M056,JTR,2000s,-0.35,25.21,21.35,0.193,-0.00348,165.65,1.05,2.04,0.021,0.0019
JTR_M057,JTR,2000s,-0.35,25.21,21.35,0.193,-0.00347,165.65,1.05,1.95,0.033,0.003
JTR_M059,JTR,2000s,-0.36,25.07,21.35,0.193,-0.00347,165.65,1.05,1.47,0.031,0.0028
JTR_M060,JTR,2000s,-0.36,25.07,21.35,0.193,-0.00346,165.65,1.05,2.22,0.041,0.0037
JTR_M061,JTR,2000s,-0.36,25.0,21.35,0.193,-0.00346,165.65,1.05,1.88,0.018,0.0017
JTR_M062,JTR,2000s,-0.36,25.0,21.35,0.193,-0.00345,165.65,1.05,,,
JTR_M063,JTR,2000s,-0.34,24.65,21.35,0.193,-0.00342,165.65,1.05,2.21,0.037,0.0034
JTR_M065,JTR,2000s,-0.37,24.45,21.35,0.193,-0.00339,165.65,1.05,4.57,0.047,0.0043
JTR_M066,JTR,2000s,-0.39,24.46,21.35,0.193,-0.00339,165.65,1.05,1.18,0.024,0.0022
JTR_M067,JTR,2000s,-0.39,24.46,21.35,0.193,-0.00338,165.65,1.05,1.68,0.035,0.0031
JTR_M069,JTR,2000s,-0.38,24.47,21.35,0.193,-0.00337,165.65,1.05,2.24,0.035,0.0031
JTR_M070,JTR,2000s,-0.38,24.47,21.35,0.193,-0.00336,165.65,1.05,1.08,0.022,0.002
JTR_M071,JTR,2000s,-0.38,24.47,21.35,0.193,-0.00336,165.65,1.05,1.77,0.037,0.0034
JTR_M072,JTR,2000s,-0.39,24.47,21.35,0.193,-0.00336,165.65,1.05,0.19,0.004,0.0003
JTR_M073,JTR,2000s,-0.37,24.48,21.35,0.193,-0.00336,165.65,1.05,0.95,0.012,0.0011
JTR_M074,JTR,2000s,-0.37,24.48,21.35,0.193,-0.00335,165.65,1.05,1.33,0.013,0.0012
JTR_M084,JTR,2000s,-0.22,24.32,21.35,0.193,-0.00327,165.65,1.05,1.17,0.015,0.0014
JTR_M086,JTR,2000s,-0.22,24.32,21.35,0.193,-0.00326,165.65,1.05,1.05,0.016,0.0018
LTR_M001,LTR,2000s,-0.46,19.39,21.35,0.193,-0.00303,165.65,1.05,1.14,0.029,0.0026
LTR_M002,LTR,2000s,-0.46,19.55,21.35,0.193,-0.00303,165.65,1.05,,,
LTR_M004,LTR,2000s,-0.46,19.55,21.35,0.193,-0.00304,165.65,1.05,2.62,0.037,0.0034
LTR_M005,LTR,2000s,-0.45,19.62,21.35,0.193,-0.00305,165.65,1.05,1.52,0.031,0.0029
LTR_M006,LTR,2000s,-0.45,19.62,21.35,0.193,-0.00306,165.65,1.05,1.33,0.024,0.0022
LTR_M007,LTR,2000s,-0.45,19.62,21.35,0.193,-0.00307,165.65,1.05,0.99,0.015,0.0014
LTR_M009,LTR,2000s,-0.51,19.62,21.35,0.193,-0.00308,165.65,1.05,,,
LTR_M010,LTR,2000s,-0.51,19.62,21.35,0.193,-0.00308,165.65,1.05,,,
LTR_M011,LTR,2000s,-0.45,19.62,21.35,0.193,-0.00309,165.65,1.05,1.0,0.014,0.0013
LTR_M012,LTR,2000s,-0.45,19.62,21.35,0.193,-0.00309,165.65,1.05,1.8,0.023,0.0026
LTR_M013,LTR,2000s,-0.45,19.7,21.35,0.193,-0.0031,165.65,1.05,4.51,0.041,0.0037
LTR_M014,LTR,2000s,-0.45,19.7,21.35,0.193,-0.00311,165.65,1.05,13.43,0.236,0.0214
LTR_M015,LTR,2000s,-0.44,19.87,21.35,0.193,-0.00311,165.65,1.05,,,
LTR_M016,LTR,2000s,-0.41,19.86,21.35,0.193,-0.00311,165.65,1.05,1.86,0.038,0.0035
LTR_M017,LTR,2000s,-0.44,19.87,21.35,0.193,-0.00312,165.65,1.05,1.3,0.037,0.0033
LTR_M018,LTR,2000s,-0.42,19.86,21.35,0.193,-0.00312,165.65,1.05,2.18,0.039,0.0036
LTR_M019,LTR,2000s,-0.44,19.86,21.35,0.193,-0.00312,165.65,1.05,2.29,0.041,0.0038
LTR_M020,LTR,2000s,-0.44,19.86,21.35,0.193,-0.00313,165.65,1.05,1.15,0.025,0.0023
LTR_M021,LTR,2000s,-0.44,19.86,21.35,0.193,-0.00313,165.65,1.05,0.87,0.018,0.0017
LTR_M022,LTR,2000s,-0.45,19.95,21.35,0.193,-0.00313,165.65,1.05,1.27,0.016,0.0014
LTR_M023,LTR,2000s,-0.4,19.95,21.35,0.193,-0.00314,165.65,1.05,,,
LTR_M024,LTR,2000s,-0.4,19.95,21.35,0.193,-0.00314,165.65,1.05,2.81,0.043,0.0039
LTR_M025,LTR,2000s,-0.4,19.95,21.35,0.193,-0.00314,165.65,1.05,1.2,0.021,0.0019
LTR_M026,LTR,2000s,-0.38,20.11,21.35,0.193,-0.00315,165.65,1.05,1.07,0.021,0.0024
LTR_M027,LTR,2000s,-0.38,20.11,21.35,0.193,-0.00315,165.65,1.05,,,
LTR_M028,LTR,2000s,-0.4,20.11,21.35,0.193,-0.00316,165.65,1.05,,,
