cell_id,zscore_bin_11,zscore_bin_33,zscore_bin_56,zscore_bin_78,zscore_bin_101,zscore_bin_123,zscore_bin_146,zscore_bin_168,zscore_bin_191,zscore_bin_213,zscore_bin_236,zscore_bin_258,zscore_bin_281,zscore_bin_303,zscore_bin_326,zscore_bin_348,preferred_direction_deg
1,1.7513324898327431,1.236140095750364,0.392747731498958,-0.2578593755837817,-1.3921659048578399,-1.2044150754153056,-0.7240400076521374,-0.9405539551675272,-0.660848489768024,-1.1900544379398745,-0.16996880127234654,0.10497225600780692,0.47538468133610456,0.1282553161651634,0.8739309907310784,1.5771424863346182,11.25
2,1.876879304860146,1.016168799959537,-0.2513811802990509,-1.2257322855954444,-1.3460343125417624,-1.1144999958807926,-1.1015751564180443,-0.453970159332057,-0.5521991219580134,-0.5880403434469118,-0.3161726341642092,0.6528459361856561,0.9188723938206472,0.6017645076513359,0.5884663138929284,1.2946079332660323,11.25
3,1.9341449706703029,2.224952716620543,1.4921694837485888,0.126130963240724,-0.4741608011762823,-0.5715684905691778,-0.5906757917359388,-0.5980605357516693,-0.6225794846784588,-0.6362580788598126,-0.6385769613450116,-0.6422114792054221,-0.6412120692545579,-0.6188337722593847,-0.3008069757167493,0.5575463062723064,33.75
4,1.6724092973086742,1.7668933124325705,0.9105387977572523,-0.38427529662101173,-1.0420129002492204,-1.1889180240638026,-1.0007300535995305,-0.7920524745717838,-0.668399249809151,-0.8405215809944844,-0.730648627631605,-0.4700797701079382,0.398382224170424,0.6588256390287215,0.7765889847834334,0.9339997221674543,33.75
5,0.9127247740741268,1.6579589865645745,1.5262731490572927,0.8823745629317117,0.29376426101569636,0.1365364172649541,0.18045816812509674,-0.06762098368126233,-0.2635157510759892,-0.8714506932534458,-1.3877784664005868,-1.7358492090156428,-1.3832719437508263,-0.40335423712383955,-0.04456152211640097,0.5673124873845531,33.75
6,0.5884885817786537,2.122821826615313,2.1139823654649983,0.784856533177012,-0.7802612304173167,-1.0264132566335815,-0.8080073401505309,-0.5351358240799515,0.0384178181615033,0.3535732515555986,0.29275402312520954,-0.1956415943568953,-0.6359271015175039,-0.7989691636519434,-0.8589304958939509,-0.6556083931766146,33.75
7,0.8411296884169769,1.5294732587378537,1.3581469756698488,1.018991452502477,0.8216049426349665,0.7044138543617431,0.1300998252919986,-0.30124501438284834,-0.003734766313893799,-0.006308987545828383,-0.5069166640420546,-1.37391754942248,-1.5846881422233723,-1.390567506216535,-1.085879569451424,-0.15060179801743556,33.75
8,1.2622541155849554,1.94626330316824,1.8648189556843942,1.1459446422823671,0.1201007307659411,-0.5258758134678939,-0.7800613026038269,-0.8128762852318486,-0.8568786848163471,-0.7402362974667362,-0.5437140713178097,-0.5448224550408661,-0.6621896157401045,-0.8198302876759211,-0.40137419843473837,0.34847726431019455,33.75
9,1.8447797276309137,2.166949516299207,0.9777735139069801,-0.7400459398909274,-1.2799918467730809,-0.8153189675039251,-0.023798876105328173,-0.23779097578506417,-0.5840484569111309,-1.0521856418246736,-1.0158123619647519,-0.29035251315887634,0.10491589074368492,0.23891293959659937,0.0741950029112079,0.6318189888291559,33.75
10,0.7624509491777852,1.5690855564416457,1.311557020533152,0.9374446203958138,0.33943269273795174,0.1379661830997952,,,-1.490580248116842,-1.3866061524942574,-1.2565603012292597,-0.8791185635731352,-0.574234439349062,-0.11596768607561828,0.026072366173246826,0.6190580022787843,146.25
