basin_id,export_ene,export_feb,export_mar,export_abr,export_may,export_jun,export_jul,export_ago,export_sep,export_oct,export_nov,export_dic
5097,0.0,0.0,0.0,0.01,0.08,0.03,0.01,0.0,0.0,0.0,0.0,0.0
5098,0.01,0.01,0.01,0.01,0.03,0.05,0.03,0.03,0.01,0.01,0.01,0.0
5099,0.01,0.01,0.01,0.03,0.07,0.18,0.11,0.07,0.02,0.03,0.03,0.01
5100,0.01,0.0,0.01,0.01,0.02,0.04,0.02,0.01,0.0,0.01,0.01,0.0
5101,0.03,0.02,0.03,0.04,0.1,0.1,0.04,0.07,0.02,0.03,0.01,0.01
5102,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
5104,0.0,0.0,0.0,0.0,0.03,0.02,0.01,0.02,0.01,0.0,0.0,0.0
5105,0.0,0.0,0.0,0.01,0.28,0.05,0.08,0.05,0.03,0.01,0.0,0.0
5106,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0
5108,0.0,0.0,0.0,0.0,0.06,0.04,0.04,0.04,0.01,0.0,0.0,0.0
5109,0.03,0.0,0.0,0.13,1.63,0.83,0.75,0.79,0.21,0.13,0.08,0.06
5110,0.0,0.0,0.0,0.01,0.4,0.27,0.17,0.2,0.04,0.03,0.03,0.02
5111,0.0,0.0,0.0,0.0,0.05,0.08,0.02,0.02,0.02,0.01,0.01,0.0
5112,0.01,0.01,0.01,0.01,0.18,0.09,0.04,0.05,0.06,0.03,0.03,0.01
5113,0.0,0.0,0.0,0.0,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0
5116,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
5120,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.0,0.0,0.0,0.0
5121,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.02,0.0,0.0,0.0,0.0
5122,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0
5123,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.0,0.0,0.0,0.0
5124,0.01,0.0,0.0,0.01,0.02,0.02,1.03,0.3,0.01,0.01,0.01,0.01
5125,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0
5126,0.0,0.0,0.0,0.0,0.0,0.01,0.09,0.03,0.0,0.0,0.0,0.0
5127,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.02,0.0,0.0,0.0,0.0
5128,0.0,0.0,0.0,0.0,0.01,0.01,0.11,0.04,0.0,0.0,0.0,0.0
5159,0.0,0.0,0.0,0.0,0.0,0.02,0.22,0.03,0.0,0.0,0.0,0.0
5160,0.0,0.0,0.0,0.0,0.0,0.08,0.26,0.02,0.0,0.0,0.0,0.0
5161,0.0,0.0,0.0,0.0,0.0,0.09,0.53,0.12,0.01,0.0,0.0,0.0
5162,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.07,0.0,0.0,0.0,0.0
5163,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.2,0.0,0.0,0.0,0.0
5166,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0
5167,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.01,0.0,0.0,0.0,0.0
5169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5170,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
5171,0.07,0.03,0.14,0.07,0.19,0.26,0.76,0.33,0.04,0.11,0.08,0.02
5172,0.03,0.02,0.05,0.02,0.1,0.24,0.31,0.14,0.02,0.06,0.05,0.01
5173,0.0,0.0,0.0,0.0,0.0,0.01,0.08,0.03,0.01,0.0,0.0,0.0
5174,0.0,0.0,0.0,0.0,0.0,0.01,0.05,0.01,0.0,0.0,0.0,0.0
5176,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0
5177,0.0,0.0,0.0,0.01,0.07,0.11,0.03,0.04,0.02,0.02,0.01,0.0
5179,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5180,0.0,0.0,0.0,0.0,0.22,0.59,0.12,0.08,0.02,0.01,0.0,0.0
5182,0.0,0.0,0.0,0.0,0.08,0.21,0.06,0.04,0.01,0.01,0.0,0.0
5183,0.0,0.0,0.0,0.01,0.41,1.0,0.24,0.17,0.08,0.05,0.01,0.01
5184,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0
5186,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0
5187,0.0,0.0,0.0,0.04,0.6,0.58,0.14,0.07,0.1,0.04,0.01,0.01
5189,0.0,0.0,0.01,0.01,0.06,0.03,0.02,0.02,0.01,0.01,0.01,0.01
5190,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.02,0.01,0.0,0.0
5191,0.0,0.0,0.0,0.0,0.13,0.09,0.11,0.08,0.03,0.01,0.01,0.0
5192,0.0,0.0,0.0,0.0,0.0,0.02,0.05,0.01,0.0,0.0,0.0,0.0
5193,0.19,0.18,0.19,0.92,8.85,3.97,2.48,1.66,1.32,0.85,0.4,0.24
5195,0.0,0.0,0.0,0.0,0.0,0.92,0.05,0.1,0.05,0.01,0.0,0.0
5196,0.05,0.0,0.0,0.0,1.62,14.56,7.43,7.55,3.13,0.76,0.47,0.34
5197,0.0,0.0,0.0,0.0,0.05,0.03,0.01,0.01,0.01,0.0,0.0,0.0
5198,0.0,0.0,0.0,0.0,0.0,0.16,0.02,0.01,0.01,0.0,0.0,0.0
5199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5200,0.01,0.02,0.02,0.01,0.03,0.04,0.41,0.14,0.02,0.02,0.02,0.01
5202,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.07,0.0,0.0,0.0,0.0
5203,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0
5205,0.0,0.0,0.0,0.0,0.0,0.05,0.06,0.01,0.0,0.0,0.0,0.0
5209,0.0,0.0,0.0,0.01,0.21,0.11,0.03,0.03,0.02,0.02,0.01,0.0
5210,0.0,0.0,0.0,0.0,0.06,0.04,0.01,0.01,0.01,0.0,0.0,0.0
5212,0.03,0.02,0.04,0.03,0.05,0.04,0.03,0.04,0.02,0.03,0.02,0.01
5213,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0
5214,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.0,0.0,0.0,0.0,0.0
5215,0.0,0.0,0.0,0.0,0.0,0.01,0.05,0.04,0.01,0.0,0.0,0.0
5216,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0
5217,0.0,0.0,0.0,0.0,0.01,0.02,0.01,0.01,0.01,0.01,0.0,0.0
5218,0.02,0.02,0.03,0.03,0.06,0.08,0.05,0.06,0.04,0.04,0.03,0.02
5219,0.0,0.0,0.0,0.0,3.49,4.32,1.63,1.41,1.03,0.43,0.08,0.02
5220,0.0,0.0,0.0,0.0,0.37,0.39,0.13,0.1,0.13,0.04,0.01,0.0
5221,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.01,0.02,0.0,0.0,0.0
5222,0.0,0.0,0.0,0.0,0.0,0.3,0.05,0.02,0.01,0.01,0.0,0.0
5223,0.0,0.0,0.0,0.0,0.0,0.45,0.1,0.04,0.01,0.01,0.0,0.0
5224,0.0,0.0,0.0,0.0,0.0,11.62,2.31,0.54,0.68,0.78,0.03,0.0
5225,0.0,0.0,0.0,0.0,0.02,5.92,1.3,0.23,0.33,0.43,0.01,0.0
5226,0.0,0.0,0.0,0.0,0.03,0.18,0.04,0.01,0.03,0.05,0.0,0.0
5227,0.0,0.0,0.0,0.0,0.01,0.04,0.01,0.01,0.01,0.01,0.0,0.0
5228,0.0,0.0,0.0,0.0,0.01,0.05,0.02,0.01,0.01,0.01,0.0,0.0
5229,0.01,0.01,0.01,0.03,0.24,0.52,0.18,0.12,0.05,0.05,0.04,0.01
5230,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
5231,0.0,0.0,0.0,0.0,0.0,0.21,0.06,0.01,0.01,0.0,0.0,0.0
5232,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.01,0.01,0.0,0.0,0.0
5233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5234,0.0,0.0,0.0,0.0,0.01,0.02,0.01,0.0,0.0,0.0,0.0,0.0
5236,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0
5237,0.0,0.0,0.0,0.0,0.0,0.02,0.09,0.01,0.0,0.0,0.0,0.0
5238,0.0,0.0,0.0,0.0,0.08,0.13,0.02,0.02,0.01,0.01,0.01,0.01
5239,0.1,0.07,0.1,0.16,0.22,0.51,0.84,1.11,0.49,0.11,0.08,0.08
5240,0.02,0.01,0.02,0.06,0.17,0.34,0.39,0.37,0.08,0.04,0.05,0.02
5241,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.01,0.01,0.0,0.0,0.0
5242,0.0,0.0,0.0,0.0,0.0,0.15,0.01,0.0,0.06,0.01,0.0,0.0
5243,0.0,0.0,0.0,0.0,2.34,4.79,0.4,0.55,0.21,0.11,0.0,0.0
5244,0.01,0.01,0.01,0.01,0.09,0.32,0.06,0.07,0.05,0.02,0.01,0.01
5245,0.0,0.0,0.0,0.0,0.04,0.05,0.01,0.0,0.01,0.0,0.0,0.0
5247,0.0,0.0,0.0,0.0,0.01,0.06,0.02,0.01,0.01,0.01,0.0,0.0
5249,0.0,0.0,0.0,0.0,0.01,0.02,0.01,0.0,0.01,0.0,0.0,0.0
5250,0.01,0.01,0.01,0.02,0.02,0.04,0.4,0.39,0.08,0.01,0.02,0.01
5252,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.01,0.0,0.0,0.0
5253,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.0,0.0,0.0,0.0,0.0
5254,0.0,0.0,0.0,0.0,0.0,0.41,0.09,0.04,0.03,0.0,0.0,0.0
5255,0.01,0.01,0.01,0.01,0.01,0.09,0.05,0.01,0.02,0.01,0.01,0.01
5256,0.0,0.0,0.0,0.0,0.14,0.91,0.42,0.19,0.33,0.1,0.01,0.0
5257,0.01,0.01,0.01,0.06,1.47,1.23,0.32,0.13,0.08,0.05,0.02,0.02
5258,0.0,0.0,0.0,0.02,0.2,0.23,0.08,0.06,0.03,0.02,0.01,0.01
5260,0.0,0.0,0.0,0.01,0.13,0.1,0.03,0.02,0.02,0.01,0.01,0.0
5261,0.0,0.0,0.0,0.0,0.02,0.03,0.01,0.0,0.0,0.0,0.0,0.0
5262,0.0,0.0,0.0,0.01,0.08,0.33,0.1,0.04,0.02,0.02,0.01,0.0
5263,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.01,0.0,0.0,0.0,0.0
5265,0.0,0.0,0.0,0.0,0.08,0.08,0.02,0.02,0.02,0.01,0.0,0.0
5266,0.0,0.0,0.01,0.02,0.02,0.08,0.02,0.02,0.01,0.01,0.01,0.01
5268,0.0,0.0,0.0,0.0,0.01,0.06,0.02,0.02,0.01,0.0,0.0,0.0
5271,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.13,0.01,0.0,0.0,0.0
5274,0.0,0.0,0.0,0.0,0.01,0.07,0.08,0.01,0.01,0.0,0.0,0.0
5275,0.0,0.0,0.0,0.01,0.02,0.1,0.1,0.02,0.01,0.01,0.01,0.01
5276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5278,0.0,0.0,0.0,0.0,0.2,0.77,0.15,0.11,0.11,0.04,0.01,0.01
5279,0.0,0.0,0.0,0.01,0.06,0.05,0.06,0.03,0.01,0.01,0.0,0.0
5280,0.02,0.01,0.06,0.02,0.07,0.03,0.05,0.05,0.01,0.03,0.02,0.0
5281,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.0,0.0,0.0,0.0
5282,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0
5283,0.0,0.0,0.0,0.0,0.05,0.22,0.09,0.07,0.03,0.01,0.0,0.0
5284,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.01,0.0,0.0,0.0,0.0
5285,0.0,0.0,0.0,0.0,0.12,0.21,0.02,0.02,0.02,0.01,0.0,0.0
5286,0.0,0.0,0.0,0.0,0.37,1.39,0.12,0.14,0.06,0.05,0.0,0.0
5287,0.0,0.0,0.0,0.0,0.01,0.03,0.0,0.0,0.0,0.0,0.0,0.0
5288,0.0,0.0,0.0,0.0,0.2,0.08,0.17,0.07,0.02,0.0,0.0,0.0
5289,0.0,0.0,0.0,0.04,0.37,0.57,0.16,0.12,0.19,0.04,0.01,0.01
5290,0.0,0.0,0.0,0.0,0.03,0.15,0.03,0.01,0.02,0.01,0.0,0.0
5291,0.0,0.0,0.0,0.0,0.07,0.39,0.05,0.01,0.06,0.03,0.01,0.01
5292,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0
5293,0.01,0.01,0.01,0.02,0.1,0.18,0.05,0.07,0.03,0.02,0.02,0.02
5294,0.0,0.0,0.0,0.0,0.13,0.55,0.27,0.12,0.14,0.04,0.0,0.0
5295,0.01,0.01,0.01,0.01,0.34,1.67,0.28,0.16,0.25,0.11,0.03,0.02
5296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5297,0.01,0.0,0.0,0.01,0.01,0.03,0.01,0.02,0.02,0.01,0.01,0.01
5298,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.01,0.02,0.0,0.0,0.0
5299,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
5300,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.0,0.01,0.0,0.0,0.0
5301,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0
5302,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.01,0.0,0.0,0.0,0.0
5304,0.0,0.0,0.0,0.0,0.02,0.14,0.03,0.02,0.02,0.01,0.0,0.0
5305,0.01,0.01,0.01,0.01,0.02,0.08,0.14,0.12,0.03,0.01,0.01,0.01
5307,0.0,0.0,0.0,0.01,0.01,0.06,0.25,0.04,0.06,0.01,0.0,0.0
5308,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
5309,0.0,0.0,0.0,0.0,0.0,0.21,0.07,0.04,0.02,0.0,0.0,0.0
5310,0.0,0.0,0.0,0.01,0.01,0.58,0.24,0.08,0.05,0.01,0.0,0.0
5311,0.0,0.0,0.0,0.0,0.02,0.06,0.01,0.0,0.01,0.0,0.0,0.0
5312,0.0,0.0,0.0,0.0,0.02,0.02,0.02,0.01,0.01,0.0,0.0,0.0
5313,0.0,0.0,0.0,0.0,0.08,0.06,0.05,0.04,0.01,0.0,0.0,0.0
5315,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0
5316,0.01,0.0,0.01,0.02,0.12,0.1,0.07,0.06,0.04,0.02,0.02,0.01
5317,0.06,0.06,0.1,0.34,1.95,1.61,1.11,1.13,0.64,0.35,0.22,0.08
5318,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0
5319,0.11,0.04,0.32,0.11,0.7,2.08,2.54,1.2,0.32,0.34,0.09,0.05
5320,0.04,0.01,0.07,0.02,0.1,0.03,0.09,0.06,0.02,0.05,0.02,0.01
5321,0.0,0.0,0.0,0.01,0.01,0.67,0.81,0.22,0.15,0.01,0.0,0.0
5322,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.0,0.0,0.0,0.0,0.0
5323,0.01,0.01,0.01,0.01,0.01,0.22,0.03,0.02,0.03,0.01,0.01,0.01
5325,0.03,0.02,0.02,0.02,0.09,0.24,0.13,0.06,0.07,0.05,0.05,0.04
5326,0.0,0.0,0.0,0.0,0.03,0.04,0.01,0.01,0.01,0.0,0.0,0.0
5327,0.0,0.0,0.0,0.0,0.02,0.04,0.02,0.01,0.01,0.0,0.0,0.0
5328,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5329,0.0,0.0,0.0,0.0,0.11,0.01,0.01,0.01,0.03,0.01,0.0,0.0
5330,0.0,0.0,0.0,0.0,0.02,0.01,0.01,0.01,0.0,0.0,0.0,0.0
5331,0.02,0.01,0.02,0.02,0.21,1.05,0.61,0.28,0.14,0.03,0.02,0.01
5332,0.0,0.0,0.0,0.0,0.01,0.03,0.01,0.01,0.0,0.0,0.0,0.0
5333,0.0,0.0,0.0,0.0,0.05,0.23,0.13,0.1,0.08,0.01,0.0,0.0
5334,0.0,0.0,0.0,0.0,0.02,0.14,0.07,0.05,0.02,0.0,0.0,0.0
5335,0.0,0.0,0.0,0.0,0.24,0.11,0.12,0.07,0.03,0.0,0.0,0.0
5336,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0
5338,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0
5339,0.0,0.0,0.0,0.01,0.32,0.53,0.15,0.1,0.06,0.03,0.01,0.01
5340,0.0,0.0,0.0,0.0,0.0,0.19,0.04,0.03,0.01,0.0,0.0,0.0
5341,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
5343,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.0,0.0,0.0,0.0,0.0
5344,0.0,0.0,0.0,0.0,0.0,0.09,0.03,0.03,0.01,0.0,0.0,0.0
5345,0.0,0.0,0.0,0.0,0.0,0.09,0.03,0.01,0.01,0.0,0.0,0.0
5347,0.0,0.0,0.0,0.0,0.01,0.02,0.01,0.01,0.0,0.0,0.0,0.0
5348,0.0,0.0,0.0,0.0,0.0,0.09,0.05,0.03,0.01,0.0,0.0,0.0
5349,0.01,0.0,0.0,0.01,0.01,0.66,0.44,0.15,0.11,0.01,0.01,0.01
5350,0.01,0.01,0.01,0.01,0.02,0.16,0.05,0.02,0.01,0.01,0.01,0.01
5351,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.01,0.0,0.0,0.0,0.0
5352,0.0,0.0,0.0,0.0,0.02,0.06,0.01,0.0,0.01,0.0,0.0,0.0
5353,0.0,0.0,0.0,0.0,0.06,0.04,0.01,0.01,0.01,0.0,0.0,0.0
5354,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.05,0.0,0.0,0.0,0.0
5355,0.0,0.0,0.0,0.0,0.0,0.01,0.05,0.01,0.0,0.0,0.0,0.0
5356,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.02,0.0,0.0,0.0,0.0
5358,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
5359,0.0,0.0,0.0,0.0,0.0,0.05,0.11,0.03,0.0,0.0,0.0,0.0
5360,0.0,0.0,0.0,0.0,0.0,0.03,0.07,0.02,0.0,0.0,0.0,0.0
5361,0.0,0.0,0.0,0.0,0.0,0.23,0.4,0.07,0.0,0.0,0.0,0.0
5362,0.0,0.0,0.0,0.0,0.1,0.04,0.03,0.01,0.0,0.0,0.0,0.0
5363,0.0,0.0,0.0,0.0,0.01,0.09,0.02,0.01,0.01,0.0,0.0,0.0
5364,0.05,0.04,0.05,0.07,0.1,0.26,2.41,1.56,0.21,0.07,0.06,0.05
5366,0.0,0.0,0.0,0.0,0.01,0.08,0.01,0.01,0.01,0.0,0.0,0.0
5367,0.0,0.0,0.0,0.0,0.0,0.07,0.03,0.03,0.01,0.0,0.0,0.0
5368,0.0,0.0,0.0,0.0,0.23,0.66,0.11,0.05,0.05,0.0,0.0,0.0
5369,0.0,0.0,0.0,0.0,0.02,0.04,0.01,0.01,0.0,0.0,0.0,0.0
5370,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5371,0.0,0.0,0.0,0.01,0.03,0.05,0.01,0.01,0.01,0.01,0.01,0.0
5373,0.01,0.0,0.01,0.01,0.05,0.1,0.17,0.08,0.01,0.01,0.01,0.0
5375,0.0,0.0,0.0,0.0,0.0,0.04,0.05,0.01,0.01,0.0,0.0,0.0
5376,0.02,0.01,0.02,0.01,0.02,0.42,0.13,0.06,0.05,0.01,0.02,0.02
5377,0.0,0.0,0.0,0.0,0.19,0.56,0.11,0.05,0.05,0.0,0.0,0.0
5378,0.0,0.0,0.0,0.0,0.01,0.03,0.01,0.01,0.01,0.0,0.0,0.0
5380,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5381,0.0,0.0,0.0,0.0,0.02,0.59,0.49,0.18,0.07,0.01,0.0,0.0
5384,0.0,0.0,0.0,0.0,0.06,0.05,0.06,0.01,0.0,0.0,0.0,0.0
5385,0.0,0.0,0.0,0.0,0.05,0.01,0.02,0.01,0.0,0.0,0.0,0.0
5386,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5387,0.0,0.0,0.0,0.0,0.07,0.4,0.14,0.08,0.04,0.02,0.01,0.01
5388,0.0,0.0,0.0,0.0,0.01,0.04,0.01,0.01,0.0,0.0,0.0,0.0
5389,0.0,0.0,0.0,0.0,0.04,0.12,0.03,0.01,0.02,0.01,0.0,0.0
5390,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
5391,0.0,0.0,0.0,0.01,0.01,0.04,0.02,0.02,0.01,0.01,0.0,0.0
5392,0.0,0.0,0.0,0.01,0.03,0.01,0.01,0.01,0.01,0.01,0.0,0.0
5393,0.03,0.03,0.05,0.05,0.15,0.27,0.17,0.16,0.07,0.07,0.04,0.04
5394,0.04,0.04,0.06,0.06,0.14,0.29,0.19,0.16,0.08,0.09,0.06,0.05
5395,0.01,0.01,0.02,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01
5397,0.0,0.0,0.0,0.0,0.0,0.12,0.03,0.02,0.0,0.0,0.0,0.0
5398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5399,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,0.0,0.0,0.0,0.0
5400,0.0,0.0,0.0,0.0,0.02,0.11,0.13,0.07,0.04,0.01,0.0,0.0
5401,0.03,0.03,0.03,0.03,0.13,1.03,0.24,0.14,0.16,0.11,0.03,0.03
5402,0.02,0.02,0.03,0.04,0.04,2.3,1.88,0.52,0.4,0.05,0.03,0.02
5403,0.0,0.0,0.0,0.0,0.0,0.01,0.06,0.01,0.01,0.0,0.0,0.0
5404,0.0,0.0,0.0,0.0,0.0,0.06,0.03,0.02,0.0,0.0,0.0,0.0
5405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5408,0.0,0.0,0.0,0.0,0.0,0.76,1.47,0.29,0.18,0.03,0.0,0.0
5409,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.0,0.0,0.0,0.0,0.0
5410,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.0,0.0,0.0,0.0,0.0
5411,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
5412,0.0,0.0,0.0,0.0,0.0,0.05,0.02,0.01,0.0,0.0,0.0,0.0
5413,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0
5414,0.01,0.0,0.01,0.02,0.05,0.09,0.07,0.05,0.04,0.03,0.01,0.01
5415,0.0,0.0,0.0,0.01,0.05,0.09,0.1,0.09,0.01,0.01,0.0,0.0
5416,0.0,0.0,0.0,0.0,0.0,0.01,0.07,0.03,0.02,0.0,0.0,0.0
5417,0.0,0.0,0.0,0.01,0.01,0.02,0.1,0.12,0.02,0.0,0.0,0.0
5418,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.01,0.0,0.0,0.0,0.0
5419,0.0,0.0,0.0,0.01,0.01,0.05,0.19,0.03,0.02,0.0,0.0,0.0
5420,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.01,0.01,0.0,0.0,0.0
5421,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
5422,0.0,0.0,0.0,0.0,0.0,0.16,0.05,0.02,0.01,0.0,0.0,0.0
5423,0.01,0.01,0.01,0.0,0.0,0.18,0.02,0.07,0.02,0.01,0.01,0.01
5424,0.0,0.0,0.0,0.0,0.0,0.37,0.1,0.15,0.04,0.0,0.0,0.0
5425,0.0,0.0,0.0,0.0,0.0,0.11,0.05,0.05,0.01,0.0,0.0,0.0
5426,0.0,0.0,0.0,0.0,0.17,1.47,0.51,0.33,0.13,0.13,0.06,0.03
5427,0.0,0.0,0.0,0.0,0.13,0.99,0.4,0.27,0.08,0.08,0.04,0.02
5428,0.0,0.0,0.0,0.0,0.01,0.02,0.01,0.01,0.01,0.01,0.0,0.0
5429,0.0,0.0,0.0,0.0,0.0,0.21,0.33,0.08,0.05,0.01,0.0,0.0
5430,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0
5432,0.0,0.0,0.0,0.0,0.15,0.35,0.11,0.07,0.01,0.01,0.0,0.0
5433,0.0,0.0,0.0,0.0,0.01,0.08,0.04,0.02,0.0,0.01,0.0,0.0
5434,0.0,0.0,0.0,0.0,0.01,0.12,0.02,0.01,0.0,0.0,0.0,0.0
5435,0.0,0.0,0.0,0.0,0.05,0.57,0.14,0.09,0.04,0.03,0.01,0.01
5436,0.0,0.0,0.0,0.01,0.01,0.05,0.14,0.02,0.01,0.01,0.0,0.0
5437,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
5438,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0
5439,0.0,0.0,0.0,0.0,0.0,0.03,0.11,0.01,0.0,0.0,0.0,0.0
5440,0.0,0.0,0.0,0.0,0.0,0.03,0.12,0.01,0.0,0.0,0.0,0.0
5442,0.0,0.0,0.0,0.0,0.01,0.2,0.06,0.04,0.02,0.01,0.0,0.0
5443,0.0,0.0,0.0,0.01,0.01,0.06,0.39,0.08,0.01,0.0,0.0,0.0
5444,0.0,0.0,0.01,0.01,0.02,0.12,1.04,0.34,0.03,0.01,0.01,0.0
5445,0.0,0.0,0.0,0.0,0.0,0.11,0.03,0.01,0.01,0.0,0.0,0.0
5447,0.0,0.0,0.0,0.0,0.0,0.16,0.06,0.02,0.02,0.0,0.0,0.0
5448,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
5449,0.0,0.0,0.0,0.0,0.01,0.28,0.05,0.01,0.01,0.01,0.0,0.0
5450,0.01,0.01,0.01,0.11,0.67,1.4,0.75,0.6,0.26,0.11,0.03,0.01
5451,0.01,0.01,0.01,0.05,0.32,0.51,0.36,0.3,0.12,0.05,0.02,0.01
5452,0.01,0.01,0.01,0.01,0.02,0.03,0.02,0.03,0.01,0.02,0.01,0.01
5453,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0,0.0
