tp_bin,Thermal stressor,mean_slope,median_slope,std_slope,n_pop,pct_positive,pct_significant,mean_r2
-1.8,Cumulative intensity,0.0004148936170212769,0.0,0.014474009370974076,47,36.17021276595745,4.25531914893617,0.028614893617021277
-1.8,Temperature,0.07038478260869564,0.15689999999999998,1.4976826228050366,46,54.347826086956516,2.1739130434782608,0.03198478260869565
-1.8,Temperature difference,0.02309545454545453,-0.18885000000000002,2.020338836991936,44,45.45454545454545,6.8181818181818175,0.05978181818181818
-1.8,Temperature trend,-0.967077358490566,-0.613,8.092736773481645,53,49.056603773584904,0.0,0.014366037735849055
-1.4,Cumulative intensity,0.0006472527472527473,0.0,0.01735163354883876,91,38.46153846153847,4.395604395604396,0.0843923076923077
-1.4,Temperature,0.0458922077922078,-0.0762,1.3838933635871618,77,48.05194805194805,0.0,0.04921688311688312
-1.4,Temperature difference,0.35474883720930234,0.1333,1.7390622625760925,86,58.139534883720934,4.651162790697675,0.13599418604651162
-1.4,Temperature trend,-0.8341103896103894,-0.0976,8.05170312504367,77,49.35064935064935,0.0,0.014588311688311689
-1.0,Cumulative intensity,-0.00045347721822541965,0.0,0.01582008957857442,417,40.04796163069545,2.877697841726619,0.042133333333333335
-1.0,Temperature,-0.06785239294710327,0.0073,1.5095968129277373,397,50.12594458438288,1.7632241813602016,0.033187405541561715
-1.0,Temperature difference,0.194772397094431,0.0823,1.842079546515986,413,53.510895883777245,5.084745762711865,0.06812009685230025
-1.0,Temperature trend,-0.7396223057644111,-0.3453,7.343210982748931,399,46.616541353383454,0.5012531328320802,0.015005263157894737
-0.6,Cumulative intensity,0.00016582524271844658,0.0,0.016576813331044125,2060,41.699029126213595,4.757281553398058,0.0453304854368932
-0.6,Temperature,-0.00945438008616563,-0.0076,1.4231506368995765,2089,49.736716132120634,1.8669219722355195,0.038645763523216844
-0.6,Temperature difference,0.092833527696793,0.05265,1.573307586140112,2058,52.57531584062196,5.782312925170068,0.06483658892128279
-0.6,Temperature trend,-0.41395772357723576,-0.1048,6.968395462828225,2091,48.97178383548542,0.3347680535628886,0.01858627450980392
-0.2,Cumulative intensity,-0.00045118323191345504,0.0,0.015364843210342887,10353,44.17077175697865,3.660774654689462,0.05074013329469719
-0.2,Temperature,-0.11220180861862139,-0.0518,1.2842531013281595,10837,46.56270185475685,1.9101227276921657,0.04427962535757128
-0.2,Temperature difference,0.09078173635852241,0.04745,1.4242785103549118,10666,52.80330020626289,5.812863303956497,0.07108170823176449
-0.2,Temperature trend,-0.6743937599550267,-0.3712,6.507028732137048,10673,45.601049376932444,0.543427340016865,0.021778834442050032
0.2,Cumulative intensity,-0.0004476964452759588,0.0,0.015591413750561453,8552,43.32319925163704,3.6716557530402247,0.05350951824134705
0.2,Temperature,-0.08413954135589446,-0.0612,1.2301723881426225,8983,46.37648892352221,1.5584993877323834,0.0450521652009351
0.2,Temperature difference,-0.0015184554678692212,0.0159,1.3900787621774569,8870,51.11612175873732,5.535512965050733,0.07416475760992108
0.2,Temperature trend,-0.6080323937258468,-0.35325,6.403683279714255,8798,45.60127301659468,0.44328256421914075,0.02251426460559218
0.6,Cumulative intensity,-0.0001599567879006122,0.0,0.01501275546990907,2777,43.28411955347497,4.249189773136478,0.0499369463449766
0.6,Temperature,-0.022601173627890922,-0.0033,1.2600280621458504,2897,49.70659302726959,1.4152571625819814,0.042205281325509145
0.6,Temperature difference,-0.060912321116928445,-0.0158,1.4172820997816227,2865,48.86561954624782,5.130890052356021,0.06831186736474695
0.6,Temperature trend,-0.10642681486627302,-0.0455,6.270927198957477,2879,49.49635290031261,0.4168113928447377,0.020671587356721085
1.0,Cumulative intensity,-0.0002434129089301503,0.0,0.01432204929304337,1131,40.05305039787798,4.420866489832007,0.049076834659593276
1.0,Temperature,-0.02823067796610169,-0.0159,1.0840519267807844,1180,48.559322033898304,1.864406779661017,0.03877601694915254
1.0,Temperature difference,0.039012575366063736,0.0049,1.2825045018998753,1161,50.64599483204134,5.684754521963824,0.06740878552971577
1.0,Temperature trend,-0.2499217616580311,-0.0421,5.929333924674444,1158,49.22279792746114,0.17271157167530224,0.018440759930915374
1.4,Cumulative intensity,0.000965,0.0,0.011194894567773367,220,46.36363636363636,5.454545454545454,0.050640000000000004
1.4,Temperature,0.01091710526315789,0.02155,1.0408538937431218,228,52.63157894736842,1.7543859649122806,0.046587719298245615
1.4,Temperature difference,-0.009076785714285713,0.0017000000000000001,1.1310713165560382,224,50.89285714285714,7.142857142857142,0.07392276785714287
1.4,Temperature trend,0.0035921739130434804,0.08105000000000001,5.566309040240839,230,53.04347826086957,1.3043478260869565,0.023701304347826087
1.8,Cumulative intensity,0.0012044444444444444,0.0,0.012090566487133594,45,37.77777777777778,4.444444444444445,0.03557333333333333
1.8,Temperature,0.15449999999999997,0.0332,1.107711932543836,41,53.65853658536586,0.0,0.03880487804878049
1.8,Temperature difference,0.12933658536585366,0.0024,1.4944383300685407,41,51.21951219512195,4.878048780487805,0.0749951219512195
1.8,Temperature trend,1.4216,0.5046,5.036633514876957,45,57.77777777777777,0.0,0.014991111111111111
