subfigura,prueba,medida,direccion_mejora,grupo,mes,raton,valor
d,Cruz elevada,Tiempo en brazos abiertos,mas_es_mejor,Control,2,Cont3,11.8667
d,Cruz elevada,Tiempo en brazos abiertos,mas_es_mejor,Control,2,Cont4,11.6
d,Cruz elevada,Tiempo en brazos abiertos,mas_es_mejor,Control,2,Cont5,13.6667
d,Cruz elevada,Tiempo en brazos abiertos,mas_es_mejor,Control,2,Cont6,22.4
d,Cruz elevada,Tiempo en brazos abiertos,mas_es_mejor,Control,2,Cont7,19.6666
d,Cruz elevada,Tiempo en brazos abiertos,mas_es_mejor,Control,2,Cont8,11.8667
d,Cruz elevada,Tiempo en brazos abiertos,mas_es_mejor,Control,2,Cont9,24.3333
d,Cruz elevada,Tiempo en brazos abiertos,mas_es_mejor,Control,2,Cont10,42.2666
d,Cruz elevada,Tiempo en brazos abiertos,mas_es_mejor,Semaglutida,2,Sema1,99.4666
d,Cruz elevada,Tiempo en brazos abiertos,mas_es_mejor,Semaglutida,2,Sema2,70.4666
d,Cruz elevada,Tiempo en brazos abiertos,mas_es_mejor,Semaglutida,2,Sema3,25.7333
d,Cruz elevada,Tiempo en brazos abiertos,mas_es_mejor,Semaglutida,2,Sema4,33.6
d,Cruz elevada,Tiempo en brazos abiertos,mas_es_mejor,Semaglutida,2,Sema5,60.8666
d,Cruz elevada,Tiempo en brazos abiertos,mas_es_mejor,Semaglutida,2,Sema6,58.0666
d,Cruz elevada,Tiempo en brazos abiertos,mas_es_mejor,Semaglutida,2,Sema7,182.466
d,Cruz elevada,Tiempo en brazos abiertos,mas_es_mejor,Semaglutida,2,Sema8,70.6666
d,Cruz elevada,Tiempo en brazos abiertos,mas_es_mejor,Semaglutida,2,Sema9,78.533
d,Cruz elevada,Tiempo en brazos abiertos,mas_es_mejor,Semaglutida,2,Sema10,55.3664
d,Cruz elevada,Tiempo en brazos abiertos,mas_es_mejor,Restriccion calorica,2,Rest1,33.6665
d,Cruz elevada,Tiempo en brazos abiertos,mas_es_mejor,Restriccion calorica,2,Rest2,24.0666
d,Cruz elevada,Tiempo en brazos abiertos,mas_es_mejor,Restriccion calorica,2,Rest3,81.833
d,Cruz elevada,Tiempo en brazos abiertos,mas_es_mejor,Restriccion calorica,2,Rest4,67.2331
d,Cruz elevada,Tiempo en brazos abiertos,mas_es_mejor,Restriccion calorica,2,Rest5,36.0332
d,Cruz elevada,Tiempo en brazos abiertos,mas_es_mejor,Restriccion calorica,2,Rest6,28.8666
d,Cruz elevada,Tiempo en brazos abiertos,mas_es_mejor,Restriccion calorica,2,Rest7,21.7332
d,Cruz elevada,Tiempo en brazos abiertos,mas_es_mejor,Restriccion calorica,2,Rest8,97.7997
d,Cruz elevada,Tiempo en brazos abiertos,mas_es_mejor,Restriccion calorica,2,Rest9,89.9998
d,Cruz elevada,Tiempo en brazos abiertos,mas_es_mejor,Restriccion calorica,2,Rest10,72.8999
d,Cruz elevada,Tiempo en brazos abiertos,mas_es_mejor,Control,4,Cont1,5.73331
d,Cruz elevada,Tiempo en brazos abiertos,mas_es_mejor,Control,4,Cont2,3.536
d,Cruz elevada,Tiempo en brazos abiertos,mas_es_mejor,Control,4,Cont3,23.0666
d,Cruz elevada,Tiempo en brazos abiertos,mas_es_mejor,Control,4,Cont4,9.334
d,Cruz elevada,Tiempo en brazos abiertos,mas_es_mejor,Control,4,Cont5,2.801
d,Cruz elevada,Tiempo en brazos abiertos,mas_es_mejor,Control,4,Cont6,11.0667
d,Cruz elevada,Tiempo en brazos abiertos,mas_es_mejor,Control,4,Cont7,49.001
d,Cruz elevada,Tiempo en brazos abiertos,mas_es_mejor,Control,4,Cont8,12.467
d,Cruz elevada,Tiempo en brazos abiertos,mas_es_mejor,Control,4,Cont9,31.934
d,Cruz elevada,Tiempo en brazos abiertos,mas_es_mejor,Control,4,Cont10,8.79999
d,Cruz elevada,Tiempo en brazos abiertos,mas_es_mejor,Semaglutida,4,Sema1,70.5331
d,Cruz elevada,Tiempo en brazos abiertos,mas_es_mejor,Semaglutida,4,Sema2,137.667
d,Cruz elevada,Tiempo en brazos abiertos,mas_es_mejor,Semaglutida,4,Sema3,17.401
d,Cruz elevada,Tiempo en brazos abiertos,mas_es_mejor,Semaglutida,4,Sema4,66.734
d,Cruz elevada,Tiempo en brazos abiertos,mas_es_mejor,Semaglutida,4,Sema5,147.899
d,Cruz elevada,Tiempo en brazos abiertos,mas_es_mejor,Semaglutida,4,Sema6,74.033
d,Cruz elevada,Tiempo en brazos abiertos,mas_es_mejor,Semaglutida,4,Sema7,92.0663
d,Cruz elevada,Tiempo en brazos abiertos,mas_es_mejor,Semaglutida,4,Sema8,70.9997
d,Cruz elevada,Tiempo en brazos abiertos,mas_es_mejor,Semaglutida,4,Sema9,55.7331
d,Cruz elevada,Tiempo en brazos abiertos,mas_es_mejor,Semaglutida,4,Sema10,129.302
d,Cruz elevada,Tiempo en brazos abiertos,mas_es_mejor,Restriccion calorica,4,Rest1,56.269
d,Cruz elevada,Tiempo en brazos abiertos,mas_es_mejor,Restriccion calorica,4,Rest2,44.902
d,Cruz elevada,Tiempo en brazos abiertos,mas_es_mejor,Restriccion calorica,4,Rest3,65.6664
d,Cruz elevada,Tiempo en brazos abiertos,mas_es_mejor,Restriccion calorica,4,Rest4,14.936
d,Cruz elevada,Tiempo en brazos abiertos,mas_es_mejor,Restriccion calorica,4,Rest5,34.936
d,Cruz elevada,Tiempo en brazos abiertos,mas_es_mejor,Restriccion calorica,4,Rest6,24.267
d,Cruz elevada,Tiempo en brazos abiertos,mas_es_mejor,Restriccion calorica,4,Rest7,20.502
d,Cruz elevada,Tiempo en brazos abiertos,mas_es_mejor,Restriccion calorica,4,Rest8,43.8
d,Cruz elevada,Tiempo en brazos abiertos,mas_es_mejor,Restriccion calorica,4,Rest9,10.201
d,Cruz elevada,Tiempo en brazos abiertos,mas_es_mejor,Restriccion calorica,4,Rest10,72.867
e,Laberinto de Barnes,Tiempo en cuadrante objetivo,mas_es_mejor,Control,0,Cont1,25.8
e,Laberinto de Barnes,Tiempo en cuadrante objetivo,mas_es_mejor,Control,0,Cont2,41.1999
e,Laberinto de Barnes,Tiempo en cuadrante objetivo,mas_es_mejor,Control,0,Cont3,37.7333
e,Laberinto de Barnes,Tiempo en cuadrante objetivo,mas_es_mejor,Control,0,Cont4,21.7333
e,Laberinto de Barnes,Tiempo en cuadrante objetivo,mas_es_mejor,Control,0,Cont5,30.6
e,Laberinto de Barnes,Tiempo en cuadrante objetivo,mas_es_mejor,Control,0,Cont6,59.0666
e,Laberinto de Barnes,Tiempo en cuadrante objetivo,mas_es_mejor,Control,0,Cont7,39.1333
e,Laberinto de Barnes,Tiempo en cuadrante objetivo,mas_es_mejor,Control,0,Cont8,15.2
e,Laberinto de Barnes,Tiempo en cuadrante objetivo,mas_es_mejor,Control,0,Cont9,47.0666
e,Laberinto de Barnes,Tiempo en cuadrante objetivo,mas_es_mejor,Control,0,Cont10,50.3999
e,Laberinto de Barnes,Tiempo en cuadrante objetivo,mas_es_mejor,Semaglutida,0,Sema1,42.4
e,Laberinto de Barnes,Tiempo en cuadrante objetivo,mas_es_mejor,Semaglutida,0,Sema2,19.4666
e,Laberinto de Barnes,Tiempo en cuadrante objetivo,mas_es_mejor,Semaglutida,0,Sema3,36.7333
e,Laberinto de Barnes,Tiempo en cuadrante objetivo,mas_es_mejor,Semaglutida,0,Sema4,40.0
e,Laberinto de Barnes,Tiempo en cuadrante objetivo,mas_es_mejor,Semaglutida,0,Sema5,49.6666
e,Laberinto de Barnes,Tiempo en cuadrante objetivo,mas_es_mejor,Semaglutida,0,Sema6,15.9333
e,Laberinto de Barnes,Tiempo en cuadrante objetivo,mas_es_mejor,Semaglutida,0,Sema7,33.1333
e,Laberinto de Barnes,Tiempo en cuadrante objetivo,mas_es_mejor,Semaglutida,0,Sema8,37.9333
e,Laberinto de Barnes,Tiempo en cuadrante objetivo,mas_es_mejor,Semaglutida,0,Sema9,67.4666
e,Laberinto de Barnes,Tiempo en cuadrante objetivo,mas_es_mejor,Semaglutida,0,Sema10,23.4666
e,Laberinto de Barnes,Tiempo en cuadrante objetivo,mas_es_mejor,Restriccion calorica,0,Rest1,66.9333
e,Laberinto de Barnes,Tiempo en cuadrante objetivo,mas_es_mejor,Restriccion calorica,0,Rest2,45.4
e,Laberinto de Barnes,Tiempo en cuadrante objetivo,mas_es_mejor,Restriccion calorica,0,Rest3,40.4666
e,Laberinto de Barnes,Tiempo en cuadrante objetivo,mas_es_mejor,Restriccion calorica,0,Rest4,25.2
e,Laberinto de Barnes,Tiempo en cuadrante objetivo,mas_es_mejor,Restriccion calorica,0,Rest5,50.5999
e,Laberinto de Barnes,Tiempo en cuadrante objetivo,mas_es_mejor,Restriccion calorica,0,Rest6,12.6667
e,Laberinto de Barnes,Tiempo en cuadrante objetivo,mas_es_mejor,Restriccion calorica,0,Rest7,50.6666
e,Laberinto de Barnes,Tiempo en cuadrante objetivo,mas_es_mejor,Restriccion calorica,0,Rest8,12.6667
e,Laberinto de Barnes,Tiempo en cuadrante objetivo,mas_es_mejor,Restriccion calorica,0,Rest9,32.2
e,Laberinto de Barnes,Tiempo en cuadrante objetivo,mas_es_mejor,Restriccion calorica,0,Rest10,5.13333
e,Laberinto de Barnes,Tiempo en cuadrante objetivo,mas_es_mejor,Control,2,Cont1,12.8667
e,Laberinto de Barnes,Tiempo en cuadrante objetivo,mas_es_mejor,Control,2,Cont2,34.6666
e,Laberinto de Barnes,Tiempo en cuadrante objetivo,mas_es_mejor,Control,2,Cont3,37.2
e,Laberinto de Barnes,Tiempo en cuadrante objetivo,mas_es_mejor,Control,2,Cont4,23.0666
e,Laberinto de Barnes,Tiempo en cuadrante objetivo,mas_es_mejor,Control,2,Cont5,33.1333
e,Laberinto de Barnes,Tiempo en cuadrante objetivo,mas_es_mejor,Control,2,Cont6,42.4
e,Laberinto de Barnes,Tiempo en cuadrante objetivo,mas_es_mejor,Control,2,Cont7,26.4666
e,Laberinto de Barnes,Tiempo en cuadrante objetivo,mas_es_mejor,Control,2,Cont8,24.2666
e,Laberinto de Barnes,Tiempo en cuadrante objetivo,mas_es_mejor,Control,2,Cont9,33.2666
e,Laberinto de Barnes,Tiempo en cuadrante objetivo,mas_es_mejor,Control,2,Cont10,24.6666
e,Laberinto de Barnes,Tiempo en cuadrante objetivo,mas_es_mejor,Semaglutida,2,Sema1,57.4666
e,Laberinto de Barnes,Tiempo en cuadrante objetivo,mas_es_mejor,Semaglutida,2,Sema2,57.5333
e,Laberinto de Barnes,Tiempo en cuadrante objetivo,mas_es_mejor,Semaglutida,2,Sema3,51.3999
e,Laberinto de Barnes,Tiempo en cuadrante objetivo,mas_es_mejor,Semaglutida,2,Sema4,48.8
e,Laberinto de Barnes,Tiempo en cuadrante objetivo,mas_es_mejor,Semaglutida,2,Sema5,27.2666
e,Laberinto de Barnes,Tiempo en cuadrante objetivo,mas_es_mejor,Semaglutida,2,Sema6,44.6666
e,Laberinto de Barnes,Tiempo en cuadrante objetivo,mas_es_mejor,Semaglutida,2,Sema7,54.1999
e,Laberinto de Barnes,Tiempo en cuadrante objetivo,mas_es_mejor,Semaglutida,2,Sema8,53.0666
e,Laberinto de Barnes,Tiempo en cuadrante objetivo,mas_es_mejor,Semaglutida,2,Sema9,36.5333
e,Laberinto de Barnes,Tiempo en cuadrante objetivo,mas_es_mejor,Semaglutida,2,Sema10,55.2666
e,Laberinto de Barnes,Tiempo en cuadrante objetivo,mas_es_mejor,Restriccion calorica,2,Rest1,17.4666
e,Laberinto de Barnes,Tiempo en cuadrante objetivo,mas_es_mejor,Restriccion calorica,2,Rest2,59.4666
e,Laberinto de Barnes,Tiempo en cuadrante objetivo,mas_es_mejor,Restriccion calorica,2,Rest3,37.6666
e,Laberinto de Barnes,Tiempo en cuadrante objetivo,mas_es_mejor,Restriccion calorica,2,Rest4,33.8
e,Laberinto de Barnes,Tiempo en cuadrante objetivo,mas_es_mejor,Restriccion calorica,2,Rest5,45.8
e,Laberinto de Barnes,Tiempo en cuadrante objetivo,mas_es_mejor,Restriccion calorica,2,Rest6,44.5333
e,Laberinto de Barnes,Tiempo en cuadrante objetivo,mas_es_mejor,Restriccion calorica,2,Rest7,22.9333
e,Laberinto de Barnes,Tiempo en cuadrante objetivo,mas_es_mejor,Restriccion calorica,2,Rest8,32.2666
e,Laberinto de Barnes,Tiempo en cuadrante objetivo,mas_es_mejor,Restriccion calorica,2,Rest9,31.9333
e,Laberinto de Barnes,Tiempo en cuadrante objetivo,mas_es_mejor,Restriccion calorica,2,Rest10,31.4
e,Laberinto de Barnes,Tiempo en cuadrante objetivo,mas_es_mejor,Control,4,Cont1,16.4666
e,Laberinto de Barnes,Tiempo en cuadrante objetivo,mas_es_mejor,Control,4,Cont2,36.4666
e,Laberinto de Barnes,Tiempo en cuadrante objetivo,mas_es_mejor,Control,4,Cont3,16.2666
e,Laberinto de Barnes,Tiempo en cuadrante objetivo,mas_es_mejor,Control,4,Cont4,30.5333
e,Laberinto de Barnes,Tiempo en cuadrante objetivo,mas_es_mejor,Control,4,Cont5,29.6666
e,Laberinto de Barnes,Tiempo en cuadrante objetivo,mas_es_mejor,Control,4,Cont6,21.4
e,Laberinto de Barnes,Tiempo en cuadrante objetivo,mas_es_mejor,Control,4,Cont7,11.2666
e,Laberinto de Barnes,Tiempo en cuadrante objetivo,mas_es_mejor,Control,4,Cont8,33.9333
e,Laberinto de Barnes,Tiempo en cuadrante objetivo,mas_es_mejor,Control,4,Cont9,12.3333
e,Laberinto de Barnes,Tiempo en cuadrante objetivo,mas_es_mejor,Control,4,Cont10,31.6666
e,Laberinto de Barnes,Tiempo en cuadrante objetivo,mas_es_mejor,Semaglutida,4,Sema1,69.9999
e,Laberinto de Barnes,Tiempo en cuadrante objetivo,mas_es_mejor,Semaglutida,4,Sema2,63.1333
e,Laberinto de Barnes,Tiempo en cuadrante objetivo,mas_es_mejor,Semaglutida,4,Sema3,71.2666
e,Laberinto de Barnes,Tiempo en cuadrante objetivo,mas_es_mejor,Semaglutida,4,Sema4,54.8666
e,Laberinto de Barnes,Tiempo en cuadrante objetivo,mas_es_mejor,Semaglutida,4,Sema5,53.9999
e,Laberinto de Barnes,Tiempo en cuadrante objetivo,mas_es_mejor,Semaglutida,4,Sema6,66.5999
e,Laberinto de Barnes,Tiempo en cuadrante objetivo,mas_es_mejor,Semaglutida,4,Sema7,61.3333
e,Laberinto de Barnes,Tiempo en cuadrante objetivo,mas_es_mejor,Semaglutida,4,Sema8,43.7333
e,Laberinto de Barnes,Tiempo en cuadrante objetivo,mas_es_mejor,Semaglutida,4,Sema9,66.5999
e,Laberinto de Barnes,Tiempo en cuadrante objetivo,mas_es_mejor,Semaglutida,4,Sema10,42.8
e,Laberinto de Barnes,Tiempo en cuadrante objetivo,mas_es_mejor,Restriccion calorica,4,Rest1,19.2666
e,Laberinto de Barnes,Tiempo en cuadrante objetivo,mas_es_mejor,Restriccion calorica,4,Rest2,16.0
e,Laberinto de Barnes,Tiempo en cuadrante objetivo,mas_es_mejor,Restriccion calorica,4,Rest3,40.5333
e,Laberinto de Barnes,Tiempo en cuadrante objetivo,mas_es_mejor,Restriccion calorica,4,Rest4,34.2666
e,Laberinto de Barnes,Tiempo en cuadrante objetivo,mas_es_mejor,Restriccion calorica,4,Rest5,34.2
e,Laberinto de Barnes,Tiempo en cuadrante objetivo,mas_es_mejor,Restriccion calorica,4,Rest6,37.2
e,Laberinto de Barnes,Tiempo en cuadrante objetivo,mas_es_mejor,Restriccion calorica,4,Rest7,48.6666
e,Laberinto de Barnes,Tiempo en cuadrante objetivo,mas_es_mejor,Restriccion calorica,4,Rest8,58.5333
e,Laberinto de Barnes,Tiempo en cuadrante objetivo,mas_es_mejor,Restriccion calorica,4,Rest9,27.0666
e,Laberinto de Barnes,Tiempo en cuadrante objetivo,mas_es_mejor,Restriccion calorica,4,Rest10,44.2666
f,Rotarod,Latencia de caida,mas_es_mejor,Control,0,Cont1,73.03333
f,Rotarod,Latencia de caida,mas_es_mejor,Control,0,Cont2,67.76667
f,Rotarod,Latencia de caida,mas_es_mejor,Control,0,Cont3,68.73333
f,Rotarod,Latencia de caida,mas_es_mejor,Control,0,Cont4,63.26667
f,Rotarod,Latencia de caida,mas_es_mejor,Control,0,Cont5,71.76667
f,Rotarod,Latencia de caida,mas_es_mejor,Control,0,Cont6,60.43333
f,Rotarod,Latencia de caida,mas_es_mejor,Control,0,Cont7,59.43333
f,Rotarod,Latencia de caida,mas_es_mejor,Control,0,Cont8,55.83333
f,Rotarod,Latencia de caida,mas_es_mejor,Control,0,Cont9,70.9
f,Rotarod,Latencia de caida,mas_es_mejor,Control,0,Cont10,64.66667
f,Rotarod,Latencia de caida,mas_es_mejor,Semaglutida,0,Sema1,62.56667
f,Rotarod,Latencia de caida,mas_es_mejor,Semaglutida,0,Sema2,66.83333
f,Rotarod,Latencia de caida,mas_es_mejor,Semaglutida,0,Sema3,78.13333
f,Rotarod,Latencia de caida,mas_es_mejor,Semaglutida,0,Sema4,66.63333
f,Rotarod,Latencia de caida,mas_es_mejor,Semaglutida,0,Sema5,68.6
f,Rotarod,Latencia de caida,mas_es_mejor,Semaglutida,0,Sema6,62.9
f,Rotarod,Latencia de caida,mas_es_mejor,Semaglutida,0,Sema7,61.63333
f,Rotarod,Latencia de caida,mas_es_mejor,Semaglutida,0,Sema8,71.96667
f,Rotarod,Latencia de caida,mas_es_mejor,Semaglutida,0,Sema9,60.96667
f,Rotarod,Latencia de caida,mas_es_mejor,Semaglutida,0,Sema10,70.96667
f,Rotarod,Latencia de caida,mas_es_mejor,Restriccion calorica,0,Rest1,81.8667
f,Rotarod,Latencia de caida,mas_es_mejor,Restriccion calorica,0,Rest2,56.9333
f,Rotarod,Latencia de caida,mas_es_mejor,Restriccion calorica,0,Rest3,55.8333
f,Rotarod,Latencia de caida,mas_es_mejor,Restriccion calorica,0,Rest4,58.8
f,Rotarod,Latencia de caida,mas_es_mejor,Restriccion calorica,0,Rest5,68.5
f,Rotarod,Latencia de caida,mas_es_mejor,Restriccion calorica,0,Rest6,66.4667
f,Rotarod,Latencia de caida,mas_es_mejor,Restriccion calorica,0,Rest7,60.8667
f,Rotarod,Latencia de caida,mas_es_mejor,Restriccion calorica,0,Rest8,62.5667
f,Rotarod,Latencia de caida,mas_es_mejor,Restriccion calorica,0,Rest9,74.9
f,Rotarod,Latencia de caida,mas_es_mejor,Restriccion calorica,0,Rest10,78.4333
f,Rotarod,Latencia de caida,mas_es_mejor,Control,2,Cont1,38.43333
f,Rotarod,Latencia de caida,mas_es_mejor,Control,2,Cont2,27.43333
f,Rotarod,Latencia de caida,mas_es_mejor,Control,2,Cont3,39.3
f,Rotarod,Latencia de caida,mas_es_mejor,Control,2,Cont4,43.1
f,Rotarod,Latencia de caida,mas_es_mejor,Control,2,Cont5,56.56667
f,Rotarod,Latencia de caida,mas_es_mejor,Control,2,Cont6,30.6
f,Rotarod,Latencia de caida,mas_es_mejor,Control,2,Cont7,49.26667
f,Rotarod,Latencia de caida,mas_es_mejor,Control,2,Cont8,52.83333
f,Rotarod,Latencia de caida,mas_es_mejor,Control,2,Cont9,37.26667
f,Rotarod,Latencia de caida,mas_es_mejor,Control,2,Cont10,62.6
f,Rotarod,Latencia de caida,mas_es_mejor,Semaglutida,2,Sema1,81.06667
f,Rotarod,Latencia de caida,mas_es_mejor,Semaglutida,2,Sema2,78.06667
f,Rotarod,Latencia de caida,mas_es_mejor,Semaglutida,2,Sema3,85.46667
f,Rotarod,Latencia de caida,mas_es_mejor,Semaglutida,2,Sema4,50.4
f,Rotarod,Latencia de caida,mas_es_mejor,Semaglutida,2,Sema5,68.6
f,Rotarod,Latencia de caida,mas_es_mejor,Semaglutida,2,Sema6,57.76667
f,Rotarod,Latencia de caida,mas_es_mejor,Semaglutida,2,Sema7,94.2
f,Rotarod,Latencia de caida,mas_es_mejor,Semaglutida,2,Sema8,64.63333
f,Rotarod,Latencia de caida,mas_es_mejor,Semaglutida,2,Sema9,52.93333
f,Rotarod,Latencia de caida,mas_es_mejor,Semaglutida,2,Sema10,46.2
f,Rotarod,Latencia de caida,mas_es_mejor,Restriccion calorica,2,Rest1,83.1
f,Rotarod,Latencia de caida,mas_es_mejor,Restriccion calorica,2,Rest2,74.66667
f,Rotarod,Latencia de caida,mas_es_mejor,Restriccion calorica,2,Rest3,91.63333
f,Rotarod,Latencia de caida,mas_es_mejor,Restriccion calorica,2,Rest4,58.76667
f,Rotarod,Latencia de caida,mas_es_mejor,Restriccion calorica,2,Rest5,71.86667
f,Rotarod,Latencia de caida,mas_es_mejor,Restriccion calorica,2,Rest6,68.43333
f,Rotarod,Latencia de caida,mas_es_mejor,Restriccion calorica,2,Rest7,64.06667
f,Rotarod,Latencia de caida,mas_es_mejor,Restriccion calorica,2,Rest8,65.23333
f,Rotarod,Latencia de caida,mas_es_mejor,Restriccion calorica,2,Rest9,67.3
f,Rotarod,Latencia de caida,mas_es_mejor,Restriccion calorica,2,Rest10,51.86667
f,Rotarod,Latencia de caida,mas_es_mejor,Control,4,Cont1,29.26667
f,Rotarod,Latencia de caida,mas_es_mejor,Control,4,Cont2,34.96667
f,Rotarod,Latencia de caida,mas_es_mejor,Control,4,Cont3,34.83333
f,Rotarod,Latencia de caida,mas_es_mejor,Control,4,Cont4,29.9
f,Rotarod,Latencia de caida,mas_es_mejor,Control,4,Cont5,33.5
f,Rotarod,Latencia de caida,mas_es_mejor,Control,4,Cont6,26.8
f,Rotarod,Latencia de caida,mas_es_mejor,Control,4,Cont7,35.46667
f,Rotarod,Latencia de caida,mas_es_mejor,Control,4,Cont8,39.06667
f,Rotarod,Latencia de caida,mas_es_mejor,Control,4,Cont9,29.56667
f,Rotarod,Latencia de caida,mas_es_mejor,Control,4,Cont10,39.33333
f,Rotarod,Latencia de caida,mas_es_mejor,Semaglutida,4,Sema1,76.96667
f,Rotarod,Latencia de caida,mas_es_mejor,Semaglutida,4,Sema2,73.86667
f,Rotarod,Latencia de caida,mas_es_mejor,Semaglutida,4,Sema3,84.13333
f,Rotarod,Latencia de caida,mas_es_mejor,Semaglutida,4,Sema4,56.53333
f,Rotarod,Latencia de caida,mas_es_mejor,Semaglutida,4,Sema5,78.26667
f,Rotarod,Latencia de caida,mas_es_mejor,Semaglutida,4,Sema6,68.06667
f,Rotarod,Latencia de caida,mas_es_mejor,Semaglutida,4,Sema7,74.8
f,Rotarod,Latencia de caida,mas_es_mejor,Semaglutida,4,Sema8,71.93333
f,Rotarod,Latencia de caida,mas_es_mejor,Semaglutida,4,Sema9,51.1
f,Rotarod,Latencia de caida,mas_es_mejor,Semaglutida,4,Sema10,48.26667
f,Rotarod,Latencia de caida,mas_es_mejor,Restriccion calorica,4,Rest1,60.0333
f,Rotarod,Latencia de caida,mas_es_mejor,Restriccion calorica,4,Rest2,64.7
f,Rotarod,Latencia de caida,mas_es_mejor,Restriccion calorica,4,Rest3,77.2
f,Rotarod,Latencia de caida,mas_es_mejor,Restriccion calorica,4,Rest4,76.4
f,Rotarod,Latencia de caida,mas_es_mejor,Restriccion calorica,4,Rest5,56.3
f,Rotarod,Latencia de caida,mas_es_mejor,Restriccion calorica,4,Rest6,79.1
f,Rotarod,Latencia de caida,mas_es_mejor,Restriccion calorica,4,Rest7,60.3667
f,Rotarod,Latencia de caida,mas_es_mejor,Restriccion calorica,4,Rest8,64.2333
f,Rotarod,Latencia de caida,mas_es_mejor,Restriccion calorica,4,Rest9,65.3
f,Rotarod,Latencia de caida,mas_es_mejor,Restriccion calorica,4,Rest10,57.2333
g,Rejilla invertida,Latencia de caida,mas_es_mejor,Control,0,Cont1,168.0
g,Rejilla invertida,Latencia de caida,mas_es_mejor,Control,0,Cont2,123.0
g,Rejilla invertida,Latencia de caida,mas_es_mejor,Control,0,Cont3,142.3333
g,Rejilla invertida,Latencia de caida,mas_es_mejor,Control,0,Cont4,218.0
g,Rejilla invertida,Latencia de caida,mas_es_mejor,Control,0,Cont5,207.0
g,Rejilla invertida,Latencia de caida,mas_es_mejor,Control,0,Cont6,230.0
g,Rejilla invertida,Latencia de caida,mas_es_mejor,Control,0,Cont7,120.0
g,Rejilla invertida,Latencia de caida,mas_es_mejor,Control,0,Cont8,259.0
g,Rejilla invertida,Latencia de caida,mas_es_mejor,Control,0,Cont9,168.0
g,Rejilla invertida,Latencia de caida,mas_es_mejor,Control,0,Cont10,162.0
g,Rejilla invertida,Latencia de caida,mas_es_mejor,Semaglutida,0,Sema1,211.0
g,Rejilla invertida,Latencia de caida,mas_es_mejor,Semaglutida,0,Sema2,191.3333
g,Rejilla invertida,Latencia de caida,mas_es_mejor,Semaglutida,0,Sema3,252.0
g,Rejilla invertida,Latencia de caida,mas_es_mejor,Semaglutida,0,Sema4,224.0
g,Rejilla invertida,Latencia de caida,mas_es_mejor,Semaglutida,0,Sema5,122.0
g,Rejilla invertida,Latencia de caida,mas_es_mejor,Semaglutida,0,Sema6,154.6667
g,Rejilla invertida,Latencia de caida,mas_es_mejor,Semaglutida,0,Sema7,145.0
g,Rejilla invertida,Latencia de caida,mas_es_mejor,Semaglutida,0,Sema8,140.0
g,Rejilla invertida,Latencia de caida,mas_es_mejor,Semaglutida,0,Sema9,193.0
g,Rejilla invertida,Latencia de caida,mas_es_mejor,Semaglutida,0,Sema10,180.0
g,Rejilla invertida,Latencia de caida,mas_es_mejor,Restriccion calorica,0,Rest1,271.0
g,Rejilla invertida,Latencia de caida,mas_es_mejor,Restriccion calorica,0,Rest2,176.0
g,Rejilla invertida,Latencia de caida,mas_es_mejor,Restriccion calorica,0,Rest3,241.0
g,Rejilla invertida,Latencia de caida,mas_es_mejor,Restriccion calorica,0,Rest4,147.0
g,Rejilla invertida,Latencia de caida,mas_es_mejor,Restriccion calorica,0,Rest5,162.0
g,Rejilla invertida,Latencia de caida,mas_es_mejor,Restriccion calorica,0,Rest6,168.0
g,Rejilla invertida,Latencia de caida,mas_es_mejor,Restriccion calorica,0,Rest7,209.667
g,Rejilla invertida,Latencia de caida,mas_es_mejor,Restriccion calorica,0,Rest8,159.0
g,Rejilla invertida,Latencia de caida,mas_es_mejor,Restriccion calorica,0,Rest9,119.0
g,Rejilla invertida,Latencia de caida,mas_es_mejor,Restriccion calorica,0,Rest10,141.0
g,Rejilla invertida,Latencia de caida,mas_es_mejor,Control,2,Cont1,85.33333
g,Rejilla invertida,Latencia de caida,mas_es_mejor,Control,2,Cont2,81.0
g,Rejilla invertida,Latencia de caida,mas_es_mejor,Control,2,Cont3,107.6667
g,Rejilla invertida,Latencia de caida,mas_es_mejor,Control,2,Cont4,88.0
g,Rejilla invertida,Latencia de caida,mas_es_mejor,Control,2,Cont5,66.66667
g,Rejilla invertida,Latencia de caida,mas_es_mejor,Control,2,Cont6,81.66667
g,Rejilla invertida,Latencia de caida,mas_es_mejor,Control,2,Cont7,84.66667
g,Rejilla invertida,Latencia de caida,mas_es_mejor,Control,2,Cont8,122.3333
g,Rejilla invertida,Latencia de caida,mas_es_mejor,Control,2,Cont9,80.66667
g,Rejilla invertida,Latencia de caida,mas_es_mejor,Control,2,Cont10,110.0
g,Rejilla invertida,Latencia de caida,mas_es_mejor,Semaglutida,2,Sema1,217.0
g,Rejilla invertida,Latencia de caida,mas_es_mejor,Semaglutida,2,Sema2,155.3333
g,Rejilla invertida,Latencia de caida,mas_es_mejor,Semaglutida,2,Sema3,210.3333
g,Rejilla invertida,Latencia de caida,mas_es_mejor,Semaglutida,2,Sema4,210.6667
g,Rejilla invertida,Latencia de caida,mas_es_mejor,Semaglutida,2,Sema5,142.0
g,Rejilla invertida,Latencia de caida,mas_es_mejor,Semaglutida,2,Sema6,202.3333
