species,taxonomic_class,country,iucn_red_list,adult_body_mass_g,gen_length_y,price_cpi_eur
Remiz pendulinus,Aves,Spain,LC,93.0,,95.44488309657
Remiz pendulinus,Aves,Hungary,LC,93.0,,41.1128005114908
Remiz pendulinus,Aves,Slovak Republic,LC,93.0,,1096.24540064548
Remiz pendulinus,Aves,Moldova,LC,93.0,,178.281096649585
Remiz pendulinus,Aves,Estonia,LC,93.0,,1.81431988642609
Remiz pendulinus,Aves,Latvia,LC,93.0,,918.874207412924
Rhinolophus blasii,Mammalia,Hungary,LC,11145.0,8.993839835728952,82.2256010229816
Rhinolophus blasii,Mammalia,Croatia,LC,11145.0,8.993839835728952,626.058058665393
Rhinolophus blasii,Mammalia,Serbia,LC,11145.0,8.993839835728952,513.566450019447
Rhinolophus blasii,Mammalia,Armenia,LC,11145.0,8.993839835728952,47.5427802715736
Rhinolophus euryale,Mammalia,Spain,NT,8725.0,8.993839835728952,312.945698944839
Rhinolophus euryale,Mammalia,Croatia,NT,8725.0,8.993839835728952,313.029029332696
Rhinolophus euryale,Mammalia,Hungary,NT,8725.0,8.993839835728952,411.128005114908
Rhinolophus euryale,Mammalia,Spain,NT,8725.0,8.993839835728952,500.0
Rhinolophus euryale,Mammalia,Armenia,NT,8725.0,8.993839835728952,47.5427802715736
Rhinolophus euryale,Mammalia,Slovak Republic,NT,8725.0,8.993839835728952,1096.24540064548
Rhinolophus ferrumequinum,Mammalia,Spain,LC,22875.0,8.993839835728952,400.0
Rhinolophus ferrumequinum,Mammalia,Hungary,LC,22875.0,8.993839835728952,411.128005114908
Rhinolophus ferrumequinum,Mammalia,Croatia,LC,22875.0,8.993839835728952,156.514514666348
Rhinolophus ferrumequinum,Mammalia,Spain,LC,22875.0,8.993839835728952,312.945698944839
Rhinolophus ferrumequinum,Mammalia,Moldova,LC,22875.0,8.993839835728952,891.405483247923
Rhinolophus ferrumequinum,Mammalia,Slovak Republic,LC,22875.0,8.993839835728952,1096.24540064548
Rhinolophus ferrumequinum,Mammalia,Russian Federation,LC,22875.0,8.993839835728952,133.743401602475
Rhinolophus ferrumequinum,Mammalia,Ukraine,LC,22875.0,8.993839835728952,96.0713680983938
Rhinolophus hipposideros,Mammalia,Spain,LC,4585.0,7.090383846680356,312.945698944839
Rhinolophus hipposideros,Mammalia,Hungary,LC,4585.0,7.090383846680356,205.564002557454
Rhinolophus hipposideros,Mammalia,Spain,LC,4585.0,7.090383846680356,100.0
Rhinolophus hipposideros,Mammalia,Croatia,LC,4585.0,7.090383846680356,469.543543999045
Rhinolophus hipposideros,Mammalia,Moldova,LC,4585.0,7.090383846680356,534.843289948754
Rhinolophus hipposideros,Mammalia,Slovak Republic,LC,4585.0,7.090383846680356,1096.24540064548
Rhinolophus hipposideros,Mammalia,Moldova,LC,4585.0,7.090383846680356,802.26493492313
Rhinolophus hipposideros,Mammalia,Russian Federation,LC,4585.0,7.090383846680356,133.743401602475
Rhinolophus hipposideros,Mammalia,Ukraine,LC,4585.0,7.090383846680356,96.0713680983938
Rhinolophus mehelyi,Mammalia,Spain,VU,1403.0,8.993839835728952,312.945698944839
Rhinolophus mehelyi,Mammalia,Hungary,VU,1403.0,8.993839835728952,82.2256010229816
Rhinolophus mehelyi,Mammalia,Croatia,VU,1403.0,8.993839835728952,626.058058665393
Rhinolophus mehelyi,Mammalia,Serbia,VU,1403.0,8.993839835728952,564.923095021392
Rhinolophus mehelyi,Mammalia,Armenia,VU,1403.0,8.993839835728952,47.5427802715736
Rhinolophus mehelyi,Mammalia,Russian Federation,VU,1403.0,8.993839835728952,133.743401602475
Rhodopechys githaginea,Aves,Armenia,NE,19.0,,28.5256681629442
Rhodopechys mongolica,Aves,Armenia,LC,219.0,,28.5256681629442
Rhodopechys sanguineus,Aves,Hungary,LC,388.0,,82.2256010229816
Rhodostethia rosea,Aves,Hungary,LC,187.0,,82.2256010229816
Riparia paludicola,Aves,Hungary,LC,1215.0,,82.2256010229816
Riparia riparia,Aves,Croatia,LC,134.0,,187.817417599618
Riparia riparia,Aves,Hungary,LC,134.0,,41.1128005114908
Riparia riparia,Aves,Spain,LC,134.0,,3000.0
Riparia riparia,Aves,Spain,LC,134.0,,79.7518178687677
Riparia riparia,Aves,Spain,LC,134.0,,312.945698944839
Riparia riparia,Aves,Spain,LC,134.0,,38.5550475372294
Riparia riparia,Aves,Spain,LC,134.0,,392.813427061454
Riparia riparia,Aves,Spain,LC,134.0,,95.44488309657
Riparia riparia,Aves,Finland,LC,134.0,,52.7761438025602
Riparia riparia,Aves,Slovak Republic,LC,134.0,,1096.24540064548
Riparia riparia,Aves,Moldova,LC,134.0,,178.281096649585
Riparia riparia,Aves,Serbia,LC,134.0,,154.069935005834
Rissa brevirostris,Aves,Russian Federation,VU,384.0,,267.486803204951
Rissa tridactyla,Aves,Spain,VU,40775.0,,301.024863703847
Rissa tridactyla,Aves,Hungary,VU,40775.0,,41.1128005114908
Rissa tridactyla,Aves,Spain,VU,40775.0,,225.768647777885
Rissa tridactyla,Aves,Spain,VU,40775.0,,286.33464928971
Rissa tridactyla,Aves,Spain,VU,40775.0,,312.945698944839
Rissa tridactyla,Aves,Spain,VU,40775.0,,358.883180409454
Rissa tridactyla,Aves,Spain,VU,40775.0,,450.0
Rissa tridactyla,Aves,Slovak Republic,VU,40775.0,,1096.24540064548
Rissa tridactyla tridactyla,Aves,Spain,NE,40775.0,,181.378253624821
Rousettus aegyptiacus,Mammalia,Hungary,LC,134.0,4.996577686516085,82.2256010229816
Rufibrenta ruficollis,Aves,Russian Federation,NE,1242.0,,668.717008012376
Rupicapra pyrenaica,Mammalia,Hungary,LC,31633175.0,6.674610540725531,82.2256010229816
Rupicapra pyrenaica,Mammalia,Spain,LC,31633175.0,6.674610540725531,2088.62767772528
Rupicapra pyrenaica,Mammalia,Spain,LC,31633175.0,6.674610540725531,3145.74643995227
Rupicapra pyrenaica,Mammalia,Spain,LC,31633175.0,6.674610540725531,1258.29857598091
Rupicapra pyrenaica,Mammalia,Spain,LC,31633175.0,6.674610540725531,6291.49287990454
Rupicapra pyrenaica ornata,Mammalia,Spain,,35383175.0,9.99315537303217,2902.05205799713
Rupicapra pyrenaica parva,Mammalia,Spain,,31633175.0,6.674610540725531,5264.87206107112
Rupicapra rupicapra,Mammalia,Spain,LC,35383175.0,9.99315537303217,1993.79544671919
Rupicapra rupicapra,Mammalia,Spain,LC,35383175.0,9.99315537303217,3309.70044155386
Rupicapra rupicapra,Mammalia,Spain,LC,35383175.0,9.99315537303217,1542.20190148918
Rupicapra rupicapra,Mammalia,Romania,LC,35383175.0,9.99315537303217,12868.4369544579
Rupicapra rupicapra,Mammalia,Spain,LC,35383175.0,9.99315537303217,1927.75237686147
Rupicapra rupicapra,Mammalia,Spain,LC,35383175.0,9.99315537303217,167.37333889615
Rupicapra rupicapra,Mammalia,Montenegro,LC,35383175.0,9.99315537303217,2733.10008128185
Rupicapra rupicapra,Mammalia,Montenegro,LC,35383175.0,9.99315537303217,1311.88803901529
Rupicapra rupicapra,Mammalia,Montenegro,LC,35383175.0,9.99315537303217,2514.4520747793
Rupicapra rupicapra,Mammalia,Spain,LC,35383175.0,9.99315537303217,1881.40539814905
Rupicapra rupicapra,Mammalia,Hungary,LC,35383175.0,9.99315537303217,205.564002557454
Rupicapra rupicapra,Mammalia,Spain,LC,35383175.0,9.99315537303217,181.017904567032
Rupicapra rupicapra,Mammalia,North Macedonia,LC,35383175.0,9.99315537303217,8046.10458978511
Rupicapra rupicapra,Mammalia,Bulgaria,LC,35383175.0,9.99315537303217,2770.87361806073
Rupicapra rupicapra,Mammalia,Croatia,LC,35383175.0,9.99315537303217,467.018322152988
Rupicapra rupicapra,Mammalia,North Macedonia,LC,35383175.0,9.99315537303217,2298.88702565289
Rupicapra rupicapra,Mammalia,Croatia,LC,35383175.0,9.99315537303217,518.909246836653
Rupicapra rupicapra,Mammalia,North Macedonia,LC,35383175.0,9.99315537303217,8046.10458978511
Rupicapra rupicapra,Mammalia,Slovenia,LC,35383175.0,9.99315537303217,1415.55307931914
Rupicapra rupicapra,Mammalia,Bosnia and Herzegovina,LC,35383175.0,9.99315537303217,2937.83299511899
Rupicapra rupicapra,Mammalia,Serbia,LC,35383175.0,9.99315537303217,11919.7918842549
Rupicapra rupicapra,Mammalia,Bosnia and Herzegovina,LC,35383175.0,9.99315537303217,881.349898535696
Rupicapra rupicapra,Mammalia,Serbia,LC,35383175.0,9.99315537303217,2383.95837685098
Rupicapra rupicapra,Mammalia,Serbia,LC,35383175.0,9.99315537303217,11919.7918842549
Rupicapra rupicapra,Mammalia,Georgia,LC,35383175.0,9.99315537303217,603.51980950495
Rupicapra rupicapra,Mammalia,Russian Federation,LC,35383175.0,9.99315537303217,1008.60447263082
Rupicapra rupicapra,Mammalia,Switzerland,LC,35383175.0,9.99315537303217,202.329662254047
Rupicapra rupicapra,Mammalia,Switzerland,LC,35383175.0,9.99315537303217,671.816691135665
Rupicapra rupicapra,Mammalia,Switzerland,LC,35383175.0,9.99315537303217,629.019373288866
Rupicapra rupicapra,Mammalia,Switzerland,LC,35383175.0,9.99315537303217,268.830829394165
Rupicapra rupicapra,Mammalia,Switzerland,LC,35383175.0,9.99315537303217,276.35421199165
Rupicapra rupicapra,Mammalia,Switzerland,LC,35383175.0,9.99315537303217,101.164831127023
Rupicapra rupicapra,Mammalia,Switzerland,LC,35383175.0,9.99315537303217,236.051272629721
Rupicapra rupicapra,Mammalia,Switzerland,LC,35383175.0,9.99315537303217,184.236141327767
Rupicapra rupicapra,Mammalia,Switzerland,LC,35383175.0,9.99315537303217,368.472282655534
Rupicapra rupicapra rupicapra,Mammalia,Slovak Republic,,35383175.0,9.99315537303217,3341.21018022392
Rupicapra rupicapra tatrica,Mammalia,Slovak Republic,,35383175.0,9.99315537303217,16443.6810096823
Saiga tatarica,Mammalia,Russian Federation,CR,37992005.0,4.65488720054757,1512.90670894623
Saxicola dacotiae,Aves,Spain,NT,1235.0,,3762.81079629809
Saxicola dacotiae,Aves,Spain,NT,1235.0,,217.653904349785
Saxicola dacotiae,Aves,Hungary,NT,1235.0,,82.2256010229816
Saxicola rubetra,Aves,Spain,LC,166.0,,104.315232981613
Saxicola rubetra,Aves,Spain,LC,166.0,,95.44488309657
Saxicola rubetra,Aves,Hungary,LC,166.0,,41.1128005114908
Saxicola rubetra,Aves,Spain,LC,166.0,,150.0
Saxicola rubetra,Aves,Spain,LC,166.0,,38.5550475372294
Saxicola rubetra,Aves,Finland,LC,166.0,,17.9438888928705
Saxicola rubetra,Aves,Croatia,LC,166.0,,125.211611733079
Saxicola rubetra,Aves,Spain,LC,166.0,,79.7518178687677
Saxicola rubetra,Aves,Slovak Republic,LC,166.0,,548.122700322742
Saxicola rubicola,Aves,Spain,NE,145.0,,150.0
Saxicola rubicola,Aves,Slovak Republic,NE,145.0,,548.122700322742
Saxicola torquatus,Aves,Hungary,LC,147.0,,41.1128005114908
Saxicola torquatus,Aves,Spain,LC,147.0,,95.44488309657
Saxicola torquatus,Aves,Spain,LC,147.0,,79.7518178687677
Saxicola torquatus,Aves,Croatia,LC,147.0,,375.634835199236
Saxicola torquatus,Aves,Spain,LC,147.0,,104.315232981613
Saxicola torquatus,Aves,Finland,LC,147.0,,124.551699374042
Sciurus vulgaris,Mammalia,Spain,LC,328875.0,4.415475701574264,195.375044121684
Sciurus vulgaris,Mammalia,Spain,LC,328875.0,4.415475701574264,95.44488309657
Sciurus vulgaris,Mammalia,Croatia,LC,328875.0,4.415475701574264,313.029029332696
Sciurus vulgaris,Mammalia,Spain,LC,328875.0,4.415475701574264,104.315232981613
Sciurus vulgaris,Mammalia,Spain,LC,328875.0,4.415475701574264,188.140539814905
Sciurus vulgaris,Mammalia,Hungary,LC,328875.0,4.415475701574264,41.1128005114908
Sciurus vulgaris,Mammalia,Romania,LC,328875.0,4.415475701574264,107.236974620482
Sciurus vulgaris,Mammalia,Montenegro,LC,328875.0,4.415475701574264,273.310008128185
Sciurus vulgaris,Mammalia,Spain,LC,328875.0,4.415475701574264,150.0
Sciurus vulgaris,Mammalia,Spain,LC,328875.0,4.415475701574264,278.483690363371
Sciurus vulgaris,Mammalia,Moldova,LC,328875.0,4.415475701574264,178.281096649585
Sciurus vulgaris,Mammalia,Slovak Republic,LC,328875.0,4.415475701574264,109.624540064548
Sciurus vulgaris,Mammalia,North Macedonia,LC,328875.0,4.415475701574264,3448.33053847933
Sciurus vulgaris,Mammalia,Finland,LC,328875.0,4.415475701574264,105.939372501468
Sciurus vulgaris,Mammalia,Bulgaria,LC,328875.0,4.415475701574264,27.7087361806073
Sciurus vulgaris,Mammalia,Ukraine,LC,328875.0,4.415475701574264,35.186123346511
Sciurus vulgaris,Mammalia,Estonia,LC,328875.0,4.415475701574264,18.1431988642609
Sciurus vulgaris,Mammalia,Serbia,LC,328875.0,4.415475701574264,238.395837685098
Sciurus vulgaris,Mammalia,Bosnia and Herzegovina,LC,328875.0,4.415475701574264,176.269979707139
Sciurus vulgaris,Mammalia,Kosovo,LC,328875.0,4.415475701574264,2051.83394047464
Sciurus vulgaris,Mammalia,Switzerland,LC,328875.0,4.415475701574264,67.4432207513489
Scolopax rusticola,Aves,Spain,LC,3095.0,,63.62992206438
Scolopax rusticola,Aves,Spain,LC,3095.0,,225.768647777885
Scolopax rusticola,Aves,Montenegro,LC,3095.0,,163.986004876911
Scolopax rusticola,Aves,Spain,LC,3095.0,,104.431383886264
Scolopax rusticola,Aves,Spain,LC,3095.0,,752.562159259618
Scolopax rusticola,Aves,Spain,LC,3095.0,,5.45782626835271
Scolopax rusticola,Aves,Romania,LC,3095.0,,88.4705040618978
Scolopax rusticola,Aves,Spain,LC,3095.0,,101.5718220299
Scolopax rusticola,Aves,Spain,LC,3095.0,,637.049519389605
Scolopax rusticola,Aves,Spain,LC,3095.0,,38.5550475372294
Scolopax rusticola,Aves,Spain,LC,3095.0,,100.0
Scolopax rusticola,Aves,Spain,LC,3095.0,,60.6676650040962
Scolopax rusticola,Aves,Bulgaria,LC,3095.0,,55.4174723612145
Scolopax rusticola,Aves,Finland,LC,3095.0,,105.939372501468
Scolopax rusticola,Aves,Hungary,LC,3095.0,,42.8609223371011
Scolopax rusticola,Aves,Slovak Republic,LC,3095.0,,2192.49080129097
Scolopax rusticola,Aves,Estonia,LC,3095.0,,9.07159943213044
Scolopax rusticola,Aves,Spain,LC,3095.0,,40.0130276641405
Scolopax rusticola,Aves,Russian Federation,LC,3095.0,,15.1290670894623
Scolopax rusticola,Aves,Spain,LC,3095.0,,104.858214665076
Scolopax rusticola,Aves,Spain,LC,3095.0,,105.603778883137
Scolopax rusticola,Aves,Serbia,LC,3095.0,,238.395837685098
Scolopax rusticola,Aves,Spain,LC,3095.0,,71.25
Scolopax rusticola,Aves,Switzerland,LC,3095.0,,134.886441502698
Scolopax rusticola,Aves,Latvia,LC,3095.0,,46.9358951192558
Scolopax rusticola,Aves,Spain,LC,3095.0,,314.574643995227
Seiurus aurocapilla,Aves,Hungary,LC,194.0,,82.2256010229816
Serinus canaria,Aves,Hungary,LC,21.0,,82.2256010229816
Serinus canaria,Aves,Spain,LC,21.0,,75.2562159259618
Serinus pusillus,Aves,Hungary,LC,11725.0,,82.2256010229816
Serinus pusillus,Aves,Spain,LC,11725.0,,36.2756507249641
Serinus serinus,Aves,Spain,LC,1195.0,,75.2562159259618
Serinus serinus,Aves,Spain,LC,1195.0,,104.315232981613
Serinus serinus,Aves,Spain,LC,1195.0,,72.5513014499283
Serinus serinus,Aves,Hungary,LC,1195.0,,41.1128005114908
Serinus serinus,Aves,Croatia,LC,1195.0,,93.9087087998089
Serinus serinus,Aves,Spain,LC,1195.0,,75.2562159259618
Serinus serinus,Aves,Finland,LC,1195.0,,124.551699374042
Serinus serinus,Aves,Spain,LC,1195.0,,36.2756507249641
Serinus serinus,Aves,Spain,LC,1195.0,,19.088976619314
Serinus serinus,Aves,Spain,LC,1195.0,,30.0
Serinus serinus,Aves,Estonia,LC,1195.0,,1.81431988642609
Serinus serinus,Aves,Slovak Republic,LC,1195.0,,548.122700322742
Serinus serinus,Aves,Spain,LC,1195.0,,52.9722242587591
Setophaga americana,Aves,Hungary,LC,79.0,,82.2256010229816
Setophaga castanea,Aves,Hungary,LC,1211333333.0,,82.2256010229816
Setophaga citrina,Aves,Hungary,LC,107.0,,82.2256010229816
Setophaga coronata,Aves,Hungary,LC,1255.0,,82.2256010229816
Setophaga fusca,Aves,Hungary,LC,975.0,,82.2256010229816
Setophaga magnolia,Aves,Hungary,LC,86.0,,82.2256010229816
Setophaga pensylvanica,Aves,Hungary,LC,96.0,,82.2256010229816
Setophaga petechia,Aves,Hungary,LC,10.0,,82.2256010229816
Setophaga pinus,Aves,Hungary,NE,119.0,,82.2256010229816
Setophaga ruticilla,Aves,Hungary,LC,835.0,,82.2256010229816
Setophaga striata,Aves,Hungary,NT,1239166667.0,,82.2256010229816
Setophaga tigrina,Aves,Hungary,LC,1058.0,,82.2256010229816
Setophaga virens,Aves,Hungary,LC,9.0,,82.2256010229816
Sibirionetta formosa,Aves,Hungary,LC,4355.0,,82.2256010229816
Sicista betulina,Mammalia,Hungary,LC,892.0,2.003524161533196,82.2256010229816
Sicista betulina,Mammalia,Finland,LC,892.0,2.003524161533196,52.7761438025602
Sicista betulina,Mammalia,Slovak Republic,LC,892.0,2.003524161533196,1096.24540064548
Sicista betulina,Mammalia,Ukraine,LC,892.0,2.003524161533196,96.0713680983938
Sicista betulina,Mammalia,Latvia,LC,892.0,2.003524161533196,918.874207412924
Sicista severtzovi,Mammalia,Ukraine,LC,1175.0,2.003524161533196,96.0713680983938
Sicista severtzovi,Mammalia,Ukraine,LC,1175.0,2.003524161533196,96.0713680983938
Sicista subtilis,Mammalia,Hungary,LC,1175.0,2.003524161533196,1027.82001278727
Sicista subtilis,Mammalia,Slovak Republic,LC,1175.0,2.003524161533196,2192.49080129097
Sicista subtilis,Mammalia,Serbia,LC,1175.0,2.003524161533196,1232.55948004667
Sicista subtilis,Mammalia,Ukraine,LC,1175.0,2.003524161533196,86.5224563601292
Sitta canadensis,Aves,Hungary,LC,1035.0,,82.2256010229816
Sitta europaea,Aves,Croatia,LC,224.0,,93.9087087998089
Sitta europaea,Aves,Spain,LC,224.0,,79.7518178687677
Sitta europaea,Aves,Spain,LC,224.0,,150.0
Sitta europaea,Aves,Spain,LC,224.0,,104.315232981613
Sitta europaea,Aves,Spain,LC,224.0,,95.44488309657
Sitta europaea,Aves,Finland,LC,224.0,,142.495588266912
Sitta europaea,Aves,Spain,LC,224.0,,112.884323888943
Sitta europaea,Aves,Spain,LC,224.0,,38.5550475372294
Sitta europaea,Aves,Hungary,LC,224.0,,41.1128005114908
Sitta europaea,Aves,Serbia,LC,224.0,,71.8993030027226
Sitta europaea,Aves,Slovak Republic,LC,224.0,,548.122700322742
Sitta krueperi,Aves,Hungary,LC,1245.0,,82.2256010229816
Sitta neumayer,Aves,Croatia,LC,31.0,,563.452252798853
Sitta neumayer,Aves,Hungary,LC,31.0,,82.2256010229816
Sitta tephronota,Aves,Armenia,LC,352.0,,47.5427802715736
Sitta villosa,Aves,Russian Federation,LC,1025.0,,668.717008012376
Sitta whiteheadi,Aves,Hungary,VU,118.0,,82.2256010229816
Somateria fischeri,Aves,Hungary,NT,154375.0,,82.2256010229816
Somateria mollissima,Aves,Spain,NT,2092.0,,312.945698944839
Somateria mollissima,Aves,Spain,NT,2092.0,,358.883180409454
Somateria mollissima,Aves,Romania,NT,2092.0,,434.309747212953
Somateria mollissima,Aves,Spain,NT,2092.0,,150.512431851924
Somateria mollissima,Aves,Croatia,NT,2092.0,,375.634835199236
Somateria mollissima,Aves,Hungary,NT,2092.0,,41.1128005114908
Somateria mollissima,Aves,Slovak Republic,NT,2092.0,,1096.24540064548
Somateria mollissima,Aves,Finland,NT,2092.0,,105.939372501468
Somateria mollissima,Aves,Serbia,NT,2092.0,,1027.13290003889
Somateria mollissima,Aves,Ukraine,NT,2092.0,,240.236645317559
Somateria spectabilis,Aves,Hungary,LC,1650.0,,41.1128005114908
Sorex alpinus,Mammalia,Hungary,NT,79.0,1.157794929275496,41.1128005114908
Sorex alpinus,Mammalia,Croatia,NT,79.0,1.157794929275496,78.2572573331741
Sorex alpinus,Mammalia,Slovak Republic,NT,79.0,1.157794929275496,328.873620193645
Sorex alpinus,Mammalia,Serbia,NT,79.0,1.157794929275496,1027.13290003889
Sorex alpinus,Mammalia,Ukraine,NT,79.0,1.157794929275496,69.8700858897409
Sorex araneus,Mammalia,Croatia,LC,8195.0,1.436773442847365,78.2572573331741
Sorex araneus,Mammalia,Finland,LC,8195.0,1.436773442847365,17.9438888928705
Sorex araneus,Mammalia,Hungary,LC,8195.0,1.436773442847365,8.22256010229816
Sorex araneus,Mammalia,Moldova,LC,8195.0,1.436773442847365,178.281096649585
Sorex araneus,Mammalia,Slovak Republic,LC,8195.0,1.436773442847365,109.624540064548
Sorex caecutiens,Mammalia,Finland,LC,585.0,1.157794929275496,17.9438888928705
Sorex coronatus,Mammalia,Spain,LC,84.0,0.950220396988364,104.315232981613
Sorex coronatus,Mammalia,Spain,LC,84.0,0.950220396988364,25.0
Sorex isodon,Mammalia,Finland,LC,1223.0,0.9112381930184804,52.7761438025602
Sorex minutissimus,Mammalia,Finland,LC,246.0,1.157794929275496,52.7761438025602
Sorex minutus,Mammalia,Hungary,LC,42.0,1.141285420944558,8.22256010229816
Sorex minutus,Mammalia,Finland,LC,42.0,1.141285420944558,17.9438888928705
Sorex minutus,Mammalia,Spain,LC,42.0,1.141285420944558,25.0
Sorex minutus,Mammalia,Croatia,LC,42.0,1.141285420944558,78.2572573331741
Sorex minutus,Mammalia,Slovak Republic,LC,42.0,1.141285420944558,109.624540064548
Sorex minutus,Mammalia,Moldova,LC,42.0,1.141285420944558,534.843289948754
Sorex mirabilis,Mammalia,Russian Federation,DD,15.0,0.9112381930184804,133.743401602475
Sousa teuszii,Mammalia,Hungary,CR,100000.0,19.98631074606434,82.2256010229816
Spalax arenarius,Mammalia,Ukraine,EN,470.0,2.827990619404983,58.2250715747841
Spalax graecus,Mammalia,Ukraine,VU,470.0,1.965164253583896,34.9350429448705
Spalax leucodon,Mammalia,Croatia,DD,1833.0,2.827990619404983,1252.11611733079
Spalax leucodon,Mammalia,Hungary,DD,1833.0,2.827990619404983,2055.64002557454
Spalax leucodon,Mammalia,Serbia,DD,1833.0,2.827990619404983,1027.13290003889
Spalax zemni,Mammalia,Ukraine,VU,470.0,2.827990619404983,34.9350429448705
Spatula clypeata,Aves,Slovak Republic,LC,613.0,,3288.73620193645
Spatula clypeata,Aves,Finland,LC,613.0,,105.939372501468
Spatula clypeata,Aves,Bulgaria,LC,613.0,,27.7087361806073
Spatula clypeata,Aves,Romania,LC,613.0,,88.4705040618978
Spatula clypeata,Aves,Hungary,LC,613.0,,205.564002557454
Spatula clypeata,Aves,Spain,LC,613.0,,100.0
Spatula clypeata,Aves,Spain,LC,613.0,,40.4451100027308
Spatula clypeata,Aves,Spain,LC,613.0,,104.431383886264
Spatula clypeata,Aves,Spain,LC,613.0,,97.6875220608422
Spatula clypeata,Aves,Spain,LC,613.0,,63.62992206438
Spatula clypeata,Aves,Spain,LC,613.0,,637.049519389605
Spatula clypeata,Aves,Spain,LC,613.0,,75.2562159259618
Spatula clypeata,Aves,Spain,LC,613.0,,150.512431851924
Spatula discors,Aves,Hungary,LC,3985.0,,82.2256010229816
Spatula querquedula,Aves,Finland,LC,334.0,,105.939372501468
Spatula querquedula,Aves,Bulgaria,LC,334.0,,27.7087361806073
Spatula querquedula,Aves,Slovak Republic,LC,334.0,,2192.49080129097
Spatula querquedula,Aves,Spain,LC,334.0,,150.512431851924
Spatula querquedula,Aves,Spain,LC,334.0,,75.2562159259618
Spatula querquedula,Aves,Spain,LC,334.0,,69.6209225908428
Spatula querquedula,Aves,Spain,LC,334.0,,100.0
Spatula querquedula,Aves,Spain,LC,334.0,,100.0
Spatula querquedula,Aves,Spain,LC,334.0,,192.775237686147
Spatula querquedula,Aves,Romania,LC,334.0,,88.4705040618978
Spatula querquedula,Aves,Spain,LC,334.0,,63.62992206438
Spermophilus citellus,Mammalia,Spain,NE,2285.0,2.60962135523614,14.5102602899857
Spermophilus citellus,Mammalia,Hungary,EN,2285.0,2.60962135523614,41.1128005114908
Spermophilus citellus,Mammalia,Croatia,EN,2285.0,2.60962135523614,1252.11611733079
Spermophilus citellus,Mammalia,North Macedonia,EN,2285.0,2.60962135523614,57.4721756413222
Spermophilus citellus,Mammalia,Serbia,EN,2285.0,2.60962135523614,1232.55948004667
Spermophilus citellus,Mammalia,Moldova,EN,2285.0,2.60962135523614,891.405483247923
Spermophilus citellus,Mammalia,Slovak Republic,EN,2285.0,2.60962135523614,1096.24540064548
Spermophilus citellus,Mammalia,Ukraine,EN,2285.0,2.60962135523614,1048.05128834611
Spermophilus suslicus,Mammalia,Hungary,NT,252.0,2.88482657670872,82.2256010229816
Spermophilus suslicus,Mammalia,Moldova,NT,252.0,2.88482657670872,802.26493492313
Spermophilus suslicus,Mammalia,Ukraine,NT,252.0,2.88482657670872,815.151002046977
Spermophilus suslicus,Mammalia,Ukraine,NT,252.0,2.88482657670872,407.575501023489
Spermophilus xanthoprymnus,Mammalia,Armenia,NT,2285.0,2.88482657670872,5.70513363258883
Sphyrapicus varius,Aves,Hungary,LC,503.0,,82.2256010229816
Spilopelia senegalensis,Aves,Hungary,LC,101.0,,82.2256010229816
Spinus spinus,Aves,Slovak Republic,LC,135.0,,548.122700322742
Spinus spinus,Aves,Spain,LC,135.0,,50.7859110149498
Spinus spinus,Aves,Spain,LC,135.0,,50.0
Spinus spinus,Aves,Spain,LC,135.0,,79.7518178687677
Spinus spinus,Aves,Finland,LC,135.0,,17.9438888928705
Spinus spinus,Aves,Spain,LC,135.0,,104.315232981613
Spinus spinus,Aves,Spain,LC,135.0,,112.884323888943
Spinus spinus,Aves,Croatia,LC,135.0,,125.211611733079
Spinus spinus,Aves,Hungary,LC,135.0,,41.1128005114908
Spinus spinus,Aves,Spain,LC,135.0,,75.2562159259618
Spinus spinus,Aves,Spain,LC,135.0,,31.81496103219
Spizaetus nipalensis,Aves,Russian Federation,NE,3000.0,,1337.43401602475
Stenella attenuata,Mammalia,Hungary,LC,112500.0,22.98425735797399,82.2256010229816
Stenella clymene,Mammalia,Hungary,LC,75000.0,22.98425735797399,82.2256010229816
Stenella coeruleoalba,Mammalia,Hungary,LC,122950.0,21.70191718001369,82.2256010229816
Stenella frontalis,Mammalia,Hungary,LC,99999995.0,22.34308726899384,82.2256010229816
Steno bredanensis,Mammalia,Hungary,LC,118250.0,19.55400140999316,82.2256010229816
Stercorarius longicaudus,Aves,Spain,LC,298.0,,286.33464928971
Stercorarius longicaudus,Aves,Finland,LC,298.0,,887.694738759062
Stercorarius longicaudus,Aves,Spain,LC,298.0,,358.883180409454
Stercorarius longicaudus,Aves,Spain,LC,298.0,,312.945698944839
Stercorarius longicaudus,Aves,Hungary,LC,298.0,,41.1128005114908
Stercorarius longicaudus,Aves,Spain,LC,298.0,,450.0
Stercorarius longicaudus,Aves,Slovak Republic,LC,298.0,,1096.24540064548
Stercorarius parasiticus,Aves,Spain,LC,450.0,,286.33464928971
Stercorarius parasiticus,Aves,Hungary,LC,450.0,,41.1128005114908
Stercorarius parasiticus,Aves,Finland,LC,450.0,,533.039052405858
Stercorarius parasiticus,Aves,Spain,LC,450.0,,358.883180409454
Stercorarius parasiticus,Aves,Spain,LC,450.0,,312.945698944839
Stercorarius parasiticus,Aves,Spain,LC,450.0,,450.0
Stercorarius parasiticus,Aves,Slovak Republic,LC,450.0,,1096.24540064548
Stercorarius pomarinus,Aves,Spain,LC,694.0,,312.945698944839
