especie,condicion,glucolisis,oxphos
Ratón,ALI,0.06804891015417332,0.1742696555780668
Ratón,ALI,0.05192273613326245,0.1568933403045553
Ratón,ALI,0.3732943469785575,0.2171508398143912
Ratón,ALI,0.0480241006556796,0.1880514345467617
Ratón,ALI,0.1515151515151515,0.1825044114763741
Ratón,ALI,0.1136363636363636,0.2969168681785504
Ratón,ALI,0.05865674286726918,0.2200182994575518
Ratón,ALI,0.2970494417862839,0.01887948500098033
Ratón,ALI,0.1392433102959419,0.2305159793477551
Ratón,ALI,0.1306042884990253,0.1489281746291092
Ratón,ALI,0.1932482721956406,0.2418469381086203
Ratón,ALI,0.09312422470317207,0.1542056074766355
Ratón,ALI,0.07518164097111465,0.1609126854453957
Ratón,ALI,0.1902799929115719,0.1609943794523234
Ratón,ALI,0.2740563530037214,0.1375073524606235
Ratón,ALI,0.1605528973950027,0.2090467943271682
Ratón,ALI,0.2851763246500089,0.1888111888111888
Ratón,ALI,0.09418748892433103,0.1780112410953532
Ratón,ALI,0.01271486797802587,0.02430396706097641
Ratón,ALI,0.08678894205209994,0.05106692373047513
Ratón,ALI,0.1344586213007266,0.1720884255930985
Ratón,ALI,0.3539783802941698,0.210860401280962
Ratón,ALI,0.05794790005316321,0.04006274099732043
Ratón,ALI,0.06304270777954989,0.2084340892752108
Ratón,ALI,0.0,0.1905839487615189
Ratón,ALI,0.04310650363281942,0.1034817985752565
Ratón,ALI,0.1278132199184831,0.218098490294752
Ratón,ALI,0.06866914761651603,0.2123390628063525
Ratón,ALI,0.2368421052631579,0.2019394157244624
Ratón,ALI,0.03318270423533581,0.008553362525325143
Ratón,ALI,0.04066985645933014,0.05012744265080714
Ratón,ALI,0.2293992557150452,0.261584210182341
Ratón,ALI,0.03318270423533581,0.1549408535389844
Ratón,ALI,0.0,0.1682896542709627
Ratón,ALI,0.05511252879673932,0.1368129534017384
Ratón,ALI,0.1553251816409711,0.3961669171949546
Ratón,ALI,0.3420609604820131,0.2117835435592445
Ratón,ALI,0.04186602870813397,0.1420985556499575
Ratón,ALI,0.05582137161084529,0.1542954708842559
Ratón,ALI,0.1048201311359206,0.2406051892033201
Ratón,ALI,0.1391547049441786,0.2050928043918698
Ratón,ALI,0.0,0.2191850205868897
Ratón,ALI,0.08616870458975723,0.3365139533363832
Ratón,ALI,0.1593124224703172,0.2091693353375596
Ratón,ALI,0.04492291334396598,0.04277498202731848
Ratón,ALI,0.08926989190147085,0.1087837396248611
Ratón,ALI,0.07992202729044834,0.2284491209724855
Ratón,ALI,0.1534644692539429,0.2778004705574799
Ratón,ALI,0.3447634237107921,0.09577805372197895
Ratón,ALI,0.4634502923976608,0.1357754395137573
Ratón,ALI,0.1051745525429736,0.1540585582641657
Ratón,ALI,0.3944267233740918,0.1972011633226587
Ratón,ALI,0.2563352826510721,0.2853408273969021
Ratón,ALI,0.1218323586744639,0.1692454741520162
Ratón,ALI,0.2733475101896155,0.1804293837004117
Ratón,ALI,0.299973418394471,0.1831579635317953
Ratón,ALI,0.08869395711500974,0.2356055159793478
Ratón,ALI,0.120769094453305,0.2058362198549114
Ratón,ALI,0.3697944355839093,0.438108620351611
Ratón,ALI,0.377591706539075,0.363693549441213
Ratón,ALI,0.04975190501506291,0.3374697732174368
Ratón,ALI,0.1347687400318979,0.1422456048624273
Ratón,ALI,0.04372674109516215,0.1695722501797268
Ratón,ALI,0.2455254297359561,0.1715819227501471
Ratón,ALI,0.1946659578238526,0.1414450035945363
Ratón,ALI,0.04567605883395357,0.1081220181687471
Ratón,ALI,0.07345383661173135,0.0100401934514084
Ratón,ALI,0.1205032783980152,0.3162129926148618
Ratón,ALI,0.03158780790359738,0.1481765897653748
Ratón,ALI,0.1088959773170299,0.1148536043395856
Ratón,ALI,0.5333156122629806,0.2230899941180315
Ratón,ALI,0.09764309764309764,0.2872524671590092
Ratón,ALI,0.0152401205032784,0.08166132932488072
Ratón,ALI,0.0,0.01895300960721522
Ratón,ALI,0.07190324295587454,0.1656182602444285
Ratón,ALI,0.3001506290979975,0.20710247696229
Ratón,ALI,0.3364788233209286,0.1522367819096791
Ratón,ALI,0.0365940102782208,0.1542873014835632
Ratón,ALI,0.05147970937444622,0.214863407620417
Ratón,ALI,0.005227715754031544,0.1523021371152212
Ratón,ALI,0.0,0.1582167832167832
Ratón,ALI,0.279284068757753,0.08761682242990654
Ratón,ALI,0.1091617933723197,0.2996046010064702
Ratón,ALI,0.001550593655856814,0.1766061041761976
Ratón,ALI,0.03513202197412724,0.1344193189987583
Ratón,ALI,0.1488126882863725,0.1305633618717731
Ratón,ALI,0.06468190678716995,0.2342493954643487
Ratón,ALI,0.06104908736487684,0.1384141559375204
Ratón,ALI,0.07761828814460393,0.2352787399516371
Ratón,ALI,0.2641768562821195,0.1853146853146853
Ratón,ALI,0.1212121212121212,0.1938353702372394
Ratón,ALI,0.07744107744107744,0.2938778511208417
Ratón,ALI,0.2721513379408116,0.2632997843278217
Ratón,ALI,0.3243398901293638,0.2257777269459512
Ratón,ALI,0.138755980861244,0.3014345467616495
Ratón,ALI,0.1179337231968811,0.2265211424089929
Ratón,ALI,0.3989455963140174,0.206963597150513
Ratón,ALI,0.08807371965266703,0.1231537154434351
Ratón,ALI,0.0341130604288499,0.1088245866283249
Ratón,ALI,0.1061935140882509,0.1727828246519835
Ratón,ALI,0.1108009923799397,0.2037121756747925
Ratón,ALI,0.0,0.02106071498594863
Ratón,ALI,0.03380294169767854,0.1468041304489903
Ratón,ALI,0.01501860712387028,0.1018805960394745
Ratón,ALI,0.1178451178451178,0.3242598522972355
Ratón,ALI,0.1650717703349282,0.0948549114436965
Ratón,ALI,0.2363104731525784,0.219732370433305
Ratón,ALI,0.1341928052454368,0.2277955689170642
Ratón,ALI,0.1530214424951267,0.0716701522776289
Ratón,ALI,0.04000531632110579,0.1704627148552382
Ratón,ALI,0.364300903774588,0.1919073916737468
Ratón,ALI,0.07788410419989367,0.1374665054571597
Ratón,ALI,0.007442849548112706,0.157947192993922
Ratón,ALI,0.02494240652135389,0.2066940069276518
Ratón,ALI,0.06255537834485203,0.1396150578393569
Ratón,ALI,0.0,0.05953859224887263
Ratón,ALI,0.04350522771575403,0.2527775962355401
Ratón,ALI,0.03978380294169768,0.1781174433043592
Ratón,ALI,0.3763069289385079,0.2390856806744657
Ratón,ALI,0.392521708311182,0.2337265538200118
Ratón,ALI,0.1271043771043771,0.2717142670413699
Ratón,ALI,0.05298600035442141,0.2063835697013267
Ratón,ALI,0.02950558213716108,0.1870139206587805
Ratón,ALI,0.01842991316675527,0.02708973269720933
Ratón,ALI,0.3787878787878788,0.17221096660349
Ratón,ALI,0.04195463405989722,0.1602591333899745
Ratón,ALI,0.04129009392167287,0.1464446768185086
Ratón,ALI,0.220715931242247,0.08732272400496699
Ratón,ALI,0.01763246500088606,0.1576530945689824
Ratón,ALI,0.2526138578770158,0.2075517940003921
Ratón,ALI,0.07057416267942583,0.1646787791647605
Ratón,ALI,0.04762537657274499,0.2254427815175479
Ratón,ALI,0.06472620946305156,0.2021436507417816
Ratón,ALI,0.2847332978911926,0.1714838899418339
Ratón,ALI,0.04851143009037746,0.2041206457094308
Ratón,ALI,0.08944710260499734,0.117312593948108
Ratón,ALI,0.1442052099946837,0.2016861643029867
Ratón,ALI,0.04053694843168527,0.1278021044376185
Ratón,ALI,0.03362573099415204,0.1399173256649892
Ratón,ALI,0.01236044657097289,0.06713613489314424
Ratón,ALI,0.3709463051568315,0.1842281550225476
Ratón,ALI,0.1055732766259082,0.2009999346447945
Ratón,ALI,0.0428849902534113,0.1293951375727077
Ratón,ALI,0.06149211412369307,0.1395660414352003
Ratón,ALI,0.0379230905546695,0.1321155480033985
Ratón,ALI,0.01555023923444976,0.1457747859617018
Ratón,ALI,0.09454191033138401,0.2066449905234952
Ratón,ALI,0.0505050505050505,0.1576122475655186
Ratón,ALI,0.1488569909622541,0.1744657211946932
Ratón,ALI,0.04603048024100655,0.1562152800470558
Ratón,ALI,0.1743753322700691,0.2549506568198157
Ratón,ALI,0.3311181995392521,0.1181213646166917
Ratón,ALI,0.02804359383306752,0.04229298738644533
Ratón,ALI,0.3255360623781676,0.1698663486046664
Ratón,ALI,0.0,0.1656754460492778
Ratón,ALI,0.002525252525252525,0.2262270439840533
Ratón,ALI,0.2705564416090732,0.1686817855042154
Ratón,ALI,0.03499911394648237,0.1098375923142278
Ratón,ALI,0.2695817827396775,0.1630530684269002
Ratón,ALI,0.08732057416267942,0.1343131167897523
Ratón,ALI,0.07854864433811802,0.1742533167766813
Ratón,ALI,0.3883129541024278,0.1538216456440755
Ratón,ALI,0.02396774765195818,0.197364551336514
Ratón,ALI,0.1944444444444444,0.2687079275864322
Ratón,ALI,0.3395357079567606,0.08454512776942684
Ratón,ALI,0.1175349991139465,0.1976586497614535
Ratón,ALI,0.04753677122098175,0.1591317560943729
Ratón,ALI,0.1862927520822258,0.1917766812626626
Ratón,ALI,0.1178894205209995,0.1484870269916999
Ratón,ALI,0.329611908559277,0.06707894908829488
Ratón,ALI,0.1540847067162857,0.2464054636951833
Ratón,ALI,0.4299574694311536,0.2033690608456964
Ratón,ALI,0.2989544568491937,0.304236651199268
Ratón,ALI,0.0832447279815701,0.1872181556760996
Ratón,ALI,0.437444621655148,0.1926099601333246
Ratón,ALI,0.3832181463760411,0.1416165610090844
Ratón,ALI,0.06122629806840333,0.09358865433631788
Ratón,ALI,0.1080099237993975,0.3294637605385269
Ratón,ALI,0.1236044657097289,0.2409483040324162
Ratón,ALI,0.09591529328371434,0.2692062610286909
Ratón,ALI,0.02866383129541024,0.1542056074766355
Ratón,ALI,0.3238968633705476,0.315020260113718
Ratón,ALI,0.1175349991139465,0.2534311482909614
Ratón,ALI,0.2246588693957115,0.1964659172603098
Ratón,ALI,0.02002480949849371,0.1470328736683877
Ratón,ALI,0.108541555909977,0.1957388405986537
Ratón,ALI,0.02742335637072479,0.1877491667211293
