especie,condicion,glucolisis,oxphos
Ratón,ALI,0.2738791423001949,0.08630154891837134
Ratón,ALI,0.1245791245791246,0.1693108293575583
Ratón,ALI,0.05568846358320043,0.06447291026730279
Ratón,ALI,0.2673223462697147,0.2730213711522123
Ratón,ALI,0.3269537480063796,0.1119452976929612
Ratón,ALI,0.04567605883395357,0.1325730344421933
Ratón,ALI,0.00354421407052986,0.142743938304686
Ratón,ALI,0.05661881977671451,0.2116201555453892
Ratón,ALI,0.004961899698741804,0.1692046271485524
Ratón,ALI,0.06162502215133794,0.2389141232599176
Ratón,ALI,0.0577263866737551,0.2193810862035161
Ratón,ALI,0.3164540138224349,0.2578998104699039
Ratón,ALI,0.05458089668615984,0.06708711848898764
Ratón,ALI,0.0436381357433989,0.2411198614469643
Ratón,ALI,0.05267588162325004,0.2508169400692765
Ratón,ALI,0.1268385610490874,0.2142343637670741
Ratón,ALI,0.3210171894382421,0.1297872688059604
Ratón,ALI,0.04403685982633351,0.1258577870727403
Ratón,ALI,0.02175261385787702,0.03517743938304686
Ratón,ALI,0.1131490342016658,0.200738513822626
Ratón,ALI,0.2784423179160021,0.2302872361283576
Ratón,ALI,0.1257752968279284,0.2293804326514607
Ratón,ALI,0.04682792840687577,0.2014247434808182
Ratón,ALI,0.3018341307814992,0.2972681524083393
Ratón,ALI,0.1415027467659047,0.1025341480948958
Ratón,ALI,0.06388445862130072,0.2134909483040324
Ratón,ALI,0.1896597554492291,0.1701114306254493
Ratón,ALI,0.1360978203083466,0.1675053918044572
Ratón,ALI,0.2093744462165515,0.181082935755833
Ratón,ALI,0.1616161616161616,0.1749722240376446
Ratón,ALI,0.07021974127237285,0.2024295797660284
Ratón,ALI,0.2143363459152933,0.3335566302856022
Ratón,ALI,0.3697944355839093,0.1907555061760669
Ratón,ALI,0.1230728335991494,0.02230246389124894
Ratón,ALI,0.3728070175438596,0.1631429318345206
Ratón,ALI,0.04071415913521177,0.01631429318345206
Ratón,ALI,0.1076111997164629,0.1527759623554016
Ratón,ALI,0.09471912103491051,0.2591252205738187
Ratón,ALI,0.2021088073719653,0.3196441409058232
Ratón,ALI,0.04093567251461988,0.1785095745376119
Ratón,ALI,0.04908736487683856,0.1737223057316515
Ratón,ALI,0.06472620946305156,0.1244934971570486
Ratón,ALI,0.1377813219918483,0.3042774982027319
Ratón,ALI,0.2672337409179514,0.1414041565910725
Ratón,ALI,0.03420166578061315,0.1426785830991439
Ratón,ALI,0.05985291511607301,0.1846447944578786
Ratón,ALI,0.06290979975190501,0.1357264231096007
Ratón,ALI,0.0752702463228779,0.1936964904254624
Ratón,ALI,0.131933368775474,0.1047480556826351
Ratón,ALI,0.2414938862307283,0.1524655251290765
Ratón,ALI,0.04204323941166047,0.1604470296059081
Ratón,ALI,0.07943469785575048,0.1399826808705313
Ratón,ALI,0.1289207868155237,0.3446588458270701
Ratón,ALI,0.217659046606415,0.1736651199268022
Ratón,ALI,0.2986886407939039,0.1393863146199595
Ratón,ALI,0.2170831118199539,0.2765832298542579
Ratón,ALI,0.0,0.1500718907260963
Ratón,ALI,0.07132730816941343,0.2441588785046729
Ratón,ALI,0.1980772638667375,0.1399826808705313
Ratón,ALI,0.03154350522771576,0.157007711914254
Ratón,ALI,0.009170653907496013,0.1070926736814587
Ratón,ALI,0.03712564238880028,0.1003855957126985
Ratón,ALI,0.246943115364168,0.1054587935429057
Ratón,ALI,0.07597908913698387,0.2421165283314816
Ratón,ALI,0.0202020202020202,0.1459708515783282
Ratón,ALI,0.1940457203615098,0.06801843016796288
Ratón,ALI,0.04970760233918128,0.2450575125808771
Ratón,ALI,0.01617047669679249,0.06121331939088948
Ratón,ALI,0.1442938153464469,0.381609045160447
Ratón,ALI,0.09055466950203793,0.2532922684791843
Ratón,ALI,0.1252436647173489,0.2234412783478204
Ratón,ALI,0.2995746943115364,0.209888242598523
Ratón,ALI,0.0741183767499557,0.240327429579766
Ratón,ALI,0.03256246677299309,0.1663044899026208
Ratón,ALI,0.1254651780967571,0.108857264231096
Ratón,ALI,0.05422647527910686,0.233162865172211
Ratón,ALI,0.0,0.1475720541141102
Ratón,ALI,0.04182172603225235,0.2237925625776093
Ratón,ALI,0.0512581959950381,0.2038265472844912
Ratón,ALI,0.08838383838383838,0.2393225932945559
Ratón,ALI,0.2811890838206628,0.1469920266649239
Ratón,ALI,0.08625730994152046,0.1613701718841906
Ratón,ALI,0.06986531986531987,0.306777334814718
Ratón,ALI,0.2690944533049796,0.2352215541467878
Ratón,ALI,0.03987240829346093,0.2214561139794785
Ratón,ALI,0.05001772107035265,0.02452454087968107
Ratón,ALI,0.01851851851851852,0.1318704659826155
Ratón,ALI,0.1679957469431154,0.2262597215868244
Ratón,ALI,0.04824561403508772,0.2232860597346579
Ratón,ALI,0.1079213184476342,0.1297382524018038
Ratón,ALI,0.08049796207690944,0.1496062348866087
Ratón,ALI,0.1314017366648945,0.3264574210835893
Ratón,ALI,0.1504518872939926,0.1979119011829292
Ratón,ALI,0.3611111111111111,0.1849960786876675
Ratón,ALI,0.2963405989721779,0.2015064374877459
Ratón,ALI,0.09104199893673579,0.3112051499901967
Ratón,ALI,0.008550416445153287,0.141698255016012
Ratón,ALI,0.0,0.05355859094176851
Ratón,ALI,0.3094098883572568,0.2728007973335076
Ratón,ALI,0.0386762360446571,0.1880432651460689
Ratón,ALI,0.1006113769271664,0.23236226390432
Ratón,ALI,0.07974481658692185,0.2073393895823802
Ratón,ALI,0.0,0.006249591529965362
Ratón,ALI,0.07943469785575048,0.143544539572577
Ratón,ALI,0.03991671096934255,0.0618668714463107
Ratón,ALI,0.08980152401205033,0.1361430625449317
Ratón,ALI,0.1530214424951267,0.1566155806810012
Ratón,ALI,0.4055909976962608,0.2169711129991504
Ratón,ALI,0.3283271309587099,0.2502614208221685
Ratón,ALI,0.05914407230196704,0.09675838180511077
Ratón,ALI,0.2943912812333865,0.2328279197438076
Ratón,ALI,0.09144072301967039,0.2387262270439841
Ratón,ALI,0.1170919723551302,0.1915969544474217
Ratón,ALI,0.04700513911040227,0.1695477419776485
Ratón,ALI,0.05094807726386674,0.1653405006208745
Ratón,ALI,0.08616870458975723,0.2109339258871969
Ratón,ALI,0.05608718766613503,0.02570910398013202
Ratón,ALI,0.0106769448874712,0.1366250571858048
Ratón,ALI,0.1904572036150984,0.1785830991438468
Ratón,ALI,0.09055466950203793,0.2700150316972747
Ratón,ALI,0.3178273967747652,0.2394206261028691
Ratón,ALI,0.3762183235867446,0.1998643879485001
Ratón,ALI,0.2963405989721779,0.08164499052349519
Ratón,ALI,0.03934077618288145,0.1459054963727861
Ratón,ALI,0.09963671805777069,0.2135726423109601
Ratón,ALI,0.3629275208222577,0.2328115809424221
Ratón,ALI,0.03663831295410243,0.2532759296777988
Ratón,ALI,0.01851851851851852,0.1713776877328279
Ratón,ALI,0.02068934963671806,0.2260146395660414
Ratón,ALI,0.0,0.1743758577870727
Ratón,ALI,0.2116781853623959,0.2795487223057316
Ratón,ALI,0.0,0.006764263773609568
Ratón,ALI,0.07150451887293993,0.0866201555453892
Ratón,ALI,0.0,0.01038330828050454
Ratón,ALI,0.07535885167464115,0.0900921508398144
Ratón,ALI,0.2838029416976786,0.2738628194235671
Ratón,ALI,0.0809852915116073,0.24314587281877
Ratón,ALI,0.06220095693779904,0.2022988693549441
Ratón,ALI,0.3407761828814461,0.2596398928174629
Ratón,ALI,0.1009657983342194,0.2556859028821646
Ratón,ALI,0.370060251639199,0.2960999281092739
Ratón,ALI,0.1140793903951799,0.2342657342657343
Ratón,ALI,0.103358142831827,0.05317462910920855
Ratón,ALI,0.1569200779727095,0.2858064832363898
Ratón,ALI,0.2761385787701577,0.1821776354486635
Ratón,ALI,0.3467570441254652,0.2258839291549572
Ratón,ALI,0.1616161616161616,0.3056336187177309
Ratón,ALI,0.04518872939925572,0.148135742761911
Ratón,ALI,0.2862838915470494,0.3140235932292007
Ratón,ALI,0.2373737373737374,0.1338801385530357
Ratón,ALI,0.1760588339535708,0.3185576106136854
Ratón,ALI,0.3176058833953571,0.2409483040324162
Ratón,ALI,0.03074605706184654,0.1593196523103065
Ratón,ALI,0.1112883218146376,0.2903241618194889
Ratón,ALI,0.1049973418394471,0.02622377622377622
Ratón,ALI,0.06959950381003012,0.3100205868897458
Ratón,ALI,0.08643452064504696,0.1627508006012679
Ratón,ALI,0.04948608895977317,0.1308492908960199
Ratón,ALI,0.05692893850788588,0.1752990000653552
Ratón,ALI,0.01444267233740918,0.03425429710476439
Ratón,ALI,0.152401205032784,0.2546728971962617
Ratón,ALI,0.0922381711855396,0.1340190183648128
Ratón,ALI,0.2932394116604643,0.1592297889026861
Ratón,ALI,0.3286372496898813,0.3109192209659499
Ratón,ALI,0.04133439659755449,0.05605842755375465
Ratón,ALI,0.3439659755449229,0.3962322724004967
Ratón,ALI,0.2537214247740563,0.1055649957519116
Ratón,ALI,0.2413609782030835,0.1286925691131299
Ratón,ALI,0.05099237993974836,0.05716946604797072
Ratón,ALI,0.1029594187488924,0.146117900790798
Ratón,ALI,0.04447988658514974,0.09749362786745965
Ratón,ALI,0.05728335991493886,0.1943827200836547
Ratón,ALI,0.1491228070175439,0.2489624861120188
Ratón,ALI,0.02560694665957824,0.1098457617149206
Ratón,ALI,0.3385167464114833,0.1958123652048886
Ratón,ALI,0.0634414318624845,0.206546957715182
Ratón,ALI,0.1156742867269183,0.2407685772171753
Ratón,ALI,0.2787081339712918,0.2381543689954905
Ratón,ALI,0.04155590997696261,0.1453663159270636
Ratón,ALI,0.0,0.1027057055094438
Ratón,ALI,0.04053694843168527,0.2325664989216391
Ratón,ALI,0.04434697855750487,0.0628962159335991
Ratón,ALI,0.1128389154704944,0.181532252793935
Ratón,ALI,0.08178273967747653,0.2586922423371021
Ratón,ALI,0.03282828282828283,0.1210215018626234
Ratón,ALI,0.07301080985291511,0.1523920005228416
Ratón,ALI,0.06698564593301436,0.2836987778576563
Ratón,ALI,0.001018961545277335,0.1734608849094831
Ratón,ALI,0.1334396597554492,0.2386200248349781
Ratón,ALI,0.05768208399787347,0.2476308737990981
Ratón,ALI,0.1005227715754032,0.2353359257564865
Ratón,ALI,0.2839801524012051,0.1790160773805634
Ratón,ALI,0.06813751550593655,0.04615711391412326
Ratón,ALI,0.2583289030657452,0.2228857591007124
Ratón,ALI,0.03597377281587808,0.20355695706163
Ratón,ALI,0.0392521708311182,0.1649810469903928
Ratón,ALI,0.03079035973772816,0.1830599307234821
Ratón,ALI,0.3852560694665958,0.09817168812495915
Ratón,ALI,0.2352472089314195,0.4357966799555585
Ratón,ALI,0.105130249867092,0.1597689693484086
Ratón,ALI,0.1040226829700514,0.1779949022939677
Ratón,ALI,0.08816232500443026,0.2753986667538069
Ratón,ALI,0.06197944355839093,0.1917194954578132
Ratón,ALI,0.3480861244019139,0.1363881445657147
Ratón,ALI,0.0405812511075669,0.2458090974446115
Ratón,ALI,0.1252436647173489,0.01714757205411411
Ratón,ALI,0.03504341662236399,0.1177210639827462
Ratón,ALI,0.2667907141591352,0.1827249852950787
Ratón,ALI,0.1374712032606769,0.3210656166263643
Ratón,ALI,0.233297891192628,0.1640170577086465
Ratón,ALI,0.07371965266702109,0.1587314554604274
Ratón,ALI,0.07097288676236045,0.205468596823737
Ratón,ALI,0.3153021442495127,0.1359715051303836
Ratón,ALI,0.2531454899875952,0.1098375923142278
Ratón,ALI,0.09440900230373915,0.2717387752434481
Ratón,ALI,0.4102870813397129,0.272441343703026
Ratón,ALI,0.01289207868155237,0.0453728514476178
Ratón,ALI,0.1108452950558214,0.2140464675511405
Ratón,ALI,0.1324206982101719,0.2158682439056271
Ratón,ALI,0.05878965089491405,0.1628406640088883
Ratón,ALI,0.2263866737550948,0.08484739559505915
Ratón,ALI,0.1749512670565302,0.1459054963727861
Ratón,ALI,0.04846712741449583,0.07408012548199464
Ratón,ALI,0.1386673755094808,0.3158126919809163
Ratón,ALI,0.02848662059188375,0.02614208221684857
Ratón,ALI,0.1401293638135744,0.2860597346578655
Ratón,ALI,0.2262537657274499,0.1442144304293837
Ratón,ALI,0.05737196526670211,0.1216832233187373
Ratón,ALI,0.1426989190147085,0.2070126135546696
Ratón,ALI,0.1412812333864965,0.1560192144304294
Ratón,ALI,0.3325801878433458,0.1041026730279067
Ratón,ALI,0.04682792840687577,0.244224233710215
Ratón,ALI,0.08647882332092859,0.1536991046336841
Ratón,ALI,0.01984759879496721,0.02367492320763349
Ratón,ALI,0.07814992025518341,0.2043493889288282
Ratón,ALI,0.04430267588162325,0.1080648323638978
Ratón,ALI,0.2057416267942584,0.2451146983857264
Ratón,ALI,0.4055909976962608,0.1692454741520162
Ratón,ALI,0.003234095339358497,0.03543069080452258
Ratón,ALI,0.386053517632465,0.2063100450950918
Ratón,ALI,0.04208754208754209,0.1846447944578786
Ratón,ALI,0.08444090023037391,0.1622116201555454
Ratón,ALI,0.1586921850079745,0.1083834389909156
Ratón,ALI,0.0798334219386851,0.2132131886804784
Ratón,ALI,0.2834928229665072,0.1128521011698582
Ratón,ALI,0.02910685805422648,0.1197307365531665
Ratón,ALI,0.11053517632465,0.2473367753741585
Ratón,ALI,0.0682261208576998,0.1401215606823084
Ratón,ALI,0.1423001949317739,0.2628014508855631
Ratón,ALI,0.1100478468899522,0.2453761192078949
Ratón,ALI,0.05360623781676413,0.1395578720345075
Ratón,ALI,0.05927698032961191,0.2159335991111692
Ratón,ALI,0.02773347510189616,0.1362002483497811
Ratón,ALI,0.1636097820308346,0.1107035487876609
Ratón,ALI,0.3736044657097289,0.3483432455395072
Ratón,ALI,0.3603136629452419,0.3338997451146984
Ratón,ALI,0.0006202374623427255,0.09993627867459644
Ratón,ALI,0.3106503632819422,0.2286288477877263
Ratón,ALI,0.06353003721424774,0.1975687863538331
Ratón,ALI,0.02755626439836966,0.1927896869485655
Ratón,ALI,0.4071858940279993,0.2993513495849944
Ratón,ALI,0.1368509657983342,0.1251878962159336
Ratón,ALI,0.02441077441077441,0.1379321612966473
Ratón,ALI,0.03154350522771576,0.237092346905431
Ratón,ALI,0.3139287612971823,0.2777514541533233
Ratón,ALI,0.2175704412546518,0.2524263120057513
Ratón,ALI,0.1900584795321637,0.103604339585648
Ratón,ALI,0.1673755094807726,0.1565338866740736
Ratón,ALI,0.05391635654793549,0.1619093523299131
Ratón,ALI,0.0,0.08132638389647735
Ratón,ALI,0.1775208222576644,0.03948271354813411
Ratón,ALI,0.04855573276625908,0.163755636886478
Ratón,ALI,0.1004341662236399,0.1942438402718777
Ratón,ALI,0.4256158071947546,0.2040226129011176
Ratón,ALI,0.3678451178451179,0.1519671916868179
Ratón,ALI,0.2829168881800461,0.2178615776746618
Ratón,ALI,0.06277689172426014,0.2076825044114764
Ratón,ALI,0.1713184476342371,0.2901607738056336
Ratón,ALI,0.06543505227715754,0.1868832102476962
Ratón,ALI,0.03553074605706184,0.0934906215280047
Ratón,ALI,0.04532163742690058,0.211767204757859
Ratón,ALI,0.009037745879851143,0.1836072805698974
Ratón,ALI,0.3239854687223108,0.2481292072413568
Ratón,ALI,0.0493531809321283,0.1709855564995752
Ratón,ALI,0.08218146376041113,0.266036533559898
Ratón,ALI,0.03251816409711147,0.1768838637997517
Ratón,ALI,0.2213361687045897,0.3066956408077903
Ratón,ALI,0.1247563352826511,0.1634288608587674
Ratón,ALI,0.0019050150629098,0.04108391608391608
Ratón,ALI,0.05285309232677654,0.08023985360433959
Ratón,ALI,0.05582137161084529,0.1905594405594405
Ratón,ALI,0.06020733652312599,0.1430053591268544
Ratón,ALI,0.03203083466241361,0.179514410822822
Ratón,ALI,0.02259436469962786,0.1628324946081955
Ratón,ALI,0.06787169945064682,0.1193222665185282
Ratón,ALI,0.06844763423710792,0.07979870596693027
Ratón,ALI,0.5015062909799752,0.1667619763414156
Ratón,ALI,0.1726475279106858,0.3439726161688779
Ratón,ALI,0.2421584263689527,0.2636183909548396
Ratón,ALI,0.1772550062023746,0.1154418011894647
Ratón,ALI,0.3558833953570796,0.2646232272400497
Ratón,ALI,0.072789296473507,0.2130988170707797
Ratón,ALI,0.08807371965266703,0.05815796353179531
Ratón,ALI,0.03517632465000886,0.02298052414874845
Ratón,ALI,0.3188020556441609,0.1590990784916018
Ratón,ALI,0.269404572036151,0.09892327298869355
Ratón,ALI,0.2677210703526493,0.1698745180053591
Ratón,ALI,0.05072656388445862,0.162154434350696
Ratón,ALI,0.317029948608896,0.2873423305666296
Ratón,ALI,0.3190678716994507,0.1678239984314751
Ratón,ALI,0.03340421761474393,0.02324194497091693
Ratón,ALI,0.0817384370015949,0.2836334226521142
Ratón,ALI,0.2360446570972887,0.1479478465459774
Ratón,ALI,0.08080808080808081,0.1607084504280766
Ratón,ALI,0.1111111111111111,0.1588213188680478
Ratón,ALI,0.4799308878256247,0.1898977191033266
Ratón,ALI,0.207779549884813,0.1623668387687079
Ratón,ALI,0.06694134325713273,0.2091529965361741
Ratón,ALI,0.1031366294524189,0.2790258806613947
Ratón,ALI,0.1979886585149743,0.179792170446376
Ratón,ALI,0.1503632819422293,0.1580043787987713
Ratón,ALI,0.1442052099946837,0.1494591856741389
Ratón,ALI,0.08014354066985646,0.2006649892163911
Ratón,ALI,0.06866914761651603,0.05011927325011437
Ratón,ALI,0.06175793017898281,0.1771616234233057
Ratón,ALI,0.3146376041112883,0.2619354944121299
Ratón,ALI,0.02879673932305511,0.1554473563819358
Ratón,ALI,0.3935406698564594,0.2344699692830534
Ratón,ALI,0.09817472975367712,0.2760522188092281
Ratón,ALI,0.004430267588162325,0.1471063982746226
Ratón,ALI,0.04815700868332447,0.2166851839749036
Ratón,ALI,0.3585858585858586,0.2256633553362525
Ratón,ALI,0.1186425660109871,0.3303787334161166
Ratón,ALI,0.0634414318624845,0.2358424285994379
Ratón,ALI,0.03942938153464469,0.1814178811842363
