sciName,order,family,genus,BioRealm,DOMESTICATED_large,extinct,Synanthropy_level_simple,WildMeat,Traded_all,Traded_legal,Traded_illegal,Traded_all_live,Traded_all_product,timeTraded_all_1980_2019,Zoonose_vector_1,ZOONOTIC_NB_all,Zoonose_virus_vector_1,ZOONOTIC_NB_viruses,PhyloDist_Homosapiens_mean,pubs_pubmed_all_log,pubs_X
Otomys_sloggetti,RODENTIA,MURIDAE,Otomys,Afrotropic,no,0,no,no,no,no,no,no,no,0,NotZoonotic,0,NotZoonotic,0,150.4698044878881,1.791759469228055,0
Otomys_sungae,RODENTIA,MURIDAE,Otomys,Afrotropic,no,0,no,no,no,no,no,no,no,0,NotZoonotic,0,NotZoonotic,0,150.4698045244331,0,0
Otomys_thomasi,RODENTIA,MURIDAE,Otomys,Afrotropic,no,0,no,no,no,no,no,no,no,0,NotZoonotic,0,NotZoonotic,0,150.4698044592826,0,0
Otomys_tropicalis,RODENTIA,MURIDAE,Otomys,Afrotropic,no,0,no,no,no,no,no,no,no,0,Zoonotic,1,Zoonotic,1,150.4698045026416,0,0
Otomys_typus,RODENTIA,MURIDAE,Otomys,Afrotropic,no,0,no,no,no,no,no,no,no,0,NotZoonotic,0,NotZoonotic,0,150.4698047178716,0.6931471805599453,0
Otomys_unisulcatus,RODENTIA,MURIDAE,Otomys,Afrotropic,no,0,no,no,no,no,no,no,no,0,NotZoonotic,0,NotZoonotic,0,150.4698049962081,2.079441541679836,0.03575551246887806
Otomys_uzungwensis,RODENTIA,MURIDAE,Otomys,Afrotropic,no,0,no,no,no,no,no,no,no,0,NotZoonotic,0,NotZoonotic,0,150.4698044220261,0,0
Otomys_willani,RODENTIA,MURIDAE,Otomys,Afrotropic,no,0,no,no,no,no,no,no,no,0,NotZoonotic,0,NotZoonotic,0,150.4698045244331,0,0
Otomys_yaldeni,RODENTIA,MURIDAE,Otomys,Afrotropic,no,0,no,no,no,no,no,no,no,0,NotZoonotic,0,NotZoonotic,0,150.4698044696236,0,0
Otomys_zinki,RODENTIA,MURIDAE,Otomys,Afrotropic,no,0,no,no,no,no,no,no,no,0,NotZoonotic,0,NotZoonotic,0,150.4698044980897,0,0
Parotomys_brantsii,RODENTIA,MURIDAE,Parotomys,Afrotropic,no,0,no,no,no,no,no,no,no,0,Zoonotic,1,NotZoonotic,0,150.4698044104396,1.386294361119891,0
Parotomys_littledalei,RODENTIA,MURIDAE,Parotomys,Afrotropic,no,0,no,no,no,no,no,no,no,0,NotZoonotic,0,NotZoonotic,0,150.4698051023281,1.09861228866811,0
Batomys_dentatus,RODENTIA,MURIDAE,Batomys,Indomalaya,no,0,no,no,no,no,no,no,no,0,NotZoonotic,0,NotZoonotic,0,150.4698051789144,0,0
Batomys_grantii,RODENTIA,MURIDAE,Batomys,Indomalaya,no,0,no,no,no,no,no,no,no,0,NotZoonotic,0,NotZoonotic,0,150.4698049974331,0.6931471805599453,0
Batomys_hamiguitan,RODENTIA,MURIDAE,Batomys,Indomalaya,no,0,no,no,no,no,no,no,no,0,NotZoonotic,0,NotZoonotic,0,150.4698051789144,0,0
Batomys_russatus,RODENTIA,MURIDAE,Batomys,Indomalaya,no,0,no,no,no,no,no,no,no,0,NotZoonotic,0,NotZoonotic,0,150.4698052180161,0,0
Batomys_salomonseni,RODENTIA,MURIDAE,Batomys,Indomalaya,no,0,no,no,no,no,no,no,no,0,NotZoonotic,0,NotZoonotic,0,150.4698047504196,0,0
Batomys_uragon,RODENTIA,MURIDAE,Batomys,Indomalaya,no,0,no,no,no,no,no,no,no,0,NotZoonotic,0,NotZoonotic,0,150.4698051412069,0,0
Carpomys_melanurus,RODENTIA,MURIDAE,Carpomys,Indomalaya,no,0,no,no,no,no,no,no,no,0,NotZoonotic,0,NotZoonotic,0,150.4698048646136,0,0
Carpomys_phaeurus,RODENTIA,MURIDAE,Carpomys,Indomalaya,no,0,no,no,no,no,no,no,no,0,NotZoonotic,0,NotZoonotic,0,150.4698048646136,0,0
Crateromys_australis,RODENTIA,MURIDAE,Crateromys,Indomalaya,no,0,no,no,no,no,no,no,no,0,NotZoonotic,0,NotZoonotic,0,150.4698048537961,0,0
Crateromys_heaneyi,RODENTIA,MURIDAE,Crateromys,Indomalaya,no,0,no,yes,no,no,no,no,no,0,NotZoonotic,0,NotZoonotic,0,150.4698051114281,0,0
Crateromys_paulus,RODENTIA,MURIDAE,Crateromys,Indomalaya,no,0,no,yes,no,no,no,no,no,0,NotZoonotic,0,NotZoonotic,0,150.4698050271641,0,0
Crateromys_schadenbergi,RODENTIA,MURIDAE,Crateromys,Indomalaya,no,0,no,yes,no,no,no,no,no,0,NotZoonotic,0,NotZoonotic,0,150.4698051130691,0,0
Musseromys_anacuao,RODENTIA,MURIDAE,Musseromys,Indomalaya,no,0,no,no,no,no,no,no,no,0,NotZoonotic,0,NotZoonotic,0,150.4698049439381,0,0
Musseromys_beneficus,RODENTIA,MURIDAE,Musseromys,Indomalaya,no,0,no,no,no,no,no,no,no,0,NotZoonotic,0,NotZoonotic,0,150.4698049125891,0,0
Musseromys_gulantang,RODENTIA,MURIDAE,Musseromys,Indomalaya,no,0,no,no,no,no,no,no,no,0,NotZoonotic,0,NotZoonotic,0,150.4698049276626,0,0
Musseromys_inopinatus,RODENTIA,MURIDAE,Musseromys,Indomalaya,no,0,no,no,no,no,no,no,no,0,NotZoonotic,0,NotZoonotic,0,150.4698047424966,0,0
Phloeomys_cumingi,RODENTIA,MURIDAE,Phloeomys,Indomalaya,no,0,yes,yes,yes,yes,yes,yes,no,0,NotZoonotic,0,NotZoonotic,0,150.4698045858716,1.09861228866811,0
Phloeomys_pallidus,RODENTIA,MURIDAE,Phloeomys,Indomalaya,no,0,no,yes,yes,yes,no,yes,yes,0,NotZoonotic,0,NotZoonotic,0,150.4698045858716,0,0
Chingawaemys_rarus,RODENTIA,MURIDAE,Chingawaemys,Afrotropic,no,0,no,no,no,no,no,no,no,0,NotZoonotic,0,NotZoonotic,0,150.4698057101336,0,0
Colomys_eisentrauti,RODENTIA,MURIDAE,Colomys,Afrotropic,no,0,no,no,no,no,no,no,no,0,NotZoonotic,0,NotZoonotic,0,150.4698052706046,0,0
Colomys_goslingi,RODENTIA,MURIDAE,Colomys,Afrotropic,no,0,no,no,yes,yes,no,no,yes,0,NotZoonotic,0,NotZoonotic,0,150.4698052706046,0.6931471805599453,0
Colomys_lumumbai,RODENTIA,MURIDAE,Colomys,Afrotropic,no,0,no,no,no,no,no,no,no,0,NotZoonotic,0,NotZoonotic,0,150.4698052706046,0,0
Colomys_wologizi,RODENTIA,MURIDAE,Colomys,Afrotropic,no,0,no,no,no,no,no,no,no,0,NotZoonotic,0,NotZoonotic,0,150.4698052706046,0,0
Congomys_lukolelae,RODENTIA,MURIDAE,Congomys,Afrotropic,no,0,no,no,no,no,no,no,no,0,NotZoonotic,0,NotZoonotic,0,150.4698049110346,0,0
Congomys_verschureni,RODENTIA,MURIDAE,Congomys,Afrotropic,no,0,no,no,no,no,no,no,no,0,NotZoonotic,0,NotZoonotic,0,150.4698048242646,0,0
Heimyscus_fumosus,RODENTIA,MURIDAE,Heimyscus,Afrotropic,no,0,no,no,yes,yes,no,no,yes,0,NotZoonotic,0,NotZoonotic,0,150.4698050450716,0,0
Hylomyscus_aeta,RODENTIA,MURIDAE,Hylomyscus,Afrotropic,no,0,no,no,no,no,no,no,no,0,NotZoonotic,0,NotZoonotic,0,150.4698049485216,0,0
Hylomyscus_alleni,RODENTIA,MURIDAE,Hylomyscus,Afrotropic,no,0,no,no,no,no,no,no,no,0,Zoonotic,1,Zoonotic,1,150.4698047937666,0.6931471805599453,0
Hylomyscus_anselli,RODENTIA,MURIDAE,Hylomyscus,Afrotropic,no,0,no,no,no,no,no,no,no,0,NotZoonotic,0,NotZoonotic,0,150.4698048169516,0.6931471805599453,0
Hylomyscus_arcimontensis,RODENTIA,MURIDAE,Hylomyscus,Afrotropic,no,0,no,no,no,no,no,no,no,0,NotZoonotic,0,NotZoonotic,0,150.4698049770516,0,0
Hylomyscus_baeri,RODENTIA,MURIDAE,Hylomyscus,Afrotropic,no,0,no,no,no,no,no,no,no,0,NotZoonotic,0,NotZoonotic,0,150.4698048832966,0,0
Hylomyscus_carillus,RODENTIA,MURIDAE,Hylomyscus,Afrotropic,no,0,no,no,no,no,no,no,no,0,NotZoonotic,0,NotZoonotic,0,150.4698049144051,0,0
Hylomyscus_denniae,RODENTIA,MURIDAE,Hylomyscus,Afrotropic,no,0,no,no,no,no,no,no,no,0,NotZoonotic,0,NotZoonotic,0,150.4698050450466,0.6931471805599453,0
Hylomyscus_endorobae,RODENTIA,MURIDAE,Hylomyscus,Afrotropic,no,0,no,no,no,no,no,no,no,0,NotZoonotic,0,NotZoonotic,0,150.4698051206666,0.6931471805599453,0.02323705875925246
Hylomyscus_grandis,RODENTIA,MURIDAE,Hylomyscus,Afrotropic,no,0,no,no,no,no,no,no,no,0,NotZoonotic,0,NotZoonotic,0,150.4698049485016,0,0
Hylomyscus_heinrichorum,RODENTIA,MURIDAE,Hylomyscus,Afrotropic,no,0,no,no,no,no,no,no,no,0,NotZoonotic,0,NotZoonotic,0,150.4698049485216,0,0
Hylomyscus_kaimosae,RODENTIA,MURIDAE,Hylomyscus,Afrotropic,no,0,no,no,no,no,no,no,no,0,NotZoonotic,0,NotZoonotic,0,150.4698049485216,0.6931471805599453,0
Hylomyscus_kerbispeterhansi,RODENTIA,MURIDAE,Hylomyscus,Afrotropic,no,0,no,no,no,no,no,no,no,0,NotZoonotic,0,NotZoonotic,0,150.4698049770676,0,0
Hylomyscus_mpungamachagorum,RODENTIA,MURIDAE,Hylomyscus,Afrotropic,no,0,no,no,no,no,no,no,no,0,NotZoonotic,0,NotZoonotic,0,150.4698049485216,0,0
Hylomyscus_pamfi,RODENTIA,MURIDAE,Hylomyscus,Afrotropic,no,0,no,no,no,no,no,no,no,0,NotZoonotic,0,NotZoonotic,0,150.4698047302866,1.09861228866811,0.04342340063114344
Hylomyscus_parvus,RODENTIA,MURIDAE,Hylomyscus,Afrotropic,no,0,no,no,no,no,no,no,no,0,NotZoonotic,0,NotZoonotic,0,150.4698046833416,0,0
Hylomyscus_pygmaeus,RODENTIA,MURIDAE,Hylomyscus,Afrotropic,no,0,no,no,no,no,no,no,no,0,NotZoonotic,0,NotZoonotic,0,150.4698049485216,2.833213344056216,0
Hylomyscus_simus,RODENTIA,MURIDAE,Hylomyscus,Afrotropic,no,0,no,no,no,no,no,no,no,0,NotZoonotic,0,NotZoonotic,0,150.4698049485216,1.386294361119891,0.05957843114358434
Hylomyscus_stanleyi,RODENTIA,MURIDAE,Hylomyscus,Afrotropic,no,0,no,no,no,no,no,no,no,0,NotZoonotic,0,NotZoonotic,0,150.4698049485216,0,0
Hylomyscus_stella,RODENTIA,MURIDAE,Hylomyscus,Afrotropic,no,0,no,no,no,no,no,no,no,0,NotZoonotic,0,NotZoonotic,0,150.4698049258691,1.791759469228055,0.04931333494885793
Hylomyscus_thornesmithae,RODENTIA,MURIDAE,Hylomyscus,Afrotropic,no,0,no,no,no,no,no,no,no,0,NotZoonotic,0,NotZoonotic,0,150.4698049485216,0,0
Hylomyscus_vulcanorum,RODENTIA,MURIDAE,Hylomyscus,Afrotropic,no,0,no,no,yes,yes,no,no,yes,0,NotZoonotic,0,NotZoonotic,0,150.4698051362316,0,0
Hylomyscus_walterverheyeni,RODENTIA,MURIDAE,Hylomyscus,Afrotropic,no,0,no,no,no,no,no,no,no,0,NotZoonotic,0,NotZoonotic,0,150.4698049319491,0,0
Mastomys_angolensis,RODENTIA,MURIDAE,Mastomys,Afrotropic,no,0,no,no,yes,yes,no,yes,no,0,NotZoonotic,0,NotZoonotic,0,150.4698050294156,0,0
Mastomys_awashensis,RODENTIA,MURIDAE,Mastomys,Afrotropic,no,0,no,no,no,no,no,no,no,0,NotZoonotic,0,NotZoonotic,0,150.4698049663486,0.6931471805599453,0.02323705875925246
Mastomys_coucha,RODENTIA,MURIDAE,Mastomys,Afrotropic,no,0,yes,no,yes,yes,no,yes,yes,0,Zoonotic,2,Zoonotic,1,150.4698047364101,4.934473933130691,0.2469466461999172
Mastomys_erythroleucus,RODENTIA,MURIDAE,Mastomys,Afrotropic,no,0,yes,no,yes,yes,no,no,yes,0,Zoonotic,5,Zoonotic,3,150.4698048243401,3.761200115693562,0.1464326574399082
Mastomys_huberti,RODENTIA,MURIDAE,Mastomys,Afrotropic,no,0,yes,no,no,no,no,no,no,0,Zoonotic,3,Zoonotic,2,150.4698052085736,2.94443897916644,0.1184020423421525
Mastomys_kollmannspergeri,RODENTIA,MURIDAE,Mastomys,Afrotropic,no,0,yes,no,no,no,no,no,no,0,NotZoonotic,0,NotZoonotic,0,150.4698050558736,0,0
Mastomys_natalensis,RODENTIA,MURIDAE,Mastomys,Afrotropic,no,0,yes,no,yes,yes,no,yes,yes,0,Zoonotic,8,Zoonotic,7,150.4698048396901,6.378426183651587,0.2476986561937129
Mastomys_shortridgei,RODENTIA,MURIDAE,Mastomys,Afrotropic,no,0,no,no,yes,yes,no,no,yes,0,NotZoonotic,0,NotZoonotic,0,150.4698049326621,0,0
Montemys_delectorum,RODENTIA,MURIDAE,Montemys,Afrotropic,no,0,no,no,no,no,no,no,no,0,NotZoonotic,0,NotZoonotic,0,150.4698046051867,2.639057329615258,0.08187628003015746
Myomyscus_verreauxii,RODENTIA,MURIDAE,Myomyscus,Afrotropic,no,0,no,no,yes,yes,no,no,yes,0,NotZoonotic,0,NotZoonotic,0,150.4698051154596,0,0
Nilopegamys_plumbeus,RODENTIA,MURIDAE,Nilopegamys,Afrotropic,no,0,no,no,no,no,no,no,no,0,NotZoonotic,0,NotZoonotic,0,150.4698052763276,0,0
Ochromyscus_brockmani,RODENTIA,MURIDAE,Ochromyscus,Afrotropic,no,0,no,no,yes,yes,no,no,yes,0,NotZoonotic,0,NotZoonotic,0,150.4698048631436,0,0
Ochromyscus_yemeni,RODENTIA,MURIDAE,Ochromyscus,Afrotropic,no,0,no,no,no,no,no,no,no,0,NotZoonotic,0,NotZoonotic,0,150.4698049240286,0,0
Praomys_coetzeei,RODENTIA,MURIDAE,Praomys,Afrotropic,no,0,no,no,no,no,no,no,no,0,NotZoonotic,0,NotZoonotic,0,150.4698051681166,0,0
Praomys_daltoni,RODENTIA,MURIDAE,Praomys,Afrotropic,no,0,yes,no,no,no,no,no,no,0,Zoonotic,1,Zoonotic,1,150.4698049979481,2.079441541679836,0.07892553120059753
Praomys_degraaffi,RODENTIA,MURIDAE,Praomys,Afrotropic,no,0,no,no,yes,yes,no,no,yes,0,NotZoonotic,0,NotZoonotic,0,150.4698055291581,0,0
Praomys_hartwigi,RODENTIA,MURIDAE,Praomys,Afrotropic,no,0,no,no,no,no,no,no,no,0,NotZoonotic,0,NotZoonotic,0,150.4698051379716,0,0
Praomys_jacksoni,RODENTIA,MURIDAE,Praomys,Afrotropic,no,0,no,no,yes,yes,no,no,yes,0,Zoonotic,1,Zoonotic,1,150.4698053667682,1.6094379124341,0.04828952233593779
Praomys_minor,RODENTIA,MURIDAE,Praomys,Afrotropic,no,0,no,no,no,no,no,no,no,0,NotZoonotic,0,NotZoonotic,0,150.4698053667682,0,0
Praomys_misonnei,RODENTIA,MURIDAE,Praomys,Afrotropic,no,0,no,no,no,no,no,no,no,0,NotZoonotic,0,NotZoonotic,0,150.4698052953351,1.09861228866811,0.03023633288979501
Praomys_morio,RODENTIA,MURIDAE,Praomys,Afrotropic,no,0,no,no,no,no,no,no,no,0,NotZoonotic,0,NotZoonotic,0,150.4698055365916,0,0
Praomys_mutoni,RODENTIA,MURIDAE,Praomys,Afrotropic,no,0,no,no,no,no,no,no,no,0,NotZoonotic,0,NotZoonotic,0,150.4698054932481,0,0
Praomys_obscurus,RODENTIA,MURIDAE,Praomys,Afrotropic,no,0,no,no,no,no,no,no,no,0,NotZoonotic,0,NotZoonotic,0,150.4698051379716,0,0
Praomys_petteri,RODENTIA,MURIDAE,Praomys,Afrotropic,no,0,no,no,no,no,no,no,no,0,NotZoonotic,0,NotZoonotic,0,150.4698051681166,0,0
Praomys_rostratus,RODENTIA,MURIDAE,Praomys,Afrotropic,no,0,no,no,no,no,no,no,no,0,Zoonotic,1,Zoonotic,1,150.4698053521456,1.6094379124341,0.05962003681537572
Praomys_tullbergi,RODENTIA,MURIDAE,Praomys,Afrotropic,no,0,no,no,no,no,no,no,no,0,NotZoonotic,0,NotZoonotic,0,150.4698054622881,1.945910149055313,0.03580214071068193
Serengetimys_pernanus,RODENTIA,MURIDAE,Serengetimys,Afrotropic,no,0,no,no,yes,yes,no,no,yes,0,NotZoonotic,0,NotZoonotic,0,150.4698046307817,0.6931471805599453,0
Stenocephalemys_albipes,RODENTIA,MURIDAE,Stenocephalemys,Afrotropic,no,0,no,no,no,no,no,no,no,0,Zoonotic,1,NotZoonotic,0,150.4698046412736,1.6094379124341,0.05962003681537572
Stenocephalemys_albocaudatus,RODENTIA,MURIDAE,Stenocephalemys,Afrotropic,no,0,no,no,no,no,no,no,no,0,NotZoonotic,0,NotZoonotic,0,150.4698047343566,0.6931471805599453,0
Stenocephalemys_griseicauda,RODENTIA,MURIDAE,Stenocephalemys,Afrotropic,no,0,no,no,no,no,no,no,no,0,NotZoonotic,0,NotZoonotic,0,150.4698045992236,0,0
Stenocephalemys_ruppi,RODENTIA,MURIDAE,Stenocephalemys,Afrotropic,no,0,no,no,no,no,no,no,no,0,NotZoonotic,0,NotZoonotic,0,150.4698046844165,0,0
Stenocephalemys_sokolovi,RODENTIA,MURIDAE,Stenocephalemys,Afrotropic,no,0,no,no,no,no,no,no,no,0,NotZoonotic,0,NotZoonotic,0,150.4698046412736,0,0
Stenocephalemys_zimai,RODENTIA,MURIDAE,Stenocephalemys,Afrotropic,no,0,no,no,no,no,no,no,no,0,NotZoonotic,0,NotZoonotic,0,150.4698046412736,0,0
Zelotomys_hildegardeae,RODENTIA,MURIDAE,Zelotomys,Afrotropic,no,0,yes,no,yes,yes,no,no,yes,0,NotZoonotic,0,NotZoonotic,0,150.4698050618546,0,0
Zelotomys_woosnami,RODENTIA,MURIDAE,Zelotomys,Afrotropic,no,0,no,no,no,no,no,no,no,0,NotZoonotic,0,NotZoonotic,0,150.4698050618546,0,0
Abditomys_latidens,RODENTIA,MURIDAE,Abditomys,Indomalaya,no,0,no,no,yes,yes,no,no,yes,0,NotZoonotic,0,NotZoonotic,0,150.4698044930281,0,0
Anonymomys_mindorensis,RODENTIA,MURIDAE,Anonymomys,Indomalaya,no,0,no,no,no,no,no,no,no,0,NotZoonotic,0,NotZoonotic,0,150.4698050642306,0,0
Bandicota_bengalensis,RODENTIA,MURIDAE,Bandicota,multiple,no,0,yes,no,no,no,no,no,no,0,Zoonotic,3,Zoonotic,2,150.4698054893331,4.74493212836325,0.121784471280644
Bandicota_indica,RODENTIA,MURIDAE,Bandicota,multiple,no,0,yes,no,no,no,no,no,no,0,Zoonotic,6,Zoonotic,4,150.4698049756276,4.52178857704904,0.1965676777468423
Bandicota_savilei,RODENTIA,MURIDAE,Bandicota,Indomalaya,no,0,yes,yes,no,no,no,no,no,0,Zoonotic,2,Zoonotic,2,150.4698054775146,2.890371757896165,0.1207215112840694
Berylmys_berdmorei,RODENTIA,MURIDAE,Berylmys,Indomalaya,no,0,no,no,no,no,no,no,no,0,NotZoonotic,0,NotZoonotic,0,150.4698051590811,1.386294361119891,0.03336980389342549
Berylmys_bowersii,RODENTIA,MURIDAE,Berylmys,multiple,no,0,no,yes,yes,yes,no,no,yes,0,Zoonotic,1,NotZoonotic,0,150.4698051419991,2.397895272798371,0.100667393770352
Berylmys_mackenziei,RODENTIA,MURIDAE,Berylmys,multiple,no,0,no,no,no,no,no,no,no,0,NotZoonotic,0,NotZoonotic,0,150.4698050053056,0,0
Berylmys_manipulus,RODENTIA,MURIDAE,Berylmys,multiple,no,0,no,yes,no,no,no,no,no,0,NotZoonotic,0,NotZoonotic,0,150.4698051842351,0.6931471805599453,0
Bullimus_bagobus,RODENTIA,MURIDAE,Bullimus,Indomalaya,no,0,no,no,no,no,no,no,no,0,NotZoonotic,0,NotZoonotic,0,150.4698053913731,0,0
Bullimus_carletoni,RODENTIA,MURIDAE,Bullimus,Indomalaya,no,0,no,no,no,no,no,no,no,0,NotZoonotic,0,NotZoonotic,0,150.4698053913731,0,0
Bullimus_gamay,RODENTIA,MURIDAE,Bullimus,Indomalaya,no,0,no,no,no,no,no,no,no,0,NotZoonotic,0,NotZoonotic,0,150.4698053913731,0,0
Bullimus_luzonicus,RODENTIA,MURIDAE,Bullimus,Indomalaya,no,0,no,no,yes,yes,no,no,yes,0,NotZoonotic,0,NotZoonotic,0,150.4698054053726,0.6931471805599453,0.02323705875925246
Bunomys_andrewsi,RODENTIA,MURIDAE,Bunomys,Australoceania,no,0,no,no,yes,yes,no,no,yes,0,NotZoonotic,0,NotZoonotic,0,150.4698052273308,1.09861228866811,0
Bunomys_chrysocomus,RODENTIA,MURIDAE,Bunomys,Australoceania,no,0,no,yes,yes,yes,no,no,yes,0,NotZoonotic,0,NotZoonotic,0,150.4698051133543,1.791759469228055,0.07082051609058544
Bunomys_coelestis,RODENTIA,MURIDAE,Bunomys,Australoceania,no,0,no,no,no,no,no,no,no,0,NotZoonotic,0,NotZoonotic,0,150.4698050138354,0,0
Bunomys_karokophilus,RODENTIA,MURIDAE,Bunomys,Australoceania,no,0,no,no,no,no,no,no,no,0,NotZoonotic,0,NotZoonotic,0,150.4698051020793,0,0
Bunomys_penitus,RODENTIA,MURIDAE,Bunomys,Australoceania,no,0,no,no,yes,yes,no,no,yes,0,NotZoonotic,0,NotZoonotic,0,150.4698049100484,0.6931471805599453,0
Bunomys_prolatus,RODENTIA,MURIDAE,Bunomys,Australoceania,no,0,no,no,no,no,no,no,no,0,NotZoonotic,0,NotZoonotic,0,150.4698052254848,0.6931471805599453,0.02323705875925246
Bunomys_torajae,RODENTIA,MURIDAE,Bunomys,Australoceania,no,0,no,no,no,no,no,no,no,0,NotZoonotic,0,NotZoonotic,0,150.4698051007574,0,0
Chiromyscus_chiropus,RODENTIA,MURIDAE,Chiromyscus,Indomalaya,no,0,no,no,no,no,no,no,no,0,NotZoonotic,0,NotZoonotic,0,150.4698052782556,0,0
Chiromyscus_langbianis,RODENTIA,MURIDAE,Chiromyscus,Indomalaya,no,0,no,no,no,no,no,no,no,0,NotZoonotic,0,NotZoonotic,0,150.4698050680556,0,0
Chiromyscus_thomasi,RODENTIA,MURIDAE,Chiromyscus,Indomalaya,no,0,no,no,no,no,no,no,no,0,NotZoonotic,0,NotZoonotic,0,150.4698052782556,0,0
Crunomys_celebensis,RODENTIA,MURIDAE,Crunomys,Australoceania,no,0,no,no,yes,yes,no,no,yes,0,NotZoonotic,0,NotZoonotic,0,150.4698056657336,0.6931471805599453,0
Crunomys_fallax,RODENTIA,MURIDAE,Crunomys,Indomalaya,no,0,no,no,no,no,no,no,no,0,NotZoonotic,0,NotZoonotic,0,150.4698055415336,0,0
Crunomys_melanius,RODENTIA,MURIDAE,Crunomys,Indomalaya,no,0,no,no,no,no,no,no,no,0,NotZoonotic,0,NotZoonotic,0,150.4698055260236,0,0
Crunomys_suncoides,RODENTIA,MURIDAE,Crunomys,Indomalaya,no,0,no,no,no,no,no,no,no,0,NotZoonotic,0,NotZoonotic,0,150.4698055322386,0,0
Dacnomys_millardi,RODENTIA,MURIDAE,Dacnomys,multiple,no,0,no,no,no,no,no,no,no,0,NotZoonotic,0,NotZoonotic,0,150.4698055440991,0,0
Diplothrix_legata,RODENTIA,MURIDAE,Diplothrix,Palearctic,no,0,no,no,no,no,no,no,no,0,NotZoonotic,0,NotZoonotic,0,150.4698050401756,1.6094379124341,0.04828952233593779
Echiothrix_centrosa,RODENTIA,MURIDAE,Echiothrix,Australoceania,no,0,no,yes,yes,yes,no,no,yes,0,NotZoonotic,0,NotZoonotic,0,150.4698055730016,1.09861228866811,0.03023633288979501
Echiothrix_leucura,RODENTIA,MURIDAE,Echiothrix,Australoceania,no,0,no,yes,yes,yes,no,no,yes,0,NotZoonotic,0,NotZoonotic,0,150.4698055730016,0,0
Eropeplus_canus,RODENTIA,MURIDAE,Eropeplus,Australoceania,no,0,no,no,yes,yes,no,no,yes,0,NotZoonotic,0,NotZoonotic,0,150.4698058272106,1.386294361119891,0
Frateromys_fratrorum,RODENTIA,MURIDAE,Frateromys,Australoceania,no,0,no,yes,yes,yes,no,no,yes,0,NotZoonotic,0,NotZoonotic,0,150.4698051313879,0.6931471805599453,0.02323705875925246
Gracilimus_radix,RODENTIA,MURIDAE,Gracilimus,Australoceania,no,0,no,no,yes,yes,no,no,yes,0,NotZoonotic,0,NotZoonotic,0,150.4698057101336,0,0
Halmaheramys_bokimekot,RODENTIA,MURIDAE,Halmaheramys,Australoceania,no,0,no,no,yes,yes,no,no,yes,0,NotZoonotic,0,NotZoonotic,0,150.4698050080229,0,0
Halmaheramys_wallacei,RODENTIA,MURIDAE,Halmaheramys,Indomalaya,no,0,no,no,no,no,no,no,no,0,NotZoonotic,0,NotZoonotic,0,150.4698050080229,0,0
Hyorhinomys_stuempkei,RODENTIA,MURIDAE,Hyorhinomys,Australoceania,no,0,no,no,yes,yes,no,no,yes,0,NotZoonotic,0,NotZoonotic,0,150.4698057101336,0,0
Kadarsanomys_sodyi,RODENTIA,MURIDAE,Kadarsanomys,Indomalaya,no,0,no,no,no,no,no,no,no,0,NotZoonotic,0,NotZoonotic,0,150.4698052260966,0,0
Komodomys_rintjanus,RODENTIA,MURIDAE,Komodomys,Australoceania,no,0,no,no,no,no,no,no,no,0,NotZoonotic,0,NotZoonotic,0,150.4698054078361,0,0
Lenomys_grovesi,RODENTIA,MURIDAE,Lenomys,Australoceania,no,1,no,no,no,no,no,no,no,0,NotZoonotic,0,NotZoonotic,0,150.4698047210086,0,0
Lenomys_meyeri,RODENTIA,MURIDAE,Lenomys,Australoceania,no,0,no,yes,yes,yes,no,no,yes,0,NotZoonotic,0,NotZoonotic,0,150.4698047210086,0,0
Lenothrix_cana,RODENTIA,MURIDAE,Lenothrix,Indomalaya,no,0,yes,no,no,no,no,no,no,0,NotZoonotic,0,NotZoonotic,0,150.4698054232521,0.6931471805599453,0.02323705875925246
Leopoldamys_ciliatus,RODENTIA,MURIDAE,Leopoldamys,Indomalaya,no,0,no,no,no,no,no,no,no,0,NotZoonotic,0,NotZoonotic,0,150.4698053971451,0,0
Leopoldamys_diwangkarai,RODENTIA,MURIDAE,Leopoldamys,Indomalaya,no,0,no,no,no,no,no,no,no,0,NotZoonotic,0,NotZoonotic,0,150.4698053971451,0,0
Leopoldamys_edwardsi,RODENTIA,MURIDAE,Leopoldamys,multiple,no,0,no,yes,yes,yes,no,no,yes,0,Zoonotic,1,NotZoonotic,0,150.4698054882801,3.332204510175204,0.09473059680305591
Leopoldamys_hainanensis,RODENTIA,MURIDAE,Leopoldamys,Palearctic,no,0,no,no,no,no,no,no,no,0,NotZoonotic,0,NotZoonotic,0,150.4698053971451,0.6931471805599453,0
Leopoldamys_herberti,RODENTIA,MURIDAE,Leopoldamys,multiple,no,0,no,no,no,no,no,no,no,0,NotZoonotic,0,NotZoonotic,0,150.4698053971451,0.6931471805599453,0
Leopoldamys_milleti,RODENTIA,MURIDAE,Leopoldamys,Indomalaya,no,0,no,no,no,no,no,no,no,0,NotZoonotic,0,NotZoonotic,0,150.4698051305406,0,0
Leopoldamys_neilli,RODENTIA,MURIDAE,Leopoldamys,Indomalaya,no,0,no,no,no,no,no,no,no,0,NotZoonotic,0,NotZoonotic,0,150.4698055106601,1.09861228866811,0
