sciName,order,family,genus,BioRealm,DOMESTICATED_large,extinct,Synanthropy_level_simple,WildMeat,Traded_all,Traded_legal,Traded_illegal,Traded_all_live,Traded_all_product,timeTraded_all_1980_2019,Zoonose_vector_1,ZOONOTIC_NB_all,Zoonose_virus_vector_1,ZOONOTIC_NB_viruses,PhyloDist_Homosapiens_mean,pubs_pubmed_all_log,pubs_X
Chlorocebus_cynosuros,PRIMATES,CERCOPITHECIDAE,Chlorocebus,Afrotropic,no,0,yes,no,no,no,no,no,no,0,NotZoonotic,0,NotZoonotic,0,41.2349582795685,1.791759469228055,0.04931333494885793
Chlorocebus_djamdjamensis,PRIMATES,CERCOPITHECIDAE,Chlorocebus,Afrotropic,no,0,no,no,no,no,no,no,no,0,NotZoonotic,0,NotZoonotic,0,41.234958244907,2.079441541679836,0
Chlorocebus_dryas,PRIMATES,CERCOPITHECIDAE,Chlorocebus,Afrotropic,no,0,yes,yes,yes,yes,no,yes,yes,5,NotZoonotic,0,NotZoonotic,0,41.2349582621395,2.302585092994046,0
Chlorocebus_pygerythrus,PRIMATES,CERCOPITHECIDAE,Chlorocebus,Afrotropic,no,0,yes,yes,yes,yes,yes,yes,yes,12,Zoonotic,17,Zoonotic,11,41.23495833312,6.298949246855942,0.1541960034326561
Chlorocebus_sabaeus,PRIMATES,CERCOPITHECIDAE,Chlorocebus,Afrotropic,no,0,yes,yes,yes,yes,yes,yes,yes,26,Zoonotic,7,Zoonotic,4,41.2349583106195,7.817222785508166,0.2941764062831248
Chlorocebus_tantalus,PRIMATES,CERCOPITHECIDAE,Chlorocebus,Afrotropic,no,0,yes,yes,yes,yes,yes,yes,yes,10,Zoonotic,1,Zoonotic,1,41.2349582495175,2.397895272798371,0.1111185401310809
Erythrocebus_baumstarki,PRIMATES,CERCOPITHECIDAE,Erythrocebus,Afrotropic,no,0,no,yes,no,no,no,no,no,0,NotZoonotic,0,NotZoonotic,0,41.23495791666951,0,0
Erythrocebus_patas,PRIMATES,CERCOPITHECIDAE,Erythrocebus,Afrotropic,no,0,no,yes,yes,yes,yes,yes,yes,40,Zoonotic,18,Zoonotic,10,41.23495791666951,5.493061443340548,0.1546395628554592
Erythrocebus_poliophaeus,PRIMATES,CERCOPITHECIDAE,Erythrocebus,Afrotropic,no,0,no,no,no,no,no,no,no,0,NotZoonotic,0,NotZoonotic,0,41.23495791666951,0,0
Miopithecus_ogouensis,PRIMATES,CERCOPITHECIDAE,Miopithecus,Afrotropic,no,0,yes,yes,yes,yes,no,no,yes,3,Zoonotic,1,Zoonotic,1,41.23495867447,1.386294361119891,0.05957843114358434
Miopithecus_talapoin,PRIMATES,CERCOPITHECIDAE,Miopithecus,Afrotropic,no,0,yes,yes,yes,yes,yes,yes,yes,32,Zoonotic,6,Zoonotic,4,41.23495867447,3.13549421592915,0.05510006689213601
Cercocebus_agilis,PRIMATES,CERCOPITHECIDAE,Cercocebus,Afrotropic,no,0,yes,yes,yes,yes,yes,yes,yes,18,Zoonotic,4,Zoonotic,4,41.23495809221445,2.639057329615258,0.1178465868477221
Cercocebus_atys,PRIMATES,CERCOPITHECIDAE,Cercocebus,Afrotropic,no,0,no,yes,yes,yes,no,yes,yes,10,Zoonotic,8,Zoonotic,5,41.23495816768001,5.888877958332881,0.2329722021972095
Cercocebus_chrysogaster,PRIMATES,CERCOPITHECIDAE,Cercocebus,Afrotropic,no,0,no,yes,yes,yes,no,yes,yes,2,Zoonotic,2,Zoonotic,2,41.23495808510795,1.386294361119891,0
Cercocebus_galeritus,PRIMATES,CERCOPITHECIDAE,Cercocebus,Afrotropic,no,0,no,no,yes,yes,no,yes,yes,15,Zoonotic,8,Zoonotic,1,41.234958412095,2.94443897916644,0.07901664012771513
Cercocebus_lunulatus,PRIMATES,CERCOPITHECIDAE,Cercocebus,Afrotropic,no,0,no,yes,no,no,no,no,no,0,NotZoonotic,0,NotZoonotic,0,41.23495809221445,0.6931471805599453,0
Cercocebus_sanjei,PRIMATES,CERCOPITHECIDAE,Cercocebus,Afrotropic,no,0,no,yes,yes,yes,no,no,yes,4,NotZoonotic,0,NotZoonotic,0,41.23495793267399,2.079441541679836,0
Cercocebus_torquatus,PRIMATES,CERCOPITHECIDAE,Cercocebus,Afrotropic,no,0,no,yes,yes,yes,yes,yes,yes,30,Zoonotic,5,Zoonotic,3,41.23495812307349,4.59511985013459,0.1451366830603548
Lophocebus_albigena,PRIMATES,CERCOPITHECIDAE,Lophocebus,Afrotropic,no,0,no,yes,yes,yes,yes,yes,yes,32,Zoonotic,13,Zoonotic,5,41.23495812146699,3.931825632724326,0.0594863210095341
Lophocebus_aterrimus,PRIMATES,CERCOPITHECIDAE,Lophocebus,Afrotropic,no,0,no,yes,yes,yes,no,yes,yes,11,Zoonotic,1,Zoonotic,1,41.23495820583,2.484906649788,0.04933433429258649
Macaca_arctoides,PRIMATES,CERCOPITHECIDAE,Macaca,Indomalaya,no,0,no,yes,yes,yes,yes,yes,yes,32,Zoonotic,10,Zoonotic,6,41.2349581009795,5.971261839790462,0.1283131756792942
Macaca_assamensis,PRIMATES,CERCOPITHECIDAE,Macaca,Indomalaya,no,0,no,yes,yes,yes,no,yes,yes,5,NotZoonotic,0,NotZoonotic,0,41.2349581076845,4.343805421853684,0.09297322600805784
Macaca_brunnescens,PRIMATES,CERCOPITHECIDAE,Macaca,Australoceania,no,0,no,no,no,no,no,no,no,0,NotZoonotic,0,NotZoonotic,0,41.2349581009795,0,0
Macaca_cyclopis,PRIMATES,CERCOPITHECIDAE,Macaca,Indomalaya,no,0,yes,yes,yes,yes,no,yes,yes,3,Zoonotic,5,Zoonotic,4,41.2349581084335,4.418840607796598,0.1138184205378394
Macaca_fascicularis,PRIMATES,CERCOPITHECIDAE,Macaca,Indomalaya,no,0,yes,yes,yes,yes,yes,yes,yes,40,Zoonotic,56,Zoonotic,30,41.234958112415,8.38091517312361,0.2015878781957894
Macaca_fuscata,PRIMATES,CERCOPITHECIDAE,Macaca,Indomalaya,no,0,no,no,yes,yes,yes,yes,yes,34,Zoonotic,24,Zoonotic,9,41.2349581301435,7.229113877793302,0.1292163397192399
Macaca_hecki,PRIMATES,CERCOPITHECIDAE,Macaca,Australoceania,no,0,no,no,yes,yes,no,no,yes,1,Zoonotic,2,NotZoonotic,0,41.234958062055,1.09861228866811,0
Macaca_leonina,PRIMATES,CERCOPITHECIDAE,Macaca,Indomalaya,no,0,no,yes,yes,yes,yes,yes,yes,2,NotZoonotic,0,NotZoonotic,0,41.234958161995,4.189654742026425,0.1607833748520164
Macaca_leucogenys,PRIMATES,CERCOPITHECIDAE,Macaca,Indomalaya,no,0,no,yes,no,no,no,no,no,0,NotZoonotic,0,NotZoonotic,0,41.23495796975651,2.19722457733622,0
Macaca_maura,PRIMATES,CERCOPITHECIDAE,Macaca,Indomalaya,no,0,no,no,yes,yes,no,yes,yes,11,Zoonotic,2,Zoonotic,2,41.234958062055,2.94443897916644,0.06538657066852949
Macaca_mulatta,PRIMATES,CERCOPITHECIDAE,Macaca,multiple,no,0,yes,yes,yes,yes,yes,yes,yes,40,Zoonotic,78,Zoonotic,37,41.23495814032351,9.302554855963994,0.2510184778935363
Macaca_munzala,PRIMATES,CERCOPITHECIDAE,Macaca,Palearctic,no,0,no,yes,no,no,no,no,no,0,NotZoonotic,0,NotZoonotic,0,41.234958074239,2.70805020110221,0
Macaca_nemestrina,PRIMATES,CERCOPITHECIDAE,Macaca,Indomalaya,no,0,yes,yes,yes,yes,yes,yes,yes,40,Zoonotic,22,Zoonotic,14,41.23495806077251,6.912742820493176,0.1870381700644613
Macaca_nigra,PRIMATES,CERCOPITHECIDAE,Macaca,Australoceania,no,0,yes,yes,yes,yes,no,yes,yes,26,Zoonotic,5,Zoonotic,3,41.2349581255435,4.709530201312334,0.09472187255956295
Macaca_nigrescens,PRIMATES,CERCOPITHECIDAE,Macaca,Australoceania,no,0,yes,yes,no,no,no,no,no,0,Zoonotic,1,Zoonotic,1,41.23495811139,0,0
Macaca_ochreata,PRIMATES,CERCOPITHECIDAE,Macaca,Australoceania,no,0,no,no,no,no,no,no,no,0,Zoonotic,1,Zoonotic,1,41.23495803171299,0.6931471805599453,0
Macaca_pagensis,PRIMATES,CERCOPITHECIDAE,Macaca,Indomalaya,no,0,no,yes,yes,yes,no,yes,no,1,NotZoonotic,0,NotZoonotic,0,41.2349580628885,1.09861228866811,0
Macaca_radiata,PRIMATES,CERCOPITHECIDAE,Macaca,Indomalaya,no,0,yes,no,yes,yes,yes,yes,yes,6,Zoonotic,12,Zoonotic,10,41.23495807229,6.173786103901937,0.1014782077453675
Macaca_siberu,PRIMATES,CERCOPITHECIDAE,Macaca,Indomalaya,no,0,no,yes,no,no,no,no,no,0,NotZoonotic,0,NotZoonotic,0,41.2349580731135,1.6094379124341,0
Macaca_silenus,PRIMATES,CERCOPITHECIDAE,Macaca,Indomalaya,no,0,yes,yes,yes,yes,no,yes,yes,23,Zoonotic,5,Zoonotic,2,41.2349580628735,4.543294782270004,0.1104412163856841
Macaca_sinica,PRIMATES,CERCOPITHECIDAE,Macaca,Indomalaya,no,0,yes,no,yes,yes,yes,yes,yes,13,Zoonotic,13,Zoonotic,7,41.2349582055875,3.828641396489095,0.1074975541493763
Macaca_sylvanus,PRIMATES,CERCOPITHECIDAE,Macaca,Palearctic,no,0,no,no,yes,yes,yes,yes,yes,27,Zoonotic,12,Zoonotic,9,41.23495814931,5.476463551931511,0.1062496907694968
Macaca_thibetana,PRIMATES,CERCOPITHECIDAE,Macaca,multiple,no,0,no,yes,yes,yes,no,yes,no,2,Zoonotic,1,Zoonotic,1,41.2349580987,4.890349128221754,0.1048461660283885
Macaca_tonkeana,PRIMATES,CERCOPITHECIDAE,Macaca,Australoceania,no,0,yes,yes,yes,yes,no,yes,yes,4,Zoonotic,3,Zoonotic,2,41.2349581275955,4.406719247264253,0.08537402169460274
Mandrillus_leucophaeus,PRIMATES,CERCOPITHECIDAE,Mandrillus,Afrotropic,no,0,no,yes,yes,yes,yes,yes,yes,20,Zoonotic,6,Zoonotic,3,41.234958306965,9.069352678675205,0.1406898132947862
Mandrillus_sphinx,PRIMATES,CERCOPITHECIDAE,Mandrillus,Afrotropic,no,0,no,yes,yes,yes,yes,yes,yes,40,Zoonotic,16,Zoonotic,7,41.234958306965,5.66988092298052,0.1805323304308695
Papio_anubis,PRIMATES,CERCOPITHECIDAE,Papio,Afrotropic,no,0,yes,no,yes,yes,yes,yes,yes,40,Zoonotic,29,Zoonotic,8,41.23495828299799,6.763884908562435,0.164729947188145
Papio_cynocephalus,PRIMATES,CERCOPITHECIDAE,Papio,Afrotropic,no,0,no,no,yes,yes,yes,yes,yes,38,Zoonotic,32,Zoonotic,13,41.23495830079501,6.335054251498059,0.1524925181517198
Papio_hamadryas,PRIMATES,CERCOPITHECIDAE,Papio,Afrotropic,no,0,no,no,yes,yes,yes,yes,yes,40,Zoonotic,25,Zoonotic,11,41.2349582619665,6.504288173536645,0.1470147544176613
Papio_kindae,PRIMATES,CERCOPITHECIDAE,Papio,Afrotropic,no,0,no,no,no,no,no,no,no,0,NotZoonotic,0,NotZoonotic,0,41.23495828299799,2.639057329615258,0
Papio_papio,PRIMATES,CERCOPITHECIDAE,Papio,Afrotropic,no,0,no,yes,yes,yes,yes,yes,yes,29,Zoonotic,20,Zoonotic,8,41.2349582219145,6.287858560161784,0.07409555458065314
Papio_ursinus,PRIMATES,CERCOPITHECIDAE,Papio,Afrotropic,no,0,no,no,yes,yes,yes,yes,yes,40,Zoonotic,40,Zoonotic,12,41.23495830079501,6.297109319933935,0.1075574616366137
Rungwecebus_kipunji,PRIMATES,CERCOPITHECIDAE,Rungwecebus,Afrotropic,no,0,yes,yes,yes,yes,no,no,yes,2,NotZoonotic,0,NotZoonotic,0,41.2349582619665,3.218875824868201,0.05419513834558642
Theropithecus_gelada,PRIMATES,CERCOPITHECIDAE,Theropithecus,Afrotropic,no,0,no,no,yes,yes,yes,yes,yes,36,Zoonotic,4,Zoonotic,3,41.234958405725,5.700443573390687,0.09187284355572337
Colobus_angolensis,PRIMATES,CERCOPITHECIDAE,Colobus,Afrotropic,no,0,no,yes,yes,yes,no,yes,yes,16,Zoonotic,5,NotZoonotic,0,41.234957624865,3.891820298110626,0.05321840971748772
Colobus_guereza,PRIMATES,CERCOPITHECIDAE,Colobus,Afrotropic,no,0,no,yes,yes,yes,yes,yes,yes,40,Zoonotic,20,Zoonotic,10,41.23495760144049,5.505331535932362,0.1506520670051234
Colobus_polykomos,PRIMATES,CERCOPITHECIDAE,Colobus,Afrotropic,no,0,no,yes,yes,yes,yes,yes,yes,33,Zoonotic,6,Zoonotic,2,41.23495760325299,3.761200115693562,0.08752785348819163
Colobus_satanas,PRIMATES,CERCOPITHECIDAE,Colobus,Afrotropic,no,0,no,yes,yes,yes,no,yes,yes,10,NotZoonotic,0,NotZoonotic,0,41.23495766676049,2.484906649788,0.04933433429258649
Colobus_vellerosus,PRIMATES,CERCOPITHECIDAE,Colobus,Afrotropic,no,0,no,yes,yes,yes,no,no,yes,3,Zoonotic,3,NotZoonotic,0,41.234957615768,3.258096538021482,0.04307439801589991
Piliocolobus_badius,PRIMATES,CERCOPITHECIDAE,Piliocolobus,Afrotropic,no,0,no,yes,yes,yes,no,yes,yes,23,Zoonotic,8,Zoonotic,5,41.23495854705801,3.401197381662155,0.1020494146818682
Piliocolobus_bouvieri,PRIMATES,CERCOPITHECIDAE,Piliocolobus,Afrotropic,no,0,no,yes,no,no,no,no,no,0,NotZoonotic,0,NotZoonotic,0,41.23495854705801,0,0
Piliocolobus_epieni,PRIMATES,CERCOPITHECIDAE,Piliocolobus,Afrotropic,no,0,no,yes,no,no,no,no,no,0,NotZoonotic,0,NotZoonotic,0,41.23495854705801,0,0
Piliocolobus_foai,PRIMATES,CERCOPITHECIDAE,Piliocolobus,Afrotropic,no,0,no,no,yes,yes,no,no,yes,2,NotZoonotic,0,NotZoonotic,0,41.23495854705801,0,0
Piliocolobus_gordonorum,PRIMATES,CERCOPITHECIDAE,Piliocolobus,Afrotropic,no,0,no,yes,yes,yes,no,no,yes,2,NotZoonotic,0,NotZoonotic,0,41.23495826452751,2.564949357461537,0.06800452989090783
Piliocolobus_kirkii,PRIMATES,CERCOPITHECIDAE,Piliocolobus,Afrotropic,no,0,no,yes,yes,yes,no,no,yes,3,NotZoonotic,0,NotZoonotic,0,41.2349585053265,1.6094379124341,0.0348821089138858
Piliocolobus_langi,PRIMATES,CERCOPITHECIDAE,Piliocolobus,Afrotropic,no,0,no,yes,no,no,no,no,no,0,NotZoonotic,0,NotZoonotic,0,41.23495854705801,0,0
Piliocolobus_lulindicus,PRIMATES,CERCOPITHECIDAE,Piliocolobus,Afrotropic,no,0,no,no,no,no,no,no,no,0,NotZoonotic,0,NotZoonotic,0,41.23495854705801,0,0
Piliocolobus_oustaleti,PRIMATES,CERCOPITHECIDAE,Piliocolobus,Afrotropic,no,0,no,no,no,no,no,no,no,0,NotZoonotic,0,NotZoonotic,0,41.23495854705801,0,0
Piliocolobus_parmentieri,PRIMATES,CERCOPITHECIDAE,Piliocolobus,Afrotropic,no,0,no,yes,no,no,no,no,no,0,NotZoonotic,0,NotZoonotic,0,41.23495854705801,0,0
Piliocolobus_pennantii,PRIMATES,CERCOPITHECIDAE,Piliocolobus,Afrotropic,no,0,no,yes,yes,yes,no,no,yes,5,NotZoonotic,0,NotZoonotic,0,41.234958203292,0,0
Piliocolobus_preussi,PRIMATES,CERCOPITHECIDAE,Piliocolobus,Afrotropic,no,0,no,yes,no,no,no,no,no,0,NotZoonotic,0,NotZoonotic,0,41.2349583585915,1.09861228866811,0
Piliocolobus_rufomitratus,PRIMATES,CERCOPITHECIDAE,Piliocolobus,Afrotropic,no,0,no,no,yes,yes,yes,no,yes,3,Zoonotic,10,Zoonotic,1,41.23495826665,2.564949357461537,0.08255083706538961
Piliocolobus_semlikiensis,PRIMATES,CERCOPITHECIDAE,Piliocolobus,Afrotropic,no,0,no,no,no,no,no,no,no,0,Zoonotic,1,Zoonotic,1,41.23495854705801,0,0
Piliocolobus_tephrosceles,PRIMATES,CERCOPITHECIDAE,Piliocolobus,Afrotropic,no,0,no,yes,yes,yes,no,no,yes,2,Zoonotic,7,Zoonotic,2,41.23495854705801,2.564949357461537,0.08942383326564272
Piliocolobus_tholloni,PRIMATES,CERCOPITHECIDAE,Piliocolobus,Afrotropic,no,0,no,yes,yes,yes,no,no,yes,1,NotZoonotic,0,NotZoonotic,0,41.23495854705801,0.6931471805599453,0
Piliocolobus_waldronae,PRIMATES,CERCOPITHECIDAE,Piliocolobus,Afrotropic,no,0,no,yes,no,no,no,no,no,0,NotZoonotic,0,NotZoonotic,0,41.23495854705801,0,0
Procolobus_verus,PRIMATES,CERCOPITHECIDAE,Procolobus,Afrotropic,no,0,no,yes,yes,yes,no,no,yes,14,NotZoonotic,0,NotZoonotic,0,41.2349583447415,2.833213344056216,0.08620502024363975
Nasalis_larvatus,PRIMATES,CERCOPITHECIDAE,Nasalis,Indomalaya,no,0,no,yes,yes,yes,yes,no,yes,6,NotZoonotic,0,NotZoonotic,0,41.23495809314499,4.644390899141372,0.08865719415980629
Presbytis_bicolor,PRIMATES,CERCOPITHECIDAE,Presbytis,Indomalaya,no,0,no,no,no,no,no,no,no,0,NotZoonotic,0,NotZoonotic,0,41.234958326322,0,0
Presbytis_canicrus,PRIMATES,CERCOPITHECIDAE,Presbytis,Indomalaya,no,0,no,no,no,no,no,no,no,0,NotZoonotic,0,NotZoonotic,0,41.234958326322,0,0
Presbytis_chrysomelas,PRIMATES,CERCOPITHECIDAE,Presbytis,Indomalaya,no,0,no,no,no,no,no,no,no,0,NotZoonotic,0,NotZoonotic,0,41.234958326322,1.09861228866811,0
Presbytis_comata,PRIMATES,CERCOPITHECIDAE,Presbytis,Indomalaya,no,0,no,yes,yes,yes,no,no,yes,3,NotZoonotic,0,NotZoonotic,0,41.23495827484199,1.6094379124341,0
Presbytis_femoralis,PRIMATES,CERCOPITHECIDAE,Presbytis,Indomalaya,no,0,no,no,yes,yes,no,no,yes,1,NotZoonotic,0,NotZoonotic,0,41.2349582916405,2.079441541679836,0.03575551246887806
Presbytis_frontata,PRIMATES,CERCOPITHECIDAE,Presbytis,Indomalaya,no,0,no,yes,yes,yes,no,no,yes,1,NotZoonotic,0,NotZoonotic,0,41.2349581379695,0,0
Presbytis_hosei,PRIMATES,CERCOPITHECIDAE,Presbytis,Indomalaya,no,0,no,yes,yes,yes,no,no,yes,2,NotZoonotic,0,NotZoonotic,0,41.234958273608,0.6931471805599453,0
Presbytis_melalophos,PRIMATES,CERCOPITHECIDAE,Presbytis,Indomalaya,no,0,no,yes,yes,yes,no,yes,yes,7,Zoonotic,4,Zoonotic,1,41.2349582741255,2.70805020110221,0.06717523893971337
Presbytis_mitrata,PRIMATES,CERCOPITHECIDAE,Presbytis,Indomalaya,no,0,yes,no,no,no,no,no,no,0,NotZoonotic,0,NotZoonotic,0,41.234958326322,0,0
Presbytis_natunae,PRIMATES,CERCOPITHECIDAE,Presbytis,Indomalaya,no,0,no,no,no,no,no,no,no,0,NotZoonotic,0,NotZoonotic,0,41.2349582103715,0,0
Presbytis_percura,PRIMATES,CERCOPITHECIDAE,Presbytis,Indomalaya,no,0,no,no,no,no,no,no,no,0,NotZoonotic,0,NotZoonotic,0,41.234958326322,0,0
Presbytis_potenziani,PRIMATES,CERCOPITHECIDAE,Presbytis,Indomalaya,no,0,yes,yes,no,no,no,no,no,0,NotZoonotic,0,NotZoonotic,0,41.23495829843201,1.09861228866811,0
Presbytis_robinsoni,PRIMATES,CERCOPITHECIDAE,Presbytis,Indomalaya,no,0,no,no,no,no,no,no,no,0,NotZoonotic,0,NotZoonotic,0,41.234958326322,0,0
Presbytis_rubicunda,PRIMATES,CERCOPITHECIDAE,Presbytis,Indomalaya,no,0,yes,yes,yes,yes,no,yes,yes,1,NotZoonotic,0,NotZoonotic,0,41.23495826045399,2.772588722239781,0.04767401662517075
Presbytis_sabana,PRIMATES,CERCOPITHECIDAE,Presbytis,Indomalaya,no,0,no,no,no,no,no,no,no,0,NotZoonotic,0,NotZoonotic,0,41.234958326322,0,0
Presbytis_siamensis,PRIMATES,CERCOPITHECIDAE,Presbytis,Indomalaya,no,0,yes,yes,no,no,no,no,no,0,NotZoonotic,0,NotZoonotic,0,41.23495837888099,0,0
Presbytis_siberu,PRIMATES,CERCOPITHECIDAE,Presbytis,Indomalaya,no,0,yes,no,no,no,no,no,no,0,NotZoonotic,0,NotZoonotic,0,41.234958326322,0,0
Presbytis_sumatrana,PRIMATES,CERCOPITHECIDAE,Presbytis,Indomalaya,no,0,no,no,no,no,no,no,no,0,NotZoonotic,0,NotZoonotic,0,41.234958326322,0,0
Presbytis_thomasi,PRIMATES,CERCOPITHECIDAE,Presbytis,Indomalaya,no,0,no,yes,yes,yes,no,yes,no,1,NotZoonotic,0,NotZoonotic,0,41.2349583375,2.564949357461537,0
Pygathrix_cinerea,PRIMATES,CERCOPITHECIDAE,Pygathrix,Indomalaya,no,0,no,yes,yes,yes,no,no,yes,2,NotZoonotic,0,NotZoonotic,0,41.234958138245,1.386294361119891,0
Pygathrix_nemaeus,PRIMATES,CERCOPITHECIDAE,Pygathrix,Indomalaya,no,0,no,yes,yes,yes,no,yes,yes,14,Zoonotic,2,Zoonotic,2,41.234958011769,3.663561646129646,0.09713204931187147
Pygathrix_nigripes,PRIMATES,CERCOPITHECIDAE,Pygathrix,Indomalaya,no,0,no,yes,yes,yes,yes,no,yes,1,NotZoonotic,0,NotZoonotic,0,41.234958011769,1.791759469228055,0
Rhinopithecus_avunculus,PRIMATES,CERCOPITHECIDAE,Rhinopithecus,Indomalaya,no,0,no,yes,yes,yes,no,no,yes,1,NotZoonotic,0,NotZoonotic,0,41.23495869670499,2.19722457733622,0.03553755545914519
Rhinopithecus_bieti,PRIMATES,CERCOPITHECIDAE,Rhinopithecus,Indomalaya,no,0,no,yes,yes,yes,no,no,yes,1,NotZoonotic,0,NotZoonotic,0,41.23495870102501,4.812184355372417,0.07261330195355349
Rhinopithecus_brelichi,PRIMATES,CERCOPITHECIDAE,Rhinopithecus,Indomalaya,no,0,no,yes,no,no,no,no,no,0,NotZoonotic,0,NotZoonotic,0,41.23495870174001,3.295836866004329,0.05330633318871778
Rhinopithecus_roxellana,PRIMATES,CERCOPITHECIDAE,Rhinopithecus,Palearctic,no,0,no,yes,yes,yes,no,yes,yes,18,Zoonotic,1,Zoonotic,1,41.23495870174001,5.384495062789089,0.09388128098234949
Rhinopithecus_strykeri,PRIMATES,CERCOPITHECIDAE,Rhinopithecus,Indomalaya,no,0,no,yes,no,no,no,no,no,0,NotZoonotic,0,NotZoonotic,0,41.23495870102501,2.833213344056216,0.03197017223219715
Semnopithecus_ajax,PRIMATES,CERCOPITHECIDAE,Semnopithecus,Indomalaya,no,0,no,no,no,no,no,no,no,0,NotZoonotic,0,NotZoonotic,0,41.23495825863149,1.09861228866811,0
Semnopithecus_entellus,PRIMATES,CERCOPITHECIDAE,Semnopithecus,Indomalaya,no,0,yes,yes,yes,yes,yes,yes,yes,11,Zoonotic,9,Zoonotic,8,41.23495812753301,3.465735902799727,0.0728365154858651
Semnopithecus_hector,PRIMATES,CERCOPITHECIDAE,Semnopithecus,Indomalaya,no,0,yes,no,no,no,no,no,no,0,NotZoonotic,0,NotZoonotic,0,41.234958163895,0.6931471805599453,0.02323705875925246
Semnopithecus_hypoleucos,PRIMATES,CERCOPITHECIDAE,Semnopithecus,Indomalaya,no,0,yes,yes,no,no,no,no,no,0,NotZoonotic,0,NotZoonotic,0,41.234958399803,1.386294361119891,0
Semnopithecus_johnii,PRIMATES,CERCOPITHECIDAE,Semnopithecus,Indomalaya,no,0,no,yes,yes,yes,no,no,yes,2,NotZoonotic,0,NotZoonotic,0,41.23495813302401,2.833213344056216,0.03197017223219715
Semnopithecus_priam,PRIMATES,CERCOPITHECIDAE,Semnopithecus,Indomalaya,no,0,yes,yes,no,no,no,no,no,0,Zoonotic,2,NotZoonotic,0,41.234958119159,2.302585092994046,0.06908668760658772
Semnopithecus_schistaceus,PRIMATES,CERCOPITHECIDAE,Semnopithecus,Indomalaya,no,0,no,yes,yes,yes,yes,no,yes,1,Zoonotic,1,Zoonotic,1,41.234958376454,2.079441541679836,0.03575551246887806
Semnopithecus_vetulus,PRIMATES,CERCOPITHECIDAE,Semnopithecus,Indomalaya,no,0,yes,yes,yes,yes,no,yes,yes,8,Zoonotic,3,NotZoonotic,0,41.23495822959499,2.564949357461537,0.04896254818615255
Simias_concolor,PRIMATES,CERCOPITHECIDAE,Simias,Indomalaya,no,0,no,yes,yes,yes,no,no,yes,1,NotZoonotic,0,NotZoonotic,0,41.23495809314499,2.484906649788,0
Trachypithecus_auratus,PRIMATES,CERCOPITHECIDAE,Trachypithecus,Indomalaya,no,0,no,yes,yes,yes,yes,yes,yes,10,Zoonotic,1,NotZoonotic,0,41.2349583439245,2.639057329615258,0.04855512054567955
Trachypithecus_barbei,PRIMATES,CERCOPITHECIDAE,Trachypithecus,Indomalaya,no,0,no,yes,yes,yes,no,no,yes,0,NotZoonotic,0,NotZoonotic,0,41.234958386535,0,0
Trachypithecus_crepusculus,PRIMATES,CERCOPITHECIDAE,Trachypithecus,Indomalaya,no,0,no,yes,no,no,no,no,no,0,NotZoonotic,0,NotZoonotic,0,41.2349583439245,1.386294361119891,0
Trachypithecus_cristatus,PRIMATES,CERCOPITHECIDAE,Trachypithecus,Indomalaya,no,0,no,yes,yes,yes,no,yes,yes,0,Zoonotic,13,Zoonotic,4,41.234958355795,3.178053830347946,0.07649964975388737
Trachypithecus_delacouri,PRIMATES,CERCOPITHECIDAE,Trachypithecus,Indomalaya,no,0,no,yes,yes,yes,no,no,yes,3,NotZoonotic,0,NotZoonotic,0,41.234958362378,1.386294361119891,0
Trachypithecus_ebenus,PRIMATES,CERCOPITHECIDAE,Trachypithecus,Indomalaya,no,0,no,no,no,no,no,no,no,0,NotZoonotic,0,NotZoonotic,0,41.2349583439245,0.6931471805599453,0
Trachypithecus_francoisi,PRIMATES,CERCOPITHECIDAE,Trachypithecus,Indomalaya,no,0,no,yes,yes,yes,no,yes,yes,12,Zoonotic,2,Zoonotic,2,41.234958379428,3.737669618283368,0.07914588081345396
Trachypithecus_geei,PRIMATES,CERCOPITHECIDAE,Trachypithecus,Indomalaya,no,0,no,no,no,no,no,no,no,0,NotZoonotic,0,NotZoonotic,0,41.234958103355,3.091042453358316,0
Trachypithecus_germaini,PRIMATES,CERCOPITHECIDAE,Trachypithecus,Indomalaya,no,0,no,yes,yes,yes,no,no,yes,2,NotZoonotic,0,NotZoonotic,0,41.2349583439145,1.386294361119891,0
Trachypithecus_hatinhensis,PRIMATES,CERCOPITHECIDAE,Trachypithecus,Indomalaya,no,0,no,yes,yes,yes,yes,yes,yes,3,NotZoonotic,0,NotZoonotic,0,41.234958352163,1.386294361119891,0
Trachypithecus_laotum,PRIMATES,CERCOPITHECIDAE,Trachypithecus,Indomalaya,no,0,no,yes,no,no,no,no,no,0,NotZoonotic,0,NotZoonotic,0,41.2349583398725,0,0
Trachypithecus_leucocephalus,PRIMATES,CERCOPITHECIDAE,Trachypithecus,Indomalaya,no,0,no,no,no,no,no,no,no,0,NotZoonotic,0,NotZoonotic,0,41.2349583439245,3.931825632724326,0.03422736109495744
Trachypithecus_margarita,PRIMATES,CERCOPITHECIDAE,Trachypithecus,Indomalaya,no,0,no,yes,no,no,no,no,no,0,NotZoonotic,0,NotZoonotic,0,41.2349583439245,0,0
