condado,estado,ibd_medio_cm,grupo_ancestria
Yell,Arkansas,0.00731680820632328,Indigenous American
Hardeman,Texas,0.00731217022151857,Indigenous American
Evans,Georgia,0.0073023088723255,Indigenous American
Van Buren,Arkansas,0.0072957638886679,Indigenous American
Orange,California,0.00729487676035564,Indigenous American
San Saba,Texas,0.00728326670758926,Indigenous American
Montgomery,Arkansas,0.00728213314338191,Indigenous American
Spartanburg,South Carolina,0.00728118224586251,Indigenous American
Fresno,California,0.00727323663731825,Indigenous American
Van Buren,Tennessee,0.0072632281768846,Indigenous American
Newton,Texas,0.0072505181069056,Indigenous American
Union,Mississippi,0.0072491539297256,Indigenous American
Lincoln,Tennessee,0.0072389854071034,Indigenous American
Bell,Kentucky,0.00723512287444674,Indigenous American
Ector,Texas,0.0072287589355249,Indigenous American
Hardin,Tennessee,0.00722669596618511,Indigenous American
Adair,Kentucky,0.00722459307683607,Indigenous American
Carroll,Tennessee,0.00721543507231905,Indigenous American
Perry,Kentucky,0.0072142853844558,Indigenous American
Macon,Tennessee,0.00720927517884306,Indigenous American
Montgomery,Georgia,0.00719731636902167,Indigenous American
Hansford,Texas,0.00719614547995735,Indigenous American
Polk,Texas,0.00718410029112403,Indigenous American
Coleman,Texas,0.0071814875751204,Indigenous American
Graves,Kentucky,0.00716775510555406,Indigenous American
Clay,Kentucky,0.0071637221191337,Indigenous American
Trousdale,Tennessee,0.00716174767446274,Indigenous American
Wayne,Tennessee,0.00716034799336403,Indigenous American
Jeff Davis,Georgia,0.00715575778496579,Indigenous American
Bartow,Georgia,0.00715533146338474,Indigenous American
Foard,Texas,0.0071534033503378,Indigenous American
Cocke,Tennessee,0.0071529597915426,Indigenous American
Angelina,Texas,0.00715069605885945,Indigenous American
McCurtain,Oklahoma,0.00714983833791696,Indigenous American
Taylor,Georgia,0.0071495621586896,Indigenous American
Potter,Texas,0.00714280620421265,Indigenous American
Fulton,Arkansas,0.00714204171246482,Indigenous American
Garland,Arkansas,0.00713695609049945,Indigenous American
Carson,Texas,0.00713029216824926,Indigenous American
Lee,North Carolina,0.00711823923550173,Indigenous American
Hopkins,Texas,0.00711206736077002,Indigenous American
Gordon,Georgia,0.00710246340743622,Indigenous American
Cheatham,Tennessee,0.00709787789739286,Indigenous American
Fisher,Texas,0.00708952349531127,Indigenous American
Harris,Texas,0.00708844595924232,Indigenous American
Charlotte,Virginia,0.0070877598090466,Indigenous American
Tillman,Oklahoma,0.00708608772063164,Indigenous American
Coffee,Tennessee,0.00708367069845672,Indigenous American
Massac,Illinois,0.00706120910467629,Indigenous American
Wayne,Kentucky,0.007060387006917,Indigenous American
Cleburne,Alabama,0.00705866354155525,Indigenous American
Comanche,Oklahoma,0.0070568276658592,Indigenous American
Bosque,Texas,0.00705536737289996,Indigenous American
Polk,Tennessee,0.00705156886999538,Indigenous American
Roane,Tennessee,0.00704867509754167,Indigenous American
Blount,Alabama,0.00704444349950804,Indigenous American
Coal,Oklahoma,0.00703606292594435,Indigenous American
Carbon,Wyoming,0.00703327895489672,Indigenous American
Geneva,Alabama,0.00703316446619228,Indigenous American
Surry,North Carolina,0.00703296455700205,Indigenous American
Lincoln,West Virginia,0.0070314041214306,Indigenous American
Weakley,Tennessee,0.00703088948445785,Indigenous American
Caldwell,Louisiana,0.00703006077089456,Indigenous American
Boyle,Kentucky,0.0070290532292765,Indigenous American
Brantley,Georgia,0.00702451354287807,Indigenous American
Obion,Tennessee,0.00702265007755614,Indigenous American
Tulare,California,0.00702168456791983,Indigenous American
Patrick,Virginia,0.00700935217307825,Indigenous American
Hood,Texas,0.00700906416768677,Indigenous American
Uintah,Utah,0.00700254889041602,Indigenous American
Perry,Tennessee,0.0070013111489702,Indigenous American
Johnson,Texas,0.0069889754352104,Indigenous American
Webster,Mississippi,0.00698785010803463,Indigenous American
Unicoi,Tennessee,0.00698688057259802,Indigenous American
Giles,Tennessee,0.00698591919225041,Indigenous American
Johnston,North Carolina,0.00698333349180261,Indigenous American
Columbia,Florida,0.00697445898755436,Indigenous American
Logan,Kansas,0.0069709644134269,Indigenous American
Somervell,Texas,0.0069692351874347,Indigenous American
Boone,Arkansas,0.00696918222414094,Indigenous American
Tyler,Texas,0.00696706849628777,Indigenous American
Lampasas,Texas,0.00696686284254496,Indigenous American
Pulaski,Missouri,0.0069660498500704,Indigenous American
Fayette,Alabama,0.00696231296009767,Indigenous American
Gillespie,Texas,0.00695674827529783,Indigenous American
Walker,Georgia,0.0069543103575357,Indigenous American
Marion,Alabama,0.00695251515669164,Indigenous American
Laramie,Wyoming,0.0069352677843851,Indigenous American
Smith,Mississippi,0.00692804126945216,Indigenous American
Durham,North Carolina,0.00692040788266275,Indigenous American
San Diego,California,0.00691627090272777,Indigenous American
Union,Arkansas,0.00691562985078375,Indigenous American
Warren,Kentucky,0.0069156263885935,Indigenous American
Santa Rosa,Florida,0.00691515554768354,Indigenous American
Echols,Georgia,0.00691023643321964,Indigenous American
Hartley,Texas,0.0069088524844058,Indigenous American
Granville,North Carolina,0.00690633706701866,Indigenous American
Walton,Georgia,0.00690403156671441,Indigenous American
Sumner,Tennessee,0.006899529901947,Indigenous American
Grayson,Texas,0.00689917374353273,Indigenous American
Pike,Kentucky,0.00688974614300784,Indigenous American
Dickson,Tennessee,0.00688548972745327,Indigenous American
Iron,Missouri,0.00688233710352055,Indigenous American
Colquitt,Georgia,0.00688099844516936,Indigenous American
Mingo,West Virginia,0.00687798802505565,Indigenous American
Van Zandt,Texas,0.00687238521289707,Indigenous American
Cameron,Louisiana,0.00687138952936323,Indigenous American
Alcorn,Mississippi,0.00687130397769035,Indigenous American
Erath,Texas,0.00686573138870255,Indigenous American
Clark,Arkansas,0.0068655330141891,Indigenous American
DeKalb,Alabama,0.00686199198427431,Indigenous American
Banks,Georgia,0.00686079467334243,Indigenous American
Pickens,South Carolina,0.0068599972636646,Indigenous American
Leake,Mississippi,0.00685906535416409,Indigenous American
Lafayette,Louisiana,0.00685805483396391,Indigenous American
Graham,Arizona,0.00684738031756898,Indigenous American
McMinn,Tennessee,0.00684037493897903,Indigenous American
Franklin,Georgia,0.00683937052671466,Indigenous American
Henderson,Texas,0.00683745367021236,Indigenous American
Polk,Arkansas,0.00683687711841786,Indigenous American
Putnam,Missouri,0.0068305981966374,Indigenous American
Jackson,Tennessee,0.0068239231683958,Indigenous American
Randolph,Alabama,0.00682226433364955,Indigenous American
Chambers,Alabama,0.00681655539241976,Indigenous American
Dyer,Tennessee,0.0068143099351784,Indigenous American
Robertson,Tennessee,0.00680713612511263,Indigenous American
Rhea,Tennessee,0.00679870682283993,Indigenous American
Jefferson Davis,Louisiana,0.00679451902061224,Indigenous American
Kaufman,Texas,0.0067869236483447,Indigenous American
Overton,Tennessee,0.00678386010532532,Indigenous American
Bacon,Georgia,0.0067820616029869,Indigenous American
Jackson,North Carolina,0.00678152323264446,Indigenous American
Maury,Tennessee,0.00677615645746,Indigenous American
Clay,North Carolina,0.00677595981356135,Indigenous American
Falls,Texas,0.00677413445647585,Indigenous American
Jefferson,Tennessee,0.00677248763631004,Indigenous American
Fremont,Colorado,0.00677214106466926,Indigenous American
Beauregard,Louisiana,0.00677018769878803,Indigenous American
Franklin,Arkansas,0.00676691804154387,Indigenous American
McLennan,Texas,0.00676388091351204,Indigenous American
Union,Kentucky,0.00676010546855548,Indigenous American
Runnels,Texas,0.0067585107115726,Indigenous American
Moore,Texas,0.0067566739250488,Indigenous American
Childress,Texas,0.0067497447306103,Indigenous American
San Juan,Colorado,0.006747584359965,Indigenous American
Oconee,Georgia,0.00674445669006396,Indigenous American
Johnson,Arkansas,0.00674416434073351,Indigenous American
Gwinnett,Georgia,0.00674369340871847,Indigenous American
Tallapoosa,Alabama,0.00673879554968353,Indigenous American
Scott,Tennessee,0.00673233200053722,Indigenous American
Clay,Tennessee,0.00672995548540684,Indigenous American
Palo Pinto,Texas,0.00672845332287876,Indigenous American
Ouachita,Arkansas,0.00672823128885441,Indigenous American
Wayne,Mississippi,0.0405110914015275,Northern Colonial
Vermilion,Louisiana,0.0326592153576814,Northern Colonial
Assumption,Louisiana,0.032262026046282,Northern Colonial
Macon,Missouri,0.0290337656931252,Northern Colonial
St. Martin,Louisiana,0.0269862529039714,Northern Colonial
Lafayette,Louisiana,0.0260797105582992,Northern Colonial
Iberia,Louisiana,0.0247086842939295,Northern Colonial
Terrebonne,Louisiana,0.0242734925141693,Northern Colonial
Etowah,Alabama,0.0242672071011437,Northern Colonial
McMinn,Tennessee,0.0241100015452092,Northern Colonial
Acadia,Louisiana,0.0234421522618875,Northern Colonial
Cameron,Louisiana,0.0231010328705698,Northern Colonial
Lafourche,Louisiana,0.022901261603885,Northern Colonial
Jefferson Davis,Louisiana,0.0217471562900949,Northern Colonial
St. Mary,Louisiana,0.0211135529266376,Northern Colonial
Magoffin,Kentucky,0.0192044108846775,Northern Colonial
Ascension,Louisiana,0.0191486861221209,Northern Colonial
Jackson,West Virginia,0.0190103071136449,Northern Colonial
Reagan,Texas,0.018611278097896,Northern Colonial
Evangeline,Louisiana,0.0182798608998163,Northern Colonial
Cabell,West Virginia,0.0180309920465007,Northern Colonial
Calcasieu,Louisiana,0.0178167818921333,Northern Colonial
Aroostook,Maine,0.0175991091073179,Northern Colonial
Perry,Mississippi,0.017195767005998,Northern Colonial
Kendall,Texas,0.0171167841613641,Northern Colonial
Essex,Vermont,0.017112624907334,Northern Colonial
Crenshaw,Alabama,0.0168367746042029,Northern Colonial
Irion,Texas,0.0168352542782743,Northern Colonial
Elbert,Georgia,0.0165974052069643,Northern Colonial
Charlton,Georgia,0.0163862972969273,Northern Colonial
Leslie,Kentucky,0.0159774598148736,Northern Colonial
Cumberland,Kentucky,0.0158110144836655,Northern Colonial
Clay,Kentucky,0.0156575886487402,Northern Colonial
Grand Isle,Vermont,0.0155878131014349,Northern Colonial
Orange,Texas,0.0155044207426643,Northern Colonial
Greene,Mississippi,0.0154801494383404,Northern Colonial
Franklin,Texas,0.0154278609374706,Northern Colonial
Chambers,Texas,0.01529253220691,Northern Colonial
Laclede,Missouri,0.015204339478227,Northern Colonial
Hartley,Texas,0.0151449776697306,Northern Colonial
St. Charles,Louisiana,0.0148552590821304,Northern Colonial
George,Mississippi,0.0148152272686466,Northern Colonial
Beauregard,Louisiana,0.0147522851859937,Northern Colonial
Santa Rosa,Florida,0.0146915051289008,Northern Colonial
Russell,Virginia,0.0144626325571892,Northern Colonial
Jefferson,Texas,0.0142630440928777,Northern Colonial
Winston,Alabama,0.0142504108816513,Northern Colonial
Poinsett,Arkansas,0.0141010283124298,Northern Colonial
St. Landry,Louisiana,0.0140799085042693,Northern Colonial
Smith,Mississippi,0.0140692746568172,Northern Colonial
Jones,Mississippi,0.0140661704992272,Northern Colonial
Macon,North Carolina,0.0140659796649307,Northern Colonial
Franklin,Vermont,0.0140658566857699,Northern Colonial
Allen,Louisiana,0.0140255072303772,Northern Colonial
Trinity,Texas,0.0139956054864565,Northern Colonial
Neshoba,Mississippi,0.0139040143700404,Northern Colonial
Lee,Alabama,0.0138867794661954,Northern Colonial
Habersham,Georgia,0.0138740181574743,Northern Colonial
Lawrence,Alabama,0.0137550374965287,Northern Colonial
Cannon,Tennessee,0.0137056053731893,Northern Colonial
Howell,Missouri,0.0136306839726532,Northern Colonial
Latimer,Oklahoma,0.0136171340456373,Northern Colonial
Iberville,Louisiana,0.013558991283878,Northern Colonial
Tazewell,Virginia,0.0135488236555827,Northern Colonial
Armstrong,Texas,0.0134905219928998,Northern Colonial
Kent,Rhode Island,0.013484461586082,Northern Colonial
Lampasas,Texas,0.013458727251003,Northern Colonial
Colbert,Alabama,0.0134053993411348,Northern Colonial
Cleburne,Alabama,0.0133715778480273,Northern Colonial
Buchanan,Virginia,0.0132712411767828,Northern Colonial
Clay,North Carolina,0.0132243013965925,Northern Colonial
Sullivan,New Hampshire,0.0132126707643657,Northern Colonial
Glasscock,Texas,0.0131800031979199,Northern Colonial
Sterling,Texas,0.0131171860684732,Northern Colonial
Lauderdale,Alabama,0.01307588321374,Northern Colonial
Meigs,Tennessee,0.013040124942463,Northern Colonial
Hawkins,Tennessee,0.0130261114720445,Northern Colonial
Greene,Indiana,0.0130220862564339,Northern Colonial
West Baton Rouge,Louisiana,0.0129497967386816,Northern Colonial
Caledonia,Vermont,0.012882077520971,Northern Colonial
Benton,Oregon,0.0128454809608232,Northern Colonial
Tishomingo,Mississippi,0.0128388409254028,Northern Colonial
Cherokee,Alabama,0.0128366660362387,Northern Colonial
Morgan,Alabama,0.0128143488326125,Northern Colonial
Coos,New Hampshire,0.0128067585324474,Northern Colonial
Bacon,Georgia,0.012755076352718,Northern Colonial
Hood,Texas,0.0127464617261205,Northern Colonial
Kerr,Texas,0.0127381625503468,Northern Colonial
Trigg,Kentucky,0.0127041439684545,Northern Colonial
Franklin,Georgia,0.0126977984177666,Northern Colonial
Collin,Texas,0.0126656058905981,Northern Colonial
Wayne,Kentucky,0.0126324378736354,Northern Colonial
Rains,Texas,0.012628468920263,Northern Colonial
Dade,Georgia,0.0126256498018856,Northern Colonial
Jeff Davis,Georgia,0.0126201556928224,Northern Colonial
Decatur,Georgia,0.0126060046261642,Northern Colonial
Washington,Alabama,0.0125814435419504,Northern Colonial
Putnam,West Virginia,0.0125688178221049,Northern Colonial
Chittenden,Vermont,0.0125553329921374,Northern Colonial
Terrell,Texas,0.0125150015676698,Northern Colonial
Lafayette,Florida,0.0125138468110862,Northern Colonial
Terry,Texas,0.0125077738059813,Northern Colonial
Chester,Tennessee,0.0125012908231481,Northern Colonial
Ashe,North Carolina,0.0124966936747621,Northern Colonial
Fayette,Georgia,0.0124802686595908,Northern Colonial
Lamar,Mississippi,0.0124522856056563,Northern Colonial
Avoyelles,Louisiana,0.0124448947785275,Northern Colonial
Callahan,Texas,0.0124339200796761,Northern Colonial
Throckmorton,Texas,0.0124158575205444,Northern Colonial
DeKalb,Alabama,0.0124100894220285,Northern Colonial
Bristol Bay,Alaska,0.0123963790974402,Northern Colonial
Tippah,Mississippi,0.0123733900832205,Northern Colonial
Perry,Arkansas,0.0123673559658148,Northern Colonial
King,Texas,0.0123559341258034,Northern Colonial
Coryell,Texas,0.0123508026466986,Northern Colonial
Wolfe,Kentucky,0.0123397436410914,Northern Colonial
Mason,West Virginia,0.0123383589601177,Northern Colonial
Jackson,North Carolina,0.0123369817572654,Northern Colonial
Lamoille,Vermont,0.0123285608304377,Northern Colonial
Pulaski,Kentucky,0.0123105850985866,Northern Colonial
Scott,Virginia,0.0123065947714846,Northern Colonial
Liberty,Georgia,0.0122470082743717,Northern Colonial
Hall,Georgia,0.0122410338367034,Northern Colonial
Murray,Georgia,0.0122320240025315,Northern Colonial
Floyd,Texas,0.012221507131443,Northern Colonial
Vernon,Louisiana,0.01221789307362,Northern Colonial
Scott,Arkansas,0.0122173110749895,Northern Colonial
Cottle,Texas,0.0122100514429791,Northern Colonial
Brown,Texas,0.0122017289428827,Northern Colonial
Forrest,Mississippi,0.0121963739235496,Northern Colonial
Grainger,Tennessee,0.01218914908556,Northern Colonial
Covington,Mississippi,0.0121785246726075,Northern Colonial
Okeechobee,Florida,0.012177027330629,Northern Colonial
Emanuel,Georgia,0.0121745665449755,Northern Colonial
Harlan,Kentucky,0.0121455272380793,Northern Colonial
Haralson,Georgia,0.0121330375588244,Northern Colonial
Conecuh,Alabama,0.0121236920429504,Northern Colonial
Union,Mississippi,0.0121117114910601,Northern Colonial
Bay,Florida,0.0121084349204906,Northern Colonial
York,Maine,0.0120980782284711,Northern Colonial
Cleburne,Arkansas,0.0120935301578229,Northern Colonial
Hillsborough,New Hampshire,0.0120817473024275,Northern Colonial
Baker,Florida,0.012065547565316,Northern Colonial
Jefferson,Louisiana,0.0120540581036237,Northern Colonial
Franklin,Tennessee,0.0120322898651033,Northern Colonial
Madison,North Carolina,0.0120299401624113,Northern Colonial
Elliott,Kentucky,0.0120148020894538,Northern Colonial
Banks,Georgia,0.0119839885113232,Northern Colonial
Monroe,Indiana,0.011963128906691,Northern Colonial
Benewah,Idaho,0.011946669707231,Northern Colonial
Dickens,Texas,0.0119093772441425,Northern Colonial
Prentiss,Mississippi,0.0118897987048614,Northern Colonial
Shelby,Texas,0.0118893640301865,Northern Colonial
Franklin,Arkansas,0.0118733469836827,Northern Colonial
Stonewall,Texas,0.0118652962231594,Northern Colonial
Ozark,Missouri,0.0118641762414803,Northern Colonial
Jasper,Mississippi,0.0118453637111106,Northern Colonial
Boone,Arkansas,0.0118445273602018,Northern Colonial
Douglas,Missouri,0.0118419792402343,Northern Colonial
Rabun,Georgia,0.0118346055371878,Northern Colonial
Roger Mills,Oklahoma,0.0118295218855709,Northern Colonial
Wheeler,Texas,0.0118238783970018,Northern Colonial
Jackson,Alabama,0.0118170114145494,Northern Colonial
Clay,Alabama,0.011814917379716,Northern Colonial
Powell,Kentucky,0.011807001594472,Northern Colonial
Jackson,Louisiana,0.0117964591183411,Northern Colonial
LaSalle,Louisiana,0.0117909271339294,Northern Colonial
Martin,Kentucky,0.0117580007862642,Northern Colonial
Anderson,Texas,0.0117550057233499,Northern Colonial
Beckham,Oklahoma,0.0117252051191887,Northern Colonial
Pushmataha,Oklahoma,0.0117190237134144,Northern Colonial
Wayne,Georgia,0.0117181033249477,Northern Colonial
Union,Florida,0.0117079039904778,Northern Colonial
Orleans,Vermont,0.0116868335331145,Northern Colonial
Patrick,Virginia,0.0116745262645487,Northern Colonial
Franklin,Alabama,0.0116698956317137,Northern Colonial
Mercer,Kentucky,0.0116695728702805,Northern Colonial
Leake,Mississippi,0.0116688861431923,Northern Colonial
Van Buren,Arkansas,0.0116552987536562,Northern Colonial
Hancock,Tennessee,0.0116312437209837,Northern Colonial
Grant,West Virginia,0.01161926858484,Northern Colonial
Stewart,Tennessee,0.0115669880144908,Northern Colonial
Garland,Arkansas,0.0115597509037288,Northern Colonial
Washington,Vermont,0.0115529534206009,Northern Colonial
Clinton,New York,0.0115401287344613,Northern Colonial
Fannin,Georgia,0.0115343757454115,Northern Colonial
Irwin,Georgia,0.011506786605924,Northern Colonial
Owsley,Kentucky,0.0115052516820588,Northern Colonial
Bell,Kentucky,0.0114980284242903,Northern Colonial
Livingston,Louisiana,0.0114979846511319,Northern Colonial
Grayson,Kentucky,0.0114918428585021,Northern Colonial
Dyer,Tennessee,0.0114862476071014,Northern Colonial
Anderson,Kentucky,0.0114839392948219,Northern Colonial
Giles,Virginia,0.0114778686780904,Northern Colonial
Whitfield,Georgia,0.0114646614539901,Northern Colonial
Hickman,Tennessee,0.011463079329123,Northern Colonial
Montgomery,North Carolina,0.0114433352264476,Northern Colonial
McDowell,West Virginia,0.0114413560814505,Northern Colonial
Caldwell,Kentucky,0.011435535785327,Northern Colonial
Christian,Missouri,0.0114128096067948,Northern Colonial
White,Arkansas,0.011410898166294,Northern Colonial
Madison,Georgia,0.0114026466703774,Northern Colonial
Cimarron,Oklahoma,0.0113965814410161,Northern Colonial
Bradley,Tennessee,0.0113960750171507,Northern Colonial
Dickenson,Virginia,0.011384985825067,Northern Colonial
Independence,Arkansas,0.0113835405121632,Northern Colonial
Faulkner,Arkansas,0.0113807743778963,Northern Colonial
Mitchell,North Carolina,0.0113613080973858,Northern Colonial
Atkinson,Georgia,0.0113335595205143,Northern Colonial
Lincoln,West Virginia,0.0113272641439317,Northern Colonial
Cleveland,Arkansas,0.011322529481789,Northern Colonial
Claiborne,Tennessee,0.011320026660556,Northern Colonial
Polk,Arkansas,0.0113179339801463,Northern Colonial
Casey,Kentucky,0.0113056693828817,Northern Colonial
Montgomery,Arkansas,0.0112950040807879,Northern Colonial
Lumpkin,Georgia,0.0112925535198426,Northern Colonial
Jackson,Kentucky,0.0112801449293765,Northern Colonial
Lee,South Carolina,0.0112778567289375,Northern Colonial
Fleming,Kentucky,0.0112710409072032,Northern Colonial
Breathitt,Kentucky,0.0112699617887966,Northern Colonial
Pulaski,Virginia,0.0112676342941706,Northern Colonial
Calloway,Kentucky,0.0112497255550768,Northern Colonial
Cochran,Texas,0.0112482842275956,Northern Colonial
Wilcox,Georgia,0.0112192375610068,Northern Colonial
Boyle,Kentucky,0.0112146260582805,Northern Colonial
Dawson,Georgia,0.0112135350888251,Northern Colonial
Coleman,Texas,0.0112126225798271,Northern Colonial
Escambia,Florida,0.0112067862651855,Northern Colonial
Beaverhead,Montana,0.0112054569434967,Northern Colonial
Wayne,West Virginia,0.0112053128337275,Northern Colonial
Eastland,Texas,0.0111926616441096,Northern Colonial
Freestone,Texas,0.0111882574646755,Northern Colonial
Cheshire,New Hampshire,0.0111829710453193,Northern Colonial
Iron,Missouri,0.0111815680420891,Northern Colonial
Webster,West Virginia,0.0111746054576501,Northern Colonial
Monroe,Tennessee,0.0111731375063508,Northern Colonial
Robertson,Kentucky,0.0111713888346224,Northern Colonial
Butler,Kentucky,0.011164322323245,Northern Colonial
Lee,Virginia,0.0111616703112945,Northern Colonial
Fulton,Kentucky,0.0111567425541855,Northern Colonial
Newton,Mississippi,0.0111565645170809,Northern Colonial
McPherson,Nebraska,0.0111530281687519,Northern Colonial
Vance,North Carolina,0.0111516660561037,Northern Colonial
Greenup,Kentucky,0.011136346797249,Northern Colonial
Alcorn,Mississippi,0.0111326473018773,Northern Colonial
McDonald,Missouri,0.0111318870189302,Northern Colonial
Harmon,Oklahoma,0.0111284607365635,Northern Colonial
Windsor,Vermont,0.0111264535948778,Northern Colonial
Union,Tennessee,0.0111205585204501,Northern Colonial
Haskell,Texas,0.0111182015840846,Northern Colonial
Bryan,Oklahoma,0.0111171253489931,Northern Colonial
Oconee,South Carolina,0.0111078985720951,Northern Colonial
Grant,Louisiana,0.0111025413433884,Northern Colonial
Screven,Georgia,0.0111020682387471,Northern Colonial
Grafton,New Hampshire,0.0110984418639909,Northern Colonial
Rockcastle,Kentucky,0.0110932022856864,Northern Colonial
Saline,Arkansas,0.0110905273306826,Northern Colonial
Edmonson,Kentucky,0.0110852394571946,Northern Colonial
Benton,Arkansas,0.0110816057441745,Northern Colonial
Estill,Kentucky,0.0110788097208342,Northern Colonial
Jackson,Mississippi,0.0110692929836984,Northern Colonial
Dent,Missouri,0.0110692424774868,Northern Colonial
Chattooga,Georgia,0.0110686735169071,Northern Colonial
Stephens,Oklahoma,0.0110582908056556,Northern Colonial
Unicoi,Tennessee,0.0110532692367712,Northern Colonial
Lincoln,Tennessee,0.0110412127867114,Northern Colonial
Concho,Texas,0.0110386915196525,Northern Colonial
Spencer,Kentucky,0.0110368510288783,Northern Colonial
Hall,Texas,0.011033598273912,Northern Colonial
Fentress,Tennessee,0.0110318016280834,Northern Colonial
Halifax,Virginia,0.0110293703498628,Northern Colonial
Clinton,Kentucky,0.0110265988144607,Northern Colonial
Somerset,Maine,0.0110204364838928,Northern Colonial
Dixie,Florida,0.0110181188485327,Northern Colonial
Rapides,Louisiana,0.0110136176620679,Northern Colonial
Winston,Mississippi,0.010990152555672,Northern Colonial
Walton,Florida,0.0109888600350406,Northern Colonial
Gadsden,Florida,0.0109870504407229,Northern Colonial
McClain,Oklahoma,0.0109846335680005,Northern Colonial
Sevier,Tennessee,0.0109798575416121,Northern Colonial
Greenville,South Carolina,0.0109770366040146,Northern Colonial
Washington,Louisiana,0.0109720774384807,Northern Colonial
Madison,Kentucky,0.0109635654064218,Northern Colonial
Nacogdoches,Texas,0.0109635569447021,Northern Colonial
Taylor,Florida,0.0109635101384176,Northern Colonial
Hardin,Tennessee,0.010963416965136,Northern Colonial
Houston,Texas,0.010963233812568,Northern Colonial
Jack,Texas,0.0109533789415787,Northern Colonial
Franklin,New York,0.0109509522111686,Northern Colonial
Pendleton,Kentucky,0.0109365265171885,Northern Colonial
Merrimack,New Hampshire,0.0109348537503141,Northern Colonial
Caldwell,North Carolina,0.0109323374964925,Northern Colonial
Cocke,Tennessee,0.0109309081886516,Northern Colonial
Campbell,Tennessee,0.0109301794498324,Northern Colonial
San Augustine,Texas,0.010924426028733,Northern Colonial
Barrow,Georgia,0.0109116590583388,Northern Colonial
Pickett,Tennessee,0.0109067170313363,Northern Colonial
Smith,Tennessee,0.0109008503328535,Northern Colonial
Dallas,Arkansas,0.0108959530899493,Northern Colonial
St. James,Louisiana,0.010894375198409,Northern Colonial
Wise,Virginia,0.0108909659494683,Northern Colonial
Limestone,Alabama,0.0108868337026098,Northern Colonial
Stone,Arkansas,0.0108809250283932,Northern Colonial
Garrard,Kentucky,0.0108761380024239,Northern Colonial
Meade,Kentucky,0.0108740689568055,Northern Colonial
Forsyth,Georgia,0.0108494637823894,Northern Colonial
Swain,North Carolina,0.0108472800355865,Northern Colonial
Putnam,Tennessee,0.0108402340296439,Northern Colonial
Clark,Arkansas,0.0108336106882254,Northern Colonial
Washington,Kentucky,0.0108331836835081,Northern Colonial
Johnston,Oklahoma,0.0108176055216039,Northern Colonial
Worcester,Massachusetts,0.0108164556636923,Northern Colonial
Catoosa,Georgia,0.0108163553835556,Northern Colonial
Madison,Alabama,0.0108094763442716,Northern Colonial
Hillsborough,Florida,0.0108071213688591,Northern Colonial
Barren,Kentucky,0.0108020877686164,Northern Colonial
Garza,Texas,0.0107942887410062,Northern Colonial
Beaver,Oklahoma,0.0107922299382158,Northern Colonial
Comanche,Texas,0.0107898562037998,Northern Colonial
Denton,Texas,0.0107806552390209,Northern Colonial
Carter,Kentucky,0.0107728021833514,Northern Colonial
Jefferson,Tennessee,0.0107667043724858,Northern Colonial
Motley,Texas,0.0107590343504126,Northern Colonial
Fauquier,Virginia,0.0107480371778069,Northern Colonial
Titus,Texas,0.010743636078498,Northern Colonial
Blount,Alabama,0.0107411096028944,Northern Colonial
Bulloch,Georgia,0.0107410975337424,Northern Colonial
Itawamba,Mississippi,0.0107401189526461,Northern Colonial
Liberty,Texas,0.0107328766072842,Northern Colonial
Maries,Missouri,0.0107257799772134,Northern Colonial
Bibb,Georgia,0.010721898270444,Northern Colonial
Kent,Texas,0.0107210900788633,Northern Colonial
Hale,Texas,0.0107203154378303,Northern Colonial
Grayson,Virginia,0.0107201333945671,Northern Colonial
Belknap,New Hampshire,0.0107171400304592,Northern Colonial
Windham,Connecticut,0.0107141179178792,Northern Colonial
Berrien,Georgia,0.0107106532831597,Northern Colonial
Lea,New Mexico,0.0107068732407347,Northern Colonial
Calhoun,Mississippi,0.0107056226224435,Northern Colonial
Sequatchie,Tennessee,0.0106988262657194,Northern Colonial
Buckingham,Virginia,0.0106975033223385,Northern Colonial
Collingsworth,Texas,0.0106961630811539,Northern Colonial
Lawrence,Kentucky,0.0106943126139187,Northern Colonial
Baldwin,Alabama,0.0106933486133103,Northern Colonial
Perry,Kentucky,0.0106900092198431,Northern Colonial
Marshall,Tennessee,0.0106891568093601,Northern Colonial
Logan,West Virginia,0.0106857402814196,Northern Colonial
Searcy,Arkansas,0.010678940787239,Northern Colonial
Pittsylvania,Virginia,0.0106750904794955,Northern Colonial
Mitchell,Texas,0.0106733258346938,Northern Colonial
Marion,Alabama,0.0106666237505946,Northern Colonial
Oconee,Georgia,0.0106641006052605,Northern Colonial
Escambia,Alabama,0.0106492720861139,Northern Colonial
Gordon,Georgia,0.0106468213065883,Northern Colonial
Davidson,North Carolina,0.0106460661256928,Northern Colonial
Rockwall,Texas,0.0106408314590654,Northern Colonial
Washington,Virginia,0.0106305084635837,Northern Colonial
Clinch,Georgia,0.0106299219297351,Northern Colonial
Wise,Texas,0.0106273572084584,Northern Colonial
Wallowa,Oregon,0.0106222995370988,Northern Colonial
Amherst,Virginia,0.0106208360783131,Northern Colonial
Franklin,Maine,0.0106177073079117,Northern Colonial
Morgan,Kentucky,0.0106068464534484,Northern Colonial
Cheatham,Tennessee,0.0106027073271062,Northern Colonial
Borden,Texas,0.010595821670377,Northern Colonial
