estado,pais,ibd_medio_cm,grupo_ancestria
Tuamasaga,Samoa,0.0203182995245863,Southern Colonial
Inagua,Bahamas,0.0202053589198728,Southern Colonial
Ostergotland,Sweden,0.0201524013942851,Southern Colonial
Viroviticko-Podravska,Croatia,0.0200331693975668,Southern Colonial
Basel-Landschaft,Switzerland,0.019947243426571,Southern Colonial
Iles du Vent,French Polynesia,0.0199265520095008,Southern Colonial
Gisborne,New Zealand,0.0199214292674611,Southern Colonial
Primorsko-Goranska,Croatia,0.0198913086105455,Southern Colonial
Portsmouth,United Kingdom,0.0198032480886401,Southern Colonial
Saarland,Germany,0.0197152763913472,Southern Colonial
Limburg,Netherlands,0.0197070233175097,Southern Colonial
Sodermanland,Sweden,0.0196491368091408,Southern Colonial
Bangkok Metropolis,Thailand,0.0196316523246648,Southern Colonial
Bremen,Germany,0.0196297951494758,Southern Colonial
Mecklenburg-Vorpommern,Germany,0.0196070524646772,Southern Colonial
Nordrhein-Westfalen,Germany,0.0195257634343726,Southern Colonial
Finstroem,Ã­Âland,0.019449401162105,Southern Colonial
Incheon,South Korea,0.0194489404194462,Southern Colonial
Gunma,Japan,0.0194318884283972,Southern Colonial
Neuchatel,Switzerland,0.0192624723452422,Southern Colonial
Buskerud,Norway,0.0192446931541141,Southern Colonial
Piemonte,Italy,0.0191806529650971,Southern Colonial
Yoro,Honduras,0.0191146336592426,Southern Colonial
Orebro,Sweden,0.0190940494178245,Southern Colonial
Gottwaldov,Czech Republic,0.0190557924820547,Southern Colonial
Schwyz,Switzerland,0.019036527644225,Southern Colonial
Kosrae,Micronesia,0.0189978272169559,Southern Colonial
Schaffhausen,Switzerland,0.0189630199823655,Southern Colonial
Ubon Ratchathani,Thailand,0.0189512766015692,Southern Colonial
Hedmark,Norway,0.0189166256151676,Southern Colonial
Northern Cape,South Africa,0.018909030963966,Southern Colonial
Vastra Gotaland,Sweden,0.0188699280035503,Southern Colonial
Uri,Switzerland,0.0188548977539228,Southern Colonial
Zurich,Switzerland,0.0188012406987944,Southern Colonial
Nord-Trondelag,Norway,0.0187922330029243,Southern Colonial
Grad Sofiya,Bulgaria,0.0187611763093139,Southern Colonial
Ainaro,Timor-Leste,0.0187579560724881,Southern Colonial
Plymouth,United Kingdom,0.0187338363268915,Southern Colonial
KwaZulu-Natal,South Africa,0.0186854335943894,Southern Colonial
Rogaland,Norway,0.0186607762190972,Southern Colonial
Overijssel,Netherlands,0.0186523287548607,Southern Colonial
Bali,Indonesia,0.0186407171062938,Southern Colonial
Zuid-Holland,Netherlands,0.01859461175606,Southern Colonial
Pozega-Slavonia,Croatia,0.0185800755897451,Southern Colonial
Veraguas,Panama,0.018565197656081,Southern Colonial
Glarus,Switzerland,0.0185176095545784,Southern Colonial
Tokyo,Japan,0.0184932394008337,Southern Colonial
Obwalden,Switzerland,0.0183050277645278,Southern Colonial
Copperbelt,Zambia,0.018228764783988,Southern Colonial
Gelderland,Netherlands,0.018153352882257,Southern Colonial
Dalarna,Sweden,0.0181495907379051,Southern Colonial
Brandenburg,Germany,0.018024534067552,Southern Colonial
Liguria,Italy,0.0180114151436822,Southern Colonial
Yazd,Iran,0.0179821819799064,Southern Colonial
Noord-Brabant,Netherlands,0.0179472235118257,Southern Colonial
Somogy,Hungary,0.0179216037859686,Southern Colonial
Mpumalanga,South Africa,0.0178935265264305,Southern Colonial
Hamburg,Germany,0.0178777627187274,Southern Colonial
Central Bohemian,Czech Republic,0.0178443980949792,Southern Colonial
Vesturland,Iceland,0.0178356920271554,Southern Colonial
Vasternorrland,Sweden,0.0177708186040594,Southern Colonial
Busan,South Korea,0.017751470450071,Southern Colonial
Buri Ram,Thailand,0.0177382243116812,Southern Colonial
Saint Thomas,Barbados,0.0175422198340556,Southern Colonial
Al-Anbar,Iraq,0.0175091729650705,Southern Colonial
Melekeok,Palau,0.0174657331049915,Southern Colonial
Eastern Finland,Finland,0.0174552820260604,Southern Colonial
Manicaland,Zimbabwe,0.0173513136113004,Southern Colonial
Oita,Japan,0.0173068691860366,Southern Colonial
Tartu,Estonia,0.0172933849876666,Southern Colonial
Southern Finland,Finland,0.0172747534923429,Southern Colonial
SuÃ°urland,Iceland,0.0172672739173587,Southern Colonial
Oslo,Norway,0.017247128014176,Southern Colonial
Chiriqui,Panama,0.0171775667452256,Southern Colonial
Aust-Agder,Norway,0.0171607533569651,Southern Colonial
Saint David,Dominica,0.0171332986680588,Southern Colonial
Noord-Holland,Netherlands,0.0171309106256194,Southern Colonial
Zadarska,Croatia,0.0170979635487062,Southern Colonial
Toscana,Italy,0.0170932788956699,Southern Colonial
Timis,Romania,0.0170888435852668,Southern Colonial
Sogn og Fjordane,Norway,0.0170455799685304,Southern Colonial
Ibaraki,Japan,0.0170399923604919,Southern Colonial
Free State,South Africa,0.0170339001195962,Southern Colonial
Panama Oeste,Panama,0.0169578163226113,Southern Colonial
Western Finland,Finland,0.0169467510314808,Southern Colonial
Pohnpei,Micronesia,0.0169366419936312,Southern Colonial
Varmland,Sweden,0.0169183979462628,Southern Colonial
Burgenland,Austria,0.0168653618530098,Southern Colonial
Hiroshima,Japan,0.0168555451298315,Southern Colonial
Pahang,Malaysia,0.0168417921547874,Southern Colonial
Khammouan,Laos,0.0167594348260896,Southern Colonial
F.C.T.,Pakistan,0.0166800384301078,Southern Colonial
Prague,Czech Republic,0.0165988996653814,Southern Colonial
Atlantida,Honduras,0.0165146403355758,Southern Colonial
Oued el Dahab,Western Sahara,0.0165112995036025,Southern Colonial
Sachsen-Anhalt,Germany,0.0165003463855064,Southern Colonial
Wallonie,Belgium,0.0164135784788286,Southern Colonial
Shizuoka,Japan,0.0163582233199892,Southern Colonial
Savinja,Slovenia,0.016335351041131,Southern Colonial
Karlovacka,Croatia,0.0163171261155702,Southern Colonial
Vysocina,Czech Republic,0.0162258713860148,Southern Colonial
Vestfold,Norway,0.0161993946016354,Southern Colonial
Sankt Gallen,Switzerland,0.0161070598741246,Southern Colonial
Carinthia,Slovenia,0.0160701236305164,Southern Colonial
Saint George Basseterre,Saint Kitts and Nevis,0.0160404198662017,Southern Colonial
Emilia-Romagna,Italy,0.0160226886259972,Southern Colonial
Arad,Romania,0.0159695781473151,Southern Colonial
Cayenne,French Guiana,0.0159382636720536,Southern Colonial
South Moravian,Czech Republic,0.0159131124584037,Southern Colonial
Solothurn,Switzerland,0.0158912167832981,Southern Colonial
Steiermark,Austria,0.015810226827137,Southern Colonial
South Bohemian,Czech Republic,0.0157963593992692,Southern Colonial
Pilsen,Czech Republic,0.0157947140966605,Southern Colonial
Meghalaya,India,0.0156231798485588,Southern Colonial
West Pomeranian,Poland,0.0156129557419343,Southern Colonial
Utrecht,Netherlands,0.0156125998721375,Southern Colonial
Nara,Japan,0.0155910789246757,Southern Colonial
Licko-Senjska,Croatia,0.0155861347397098,Southern Colonial
Lower Austria,Austria,0.0155449934553695,Southern Colonial
Caras-severin,Romania,0.0155188152877915,Southern Colonial
Cocle,Panama,0.0155186919158531,Southern Colonial
Kaliningrad,Russia,0.0155136078884046,Southern Colonial
Limpopo,South Africa,0.0155107458784425,Southern Colonial
Manzini,Swaziland,0.0155070244208317,Southern Colonial
Colon,Honduras,0.0155050613048794,Southern Colonial
Toledo,Belize,0.0154972160414883,Southern Colonial
Saint Lucy,Barbados,0.0154454820532078,Southern Colonial
Western Cape,South Africa,0.0154180808826354,Southern Colonial
Midlands,Zimbabwe,0.0153879313258688,Southern Colonial
Western,American Samoa,0.0153174344739583,Southern Colonial
Lower Silesian,Poland,0.0153102614836475,Southern Colonial
Osjecko-Baranjska,Croatia,0.0152381235662382,Southern Colonial
Oulu,Finland,0.0152104434281893,Southern Colonial
Vaud,Switzerland,0.0152061651731211,Southern Colonial
Lubusz,Poland,0.0151162071284789,Southern Colonial
Saint James,Jamaica,0.0151004170732588,Southern Colonial
Belize,Belize,0.0150640131676453,Southern Colonial
Mashonaland West,Zimbabwe,0.0149824508442537,Southern Colonial
Karlovy Vary,Czech Republic,0.0149731032998224,Southern Colonial
Lisboa,Portugal,0.0149343463958441,Southern Colonial
Moravian-Silesian,Czech Republic,0.0148904439507733,Southern Colonial
Thurgau,Switzerland,0.0148624597882271,Southern Colonial
North West,South Africa,0.0148526756441536,Southern Colonial
Lucerne,Switzerland,0.0147835254564873,Southern Colonial
Rivas,Nicaragua,0.0147331727711594,Southern Colonial
Dong Thap,Vietnam,0.0147100767252737,Southern Colonial
Veszprem,Hungary,0.0147073553960345,Southern Colonial
Tennessee,United States,0.016674918934074,British Isles
Alabama,United States,0.0155295031318095,British Isles
Arkansas,United States,0.0151285724935582,British Isles
Kentucky,United States,0.0148436400998878,British Isles
Georgia,United States,0.0145421153272927,British Isles
Mississippi,United States,0.0141527941289083,British Isles
North Carolina,United States,0.013687217233068,British Isles
Oklahoma,United States,0.0130304847661321,British Isles
Texas,United States,0.0127224059111077,British Isles
Florida,United States,0.0125661173632143,British Isles
Virginia,United States,0.0124164220422831,British Isles
South Carolina,United States,0.0119114219472436,British Isles
Conwy,United Kingdom,0.0117145139498418,British Isles
Missouri,United States,0.0108995540339837,British Isles
West Virginia,United States,0.010804208494743,British Isles
Kildare,Ireland,0.00962085446377947,British Isles
Louisiana,United States,0.00946307222037976,British Isles
Gwynedd,United Kingdom,0.00885369983095581,British Isles
Antrim and Newtownabbey,United Kingdom,0.00882551237190342,British Isles
Darlington,United Kingdom,0.0086618866948309,British Isles
Dumfries and Galloway,United Kingdom,0.00843504998751899,British Isles
Indiana,United States,0.00829209132815305,British Isles
South Lanarkshire,United Kingdom,0.0080469030849687,British Isles
Flintshire,United Kingdom,0.00803039129017056,British Isles
Illinois,United States,0.00789115085685074,British Isles
Waterford,Ireland,0.00781610662862384,British Isles
Oregon,United States,0.00780876265557731,British Isles
Fermanagh and Omagh,United Kingdom,0.00774649174564342,British Isles
Lisburn and Castlereagh,United Kingdom,0.00767391408856653,British Isles
Causeway Coast and Glens,United Kingdom,0.00767079861931165,British Isles
Kansas,United States,0.00759155832620844,British Isles
North Down and Ards,United Kingdom,0.00755058906457075,British Isles
Denbighshire,United Kingdom,0.0075175391123548,British Isles
Ceredigion,United Kingdom,0.00744311639297105,British Isles
Australian Capital Territory,Australia,0.0074175886985895,British Isles
Argyll and Bute,United Kingdom,0.00740578634837141,British Isles
Powys,United Kingdom,0.00727859232669241,British Isles
West Dunbartonshire,United Kingdom,0.007247466380554,British Isles
Highland,United Kingdom,0.00712473052314514,British Isles
North Ayrshire,United Kingdom,0.00705485085386106,British Isles
Idaho,United States,0.00697714924439742,British Isles
Merthyr Tydfil,United Kingdom,0.00696455176705073,British Isles
Colorado,United States,0.00695727943786405,British Isles
North Lanarkshire,United Kingdom,0.0068963098898307,British Isles
Pembrokeshire,United Kingdom,0.00683086769286559,British Isles
Offaly,Ireland,0.00680310228972822,British Isles
Mid and East Antrim,United Kingdom,0.00679204634626102,British Isles
Monmouthshire,United Kingdom,0.00678789404508249,British Isles
East Renfrewshire,United Kingdom,0.00671968389815485,British Isles
Swansea,United Kingdom,0.00669530049026022,British Isles
Laoighis,Ireland,0.00669399246074192,British Isles
Washington,United States,0.00668164737084048,British Isles
Shropshire,United Kingdom,0.00662723885246221,British Isles
Bridgend,United Kingdom,0.00657119922243132,British Isles
Wyoming,United States,0.00648744187037519,British Isles
New Mexico,United States,0.00648240603066523,British Isles
West Lothian,United Kingdom,0.0064715345327337,British Isles
Renfrewshire,United Kingdom,0.00640617151507538,British Isles
Tasmania,Australia,0.00640034887295534,British Isles
Longford,Ireland,0.00638859781758764,British Isles
Ohio,United States,0.00638196741006629,British Isles
Limerick,Ireland,0.00638034345217726,British Isles
California,United States,0.00637753917976868,British Isles
Sligo,Ireland,0.00636438805031124,British Isles
Derry and Strabane,United Kingdom,0.00634386405038303,British Isles
Carmarthenshire,United Kingdom,0.00632646859996274,British Isles
Prince Edward Island,Canada,0.0063060089983284,British Isles
East Ayrshire,United Kingdom,0.00629746765445363,British Isles
Vale of Glamorgan,United Kingdom,0.0062720153337102,British Isles
Neath Port Talbot,United Kingdom,0.00626698183208093,British Isles
Perthshire and Kinross,United Kingdom,0.00623165083005036,British Isles
Midlothian,United Kingdom,0.0061549853526518,British Isles
Monaghan,Ireland,0.00612760661182556,British Isles
Tipperary,Ireland,0.00611962460821492,British Isles
Stirling,United Kingdom,0.0060829029016918,British Isles
Imereti,Georgia,0.0060599359214632,British Isles
Arizona,United States,0.00604587408434645,British Isles
Maryland,United States,0.00601756141504503,British Isles
Cavan,Ireland,0.0059220171850782,British Isles
Clare,Ireland,0.00590707614009197,British Isles
South Ayrshire,United Kingdom,0.00589520075396814,British Isles
Staffordshire,United Kingdom,0.00584709245485792,British Isles
Cheshire West and Chester,United Kingdom,0.00584412032193155,British Isles
Utah,United States,0.00583143033571509,British Isles
Louth,Ireland,0.00581735278874928,British Isles
Nevada,United States,0.0057697295131276,British Isles
Scottish Borders,United Kingdom,0.00574774253539045,British Isles
Flevoland,Netherlands,0.0057287904682917,British Isles
Mid Ulster,United Kingdom,0.0057152585854384,British Isles
Carlow,Ireland,0.00569415875830092,British Isles
Montana,United States,0.00566345987456463,British Isles
Donegal,Ireland,0.00566014612628433,British Isles
Clackmannanshire,United Kingdom,0.00565636722757423,British Isles
Falkirk,United Kingdom,0.00563374686848669,British Isles
Westmeath,Ireland,0.00554387055333284,British Isles
Leitrim,Ireland,0.00552718047663132,British Isles
Eilean Siar,United Kingdom,0.00550521624208321,British Isles
Merseyside,United Kingdom,0.00548603600471992,British Isles
Aberdeenshire,United Kingdom,0.00548599556016319,British Isles
Cumbria,United Kingdom,0.00547196570153825,British Isles
Meath,Ireland,0.0054511847913931,British Isles
Caerphilly,United Kingdom,0.00543672387257027,British Isles
Waikato,New Zealand,0.00542435082328395,British Isles
Inverclyde,United Kingdom,0.0054216295623845,British Isles
Blaenau Gwent,United Kingdom,0.0053738727003831,British Isles
Cork,Ireland,0.00537348330226093,British Isles
Iowa,United States,0.00536917372932517,British Isles
Fife,United Kingdom,0.0053629657664312,British Isles
Kilkenny,Ireland,0.00535587754287291,British Isles
Torfaen,United Kingdom,0.005331033737265,British Isles
New South Wales,Australia,0.00531747633410714,British Isles
East Dunbartonshire,United Kingdom,0.005309942476778,British Isles
Nebraska,United States,0.0053092967884966,British Isles
Herefordshire,United Kingdom,0.00528843246049474,British Isles
Saskatchewan,Canada,0.00527559726965085,British Isles
Moray,United Kingdom,0.00527365691156647,British Isles
Alberta,Canada,0.00526854654477106,British Isles
Northumberland,United Kingdom,0.00517983592932782,British Isles
Kerry,Ireland,0.00516092470636795,British Isles
Delaware,United States,0.00515716698453059,British Isles
Anglesey,United Kingdom,0.00515579560464176,British Isles
Warrington,United Kingdom,0.00512016159164923,British Isles
Orkney Islands,United Kingdom,0.00510947772136195,British Isles
Alaska,United States,0.00507222045742204,British Isles
Arusha,Tanzania,0.0050607346594024,British Isles
Shetland Islands,United Kingdom,0.00505120311833815,British Isles
Canterbury,New Zealand,0.00504958150596211,British Isles
Mayo,Ireland,0.00504135310463754,British Isles
Lancashire,United Kingdom,0.00503580688818765,British Isles
Worcestershire,United Kingdom,0.00503226578962215,British Isles
Manawatu-Wanganui,New Zealand,0.00502816717841902,British Isles
British Columbia,Canada,0.00502638392126309,British Isles
Newport,United Kingdom,0.0050075768592863,British Isles
Ayre,Isle of Man,0.00500235349563434,British Isles
West Yorkshire,United Kingdom,0.00500183782486762,British Isles
Ontario,Canada,0.00496782307900832,British Isles
Wellington,New Zealand,0.0049645223659943,British Isles
Newfoundland and Labrador,Canada,0.00495462745098432,British Isles
Maine,United States,0.00494795444901777,British Isles
Cambridgeshire,United Kingdom,0.00492856407249866,British Isles
Cheshire East,United Kingdom,0.00492494149757261,British Isles
South Gloucestershire,United Kingdom,0.00490450510663823,British Isles
Milton Keynes,United Kingdom,0.0049026569554368,British Isles
Phra Nakhon Si Ayutthaya,Thailand,0.0048317450133957,British Isles
North Yorkshire,United Kingdom,0.00481061822696682,British Isles
East Lothian,United Kingdom,0.00477136159623576,British Isles
New Brunswick,Canada,0.00476110110533406,British Isles
Wrexham,United Kingdom,0.00472214338269711,British Isles
Northern Territory,Australia,0.0047143110836449,British Isles
Roscommon,Ireland,0.00468812088404829,British Isles
Nova Scotia,Canada,0.00468120873851043,British Isles
Galway,Ireland,0.00467650824198602,British Isles
Durham,United Kingdom,0.00465198122159813,British Isles
New Hampshire,United States,0.00462618540366004,British Isles
Northamptonshire,United Kingdom,0.00462065452647112,British Isles
Timis,Romania,0.00460796981656965,British Isles
Gloucestershire,United Kingdom,0.00459238342117831,British Isles
Yukon,Canada,0.00454936437338425,British Isles
Angus,United Kingdom,0.00454715702618995,British Isles
Michigan,United States,0.00450758062256669,British Isles
Drenthe,Netherlands,0.0045045541322107,British Isles
South Dakota,United States,0.00449484213601444,British Isles
Redcar and Cleveland,United Kingdom,0.0044761192940113,British Isles
Lincolnshire,United Kingdom,0.00444789036557082,British Isles
Gyeonggi-do,South Korea,0.0044477313516606,British Isles
Wicklow,Ireland,0.00441323297014599,British Isles
Vermont,United States,0.00439967424273654,British Isles
North Lincolnshire,United Kingdom,0.00439780293660324,British Isles
Norfolk,United Kingdom,0.00439439997556528,British Isles
Warwickshire,United Kingdom,0.00438035406535309,British Isles
Southland,New Zealand,0.00433724108669463,British Isles
Hawke's Bay,New Zealand,0.004261725226937,British Isles
Bay of Plenty,New Zealand,0.0042314601887443,British Isles
Otago,New Zealand,0.0041896377984452,British Isles
North Dakota,United States,0.00418926671412445,British Isles
Nottinghamshire,United Kingdom,0.00417279596349036,British Isles
Glasgow,United Kingdom,0.00416935549090978,British Isles
South Yorkshire,United Kingdom,0.00416054309415138,British Isles
Wexford,Ireland,0.00413532986062895,British Isles
South Australia,Australia,0.00409996627020902,British Isles
Lubusz,Poland,0.0040981086009569,British Isles
Manitoba,Canada,0.00406930994082793,British Isles
Queensland,Australia,0.00404292442108508,British Isles
New York,United States,0.00403756212331375,British Isles
Nelson,New Zealand,0.004029177948224,British Isles
Devon,United Kingdom,0.0039904070401179,British Isles
Wiltshire,United Kingdom,0.00395468783394019,British Isles
Buckinghamshire,United Kingdom,0.00395293541644985,British Isles
Derbyshire,United Kingdom,0.00395276002652282,British Isles
Greater Manchester,United Kingdom,0.00395237460257678,British Isles
Pennsylvania,United States,0.00395149582943754,British Isles
Victoria,Australia,0.00393768649518633,British Isles
Suffolk,United Kingdom,0.00391880346579363,British Isles
Cornwall,United Kingdom,0.00391506706403004,British Isles
Rutland,United Kingdom,0.00390018568986493,British Isles
Dorset,United Kingdom,0.00387772434495273,British Isles
Gotland,Sweden,0.00387463038027705,British Isles
Peterborough,United Kingdom,0.00385376295592635,British Isles
West Berkshire,United Kingdom,0.00385350006233687,British Isles
Massachusetts,United States,0.00384358857274214,British Isles
North Somerset,United Kingdom,0.00383982997310305,British Isles
York,United Kingdom,0.00383099491006488,British Isles
Taranaki,New Zealand,0.00381889582865095,British Isles
Dublin,Ireland,0.00381673828599228,British Isles
New Jersey,United States,0.00381611289533616,British Isles
Leicestershire,United Kingdom,0.00378937993401088,British Isles
Luton,United Kingdom,0.0037829444338215,British Isles
West Sussex,United Kingdom,0.00376172008488476,British Isles
Somerset,United Kingdom,0.00371879998098464,British Isles
Hampshire,United Kingdom,0.00371186399144765,British Isles
Central Bedfordshire,United Kingdom,0.00371164217562241,British Isles
Hartlepool,United Kingdom,0.0037115180257996,British Isles
Essex,United Kingdom,0.00367376629645395,British Isles
East Sussex,United Kingdom,0.00365134327824552,British Isles
Oxfordshire,United Kingdom,0.00361862535591601,British Isles
Connecticut,United States,0.00360946488440547,British Isles
Kent,United Kingdom,0.00360050574202856,British Isles
Northland,New Zealand,0.0035473412096987,British Isles
Caska,Macedonia,0.003539898763514,British Isles
Grad Sofiya,Bulgaria,0.00353336442100635,British Isles
Kalimantan Tengah,Indonesia,0.0035004412117441,British Isles
West Coast,New Zealand,0.00349888253828267,British Isles
Swindon,United Kingdom,0.0034826329567975,British Isles
Hertfordshire,United Kingdom,0.00346792377680352,British Isles
Schleswig-Holstein,Germany,0.00345832178637739,British Isles
Plymouth,United Kingdom,0.00341210082442175,British Isles
Stoke-on-Trent,United Kingdom,0.00338112640389178,British Isles
Cardiff,United Kingdom,0.00336573703589208,British Isles
Lusaka,Zambia,0.0033556837442561,British Isles
Isle of Wight,United Kingdom,0.00334090026313425,British Isles
Jawa Tengah,Indonesia,0.003325819695713,British Isles
Western Australia,Australia,0.0033214220144918,British Isles
Central Abaco,Bahamas,0.0033144312898744,British Isles
Tyne and Wear,United Kingdom,0.00329952141062718,British Isles
Inarajan,Guam,0.0032385336367686,British Isles
Minnesota,United States,0.00322334127336431,British Isles
Rhode Island,United States,0.00321890381335238,British Isles
East Riding of Yorkshire,United Kingdom,0.0032110831430864,British Isles
Aberdeen,United Kingdom,0.0032024566380783,British Isles
Rheinland-Pfalz,Germany,0.00320048529352796,British Isles
Nagano,Japan,0.0031857131430027,British Isles
Saint Helier,Jersey,0.0031764588132445,British Isles
Dundee,United Kingdom,0.00314181942792535,British Isles
Vas,Hungary,0.0031399233645224,British Isles
Wisconsin,United States,0.00313476926962289,British Isles
Colon,Honduras,0.0031219497473146,British Isles
Lapland,Finland,0.0030794739801226,British Isles
Vysocina,Czech Republic,0.0030650927724058,British Isles
Bayern,Germany,0.00306488154013177,British Isles
Greater London,United Kingdom,0.00305508036337587,British Isles
Niedersachsen,Germany,0.00300848201388867,British Isles
Varmland,Sweden,0.00300788974786988,British Isles
District of Columbia,United States,0.00299037398312637,British Isles
Medway,United Kingdom,0.0029817355842144,British Isles
Pays de la Loire,France,0.0029794524928107,British Isles
Buskerud,Norway,0.00296132675271055,British Isles
Repuplika Srpska,Bosnia and Herzegovina,0.0029605414106017,British Isles
Central Bohemian,Czech Republic,0.0029460024588188,British Isles
Blackburn with Darwen,United Kingdom,0.00293698438545171,British Isles
Belfast,United Kingdom,0.00293184717116901,British Isles
Schwyz,Switzerland,0.0029179050969652,British Isles
Sankt Gallen,Switzerland,0.0029174292727056,British Isles
Barbuda,Antigua and Barbuda,0.0028939420594889,British Isles
Quebec,Canada,0.00288280890118245,British Isles
Western Finland,Finland,0.00282786036007851,British Isles
Veraguas,Panama,0.00281942996414585,British Isles
West Midlands,United Kingdom,0.00281251753874858,British Isles
Saint Helena,Saint Helena,0.002799476133486,British Isles
Bath and North East Somerset,United Kingdom,0.00279911216190708,British Isles
Hessen,Germany,0.0027692585530147,British Isles
Baden-Wurttemberg,Germany,0.0027692374842376,British Isles
Borsod-Abauj-Zemplen,Hungary,0.0027639026823416,British Isles
Bristol,United Kingdom,0.0027576834021612,British Isles
Iles du Vent,French Polynesia,0.0027524067773899,British Isles
Mariy-El,Russia,0.0027412274372555,British Isles
Saarland,Germany,0.00273134519535017,British Isles
Syddanmark,Denmark,0.00272705252351771,British Isles
Jeollabuk-do,South Korea,0.0027222303712596,British Isles
Tamuning,Guam,0.0027139939638206,British Isles
North Side,Cayman Islands,0.0026837717845429,British Isles
Nordland,Norway,0.00266495503065695,British Isles
Stockton-on-Tees,United Kingdom,0.00264403521036893,British Isles
Nairobi,Kenya,0.002641108462576,British Isles
Blekinge,Sweden,0.00262047828748685,British Isles
Troms,Norway,0.0026153096561696,British Isles
Orebro,Sweden,0.0026091201778016,British Isles
Zug,Switzerland,0.0026009360688659,British Isles
Midtjylland,Denmark,0.0025974956167757,British Isles
Mashonaland East,Zimbabwe,0.0025844373467215,British Isles
Oita,Japan,0.0025786664035137,British Isles
Piemonte,Italy,0.00256895484512431,British Isles
Trnava,Slovakia,0.0025620728891721,British Isles
Utrecht,Netherlands,0.00254649546996017,British Isles
New Providence,Bahamas,0.0025440941573755,British Isles
Sachsen,Germany,0.00254332698297061,British Isles
KwaZulu-Natal,South Africa,0.00253680684791297,British Isles
Sodermanland,Sweden,0.0025296848062164,British Isles
Primorsko-Goranska,Croatia,0.00252904929322653,British Isles
Salzburg,Austria,0.00252635162731855,British Isles
Saint Thomas,Barbados,0.0025184057302777,British Isles
HÃ¶fuÃ°borgarsvÃ¦Ã°i,Iceland,0.00250801795696925,British Isles
Sachsen-Anhalt,Germany,0.00250618904152822,British Isles
Kanagawa,Japan,0.0025001436417901,British Isles
Sumadija and Western Serbia,Serbia,0.0024914947492081,British Isles
Bulawayo,Zimbabwe,0.0024774249710289,British Isles
Hordaland,Norway,0.00247453564005246,British Isles
Mecklenburg-Vorpommern,Germany,0.0024611452789887,British Isles
Plaines Wilhems,Mauritius,0.0024428691720586,British Isles
Eastern Cape,South Africa,0.00243420343555044,British Isles
Antofagasta,Chile,0.00240383415041205,British Isles
Okinawa,Japan,0.0024002724752101,British Isles
Upper Austria,Austria,0.00237674430603182,British Isles
North Eleuthera,Bahamas,0.0023698049947239,British Isles
Groningen,Netherlands,0.00234148269602375,British Isles
Bangkok Metropolis,Thailand,0.0023257903560992,British Isles
Luxembourg,Luxembourg,0.002301101396128,British Isles
South Bohemian,Czech Republic,0.0023002060498693,British Isles
Oppland,Norway,0.0022802243257834,British Isles
Hokkaido,Japan,0.002274536592862,British Isles
Phetchabun,Thailand,0.0022729048810087,British Isles
Panama Oeste,Panama,0.0022724858437681,British Isles
Jonkoping,Sweden,0.00227024339481955,British Isles
Gavleborg,Sweden,0.00226811223164305,British Isles
Kaesong,North Korea,0.0022464845439692,British Isles
Friesland,Netherlands,0.00224241413480862,British Isles
Silesian,Poland,0.00222825500004486,British Isles
Ticino,Switzerland,0.00222775897899223,British Isles
Rogaland,Norway,0.0022271758481504,British Isles
Bruxelles,Belgium,0.002206299646396,British Isles
Miyagi,Japan,0.0022050425648356,British Isles
Saint Lucy,Barbados,0.0021965483430474,British Isles
Obwalden,Switzerland,0.0021898204602308,British Isles
Skane,Sweden,0.00216566258829293,British Isles
Pest,Hungary,0.0021588268573564,British Isles
Gisborne,New Zealand,0.0021561172666884,British Isles
Karlovy Vary,Czech Republic,0.0021467448667299,British Isles
Overijssel,Netherlands,0.00214373011784646,British Isles
Ile de France,France,0.0021366294338503,British Isles
Ostergotland,Sweden,0.0021348063860626,British Isles
Vastra Gotaland,Sweden,0.00213137281405955,British Isles
Kyoto,Japan,0.0021198878240277,British Isles
Marlborough,New Zealand,0.0021179011823387,British Isles
Hy?go,Japan,0.0020907596439903,British Isles
Nakhon Ratchasima,Thailand,0.0020870740280701,British Isles
Tokyo,Japan,0.0020864567053556,British Isles
Vojvodina,Serbia,0.00208353110661893,British Isles
Southern Finland,Finland,0.0020813495031601,British Isles
Khuzestan,Iran,0.0020802951477617,British Isles
Hawaii,United States,0.00207208933677492,British Isles
Licko-Senjska,Croatia,0.00206983422080185,British Isles
Cocle,Panama,0.0020635843379598,British Isles
Dalarna,Sweden,0.00205163029945833,British Isles
Bern,Switzerland,0.00204675207496614,British Isles
Halland,Sweden,0.0020412632697398,British Isles
Castelo Branco,Portugal,0.0020409364518999,British Isles
Oslo,Norway,0.002035206469393,British Isles
Karlovacka,Croatia,0.0020324997765171,British Isles
Free State,South Africa,0.00202368485708873,British Isles
Ararat,Armenia,0.0020109090605841,British Isles
Gelderland,Netherlands,0.00200687611032575,British Isles
Santarem,Portugal,0.0020045549254224,British Isles
Jamtland,Sweden,0.0019978953530728,British Isles
Aust-Agder,Norway,0.0019957012852324,British Isles
Umbria,Italy,0.0019940167135843,British Isles
Pohnpei,Micronesia,0.0019882233935351,British Isles
Nouvelle-Aquitaine,France,0.00198650964276921,British Isles
Soer-Troendelag,Norway,0.0019744446267626,British Isles
Anse Boileau,Seychelles,0.0019696064053266,British Isles
Zuid-Holland,Netherlands,0.00195611453801284,British Isles
Thuringia,Germany,0.00195603887387028,British Isles
Norrbotten,Sweden,0.0019507790196121,British Isles
