depth_m,age_AD,CH4
202.037,1348.55,721.6
202.042,1348.52,723.3
202.047,1348.49,722.6
202.053,1348.46,723.1
202.058,1348.43,723.8
202.063,1348.4,723.6
202.069,1348.37,723.3
202.074,1348.34,725.3
202.079,1348.31,724.7
202.084,1348.28,723.7
202.09,1348.25,724
202.095,1348.22,723.3
202.1,1348.19,724.5
202.105,1348.16,724.2
202.111,1348.12,725.4
202.116,1348.09,725.2
202.122,1348.06,726.3
202.127,1348.03,726.1
202.132,1348,726.7
202.137,1347.98,725.4
202.143,1347.95,726.5
202.148,1347.93,725.4
202.153,1347.9,726.1
202.159,1347.87,726.5
202.164,1347.85,727.1
202.169,1347.82,726.3
202.174,1347.8,726.5
202.18,1347.77,725.6
202.185,1347.75,725.5
202.19,1347.72,724.9
202.196,1347.69,725.1
202.201,1347.67,726
202.206,1347.64,724.6
202.211,1347.62,724.8
202.217,1347.59,724.4
202.222,1347.57,725.7
202.227,1347.54,724.8
202.233,1347.52,725.9
202.238,1347.49,726.1
202.243,1347.46,725.9
202.249,1347.44,725.7
202.254,1347.41,724.8
202.259,1347.39,724.7
202.264,1347.36,725
202.27,1347.34,724.8
202.275,1347.31,725.1
202.28,1347.29,724.9
202.286,1347.26,725.8
202.291,1347.23,724.5
202.296,1347.21,724.6
202.302,1347.18,724
202.307,1347.16,725.4
202.312,1347.13,724
202.318,1347.11,724.4
202.323,1347.08,724.7
202.328,1347.05,724.5
202.334,1347.03,724.1
202.339,1347,724.2
202.344,1346.98,724
202.349,1346.95,723.9
202.355,1346.92,724.5
202.36,1346.9,724.1
202.365,1346.87,723.6
202.371,1346.84,724.3
202.376,1346.82,724.7
202.381,1346.79,724.2
202.387,1346.76,723.1
202.392,1346.74,723.6
202.397,1346.71,723.2
202.402,1346.69,722.3
202.408,1346.66,722.6
202.413,1346.63,723.7
202.418,1346.61,723
202.424,1346.58,724.1
202.429,1346.55,724.8
202.434,1346.53,723.9
202.439,1346.5,723.2
202.445,1346.47,723.9
202.45,1346.45,722.8
202.456,1346.42,722.6
202.461,1346.39,723.3
202.466,1346.37,723.3
202.471,1346.34,722.5
202.477,1346.31,723.4
202.482,1346.29,723.7
202.487,1346.26,724.1
202.493,1346.24,723.4
202.498,1346.21,724.7
202.503,1346.18,722.7
202.509,1346.16,724.5
202.514,1346.13,723.6
202.519,1346.1,724.4
202.525,1346.08,724.1
202.53,1346.05,723.2
202.535,1346.02,723.8
202.54,1346,723.8
202.546,1345.98,725.1
202.551,1345.96,723.6
202.556,1345.94,724.3
202.561,1345.93,722.6
202.567,1345.91,723.8
202.572,1345.89,724.3
202.577,1345.87,722.9
202.583,1345.85,723.2
202.588,1345.83,723.6
202.593,1345.82,724.6
202.599,1345.8,723.4
202.604,1345.78,723.8
202.609,1345.76,722.6
203.025,1343.95,734.1
203.03,1343.93,734.1
203.035,1343.91,734.1
203.04,1343.89,734.2
203.044,1343.87,733.7
203.049,1343.85,733
203.054,1343.83,733
203.059,1343.81,733.1
203.064,1343.79,732.5
203.068,1343.77,733.1
203.073,1343.75,733.1
203.078,1343.73,732
203.083,1343.71,732.2
203.088,1343.69,731.8
203.092,1343.67,732.4
203.097,1343.65,732.5
203.102,1343.63,732.8
203.107,1343.61,732.3
203.112,1343.6,733.3
203.116,1343.58,732.8
203.121,1343.56,733.1
203.126,1343.54,733.5
203.131,1343.52,734.3
203.136,1343.5,734.7
203.14,1343.48,735
203.145,1343.46,734.8
203.15,1343.44,735.2
203.155,1343.42,734.1
203.16,1343.4,733.8
203.164,1343.38,732.6
203.169,1343.36,734
203.174,1343.34,733.2
203.179,1343.32,733.2
203.183,1343.3,731.5
203.188,1343.28,731.4
203.193,1343.26,731.5
203.198,1343.24,730.6
203.203,1343.22,731
203.207,1343.2,731.1
203.212,1343.18,730.7
203.217,1343.16,730.9
203.222,1343.14,732
203.227,1343.12,730.4
203.232,1343.1,731.2
203.236,1343.08,730.5
203.241,1343.06,730.5
203.246,1343.04,731.6
203.251,1343.02,732.3
203.255,1343,730.5
203.26,1342.99,730.7
203.265,1342.97,731.9
203.27,1342.95,731
203.275,1342.93,731.1
203.279,1342.92,731.3
203.284,1342.9,731.1
203.289,1342.88,731.8
203.294,1342.86,731.7
203.299,1342.85,731.3
203.303,1342.83,731.6
203.308,1342.81,731.5
203.313,1342.79,732.1
203.318,1342.78,730.4
203.323,1342.76,729.9
203.327,1342.74,730.8
203.332,1342.72,730.2
203.337,1342.71,729.1
203.342,1342.69,729.8
203.346,1342.67,728.8
203.351,1342.66,728.6
203.356,1342.64,729.1
203.361,1342.62,728.5
203.366,1342.6,729.2
203.371,1342.59,728.6
203.375,1342.57,729
203.38,1342.55,728.5
203.385,1342.53,729.4
203.39,1342.52,728.8
203.395,1342.5,728.7
203.399,1342.48,727.7
203.404,1342.46,729.7
203.409,1342.45,728.7
203.414,1342.43,729.7
203.418,1342.41,728.7
203.423,1342.39,729.4
203.428,1342.38,727.4
203.433,1342.36,727.8
203.438,1342.34,728.6
203.443,1342.32,728
203.447,1342.31,727.8
203.452,1342.29,726.5
203.457,1342.27,728.5
203.462,1342.26,727.4
203.466,1342.24,726.9
203.471,1342.22,727.8
203.476,1342.2,727.2
203.481,1342.19,727.8
203.486,1342.17,727.9
203.491,1342.15,727.6
203.495,1342.13,727.7
203.5,1342.12,727.1
203.505,1342.1,727.7
203.51,1342.08,727.4
203.514,1342.06,727.7
203.519,1342.05,726.6
203.524,1342.03,728.1
203.529,1342.01,728.4
203.534,1341.99,728.8
203.538,1341.97,728.3
203.543,1341.94,727.4
203.548,1341.91,728.7
203.553,1341.89,726.8
203.558,1341.86,728.2
203.562,1341.83,728.4
203.567,1341.81,728.2
203.572,1341.78,728.7
203.577,1341.76,728.3
203.581,1341.73,728.4
203.586,1341.7,728.5
203.591,1341.68,728
203.596,1341.65,728.7
203.601,1341.63,727.9
203.605,1341.6,728
203.61,1341.57,728.2
203.615,1341.55,727.7
203.62,1341.52,728.4
203.625,1341.5,727.1
203.63,1341.47,727.2
203.634,1341.44,727.8
203.639,1341.42,728.9
203.644,1341.39,728.6
203.649,1341.37,728.7
203.653,1341.34,728.3
203.658,1341.31,729.2
203.663,1341.29,728.9
203.668,1341.26,729.1
203.673,1341.24,727.9
203.677,1341.21,729.8
203.682,1341.18,728.7
203.687,1341.16,729.1
203.692,1341.13,729.2
203.697,1341.1,727.7
203.701,1341.08,729.3
203.706,1341.05,728.6
203.711,1341.03,728.6
203.716,1341,728.6
203.721,1340.98,729.4
203.725,1340.96,729.1
203.73,1340.93,728.2
203.735,1340.91,728.5
203.74,1340.89,727.9
203.744,1340.87,728.5
203.749,1340.85,728.4
203.754,1340.83,728.7
203.759,1340.8,728
203.764,1340.78,728.3
203.769,1340.76,727.5
203.773,1340.74,728.8
203.778,1340.72,728.6
203.783,1340.69,728.2
203.788,1340.67,728.9
203.792,1340.65,727.4
203.797,1340.63,727.5
203.802,1340.6,728.3
203.807,1340.58,728.5
203.812,1340.56,727.8
203.817,1340.54,728.3
203.821,1340.52,728.3
203.826,1340.5,727.5
203.831,1340.47,728.9
203.836,1340.45,728.1
203.84,1340.43,728.6
203.845,1340.41,728.5
203.85,1340.39,728.3
203.855,1340.36,728.7
203.86,1340.34,727.6
203.865,1340.32,728.5
203.869,1340.3,728.2
203.874,1340.28,729.2
203.879,1340.25,727.6
203.884,1340.23,728.3
203.888,1340.21,728.1
203.893,1340.19,728.1
203.898,1340.17,727.4
203.903,1340.15,727.8
203.907,1340.12,728.3
203.912,1340.1,728.3
203.917,1340.08,728.2
203.922,1340.06,728.4
203.927,1340.04,728.4
203.932,1340.01,728.1
203.936,1339.99,728.5
203.941,1339.96,728
203.946,1339.93,727.8
203.951,1339.9,727.7
203.956,1339.86,728.3
203.96,1339.83,727.6
203.965,1339.8,727.7
203.97,1339.77,727.2
203.975,1339.74,727.6
203.98,1339.71,727.5
203.984,1339.68,726.3
203.989,1339.65,726.4
203.994,1339.62,726.6
203.999,1339.58,726.6
204.003,1339.55,726.7
204.008,1339.52,726.5
204.013,1339.49,726.7
204.018,1339.46,726.4
204.023,1339.43,726.3
204.028,1339.4,726.3
204.032,1339.37,725.3
204.037,1339.34,726.8
204.042,1339.31,725.5
204.047,1339.27,727.1
204.052,1339.24,726.4
204.057,1339.21,725.3
204.062,1339.18,727.4
204.067,1339.14,727.4
204.072,1339.11,727.8
204.077,1339.08,727.9
204.082,1339.04,728.2
204.087,1339.01,727.4
204.092,1338.98,728.5
204.097,1338.95,729
204.103,1338.92,728
204.108,1338.89,728.1
204.113,1338.87,728.4
204.118,1338.84,728
204.123,1338.81,728.6
204.128,1338.78,727.7
204.133,1338.75,727.5
204.138,1338.72,727.8
204.143,1338.69,727.7
204.148,1338.66,727.4
204.154,1338.64,727.8
204.159,1338.61,727.2
204.164,1338.58,727.3
204.169,1338.55,727.5
204.174,1338.52,728.9
204.179,1338.49,728.8
204.184,1338.46,728.5
204.19,1338.43,728.3
204.194,1338.4,728.4
204.2,1338.38,728.1
204.205,1338.35,729.2
204.21,1338.32,728.7
204.215,1338.29,728.2
204.22,1338.26,728.2
204.225,1338.23,727.9
204.23,1338.2,727.7
204.235,1338.17,728.4
204.24,1338.14,727.6
204.245,1338.12,729
204.251,1338.09,729.2
204.256,1338.06,730.2
204.261,1338.03,729
204.266,1338,729.7
204.271,1337.98,729.5
204.276,1337.96,730.6
204.281,1337.93,730.1
204.286,1337.91,729.9
204.291,1337.89,730.7
204.296,1337.86,730
204.301,1337.84,729.9
204.307,1337.82,730.4
204.312,1337.79,730.7
204.317,1337.77,728.3
204.322,1337.75,730.7
204.327,1337.73,731
204.332,1337.7,730.7
204.337,1337.68,731.5
204.342,1337.66,731.8
204.348,1337.63,732.1
204.353,1337.61,731.6
204.358,1337.59,732.4
204.363,1337.56,732.2
204.368,1337.54,732.1
204.373,1337.52,733.6
204.378,1337.5,733.4
204.383,1337.47,733.8
204.388,1337.45,734.1
204.393,1337.43,734.9
204.398,1337.4,735.4
204.403,1337.38,735.9
204.409,1337.36,736
204.414,1337.34,735.4
204.419,1337.31,737.3
204.424,1337.29,737.6
204.429,1337.27,736.9
204.434,1337.24,737.7
204.439,1337.22,737.8
204.444,1337.2,739.1
204.449,1337.17,740.2
204.455,1337.15,741.4
204.46,1337.13,740.8
204.465,1337.11,742.1
204.47,1337.08,742.1
204.475,1337.06,742.4
204.48,1337.04,743.3
204.485,1337.01,742.6
204.49,1336.99,744.1
204.495,1336.95,743.2
204.501,1336.92,743.7
204.506,1336.88,743
204.511,1336.85,743.6
204.516,1336.81,743.3
204.521,1336.78,743.1
204.526,1336.75,742.2
204.531,1336.71,742.8
204.536,1336.68,741.3
204.541,1336.64,740.4
204.547,1336.61,738.7
204.551,1336.57,737.1
204.556,1336.54,736.7
204.562,1336.51,734.8
204.567,1336.47,732.9
204.572,1336.44,733.2
204.577,1336.4,732.2
204.582,1336.37,731.3
204.587,1336.33,729.8
204.592,1336.3,729.9
204.597,1336.27,729.8
204.602,1336.23,729.6
204.608,1336.2,728.8
204.613,1336.16,728.6
204.618,1336.13,729.6
204.623,1336.09,729.2
204.628,1336.06,729.8
204.633,1336.03,728.7
204.638,1335.99,729.5
204.643,1335.96,729
204.649,1335.93,729.7
204.654,1335.9,730
204.659,1335.87,729.8
204.664,1335.84,729.5
204.669,1335.8,730.8
204.674,1335.77,731
204.679,1335.74,730.4
204.684,1335.71,730.1
204.689,1335.68,730.2
204.694,1335.65,729.4
204.699,1335.62,729.8
204.704,1335.59,729
204.71,1335.55,730.5
204.715,1335.52,730.1
204.72,1335.49,730.7
204.725,1335.46,730.6
204.73,1335.43,731.1
204.735,1335.4,731.8
204.74,1335.37,732.5
204.745,1335.34,731.2
204.75,1335.3,732.9
204.756,1335.27,732
204.761,1335.24,732.1
204.766,1335.21,731.3
204.771,1335.18,731.8
204.776,1335.15,732.1
204.781,1335.12,730.8
204.786,1335.08,731.7
204.791,1335.05,729.8
204.796,1335.02,728.8
204.802,1334.99,729.4
204.807,1334.97,729.2
204.812,1334.95,729.4
204.817,1334.93,728.6
204.822,1334.91,730.9
204.827,1334.89,728.8
204.832,1334.86,729
204.837,1334.84,730
204.842,1334.82,729
204.847,1334.8,729.2
204.852,1334.78,729.3
204.858,1334.76,728.3
204.863,1334.73,727.3
204.868,1334.71,727.2
204.873,1334.69,728.3
204.878,1334.67,727.8
204.883,1334.65,728.4
204.888,1334.62,727.7
204.893,1334.6,727.5
204.899,1334.58,727.4
204.903,1334.56,727.3
204.909,1334.54,727.4
204.914,1334.52,726.3
204.919,1334.49,726.8
204.924,1334.47,728
204.929,1334.45,727.1
204.934,1334.43,726.9
204.939,1334.41,728.7
204.944,1334.39,727.6
204.95,1334.36,726.9
204.955,1334.34,728.1
204.96,1334.32,728
204.965,1334.3,727.3
204.97,1334.28,727.1
204.975,1334.26,726.3
204.98,1334.23,726.8
204.985,1334.21,727.1
204.99,1334.19,726.2
204.995,1334.17,726.6
205,1334.15,726.3
205.005,1334.13,725.1
205.011,1334.1,726.2
205.016,1334.08,725.4
205.021,1334.06,725.9
205.026,1334.04,725.2
205.031,1334.02,724.5
205.036,1333.99,724.8
205.041,1333.97,724.8
205.046,1333.94,724.8
205.051,1333.91,725.3
205.057,1333.88,724.8
205.062,1333.85,725.9
205.067,1333.82,724.2
205.072,1333.79,724.3
205.077,1333.76,724.6
205.082,1333.73,722.7
205.087,1333.71,723.9
205.092,1333.68,724.1
205.098,1333.65,724.1
205.103,1333.62,724.1
205.108,1333.59,723.3
205.113,1333.56,722.9
205.118,1333.53,722.5
205.123,1333.51,723.3
205.128,1333.48,723.1
205.133,1333.45,722.8
205.138,1333.42,724.1
205.143,1333.39,723.7
205.148,1333.36,723.7
205.154,1333.33,723.4
205.159,1333.3,722.7
205.164,1333.27,722.8
205.169,1333.25,723.9
205.174,1333.22,723.4
205.179,1333.19,724.4
205.184,1333.16,723.2
205.189,1333.13,724.6
205.194,1333.1,723.7
205.2,1333.07,723.5
205.205,1333.04,724
205.21,1333.02,725
205.215,1332.99,724.4
205.22,1332.97,723.6
205.225,1332.94,724.5
205.23,1332.92,724.6
205.235,1332.9,723.4
205.241,1332.87,724.5
205.246,1332.85,724.6
205.251,1332.83,724.7
205.256,1332.8,724.9
205.261,1332.78,723.1
205.266,1332.76,723.9
205.271,1332.73,724.9
205.276,1332.71,723.9
205.281,1332.69,723.9
205.287,1332.66,725
205.292,1332.64,725.3
205.297,1332.62,725.1
205.302,1332.6,724.4
205.307,1332.57,723.2
205.312,1332.55,722.4
205.317,1332.53,723
205.322,1332.5,722.5
205.328,1332.48,723.4
205.333,1332.46,722.7
205.338,1332.43,723.7
205.343,1332.41,722.4
205.348,1332.39,722.6
205.353,1332.36,722.5
205.358,1332.34,721.4
205.363,1332.32,722.9
205.369,1332.29,723.2
205.374,1332.27,722.4
205.379,1332.25,722.9
205.384,1332.23,723.9
205.389,1332.2,722.5
205.394,1332.18,721.9
205.399,1332.16,722.1
205.404,1332.13,723.1
205.409,1332.11,722.5
205.414,1332.09,722.4
205.42,1332.06,722.5
205.425,1332.04,722.4
205.43,1332.02,722.1
205.435,1331.99,723.6
205.44,1331.96,724.2
205.445,1331.93,725.1
205.45,1331.9,725.8
205.455,1331.87,727.2
205.461,1331.83,728
205.466,1331.8,728.7
205.471,1331.77,728
205.476,1331.74,727.4
205.481,1331.71,726.8
205.486,1331.68,725.5
205.491,1331.64,724.3
205.496,1331.61,722.8
205.501,1331.58,723.4
205.506,1331.55,723.5
205.511,1331.52,723.7
205.517,1331.49,723
205.522,1331.45,722.5
205.527,1331.42,724.2
205.532,1331.39,723.9
205.537,1331.36,723.6
205.542,1331.33,722.6
205.547,1331.3,723
205.552,1331.27,722
205.558,1331.23,722.2
205.563,1331.2,722.6
205.568,1331.17,722.8
205.573,1331.14,722.7
205.578,1331.11,723
205.583,1331.08,723.2
205.588,1331.04,723.9
205.593,1331.01,723.8
205.599,1330.98,723.7
205.604,1330.96,722.9
205.609,1330.93,724.4
205.614,1330.91,723.6
205.619,1330.88,723.9
205.624,1330.85,723.6
205.629,1330.83,723.5
205.634,1330.8,723
205.639,1330.78,722.6
205.644,1330.75,723.3
205.65,1330.73,723.6
205.655,1330.7,722.9
205.66,1330.67,722.7
205.665,1330.65,722
205.67,1330.62,722.8
205.675,1330.59,722.8
205.68,1330.57,722.8
205.685,1330.54,722.7
205.691,1330.52,723.2
205.696,1330.49,723.3
205.701,1330.46,723.4
205.706,1330.44,723.3
205.711,1330.41,722.9
205.716,1330.39,724
205.721,1330.36,724.3
205.726,1330.34,724.7
205.731,1330.31,724.1
205.737,1330.28,723.7
205.742,1330.26,723.3
205.747,1330.23,725
205.752,1330.2,724.7
205.757,1330.18,724.2
205.762,1330.15,724.9
205.767,1330.13,724.7
205.772,1330.1,725.1
205.777,1330.08,725.5
205.783,1330.05,724.7
205.788,1330.02,724.3
205.793,1330,725.1
205.798,1329.97,724.9
205.803,1329.93,724.7
205.808,1329.9,725.1
205.813,1329.87,724.9
205.819,1329.84,725.6
205.824,1329.8,725.2
205.829,1329.77,724.9
205.834,1329.74,725.1
205.839,1329.71,725.4
205.844,1329.68,725.9
205.849,1329.65,725.9
205.854,1329.61,727.3
205.859,1329.58,727.2
205.864,1329.55,727
205.87,1329.52,725.1
205.875,1329.48,726.1
205.88,1329.45,726.3
205.885,1329.42,725.8
205.89,1329.39,726.6
205.895,1329.36,726.5
205.9,1329.33,726
205.905,1329.29,726.4
205.91,1329.26,725.8
205.916,1329.23,726.7
205.921,1329.2,727.4
205.926,1329.16,726.4
205.931,1329.13,725.8
205.936,1329.1,726.1
205.941,1329.07,726.3
205.946,1329.04,726.6
205.951,1329,726.6
205.957,1328.98,727.5
205.962,1328.96,726.9
205.967,1328.94,727
205.972,1328.92,728.1
205.977,1328.89,728
205.982,1328.87,727.5
205.987,1328.85,728
205.992,1328.83,726.9
205.998,1328.81,726.4
206.003,1328.78,728.1
206.008,1328.76,726.7
206.013,1328.74,727.7
206.018,1328.72,727.1
206.023,1328.7,726.6
206.028,1328.67,725.5
206.033,1328.65,726.3
206.039,1328.63,726
206.044,1328.61,725.6
206.049,1328.59,726
206.054,1328.56,725.1
206.059,1328.54,726.1
206.064,1328.52,725.8
206.069,1328.5,725.9
206.074,1328.48,726.4
206.079,1328.46,727.2
206.084,1328.43,726.8
206.089,1328.41,726.2
206.115,1328.3,726
206.12,1328.28,726.3
206.125,1328.26,727
206.13,1328.24,727.2
206.136,1328.21,726.4
206.141,1328.19,727.7
206.146,1328.17,727.5
206.151,1328.15,726.8
206.156,1328.12,727.1
206.161,1328.1,727.5
206.167,1328.08,727.7
206.172,1328.06,728.3
206.177,1328.04,726.8
206.182,1328.01,728.3
206.187,1327.99,728.1
206.193,1327.97,728.2
206.198,1327.94,728
206.203,1327.92,728.4
206.208,1327.89,728
206.213,1327.87,728.4
206.218,1327.84,727.4
206.224,1327.82,728.2
206.229,1327.8,727.9
206.234,1327.77,726.8
206.239,1327.75,727.8
206.244,1327.72,726.7
206.25,1327.7,726.9
206.254,1327.68,727.2
206.258,1327.66,727
206.263,1327.63,726.4
206.267,1327.61,726.6
206.271,1327.59,725.9
206.276,1327.57,725.7
206.28,1327.55,725.1
206.285,1327.53,724.5
206.289,1327.51,725
206.293,1327.49,724.5
206.298,1327.47,724.8
206.302,1327.45,725
206.306,1327.43,725.6
206.311,1327.41,725.8
206.315,1327.39,726.5
206.319,1327.37,726.5
206.324,1327.35,727.8
206.328,1327.33,728.3
206.333,1327.31,729.4
206.337,1327.29,729.5
206.341,1327.26,729
206.346,1327.24,729.2
206.35,1327.22,729.8
206.355,1327.2,729.1
206.359,1327.18,728.7
206.363,1327.16,728.5
206.368,1327.14,728.1
206.372,1327.12,728.7
206.376,1327.1,728
206.381,1327.08,728
206.385,1327.06,727.5
206.389,1327.04,728
206.394,1327.02,726.6
206.398,1327,726.5
206.403,1326.97,726.1
206.407,1326.95,726
206.411,1326.93,726.9
206.416,1326.91,724.7
206.42,1326.89,724.9
206.424,1326.87,724.2
206.429,1326.84,724.4
206.433,1326.82,725.5
206.438,1326.8,724.4
206.442,1326.78,725.2
206.446,1326.76,724.9
206.451,1326.74,725.9
206.455,1326.71,725.5
206.459,1326.69,724.9
206.464,1326.67,724.9
206.468,1326.65,726.2
206.473,1326.63,726.9
206.477,1326.61,726.4
206.481,1326.58,727
206.486,1326.56,727.5
206.49,1326.54,726.7
206.494,1326.52,726.8
206.499,1326.5,727.4
206.503,1326.47,728.4
206.508,1326.45,728.4
206.512,1326.43,728
206.516,1326.41,728.6
206.521,1326.39,728
206.525,1326.37,728.4
206.529,1326.34,728.8
206.534,1326.32,728.1
206.538,1326.3,727.7
206.542,1326.28,728.4
206.547,1326.26,727.8
206.551,1326.24,728.8
206.556,1326.21,727.2
206.56,1326.19,728.8
206.564,1326.17,729.8
206.569,1326.15,729.8
206.573,1326.13,729.8
206.577,1326.11,730.3
206.582,1326.08,730.5
206.586,1326.06,729.1
206.591,1326.04,729.6
206.595,1326.02,729.8
206.599,1326,729.2
206.604,1325.98,729.5
206.608,1325.97,729.8
206.612,1325.95,729.8
206.617,1325.94,728.7
206.621,1325.93,728.9
206.625,1325.91,727.3
206.63,1325.9,728.2
206.634,1325.88,726.8
206.639,1325.87,727.1
206.643,1325.85,727.7
206.647,1325.84,727.6
206.652,1325.83,726.4
206.656,1325.81,727
206.661,1325.8,726.5
206.665,1325.78,726.1
206.669,1325.77,726.7
206.674,1325.75,727.1
206.678,1325.74,726.7
206.682,1325.73,726
206.687,1325.71,727.4
206.691,1325.7,727.3
206.696,1325.68,727
206.7,1325.67,727
206.704,1325.65,727.1
206.709,1325.64,726.6
206.713,1325.62,727.8
206.717,1325.61,727.2
206.722,1325.6,727.4
206.726,1325.58,728.3
206.731,1325.57,728.8
206.735,1325.55,727.9
206.739,1325.54,728.1
206.744,1325.52,729.2
206.748,1325.51,728.5
206.752,1325.49,728.4
206.757,1325.48,728.5
206.761,1325.47,728
206.765,1325.45,728.6
206.77,1325.44,727.8
206.774,1325.42,727.7
206.779,1325.41,728.3
206.783,1325.39,728.7
206.787,1325.38,728
206.792,1325.37,728.2
206.796,1325.35,727.4
206.8,1325.34,727.4
206.805,1325.32,728.8
206.809,1325.31,727.7
206.813,1325.29,728.6
206.818,1325.28,727.7
206.822,1325.27,728.5
206.827,1325.25,728.5
206.831,1325.24,729.5
206.835,1325.22,729.2
206.84,1325.21,730.3
206.844,1325.19,730
206.849,1325.18,731.4
206.853,1325.16,730.7
206.857,1325.15,730.7
206.862,1325.14,731
206.866,1325.12,730.8
206.87,1325.11,730.2
206.875,1325.09,729.8
206.879,1325.08,730.5
206.883,1325.06,729.8
206.888,1325.05,729.4
206.892,1325.04,729.8
206.897,1325.02,730.1
206.901,1325.01,730.4
206.905,1324.99,730.4
206.91,1324.97,729.8
206.914,1324.96,730.3
206.918,1324.94,730.3
206.923,1324.93,730
206.927,1324.91,730.4
206.932,1324.89,729.2
206.936,1324.88,730.2
206.94,1324.86,729.9
206.945,1324.85,729
206.949,1324.83,728.7
206.953,1324.81,729.3
206.958,1324.8,729.1
206.962,1324.78,728.8
206.967,1324.77,728
206.971,1324.75,728.2
206.975,1324.73,728.3
206.98,1324.72,728.1
206.984,1324.7,727.9
206.988,1324.69,729
206.993,1324.67,729.1
206.997,1324.65,728.6
207.002,1324.64,728.2
207.006,1324.62,728.1
207.01,1324.6,727.9
207.015,1324.59,728.4
207.019,1324.57,728.2
207.023,1324.56,728.1
207.028,1324.54,728.1
207.032,1324.52,727.8
207.037,1324.51,729
207.041,1324.49,727.6
207.045,1324.48,728.7
207.05,1324.46,729.4
207.054,1324.44,728.3
207.058,1324.43,729.1
207.063,1324.41,728.7
207.067,1324.39,727.9
207.071,1324.38,728.7
207.076,1324.36,728.8
207.08,1324.35,729.2
207.085,1324.33,730.2
207.089,1324.31,728.3
207.093,1324.3,729.3
207.098,1324.28,729
207.102,1324.27,728.9
207.107,1324.25,729.7
207.111,1324.23,729.9
207.115,1324.22,729.2
207.12,1324.2,728.3
207.124,1324.19,728.6
207.128,1324.17,729.6
207.133,1324.15,729.3
207.137,1324.14,729.1
207.142,1324.12,730.2
207.146,1324.1,730.2
207.15,1324.09,729.9
207.155,1324.07,729.3
207.159,1324.06,729.6
207.163,1324.04,728.4
207.168,1324.02,729.1
207.172,1324.01,730
207.176,1323.99,729.6
207.181,1323.97,729
207.185,1323.94,728.9
207.19,1323.92,728.8
207.194,1323.9,729.3
207.198,1323.87,728.2
207.203,1323.85,728.1
207.207,1323.83,729
207.211,1323.8,727.6
207.216,1323.78,728.6
207.22,1323.76,728.9
207.225,1323.73,728.3
207.229,1323.71,728.2
207.233,1323.69,728.9
207.238,1323.66,729.5
207.242,1323.64,728.4
207.246,1323.62,728.7
207.251,1323.59,729.9
207.255,1323.57,728.4
207.259,1323.55,728.5
207.264,1323.52,727.8
207.268,1323.5,727.8
207.273,1323.48,728.2
207.277,1323.45,728.8
207.281,1323.43,728
207.286,1323.41,727.3
207.29,1323.38,727.8
207.295,1323.36,728.4
207.299,1323.34,728.5
207.303,1323.31,727.3
207.308,1323.29,728.3
207.312,1323.27,729.8
207.316,1323.25,729.5
207.321,1323.22,728.7
207.325,1323.2,729.1
207.329,1323.18,730.1
207.334,1323.15,730
207.338,1323.13,731.1
207.343,1323.1,730.8
207.347,1323.08,730.8
207.355,1323.04,731.4
207.36,1323.01,730.9
207.365,1322.99,731.5
207.371,1322.96,730.7
207.376,1322.93,730.7
207.381,1322.9,731
207.387,1322.88,730.4
207.392,1322.85,728.7
207.397,1322.82,730.3
207.403,1322.8,727.7
207.408,1322.77,727.9
207.414,1322.74,727.4
207.419,1322.71,726.2
207.424,1322.69,728
207.429,1322.66,726.5
207.435,1322.63,727.4
207.44,1322.61,727.6
207.445,1322.58,727.5
207.451,1322.55,728.1
207.456,1322.52,728.9
207.462,1322.5,729.7
207.467,1322.47,729.2
207.472,1322.44,730.8
207.477,1322.42,729.8
207.483,1322.39,730.1
207.488,1322.36,730.3
207.493,1322.33,729.8
207.499,1322.31,730.7
207.504,1322.28,729.9
207.509,1322.25,730.6
207.515,1322.23,730.1
207.52,1322.2,730
207.525,1322.17,730.4
207.531,1322.15,731
207.536,1322.12,730.9
207.541,1322.09,730.6
207.547,1322.06,729.6
207.552,1322.04,730.7
207.557,1322.01,731
207.563,1321.98,731
207.568,1321.96,731.2
207.573,1321.93,731.1
207.765,1320.94,729
207.771,1320.92,728.8
207.776,1320.9,729.8
207.781,1320.87,728.7
207.786,1320.85,728.5
207.792,1320.83,729.3
207.797,1320.81,729.4
207.802,1320.78,728.9
207.808,1320.76,728.7
207.813,1320.74,728.7
207.818,1320.71,727.8
207.824,1320.69,727
207.829,1320.67,727.8
207.834,1320.65,727.5
207.84,1320.62,727.7
207.845,1320.6,728.3
207.851,1320.58,726.5
207.856,1320.55,726.8
207.861,1320.53,726.1
207.866,1320.51,726.4
207.872,1320.49,726
207.877,1320.46,727.5
207.882,1320.44,726.3
207.888,1320.42,727.5
207.893,1320.4,726.7
207.898,1320.37,727.3
207.904,1320.35,727.2
207.909,1320.33,727.7
207.914,1320.3,727.9
207.92,1320.28,728.7
207.925,1320.26,728.4
207.93,1320.23,729.2
207.936,1320.21,729.1
207.941,1320.19,729.6
207.946,1320.17,729.3
207.952,1320.14,729.4
207.957,1320.12,729.2
207.962,1320.1,729.1
207.968,1320.07,728.2
207.973,1320.05,728.1
207.978,1320.03,728.2
207.984,1320.01,728.2
207.989,1319.98,728.6
207.994,1319.96,729.3
208,1319.93,729
208.005,1319.91,729.1
208.01,1319.88,729.2
208.016,1319.86,729.3
208.021,1319.84,728.5
208.026,1319.81,729
208.032,1319.79,728.5
