depth_m,age_AD,CH4
117.054,1757.52,767.6
117.059,1757.5,768.1
117.064,1757.48,769
117.069,1757.46,769.6
117.074,1757.44,769.7
117.079,1757.42,769.7
117.085,1757.39,770.1
117.09,1757.37,769.3
117.095,1757.35,769.7
117.1,1757.33,769.9
117.105,1757.31,768.6
117.111,1757.28,769.4
117.116,1757.26,768.4
117.121,1757.24,768.8
117.126,1757.22,767.4
117.131,1757.19,767
117.136,1757.17,768
117.142,1757.15,768.1
117.147,1757.13,767.1
117.152,1757.11,767.1
117.157,1757.09,767.5
117.162,1757.06,767.8
117.167,1757.04,767.7
117.172,1757.02,768.1
117.177,1757,767.5
117.182,1756.98,768.4
117.187,1756.96,766.7
117.192,1756.94,766.1
117.197,1756.92,766.2
117.202,1756.9,765.3
117.207,1756.89,765.9
117.212,1756.87,765.7
117.216,1756.85,765.4
117.221,1756.83,764.3
117.226,1756.81,764.5
117.232,1756.79,766
117.236,1756.77,765.4
117.241,1756.75,766.7
117.246,1756.73,766.6
117.252,1756.71,766.3
117.256,1756.69,766
117.261,1756.67,767.3
117.266,1756.65,767.1
117.271,1756.63,766.6
117.276,1756.61,767.9
117.281,1756.59,766.3
117.286,1756.57,765.7
117.291,1756.56,766.1
117.296,1756.54,766.1
117.301,1756.52,765.7
117.306,1756.5,765.6
117.311,1756.48,766.9
117.316,1756.46,765.7
117.321,1756.44,767.3
117.326,1756.42,766.8
117.331,1756.4,767.1
117.336,1756.38,766.4
117.341,1756.36,766.6
117.346,1756.34,766.4
117.351,1756.32,765.8
117.356,1756.3,766.7
117.361,1756.28,764.8
117.366,1756.26,765.8
117.371,1756.24,764.5
117.376,1756.23,765.6
117.381,1756.21,764.6
117.386,1756.19,764.4
117.391,1756.17,762.4
117.396,1756.15,763.1
117.401,1756.13,763.6
117.406,1756.11,762.3
117.411,1756.09,763.7
117.416,1756.07,762.1
117.421,1756.05,762.2
117.426,1756.03,760.7
117.431,1756.01,760.7
117.436,1755.99,759.8
117.441,1755.96,760.3
117.445,1755.93,759.7
117.45,1755.91,759.4
117.456,1755.88,761.2
117.46,1755.85,760.9
117.465,1755.82,760.4
117.47,1755.8,761
117.475,1755.77,760.8
117.48,1755.74,761.6
117.485,1755.71,761.7
117.49,1755.69,760.4
117.495,1755.66,760
117.5,1755.63,759.6
117.505,1755.6,761.4
117.51,1755.57,760.8
117.515,1755.55,759.3
117.52,1755.52,760
117.525,1755.49,760.4
117.53,1755.46,759.9
117.535,1755.44,760.7
117.54,1755.41,759.2
117.545,1755.38,761.6
117.55,1755.35,762.9
117.555,1755.33,762.9
117.56,1755.3,764.3
117.565,1755.27,764.4
117.57,1755.24,765.9
117.575,1755.22,767.4
117.58,1755.19,768.9
117.585,1755.16,768.3
117.59,1755.13,768.9
117.595,1755.11,770
117.6,1755.08,768.8
117.605,1755.05,766.9
117.61,1755.02,765
117.615,1755,763.2
117.62,1754.98,762.8
117.625,1754.96,763.9
117.63,1754.95,763.1
117.635,1754.93,763.2
117.64,1754.91,763.8
117.645,1754.9,764.6
117.65,1754.88,765.1
117.655,1754.86,764.7
117.659,1754.85,763.6
117.664,1754.83,765.2
117.669,1754.81,765.1
117.674,1754.8,766.3
117.68,1754.78,765.5
117.685,1754.76,764.8
117.689,1754.74,764.8
117.694,1754.73,764.1
117.699,1754.71,764.7
117.704,1754.69,765.7
117.709,1754.68,765.2
117.714,1754.66,766.9
117.719,1754.64,766.6
117.724,1754.63,766
117.729,1754.61,766.9
117.734,1754.59,766.6
117.739,1754.58,768
117.744,1754.56,767.9
117.749,1754.54,767.1
117.754,1754.53,767.7
117.759,1754.51,767.7
117.764,1754.49,767.1
117.769,1754.48,768.4
117.774,1754.46,767.9
117.779,1754.44,768.8
117.784,1754.43,769.1
117.789,1754.41,769.4
117.794,1754.39,770
117.799,1754.37,769.7
117.804,1754.36,769.9
117.809,1754.34,770.5
117.814,1754.32,769.7
117.819,1754.31,769.7
117.824,1754.29,768.2
117.829,1754.27,767.4
117.834,1754.26,767.5
117.839,1754.24,766.6
117.844,1754.22,766.2
117.849,1754.21,766.9
117.854,1754.19,766.9
117.859,1754.17,766.5
117.864,1754.16,767.3
117.869,1754.14,768.5
117.874,1754.12,768.1
117.879,1754.11,768.3
117.884,1754.09,768.8
117.888,1754.07,769.3
117.893,1754.06,768.9
117.899,1754.04,768.4
117.903,1754.02,768
117.908,1754.01,769
117.913,1753.99,768.4
117.918,1753.96,769
117.923,1753.94,769.9
117.928,1753.92,767.2
117.933,1753.9,768.1
117.938,1753.88,767.8
117.943,1753.86,766.5
117.948,1753.84,767.4
117.953,1753.82,765.9
117.958,1753.8,766.5
117.963,1753.78,766
117.968,1753.75,766.3
117.973,1753.73,767.5
117.978,1753.71,767.1
117.983,1753.69,766.8
117.988,1753.67,766
117.993,1753.65,767.4
117.998,1753.63,768.5
118.003,1753.61,767.9
118.008,1753.59,768.5
118.013,1753.57,768
118.018,1753.54,767.5
118.023,1753.52,767.8
118.028,1753.5,767.9
118.033,1753.48,767.4
118.038,1753.46,767.1
118.043,1753.44,767.1
118.048,1753.42,767.8
118.053,1753.4,766.1
118.058,1753.38,765.9
118.063,1753.35,766.5
118.068,1753.33,766
118.073,1753.31,766.2
118.078,1753.29,765.1
118.083,1753.27,766.2
118.088,1753.25,765.9
118.092,1753.23,765.4
118.098,1753.21,766.7
118.103,1753.19,765.2
118.108,1753.17,765.4
118.113,1753.14,764.5
118.117,1753.12,764.4
118.122,1753.1,765.4
118.127,1753.08,764.5
118.132,1753.06,765.2
118.138,1753.04,765.8
118.142,1753.02,765.2
118.147,1753,764.9
118.152,1752.97,765.9
118.157,1752.95,764.3
118.162,1752.92,764.6
118.167,1752.9,763.2
118.172,1752.87,763.2
118.177,1752.85,763.1
118.182,1752.82,762.1
118.187,1752.79,761.4
118.192,1752.77,760.9
118.197,1752.75,761.4
118.202,1752.72,760.9
118.207,1752.69,760.2
118.212,1752.67,760.6
118.217,1752.64,760.7
118.222,1752.62,759.7
118.227,1752.59,759.3
118.232,1752.57,758.9
118.237,1752.54,759.5
118.242,1752.52,759.5
118.247,1752.49,760.5
118.252,1752.47,760.1
118.257,1752.44,761.4
118.262,1752.42,760.9
118.267,1752.39,762.2
118.272,1752.37,761.6
118.277,1752.34,761.3
118.282,1752.31,760.7
118.287,1752.29,761
118.292,1752.26,761.1
118.297,1752.24,761.6
118.302,1752.21,760.6
118.307,1752.19,760.9
118.312,1752.16,759.9
118.318,1752.13,760.4
118.323,1752.11,760.2
118.328,1752.08,759.1
118.333,1752.06,759.6
118.338,1752.03,759.7
118.343,1752.01,759.7
118.348,1751.98,760
118.353,1751.95,759.4
118.358,1751.92,760.2
118.363,1751.89,760.6
118.368,1751.86,759
118.373,1751.84,760
118.378,1751.81,759.2
118.383,1751.78,759.6
118.388,1751.75,758.8
118.393,1751.72,758
118.398,1751.69,758.6
118.403,1751.66,757.9
118.408,1751.64,757.5
118.413,1751.61,757.7
118.418,1751.58,757.2
118.423,1751.55,756.3
118.429,1751.52,757.6
118.434,1751.49,756.8
118.439,1751.46,756.9
118.444,1751.43,756.8
118.449,1751.41,758.3
118.454,1751.38,758.1
118.459,1751.35,758.6
118.464,1751.32,759
118.469,1751.29,758.8
118.474,1751.26,759.5
118.479,1751.23,759.1
118.484,1751.21,759.8
118.489,1751.18,758.7
118.494,1751.15,758.7
118.499,1751.12,758.8
118.504,1751.09,758.3
118.509,1751.06,759.4
118.514,1751.03,757.7
118.519,1751,758.6
118.524,1750.97,758.6
118.529,1750.94,759
118.535,1750.91,759.8
118.54,1750.88,759.8
118.545,1750.85,760.8
118.55,1750.82,759.8
118.555,1750.79,759.6
118.56,1750.76,760.1
118.565,1750.73,759.8
118.57,1750.69,760.1
118.575,1750.66,760.4
118.58,1750.63,759.9
118.585,1750.6,760.5
118.59,1750.57,761.6
118.595,1750.54,760.8
118.6,1750.51,761.8
118.605,1750.48,761.8
118.61,1750.45,759.8
118.615,1750.41,760.8
118.62,1750.38,759
118.625,1750.35,758.3
118.63,1750.32,757.4
118.635,1750.29,757.4
118.64,1750.26,756.4
118.645,1750.23,756.6
118.651,1750.2,758
118.656,1750.17,757.4
118.66,1750.14,757.3
118.666,1750.1,758.5
118.671,1750.07,757.4
118.676,1750.04,756.8
118.681,1750.01,756.7
118.686,1749.98,756
118.691,1749.95,756.3
118.696,1749.92,754.7
118.701,1749.89,756.5
118.706,1749.86,755.4
118.711,1749.82,756.2
118.716,1749.79,754.9
118.721,1749.76,755.9
118.726,1749.73,755.3
118.731,1749.7,755.4
118.736,1749.67,755.4
118.741,1749.64,755.4
118.747,1749.6,755.7
118.751,1749.57,756.3
118.756,1749.54,757.7
118.761,1749.51,757.7
118.766,1749.48,758.5
118.772,1749.45,758.8
118.777,1749.42,758
118.782,1749.39,759
118.787,1749.36,759.7
118.792,1749.32,758.8
118.797,1749.29,759.7
118.802,1749.26,760.1
118.807,1749.23,760.6
118.812,1749.2,760.2
118.817,1749.17,760.3
118.822,1749.14,760.7
118.827,1749.11,760.7
118.832,1749.07,760.6
118.837,1749.04,760.6
118.842,1749.01,760.7
118.847,1748.98,761.1
118.852,1748.95,759.9
118.857,1748.92,760.3
118.862,1748.89,760.5
118.867,1748.86,761.4
118.872,1748.83,760.3
118.878,1748.8,760.2
118.883,1748.77,761
118.888,1748.73,761.6
118.893,1748.7,761.6
118.898,1748.67,761.5
118.903,1748.64,762
118.908,1748.61,762.2
118.913,1748.58,763.1
118.918,1748.55,763.1
118.923,1748.52,762.6
118.928,1748.49,763.1
118.933,1748.46,762.5
118.938,1748.43,762.6
118.943,1748.4,763.2
118.948,1748.37,763.6
118.953,1748.33,763.2
118.958,1748.3,764
118.963,1748.27,764.3
118.969,1748.24,764.6
118.974,1748.21,762.5
118.979,1748.18,764.3
118.984,1748.15,764.2
118.989,1748.12,763.1
118.994,1748.09,764.2
118.999,1748.06,763.7
119.004,1748.03,763.9
119.009,1748,764.3
119.014,1747.98,763.8
119.019,1747.96,764.7
119.024,1747.94,764.1
119.029,1747.93,763.6
119.034,1747.91,764.3
119.039,1747.89,764.2
119.044,1747.87,764.8
119.049,1747.86,762.9
119.054,1747.84,762.4
119.059,1747.82,762.1
119.064,1747.8,762.5
119.069,1747.78,762.7
119.074,1747.77,763
119.08,1747.75,763
119.085,1747.73,764.3
119.09,1747.71,764.1
119.095,1747.69,764.7
119.1,1747.68,764.3
119.105,1747.66,764.3
119.11,1747.64,765.3
119.115,1747.62,765.7
119.12,1747.61,766.9
119.125,1747.59,766.1
119.13,1747.57,766.1
119.135,1747.55,767.4
119.14,1747.53,767.5
119.145,1747.52,768
119.15,1747.5,767.7
119.155,1747.48,768.2
119.16,1747.46,768
119.165,1747.45,769.1
119.17,1747.43,767.2
119.175,1747.41,766.7
119.18,1747.39,766.6
119.186,1747.37,764.9
119.19,1747.36,764.7
119.195,1747.34,764.3
119.2,1747.32,764.7
119.206,1747.3,764.9
119.211,1747.29,765.2
119.216,1747.27,765.2
119.221,1747.25,764.2
119.226,1747.23,765.5
119.231,1747.21,765
119.236,1747.2,766.3
119.241,1747.18,765.9
119.246,1747.16,767
119.251,1747.14,766
119.256,1747.13,767.7
119.261,1747.11,766.2
119.266,1747.09,766
119.271,1747.07,765.4
119.276,1747.05,766
119.281,1747.04,765.7
119.286,1747.02,766
119.291,1747,765
119.296,1746.98,765.6
119.301,1746.96,765
119.306,1746.94,765
119.312,1746.92,764.7
119.317,1746.89,764.9
119.322,1746.87,763.8
119.327,1746.85,764.8
119.332,1746.83,763.4
119.337,1746.81,762.2
119.342,1746.79,760.6
119.347,1746.77,760.7
119.352,1746.75,760.9
119.357,1746.72,760.6
119.363,1746.7,760.1
119.368,1746.68,761
119.373,1746.66,760.7
119.378,1746.64,761.2
119.384,1746.61,761
119.389,1746.59,761.7
119.394,1746.57,762.1
119.4,1746.55,762.7
119.405,1746.52,763.2
119.41,1746.5,763.8
119.415,1746.48,764.2
119.421,1746.46,763.9
119.426,1746.44,763.1
119.431,1746.41,763.5
119.437,1746.39,762.9
119.442,1746.37,762.7
119.447,1746.35,761.8
119.452,1746.33,762.5
119.458,1746.3,761.1
119.463,1746.28,761.5
119.468,1746.26,761.6
119.473,1746.24,761.7
119.479,1746.21,761.9
119.484,1746.19,762
119.489,1746.17,761.4
119.495,1746.15,762.6
119.5,1746.13,761.9
119.505,1746.1,761.9
119.51,1746.08,762
119.516,1746.06,761.7
119.521,1746.04,762.6
119.526,1746.01,761.9
119.532,1745.99,761
119.537,1745.97,759.9
119.542,1745.94,760.8
119.548,1745.92,760.8
119.553,1745.89,760.2
119.558,1745.87,759.9
119.563,1745.84,760.1
119.569,1745.82,760.9
119.574,1745.79,760.5
119.579,1745.77,760.3
119.585,1745.74,759.2
119.59,1745.72,761.2
119.595,1745.69,761.8
119.6,1745.67,760.8
119.606,1745.64,762
119.611,1745.62,762.5
119.616,1745.59,763.9
119.622,1745.57,765.1
119.627,1745.54,764.6
119.632,1745.52,764.7
119.637,1745.49,764.9
119.643,1745.47,764.5
119.648,1745.44,763.7
119.653,1745.42,761.6
119.658,1745.39,759.4
119.664,1745.37,758.9
119.669,1745.34,759.5
119.674,1745.32,759.4
119.68,1745.29,759.9
119.685,1745.27,760.3
119.69,1745.24,760.7
119.695,1745.22,761.2
119.701,1745.19,760
119.706,1745.17,759.7
119.711,1745.14,760
119.717,1745.12,760.1
119.722,1745.09,759.1
119.727,1745.07,760.2
119.732,1745.04,757.9
119.738,1745.02,758.3
119.743,1744.99,757.5
119.748,1744.97,757.8
119.753,1744.95,757.1
119.759,1744.93,758.1
119.764,1744.91,756.3
119.769,1744.89,757.5
119.775,1744.87,757.6
119.78,1744.85,758.7
119.785,1744.83,757.4
119.79,1744.81,758.7
119.796,1744.79,757.3
119.801,1744.77,757.8
119.806,1744.75,757.8
119.812,1744.72,756.5
119.817,1744.7,757.7
119.822,1744.68,757.1
119.828,1744.66,756.5
119.833,1744.64,756.9
119.838,1744.62,758.8
119.843,1744.6,759
119.849,1744.58,760
119.854,1744.56,760.9
119.859,1744.54,761.9
119.864,1744.52,762
119.87,1744.5,763.6
119.875,1744.48,764.6
119.88,1744.46,765
119.886,1744.44,764.9
119.891,1744.41,764
119.896,1744.39,764.3
119.902,1744.37,762.9
119.907,1744.35,761.8
119.912,1744.33,760.3
119.917,1744.31,760.7
119.923,1744.29,760.2
119.928,1744.27,759.3
119.933,1744.25,759.1
119.939,1744.23,760.2
119.944,1744.21,759.5
119.949,1744.19,759.8
119.954,1744.17,758.2
119.96,1744.15,757.6
119.965,1744.13,757.6
119.97,1744.1,756.3
119.975,1744.08,758.3
119.981,1744.06,757
119.986,1744.04,755.9
119.991,1744.02,755.6
119.997,1744,755.8
120.002,1743.98,755.6
120.007,1743.96,756.8
120.012,1743.93,755.8
120.018,1743.91,755.3
120.023,1743.89,756.3
120.028,1743.87,757
120.034,1743.84,756.7
120.039,1743.82,756.9
120.044,1743.8,756.7
120.05,1743.77,755.8
120.055,1743.75,756.8
120.06,1743.73,757.4
120.065,1743.71,756.5
120.071,1743.69,756.9
120.076,1743.66,757
120.081,1743.64,757.8
120.086,1743.62,758.1
120.092,1743.6,758.3
120.097,1743.57,758.9
120.102,1743.55,760.5
120.108,1743.53,759.9
120.113,1743.5,761.1
120.118,1743.48,760.6
120.123,1743.46,763.5
120.129,1743.44,763.5
120.134,1743.42,763.7
120.139,1743.39,762.7
120.144,1743.37,763.5
120.15,1743.35,763.9
120.155,1743.32,764.3
120.16,1743.3,764.1
120.165,1743.28,764
120.171,1743.26,763.8
120.176,1743.23,762.8
120.181,1743.21,762.9
120.187,1743.19,762.1
120.192,1743.17,761.7
120.197,1743.14,762.7
120.202,1743.12,763.2
120.208,1743.1,763.7
120.213,1743.08,762.2
120.219,1743.05,762.8
120.224,1743.03,763.7
120.229,1743.01,764.4
120.234,1742.99,763.6
120.239,1742.97,765.1
120.245,1742.94,765.7
120.251,1742.92,765
120.255,1742.9,767.4
120.261,1742.88,765.5
120.266,1742.86,765.7
120.271,1742.83,764.8
120.277,1742.81,765
120.282,1742.79,763.1
120.287,1742.77,763.8
120.292,1742.75,764.3
120.298,1742.73,764.8
120.303,1742.7,763.8
120.308,1742.68,763.8
120.314,1742.66,764.3
120.319,1742.64,762.7
120.324,1742.62,762.2
120.329,1742.6,761.6
120.335,1742.57,762.8
120.34,1742.55,762.2
120.345,1742.53,760.4
120.351,1742.51,760.2
120.356,1742.49,760.1
120.361,1742.47,760.3
120.366,1742.44,759.6
120.372,1742.42,758.6
120.377,1742.4,758.6
120.382,1742.38,758.9
120.388,1742.36,758.4
120.393,1742.34,759.3
120.398,1742.31,757.3
120.403,1742.29,757.4
120.409,1742.27,756.6
120.414,1742.25,757.1
120.419,1742.23,757.4
120.424,1742.21,756.9
120.43,1742.18,756.6
120.435,1742.16,757.1
120.44,1742.14,756.8
120.446,1742.12,757.6
120.451,1742.1,756.4
120.456,1742.08,755.8
120.461,1742.05,756
120.466,1742.03,756.4
120.471,1742.01,756.2
120.476,1741.99,756.8
120.481,1741.97,756.3
120.486,1741.95,755.6
120.491,1741.92,756.2
120.496,1741.9,756
120.502,1741.88,754.8
120.507,1741.85,752.8
120.512,1741.83,752.9
120.517,1741.81,751.8
120.521,1741.79,752.7
120.527,1741.76,751.9
120.532,1741.74,752.7
120.537,1741.72,753.1
120.542,1741.69,752.3
120.547,1741.67,753.1
120.553,1741.65,753.5
120.558,1741.62,753.3
120.563,1741.6,752.5
120.568,1741.58,753.6
120.573,1741.55,754
120.578,1741.53,753.4
120.583,1741.51,754.9
120.588,1741.48,754.5
120.593,1741.46,753.9
120.598,1741.44,754.5
120.603,1741.42,754
120.609,1741.39,753.7
120.613,1741.37,753.1
120.618,1741.35,752.4
120.624,1741.32,753.4
120.629,1741.3,752
120.634,1741.28,753.3
120.639,1741.25,752.1
120.644,1741.23,752.5
120.649,1741.21,753.9
120.654,1741.19,754.5
120.659,1741.16,753.4
120.664,1741.14,754.3
120.669,1741.12,754.4
120.674,1741.09,755.3
120.679,1741.07,754.5
120.684,1741.05,754.5
120.69,1741.03,756.2
120.695,1741,755.4
120.7,1740.97,756.4
120.705,1740.94,756.6
120.71,1740.91,756.5
120.715,1740.88,756.6
120.72,1740.85,757.4
120.725,1740.82,756.7
120.73,1740.79,756.6
120.735,1740.76,756
120.74,1740.73,756.2
120.746,1740.7,756.1
120.751,1740.67,754.5
120.756,1740.64,753.3
120.761,1740.61,752.6
120.766,1740.58,751.2
120.771,1740.55,752.7
120.776,1740.52,752.8
120.781,1740.49,752.9
120.786,1740.46,753.1
120.791,1740.43,752.8
120.796,1740.4,752.2
120.801,1740.37,751.8
120.806,1740.34,751.1
120.811,1740.31,749.7
120.817,1740.28,750.2
120.822,1740.25,750.4
120.827,1740.21,749.1
120.832,1740.19,749.6
120.837,1740.15,748.7
120.842,1740.12,749.3
120.847,1740.09,748.6
120.852,1740.06,750
120.857,1740.03,749
120.862,1740,748.7
120.867,1739.97,750.7
120.873,1739.94,749.6
120.878,1739.91,749.5
120.883,1739.88,749.9
120.888,1739.85,750.1
120.893,1739.82,749.7
120.898,1739.79,750.7
120.903,1739.76,750.7
120.908,1739.73,750.9
120.913,1739.7,750.4
120.918,1739.67,749.2
120.923,1739.64,748.3
120.928,1739.61,747
120.934,1739.58,746.7
120.939,1739.55,746.1
120.944,1739.53,746.8
120.949,1739.5,747
120.954,1739.47,747.6
120.959,1739.44,746.5
120.964,1739.41,749.2
120.969,1739.38,748.7
120.974,1739.35,748.6
120.979,1739.32,748.3
120.984,1739.29,749.9
120.989,1739.26,751
120.994,1739.23,750.6
121,1739.2,751.6
121.005,1739.17,751
121.01,1739.14,749.8
121.015,1739.11,748.3
121.02,1739.08,749.3
121.025,1739.05,749
121.03,1739.02,748.7
121.035,1738.99,748.3
121.04,1738.97,748.4
121.045,1738.95,748.2
121.05,1738.93,748.6
121.055,1738.91,746.7
121.061,1738.89,747.2
121.066,1738.87,747
121.071,1738.85,748.7
121.076,1738.83,749.3
121.081,1738.82,748.4
121.086,1738.8,749.4
121.091,1738.78,749.3
121.096,1738.76,750
121.101,1738.74,750.1
121.106,1738.72,749.5
121.111,1738.7,750
121.116,1738.68,749.7
121.121,1738.66,749.6
121.127,1738.64,750.2
121.132,1738.62,747.8
121.137,1738.6,748.1
121.142,1738.58,747.2
121.147,1738.56,747.3
121.152,1738.54,746.4
121.157,1738.52,747.9
121.162,1738.5,746.4
121.167,1738.48,745.7
121.684,1736.15,757.5
121.688,1736.13,757.6
121.692,1736.1,757.6
121.697,1736.08,757.2
121.701,1736.06,757.6
121.706,1736.03,757.7
121.71,1736.01,758.7
121.714,1735.99,758
121.719,1735.96,758.1
121.723,1735.94,759.2
121.728,1735.92,758.3
121.732,1735.9,758.3
121.736,1735.88,757.5
121.741,1735.86,758.9
121.745,1735.84,757.7
121.75,1735.82,756.6
121.754,1735.8,758
121.758,1735.78,756.2
121.763,1735.75,756.7
121.767,1735.73,756.9
121.852,1735.33,756.6
121.858,1735.3,757.6
121.864,1735.27,757.2
121.869,1735.25,757.2
121.875,1735.22,757.1
121.881,1735.19,757.3
121.886,1735.17,758.5
121.892,1735.14,758.6
121.898,1735.11,757.4
121.904,1735.08,757.8
121.909,1735.06,757.7
121.915,1735.03,757.6
121.921,1735,758
121.927,1734.97,758.8
121.932,1734.94,756.7
121.938,1734.91,757.5
121.943,1734.88,757.6
121.949,1734.84,756.6
121.955,1734.81,756.3
121.961,1734.78,755.4
121.967,1734.75,755.8
121.972,1734.71,756.2
121.978,1734.68,756.5
121.984,1734.65,755.8
121.99,1734.62,754.9
121.995,1734.59,756.8
122.001,1734.55,755.9
122.007,1734.52,756.3
122.012,1734.49,758.4
122.018,1734.46,756.9
122.024,1734.43,756.5
122.029,1734.39,756.3
122.035,1734.36,757.4
122.041,1734.33,756.1
122.047,1734.3,755.9
122.053,1734.26,754.8
122.058,1734.23,755.2
122.064,1734.2,753.9
122.07,1734.17,753.8
122.075,1734.14,752.7
122.081,1734.11,753.3
122.087,1734.07,753.3
122.093,1734.04,752.9
122.098,1734.01,754.5
122.104,1733.98,752.7
122.11,1733.96,752.9
122.115,1733.94,752.3
122.121,1733.91,753.6
122.127,1733.89,752.5
122.133,1733.87,752.5
122.138,1733.85,753.1
122.144,1733.82,754.3
122.15,1733.8,754.3
122.155,1733.78,754.6
122.161,1733.75,755.1
122.167,1733.73,755.7
122.173,1733.71,754.3
122.178,1733.69,755.2
122.184,1733.66,754
122.19,1733.64,754.2
122.195,1733.62,754.3
122.201,1733.59,754.6
122.207,1733.57,753.1
122.213,1733.55,752
122.218,1733.53,753.9
122.224,1733.5,753.3
122.23,1733.48,753.6
122.236,1733.46,753
122.241,1733.43,754.2
122.247,1733.41,754.3
122.253,1733.39,754.4
122.259,1733.36,756.1
122.264,1733.34,756.1
122.27,1733.32,756
122.276,1733.3,756.5
122.281,1733.27,755.3
122.287,1733.25,756.8
122.293,1733.23,756
122.299,1733.2,756.2
122.304,1733.18,756
122.31,1733.16,756.4
122.316,1733.14,756.8
122.321,1733.11,757.4
122.327,1733.09,757.1
122.333,1733.07,756.9
122.339,1733.04,757.3
122.344,1733.02,756.2
122.35,1733,756.8
122.356,1732.97,756.5
122.362,1732.95,755.6
122.367,1732.92,754.8
122.373,1732.9,753.9
122.379,1732.88,753.6
122.385,1732.85,754.5
122.39,1732.83,753.4
122.396,1732.8,752.5
122.401,1732.78,751.8
122.407,1732.75,752.8
122.413,1732.73,752.9
122.419,1732.71,752.4
122.425,1732.68,752.2
122.43,1732.66,753.1
122.436,1732.63,752
122.442,1732.61,752.4
122.447,1732.59,752.3
122.453,1732.56,752.8
122.459,1732.54,752.8
122.494,1732.39,752.5
122.499,1732.37,753.1
122.503,1732.35,754.5
122.508,1732.33,755.4
122.513,1732.31,755.9
122.518,1732.29,756.6
122.523,1732.27,758.2
122.527,1732.25,759.9
122.532,1732.22,760.6
122.537,1732.2,762
122.542,1732.18,763
122.546,1732.16,762.7
122.551,1732.14,762.7
122.556,1732.12,762
122.561,1732.1,761.5
122.566,1732.08,760.5
122.571,1732.06,761
122.575,1732.04,759.4
122.58,1732.02,760.8
122.585,1732,762
122.59,1731.98,761.8
122.595,1731.96,760.4
122.599,1731.94,760
122.604,1731.92,759.5
122.609,1731.9,759.3
122.654,1731.72,760.1
122.659,1731.69,758.4
122.665,1731.67,757.5
122.67,1731.65,757.1
122.675,1731.63,756.1
122.68,1731.61,756.3
122.686,1731.58,756.7
122.691,1731.56,757.6
122.696,1731.54,756.8
122.702,1731.52,757.7
122.707,1731.5,756.5
122.712,1731.47,757.5
122.717,1731.45,756.8
122.723,1731.43,754.8
122.728,1731.41,754.1
122.733,1731.39,753.2
122.739,1731.37,753
122.744,1731.34,752.7
122.749,1731.32,753
122.754,1731.3,753.9
122.76,1731.28,751.9
122.765,1731.26,753.3
122.77,1731.23,752
122.776,1731.21,752.6
122.781,1731.19,752.3
122.786,1731.17,753.4
122.791,1731.15,751.5
122.797,1731.12,752.6
122.802,1731.1,752.2
122.807,1731.08,751.1
122.813,1731.06,750
122.818,1731.04,749.1
122.823,1731.02,749.1
122.828,1730.99,747.3
122.834,1730.97,749.1
122.839,1730.94,748.8
122.844,1730.91,748.5
122.85,1730.89,748.3
122.855,1730.86,747.1
122.86,1730.84,748.3
122.865,1730.81,749.1
122.871,1730.78,749.4
122.876,1730.76,749.6
122.881,1730.73,749.6
122.887,1730.71,750.2
122.892,1730.68,750.2
122.897,1730.65,750.3
122.902,1730.63,749.4
122.908,1730.6,748.2
122.913,1730.58,748.6
122.918,1730.55,748.4
122.923,1730.52,746.6
122.929,1730.5,747.9
122.934,1730.47,747
122.939,1730.45,746.9
122.945,1730.42,746.2
122.95,1730.39,746
122.955,1730.37,746.4
122.961,1730.34,745.7
122.966,1730.31,746.2
122.971,1730.29,747
122.976,1730.26,746.2
122.982,1730.24,746.8
122.987,1730.21,746.2
122.992,1730.18,747.3
122.998,1730.16,746.7
123.003,1730.13,746.8
123.008,1730.11,746.6
123.013,1730.08,746.7
123.019,1730.05,746.8
123.024,1730.03,747.6
123.029,1730,745.9
123.035,1729.97,744.8
123.04,1729.94,745.5
123.045,1729.9,744.9
123.05,1729.87,744.6
123.056,1729.84,744.5
123.061,1729.81,745.2
123.066,1729.77,744.3
123.072,1729.74,744.8
123.077,1729.71,745.7
123.082,1729.68,746
123.087,1729.64,746.4
123.093,1729.61,745.9
123.098,1729.58,746.9
123.103,1729.55,745.3
123.109,1729.51,745.4
123.114,1729.48,745.8
123.119,1729.45,744.8
123.124,1729.41,744.5
123.13,1729.38,744.3
123.135,1729.35,745.3
123.14,1729.32,744
123.145,1729.28,743.2
123.151,1729.25,744.2
123.156,1729.22,742.7
123.161,1729.19,742.9
123.167,1729.15,742.8
123.172,1729.12,742.8
123.177,1729.09,743.1
123.182,1729.06,742.5
123.188,1729.02,741.5
123.193,1728.99,741.5
123.198,1728.97,741.2
123.204,1728.95,740.1
123.209,1728.92,741.3
123.214,1728.9,740.8
123.219,1728.88,741.2
123.225,1728.85,741.7
123.23,1728.83,742.5
123.235,1728.81,742.6
123.241,1728.78,744.4
123.246,1728.76,746
123.251,1728.74,746.9
123.256,1728.71,748
123.262,1728.69,750.6
123.267,1728.67,752
123.272,1728.64,750.9
123.277,1728.62,752.5
123.283,1728.6,753.8
123.288,1728.57,754.4
123.293,1728.55,754.6
123.299,1728.53,754.4
123.304,1728.5,754
123.309,1728.48,754.1
123.315,1728.46,752.1
123.32,1728.43,752.4
123.325,1728.41,750.2
123.33,1728.39,750.2
123.336,1728.36,748.4
123.341,1728.34,748.6
123.346,1728.32,749.5
123.351,1728.29,749.1
123.357,1728.27,747.5
123.362,1728.24,747.9
