variable,bin_centro,pdf_llc4320,pdf_goflow
deformacion_alpha_sobre_f,0.4750000000000001,0.5051053943663143,0.33734841096726764
deformacion_alpha_sobre_f,0.5250000000000001,0.33085129110610867,0.21369493847104343
deformacion_alpha_sobre_f,0.5750000000000002,0.20593531405414614,0.13432146925041177
deformacion_alpha_sobre_f,0.6250000000000002,0.1321663293342249,0.08995957625793724
deformacion_alpha_sobre_f,0.6750000000000003,0.08773372895146092,0.06635300423593196
deformacion_alpha_sobre_f,0.7250000000000001,0.06618365722954683,0.05155329903891269
deformacion_alpha_sobre_f,0.7750000000000001,0.051072553396908874,0.03772882592479526
deformacion_alpha_sobre_f,0.8250000000000002,0.03878268520593173,0.02892940361952559
deformacion_alpha_sobre_f,0.8750000000000002,0.031368567266371376,0.023896908290961482
deformacion_alpha_sobre_f,0.9250000000000003,0.02411077109059748,0.019579086855211605
deformacion_alpha_sobre_f,0.9750000000000001,0.01776112992348428,0.015856826996806357
deformacion_alpha_sobre_f,1.0250000000000001,0.013279906028288213,0.012938575267816528
deformacion_alpha_sobre_f,1.0750000000000002,0.010138582965542998,0.010586107037304527
deformacion_alpha_sobre_f,1.1250000000000002,0.007592771383886758,0.008873867502438033
deformacion_alpha_sobre_f,1.1750000000000003,0.006431523995762959,0.006670289666262205
deformacion_alpha_sobre_f,1.225,0.004786423529254146,0.004600713184988886
deformacion_alpha_sobre_f,1.2750000000000001,0.0039006002011339816,0.0037222598584052153
deformacion_alpha_sobre_f,1.3250000000000002,0.003714502863293653,0.0032979222345470498
deformacion_alpha_sobre_f,1.3750000000000002,0.0032455375719359085,0.0034021455105823664
deformacion_alpha_sobre_f,1.4250000000000003,0.0025606993686834003,0.003536146865484986
deformacion_alpha_sobre_f,1.475,0.0021215096513801427,0.003059697603609114
deformacion_alpha_sobre_f,1.5250000000000001,0.0017939783367810873,0.0032830331951133997
deformacion_alpha_sobre_f,1.5750000000000002,0.0012952374713689292,0.002538581223432379
deformacion_alpha_sobre_f,1.6250000000000002,0.0010495889854196402,0.001920686086937091
deformacion_alpha_sobre_f,1.6750000000000003,0.0008858233281201298,0.0013697916278931313
deformacion_alpha_sobre_f,1.725,0.0007592771383886826,0.0011017889180879533
deformacion_alpha_sobre_f,1.7750000000000001,0.0007295015643342179,0.0006178951364952658
deformacion_alpha_sobre_f,1.8250000000000002,0.0005880675875755483,0.0005136718604599243
deformacion_alpha_sobre_f,1.8750000000000002,0.000491296971898555,0.00037222598584052153
deformacion_alpha_sobre_f,1.9250000000000003,0.0003573068886534977,0.00037222598584052484
deformacion_alpha_sobre_f,1.975,0.0002828679535173524,0.0004094485844245773
