y_km,x_km,vort_llc4320_zeta_f,vort_goflow_zeta_f,div_llc4320_delta_f,div_goflow_delta_f,gradT_sst
136.0,92.0,0.1948610544204712,0.216761976480484,0.014134836383163929,-0.010210128501057625,0.7856355905532837
136.0,96.0,0.13726219534873962,0.11911846697330475,0.002345181768760085,-0.013991858810186386,0.7158504128456116
136.0,100.0,0.11246885359287262,0.203440323472023,-0.0020042890682816505,0.09015113115310669,0.7794143557548523
136.0,104.0,0.1648791879415512,0.2123585343360901,-0.0344698503613472,0.0671176165342331,0.8067889213562012
136.0,108.0,0.10279721021652222,0.2965022027492523,-0.010975915938615799,-0.02937973290681839,0.8156173229217529
136.0,112.0,0.06685760617256165,0.3226906657218933,0.06427515298128128,-0.006958417594432831,0.786276638507843
136.0,116.0,0.25767526030540466,0.4412443935871124,0.08189236372709274,0.11134432256221771,0.7982208132743835
136.0,120.0,0.504352867603302,0.537594735622406,0.05289186164736748,0.07636728137731552,0.8087771534919739
136.0,124.0,0.7644872665405273,0.5404759645462036,0.008183218538761139,0.1280260682106018,0.7761972546577454
136.0,128.0,0.6449605226516724,0.36448466777801514,0.00873314868658781,-0.04437805712223053,0.8297982215881348
136.0,132.0,0.1431065946817398,0.06104997545480728,0.08880496025085449,-0.06183015555143356,0.7886897325515747
136.0,136.0,-0.006927280221134424,-0.023426298052072525,0.15986163914203644,0.09067698568105698,0.794981837272644
136.0,140.0,0.0811857208609581,-0.010060484521090984,0.07556597888469696,0.05996285006403923,0.8146610856056213
136.0,144.0,0.023601219058036804,-0.06001753360033035,0.0359332300722599,-0.062013521790504456,0.8221248984336853
136.0,148.0,-0.2104494869709015,-0.11729880422353745,0.002585536800324917,-0.06547486037015915,0.7808449268341064
136.0,152.0,-0.22621341049671173,-0.18203526735305786,-0.07266911119222641,0.014691689051687717,0.8029617667198181
136.0,156.0,-0.2539193332195282,-0.23719830811023712,-0.10133756697177887,0.012574303895235062,0.7688024044036865
136.0,160.0,-0.2958088219165802,-0.27098262310028076,-0.007912750355899334,0.010421162471175194,0.7462427616119385
136.0,164.0,-0.22543534636497498,-0.3019697368144989,0.0363679863512516,-0.0002577500999905169,0.7749713063240051
136.0,168.0,-0.1922149956226349,-0.28449368476867676,-0.057169750332832336,-0.04477871581912041,0.7802255749702454
136.0,172.0,-0.24534422159194946,-0.33733129501342773,-0.11012475937604904,-0.07616466283798218,0.7497345209121704
136.0,176.0,-0.38784176111221313,-0.397661030292511,0.08588092774152756,-0.012319338507950306,0.7772955894470215
136.0,180.0,-0.349138468503952,-0.3225827217102051,0.09482332319021225,-0.03425139933824539,0.7766952514648438
136.0,184.0,-0.29026269912719727,-0.24751129746437073,0.0628242939710617,-0.11519146710634232,0.7897575497627258
136.0,188.0,-0.034421540796756744,-0.031141459941864014,-0.022553088143467903,-0.1269008070230484,0.7957146763801575
136.0,192.0,0.07349967211484909,0.15671303868293762,-0.019936081022024155,-0.07424212247133255,0.7897214293479919
136.0,196.0,-0.015251263044774532,0.12448233366012573,0.07429835945367813,-0.0714370533823967,0.7816604375839233
136.0,200.0,-0.24187299609184265,-0.09032181650400162,0.11133444309234619,-0.015537320636212826,0.7558770179748535
136.0,204.0,-0.2746235430240631,-0.17975497245788574,-0.007761246059089899,-0.01699589379131794,0.7256312966346741
136.0,208.0,-0.12694638967514038,-0.16819576919078827,-0.05517297238111496,-0.02388925291597843,0.7496581077575684
136.0,212.0,-0.03254387527704239,-0.14121471345424652,-0.04944157227873802,0.06058353930711746,0.7650207877159119
136.0,216.0,-0.06752997636795044,-0.12116580456495285,-0.07062046229839325,0.06845788657665253,0.7626266479492188
136.0,220.0,-0.0706213042140007,-0.18161813914775848,-0.059803497046232224,-0.06990267336368561,0.7504338622093201
136.0,224.0,-0.382439523935318,-0.3992421329021454,0.12255463749170303,0.11665067076683044,0.7514290809631348
136.0,228.0,-0.28112664818763733,-0.3885664641857147,-0.050582557916641235,0.04619153216481209,0.7377576231956482
136.0,232.0,-0.1020362600684166,-0.14096742868423462,-0.05750972405076027,-0.13157199323177338,0.7574278116226196
136.0,236.0,-0.18578322231769562,0.1806410402059555,0.05644405633211136,-0.10057643055915833,0.7194762229919434
136.0,240.0,0.14035619795322418,-0.06215248256921768,0.024379510432481766,-0.03585811331868172,0.7068403363227844
136.0,244.0,-0.33021605014801025,-0.025892427191138268,0.07182823866605759,-0.08423900604248047,0.7252151966094971
136.0,248.0,-0.11903198808431625,0.01145636010915041,-0.10862144082784653,0.06712403893470764,0.7282435297966003
136.0,252.0,0.1160188838839531,0.12106302380561829,-0.043120358139276505,0.11275144666433334,0.7495222091674805
136.0,256.0,-0.10283734649419785,0.08564528822898865,0.1496041715145111,0.10103897005319595,0.7333955764770508
136.0,260.0,-0.20805902779102325,-0.012628455646336079,0.05170639231801033,-0.18523767590522766,0.7598350644111633
136.0,264.0,-0.04299507290124893,-0.12049439549446106,-0.10713183134794235,0.04519995301961899,0.6987558007240295
136.0,268.0,0.06868517398834229,-0.09942647814750671,-0.09381213784217834,0.07638785243034363,0.7204461097717285
136.0,272.0,-0.15856719017028809,-0.07729747891426086,0.059693384915590286,0.016307750716805458,0.6838104724884033
136.0,276.0,-0.19998931884765625,-0.20595411956310272,0.000630103750154376,-0.028028422966599464,0.717210590839386
136.0,280.0,-0.2387840449810028,-0.24894797801971436,-0.0009725688141770661,-0.06523511558771133,0.710041344165802
136.0,284.0,-0.24307401478290558,-0.27997270226478577,-9.28729132283479e-05,-0.010285166092216969,0.7125200033187866
136.0,288.0,-0.23529787361621857,-0.23793098330497742,-0.039399515837430954,-0.008336556144058704,0.7057957053184509
136.0,292.0,-0.16397075355052948,-0.20806892216205597,0.0052273753099143505,-0.03983715549111366,0.7232506275177002
136.0,296.0,-0.20575152337551117,-0.11736378818750381,0.0707632526755333,-0.008609611541032791,0.7816302180290222
136.0,300.0,0.04107799381017685,-0.1689041703939438,-0.02995624765753746,-0.017134763300418854,0.7784057259559631
136.0,304.0,-0.09349007159471512,-0.10258995741605759,-0.03799792751669884,0.004758294206112623,0.7660741209983826
136.0,308.0,-0.03492152690887451,-0.09829670190811157,-0.13062715530395508,-0.006108016707003117,0.7609798312187195
136.0,312.0,-0.20902492105960846,-0.1639406383037567,-0.041185833513736725,-0.021189585328102112,0.7611325979232788
136.0,316.0,-0.3628193736076355,-0.1560920923948288,0.018878649920225143,-0.06507013738155365,0.7323704957962036
136.0,320.0,-0.20235271751880646,-0.15567466616630554,0.0703141912817955,-0.08306659758090973,0.7726342082023621
136.0,324.0,0.043438661843538284,-0.047051895409822464,0.11228758096694946,-0.028611458837985992,0.7954109311103821
136.0,328.0,0.09835994988679886,0.15367566049098969,0.0975339338183403,0.04110634699463844,0.8143063187599182
136.0,332.0,0.2609236240386963,0.38907432556152344,-0.020151283591985703,-0.0146235516294837,0.8051112294197083
136.0,336.0,0.5210738182067871,0.30500853061676025,-0.01783144287765026,-0.04498443752527237,0.7729446291923523
136.0,340.0,0.1996547281742096,0.14961038529872894,-0.127699613571167,-0.026527967303991318,0.7523490786552429
136.0,344.0,0.25470876693725586,0.314119815826416,-0.00876094400882721,0.05804787203669548,0.7733549475669861
136.0,348.0,0.34562811255455017,0.27179014682769775,-0.06292831152677536,0.05991604924201965,0.7341224551200867
136.0,352.0,0.3452282249927521,0.14135991036891937,-0.06861882656812668,0.03930005058646202,0.7424561977386475
136.0,356.0,0.21152296662330627,0.11357980221509933,-0.0941040962934494,0.024977536872029305,0.7298763394355774
136.0,360.0,0.1331014186143875,0.11171774566173553,0.0008881089743226767,0.029634293168783188,0.763227641582489
136.0,364.0,-0.03327552601695061,0.15438543260097504,0.038267429918050766,0.12782172858715057,0.7627713680267334
136.0,368.0,-0.04415467381477356,0.058783676475286484,-0.009845724329352379,-0.002224663970991969,0.746120274066925
136.0,372.0,0.2889510691165924,0.1753445714712143,-0.24467051029205322,-0.18765543401241302,0.7990735769271851
136.0,376.0,0.29874154925346375,0.5027374029159546,-0.09031663835048676,0.049140721559524536,0.7997605800628662
136.0,380.0,0.00554475374519825,0.22535035014152527,0.012289473786950111,0.04279469698667526,0.7958709001541138
136.0,384.0,-0.1374872326850891,-0.09608183801174164,0.04235276207327843,0.09591366350650787,0.7469752430915833
136.0,388.0,0.04268556833267212,-0.07230471074581146,0.040730319917201996,-0.06673441082239151,0.7513777017593384
136.0,392.0,-0.1272890269756317,0.0012474278919398785,0.17401640117168427,0.03208409249782562,0.7699213624000549
136.0,396.0,0.08270953595638275,-0.04212163761258125,-0.05876416712999344,0.12352073192596436,0.7538245320320129
136.0,400.0,0.18967832624912262,-0.09883338958024979,-0.15592633187770844,0.017718534916639328,0.7231385111808777
136.0,404.0,-0.0638059750199318,-0.06674676388502121,0.04833119735121727,-0.07222677767276764,0.7460751533508301
136.0,408.0,-0.10823122411966324,-0.12382970005273819,0.01535083819180727,-0.05809924378991127,0.7358036041259766
136.0,412.0,-0.1590874046087265,-0.16533081233501434,0.03603998199105263,0.00018415544764138758,0.7409483194351196
136.0,416.0,-0.2470279037952423,-0.1816248893737793,0.03959301859140396,0.024011218920350075,0.7526649832725525
136.0,420.0,-0.2616695463657379,-0.20095080137252808,0.014248305931687355,-0.02055143564939499,0.748176097869873
136.0,424.0,-0.23311863839626312,-0.16584953665733337,-0.004197988193482161,-0.07794652134180069,0.749102771282196
136.0,428.0,-0.1952066868543625,-0.14000073075294495,0.011289682239294052,-0.02746187150478363,0.7592405080795288
136.0,432.0,-0.16003751754760742,-0.10696917027235031,0.04587308317422867,0.01222279854118824,0.7604445815086365
136.0,436.0,-0.07007448375225067,-0.06760808825492859,0.04247366264462471,0.026155518367886543,0.75201016664505
136.0,440.0,0.06318521499633789,-0.03947584331035614,-0.027169836685061455,0.056852053850889206,0.7688704133033752
136.0,444.0,0.09466373175382614,-0.01459743082523346,-0.10308569669723511,0.03522443771362305,0.7465124726295471
136.0,448.0,0.1261739730834961,0.01737845502793789,-0.12182449549436569,1.813454946386628e-05,0.7810651063919067
136.0,452.0,0.06725864857435226,-0.01076836884021759,-0.043199323117733,-0.017438597977161407,0.7698801159858704
136.0,456.0,0.02186705358326435,-0.016728587448596954,0.03175691142678261,0.006965630687773228,0.7737932801246643
136.0,460.0,0.009521166794002056,-0.024228159338235855,0.08776837587356567,-0.02490638941526413,0.7726268172264099
136.0,464.0,-0.19661234319210052,-0.09699209779500961,0.05427384749054909,0.0017495689680799842,0.7743631601333618
136.0,468.0,-0.3797156810760498,-0.1546613723039627,0.024953147396445274,0.007652180269360542,0.7681407928466797
136.0,472.0,-0.3140369951725006,-0.13357369601726532,0.007172559853643179,0.004075030330568552,0.7111983895301819
136.0,476.0,-0.17632950842380524,-0.11647982895374298,0.007432977203279734,0.013765284791588783,0.7580627799034119
136.0,480.0,-0.2031845599412918,-0.13962304592132568,0.017105774953961372,0.004473700188100338,0.7624373435974121
136.0,484.0,-0.21214720606803894,-0.17422884702682495,0.019808435812592506,-0.05215788632631302,0.7405965924263
136.0,488.0,-0.23511932790279388,-0.23145295679569244,0.022882014513015747,-0.08173865079879761,0.7507534027099609
136.0,492.0,-0.25258156657218933,-0.2570861876010895,0.02764175459742546,-0.07054664939641953,0.7779097557067871
136.0,496.0,-0.25573965907096863,-0.248263418674469,0.024211449548602104,-0.00225056242197752,0.7781457304954529
136.0,500.0,-0.2420969158411026,-0.24353636801242828,0.010742245241999626,0.08462788164615631,0.7762765288352966
136.0,504.0,-0.2211337387561798,-0.2373737245798111,0.013693221844732761,0.025542009621858597,0.7709457874298096
136.0,508.0,-0.2073790580034256,-0.3166591227054596,-0.004343756008893251,0.3495207130908966,0.7478201985359192
140.0,0.0,0.09813942015171051,-0.251015841960907,0.006682812236249447,-0.047858260571956635,0.7919756770133972
140.0,4.0,0.09906208515167236,-0.017353089526295662,0.018734045326709747,-0.01682249829173088,0.787116289138794
140.0,8.0,0.17937199771404266,0.2347135692834854,-0.01447649858891964,-0.01030601654201746,0.7708966135978699
140.0,12.0,0.25984159111976624,0.28829753398895264,-0.0007923946832306683,0.003906491678208113,0.7710464000701904
140.0,16.0,0.24968409538269043,0.24278847873210907,0.029213611036539078,0.007722935173660517,0.7614527344703674
140.0,20.0,0.18404588103294373,0.18688000738620758,0.03047098033130169,0.007750895339995623,0.767910897731781
140.0,24.0,0.1408606916666031,0.15128768980503082,0.02285856381058693,0.010943100787699223,0.767536461353302
140.0,28.0,0.08349474519491196,0.17129819095134735,0.0024872482754290104,0.011153044179081917,0.7691807150840759
140.0,32.0,0.06115243211388588,0.1594376415014267,-0.031744036823511124,0.0019158967770636082,0.7807195782661438
140.0,36.0,0.10413188487291336,0.14028294384479523,0.03204762563109398,0.0016991085140034556,0.7272162437438965
140.0,40.0,0.113542340695858,0.1634991616010666,0.02583928219974041,-0.004033622331917286,0.7308270335197449
140.0,44.0,0.13577093183994293,0.2202422171831131,-0.02186608500778675,0.017248334363102913,0.7307814359664917
140.0,48.0,0.1258053481578827,0.22891655564308167,-0.018840450793504715,0.009295579977333546,0.7526656985282898
140.0,52.0,0.09790311008691788,0.18185225129127502,-0.0031997121404856443,-0.010180087760090828,0.739940345287323
140.0,56.0,0.08722491562366486,0.1193973571062088,-0.02913818694651127,0.007016015239059925,0.7257760763168335
140.0,60.0,0.10847359150648117,0.09081549197435379,-0.02013752982020378,0.012477623298764229,0.7437010407447815
140.0,64.0,0.11518899351358414,0.10072300583124161,0.050583332777023315,0.03360221907496452,0.7493541240692139
140.0,68.0,0.09078288078308105,0.1066415011882782,0.04871700331568718,0.02752097137272358,0.7427900433540344
140.0,72.0,0.13164736330509186,0.13994601368904114,-0.02694615162909031,-0.018186500295996666,0.7611898183822632
140.0,76.0,0.1764150857925415,0.20466913282871246,-0.01032881997525692,-0.11427532881498337,0.7709121704101562
140.0,80.0,0.2421777993440628,0.18271131813526154,0.019770992919802666,-0.11942420154809952,0.7664669156074524
140.0,84.0,0.18411804735660553,0.180181622505188,0.016373319551348686,-0.05641854554414749,0.7417850494384766
140.0,88.0,0.12987977266311646,0.24267758429050446,0.009991258382797241,-0.10501366853713989,0.7624074220657349
140.0,92.0,0.20480674505233765,0.2137610763311386,0.019845405593514442,-0.0838150903582573,0.7839945554733276
140.0,96.0,0.161897674202919,0.12523573637008667,0.01660097762942314,-0.021831737831234932,0.756688117980957
140.0,100.0,0.14071717858314514,0.2056761085987091,-0.00790673028677702,0.10728985071182251,0.755969762802124
140.0,104.0,0.1696234792470932,0.23482516407966614,-0.039929382503032684,-0.0008021224057301879,0.8070720434188843
140.0,108.0,0.08818663656711578,0.29986414313316345,-0.006382918916642666,-0.04317772015929222,0.8208750486373901
140.0,112.0,0.12897001206874847,0.3401758372783661,0.08520644158124924,0.0501740463078022,0.7494188547134399
140.0,116.0,0.37196701765060425,0.4364185929298401,0.06005994975566864,0.11378847807645798,0.8045717477798462
140.0,120.0,0.5622392892837524,0.5737259984016418,0.05498166382312775,0.11642173677682877,0.8084874153137207
140.0,124.0,0.7469091415405273,0.552191436290741,-0.0773836150765419,0.027229364961385727,0.8112739324569702
140.0,128.0,0.49223950505256653,0.24385014176368713,-0.09194957464933395,-0.10794813185930252,0.8293754458427429
140.0,132.0,0.02645929902791977,0.013972197659313679,-0.07610940933227539,-0.03039712831377983,0.7940155863761902
140.0,136.0,0.03514759987592697,-0.03970254585146904,0.05842151865363121,0.12421218305826187,0.8040591478347778
140.0,140.0,0.11638099700212479,-0.02625248394906521,-0.021404901519417763,0.041058123111724854,0.811809778213501
140.0,144.0,-0.06916273385286331,-0.06257655471563339,0.035786934196949005,-0.052816107869148254,0.8085220456123352
140.0,148.0,-0.24587465822696686,-0.13917087018489838,0.07096102088689804,-0.0020973950158804655,0.80428546667099
140.0,152.0,-0.2374667525291443,-0.2060328871011734,0.05050351470708847,0.033616241067647934,0.7729994654655457
140.0,156.0,-0.24739547073841095,-0.2621347904205322,-0.0038497878704220057,0.016393251717090607,0.7596580386161804
140.0,160.0,-0.277554452419281,-0.2758943736553192,-0.0634220764040947,0.045500412583351135,0.7512291073799133
140.0,164.0,-0.20842935144901276,-0.3034740388393402,-0.04185568541288376,-0.024135714396834373,0.7831960320472717
140.0,168.0,-0.2106851488351822,-0.27551549673080444,-0.04578615725040436,-0.02640494890511036,0.7615292072296143
140.0,172.0,-0.29464149475097656,-0.29660436511039734,-0.029481802135705948,-0.07678325474262238,0.7728061079978943
140.0,176.0,-0.4254576861858368,-0.41705769300460815,0.1376737803220749,-0.0015654494054615498,0.7660696506500244
140.0,180.0,-0.33079299330711365,-0.32064756751060486,0.05998324230313301,0.0032735313288867474,0.7744072079658508
140.0,184.0,-0.3108964264392853,-0.22958417236804962,0.04367239028215408,-0.09461234509944916,0.7831375002861023
140.0,188.0,-0.13609758019447327,-0.07005143910646439,0.051235735416412354,-0.14303375780582428,0.7906288504600525
140.0,192.0,0.047384049743413925,0.2008170336484909,0.14916005730628967,-0.009763543494045734,0.7918960452079773
140.0,196.0,-0.03382972627878189,0.26702284812927246,0.13893479108810425,0.010041510686278343,0.7815998196601868
140.0,200.0,-0.18492287397384644,0.023417921736836433,0.10944144427776337,-0.07569102942943573,0.760649561882019
140.0,204.0,-0.2830184996128082,-0.1203879565000534,0.06268206983804703,-0.04434862732887268,0.7345988154411316
140.0,208.0,-0.24338461458683014,-0.09544362872838974,0.013103394769132137,-0.0716937929391861,0.719388484954834
140.0,212.0,-0.015103008598089218,-0.17652203142642975,-0.0737021192908287,-0.028980892151594162,0.7327965497970581
140.0,216.0,-0.07585593312978745,-0.13986147940158844,-0.018877698108553886,-0.03515138477087021,0.7590158581733704
140.0,220.0,-0.031170036643743515,-0.1845753788948059,-0.09994945675134659,0.013152928091585636,0.7401674389839172
140.0,224.0,-0.31059467792510986,-0.3685648441314697,0.09061712771654129,0.0370473675429821,0.7590400576591492
140.0,228.0,-0.2842693030834198,-0.4058806598186493,-0.015740759670734406,0.05111272260546684,0.7306459546089172
140.0,232.0,-0.12721818685531616,-0.1564621776342392,-0.04037148877978325,-0.12285839021205902,0.7538827061653137
140.0,236.0,-0.13308407366275787,0.09334175288677216,0.06679140776395798,-0.10352186858654022,0.7064518332481384
140.0,240.0,0.034723587334156036,-0.10668390244245529,0.025399325415492058,-0.06862721592187881,0.72370445728302
140.0,244.0,-0.2687210142612457,-0.09420321136713028,0.02056838572025299,-0.03419579565525055,0.7199472188949585
140.0,248.0,0.10641702264547348,-0.097997285425663,-0.0077136605978012085,0.0017948391614481807,0.7151880264282227
140.0,252.0,-0.02938535064458847,-0.017707081511616707,0.0945909395813942,-0.010228162631392479,0.7391040325164795
140.0,256.0,-0.18775112926959991,-0.14211679995059967,0.04739393666386604,-0.10453352332115173,0.7516200542449951
140.0,260.0,-0.04651067778468132,-0.23705996572971344,-0.09201899915933609,0.002750715706497431,0.7232573628425598
140.0,264.0,-0.03682778403162956,-0.2097906768321991,-0.044653747230768204,0.05383509770035744,0.7349182963371277
140.0,268.0,-0.038916412740945816,-0.16725538671016693,-0.04848451539874077,-0.010169514454901218,0.7468855977058411
140.0,272.0,-0.14775598049163818,-0.16721419990062714,0.009285868145525455,-0.03706055134534836,0.7452709674835205
140.0,276.0,-0.20725484192371368,-0.23962873220443726,0.013701963238418102,-0.06786303222179413,0.7451415061950684
140.0,280.0,-0.17644287645816803,-0.17504411935806274,-0.03872797638177872,-0.04541001841425896,0.7227792143821716
140.0,284.0,-0.1783498078584671,-0.22426548600196838,-0.03351302817463875,0.008197123184800148,0.7163158059120178
140.0,288.0,-0.17650087177753448,-0.19478750228881836,-0.062387801706790924,-0.010199280455708504,0.7134539484977722
140.0,292.0,-0.1471560299396515,-0.12794548273086548,0.007581430487334728,-0.03641924262046814,0.7646558880805969
140.0,296.0,-0.2148597538471222,-0.14082013070583344,0.0633152574300766,-0.02945953793823719,0.7734265327453613
140.0,300.0,0.04180947691202164,-0.16910700500011444,-0.048650819808244705,-0.03909163549542427,0.7527773976325989
140.0,304.0,-0.05453813448548317,-0.11675398051738739,-0.055736225098371506,-0.015247942879796028,0.774766743183136
140.0,308.0,-0.061736371368169785,-0.10052793473005295,-0.1304977536201477,0.016553319990634918,0.7788790464401245
140.0,312.0,-0.2285548746585846,-0.15827016532421112,-0.03719198331236839,-0.004432525020092726,0.7602044343948364
140.0,316.0,-0.3385445475578308,-0.1548611968755722,-0.00670947739854455,-0.07731092721223831,0.7674731016159058
140.0,320.0,-0.23575793206691742,-0.15904121100902557,0.08126748353242874,-0.07082133740186691,0.7789130806922913
140.0,324.0,0.059159498661756516,-0.053520068526268005,0.1262693852186203,-0.009222198277711868,0.8054254055023193
140.0,328.0,0.058730438351631165,0.14174452424049377,0.09558625519275665,0.0669984370470047,0.8122585415840149
140.0,332.0,0.22263287007808685,0.34632086753845215,-0.010969951748847961,-0.013217803090810776,0.8000940084457397
140.0,336.0,0.5717678070068359,0.344957172870636,-0.06192462146282196,-0.09009720385074615,0.7766464352607727
140.0,340.0,0.16898897290229797,0.15189777314662933,-0.04714563861489296,-0.059662237763404846,0.7580971121788025
140.0,344.0,0.3220597207546234,0.34074413776397705,-0.14434024691581726,0.039735499769449234,0.7698310017585754
140.0,348.0,0.17670154571533203,0.2908184826374054,0.044250015169382095,0.017909398302435875,0.7561778426170349
140.0,352.0,0.3425917625427246,0.17413808405399323,-0.056000396609306335,-0.022547142580151558,0.7590913772583008
140.0,356.0,0.31312301754951477,0.15917912125587463,-0.07110895961523056,0.0696210190653801,0.7523350119590759
140.0,360.0,0.2930534780025482,0.12951894104480743,-0.09715809673070908,0.09609393030405045,0.7211112380027771
140.0,364.0,0.13745121657848358,0.11461731046438217,0.01604037545621395,0.08474422991275787,0.7626213431358337
140.0,368.0,-0.05295988544821739,0.12133537977933884,0.027683863416314125,0.1048591211438179,0.7519603371620178
140.0,372.0,-0.13192547857761383,0.07732871174812317,-0.027698786929249763,0.023500898852944374,0.7342856526374817
140.0,376.0,0.15860436856746674,0.030041880905628204,-0.21256045997142792,-0.15924575924873352,0.7876551151275635
140.0,380.0,0.164587140083313,0.3608004152774811,0.02727651037275791,-0.016753822565078735,0.8024523854255676
140.0,384.0,-0.2027633935213089,0.032176267355680466,0.1374194473028183,0.04651790112257004,0.7749962210655212
140.0,388.0,0.019440123811364174,-0.02279067598283291,0.004051046911627054,0.04133510962128639,0.7452486753463745
140.0,392.0,-0.07456029206514359,-0.035278309136629105,0.1779753416776657,-0.14999604225158691,0.7787183523178101
140.0,396.0,-0.07241525501012802,-0.09316539019346237,0.059894852340221405,0.10474799573421478,0.7415046095848083
140.0,400.0,0.2067951112985611,-0.1265232115983963,-0.1619303673505783,0.08130665868520737,0.7408513426780701
140.0,404.0,0.016377335414290428,-0.10227863490581512,-0.033728860318660736,-0.03917701914906502,0.7542827129364014
140.0,408.0,-0.18762151896953583,-0.14618289470672607,0.07261504977941513,0.023288484662771225,0.7300251126289368
140.0,412.0,-0.2820085883140564,-0.1764994114637375,0.035139672458171844,0.0016720310086384416,0.7441259026527405
140.0,416.0,-0.3268386721611023,-0.2866700291633606,0.020709576085209846,0.03024235926568508,0.7458864450454712
140.0,420.0,-0.3732440173625946,-0.3303590714931488,0.03172287344932556,-0.012945783324539661,0.7298557162284851
140.0,424.0,-0.35000377893447876,-0.23834291100502014,0.010067419148981571,-0.0077680135145783424,0.7350107431411743
140.0,428.0,-0.32126760482788086,-0.2449939250946045,-0.009991437196731567,-0.016247181221842766,0.7267550230026245
140.0,432.0,-0.27869972586631775,-0.237460657954216,0.006384747102856636,-0.07024495303630829,0.736492395401001
140.0,436.0,-0.24743355810642242,-0.18537627160549164,0.06720753759145737,-0.12573309242725372,0.7630220651626587
140.0,440.0,-0.176900252699852,-0.05579952523112297,0.09355255961418152,-0.06291752308607101,0.7726984620094299
140.0,444.0,-0.02383909560739994,-0.007656893227249384,0.002309937495738268,0.04367341101169586,0.7640131711959839
140.0,448.0,0.1598181128501892,-0.023448867723345757,-0.13826052844524384,0.028191393241286278,0.7385835647583008
140.0,452.0,0.13282066583633423,-0.01639903336763382,-0.1298401802778244,-0.030761541798710823,0.7596786618232727
140.0,456.0,-0.039107732474803925,-0.04782905429601669,-0.009248495101928711,-0.010714386589825153,0.7735925912857056
140.0,460.0,-0.09346119314432144,-0.08643880486488342,0.03565794229507446,0.00994440820068121,0.7712051868438721
140.0,464.0,-0.2072315812110901,-0.11916100978851318,0.10296637564897537,-0.010154892690479755,0.768368124961853
140.0,468.0,-0.24640175700187683,-0.15997466444969177,0.07136469334363937,-0.058161601424217224,0.7735810279846191
140.0,472.0,-0.08825468271970749,-0.16633038222789764,0.0430573970079422,-0.05043803155422211,0.7897880673408508
140.0,476.0,-0.10950694233179092,-0.14016565680503845,0.0709996297955513,0.027559183537960052,0.7716407179832458
140.0,480.0,-0.1813252717256546,-0.1443292498588562,0.06331343948841095,0.041214391589164734,0.756112813949585
140.0,484.0,-0.23629575967788696,-0.14872433245182037,0.08927316963672638,0.010887544602155685,0.7574535012245178
140.0,488.0,-0.2706047296524048,-0.17156347632408142,0.09855831414461136,-0.021912533789873123,0.7575733065605164
140.0,492.0,-0.2665763795375824,-0.18951231241226196,0.050525449216365814,-0.07781663537025452,0.7270190119743347
140.0,496.0,-0.24452316761016846,-0.20274131000041962,0.035913873463869095,-0.06897512823343277,0.7776179313659668
140.0,500.0,-0.2574383020401001,-0.2347293198108673,0.05131276324391365,0.02012203074991703,0.7818838357925415
140.0,504.0,-0.2981910705566406,-0.2575959861278534,0.02483556978404522,-0.007504951674491167,0.7749538421630859
140.0,508.0,-0.2725082039833069,-0.42313504219055176,-0.008035066537559032,0.24182714521884918,0.7733874917030334
144.0,0.0,0.1318250298500061,-0.24150002002716064,0.0007584380218759179,-0.0817909836769104,0.7887501120567322
144.0,4.0,0.11725978553295135,-0.016378194093704224,-0.003120287787169218,-0.029146529734134674,0.763963520526886
144.0,8.0,0.1557035893201828,0.2321496605873108,-0.04940970242023468,0.002104712650179863,0.7729908227920532
144.0,12.0,0.2588062584400177,0.2797705829143524,-0.07279734313488007,0.04771806299686432,0.7810937166213989
144.0,16.0,0.2803654372692108,0.23202835023403168,-0.06331516802310944,0.08513685315847397,0.7776551246643066
144.0,20.0,0.2087840586900711,0.18747596442699432,-0.0074005164206027985,0.08168639987707138,0.7684404253959656
144.0,24.0,0.13266555964946747,0.16736693680286407,0.017223892733454704,0.035900816321372986,0.7540971636772156
144.0,28.0,0.06654331088066101,0.17118792235851288,-0.007814152166247368,0.007100904826074839,0.7749683856964111
144.0,32.0,0.05799131840467453,0.13835245370864868,-0.018410220742225647,-0.014301792718470097,0.7782807350158691
144.0,36.0,0.08784226328134537,0.09404085576534271,0.00858368445187807,-0.027773331850767136,0.7322402000427246
144.0,40.0,0.09746800363063812,0.11713635921478271,0.04177660495042801,-0.011910604313015938,0.7232836484909058
144.0,44.0,0.1158856451511383,0.1619560867547989,0.028283214196562767,0.008525194600224495,0.7246111631393433
144.0,48.0,0.14646820724010468,0.17539842426776886,0.01526440680027008,0.03335455805063248,0.7207840085029602
144.0,52.0,0.16586148738861084,0.16597284376621246,0.022123906761407852,0.04098322615027428,0.7327781319618225
144.0,56.0,0.15253625810146332,0.13509370386600494,0.034711793065071106,0.05038373917341232,0.7680965662002563
144.0,60.0,0.14070138335227966,0.11963890492916107,0.024097593501210213,0.03960147872567177,0.7840451598167419
144.0,64.0,0.16046880185604095,0.15624204277992249,-0.04141388460993767,0.06275993585586548,0.7803831696510315
144.0,68.0,0.1706525683403015,0.1669590324163437,-0.049806393682956696,0.05855310708284378,0.774054765701294
144.0,72.0,0.12911880016326904,0.15037699043750763,-0.011093266308307648,-0.02427821047604084,0.757587730884552
144.0,76.0,0.14268097281455994,0.15300516784191132,0.011526839807629585,-0.10067624598741531,0.780143141746521
