mouse_id,virus,tiempo,inyeccion,ingesta_g,dieta,region_aav
M2A,AAV-hGlp1r,4 hour,Vehicle,1.9,HFD,Hypothalamus
517,AAV-hGlp1r,1 hour,Danuglipron,0.5,HFD,DMH
517,AAV-hGlp1r,2 hour,Danuglipron,1.0,HFD,DMH
517,AAV-hGlp1r,4 hour,Danuglipron,1.5,HFD,DMH
627,AAV-hGlp1r,1 hour,Danuglipron,0.3000000000000002,HFD,DMH
627,AAV-hGlp1r,2 hour,Danuglipron,0.5,HFD,DMH
627,AAV-hGlp1r,4 hour,Danuglipron,1.0,HFD,DMH
628,AAV-hGlp1r,1 hour,Danuglipron,0.2999999999999998,HFD,DMH
628,AAV-hGlp1r,2 hour,Danuglipron,0.8999999999999999,HFD,DMH
628,AAV-hGlp1r,4 hour,Danuglipron,1.4,HFD,DMH
4561,AAV-hGlp1r,1 hour,Danuglipron,0.7000000000000002,HFD,DMH
4561,AAV-hGlp1r,2 hour,Danuglipron,0.9000000000000004,HFD,DMH
4561,AAV-hGlp1r,4 hour,Danuglipron,1.3000000000000005,HFD,DMH
4562,AAV-hGlp1r,1 hour,Danuglipron,0.3000000000000002,HFD,DMH
4562,AAV-hGlp1r,2 hour,Danuglipron,1.1,HFD,DMH
4562,AAV-hGlp1r,4 hour,Danuglipron,1.5,HFD,DMH
4563,AAV-hGlp1r,1 hour,Danuglipron,1.0,HFD,DMH
4563,AAV-hGlp1r,2 hour,Danuglipron,1.6,HFD,DMH
4563,AAV-hGlp1r,4 hour,Danuglipron,2.4000000000000004,HFD,DMH
4564,AAV-hGlp1r,1 hour,Danuglipron,0.8999999999999999,HFD,DMH
4564,AAV-hGlp1r,2 hour,Danuglipron,0.8999999999999999,HFD,DMH
4564,AAV-hGlp1r,4 hour,Danuglipron,1.5,HFD,DMH
517,AAV-hGlp1r,1 hour,Vehicle,0.5,HFD,DMH
517,AAV-hGlp1r,2 hour,Vehicle,1.0,HFD,DMH
517,AAV-hGlp1r,4 hour,Vehicle,1.4,HFD,DMH
627,AAV-hGlp1r,1 hour,Vehicle,0.3000000000000002,HFD,DMH
627,AAV-hGlp1r,2 hour,Vehicle,0.5,HFD,DMH
627,AAV-hGlp1r,4 hour,Vehicle,0.8000000000000003,HFD,DMH
628,AAV-hGlp1r,1 hour,Vehicle,0.3999999999999999,HFD,DMH
628,AAV-hGlp1r,2 hour,Vehicle,0.5,HFD,DMH
628,AAV-hGlp1r,4 hour,Vehicle,1.4,HFD,DMH
4561,AAV-hGlp1r,1 hour,Vehicle,0.7999999999999998,HFD,DMH
4561,AAV-hGlp1r,2 hour,Vehicle,1.2999999999999998,HFD,DMH
4561,AAV-hGlp1r,4 hour,Vehicle,1.6999999999999995,HFD,DMH
4562,AAV-hGlp1r,1 hour,Vehicle,0.7000000000000002,HFD,DMH
4562,AAV-hGlp1r,2 hour,Vehicle,1.3000000000000005,HFD,DMH
4562,AAV-hGlp1r,4 hour,Vehicle,2.0,HFD,DMH
4563,AAV-hGlp1r,1 hour,Vehicle,2.0,HFD,DMH
4563,AAV-hGlp1r,2 hour,Vehicle,2.2,HFD,DMH
4563,AAV-hGlp1r,4 hour,Vehicle,2.7,HFD,DMH
4564,AAV-hGlp1r,1 hour,Vehicle,0.7999999999999998,HFD,DMH
4564,AAV-hGlp1r,2 hour,Vehicle,0.8999999999999999,HFD,DMH
4564,AAV-hGlp1r,4 hour,Vehicle,2.1,HFD,DMH
802,AAV-hGlp1r,4 hour,Danuglipron,2.0,HFD,NTS/AP
802,AAV-hGlp1r,1 hour,Danuglipron,0.6000000000000001,HFD,NTS/AP
802,AAV-hGlp1r,2 hour,Danuglipron,1.1,HFD,NTS/AP
803,AAV-hGlp1r,4 hour,Danuglipron,0.7999999999999998,HFD,NTS/AP
803,AAV-hGlp1r,1 hour,Danuglipron,0.7999999999999998,HFD,NTS/AP
803,AAV-hGlp1r,2 hour,Danuglipron,0.7999999999999998,HFD,NTS/AP
805,AAV-hGlp1r,4 hour,Danuglipron,1.4,HFD,NTS/AP
805,AAV-hGlp1r,1 hour,Danuglipron,0.6999999999999997,HFD,NTS/AP
805,AAV-hGlp1r,2 hour,Danuglipron,0.6999999999999997,HFD,NTS/AP
806,AAV-hGlp1r,4 hour,Danuglipron,1.6,HFD,NTS/AP
806,AAV-hGlp1r,1 hour,Danuglipron,0.3999999999999999,HFD,NTS/AP
806,AAV-hGlp1r,2 hour,Danuglipron,0.6000000000000001,HFD,NTS/AP
807,AAV-hGlp1r,4 hour,Danuglipron,1.5,HFD,NTS/AP
807,AAV-hGlp1r,1 hour,Danuglipron,0.8999999999999999,HFD,NTS/AP
807,AAV-hGlp1r,2 hour,Danuglipron,0.8999999999999999,HFD,NTS/AP
839,AAV-hGlp1r,4 hour,Danuglipron,1.6,HFD,NTS/AP
839,AAV-hGlp1r,1 hour,Danuglipron,0.3999999999999999,HFD,NTS/AP
839,AAV-hGlp1r,2 hour,Danuglipron,0.7999999999999998,HFD,NTS/AP
802,AAV-hGlp1r,1 hour,Vehicle,1.2000000000000002,HFD,NTS/AP
802,AAV-hGlp1r,2 hour,Vehicle,1.7,HFD,NTS/AP
802,AAV-hGlp1r,4 hour,Vehicle,2.7,HFD,NTS/AP
803,AAV-hGlp1r,1 hour,Vehicle,0.7999999999999998,HFD,NTS/AP
803,AAV-hGlp1r,2 hour,Vehicle,0.8999999999999995,HFD,NTS/AP
803,AAV-hGlp1r,4 hour,Vehicle,2.1,HFD,NTS/AP
805,AAV-hGlp1r,1 hour,Vehicle,1.1,HFD,NTS/AP
805,AAV-hGlp1r,2 hour,Vehicle,1.5,HFD,NTS/AP
805,AAV-hGlp1r,4 hour,Vehicle,2.0,HFD,NTS/AP
806,AAV-hGlp1r,1 hour,Vehicle,1.0,HFD,NTS/AP
806,AAV-hGlp1r,2 hour,Vehicle,1.2999999999999998,HFD,NTS/AP
806,AAV-hGlp1r,4 hour,Vehicle,2.1,HFD,NTS/AP
807,AAV-hGlp1r,1 hour,Vehicle,0.9000000000000004,HFD,NTS/AP
807,AAV-hGlp1r,2 hour,Vehicle,1.2000000000000002,HFD,NTS/AP
807,AAV-hGlp1r,4 hour,Vehicle,2.3000000000000003,HFD,NTS/AP
839,AAV-hGlp1r,1 hour,Vehicle,0.8000000000000003,HFD,NTS/AP
839,AAV-hGlp1r,2 hour,Vehicle,1.3000000000000005,HFD,NTS/AP
839,AAV-hGlp1r,4 hour,Vehicle,1.9,HFD,NTS/AP
481,AAV-hGlp1r,1 hour,Danuglipron,0.7000000000000002,HFD,CeA
481,AAV-hGlp1r,2 hour,Danuglipron,1.1,HFD,CeA
481,AAV-hGlp1r,4 hour,Danuglipron,2.0,HFD,CeA
482,AAV-hGlp1r,1 hour,Danuglipron,0.3999999999999999,HFD,CeA
482,AAV-hGlp1r,2 hour,Danuglipron,0.8999999999999999,HFD,CeA
482,AAV-hGlp1r,4 hour,Danuglipron,1.4,HFD,CeA
483,AAV-hGlp1r,1 hour,Danuglipron,0.7000000000000002,HFD,CeA
483,AAV-hGlp1r,2 hour,Danuglipron,0.7999999999999998,HFD,CeA
483,AAV-hGlp1r,4 hour,Danuglipron,1.2000000000000002,HFD,CeA
516,AAV-hGlp1r,4 hour,Danuglipron,1.0,HFD,CeA
516,AAV-hGlp1r,1 hour,Danuglipron,0.2999999999999998,HFD,CeA
516,AAV-hGlp1r,2 hour,Danuglipron,0.6999999999999997,HFD,CeA
520,AAV-hGlp1r,4 hour,Danuglipron,1.0,HFD,CeA
520,AAV-hGlp1r,1 hour,Danuglipron,0.1999999999999997,HFD,CeA
520,AAV-hGlp1r,2 hour,Danuglipron,0.5,HFD,CeA
857,AAV-hGlp1r,1 hour,Danuglipron,0.3000000000000002,HFD,CeA
857,AAV-hGlp1r,2 hour,Danuglipron,0.6000000000000001,HFD,CeA
857,AAV-hGlp1r,4 hour,Danuglipron,1.0000000000000002,HFD,CeA
923,AAV-hGlp1r,4 hour,Danuglipron,1.4,HFD,CeA
923,AAV-hGlp1r,1 hour,Danuglipron,0.6000000000000001,HFD,CeA
923,AAV-hGlp1r,2 hour,Danuglipron,1.0,HFD,CeA
4553,AAV-hGlp1r,4 hour,Danuglipron,1.6,HFD,CeA
4553,AAV-hGlp1r,1 hour,Danuglipron,0.7999999999999998,HFD,CeA
4566,AAV-hGlp1r,4 hour,Danuglipron,2.2,HFD,CeA
4566,AAV-hGlp1r,1 hour,Danuglipron,0.8999999999999999,HFD,CeA
4566,AAV-hGlp1r,2 hour,Danuglipron,1.0,HFD,CeA
481,AAV-hGlp1r,1 hour,Vehicle,1.4,HFD,CeA
481,AAV-hGlp1r,2 hour,Vehicle,1.6,HFD,CeA
481,AAV-hGlp1r,4 hour,Vehicle,2.8,HFD,CeA
482,AAV-hGlp1r,1 hour,Vehicle,1.0,HFD,CeA
482,AAV-hGlp1r,2 hour,Vehicle,1.2000000000000002,HFD,CeA
482,AAV-hGlp1r,4 hour,Vehicle,1.8000000000000005,HFD,CeA
483,AAV-hGlp1r,1 hour,Vehicle,1.1,HFD,CeA
483,AAV-hGlp1r,2 hour,Vehicle,1.4,HFD,CeA
483,AAV-hGlp1r,4 hour,Vehicle,1.8,HFD,CeA
516,AAV-hGlp1r,4 hour,Vehicle,1.7000000000000002,HFD,CeA
516,AAV-hGlp1r,1 hour,Vehicle,0.6000000000000001,HFD,CeA
516,AAV-hGlp1r,2 hour,Vehicle,0.9000000000000004,HFD,CeA
520,AAV-hGlp1r,4 hour,Vehicle,1.7,HFD,CeA
520,AAV-hGlp1r,1 hour,Vehicle,0.5,HFD,CeA
520,AAV-hGlp1r,2 hour,Vehicle,0.5,HFD,CeA
857,AAV-hGlp1r,1 hour,Vehicle,1.0999999999999996,HFD,CeA
857,AAV-hGlp1r,2 hour,Vehicle,1.4,HFD,CeA
857,AAV-hGlp1r,4 hour,Vehicle,2.2,HFD,CeA
923,AAV-hGlp1r,4 hour,Vehicle,1.4,HFD,CeA
923,AAV-hGlp1r,1 hour,Vehicle,0.7999999999999998,HFD,CeA
923,AAV-hGlp1r,2 hour,Vehicle,0.7999999999999998,HFD,CeA
4553,AAV-hGlp1r,4 hour,Vehicle,1.5,HFD,CeA
4553,AAV-hGlp1r,1 hour,Vehicle,0.8999999999999999,HFD,CeA
4553,AAV-hGlp1r,2 hour,Vehicle,0.8999999999999999,HFD,CeA
4566,AAV-hGlp1r,4 hour,Vehicle,1.4999999999999998,HFD,CeA
4566,AAV-hGlp1r,1 hour,Vehicle,1.1999999999999995,HFD,CeA
4566,AAV-hGlp1r,2 hour,Vehicle,1.4999999999999998,HFD,CeA
