site_code,lat,lon,proteccion,proteccion_detallada,edad_mpa,biomasa_piscivoros,riqueza_peces
CS132,-16.93157,149.99043,protección total,total (grande y antigua),31.0,0.3934870082612146,-0.0814770981513299
CS132,-16.93157,149.99043,protección total,total (grande y antigua),31.0,0.10214242431243248,0.37661594694082073
CS132,-16.93157,149.99043,protección total,total (grande y antigua),31.0,0.3014265758258385,0.7201857307599338
CS133,-16.93318,149.99036,protección total,total (grande y antigua),31.0,0.7995094966561748,1.149647960533825
CS134,-16.9366,150.00092,protección total,total (grande y antigua),31.0,-2.1449020939831964,-0.7972474811078153
CS134,-16.9366,150.00092,protección total,total (grande y antigua),31.0,-0.015808706200287584,-0.024215467514811077
CS134,-16.9366,150.00092,protección total,total (grande y antigua),31.0,0.16547871870100528,-0.711355035153037
CS136,-16.60686,150.32983000000002,protección total,total (grande y antigua),31.0,0.4430066361979083,0.9206014379877496
CS137,-16.598370000000003,150.33033,protección total,total (grande y antigua),31.0,-0.1933515208719268,-0.052846282833070496
CS138,-16.5971,150.34097,protección total,total (grande y antigua),31.0,-0.1764830928545396,0.0044153478034483365
CS139,-16.53378,150.26845,protección total,total (grande y antigua),31.0,0.9927232272673827,1.0351246992607872
CS139,-16.53378,150.26845,protección total,total (grande y antigua),31.0,0.917321463900538,0.949232253306009
CS139,-16.53378,150.26845,protección total,total (grande y antigua),31.0,0.3084572069781887,0.34798513162256134
CS14,-16.93573,149.99411,protección total,total (grande y antigua),30.0,0.49779432821796243,1.0351246992607872
CS14,-16.93573,149.99411,protección total,total (grande y antigua),30.0,-2.4821733557870593,-0.2532619900608864
CS14,-16.93573,149.99411,protección total,total (grande y antigua),30.0,0.41795819380851845,0.6629241001234149
CS140,-16.530910000000002,150.26973,protección total,total (grande y antigua),31.0,0.9495137106462458,1.5504793749894568
CS140,-16.530910000000002,150.26973,protección total,total (grande y antigua),31.0,0.8573300979055399,1.006493883942528
CS140,-16.530910000000002,150.26973,protección total,total (grande y antigua),31.0,0.5696818350807914,0.40524676225908013
CS141,-16.520970000000002,150.27712,protección total,total (grande y antigua),31.0,0.6976210475158022,0.7201857307599338
CS141,-16.520970000000002,150.27712,protección total,total (grande y antigua),31.0,0.15516086408416388,0.7488165460781931
CS141,-16.520970000000002,150.27712,protección total,total (grande y antigua),31.0,-2.4821733557870593,0.7488165460781931
CS142,-16.29778,149.95966,sin protección,sin protección,-5.0,-0.05669908033063418,0.34798513162256134
CS143,-16.29907,149.96294,sin protección,sin protección,-5.0,0.16702956718078432,0.4338775775773396
CS143,-16.29907,149.96294,sin protección,sin protección,-5.0,-0.0628005080509149,0.6056624694868961
CS143,-16.29907,149.96294,sin protección,sin protección,-5.0,-0.2316670224476274,0.34798513162256134
CS144,-16.28601,149.95958000000002,sin protección,sin protección,-5.0,0.7070486737625419,0.5197700235321178
CS145,-16.2927,149.96138,sin protección,sin protección,-5.0,0.5740823167127554,0.7488165460781931
CS145,-16.2927,149.96138,sin protección,sin protección,-5.0,0.0745180834079469,0.8919706226694902
CS145,-16.2927,149.96138,sin protección,sin protección,-5.0,-0.1436261252933754,0.6342932848051555
CS146,-16.49974,147.84345,sin protección,sin protección,-5.0,0.400106855611315,0.6915549154416742
CS146,-16.49974,147.84345,sin protección,sin protección,-5.0,1.0220968264997359,1.636371820944235
CS146,-16.49974,147.84345,sin protección,sin protección,-5.0,-2.4821733557870593,0.118938609076486
CS147,-16.51274,147.84033,sin protección,sin protección,-5.0,0.8418498343393422,1.7222642668990131
CS148,-16.508129999999998,147.84016,sin protección,sin protección,-5.0,0.10914185785719088,0.7774473613964525
CS148,-16.508129999999998,147.84016,sin protección,sin protección,-5.0,0.7430985361376059,0.8347089920329713
CS148,-16.508129999999998,147.84016,sin protección,sin protección,-5.0,0.5902088900690934,0.118938609076486
CS149,-16.50487,147.84136999999998,sin protección,sin protección,-5.0,0.030513310737436045,0.7488165460781931
CS149,-16.50487,147.84136999999998,sin protección,sin protección,-5.0,0.2165394386004839,1.6650026362624943
CS149,-16.50487,147.84136999999998,sin protección,sin protección,-5.0,0.48371155654927334,0.6629241001234149
CS15,-16.92247,150.00647,protección total,total (grande y antigua),30.0,0.40875612366653896,0.49113920821385837
CS15,-16.92247,150.00647,protección total,total (grande y antigua),30.0,-2.4821733557870593,0.118938609076486
CS150,-16.49493,147.84932,sin protección,sin protección,-5.0,0.9162264339049664,1.0637555145790467
CS150,-16.49493,147.84932,sin protección,sin protección,-5.0,0.29463057535641357,0.8633398073512307
CS150,-16.49493,147.84932,sin protección,sin protección,-5.0,0.16312666465790185,0.23346187034952365
CS151,-16.475920000000002,147.86608,sin protección,sin protección,-5.0,0.2730289643670457,1.235540406488603
CS151,-16.475920000000002,147.86608,sin protección,sin protección,-5.0,0.38437411869792343,0.9206014379877496
CS152,-16.46823,147.86472,sin protección,sin protección,-5.0,0.20028240455573448,1.5504793749894568
CS152,-16.46823,147.86472,sin protección,sin protección,-5.0,0.23227275358575888,1.5504793749894568
CS153,-13.85535,146.62455,sin protección,sin protección,-5.0,0.7662477845400347,0.7201857307599338
CS153,-13.85535,146.62455,sin protección,sin protección,-5.0,-2.4821733557870593,0.1475694243947454
CS153,-13.85535,146.62455,sin protección,sin protección,-5.0,-2.4821733557870593,0.09030779375822658
CS154,-13.854000000000001,146.6254,sin protección,sin protección,-5.0,-0.9845247578237629,0.5770316541686367
CS154,-13.854000000000001,146.6254,sin protección,sin protección,-5.0,-0.2005075625664685,-0.052846282833070496
CS154,-13.854000000000001,146.6254,sin protección,sin protección,-5.0,-2.4821733557870593,-0.7972474811078153
CS155,-13.8914,146.55312,sin protección,sin protección,-5.0,0.019256569396747147,0.5770316541686367
CS155,-13.8914,146.55312,sin protección,sin protección,-5.0,0.4652480169594509,1.149647960533825
CS155,-13.8914,146.55312,sin protección,sin protección,-5.0,-2.4821733557870593,0.6342932848051555
CS156,-13.88295,146.56243,sin protección,sin protección,-5.0,1.0135275762387288,1.0637555145790467
CS156,-13.88295,146.56243,sin protección,sin protección,-5.0,-2.4821733557870593,0.949232253306009
CS156,-13.88295,146.56243,sin protección,sin protección,-5.0,-0.13636053596448344,0.6056624694868961
CS157,-13.8954,146.5576,sin protección,sin protección,-5.0,-0.4162584478910476,0.8347089920329713
CS159,-13.8527,146.57399999999998,sin protección,sin protección,-5.0,-0.1107647184806038,0.9206014379877496
CS16,-16.92251,150.01143000000002,protección total,total (grande y antigua),30.0,-0.3024527278136401,0.23346187034952365
CS16,-16.92251,150.01143000000002,protección total,total (grande y antigua),30.0,0.9447106170206125,0.7774473613964525
CS17,-16.97162,149.90476,protección total,total (grande y antigua),30.0,0.06837022833796191,0.37661594694082073
CS17,-16.97162,149.90476,protección total,total (grande y antigua),30.0,0.3083575863204792,-0.024215467514811077
CS170,-17.119,152.0003,protección total,total (grande y antigua),31.0,-0.1925813032812872,-0.4823085126069617
CS170,-17.119,152.0003,protección total,total (grande y antigua),31.0,-0.4347261960001749,0.7201857307599338
CS170,-17.119,152.0003,protección total,total (grande y antigua),31.0,-0.030015402219639303,-0.13873872878784874
CS171,-15.48855,147.0903,sin protección,sin protección,-3.0,1.0512612000343546,0.9206014379877496
CS171,-15.48855,147.0903,sin protección,sin protección,-3.0,0.2726042537398274,0.8919706226694902
CS172,-15.482529999999999,147.0993,sin protección,sin protección,-3.0,0.9699032776011807,1.493217744352938
CS172,-15.482529999999999,147.0993,sin protección,sin protección,-3.0,0.48969009075998404,0.9778630686242684
CS172,-15.482529999999999,147.0993,sin protección,sin protección,-3.0,1.146309694249195,0.34798513162256134
CS173,-15.48885,147.10716000000002,sin protección,sin protección,-3.0,0.9224590260613795,1.292802037125122
CS173,-15.48885,147.10716000000002,sin protección,sin protección,-3.0,0.6828526632759823,0.7201857307599338
CS173,-15.48885,147.10716000000002,sin protección,sin protección,-3.0,0.9995487807148042,0.9778630686242684
CS175,-15.4908,147.08723,sin protección,sin protección,-3.0,1.3719309554290204,1.8940491588085697
CS175,-15.4908,147.08723,sin protección,sin protección,-3.0,0.8705299290986611,1.092386329897306
CS175,-15.4908,147.08723,sin protección,sin protección,-3.0,0.9671249808060448,0.06167697843996717
CS176,-15.48135,147.10453,sin protección,sin protección,-3.0,1.2872379208249185,1.5218485596711973
CS176,-15.48135,147.10453,sin protección,sin protección,-3.0,1.1535561964669652,0.8633398073512307
CS176,-15.48135,147.10453,sin protección,sin protección,-3.0,0.340126380994226,0.03304616312170775
CS178,-13.99381,146.69066999999998,sin protección,sin protección,-3.0,-2.4821733557870593,0.5197700235321178
CS178,-13.99381,146.69066999999998,sin protección,sin protección,-3.0,-2.4821733557870593,0.3193543163043019
CS178,-13.99381,146.69066999999998,sin protección,sin protección,-3.0,-2.4821733557870593,0.6342932848051555
CS18,-16.96134,149.90547,protección total,total (grande y antigua),30.0,0.19679060400611428,1.1782787758520843
CS18,-16.96134,149.90547,protección total,total (grande y antigua),30.0,0.6396295400328308,0.37661594694082073
CS184,-13.80117,146.54613,sin protección,sin protección,-3.0,0.8177744505421801,1.149647960533825
CS184,-13.80117,146.54613,sin protección,sin protección,-3.0,0.5311128793325391,1.5218485596711973
CS184,-13.80117,146.54613,sin protección,sin protección,-3.0,0.4598563763018675,0.949232253306009
CS185,-10.44533,144.44918,sin protección,sin protección,-3.0,0.9596026664921581,2.0372032353998666
CS185,-10.44533,144.44918,sin protección,sin protección,-3.0,0.3090521971008385,1.3500636677616409
CS185,-10.44533,144.44918,sin protección,sin protección,-3.0,0.667798889660338,1.149647960533825
CS185,-10.44533,144.44918,sin protección,sin protección,-3.0,0.24485766605780307,0.6629241001234149
CS188,-10.44121,144.43016,sin protección,sin protección,-3.0,0.5609043281836691,0.7488165460781931
CS188,-10.44121,144.43016,sin protección,sin protección,-3.0,0.3405491224143282,0.37661594694082073
CS188,-10.44121,144.43016,sin protección,sin protección,-3.0,0.3834618612420788,1.4645869290346785
CS188,-10.44121,144.43016,sin protección,sin protección,-3.0,0.32907994373332533,1.292802037125122
CS189,-10.44697,144.43347,sin protección,sin protección,-3.0,-0.2185056937775968,1.5504793749894568
CS189,-10.44697,144.43347,sin protección,sin protección,-3.0,0.24379448356059977,0.6915549154416742
CS189,-10.44697,144.43347,sin protección,sin protección,-3.0,-0.3844866418437246,1.4073252983981597
CS189,-10.44697,144.43347,sin protección,sin protección,-3.0,-0.07181851758008502,1.8081567128537914
CS19,-23.25791,155.53659,sin protección,sin protección,-5.0,0.7528917059041004,-0.13873872878784874
CS19,-23.25791,155.53659,sin protección,sin protección,-5.0,-0.630821793820555,-0.31052362069740524
CS191,-10.37448,144.53391000000002,sin protección,sin protección,-3.0,1.0362584230239278,0.9778630686242684
CS191,-10.37448,144.53391000000002,sin protección,sin protección,-3.0,-0.5658300621306637,0.462508392895599
CS191,-10.37448,144.53391000000002,sin protección,sin protección,-3.0,0.04666094261321633,0.26209268566778304
CS191,-10.37448,144.53391000000002,sin protección,sin protección,-3.0,0.16506749268314405,1.3500636677616409
CS192,-10.37655,144.53283000000002,sin protección,sin protección,-3.0,0.6749006086841596,0.6915549154416742
CS192,-10.37655,144.53283000000002,sin protección,sin protección,-3.0,-2.4821733557870593,0.8347089920329713
CS192,-10.37655,144.53283000000002,sin protección,sin protección,-3.0,0.5796151353431499,1.7222642668990131
CS193,-10.03875,144.69198,sin protección,sin protección,-3.0,0.637747163998125,1.0637555145790467
CS193,-10.03875,144.69198,sin protección,sin protección,-3.0,0.04208412781556669,1.579110190307716
CS193,-10.03875,144.69198,sin protección,sin protección,-3.0,0.5116559781134363,2.1517264966729046
CS193,-10.03875,144.69198,sin protección,sin protección,-3.0,0.9171796419253196,1.836787528172051
CS194,-10.034839999999999,144.69893000000002,sin protección,sin protección,-3.0,0.8500951337123231,1.006493883942528
CS194,-10.034839999999999,144.69893000000002,sin protección,sin protección,-3.0,-0.2665981419051931,0.5484008388503773
CS195,-10.21767,144.5954,sin protección,sin protección,-3.0,-0.5651985023687234,2.0085724200816073
CS196,-10.22136,144.59315,sin protección,sin protección,-3.0,0.07482014360915493,0.49113920821385837
CS197,-10.22733,144.58955,sin protección,sin protección,-3.0,0.33030717803520915,0.9778630686242684
CS197,-10.22733,144.58955,sin protección,sin protección,-3.0,-0.06794262411576864,0.949232253306009
CS198,-10.232569999999999,144.58684,sin protección,sin protección,-3.0,-0.5924514261800411,1.6936334515807538
CS198,-10.232569999999999,144.58684,sin protección,sin protección,-3.0,-0.008762695473337176,1.6077410056259755
CS199,-10.14325,144.4407,sin protección,sin protección,-3.0,-1.9704498570030926,1.3500636677616409
CS199,-10.14325,144.4407,sin protección,sin protección,-3.0,0.07461194605549917,1.0351246992607872
CS2,-19.28441,152.21197,sin protección,sin protección,-6.0,0.7503947277833304,0.09030779375822658
CS2,-19.28441,152.21197,sin protección,sin protección,-6.0,0.3474235065916235,0.5770316541686367
CS2,-19.28441,152.21197,sin protección,sin protección,-6.0,-0.7706712759445659,0.5484008388503773
CS2,-19.28441,152.21197,sin protección,sin protección,-6.0,0.0710482306026312,-0.052846282833070496
CS2,-19.28441,152.21197,sin protección,sin protección,-6.0,-2.4821733557870593,0.06167697843996717
CS20,-23.24725,155.53484,sin protección,sin protección,-5.0,0.5533440665572782,0.462508392895599
CS20,-23.24725,155.53484,sin protección,sin protección,-5.0,-0.14016137761566339,0.6915549154416742
CS20,-23.24725,155.53484,sin protección,sin protección,-5.0,-0.4173801798217522,0.17620023971300483
CS200,-10.11558,144.45776999999998,sin protección,sin protección,-3.0,0.16894338083484564,1.3786944830799002
CS200,-10.11558,144.45776999999998,sin protección,sin protección,-3.0,-0.169459236881452,1.4073252983981597
CS200,-10.11558,144.45776999999998,sin protección,sin protección,-3.0,0.10214242431243248,1.8081567128537914
CS201,-10.076130000000001,144.4715,sin protección,sin protección,-3.0,-2.4821733557870593,0.7201857307599338
CS201,-10.076130000000001,144.4715,sin protección,sin protección,-3.0,-0.7688984432304908,0.6056624694868961
CS202,-10.065439999999999,144.52417,sin protección,sin protección,-3.0,0.6202249275973688,1.8081567128537914
CS203,-10.10677,144.68303999999998,sin protección,sin protección,-3.0,2.014616540615208,1.5218485596711973
CS204,-10.10505,144.68513000000002,sin protección,sin protección,-3.0,0.763079400747642,1.836787528172051
CS204,-10.10505,144.68513000000002,sin protección,sin protección,-3.0,0.24066056938838368,1.006493883942528
CS205,-9.98595,144.67923000000002,sin protección,sin protección,-3.0,1.1766914906815915,2.953389325584168
CS206,-9.97227,144.68823,sin protección,sin protección,-3.0,0.9963582864975985,1.979941604763348
CS207,-9.96837,144.69456,sin protección,sin protección,-3.0,0.8440676419806653,1.1210171452155655
CS207,-9.96837,144.69456,sin protección,sin protección,-3.0,0.17750508160375886,1.092386329897306
CS207,-9.96837,144.69456,sin protección,sin protección,-3.0,0.6466583290562273,1.006493883942528
CS207,-9.96837,144.69456,sin protección,sin protección,-3.0,0.7872611791613001,1.4645869290346785
CS208,-9.98877,144.6913,sin protección,sin protección,-3.0,0.13235071502392295,2.466665465173758
CS208,-9.98877,144.6913,sin protección,sin protección,-3.0,0.5905101385305271,2.667081172401574
CS208,-9.98877,144.6913,sin protección,sin protección,-3.0,0.0192412831633864,1.6650026362624943
CS209,-9.97456,144.694,sin protección,sin protección,-3.0,0.7469006625899616,2.0372032353998666
CS209,-9.97456,144.694,sin protección,sin protección,-3.0,0.9356596289380837,1.6650026362624943
CS209,-9.97456,144.694,sin protección,sin protección,-3.0,0.28913819031662147,1.3500636677616409
CS21,-23.252879999999998,155.55157,sin protección,sin protección,-5.0,-2.4821733557870593,0.26209268566778304
CS21,-23.252879999999998,155.55157,sin protección,sin protección,-5.0,-1.225241103494358,-0.16736954410610816
CS21,-23.252879999999998,155.55157,sin protección,sin protección,-5.0,-2.0843703869544226,-0.5682009585617399
CS210,-10.04321,144.68963,sin protección,sin protección,-3.0,0.7296043305409909,1.579110190307716
CS211,-10.14414,144.57626000000002,sin protección,sin protección,-3.0,0.2285667233651345,2.0944648660363856
CS211,-10.14414,144.57626000000002,sin protección,sin protección,-3.0,1.138886156068847,2.4952962804920173
CS212,-10.14587,144.57013,sin protección,sin protección,-3.0,-0.11510546493937909,1.235540406488603
CS212,-10.14587,144.57013,sin protección,sin protección,-3.0,-0.7022767610818883,1.0637555145790467
CS219,-19.24287,152.35543,sin protección,sin protección,-2.0,0.516033792514366,-0.3964160666521835
CS219,-19.24287,152.35543,sin protección,sin protección,-2.0,0.30263990197584595,0.118938609076486
CS219,-19.24287,152.35543,sin protección,sin protección,-2.0,0.11620427591430509,-0.36778525133392403
CS22,-23.25491,155.55458000000002,sin protección,sin protección,-5.0,0.08977367455954617,-0.22463117474262698
CS22,-23.25491,155.55458000000002,sin protección,sin protección,-5.0,-1.238081092057153,0.06167697843996717
CS22,-23.25491,155.55458000000002,sin protección,sin protección,-5.0,-1.5374642512512378,-0.5682009585617399
CS220,-18.986720000000002,152.34509,sin protección,sin protección,-2.0,-0.328796306970459,-0.2532619900608864
CS220,-18.986720000000002,152.34509,sin protección,sin protección,-2.0,0.18292509298894757,0.17620023971300483
CS221,-18.98545,152.34116,sin protección,sin protección,-2.0,0.3610343109928424,-0.024215467514811077
CS221,-18.98545,152.34116,sin protección,sin protección,-2.0,-0.6560702545896633,0.0044153478034483365
CS221,-18.98545,152.34116,sin protección,sin protección,-2.0,-0.06941358388502177,0.118938609076486
CS222,-18.0856,149.6346,sin protección,sin protección,-2.0,1.691719774029362,0.5770316541686367
CS223,-18.085929999999998,149.63153,sin protección,sin protección,-2.0,1.0672556975950929,1.0351246992607872
CS224,-17.78043,150.63978999999998,sin protección,sin protección,-2.0,0.9873069403460795,0.118938609076486
CS226,-16.548920000000003,147.81968,sin protección,sin protección,-1.0,1.1688050560150218,1.3214328524433814
CS228,-16.943479999999997,149.9987,protección total,total (grande y antigua),35.0,0.8777370518006118,0.5770316541686367
CS229,-16.94455,150.00333,protección total,total (grande y antigua),35.0,0.1838153366364726,0.40524676225908013
CS23,-23.240370000000002,155.55701000000002,sin protección,sin protección,-5.0,0.4148185048539437,0.34798513162256134
CS23,-23.240370000000002,155.55701000000002,sin protección,sin protección,-5.0,-1.9129684113136105,0.2907235009860425
CS23,-23.240370000000002,155.55701000000002,sin protección,sin protección,-5.0,0.1887952881770264,0.462508392895599
CS230,-17.13524,152.13081,protección total,total (grande y antigua),35.0,0.49026412447060824,0.8060781767147119
CS230,-17.13524,152.13081,protección total,total (grande y antigua),35.0,0.8376000962207876,0.462508392895599
CS231,-17.131829999999997,152.13506999999998,protección total,total (grande y antigua),35.0,0.2072911885533436,0.20483105503126425
CS231,-17.131829999999997,152.13506999999998,protección total,total (grande y antigua),35.0,-1.9762845076289555,0.6915549154416742
CS232,-19.25858,152.34788,sin protección,sin protección,0.0,0.3489512741409204,0.6056624694868961
CS232,-19.25858,152.34788,sin protección,sin protección,0.0,-0.45030162352531233,-0.4823085126069617
CS232,-19.25858,152.34788,sin protección,sin protección,0.0,0.6518116671795104,-0.711355035153037
CS236,-17.36587,151.54033,protección total,total (grande y antigua),36.0,-2.4821733557870593,0.9778630686242684
CS236,-17.36587,151.54033,protección total,total (grande y antigua),36.0,-0.27030448624740433,0.5484008388503773
CS237,-20.94337,154.40212,protección parcial,parcial,1.0,-0.4347261960001749,-0.6254625891982588
CS238,-21.13706666,155.74503330000002,protección total,total (otras),1.0,-0.29514477661327715,0.118938609076486
CS239,-21.13343,155.74455,protección total,total (otras),1.0,-1.6606993514181692,-1.1121864496086689
CS239,-21.13343,155.74455,protección total,total (otras),1.0,-0.7354973985882703,-0.5682009585617399
CS24,-23.24474,155.54233,sin protección,sin protección,-5.0,0.050443088777801556,0.26209268566778304
CS24,-23.24474,155.54233,sin protección,sin protección,-5.0,-0.15033551568727901,0.03304616312170775
CS24,-23.24474,155.54233,sin protección,sin protección,-5.0,0.5162823444504204,-0.11010791346958933
CS246,-17.431520462036133,151.0664520263672,protección parcial,parcial,4.0,-0.06183006466734295,0.09030779375822658
CS247,-17.373409271240234,155.85263061523438,protección total,total (otras),4.0,0.10405653047250783,1.4073252983981597
CS248,-17.371349334716797,155.84881591796875,protección total,total (otras),4.0,1.4466118922478066,0.3193543163043019
CS249,-17.345979690551758,155.84385681152344,protección total,total (otras),4.0,0.07652000521785546,-0.0814770981513299
CS25,-23.244,155.54893,sin protección,sin protección,-5.0,0.15521980779891273,-0.11010791346958933
CS25,-23.244,155.54893,sin protección,sin protección,-5.0,0.21051584968079412,0.118938609076486
CS25,-23.244,155.54893,sin protección,sin protección,-5.0,-1.6219776572671825,-0.33915443601566464
CS250,-17.346960067749023,155.85145568847656,protección total,total (otras),4.0,0.43519329605601303,0.7201857307599338
CS251,-17.355419158935547,155.8545379638672,protección total,total (otras),4.0,0.42532908146820847,0.949232253306009
CS252,-17.380769729614258,155.8788299560547,protección total,total (otras),4.0,0.5678365712102825,0.03304616312170775
CS253,-17.37725067138672,155.87338256835938,protección total,total (otras),4.0,0.615179281011674,0.40524676225908013
CS254,-17.374319076538086,155.85704040527344,protección total,total (otras),4.0,-0.7657370042033418,0.5484008388503773
CS255,-21.2042293548584,155.77078247070312,protección total,total (otras),4.0,0.588281003110647,-0.4823085126069617
CS26,-23.244410000000002,155.56322,sin protección,sin protección,-5.0,0.5223996919727578,0.03304616312170775
CS26,-23.244410000000002,155.56322,sin protección,sin protección,-5.0,0.053020978338667736,-0.0814770981513299
CS27,-23.24794,155.56715,sin protección,sin protección,-5.0,1.2073920153123539,-0.0814770981513299
CS27,-23.24794,155.56715,sin protección,sin protección,-5.0,-2.4821733557870593,-0.7399858504712965
CS28,-23.24175,155.56126,sin protección,sin protección,-5.0,-0.4634745332697544,0.1475694243947454
CS28,-23.24175,155.56126,sin protección,sin protección,-5.0,-2.4821733557870593,-0.31052362069740524
CS29,-22.16999,155.47558999999998,sin protección,sin protección,-5.0,0.9908048924223043,-0.13873872878784874
CS29,-22.16999,155.47558999999998,sin protección,sin protección,-5.0,-0.3423691197417974,-0.7399858504712965
CS3,-19.284760000000002,152.22077,sin protección,sin protección,-6.0,0.32696365696926494,0.7201857307599338
CS3,-19.284760000000002,152.22077,sin protección,sin protección,-6.0,-0.0014780481881395008,-0.2818928053791458
CS3,-19.284760000000002,152.22077,sin protección,sin protección,-6.0,0.022538803279452995,0.9206014379877496
CS3,-19.284760000000002,152.22077,sin protección,sin protección,-6.0,0.2622945358321964,-0.16736954410610816
CS3,-19.284760000000002,152.22077,sin protección,sin protección,-6.0,-0.09794519587907718,-0.13873872878784874
CS30,-22.16676,155.46684,sin protección,sin protección,-5.0,0.9870814553089692,0.26209268566778304
CS30,-22.16676,155.46684,sin protección,sin protección,-5.0,-0.022756313365797545,-0.19600035942436755
CS31,-22.17677,155.47404,sin protección,sin protección,-5.0,-0.33113875731057374,-0.711355035153037
CS31,-22.17677,155.47404,sin protección,sin protección,-5.0,0.14327103896575216,0.462508392895599
CS31,-22.17677,155.47404,sin protección,sin protección,-5.0,-0.1613737637624744,-0.052846282833070496
CS31,-22.17677,155.47404,sin protección,sin protección,-5.0,-2.4821733557870593,-0.8831399270625935
CS32,-22.17306,155.47695,sin protección,sin protección,-5.0,1.272008917278226,-0.13873872878784874
CS32,-22.17306,155.47695,sin protección,sin protección,-5.0,-0.09965410909566057,-0.4823085126069617
CS32,-22.17306,155.47695,sin protección,sin protección,-5.0,0.9196903654025484,-0.711355035153037
CS32,-22.17306,155.47695,sin protección,sin protección,-5.0,-1.041700609603848,-0.6540934045165182
CS33,-22.16356,155.45378,sin protección,sin protección,-5.0,0.9403076647516745,0.03304616312170775
CS33,-22.16356,155.45378,sin protección,sin protección,-5.0,-0.2766515156274853,0.0044153478034483365
CS33,-22.16356,155.45378,sin protección,sin protección,-5.0,-0.09909355528074952,0.03304616312170775
CS33,-22.16356,155.45378,sin protección,sin protección,-5.0,0.30369000183642236,-0.024215467514811077
CS34,-22.17084,155.45462,sin protección,sin protección,-5.0,0.6114078674875097,0.03304616312170775
CS34,-22.17084,155.45462,sin protección,sin protección,-5.0,-2.4821733557870593,-0.5109393279252211
CS34,-22.17084,155.45462,sin protección,sin protección,-5.0,0.5112533655005179,-0.33915443601566464
CS35,-22.16866,155.45081000000002,sin protección,sin protección,-5.0,-0.15775240641747348,0.06167697843996717
CS35,-22.16866,155.45081000000002,sin protección,sin protección,-5.0,-0.05147729801712247,0.26209268566778304
CS35,-22.16866,155.45081000000002,sin protección,sin protección,-5.0,-0.6480308424034148,-0.5395701432434805
CS35,-22.16866,155.45081000000002,sin protección,sin protección,-5.0,-1.616219537138876,0.03304616312170775
CS36,-22.1854,155.36165,sin protección,sin protección,-5.0,0.8550639688419461,-0.19600035942436755
CS36,-22.1854,155.36165,sin protección,sin protección,-5.0,-0.0822462338679425,-0.3964160666521835
CS36,-22.1854,155.36165,sin protección,sin protección,-5.0,0.39133754602725906,0.03304616312170775
CS36,-22.1854,155.36165,sin protección,sin protección,-5.0,-0.5687584543169412,-0.11010791346958933
CS37,-22.1868,155.36615,sin protección,sin protección,-5.0,1.1352083872121566,0.949232253306009
CS38,-22.18586,155.35576,sin protección,sin protección,-5.0,0.33703463398933275,-0.2818928053791458
CS38,-22.18586,155.35576,sin protección,sin protección,-5.0,-0.20725658319327772,-0.22463117474262698
CS38,-22.18586,155.35576,sin protección,sin protección,-5.0,-2.4821733557870593,-0.4536776972887023
CS38,-22.18586,155.35576,sin protección,sin protección,-5.0,-0.0017073161942469189,-0.0814770981513299
CS39,-22.18985,155.35547,sin protección,sin protección,-5.0,-0.15766566345260788,0.8347089920329713
CS39,-22.18985,155.35547,sin protección,sin protección,-5.0,0.020705649723448773,0.2907235009860425
CS39,-22.18985,155.35547,sin protección,sin protección,-5.0,-0.41520372198283617,-0.2532619900608864
CS39,-22.18985,155.35547,sin protección,sin protección,-5.0,-0.8646105233332824,0.6915549154416742
CS40,-22.197020000000002,155.30064,sin protección,sin protección,-5.0,-0.09114203269420934,-0.16736954410610816
CS40,-22.197020000000002,155.30064,sin protección,sin protección,-5.0,-1.0520013193447977,0.462508392895599
CS41,-22.1977,155.29443,sin protección,sin protección,-5.0,0.04506999759073767,0.23346187034952365
CS41,-22.1977,155.29443,sin protección,sin protección,-5.0,0.5705695389433998,0.37661594694082073
CS42,-22.186020000000003,155.17601000000002,sin protección,sin protección,-5.0,-0.5935747608103047,-0.6254625891982588
CS42,-22.186020000000003,155.17601000000002,sin protección,sin protección,-5.0,-0.054002251120337866,0.2907235009860425
CS42,-22.186020000000003,155.17601000000002,sin protección,sin protección,-5.0,-2.0843703869544226,-0.0814770981513299
CS43,-22.18826,155.17004,sin protección,sin protección,-5.0,-0.2079433840966614,-0.16736954410610816
CS43,-22.18826,155.17004,sin protección,sin protección,-5.0,-0.18660932673203712,0.34798513162256134
CS44,-22.176289999999998,155.16463000000002,sin protección,sin protección,-5.0,-2.4821733557870593,-0.33915443601566464
CS44,-22.176289999999998,155.16463000000002,sin protección,sin protección,-5.0,0.266643930403729,-0.11010791346958933
CS44,-22.176289999999998,155.16463000000002,sin protección,sin protección,-5.0,-0.059768977396517396,-0.11010791346958933
CS45,-22.175829999999998,155.17796,sin protección,sin protección,-5.0,1.1594493238733854,-0.2532619900608864
CS45,-22.175829999999998,155.17796,sin protección,sin protección,-5.0,-0.025084345379018113,-0.2818928053791458
CS45,-22.175829999999998,155.17796,sin protección,sin protección,-5.0,0.5294319851385564,0.17620023971300483
CS46,-21.85174,153.52123,sin protección,sin protección,-5.0,-2.4821733557870593,0.1475694243947454
CS46,-21.85174,153.52123,sin protección,sin protección,-5.0,0.3143324827006418,0.06167697843996717
CS46,-21.85174,153.52123,sin protección,sin protección,-5.0,-0.34674753011129844,0.3193543163043019
CS47,-21.89659,153.5435,sin protección,sin protección,-5.0,0.6596971783907125,-0.33915443601566464
