grupo_edad,riqueza_peces_mean,riqueza_peces_std,riqueza_peces_count,biomasa_piscivoros_mean,biomasa_piscivoros_std,biomasa_piscivoros_count,biomasa_herbivoros_mean,biomasa_herbivoros_std,biomasa_herbivoros_count,biomasa_invertivoros_mean,biomasa_invertivoros_std,biomasa_invertivoros_count,entropia_funcional_mean,entropia_funcional_std,entropia_funcional_count,distincion_evolutiva_mean,distincion_evolutiva_std,distincion_evolutiva_count,entropia_filogenetica_mean,entropia_filogenetica_std,entropia_filogenetica_count,nivel_trofico_medio_mean,nivel_trofico_medio_std,nivel_trofico_medio_count,robustez_red_trofica_mean,robustez_red_trofica_std,robustez_red_trofica_count,atencion_publica_mean,atencion_publica_std,atencion_publica_count,estetica_mean,estetica_std,estetica_count,biomasa_disponible_mean,biomasa_disponible_std,biomasa_disponible_count
<5 años,0.2481571759797662,1.016371374634116,384,0.1424687319609558,0.9098653827170526,384,-0.06886775339285717,0.9768916695841237,384,0.09456962876955351,0.8627706164539418,384,-0.20927504785447762,0.8368166931480877,384,-0.10163241697543679,1.1235478998494173,384,-0.007536668086274553,0.8854355705134453,384,-0.04057322431098303,0.9404763840541348,384,0.06307032335239664,0.9101181007328213,384,-0.06681755864457135,0.6118133728485117,384,0.11042945420834481,1.0110710781097563,384,-0.004203017057441102,0.8663175704598214,384
5-10 años,0.01672749873040423,1.31524337957855,212,0.5337512435983479,0.9160221827410883,212,0.1695828802474515,0.9723098411526315,212,0.7163753922402903,0.8888920595307757,212,0.351374236333458,1.0518362345131345,212,0.09890545086641073,0.9151801988692123,212,0.17493595289064387,0.9719632490879422,212,0.46509045802633336,0.8694386784421104,212,0.22294353244199694,1.0076110405395924,212,-0.3417441502157964,0.8558133239983935,212,-0.3792022943559312,0.7749123557035184,212,0.5509176064286709,0.9442860429493123,212
10-20 años,-0.3515909464195336,0.9514631843626039,160,0.04528319143852519,0.7818465895400507,160,-0.2617515063381539,1.0017379848184218,160,-0.12009181723516368,1.1722636137579892,160,0.6528963319245439,1.1966889058894303,160,0.36103731849130766,1.21934185333949,160,-0.10926892902831506,1.1833246780641191,160,0.3346419396602788,1.0018565636323644,160,0.10371093713860453,0.8578511215704341,160,0.7776046126103353,0.9622062514622347,160,-0.3849783888401712,0.7213822612932396,160,-0.27374353460765855,1.1402051652233045,160
>20 años,0.06644878099301041,0.7637055821225106,669,-0.024668778405447758,0.8925914567964383,669,0.23932138804085365,0.9167794005303622,669,-0.0852933792056697,0.9832220467688038,669,-0.014156430506075074,0.9031697337244303,669,-0.2945138290451382,0.7164180790749524,669,0.017540343877842684,0.9146555516220407,669,-0.18841058208900696,0.915782803924788,669,-0.12770876669641734,0.9107025534540178,669,0.2405445610891695,0.6859679546969597,669,0.35317008019076307,0.9841609846167252,669,0.07322809313790352,0.9530990651023428,669
