time_bjd,flux_ppm,error_ppm
10271.605470070206,-39.1687137047958,178.51690578340475
10271.616230448431,412.96625520970133,168.7094038572847
10271.62655976101,321.0970584308637,185.95591838535947
10271.636736499862,326.70307889715036,178.56871757661673
10271.647312192052,376.45813336895094,178.5783521841144
10271.65785376218,362.5628853851648,171.74812474210358
10271.668002929082,67.42339013698917,178.64478765185362
10271.67854708873,-225.5473584458212,186.10967522969923
10271.688535405689,-108.93073531736962,186.15687523536295
10271.699135449291,43.96688843311125,178.33934211607698
10271.70951551096,460.27676028503885,190.20099968675078
10271.719952881911,337.2928446756518,182.27749121666184
10271.730738854865,144.66120853895427,169.69497562942624
10271.74149146621,-2693.7565585706257,172.17563706123875
10271.751740160798,-7477.700994683479,183.3070853172365
10271.762273111,-6392.557361787454,191.03288900462644
10271.77234210546,0.46737929615403573,182.40377844878316
10271.783289257392,-61.513257172074454,171.9242993529181
10271.793151722655,10.256567278377204,190.2574584571525
10271.803726516751,519.2347768769868,186.14800940019927
10271.814144471411,342.7426708153547,186.16632862920773
10271.824753838871,253.00228753621923,171.8860072699756
10271.834891566401,546.447472494771,178.68637325100428
10271.845235563109,150.90416362628645,186.16442339021532
10271.855569033083,282.39270257190975,182.39759923874527
10271.866501565282,218.5942364107962,171.91937653951817
10271.876280675133,194.16749120138022,190.2233574356601
10271.886877518378,218.45179797286283,178.7890570421211
10271.897209533738,203.01603035211002,182.37266997184645
10271.907756769586,-21.553367414939295,168.94747521413092
10271.918483147974,319.7863557380387,186.22018174572352
10271.928447783439,697.761090000748,186.17087904524854
10271.938830863848,701.8010592581003,182.32339345273246
10271.949540188261,522.5494330971525,186.19285052676614
10271.959539422258,-4826.485236852917,172.51237569944666
10271.970297317559,-7434.997492390627,170.65465158285176
10271.9806952969,-7233.842918384581,200.32782591016385
10271.991214097785,-6902.967955156547,179.6895738050441
10272.001565028662,-2050.423709486271,169.21745677334738
10272.012146671444,837.5690190025598,190.23264030887063
10272.022480522153,1078.4502122660467,178.73502306911703
10272.033221766345,685.8376467051563,168.8988556440203
10272.043404917376,785.9670195065061,182.3148258177912
10272.053726007594,930.6923100189657,186.17973100102452
10272.06410399588,700.4227299007848,182.36947847430636
10272.074581578572,706.5501590455269,175.08225073342507
10272.085022966436,717.975851972641,178.75803363417086
10272.095367915745,574.729068328006,182.39834860588917
10272.105713699508,440.70369766968656,178.79758922778842
10272.116460073252,730.3161731095909,168.91690905079747
10272.126440202346,753.1368825643981,186.1435910478089
10272.137381734494,1105.1388447129718,186.30906462783437
10272.147442021414,663.0506922842283,186.21318332470005
10272.157860237472,1001.6114682918076,171.92588261505895
10272.168348437874,980.353821776081,182.4281803881735
10272.178608088414,644.1018379934604,190.31880384644387
10272.188829208597,661.1656994659487,182.3681654599052
10272.199523487789,1230.1692399556696,171.87637374810038
10272.209908236211,1241.8727250169682,172.75487750669419
10272.22064195331,879.1198400397437,178.82401452543817
10272.231063728192,559.6179192073337,190.3510274702808
10272.241364330475,717.9902666252236,171.9801966869904
10272.251902890703,715.5408217105474,178.84422083088901
10272.262298891143,915.565637257032,190.30401432461466
10272.272717049651,1070.04607294936,182.38710685114813
10272.283154781328,510.2221592998557,171.99460978912552
10272.293292662644,1020.4589300315537,186.20641008724752
10272.303878322542,538.2155309396896,178.884446642513
10272.314108526367,648.5524419004296,186.26437210625178
10272.324947102263,1179.491045481873,171.9443772024749
10272.335144742723,1083.2237613889183,186.3080508016849
10272.345489273674,1122.7864808052157,182.37059686858817
10272.355623509176,1102.4347896269048,182.3730134866583
10272.366225631311,983.4176552863116,175.09574184316102
10272.376554994718,829.1102931812234,178.91162597548833
10272.387187370286,1160.9373035594838,182.42085060362254
10272.397573387867,1094.4710248179667,186.23556410932193
10272.40794490038,1518.2006962255468,171.9732000268165
10272.41815134072,1398.9889550067858,182.35875653817058
10272.428533257164,747.158198536102,190.37749397373418
10272.439091031685,935.2918031231284,178.8734245421257
10272.44963516215,1253.2470496007254,171.95812247131354
10272.459778562707,1331.71081906025,178.79486806447676
10272.470392638395,1465.6167708648748,172.84815750493803
10272.481022452812,1498.975809013814,194.617662734054
10272.491691107125,988.8582118018352,172.0152207981044
10272.50181886419,717.740429657221,182.50268254589184
10272.512064684333,27.544017996872228,182.58980034930755
10272.522725889483,715.2732687973895,178.93532871315946
10272.533432555267,1182.5982187458894,175.14843648823387
10272.543413267458,1327.3288366362212,190.46660486557593
10272.55408370501,1240.5005100311062,186.26530273441068
10272.564356705965,1545.6911973883437,182.38402168268027
10272.574883892481,1583.2441292484846,168.97318181889437
10272.585045765834,1304.197945171559,182.41160234749316
10272.595400727021,1425.8936851800906,178.82118747787126
10272.605784895854,1374.5071916098084,182.45401369017034
10272.61659809541,1032.531861178576,175.21060075333887
10272.626786775698,1147.9048197933216,182.49125544370162
10272.637242831077,1382.897725962895,178.842921285718
10272.647583605449,1159.604890353938,182.4944319306679
10272.65811866783,1307.46358177225,169.00375461962423
10272.668369133436,1344.6266281513797,190.37059791310932
10272.678643481033,1559.5116687652232,178.8385442203897
10272.689277166632,1341.6778349166768,182.53086233301252
10272.699746982174,1248.5115840747962,171.9903399972317
10272.710149725228,738.788723214201,173.00512910328663
10272.720874815406,1076.8077672400623,186.33511212847048
10272.73095131889,798.9500453393639,190.4711905479923
10272.741786773153,1107.4784752997946,169.0897468332606
10272.751940179365,976.6482112352204,182.50044096092103
10272.762289298298,940.0004560160546,178.93172090196333
10272.772937766207,670.9671370053182,182.59400061650481
10272.783327089945,767.8820961904976,172.15808143953578
10272.793745031435,601.1767159064264,186.4619025580531
10272.801829535545,887.8655908453048,230.41653123461532
10272.84781416847,1193.9337922366456,211.80624719795748
10272.856098136528,654.0868162108193,179.03764084466576
10272.86663058366,872.8550000398627,172.08416653055633
10272.876595257676,883.1053170255121,182.55242768312252
10272.887148078846,994.7273246799782,182.6307533279776
10272.897284314888,679.9292221422171,182.58547495447718
10272.908314439008,696.4622959688693,172.26500071256075
10272.918422903265,722.4284265978654,194.86201159613864
10272.928080899452,545.325216041892,229.568048686124
10272.939030291345,505.0510450168577,186.5422846701133
10272.949857238027,1292.0314307416359,172.08997825532958
10272.960263197054,873.2760184411159,169.9143624413648
10272.970600605628,611.4181791279094,190.59027498608043
10272.98140209778,478.83722645924996,182.65807594603106
10272.991852997982,638.0681451387816,172.17783154463385
10273.002101180371,499.3108796542689,182.6304281163309
10273.012545855268,738.5415607632506,182.6441634715966
10273.02260216628,80.13655469629732,186.59493336828808
10273.033318326103,659.935520294308,169.18126099300088
10273.043716733802,355.0063871857745,179.09241891087038
10273.053970147377,308.8606109769021,186.58264987739605
10273.06430524385,-178.73816237556906,182.79529004099146
10273.0752035636,332.01639062707676,175.44195159617246
10273.085305224702,349.48859761096963,186.54902640262088
10273.095683496425,710.6080902237188,179.1110414864296
10273.106027195729,461.68823521686164,182.6941507578494
10273.116608025584,237.97108733103477,172.28664262485927
10273.127110817546,522.8769087550767,182.78067249756964
10273.137336422227,653.7533412180885,186.5324703741771
10273.147445386805,155.59921323382576,182.75252776581183
10273.158064121724,2.6987088588281694,175.50953066335705
10273.168348762973,414.3086563068721,179.18021238627782
10273.1789014858,263.3821419220084,182.78642037175365
10273.189345683095,-20.85435351417697,186.63267812838123
10273.200232484945,76.65322941385888,163.72255641976724
10273.210774360423,498.8814516542206,182.72553008422892
10273.220958668648,378.9879337556812,182.78404891444862
10273.231248362987,-105.87107691339969,182.84917831833678
10273.241725319267,516.7619041774874,175.41856825646025
10273.25184205736,-1510.1709023666033,183.0597258697613
10273.262697308037,-6920.400158628048,183.70529177442546
10273.273007984062,-6534.87989979662,187.49260677267847
10273.283451404915,-47.97202614714724,169.34671021726794
10273.293838558506,198.06132860988868,179.24065743405748
10273.30418559501,317.4289253946583,182.77440494608
10273.31453889027,118.39056750262422,179.21543692934384
10273.325072568534,482.7075137694425,172.2675814790823
10273.335155103698,245.97794531588946,182.87664498713931
10273.345805315961,651.7086889432644,179.16350151507118
10273.35615861105,452.94275790652705,182.77144276247103
10273.366707525483,346.3505259562183,172.38196552398784
10273.377071741263,215.13866081490642,179.22474803974913
10273.38742253271,242.05938863164357,182.80856613460944
10273.39782414551,-118.13645417579899,182.9409469883695
10273.408338664716,314.572346224562,178.79133498684715
10273.418480172126,399.0333984909,179.251151603068
10273.429048093836,449.563720573698,179.2079837374307
10273.439385532982,1451.705670568071,182.71562464346857
10273.44991146567,623.7943026696779,169.32367713715203
10273.460273877694,232.62293092796148,176.43858578152097
10273.470868809398,283.28919798359385,182.86633473768532
10273.481427511588,561.3793435192971,179.21023824892305
10273.491957350438,544.9413057918573,172.30680465162163
10273.502127841843,413.56237537137906,179.27563094899756
10273.512724752338,458.4628968402615,182.85258455161198
10273.523053071194,378.26632545989725,182.8255137781364
10273.53355032689,631.4207184969778,169.38080784416275
10273.543742135282,109.28948735067223,182.8671331885366
10273.553982693446,603.3340031259548,186.75916836757278
10273.564871818175,701.4687722750601,182.80397034727056
10273.57518218443,865.6998187357434,172.3557191205672
10273.585265554779,960.9837713202562,190.7902759028756
10273.595996905908,700.2933772410902,186.71116885623627
10273.606352043485,642.6841544981964,186.72123085835833
10273.616812522874,470.8065074772172,169.38095765952642
10273.626979065204,499.59105968477854,182.8424460762971
10273.63732776938,516.5709166154998,179.29681006733696
10273.64789386223,358.05607671379744,179.282692349521
10273.65860672086,541.2892871952124,175.52692981391812
10273.668653321829,981.9034700486728,182.83469451410832
10273.679169880677,832.7240505989764,179.26541941066617
10273.689506901572,571.6237522959134,182.84976077581905
10273.700180490421,621.6868870652092,163.78558297641192
10273.710718971744,1030.2991061703626,186.5981910401729
10273.720983200865,-3518.0181432140635,179.75720917718542
10273.731558890187,-6718.592886104991,180.16631852464323
10273.742147210845,-5820.90889990472,176.38623312935727
10273.752242766757,620.729927508501,179.31534541273817
10273.762793030632,513.6730351269491,186.68669546779893
10273.773158008638,611.9321115152231,169.696310235119
10273.783506445196,547.0336877833049,179.3323665049765
