entidad,media_duelo,sd,n,d_replika_vs,diff,ci_low,ci_high,p_value
Replika,64.02916666666667,27.514342771057596,120,,,,,
Mascota,74.79583333333333,20.193340260995914,120,-0.44613748127327396,-10.766666666666667,-15.11849635644764,-6.414836976885696,3.070940107401841e-06
App favorita,54.4125,30.70985543092372,120,0.32983591922771494,9.616666666666667,3.819637548601186,15.413695784732148,0.0013409277771304368
Videojuego,54.670833333333334,30.74259464245235,120,0.32078575932638886,9.358333333333333,4.282668850886341,14.433997815780323,0.0003896619263121175
Asistente de voz,52.95,32.94810026275217,120,0.36500988923544136,11.079166666666667,5.624873861256213,16.533459472077123,0.00010166964821319129
Carro,52.42916666666667,30.287092394059133,120,0.4009131023738646,11.6,5.6334517843429115,17.566548215657086,0.00019186087048045518
Marca favorita,46.5625,33.458839789867696,120,0.5702258810617304,17.466666666666665,11.716419806787862,23.21691352654547,2.0385566279787048e-08
