year_ce,amoc_index_k,uncertainty_2sigma
1726.0,0.8149453,0.71477004
1727.0,0.88790678,0.71477004
1728.0,0.95691326,0.71477004
1729.0,1.0171743,0.71477004
1730.0,1.0648311,0.71477004
1731.0,1.0966896,0.71477004
1732.0,1.110399,0.71477004
1733.0,1.1049635,0.71477004
1734.0,1.0812173,0.71477004
1735.0,1.0418661,0.71477004
1736.0,0.99091517,0.71477004
1737.0,0.93265192,0.71477004
1738.0,0.87063686,0.71477004
1739.0,0.80722471,0.71477004
1740.0,0.74391653,0.71477004
1741.0,0.68242605,0.71477004
1742.0,0.62592154,0.71477004
1743.0,0.57969854,0.71477004
1744.0,0.5506828,0.71477004
1745.0,0.54563589,0.71477004
1746.0,0.56855557,0.71477004
1747.0,0.61825607,0.71477004
1748.0,0.68723734,0.71477004
1749.0,0.76260203,0.71477004
1750.0,0.82905111,0.71477004
1751.0,0.87315259,0.71477004
1752.0,0.88747288,0.71477004
1753.0,0.87305784,0.71477004
1754.0,0.83923495,0.71477004
1755.0,0.80062917,0.71477004
1756.0,0.77230764,0.71477004
1757.0,0.76469867,0.71477004
1758.0,0.78007399,0.71477004
1759.0,0.811864,0.71477004
1760.0,0.84707447,0.71477004
1761.0,0.87096112,0.71477004
1762.0,0.87231226,0.71477004
1763.0,0.84748909,0.71477004
1764.0,0.80184667,0.71477004
1765.0,0.74811434,0.71477004
1766.0,0.70238746,0.71477004
1767.0,0.6791722,0.71477004
1768.0,0.68715952,0.71477004
1769.0,0.72703098,0.71477004
1770.0,0.79179978,0.71477004
1771.0,0.86929232,0.71477004
1772.0,0.94571842,0.71477004
1773.0,1.0090767,0.71477004
1774.0,1.051416,0.71477004
1775.0,1.0695528,0.71477004
1776.0,1.0644621,0.71477004
1777.0,1.0399582,0.71477004
1778.0,1.0013426,0.71477004
1779.0,0.95444716,0.71477004
1780.0,0.90512192,0.71477004
1781.0,0.85891051,0.71477004
1782.0,0.82058293,0.71477004
1783.0,0.79336799,0.71477004
1784.0,0.77804063,0.71477004
1785.0,0.77228665,0.71477004
1786.0,0.77082586,0.71477004
1787.0,0.76656405,0.71477004
1788.0,0.75263676,0.71477004
1789.0,0.72477741,0.71477004
1790.0,0.68318973,0.71477004
1791.0,0.63316139,0.71477004
1792.0,0.58403222,0.71477004
1793.0,0.54669685,0.71477004
1794.0,0.53036975,0.71477004
1795.0,0.53965313,0.71477004
1796.0,0.57289873,0.71477004
1797.0,0.62244806,0.71477004
1798.0,0.67671182,0.71477004
1799.0,0.72343316,0.71477004
1800.0,0.75308785,0.72276618
1801.0,0.76134775,0.72276618
1802.0,0.74987264,0.72276618
1803.0,0.72527587,0.72276618
1804.0,0.69671912,0.72276618
1805.0,0.67301929,0.72276618
1806.0,0.66025197,0.72276618
1807.0,0.6605898,0.72276618
1808.0,0.672621,0.72276618
1809.0,0.69284077,0.72276618
1810.0,0.71760038,0.72276618
1811.0,0.7446808,0.72276618
1812.0,0.77386804,0.72276618
1813.0,0.80635572,0.72276618
1814.0,0.8433081,0.72276618
1815.0,0.88427713,0.72276618
1816.0,0.92623305,0.72276618
1817.0,0.96370796,0.72276618
1818.0,0.99007342,0.72276618
1819.0,0.99947395,0.72276618
1820.0,0.98863644,0.72276618
1821.0,0.95780439,0.72276618
1822.0,0.91040477,0.72276618
1823.0,0.85159655,0.72276618
1824.0,0.7863426,0.72276618
1825.0,0.71787483,0.72276618
1826.0,0.64727359,0.72276618
1827.0,0.57440653,0.72276618
1828.0,0.49985941,0.72276618
1829.0,0.42699778,0.72276618
1830.0,0.36314314,0.72276618
1831.0,0.31911352,0.72276618
1832.0,0.3069828,0.72276618
1833.0,0.3366274,0.72276618
1834.0,0.41217274,0.72276618
1835.0,0.52960277,0.72276618
1836.0,0.67647787,0.72276618
1837.0,0.83402621,0.72276618
1838.0,0.98107842,0.72276618
1839.0,1.0986982,0.72276618
1840.0,1.1741464,0.72276618
1841.0,1.2030723,0.72276618
1842.0,1.1894461,0.72276618
1843.0,1.1434856,0.72276618
1844.0,1.0784204,0.72276618
1845.0,1.0071846,0.72276618
1846.0,0.93996898,0.72276618
1847.0,0.88312129,0.72276618
1848.0,0.83934095,0.72276618
1849.0,0.80869354,0.72276618
1850.0,0.78981019,0.72276618
1851.0,0.78074875,0.72276618
1852.0,0.77929104,0.72276618
1853.0,0.78278054,0.72276618
1854.0,0.78782817,0.72276618
1855.0,0.79025424,0.72276618
1856.0,0.78550017,0.72276618
1857.0,0.76950989,0.72276618
1858.0,0.73985085,0.72276618
1859.0,0.69670735,0.72276618
1860.0,0.64337809,0.72276618
1861.0,0.58603818,0.72276618
1862.0,0.53273537,0.72276618
1863.0,0.49181152,0.72276618
1864.0,0.47010875,0.72276618
1865.0,0.47138932,0.72276618
1866.0,0.49535382,0.72276618
1867.0,0.53749998,0.72276618
1868.0,0.58986619,0.72276618
1869.0,0.64250226,0.72276618
1870.0,0.6853545,0.72276618
1871.0,0.71017492,0.72276618
1872.0,0.71207238,0.72276618
1873.0,0.69040624,0.72276618
1874.0,0.64885442,0.72276618
1875.0,0.59464391,0.72276618
1876.0,0.53708906,0.72276618
1877.0,0.48572152,0.72276618
1878.0,0.44839176,0.72276618
1879.0,0.42975207,0.72276618
1880.0,0.43047166,0.72276618
1881.0,0.44738111,0.72276618
1882.0,0.47451779,0.72276618
1883.0,0.50480054,0.72276618
1884.0,0.53187412,0.72276618
1885.0,0.55160333,0.72276618
1886.0,0.56279701,0.72276618
1887.0,0.56698496,0.72276618
1888.0,0.56737718,0.72276618
1889.0,0.56739822,0.72276618
1890.0,0.56931033,0.72276618
1891.0,0.57337474,0.72276618
1892.0,0.57777951,0.72276618
1893.0,0.57927753,0.72276618
1894.0,0.57424453,0.72276618
1895.0,0.55976905,0.72276618
1896.0,0.53444538,0.72276618
1897.0,0.49870662,0.72276618
1898.0,0.45472023,0.72276618
1899.0,0.40598845,0.72276618
1900.0,0.35681545,0.72276618
1901.0,0.31174348,0.72276618
1902.0,0.27498106,0.72276618
1903.0,0.24981097,0.72276618
1904.0,0.23799911,0.72276618
1905.0,0.23930647,0.72276618
1906.0,0.25127666,0.72276618
1907.0,0.26947401,0.72276618
1908.0,0.28825312,0.72276618
1909.0,0.30197324,0.72276618
1910.0,0.306391,0.72276618
1911.0,0.29984926,0.72276618
1912.0,0.28388308,0.72276618
1913.0,0.26299863,0.72276618
1914.0,0.24361081,0.72276618
1915.0,0.23238061,0.72276618
1916.0,0.23439317,0.72276618
1917.0,0.25169689,0.72276618
1918.0,0.28265274,0.72276618
1919.0,0.32233298,0.72276618
1920.0,0.36391116,0.72276618
1921.0,0.40068155,0.72276618
1922.0,0.42812388,0.72276618
1923.0,0.44536505,0.72276618
1924.0,0.45551836,0.72276618
1925.0,0.46468695,0.72276618
1926.0,0.47982665,0.72276618
1927.0,0.50605568,0.72276618
1928.0,0.54424692,0.72276618
1929.0,0.58974255,0.72276618
1930.0,0.63275799,0.72276618
1931.0,0.66055204,0.72276618
1932.0,0.66086944,0.72276618
1933.0,0.62569756,0.72276618
1934.0,0.55418684,0.72276618
1935.0,0.45375786,0.72276618
1936.0,0.33892534,0.72276618
1937.0,0.22806359,0.72276618
1938.0,0.13899279,0.72276618
1939.0,0.08465646,0.72276618
1940.0,0.07014847,0.72276618
1941.0,0.09192753,0.72276618
1942.0,0.13937034,0.72276618
1943.0,0.19809537,0.72276618
1944.0,0.25397789,0.72276618
1945.0,0.29663994,0.72276618
1946.0,0.32145897,0.72276618
1947.0,0.32968362,0.72276618
1948.0,0.32686915,0.72276618
1949.0,0.32033194,0.72276618
1950.0,0.31652631,0.72276618
1951.0,0.31913569,0.72276618
1952.0,0.32832427,0.72276618
1953.0,0.34116842000000003,0.72276618
1954.0,0.35293392,0.72276618
1955.0,0.35868845,0.72276618
1956.0,0.35475873,0.72276618
1957.0,0.33970071,0.72276618
1958.0,0.3146559,0.72276618
1959.0,0.2831318,0.72276618
1960.0,0.25032977,0.72276618
1961.0,0.22216084,0.72276618
1962.0,0.20408537,0.72276618
1963.0,0.19992775,0.72276618
1964.0,0.21086303,0.72276618
1965.0,0.23481901,0.72276618
1966.0,0.26652782,0.72276618
1967.0,0.29835367,0.72276618
1968.0,0.3218181,0.72276618
1969.0,0.32949925,0.72276618
1970.0,0.31679692,0.72276618
1971.0,0.28302552,0.72276618
1972.0,0.23146781,0.72276618
1973.0,0.16835401,0.72276618
1974.0,0.10110506,0.72276618
1975.0,0.036444668,0.72276618
1976.0,-0.020981042,0.72276618
1977.0,-0.069062798,0.72276618
1978.0,-0.10775338,0.72276618
1979.0,-0.13804895,0.72276618
1980.0,-0.16103648,0.72276618
1981.0,-0.17754009,0.72276618
1982.0,-0.18854483,0.72276618
1983.0,-0.19610275,0.72276618
1984.0,-0.20406379,0.72276618
1985.0,-0.21792485,0.72276618
1986.0,-0.24342326,0.72276618
1987.0,-0.28410659,0.72276618
1988.0,-0.33873005,0.72276618
1989.0,-0.39966671,0.72276618
1990.0,-0.45335654,0.72276618
1991.0,-0.4831619,0.72276618
1992.0,-0.47405522,0.72276618
1993.0,-0.41770893,0.72276618
1994.0,-0.31616019,0.72276618
1995.0,-0.18250259,0.72276618
