distance to center [km], normalized intensity
2.486037090478247933e+02,7.187793646202357278e-01
2.495347217633445780e+02,7.228440411340345539e-01
2.504664587542465597e+02,7.213566083755166281e-01
2.513988975134720931e+02,7.287881635117683388e-01
2.523320156006024888e+02,7.380512660577329687e-01
2.532658346555571143e+02,7.476485310198179857e-01
2.542003177827391482e+02,7.574550568538730433e-01
2.551354868774149622e+02,7.675188706889906065e-01
2.560713199134555111e+02,7.779196183630402439e-01
2.570077949249555900e+02,7.887251500666337956e-01
2.579449341755880596e+02,8.000834499265915278e-01
2.588827011752877070e+02,8.122302726821871710e-01
2.598211184239850695e+02,8.254072059158933383e-01
2.607601643370422266e+02,8.403840805489665167e-01
2.616998173842414985e+02,8.580569292429466310e-01
2.626401004065314169e+02,8.810301400919208215e-01
2.635809772848053854e+02,9.144118725708985096e-01
2.645224710788052107e+02,9.888997739873719439e-01
2.654645606094630921e+02,9.909001557125478588e-01
2.664072247468800470e+02,9.913529889316551325e-01
2.673504868667519645e+02,9.914838679266995136e-01
2.682943111894935555e+02,9.915816544484924444e-01
2.692387212936063179e+02,9.916518068910675776e-01
2.701836963728590035e+02,9.917430997216505340e-01
2.711292156654386645e+02,9.918171643403443927e-01
2.720753030428483612e+02,9.918947687190641238e-01
2.730219230364266991e+02,9.919821261209238461e-01
2.739690997058373796e+02,9.920591948871082533e-01
2.749167976993657021e+02,9.921251408523887871e-01
2.758650412593252099e+02,9.922123435256225976e-01
2.768138100519158797e+02,9.922923938026783075e-01
2.777630837818522309e+02,9.923646193648815172e-01
2.787128869555010056e+02,9.924352475204580859e-01
2.796631844963009712e+02,9.925072239721512979e-01
2.806140010802997722e+02,9.925789269415168370e-01
2.815653166792574211e+02,9.926556659571061925e-01
2.825171112997085743e+02,9.927299834989928851e-01
2.834694098631185852e+02,9.927993401617747349e-01
2.844221775452509178e+02,9.928543674827621235e-01
2.853754394253502369e+02,9.929307031800063132e-01
2.863291757567763511e+02,9.930058271026992456e-01
2.872833668242761860e+02,9.930595354348186188e-01
2.882380379354042361e+02,9.931272758637589293e-01
2.891931544974471535e+02,9.931881413429310967e-01
2.901487419648084938e+02,9.932608035546206526e-01
2.911047808505578587e+02,9.933265985525653319e-01
2.920612516960839002e+02,9.933873441430129958e-01
2.930181801683819458e+02,9.934459222667972877e-01
2.939755318872956877e+02,9.935047530016729578e-01
2.949333326566228948e+02,9.935676057001006090e-01
2.958915632291324300e+02,9.936284951502769580e-01
2.968502043831314836e+02,9.936847886934190299e-01
2.978092821205563610e+02,9.937426821236701180e-01
2.987687622565059087e+02,9.938097257906262083e-01
2.997286709204767021e+02,9.938612388687874111e-01
3.006889740011677645e+02,9.939181369780236697e-01
3.016496977521485974e+02,9.939688747171800953e-01
3.026108232313640656e+02,9.940290705491729994e-01
3.035723315188368474e+02,9.940809642972314730e-01
3.045342490479529829e+02,9.941375223120635374e-01
3.054965418809441644e+02,9.941914568592211676e-01
3.064592365670354752e+02,9.942436905467993968e-01
3.074223143625047214e+02,9.942892678457380118e-01
3.083857565435094443e+02,9.943434804154738238e-01
3.093495898272337854e+02,9.943978141332459053e-01
3.103137804355260982e+02,9.944446588077332505e-01
3.112783551938198343e+02,9.944930607104754960e-01
3.122432955418985330e+02,9.945472122988316954e-01
3.132085829374327659e+02,9.945897192826955724e-01
3.141742443628806427e+02,9.946399770455364164e-01
3.151402461869831768e+02,9.946932383512053777e-01
3.161066154934461565e+02,9.947417228126163025e-01
3.170733338919628750e+02,9.947754677848860139e-01
3.180403830083040475e+02,9.948331881412341149e-01
3.190077900731080263e+02,9.948660488589894380e-01
3.199755215903692829e+02,9.949179345493019966e-01
3.209436048855079662e+02,9.949655772205107107e-01
3.219120217256491969e+02,9.950082013380439072e-01
3.228807538923538800e+02,9.950481485688165151e-01
3.238498288486521801e+02,9.950880775947222867e-01
3.248192132231363303e+02,9.951277250982664135e-01
3.257889345676440485e+02,9.951762683146585520e-01
3.267589595578256763e+02,9.952224785361917236e-01
3.277293158320640032e+02,9.952611155256038122e-01
3.286999853588473570e+02,9.952970823910034515e-01
3.296709501190509854e+02,9.953352006493662030e-01
3.306422378767845771e+02,9.953824187800914824e-01
3.316138154188627709e+02,9.954149422487962307e-01
3.325857105905826074e+02,9.954543735230239054e-01
3.335579054919003852e+02,9.954998073337156805e-01
3.345303822338565851e+02,9.955371643374926194e-01
3.355031687797415429e+02,9.955667120456641594e-01
3.364762320188908120e+02,9.956119855703943200e-01
3.374495999908204453e+02,9.956475718858093238e-01
3.384232549175849840e+02,9.956753463437609808e-01
3.393971790311383643e+02,9.957140963403395828e-01
3.403714004818255603e+02,9.957536060166461978e-01
3.413458862535731555e+02,9.957893174259055957e-01
3.423206645683528109e+02,9.958191125772068997e-01
