modelo,tipo_top,familia,presion_pa,presion_hpa,tendencia_k_decada
CanESM5,low-top,CMIP6,5000.0,50.0,-0.3014008544865205
CanESM5,low-top,CMIP6,3000.0,30.0,-0.48066090580876575
CanESM5,low-top,CMIP6,2000.0,20.0,-0.46142032378225595
CanESM5,low-top,CMIP6,1000.0,10.0,-0.4570565657699207
CanESM5,low-top,CMIP6,500.0,5.0,-0.7748313467549188
CanESM5,low-top,CMIP6,100.0,1.0,-1.0220810420514295
CAS-ESM2-0,low-top,CMIP6,100000.0,1000.0,0.24593531281377243
CAS-ESM2-0,low-top,CMIP6,92500.0,925.0,0.2463329475365124
CAS-ESM2-0,low-top,CMIP6,85000.0,850.0,0.2573186699453481
CAS-ESM2-0,low-top,CMIP6,70000.0,700.0,0.2710864718683536
CAS-ESM2-0,low-top,CMIP6,60000.0,600.0,0.26352031876214127
CAS-ESM2-0,low-top,CMIP6,50000.0,500.0,0.2699965907374224
CAS-ESM2-0,low-top,CMIP6,40000.0,400.0,0.3034873051770391
CAS-ESM2-0,low-top,CMIP6,30000.0,300.0,0.32585079891852337
CAS-ESM2-0,low-top,CMIP6,25000.0,250.0,0.30836844602380314
CAS-ESM2-0,low-top,CMIP6,20000.0,200.0,0.2673760278449702
CAS-ESM2-0,low-top,CMIP6,15000.0,150.0,0.1932086632935771
CAS-ESM2-0,low-top,CMIP6,10000.0,100.0,0.016983494972152274
CAS-ESM2-0,low-top,CMIP6,7000.0,70.0,-0.19244025489630598
CAS-ESM2-0,low-top,CMIP6,5000.0,50.0,-0.3562721148165207
CAS-ESM2-0,low-top,CMIP6,3000.0,30.0,-0.4568979815110413
CAS-ESM2-0,low-top,CMIP6,2000.0,20.0,-0.5146140324030993
CAS-ESM2-0,low-top,CMIP6,1000.0,10.0,-0.5873754784653775
CAS-ESM2-0,low-top,CMIP6,500.0,5.0,-0.5958788446272876
CAS-ESM2-0,low-top,CMIP6,100.0,1.0,-0.5704490015477797
CESM2,low-top,CMIP6,100000.0,1000.0,0.165461249782385
CESM2,low-top,CMIP6,92500.0,925.0,0.25237395815060304
CESM2,low-top,CMIP6,85000.0,850.0,0.280270846340688
CESM2,low-top,CMIP6,70000.0,700.0,0.28917048916126326
CESM2,low-top,CMIP6,60000.0,600.0,0.2868944265824389
CESM2,low-top,CMIP6,50000.0,500.0,0.30754091394972954
CESM2,low-top,CMIP6,40000.0,400.0,0.33463070775859316
CESM2,low-top,CMIP6,30000.0,300.0,0.3418458567432082
CESM2,low-top,CMIP6,25000.0,250.0,0.3166241661192884
CESM2,low-top,CMIP6,20000.0,200.0,0.2671025990081913
CESM2,low-top,CMIP6,15000.0,150.0,0.20988598426673663
CESM2,low-top,CMIP6,10000.0,100.0,0.06949285488824328
CESM2,low-top,CMIP6,7000.0,70.0,-0.20223896356321283
CESM2,low-top,CMIP6,5000.0,50.0,-0.4262096787905494
CESM2,low-top,CMIP6,3000.0,30.0,-0.5442085342130594
CESM2,low-top,CMIP6,2000.0,20.0,-0.5764100564060365
CESM2,low-top,CMIP6,1000.0,10.0,-0.6397698260791119
CESM2,low-top,CMIP6,500.0,5.0,-0.6642160359810524
CESM2,low-top,CMIP6,100.0,1.0,-0.6641557329970296
CIESM,low-top,CMIP6,100000.0,1000.0,0.1472797085574923
CIESM,low-top,CMIP6,92500.0,925.0,0.19042791825632624
CIESM,low-top,CMIP6,85000.0,850.0,0.21536334541743002
CIESM,low-top,CMIP6,70000.0,700.0,0.2368012849630258
CIESM,low-top,CMIP6,60000.0,600.0,0.25152810375249895
CIESM,low-top,CMIP6,50000.0,500.0,0.27728088216756863
CIESM,low-top,CMIP6,40000.0,400.0,0.3159919284872612
CIESM,low-top,CMIP6,30000.0,300.0,0.33140221781845175
CIESM,low-top,CMIP6,25000.0,250.0,0.2953931857929832
CIESM,low-top,CMIP6,20000.0,200.0,0.20609324308439775
CIESM,low-top,CMIP6,15000.0,150.0,0.10612234091658992
CIESM,low-top,CMIP6,10000.0,100.0,-0.03609863503805903
CIESM,low-top,CMIP6,7000.0,70.0,-0.2963921257799844
CIESM,low-top,CMIP6,5000.0,50.0,-0.46092240177410315
CIESM,low-top,CMIP6,3000.0,30.0,-0.5227038306156835
CIESM,low-top,CMIP6,2000.0,20.0,-0.5363817068160901
CIESM,low-top,CMIP6,1000.0,10.0,-0.5997884124893583
CIESM,low-top,CMIP6,500.0,5.0,-0.6296791131672421
CIESM,low-top,CMIP6,100.0,1.0,-0.6304418011470668
CMCC-CM2-SR5,low-top,CMIP6,100000.0,1000.0,0.25790187075594445
CMCC-CM2-SR5,low-top,CMIP6,92500.0,925.0,0.2546738221522947
CMCC-CM2-SR5,low-top,CMIP6,85000.0,850.0,0.2629614901835088
CMCC-CM2-SR5,low-top,CMIP6,70000.0,700.0,0.2649077551143966
CMCC-CM2-SR5,low-top,CMIP6,60000.0,600.0,0.2617297601098759
CMCC-CM2-SR5,low-top,CMIP6,50000.0,500.0,0.27243230172330873
CMCC-CM2-SR5,low-top,CMIP6,40000.0,400.0,0.2892291664992864
CMCC-CM2-SR5,low-top,CMIP6,30000.0,300.0,0.28480648467067926
CMCC-CM2-SR5,low-top,CMIP6,25000.0,250.0,0.24749433620785075
CMCC-CM2-SR5,low-top,CMIP6,20000.0,200.0,0.16618063620230733
CMCC-CM2-SR5,low-top,CMIP6,15000.0,150.0,0.10343531583226324
CMCC-CM2-SR5,low-top,CMIP6,10000.0,100.0,-0.011173411226357333
CMCC-CM2-SR5,low-top,CMIP6,7000.0,70.0,-0.25552172246425464
CMCC-CM2-SR5,low-top,CMIP6,5000.0,50.0,-0.3980810442955861
CMCC-CM2-SR5,low-top,CMIP6,3000.0,30.0,-0.4878576624941055
CMCC-CM2-SR5,low-top,CMIP6,2000.0,20.0,-0.5177339090027814
CMCC-CM2-SR5,low-top,CMIP6,1000.0,10.0,-0.6017576068035477
CMCC-CM2-SR5,low-top,CMIP6,500.0,5.0,-0.6327902592308889
CMCC-CM2-SR5,low-top,CMIP6,100.0,1.0,-0.6260890287708987
CMCC-ESM2,low-top,CMIP6,100000.0,1000.0,0.21741347883236223
CMCC-ESM2,low-top,CMIP6,92500.0,925.0,0.22308106051320598
CMCC-ESM2,low-top,CMIP6,85000.0,850.0,0.23579640161426052
CMCC-ESM2,low-top,CMIP6,70000.0,700.0,0.24800740738595156
CMCC-ESM2,low-top,CMIP6,60000.0,600.0,0.2559602825499747
CMCC-ESM2,low-top,CMIP6,50000.0,500.0,0.27848644009966717
CMCC-ESM2,low-top,CMIP6,40000.0,400.0,0.30890920090961155
CMCC-ESM2,low-top,CMIP6,30000.0,300.0,0.3165053112048375
CMCC-ESM2,low-top,CMIP6,25000.0,250.0,0.28454808014469324
CMCC-ESM2,low-top,CMIP6,20000.0,200.0,0.2012123714369623
CMCC-ESM2,low-top,CMIP6,15000.0,150.0,0.11482623876969858
CMCC-ESM2,low-top,CMIP6,10000.0,100.0,-0.002308764010800202
CMCC-ESM2,low-top,CMIP6,7000.0,70.0,-0.26841147822737743
CMCC-ESM2,low-top,CMIP6,5000.0,50.0,-0.4189667297936908
CMCC-ESM2,low-top,CMIP6,3000.0,30.0,-0.4979974077268341
CMCC-ESM2,low-top,CMIP6,2000.0,20.0,-0.5204679940006208
CMCC-ESM2,low-top,CMIP6,1000.0,10.0,-0.6029482908761465
CMCC-ESM2,low-top,CMIP6,500.0,5.0,-0.6339062434604775
CMCC-ESM2,low-top,CMIP6,100.0,1.0,-0.6245694113476784
EC-Earth3-Veg-LR,low-top,CMIP6,100000.0,1000.0,0.2194235501432881
EC-Earth3-Veg-LR,low-top,CMIP6,92500.0,925.0,0.21518295637904153
EC-Earth3-Veg-LR,low-top,CMIP6,85000.0,850.0,0.22043966657041492
EC-Earth3-Veg-LR,low-top,CMIP6,70000.0,700.0,0.24507217022193203
EC-Earth3-Veg-LR,low-top,CMIP6,60000.0,600.0,0.246376843496667
EC-Earth3-Veg-LR,low-top,CMIP6,50000.0,500.0,0.27180177160378793
EC-Earth3-Veg-LR,low-top,CMIP6,40000.0,400.0,0.3047229949906514
EC-Earth3-Veg-LR,low-top,CMIP6,30000.0,300.0,0.3132097450850618
EC-Earth3-Veg-LR,low-top,CMIP6,25000.0,250.0,0.2603973838671569
EC-Earth3-Veg-LR,low-top,CMIP6,20000.0,200.0,0.15488515665747435
EC-Earth3-Veg-LR,low-top,CMIP6,15000.0,150.0,0.1261441218207669
EC-Earth3-Veg-LR,low-top,CMIP6,10000.0,100.0,-0.04119683531404816
EC-Earth3-Veg-LR,low-top,CMIP6,7000.0,70.0,-0.3631675314376678
EC-Earth3-Veg-LR,low-top,CMIP6,5000.0,50.0,-0.49865259803021866
EC-Earth3-Veg-LR,low-top,CMIP6,3000.0,30.0,-0.5550605063430258
EC-Earth3-Veg-LR,low-top,CMIP6,2000.0,20.0,-0.5917756138270204
EC-Earth3-Veg-LR,low-top,CMIP6,1000.0,10.0,-0.6654367380942396
EC-Earth3-Veg-LR,low-top,CMIP6,500.0,5.0,-0.7141397285252294
EC-Earth3-Veg-LR,low-top,CMIP6,100.0,1.0,-0.7147111940584892
FGOALS-f3-L,low-top,CMIP6,100000.0,1000.0,0.222406816447965
FGOALS-f3-L,low-top,CMIP6,92500.0,925.0,0.2179655243992691
FGOALS-f3-L,low-top,CMIP6,85000.0,850.0,0.22662911259734847
FGOALS-f3-L,low-top,CMIP6,70000.0,700.0,0.24045762399497134
FGOALS-f3-L,low-top,CMIP6,60000.0,600.0,0.2412229478521806
FGOALS-f3-L,low-top,CMIP6,50000.0,500.0,0.2624692791340932
FGOALS-f3-L,low-top,CMIP6,40000.0,400.0,0.2923072958923447
FGOALS-f3-L,low-top,CMIP6,30000.0,300.0,0.2841046241594782
FGOALS-f3-L,low-top,CMIP6,25000.0,250.0,0.24598680274880655
FGOALS-f3-L,low-top,CMIP6,20000.0,200.0,0.19214044848872
FGOALS-f3-L,low-top,CMIP6,15000.0,150.0,0.1415671117886803
FGOALS-f3-L,low-top,CMIP6,10000.0,100.0,-0.017360876858812872
FGOALS-f3-L,low-top,CMIP6,7000.0,70.0,-0.26102880182691435
FGOALS-f3-L,low-top,CMIP6,5000.0,50.0,-0.3900628553914376
FGOALS-f3-L,low-top,CMIP6,3000.0,30.0,-0.462911090809559
FGOALS-f3-L,low-top,CMIP6,2000.0,20.0,-0.49640525587772605
FGOALS-f3-L,low-top,CMIP6,1000.0,10.0,-0.5597104972005306
FGOALS-f3-L,low-top,CMIP6,500.0,5.0,-0.6931918202268005
FGOALS-f3-L,low-top,CMIP6,100.0,1.0,-1.0123834288834008
FGOALS-g3,low-top,CMIP6,100000.0,1000.0,0.2317303233651426
FGOALS-g3,low-top,CMIP6,92500.0,925.0,0.24001673661717698
FGOALS-g3,low-top,CMIP6,85000.0,850.0,0.23746738423900973
FGOALS-g3,low-top,CMIP6,70000.0,700.0,0.2511119515029455
FGOALS-g3,low-top,CMIP6,60000.0,600.0,0.2608946113485205
FGOALS-g3,low-top,CMIP6,50000.0,500.0,0.27705920056850986
FGOALS-g3,low-top,CMIP6,40000.0,400.0,0.29264132369357876
FGOALS-g3,low-top,CMIP6,30000.0,300.0,0.2885970469820823
FGOALS-g3,low-top,CMIP6,25000.0,250.0,0.2577987340733646
FGOALS-g3,low-top,CMIP6,20000.0,200.0,0.18999412074051117
FGOALS-g3,low-top,CMIP6,15000.0,150.0,0.09400838035192884
FGOALS-g3,low-top,CMIP6,10000.0,100.0,-0.051524866781620424
FGOALS-g3,low-top,CMIP6,7000.0,70.0,-0.246195884896329
FGOALS-g3,low-top,CMIP6,5000.0,50.0,-0.38465240421559327
FGOALS-g3,low-top,CMIP6,3000.0,30.0,-0.44403974585676675
FGOALS-g3,low-top,CMIP6,2000.0,20.0,-0.433568750030223
FGOALS-g3,low-top,CMIP6,1000.0,10.0,-0.4573859772702887
FGOALS-g3,low-top,CMIP6,500.0,5.0,-0.5233308906476303
FGOALS-g3,low-top,CMIP6,100.0,1.0,-0.6886531608107265
FIO-ESM-2-0,low-top,CMIP6,100000.0,1000.0,0.2191568980316695
FIO-ESM-2-0,low-top,CMIP6,92500.0,925.0,0.21357665558722802
FIO-ESM-2-0,low-top,CMIP6,85000.0,850.0,0.2224367601642162
FIO-ESM-2-0,low-top,CMIP6,70000.0,700.0,0.2434028016796931
FIO-ESM-2-0,low-top,CMIP6,60000.0,600.0,0.251691220594615
FIO-ESM-2-0,low-top,CMIP6,50000.0,500.0,0.27843573766823065
FIO-ESM-2-0,low-top,CMIP6,40000.0,400.0,0.31002201062803947
FIO-ESM-2-0,low-top,CMIP6,30000.0,300.0,0.31546416896071594
FIO-ESM-2-0,low-top,CMIP6,25000.0,250.0,0.27788525432182454
FIO-ESM-2-0,low-top,CMIP6,20000.0,200.0,0.17977134071823336
FIO-ESM-2-0,low-top,CMIP6,15000.0,150.0,0.07661332514771262
FIO-ESM-2-0,low-top,CMIP6,10000.0,100.0,-0.045318260516973984
FIO-ESM-2-0,low-top,CMIP6,7000.0,70.0,-0.30230721733465005
FIO-ESM-2-0,low-top,CMIP6,5000.0,50.0,-0.45374634378954837
FIO-ESM-2-0,low-top,CMIP6,3000.0,30.0,-0.5327950504874097
FIO-ESM-2-0,low-top,CMIP6,2000.0,20.0,-0.5524665712266099
FIO-ESM-2-0,low-top,CMIP6,1000.0,10.0,-0.6263981234033867
FIO-ESM-2-0,low-top,CMIP6,500.0,5.0,-0.6493758834519694
FIO-ESM-2-0,low-top,CMIP6,100.0,1.0,-0.633311283193576
GFDL-CM4,low-top,CMIP6,100000.0,1000.0,0.1984711644531839
GFDL-CM4,low-top,CMIP6,92500.0,925.0,0.2713350537424635
GFDL-CM4,low-top,CMIP6,85000.0,850.0,0.28877990818796245
GFDL-CM4,low-top,CMIP6,70000.0,700.0,0.3156949856668452
GFDL-CM4,low-top,CMIP6,60000.0,600.0,0.3302077255386907
GFDL-CM4,low-top,CMIP6,50000.0,500.0,0.3499332858201032
GFDL-CM4,low-top,CMIP6,40000.0,400.0,0.3754915481422224
GFDL-CM4,low-top,CMIP6,30000.0,300.0,0.3521133879980308
GFDL-CM4,low-top,CMIP6,25000.0,250.0,0.2883744648216313
GFDL-CM4,low-top,CMIP6,20000.0,200.0,0.21028458446496373
GFDL-CM4,low-top,CMIP6,15000.0,150.0,0.16998364195387594
GFDL-CM4,low-top,CMIP6,10000.0,100.0,0.009291861084136271
GFDL-CM4,low-top,CMIP6,7000.0,70.0,-0.2667331370419308
GFDL-CM4,low-top,CMIP6,5000.0,50.0,-0.3753284605341272
GFDL-CM4,low-top,CMIP6,3000.0,30.0,-0.4091049391299122
GFDL-CM4,low-top,CMIP6,2000.0,20.0,-0.4526237574030637
GFDL-CM4,low-top,CMIP6,1000.0,10.0,-0.5358779630587813
GFDL-CM4,low-top,CMIP6,500.0,5.0,-0.6822268443286549
GFDL-CM4,low-top,CMIP6,100.0,1.0,nan
GFDL-ESM4,low-top,CMIP6,100000.0,1000.0,0.18975940138193428
GFDL-ESM4,low-top,CMIP6,92500.0,925.0,0.22305229874453628
GFDL-ESM4,low-top,CMIP6,85000.0,850.0,0.23970830424221254
GFDL-ESM4,low-top,CMIP6,70000.0,700.0,0.26597511411984653
GFDL-ESM4,low-top,CMIP6,60000.0,600.0,0.2781850240209742
GFDL-ESM4,low-top,CMIP6,50000.0,500.0,0.29803218016382665
GFDL-ESM4,low-top,CMIP6,40000.0,400.0,0.32775192702226175
GFDL-ESM4,low-top,CMIP6,30000.0,300.0,0.32520785801445246
GFDL-ESM4,low-top,CMIP6,25000.0,250.0,0.2796117466625484
GFDL-ESM4,low-top,CMIP6,20000.0,200.0,0.21479539769218803
GFDL-ESM4,low-top,CMIP6,15000.0,150.0,0.16891633522598043
GFDL-ESM4,low-top,CMIP6,10000.0,100.0,-0.01971094395046697
GFDL-ESM4,low-top,CMIP6,7000.0,70.0,-0.3364063430471021
GFDL-ESM4,low-top,CMIP6,5000.0,50.0,-0.4199082872784403
GFDL-ESM4,low-top,CMIP6,3000.0,30.0,-0.42870867071240576
GFDL-ESM4,low-top,CMIP6,2000.0,20.0,-0.4653842174965212
GFDL-ESM4,low-top,CMIP6,1000.0,10.0,-0.5365685658934418
GFDL-ESM4,low-top,CMIP6,500.0,5.0,-0.6811738156517727
GFDL-ESM4,low-top,CMIP6,100.0,1.0,-0.9682740890198778
INM-CM4-8,low-top,CMIP6,100000.0,1000.0,0.20397014906194336
INM-CM4-8,low-top,CMIP6,92500.0,925.0,0.20412441625743388
INM-CM4-8,low-top,CMIP6,85000.0,850.0,0.21974666653215913
INM-CM4-8,low-top,CMIP6,70000.0,700.0,0.2461494980043938
INM-CM4-8,low-top,CMIP6,60000.0,600.0,0.26164899091926813
INM-CM4-8,low-top,CMIP6,50000.0,500.0,0.2813414729381727
INM-CM4-8,low-top,CMIP6,40000.0,400.0,0.29587369092787164
INM-CM4-8,low-top,CMIP6,30000.0,300.0,0.28398041956615194
INM-CM4-8,low-top,CMIP6,25000.0,250.0,0.2542417497807988
INM-CM4-8,low-top,CMIP6,20000.0,200.0,0.19318081068588192
INM-CM4-8,low-top,CMIP6,15000.0,150.0,0.11138387290869659
INM-CM4-8,low-top,CMIP6,10000.0,100.0,-0.006687760458253295
INM-CM4-8,low-top,CMIP6,7000.0,70.0,-0.12940199549572412
INM-CM4-8,low-top,CMIP6,5000.0,50.0,-0.2088706571045615
INM-CM4-8,low-top,CMIP6,3000.0,30.0,-0.3603174258641989
INM-CM4-8,low-top,CMIP6,2000.0,20.0,-0.4704670511676877
INM-CM4-8,low-top,CMIP6,1000.0,10.0,-0.601373436818678
INM-CM4-8,low-top,CMIP6,500.0,5.0,nan
INM-CM4-8,low-top,CMIP6,100.0,1.0,nan
KIOST-ESM,low-top,CMIP6,100000.0,1000.0,0.2674573994963921
KIOST-ESM,low-top,CMIP6,92500.0,925.0,0.2669267337390014
KIOST-ESM,low-top,CMIP6,85000.0,850.0,0.29085821131272166
KIOST-ESM,low-top,CMIP6,70000.0,700.0,0.3306714938791467
KIOST-ESM,low-top,CMIP6,60000.0,600.0,0.35195740225611516
KIOST-ESM,low-top,CMIP6,50000.0,500.0,0.3853621706987109
KIOST-ESM,low-top,CMIP6,40000.0,400.0,0.42302288369611474
KIOST-ESM,low-top,CMIP6,30000.0,300.0,0.4087867396190153
KIOST-ESM,low-top,CMIP6,25000.0,250.0,0.354280893072774
KIOST-ESM,low-top,CMIP6,20000.0,200.0,0.27542903592633305
KIOST-ESM,low-top,CMIP6,15000.0,150.0,0.21069365191306863
KIOST-ESM,low-top,CMIP6,10000.0,100.0,0.015231961901707364
KIOST-ESM,low-top,CMIP6,7000.0,70.0,-0.2955128351527524
KIOST-ESM,low-top,CMIP6,5000.0,50.0,-0.4160241399376379
KIOST-ESM,low-top,CMIP6,3000.0,30.0,-0.43507902310683055
KIOST-ESM,low-top,CMIP6,2000.0,20.0,-0.4684951593312358
KIOST-ESM,low-top,CMIP6,1000.0,10.0,-0.5574472776381193
KIOST-ESM,low-top,CMIP6,500.0,5.0,-0.7057158616830004
KIOST-ESM,low-top,CMIP6,100.0,1.0,-0.8724429518817346
NESM3,low-top,CMIP6,100000.0,1000.0,0.3218777007219302
NESM3,low-top,CMIP6,92500.0,925.0,0.3079678706438641
NESM3,low-top,CMIP6,85000.0,850.0,0.30426340629233206
NESM3,low-top,CMIP6,70000.0,700.0,0.3269317840175196
NESM3,low-top,CMIP6,60000.0,600.0,0.3151845502135112
NESM3,low-top,CMIP6,50000.0,500.0,0.346974696139524
NESM3,low-top,CMIP6,40000.0,400.0,0.386645353350942
NESM3,low-top,CMIP6,30000.0,300.0,0.39561929079148794
NESM3,low-top,CMIP6,25000.0,250.0,0.34447274763662517
NESM3,low-top,CMIP6,20000.0,200.0,0.20687182007340216
NESM3,low-top,CMIP6,15000.0,150.0,0.0874750490712238
NESM3,low-top,CMIP6,10000.0,100.0,-0.0018104285362750033
NESM3,low-top,CMIP6,7000.0,70.0,-0.2654513035035506
NESM3,low-top,CMIP6,5000.0,50.0,-0.424832053914068
NESM3,low-top,CMIP6,3000.0,30.0,-0.5149841865969809
NESM3,low-top,CMIP6,2000.0,20.0,-0.5383973663477368
NESM3,low-top,CMIP6,1000.0,10.0,-0.6006245417847009
NESM3,low-top,CMIP6,500.0,5.0,-0.7132710214129354
NESM3,low-top,CMIP6,100.0,1.0,-1.0350336528332433
NorESM2-LM,low-top,CMIP6,100000.0,1000.0,0.23967988452209565
NorESM2-LM,low-top,CMIP6,92500.0,925.0,0.23817677955521765
NorESM2-LM,low-top,CMIP6,85000.0,850.0,0.25108268777032
NorESM2-LM,low-top,CMIP6,70000.0,700.0,0.26519427981584903
NorESM2-LM,low-top,CMIP6,60000.0,600.0,0.27152993494875693
NorESM2-LM,low-top,CMIP6,50000.0,500.0,0.29830780743426377
NorESM2-LM,low-top,CMIP6,40000.0,400.0,0.3238478294770387
NorESM2-LM,low-top,CMIP6,30000.0,300.0,0.32064589013580175
NorESM2-LM,low-top,CMIP6,25000.0,250.0,0.27472591216486925
NorESM2-LM,low-top,CMIP6,20000.0,200.0,0.1721540799532067
NorESM2-LM,low-top,CMIP6,15000.0,150.0,0.09247406928940077
NorESM2-LM,low-top,CMIP6,10000.0,100.0,0.0174513960942117
NorESM2-LM,low-top,CMIP6,7000.0,70.0,-0.2521815782954504
NorESM2-LM,low-top,CMIP6,5000.0,50.0,-0.47444839321806626
NorESM2-LM,low-top,CMIP6,3000.0,30.0,-0.5755549624022429
NorESM2-LM,low-top,CMIP6,2000.0,20.0,-0.5964981366831766
NorESM2-LM,low-top,CMIP6,1000.0,10.0,-0.656022126538176
NorESM2-LM,low-top,CMIP6,500.0,5.0,-0.6786069941080917
NorESM2-LM,low-top,CMIP6,100.0,1.0,-0.6744839575138349
NorESM2-MM,low-top,CMIP6,100000.0,1000.0,0.20219896717145472
NorESM2-MM,low-top,CMIP6,92500.0,925.0,0.20610875907647552
NorESM2-MM,low-top,CMIP6,85000.0,850.0,0.21963765231014143
NorESM2-MM,low-top,CMIP6,70000.0,700.0,0.23595582049125113
NorESM2-MM,low-top,CMIP6,60000.0,600.0,0.23940355781162218
NorESM2-MM,low-top,CMIP6,50000.0,500.0,0.2616505570529425
NorESM2-MM,low-top,CMIP6,40000.0,400.0,0.2842664079247715
NorESM2-MM,low-top,CMIP6,30000.0,300.0,0.28438457636729486
NorESM2-MM,low-top,CMIP6,25000.0,250.0,0.25261928571670506
NorESM2-MM,low-top,CMIP6,20000.0,200.0,0.18950308360395104
NorESM2-MM,low-top,CMIP6,15000.0,150.0,0.1340281381859733
NorESM2-MM,low-top,CMIP6,10000.0,100.0,0.022789034104650222
NorESM2-MM,low-top,CMIP6,7000.0,70.0,-0.25342239446974607
NorESM2-MM,low-top,CMIP6,5000.0,50.0,-0.4753103159054079
NorESM2-MM,low-top,CMIP6,3000.0,30.0,-0.5795725153066381
NorESM2-MM,low-top,CMIP6,2000.0,20.0,-0.6024942050493597
NorESM2-MM,low-top,CMIP6,1000.0,10.0,-0.6590981123377744
NorESM2-MM,low-top,CMIP6,500.0,5.0,-0.6804087968037407
NorESM2-MM,low-top,CMIP6,100.0,1.0,-0.6772511751258758
TaiESM1,low-top,CMIP6,100000.0,1000.0,0.2901166632661297
TaiESM1,low-top,CMIP6,92500.0,925.0,0.2816595500006026
TaiESM1,low-top,CMIP6,85000.0,850.0,0.28210585501986785
TaiESM1,low-top,CMIP6,70000.0,700.0,0.2865341907547198
TaiESM1,low-top,CMIP6,60000.0,600.0,0.28624939474691974
TaiESM1,low-top,CMIP6,50000.0,500.0,0.30788411381941555
TaiESM1,low-top,CMIP6,40000.0,400.0,0.34073834994667546
TaiESM1,low-top,CMIP6,30000.0,300.0,0.34086088406724024
TaiESM1,low-top,CMIP6,25000.0,250.0,0.29059732850647235
TaiESM1,low-top,CMIP6,20000.0,200.0,0.18515788636194275
TaiESM1,low-top,CMIP6,15000.0,150.0,0.11530998803122687
TaiESM1,low-top,CMIP6,10000.0,100.0,-0.019699139112979304
TaiESM1,low-top,CMIP6,7000.0,70.0,-0.28510643730300367
TaiESM1,low-top,CMIP6,5000.0,50.0,-0.44983868497596924
TaiESM1,low-top,CMIP6,3000.0,30.0,-0.5611345763687138
TaiESM1,low-top,CMIP6,2000.0,20.0,-0.613645133188707
TaiESM1,low-top,CMIP6,1000.0,10.0,-0.6957341097335829
TaiESM1,low-top,CMIP6,500.0,5.0,-0.7104745694565144
TaiESM1,low-top,CMIP6,100.0,1.0,-0.694465170538961
ERA5,reanalysis,Reanalysis,100000.0,1000.0,0.16051405689635145
ERA5,reanalysis,Reanalysis,97500.0,975.0,0.1537096079286665
ERA5,reanalysis,Reanalysis,95000.0,950.0,0.13435505755419605
ERA5,reanalysis,Reanalysis,92500.0,925.0,0.11995574246442554
ERA5,reanalysis,Reanalysis,90000.0,900.0,0.1137227240417264
ERA5,reanalysis,Reanalysis,87500.0,875.0,0.11419809602496572
ERA5,reanalysis,Reanalysis,85000.0,850.0,0.1185155498737458
ERA5,reanalysis,Reanalysis,82500.0,825.0,0.12184578736733623
ERA5,reanalysis,Reanalysis,80000.0,800.0,0.12083856794856848
ERA5,reanalysis,Reanalysis,77500.0,775.0,0.11822030131419824
ERA5,reanalysis,Reanalysis,75000.0,750.0,0.1151141589975402
ERA5,reanalysis,Reanalysis,70000.0,700.0,0.10955829852935321
ERA5,reanalysis,Reanalysis,65000.0,650.0,0.10907640304289479
ERA5,reanalysis,Reanalysis,60000.0,600.0,0.10752590240577595
ERA5,reanalysis,Reanalysis,55000.0,550.0,0.1074121329497553
ERA5,reanalysis,Reanalysis,50000.0,500.0,0.11642845036479006
ERA5,reanalysis,Reanalysis,45000.0,450.0,0.12764210795605924
ERA5,reanalysis,Reanalysis,40000.0,400.0,0.14024313054053303
ERA5,reanalysis,Reanalysis,35000.0,350.0,0.14525579977214675
ERA5,reanalysis,Reanalysis,30000.0,300.0,0.1372418415149037
ERA5,reanalysis,Reanalysis,25000.0,250.0,0.1254675257540806
ERA5,reanalysis,Reanalysis,22500.0,225.0,0.11792482626488138
ERA5,reanalysis,Reanalysis,20000.0,200.0,0.1024347531794548
ERA5,reanalysis,Reanalysis,17500.0,175.0,0.07568022439658362
ERA5,reanalysis,Reanalysis,15000.0,150.0,0.029228107893308646
ERA5,reanalysis,Reanalysis,12500.0,125.0,-0.0646432519163775
ERA5,reanalysis,Reanalysis,10000.0,100.0,-0.22014382859023912
ERA5,reanalysis,Reanalysis,7000.0,70.0,-0.43085964998768317
ERA5,reanalysis,Reanalysis,5000.0,50.0,-0.4801056508931775
ERA5,reanalysis,Reanalysis,3000.0,30.0,-0.5540572984920357
ERA5,reanalysis,Reanalysis,2000.0,20.0,-0.5672654208597561
ERA5,reanalysis,Reanalysis,1000.0,10.0,-0.19391158003749795
ERA5,reanalysis,Reanalysis,700.0,7.0,-0.05689383427527718
ERA5,reanalysis,Reanalysis,500.0,5.0,-0.713835901954501
ERA5,reanalysis,Reanalysis,300.0,3.0,-1.8409067757830042
ERA5,reanalysis,Reanalysis,200.0,2.0,-1.5685353435229943
ERA5,reanalysis,Reanalysis,100.0,1.0,-0.6882190568199873
JRA55,reanalysis,Reanalysis,100000.0,1000.0,nan
JRA55,reanalysis,Reanalysis,97500.0,975.0,0.15811607976232847
JRA55,reanalysis,Reanalysis,95000.0,950.0,0.15946416444827635
JRA55,reanalysis,Reanalysis,92500.0,925.0,0.15844789852854688
JRA55,reanalysis,Reanalysis,90000.0,900.0,0.15235188151513931
JRA55,reanalysis,Reanalysis,87500.0,875.0,0.14743974314602465
JRA55,reanalysis,Reanalysis,85000.0,850.0,0.14755870731060558
JRA55,reanalysis,Reanalysis,82500.0,825.0,0.15243806253846742
