numero_onda_cm1,irf_w_m2_cm,erf_w_m2_cm
2721.6348765526295,-1.3420922938099736e-08,-1.3185063384777953e-08
2727.963194677572,-2.9770027229213392e-08,-2.991350465193884e-08
2734.2915128025147,-5.7300869881655524e-08,-5.834119781464396e-08
2740.6198309274578,-1.0515341683666758e-07,-1.03903697343878e-07
2746.9481490524004,-1.6361269398265695e-07,-1.6452791960969858e-07
2753.276467177343,-6.308971017732028e-08,-6.437344248530365e-08
2759.604785302286,-7.49926326811777e-08,-8.263995271022597e-08
2765.9331034272286,-1.3459573418499494e-07,-1.386564685433991e-07
2772.2614215521717,-1.3039104903361128e-07,-1.5132295716589123e-07
2778.5897396771143,-5.6561155433173535e-08,-9.145050102700829e-08
2784.9180578020573,-3.054516144466641e-08,-4.9272586938716364e-08
2791.246375927,-2.1006694746557584e-08,-4.383067389537907e-08
2797.5746940519425,-1.569265238847597e-08,-2.981422413760758e-08
2803.9030121768856,-1.1157559476319078e-08,-1.2804639089508283e-08
2810.231330301828,-8.088852032045144e-09,-8.093812417198428e-09
2816.559648426771,-5.594060467691832e-09,-5.600307154273276e-09
2822.887966551714,-4.440618375865357e-09,-4.4533542472088815e-09
2829.2162846766564,-3.840299067836198e-09,-3.856850098231641e-09
2835.5446028015995,-3.430135756291225e-09,-3.479913789587098e-09
2841.872920926542,-3.171047010649504e-09,-3.181764934654175e-09
2848.2012390514847,-2.8211237361101153e-09,-2.81167690743796e-09
2854.5295571764277,-2.7263153088097567e-09,-2.8062825401686668e-09
2860.8578753013703,-2.5708144094297985e-09,-2.821479862129496e-09
2867.1861934263134,-2.305455164680011e-09,-2.5158776538891417e-09
2873.514511551256,-2.1750855825008895e-09,-2.197131218618385e-09
2879.842829676199,-1.9733592541707097e-09,-1.9941758105569614e-09
2886.1711478011416,-1.9849708069108263e-09,-1.9527988287828435e-09
2892.499465926084,-1.5609828005160103e-09,-1.5186804864694294e-09
2898.8277840510273,-1.8013168974975148e-09,-1.7204034801221214e-09
2905.15610217597,-1.525485299355716e-09,-1.429460115853473e-09
2911.484420300913,-1.396253648127082e-09,-1.230106822532975e-09
2917.8127384258555,-1.3619329305197288e-09,-1.0766405768343552e-09
2924.141056550798,-1.2482753933045647e-09,-7.957887649240575e-10
2930.469374675741,-8.961328840682896e-10,-5.241235626014886e-10
2936.7976928006838,-7.022472847869062e-10,-3.560014935359278e-10
2943.1260109256264,-9.902982349212965e-10,-3.0385434127580583e-10
2949.4543290505694,-1.1618691014256582e-09,-5.198138935421036e-10
2955.782647175512,-1.0388197032221822e-09,-8.193021508350075e-10
2962.110965300455,-1.4773703332350166e-09,-8.636438724076427e-10
2968.4392834253977,-1.930263276109096e-09,-6.08933393299116e-10
2974.7676015503407,-1.0399342036458794e-09,-3.696397584383615e-10
2981.0959196752833,-5.545398137544008e-09,-5.423826553032664e-09
2987.424237800226,-9.191806894605632e-10,-3.9591201581633665e-10
2993.752555925169,-9.167704094443014e-10,-1.1469947955285824e-09
3000.0808740501116,-1.5470860688391578e-09,-9.7325725246722e-10
3006.409192175054,-3.673851776314854e-10,-3.507774593055244e-09
3012.737510299997,-9.392837455525771e-11,-4.569744599328049e-09
3019.06582842494,-3.057439687963022e-10,-5.170216083680288e-09
3025.3941465498824,-1.4814924800555421e-10,-1.416506773164308e-08
3031.7224646748255,-5.6368143753530424e-11,-1.2417695765431326e-08
3038.0507827997685,-1.8741941720178298e-10,-1.6561512471482837e-08
3044.379100924711,-2.2983858495896425e-10,-1.7272298594021155e-08
3050.7074190496537,-1.1524831118011372e-10,-1.8532974268146702e-08
3057.0357371745968,-7.064766748734141e-11,-2.9468081946245068e-08
3063.3640552995394,-7.061383939750919e-11,-4.918090868284762e-09
3069.6923734244824,-1.3059867177656883e-10,-4.629090577662233e-10
3076.020691549425,-1.243005649190752e-10,-4.389508573678624e-10
3082.3490096743676,-8.082338319424015e-11,-1.7402349034449742e-09
3088.6773277993107,-2.773920963731479e-10,-4.670491319798252e-10
3095.0056459242533,-1.978239347402384e-10,-5.575321377971388e-09
3101.333964049196,-1.8152908307868852e-10,-1.3738566850671365e-09
3107.662282174139,-5.821327711748277e-10,-7.880647915388427e-10
3113.9906002990815,-1.5251884298550386e-10,-4.511579930437075e-10
3120.318918424024,-5.83720448093165e-11,-1.5496665630436626e-09
3126.647236548967,-3.9745439141628207e-10,-1.569234773875105e-09
3132.97555467391,-8.086369353655201e-10,-1.0501563271554409e-09
3139.303872798853,-3.5841073563654538e-09,-3.5398339108653707e-09
3145.6321909237954,-9.781751328204817e-09,-9.664467298516749e-09
3151.960509048738,-1.7040438895578903e-08,-1.7016875188720333e-08
3158.288827173681,-4.0831402118110134e-08,-4.1269116896069426e-08
3164.617145298624,-4.479983008956882e-08,-4.545632303933033e-08
3170.9454634235667,-7.561574123266127e-09,-8.329404673945892e-09
3177.2737815485093,-9.606387438533885e-10,-3.4841120240056e-09
3183.6020996734524,-1.9170535700227335e-09,-2.5480333963806206e-09
3189.930417798395,-1.410931167054238e-08,-1.4562936994338704e-08
3196.2587359233376,-1.1452188335127156e-08,-1.2599277185185228e-08
3202.5870540482806,-2.3826887133403238e-08,-2.422534259853182e-08
3208.915372173223,-1.5495827858950638e-08,-1.5750410420641472e-08
3215.243690298166,-2.7921776179068136e-09,-2.869057931493927e-09
3221.572008423109,-1.3198849509925151e-09,-1.4863500981017747e-09
3227.900326548052,-6.69759750794739e-10,-8.314257690227566e-10
3234.2286446729945,-9.643497713135487e-11,-1.2200154022448475e-09
3240.556962797937,-1.0507956877757893e-10,-4.412370189802507e-10
3246.8852809228797,-2.449263387183938e-10,-3.208858207340631e-10
