numero_onda_cm1,irf_w_m2_cm,erf_w_m2_cm
1595.1942503128148,-3.758571995499306e-09,-3.1527715417671537e-07
1601.5225684377576,-3.6614680342559285e-09,-2.081236217575051e-07
1607.8508865627005,-2.8854326735874663e-09,-2.8284582078120655e-06
1614.179204687643,-2.0136676419635878e-09,-4.907933581830504e-06
1620.507522812586,-1.502512978537727e-09,-1.4097409124670578e-06
1626.8358409375287,-1.5765576982775464e-09,-2.190632270451457e-06
1633.1641590624713,-1.7179878389496753e-09,-3.3577712613781016e-06
1639.4924771874144,-1.7517383163445486e-09,-7.935149650588269e-07
1645.820795312357,-1.047445950680008e-09,-2.944389109114055e-06
1652.1491134373,-6.172759565506312e-10,-1.0527104489640559e-05
1658.4774315622426,-2.6931573674635254e-09,-1.533786612886075e-07
1664.8057496871854,-2.8773532584418604e-09,-1.2320645648664124e-06
1671.1340678121283,-8.36241813943818e-10,-3.8138958353864853e-06
1677.4623859370708,-1.6717250568001538e-09,-2.5257471787841993e-06
1683.790704062014,-9.465627611265995e-10,-7.879828853501803e-06
1690.1190221869565,-1.963718306480954e-09,-1.1192021304632477e-06
1696.4473403118993,-8.144332978170017e-10,-4.45076452107095e-06
1702.7756584368421,-8.913823669028857e-10,-6.066615469839267e-06
1709.1039765617847,-2.209219162329715e-09,-1.6886918776063959e-06
1715.4322946867278,-1.0832102321150582e-09,-2.853830213319849e-06
1721.7606128116704,-2.9771359378364632e-09,-3.3268994635421647e-06
1728.088930936613,-3.733762837370433e-09,-1.0552731790116157e-06
1734.417249061556,-1.4132293850360665e-09,-4.427625525319258e-06
1740.7455671864986,-1.6875855526237828e-09,-3.324306808568215e-06
1747.0738853114417,-1.8791226432373767e-09,-2.327157287503155e-06
1753.4022034363843,-3.7008269430933155e-09,-2.8970215533949987e-06
1759.730521561327,-3.078798080485982e-09,-3.284869129394916e-06
1766.05883968627,-4.820899625197096e-09,-3.73966805188523e-07
1772.3871578112125,-1.8020256038281946e-09,-3.0067652876846255e-06
1778.7154759361554,-4.329330860392088e-09,-2.531137541268922e-06
1785.0437940610982,-7.223136495319051e-09,-6.134223011899741e-07
1791.3721121860408,-3.5559348230501012e-09,-1.1252093996577195e-06
1797.7004303109838,-4.35217933601502e-09,-8.488681794559531e-07
1804.0287484359264,-9.62730549375665e-09,-3.993106965329044e-07
1810.3570665608695,-8.47321440937453e-09,-1.4128948849455182e-06
