escenario,co2_ppm,presion_pa,presion_hpa,altura_km,temperatura_k
1xPI,280.0,549.6636962890625,5.496636867523193,35.76458740234375,243.63055419921875
1xPI,280.0,498.8647155761719,4.988646984100342,36.495914459228516,245.3541717529297
1xPI,280.0,452.4424743652344,4.5244245529174805,37.23823928833008,247.162353515625
1xPI,280.0,410.05181884765625,4.100518226623535,37.99188232421875,249.05101013183594
1xPI,280.0,371.371826171875,3.7137181758880615,38.75711441040039,250.99647521972656
1xPI,280.0,336.104248046875,3.3610424995422363,39.5342903137207,253.02867126464844
1xPI,280.0,303.9721984863281,3.039721965789795,40.323631286621094,255.1019744873047
1xPI,280.0,274.7189025878906,2.7471890449523926,41.125343322753906,257.2080383300781
1xPI,280.0,248.10646057128906,2.481064558029175,41.939544677734375,259.3199768066406
1xPI,280.0,223.9145965576172,2.2391459941864014,42.76594543457031,261.31103515625
1xPI,280.0,201.93963623046875,2.0193963050842285,43.60443878173828,263.2359313964844
1xPI,280.0,181.9933624267578,1.8199336528778076,44.454010009765625,264.8184814453125
1xPI,280.0,163.90203857421875,1.6390204429626465,45.3143310546875,266.2729797363281
1xPI,280.0,147.5054168701172,1.475054144859314,46.18375778198242,267.2008361816406
1xPI,280.0,132.65585327148438,1.3265585899353027,47.06189727783203,267.9964294433594
1xPI,280.0,119.21742248535156,1.1921741962432861,47.94676971435547,268.1789855957031
1xPI,280.0,107.06507873535156,1.0706508159637451,48.83805847167969,268.26092529296875
1xPI,280.0,96.08393096923828,0.9608393311500549,49.73371505737305,267.730224609375
1xPI,280.0,86.16849517822266,0.8616849780082703,50.63348388671875,267.1294250488281
1xPI,280.0,77.22200775146484,0.7722200751304626,51.535484313964844,265.9783020019531
1xPI,280.0,69.1557846069336,0.6915578246116638,52.439483642578125,264.7765808105469
1xPI,280.0,61.888607025146484,0.6188860535621643,53.343894958496094,263.125732421875
1xPI,280.0,55.346195220947266,0.5534619688987732,54.24848175048828,261.42822265625
1xPI,280.0,49.460628509521484,0.49460628628730774,55.15198516845703,259.3898620605469
1xPI,280.0,44.169891357421875,0.44169890880584717,56.05411148071289,257.29473876953125
1xPI,280.0,39.417388916015625,0.39417389035224915,56.95390319824219,254.95225524902344
1xPI,280.0,35.151527404785156,0.3515152633190155,57.85099792480469,252.53880310058594
1xPI,280.0,31.32530975341797,0.31325310468673706,58.74466323852539,249.9510498046875
1xPI,280.0,27.895963668823242,0.27895963191986084,59.634525299072266,247.2880859375
1xPI,280.0,24.824596405029297,0.248245969414711,60.520050048828125,244.51455688476562
1xPI,280.0,22.075870513916016,0.22075870633125305,61.40090560913086,241.6820526123047
1xPI,280.0,19.61771011352539,0.19617709517478943,62.276790618896484,238.80165100097656
1xPI,280.0,17.4210205078125,0.17421020567417145,63.147438049316406,235.88516235351562
1xPI,280.0,15.459439277648926,0.15459439158439636,64.0127182006836,232.96690368652344
1xPI,280.0,13.709091186523438,0.13709090650081635,64.87234497070312,230.01194763183594
1xPI,280.0,12.148382186889648,0.12148382514715195,65.72624969482422,227.0686798095703
1xPI,280.0,10.75778865814209,0.10757789015769958,66.57402038574219,224.05447387695312
1xPI,280.0,9.519681930541992,0.09519682079553604,67.41553497314453,221.0426025390625
1xPI,280.0,8.418149948120117,0.08418150246143341,68.25019836425781,217.9127655029297
1xPI,280.0,7.438848972320557,0.07438848912715912,69.07786560058594,214.78305053710938
1xPI,280.0,6.568854331970215,0.06568854302167892,69.8978271484375,211.50498962402344
1xPI,280.0,5.796533107757568,0.05796533077955246,70.71003723144531,208.2532958984375
1xPI,280.0,5.111423492431641,0.05111423507332802,71.51371002197266,204.83935546875
1xPI,280.0,4.504122734069824,0.04504122585058212,72.3089370727539,201.4887237548828
1xPI,280.0,3.96618914604187,0.039661891758441925,73.09478759765625,197.94113159179688
1xPI,280.0,3.4900481700897217,0.0349004827439785,73.87140655517578,194.47108459472656
1xPI,280.0,3.068910598754883,0.03068910539150238,74.63749694824219,190.71920776367188
1xPI,280.0,2.696695566177368,0.02696695551276207,75.39302062988281,186.99868774414062
1xPI,280.0,2.367960214614868,0.02367960289120674,76.13584899902344,182.7974090576172
1xPI,280.0,2.0778379440307617,0.02077838033437729,76.86490631103516,178.3778076171875
1xPI,280.0,1.8219809532165527,0.018219809979200363,77.57596588134766,172.98558044433594
1xPI,280.0,1.5965068340301514,0.015965068712830544,78.26494598388672,166.658935546875
1xPI,280.0,1.397952914237976,0.013979529030621052,78.92303466796875,158.2895050048828
1xPI,280.0,1.2232328653335571,0.01223232876509428,79.53843688964844,147.1895751953125
1xPI,280.0,1.0695979595184326,0.010695979930460453,80.08893585205078,130.93081665039062
2xPI,560.0,97759.296875,977.5929565429688,0.1919364631175995,286.077880859375
2xPI,560.0,93394.578125,933.94580078125,0.5807125568389893,284.19537353515625
2xPI,560.0,89162.0546875,891.6205444335938,0.9729054570198059,282.249267578125
2xPI,560.0,85061.546875,850.615478515625,1.3683381080627441,280.23419189453125
2xPI,560.0,81092.6171875,810.9261474609375,1.7668225765228271,278.1453857421875
2xPI,560.0,77254.5703125,772.5457153320312,2.1681578159332275,275.9775390625
2xPI,560.0,73546.4765625,735.4647827148438,2.572129249572754,273.72491455078125
2xPI,560.0,69967.1875,699.671875,2.978506326675415,271.3807678222656
2xPI,560.0,66515.328125,665.1532592773438,3.3870370388031006,268.9344482421875
2xPI,560.0,63189.35546875,631.8935546875,3.797441244125366,266.372314453125
2xPI,560.0,59987.51953125,599.8751831054688,4.209412097930908,263.682373046875
2xPI,560.0,56907.921875,569.0792236328125,4.62261962890625,260.85498046875
2xPI,560.0,53948.5,539.4849853515625,5.036715030670166,257.8844299316406
2xPI,560.0,51107.05078125,511.07049560546875,5.451339244842529,254.77037048339844
2xPI,560.0,48381.25390625,483.8125305175781,5.866135120391846,251.51893615722656
2xPI,560.0,45768.6640625,457.6866455078125,6.280757427215576,248.14268493652344
2xPI,560.0,43266.73828125,432.6673889160156,6.694876670837402,244.65719604492188
2xPI,560.0,40872.8515625,408.728515625,7.108185291290283,241.07823181152344
2xPI,560.0,38584.2890625,385.8428955078125,7.52039909362793,237.42318725585938
2xPI,560.0,36398.28515625,363.98284912109375,7.931259632110596,233.70989990234375
2xPI,560.0,34312.01171875,343.1201171875,8.340535163879395,229.9548797607422
2xPI,560.0,32322.595703125,323.2259521484375,8.748017311096191,226.173828125
2xPI,560.0,30427.138671875,304.2713928222656,9.153521537780762,222.3792724609375
2xPI,560.0,28622.71484375,286.2271423339844,9.556877136230469,218.58160400390625
2xPI,560.0,26906.384765625,269.0638427734375,9.957934379577637,214.7894744873047
2xPI,560.0,25275.205078125,252.75204467773438,10.356551170349121,211.00924682617188
2xPI,560.0,23726.23828125,237.26239013671875,10.752598762512207,207.2460479736328
2xPI,560.0,22256.552734375,222.56552124023438,11.146732330322266,203.9058837890625
2xPI,560.0,20863.23828125,208.63238525390625,11.543977737426758,203.20945739746094
2xPI,560.0,19543.41015625,195.43409729003906,11.940838813781738,200.7584991455078
2xPI,560.0,18294.216796875,182.94216918945312,12.34162712097168,200.51747131347656
2xPI,560.0,17112.841796875,171.12841796875,12.743703842163086,198.97384643554688
2xPI,560.0,15996.5107421875,159.96510314941406,13.149397850036621,198.6016845703125
2xPI,560.0,14942.498046875,149.42498779296875,13.557856559753418,197.82354736328125
2xPI,560.0,13948.1298828125,139.48129272460938,13.96977710723877,197.39447021484375
2xPI,560.0,13010.7880859375,130.10787963867188,14.385498046875,197.13294982910156
2xPI,560.0,12127.9111328125,121.27911376953125,14.805061340332031,196.89584350585938
2xPI,560.0,11297.0029296875,112.97003173828125,15.229324340820312,197.05966186523438
2xPI,560.0,10515.630859375,105.15631103515625,15.658397674560547,197.2699737548828
2xPI,560.0,9781.4267578125,97.81427001953125,16.093090057373047,197.84275817871094
2xPI,560.0,9092.0947265625,90.92094421386719,16.53377342224121,198.5708465576172
2xPI,560.0,8445.4052734375,84.45405578613281,16.98113441467285,199.5878448486328
2xPI,560.0,7839.2021484375,78.39202117919922,17.435728073120117,200.83106994628906
2xPI,560.0,7271.39990234375,72.71399688720703,17.89806365966797,202.2694091796875
2xPI,560.0,6739.98681640625,67.39987182617188,18.3686466217041,203.8995361328125
2xPI,560.0,6243.0224609375,62.43022537231445,18.847686767578125,205.58653259277344
2xPI,560.0,5778.63916015625,57.78639221191406,19.335445404052734,207.35073852539062
2xPI,560.0,5345.041015625,53.450408935546875,19.831804275512695,209.0313262939453
2xPI,560.0,4940.50537109375,49.405052185058594,20.33677101135254,210.68362426757812
2xPI,560.0,4563.37841796875,45.633785247802734,20.85004234313965,212.17689514160156
2xPI,560.0,4212.07861328125,42.120784759521484,21.371501922607422,213.59507751464844
2xPI,560.0,3885.091552734375,38.850914001464844,21.900819778442383,214.85223388671875
2xPI,560.0,3580.971435546875,35.809715270996094,22.43787384033203,216.03564453125
2xPI,560.0,3298.3388671875,32.9833869934082,22.982402801513672,217.09364318847656
2xPI,560.0,3035.879638671875,30.358797073364258,23.53431510925293,218.0948944091797
2xPI,560.0,2792.342041015625,27.923419952392578,24.09343719482422,219.0093994140625
2xPI,560.0,2566.537109375,25.66537094116211,24.659709930419922,219.8822021484375
2xPI,560.0,2357.334716796875,23.573347091674805,25.233020782470703,220.69842529296875
2xPI,560.0,2163.6640625,21.636640548706055,25.81332778930664,221.4806365966797
2xPI,560.0,1984.509521484375,19.845094680786133,26.400590896606445,222.2347412109375
2xPI,560.0,1818.9107666015625,18.18910789489746,26.994768142700195,222.9571533203125
2xPI,560.0,1665.95947265625,16.659595489501953,27.59591293334961,223.68765258789062
2xPI,560.0,1524.7978515625,15.247978210449219,28.203975677490234,224.3875274658203
2xPI,560.0,1394.616943359375,13.94616985321045,28.819150924682617,225.14254760742188
2xPI,560.0,1274.6544189453125,12.746543884277344,29.441394805908203,225.8711395263672
2xPI,560.0,1164.1925048828125,11.641924858093262,30.071043014526367,226.70526123046875
2xPI,560.0,1062.5562744140625,10.62556266784668,30.70808219909668,227.52154541015625
2xPI,560.0,969.11181640625,9.691118240356445,31.35295867919922,228.48118591308594
2xPI,560.0,883.2643432617188,8.832643508911133,32.005706787109375,229.435546875
2xPI,560.0,804.4560546875,8.044560432434082,32.66682434082031,230.5476837158203
2xPI,560.0,732.1646728515625,7.321646690368652,33.33641052246094,231.67575073242188
2xPI,560.0,665.9015502929688,6.659015655517578,34.01496124267578,232.95590209960938
2xPI,560.0,605.2100219726562,6.05210018157959,34.70268249511719,234.28494262695312
2xPI,560.0,549.6636962890625,5.496636867523193,35.4000358581543,235.74716186523438
2xPI,560.0,498.8647155761719,4.988646984100342,36.10733413696289,237.2928924560547
2xPI,560.0,452.4424743652344,4.5244245529174805,36.824989318847656,238.94773864746094
2xPI,560.0,410.05181884765625,4.100518226623535,37.55339050292969,240.70887756347656
2xPI,560.0,371.371826171875,3.7137181758880615,38.29291534423828,242.56430053710938
2xPI,560.0,336.104248046875,3.3610424995422363,39.04395294189453,244.51931762695312
2xPI,560.0,303.9721984863281,3.039721965789795,39.80685043334961,246.5562286376953
2xPI,560.0,274.7189025878906,2.7471890449523926,40.58176040649414,248.60902404785156
2xPI,560.0,248.10646057128906,2.481064558029175,41.368873596191406,250.69351196289062
2xPI,560.0,223.9145965576172,2.2391459941864014,42.16776657104492,252.6119384765625
2xPI,560.0,201.93963623046875,2.0193963050842285,42.97838592529297,254.4857177734375
2xPI,560.0,181.9933624267578,1.8199336528778076,43.79959487915039,255.9756317138672
2xPI,560.0,163.90203857421875,1.6390204429626465,44.631134033203125,257.365478515625
2xPI,560.0,147.5054168701172,1.475054144859314,45.47126007080078,258.1969909667969
2xPI,560.0,132.65585327148438,1.3265585899353027,46.319644927978516,258.9154357910156
2xPI,560.0,119.21742248535156,1.1921741962432861,47.17420959472656,258.99346923828125
2xPI,560.0,107.06507873535156,1.0706508159637451,48.03468704223633,258.9881286621094
2xPI,560.0,96.08393096923828,0.9608393311500549,48.89901351928711,258.3636474609375
2xPI,560.0,86.16849517822266,0.8616849780082703,49.767032623291016,257.70245361328125
2xPI,560.0,77.22200775146484,0.7722200751304626,50.63689422607422,256.5033264160156
2xPI,560.0,69.1557846069336,0.6915578246116638,51.50851821899414,255.2932586669922
2xPI,560.0,61.888607025146484,0.6188860535621643,52.38034439086914,253.64492797851562
2xPI,560.0,55.346195220947266,0.5534619688987732,53.25225830078125,251.986083984375
2xPI,560.0,49.460628509521484,0.49460628628730774,54.12302780151367,249.9930877685547
2xPI,560.0,44.169891357421875,0.44169890880584717,54.992496490478516,247.98008728027344
2xPI,560.0,39.417388916015625,0.39417389035224915,55.85973358154297,245.7291259765625
2xPI,560.0,35.151527404785156,0.3515152633190155,56.724525451660156,243.44541931152344
2xPI,560.0,31.32530975341797,0.31325310468673706,57.58620071411133,241.00108337402344
2xPI,560.0,27.895963668823242,0.27895963191986084,58.4444694519043,238.51040649414062
2xPI,560.0,24.824596405029297,0.248245969414711,59.29884338378906,235.91221618652344
2xPI,560.0,22.075870513916016,0.22075870633125305,60.14897537231445,233.25306701660156
2xPI,560.0,19.61771011352539,0.19617709517478943,60.99449920654297,230.52345275878906
2xPI,560.0,17.4210205078125,0.17421020567417145,61.83503723144531,227.7278594970703
2xPI,560.0,15.459439277648926,0.15459439158439636,62.67036056518555,224.90135192871094
2xPI,560.0,13.709091186523438,0.13709090650081635,63.50011444091797,222.0170440673828
2xPI,560.0,12.148382186889648,0.12148382514715195,64.32420349121094,219.1414794921875
2xPI,560.0,10.75778865814209,0.10757789015769958,65.14228820800781,216.2080078125
2xPI,560.0,9.519681930541992,0.09519682079553604,65.95435333251953,213.30816650390625
2xPI,560.0,8.418149948120117,0.08418150246143341,66.7599868774414,210.3333282470703
2xPI,560.0,7.438848972320557,0.07438848912715912,67.55925750732422,207.41456604003906
2xPI,560.0,6.568854331970215,0.06568854302167892,68.35169219970703,204.40481567382812
2xPI,560.0,5.796533107757568,0.05796533077955246,69.13750457763672,201.48501586914062
2xPI,560.0,5.111423492431641,0.05111423507332802,69.9161148071289,198.45091247558594
2xPI,560.0,4.504122734069824,0.04504122585058212,70.68781280517578,195.52503967285156
2xPI,560.0,3.96618914604187,0.039661891758441925,71.45174407958984,192.4203338623047
2xPI,560.0,3.4900481700897217,0.0349004827439785,72.20812225341797,189.40548706054688
2xPI,560.0,3.068910598754883,0.03068910539150238,72.95568084716797,186.10330200195312
2xPI,560.0,2.696695566177368,0.02696695551276207,73.69436645507812,182.83087158203125
2xPI,560.0,2.367960214614868,0.02367960289120674,74.4220962524414,179.08140563964844
2xPI,560.0,2.0778379440307617,0.02077838033437729,75.137939453125,175.14646911621094
2xPI,560.0,1.8219809532165527,0.018219809979200363,75.83792114257812,170.2901153564453
2xPI,560.0,1.5965068340301514,0.015965068712830544,76.51858520507812,164.64874267578125
2xPI,560.0,1.397952914237976,0.013979529030621052,77.17190551757812,157.141845703125
2xPI,560.0,1.2232328653335571,0.01223232876509428,77.78784942626953,147.3195343017578
2xPI,560.0,1.0695979595184326,0.010695979930460453,78.34443664550781,132.3781280517578
4xPI,1120.0,97759.296875,977.5929565429688,0.1919364631175995,286.077880859375
4xPI,1120.0,93394.578125,933.94580078125,0.5807125568389893,284.19537353515625
4xPI,1120.0,89162.0546875,891.6205444335938,0.9729054570198059,282.249267578125
4xPI,1120.0,85061.546875,850.615478515625,1.3683381080627441,280.23419189453125
4xPI,1120.0,81092.6171875,810.9261474609375,1.7668225765228271,278.1453857421875
4xPI,1120.0,77254.5703125,772.5457153320312,2.1681578159332275,275.9775390625
4xPI,1120.0,73546.4765625,735.4647827148438,2.572129249572754,273.72491455078125
4xPI,1120.0,69967.1875,699.671875,2.978506326675415,271.3807678222656
4xPI,1120.0,66515.328125,665.1532592773438,3.3870370388031006,268.9344482421875
4xPI,1120.0,63189.35546875,631.8935546875,3.797441244125366,266.372314453125
4xPI,1120.0,59987.51953125,599.8751831054688,4.209412097930908,263.682373046875
4xPI,1120.0,56907.921875,569.0792236328125,4.62261962890625,260.85498046875
4xPI,1120.0,53948.5,539.4849853515625,5.036715030670166,257.8844299316406
4xPI,1120.0,51107.05078125,511.07049560546875,5.451339244842529,254.77037048339844
4xPI,1120.0,48381.25390625,483.8125305175781,5.866135120391846,251.51893615722656
4xPI,1120.0,45768.6640625,457.6866455078125,6.280757427215576,248.14268493652344
4xPI,1120.0,43266.73828125,432.6673889160156,6.694876670837402,244.65719604492188
4xPI,1120.0,40872.8515625,408.728515625,7.108185291290283,241.07823181152344
4xPI,1120.0,38584.2890625,385.8428955078125,7.52039909362793,237.42318725585938
4xPI,1120.0,36398.28515625,363.98284912109375,7.931259632110596,233.70989990234375
4xPI,1120.0,34312.01171875,343.1201171875,8.340535163879395,229.9548797607422
4xPI,1120.0,32322.595703125,323.2259521484375,8.748017311096191,226.173828125
4xPI,1120.0,30427.138671875,304.2713928222656,9.153521537780762,222.3792724609375
4xPI,1120.0,28622.71484375,286.2271423339844,9.556877136230469,218.58160400390625
4xPI,1120.0,26906.384765625,269.0638427734375,9.957934379577637,214.7894744873047
4xPI,1120.0,25275.205078125,252.75204467773438,10.356551170349121,211.00924682617188
4xPI,1120.0,23726.23828125,237.26239013671875,10.752598762512207,207.2460479736328
4xPI,1120.0,22256.552734375,222.56552124023438,11.147075653076172,204.08314514160156
4xPI,1120.0,20863.23828125,208.63238525390625,11.544425010681152,203.26272583007812
4xPI,1120.0,19543.41015625,195.43409729003906,11.941373825073242,200.80325317382812
4xPI,1120.0,18294.216796875,182.94216918945312,12.342391014099121,200.6316680908203
4xPI,1120.0,17112.841796875,171.12841796875,12.744363784790039,198.92257690429688
4xPI,1120.0,15996.5107421875,159.96510314941406,13.150273323059082,198.70736694335938
4xPI,1120.0,14942.498046875,149.42498779296875,13.558603286743164,197.7611541748047
4xPI,1120.0,13948.1298828125,139.48129272460938,13.970635414123535,197.4481201171875
4xPI,1120.0,13010.7880859375,130.10787963867188,14.386297225952148,197.10464477539062
4xPI,1120.0,12127.9111328125,121.27911376953125,14.805875778198242,196.90325927734375
4xPI,1120.0,11297.0029296875,112.97003173828125,15.230175018310547,197.07608032226562
4xPI,1120.0,10515.630859375,105.15631103515625,15.6592435836792,197.26792907714844
4xPI,1120.0,9781.4267578125,97.81427001953125,16.094030380249023,197.8862762451172
4xPI,1120.0,9092.0947265625,90.92094421386719,16.534727096557617,198.5760955810547
4xPI,1120.0,8445.4052734375,84.45405578613281,16.98211669921875,199.6016082763672
4xPI,1120.0,7839.2021484375,78.39202117919922,17.43658447265625,200.7743682861328
4xPI,1120.0,7271.39990234375,72.71399688720703,17.89861488342285,202.13624572753906
4xPI,1120.0,6739.98681640625,67.39987182617188,18.368589401245117,203.63575744628906
4xPI,1120.0,6243.0224609375,62.43022537231445,18.846635818481445,205.15975952148438
4xPI,1120.0,5778.63916015625,57.78639221191406,19.33293914794922,206.7320556640625
4xPI,1120.0,5345.041015625,53.450408935546875,19.827308654785156,208.1939239501953
4xPI,1120.0,4940.50537109375,49.405052185058594,20.329715728759766,209.61485290527344
4xPI,1120.0,4563.37841796875,45.633785247802734,20.839807510375977,210.86265563964844
4xPI,1120.0,4212.07861328125,42.120784759521484,21.357444763183594,212.0304412841797
4xPI,1120.0,3885.091552734375,38.850914001464844,21.882272720336914,213.0296630859375
4xPI,1120.0,3580.971435546875,35.809715270996094,22.414152145385742,213.9544677734375
4xPI,1120.0,3298.3388671875,32.9833869934082,22.952800750732422,214.74868774414062
4xPI,1120.0,3035.879638671875,30.358797073364258,23.498117446899414,215.48841857910156
4xPI,1120.0,2792.342041015625,27.923419952392578,24.049911499023438,216.13882446289062
4xPI,1120.0,2566.537109375,25.66537094116211,24.608112335205078,216.74952697753906
4xPI,1120.0,2357.334716796875,23.573347091674805,25.1726131439209,217.30572509765625
4xPI,1120.0,2163.6640625,21.636640548706055,25.74334716796875,217.82728576660156
4xPI,1120.0,1984.509521484375,19.845094680786133,26.320287704467773,218.32754516601562
4xPI,1120.0,1818.9107666015625,18.18910789489746,26.903366088867188,218.7926483154297
4xPI,1120.0,1665.95947265625,16.659595489501953,27.492647171020508,219.2736358642578
4xPI,1120.0,1524.7978515625,15.247978210449219,28.088058471679688,219.71807861328125
4xPI,1120.0,1394.616943359375,13.94616985321045,28.68977928161621,220.2191619873047
4xPI,1120.0,1274.6544189453125,12.746543884277344,29.297739028930664,220.6856231689453
4xPI,1120.0,1164.1925048828125,11.641924858093262,29.912227630615234,221.2480010986328
4xPI,1120.0,1062.5562744140625,10.62556266784668,30.5332088470459,221.78622436523438
4xPI,1120.0,969.11181640625,9.691118240356445,31.161069869995117,222.45208740234375
4xPI,1120.0,883.2643432617188,8.832643508911133,31.795839309692383,223.11666870117188
4xPI,1120.0,804.4560546875,8.044560432434082,32.43796920776367,223.92654418945312
4xPI,1120.0,732.1646728515625,7.321646690368652,33.08758544921875,224.7661895751953
4xPI,1120.0,665.9015502929688,6.659015655517578,33.745140075683594,225.74798583984375
4xPI,1120.0,605.2100219726562,6.05210018157959,34.41086196899414,226.7896270751953
4xPI,1120.0,549.6636962890625,5.496636867523193,35.08517074584961,227.95692443847656
4xPI,1120.0,498.8647155761719,4.988646984100342,35.76839065551758,229.2132568359375
4xPI,1120.0,452.4424743652344,4.5244245529174805,36.460941314697266,230.59068298339844
4xPI,1120.0,410.05181884765625,4.100518226623535,37.16324996948242,232.0856475830078
4xPI,1120.0,371.371826171875,3.7137181758880615,37.87580490112305,233.71926879882812
4xPI,1120.0,336.104248046875,3.3610424995422363,38.59904479980469,235.46836853027344
4xPI,1120.0,303.9721984863281,3.039721965789795,39.33350372314453,237.3644256591797
4xPI,1120.0,274.7189025878906,2.7471890449523926,40.07936477661133,239.28897094726562
4xPI,1120.0,248.10646057128906,2.481064558029175,40.83702087402344,241.3119659423828
4xPI,1120.0,223.9145965576172,2.2391459941864014,41.60607147216797,243.1756591796875
4xPI,1120.0,201.93963623046875,2.0193963050842285,42.3865966796875,245.03807067871094
4xPI,1120.0,181.9933624267578,1.8199336528778076,43.17744445800781,246.5130615234375
4xPI,1120.0,163.90203857421875,1.6390204429626465,43.9783935546875,247.8970489501953
4xPI,1120.0,147.5054168701172,1.475054144859314,44.78770446777344,248.72537231445312
4xPI,1120.0,132.65585327148438,1.3265585899353027,45.60502624511719,249.4368438720703
4xPI,1120.0,119.21742248535156,1.1921741962432861,46.428367614746094,249.52940368652344
4xPI,1120.0,107.06507873535156,1.0706508159637451,47.25741195678711,249.52769470214844
4xPI,1120.0,96.08393096923828,0.9608393311500549,48.09015655517578,248.9247589111328
4xPI,1120.0,86.16849517822266,0.8616849780082703,48.92638397216797,248.26278686523438
4xPI,1120.0,77.22200775146484,0.7722200751304626,49.764259338378906,247.0710906982422
4xPI,1120.0,69.1557846069336,0.6915578246116638,50.60367965698242,245.86099243164062
4xPI,1120.0,61.888607025146484,0.6188860535621643,51.443138122558594,244.22865295410156
4xPI,1120.0,55.346195220947266,0.5534619688987732,52.2825927734375,242.60537719726562
4xPI,1120.0,49.460628509521484,0.49460628628730774,53.120872497558594,240.66458129882812
4xPI,1120.0,44.169891357421875,0.44169890880584717,53.95792007446289,238.73397827148438
4xPI,1120.0,39.417388916015625,0.39417389035224915,54.79285430908203,236.57568359375
4xPI,1120.0,35.151527404785156,0.3515152633190155,55.625579833984375,234.41818237304688
4xPI,1120.0,31.32530975341797,0.31325310468673706,56.45545959472656,232.11032104492188
4xPI,1120.0,27.895963668823242,0.27895963191986084,57.28235626220703,229.7907257080078
4xPI,1120.0,24.824596405029297,0.248245969414711,58.10582733154297,227.37936401367188
4xPI,1120.0,22.075870513916016,0.22075870633125305,58.925662994384766,224.94007873535156
4xPI,1120.0,19.61771011352539,0.19617709517478943,59.74156188964844,222.447021484375
4xPI,1120.0,17.4210205078125,0.17421020567417145,60.55321502685547,219.90164184570312
4xPI,1120.0,15.459439277648926,0.15459439158439636,61.36037063598633,217.31813049316406
4xPI,1120.0,13.709091186523438,0.13709090650081635,62.162601470947266,214.65325927734375
4xPI,1120.0,12.148382186889648,0.12148382514715195,62.95970153808594,211.96408081054688
4xPI,1120.0,10.75778865814209,0.10757789015769958,63.75120162963867,209.18289184570312
4xPI,1120.0,9.519681930541992,0.09519682079553604,64.53702545166016,206.4147491455078
4xPI,1120.0,8.418149948120117,0.08418150246143341,65.3167495727539,203.56851196289062
4xPI,1120.0,7.438848972320557,0.07438848912715912,66.09049987792969,200.7913055419922
4xPI,1120.0,6.568854331970215,0.06568854302167892,66.85791778564453,197.9506072998047
4xPI,1120.0,5.796533107757568,0.05796533077955246,67.61934661865234,195.2316436767578
4xPI,1120.0,5.111423492431641,0.05111423507332802,68.37435913085938,192.4379119873047
4xPI,1120.0,4.504122734069824,0.04504122585058212,69.12345886230469,189.80160522460938
4xPI,1120.0,3.96618914604187,0.039661891758441925,69.86602020263672,187.03785705566406
4xPI,1120.0,3.4900481700897217,0.0349004827439785,70.60255432128906,184.43475341796875
4xPI,1120.0,3.068910598754883,0.03068910539150238,71.33195495605469,181.5831756591797
4xPI,1120.0,2.696695566177368,0.02696695551276207,72.05441284179688,178.81512451171875
4xPI,1120.0,2.367960214614868,0.02367960289120674,72.76781463623047,175.55458068847656
4xPI,1120.0,2.0778379440307617,0.02077838033437729,73.47136688232422,172.14076232910156
4xPI,1120.0,1.8219809532165527,0.018219809979200363,74.16109466552734,167.79385375976562
4xPI,1120.0,1.5965068340301514,0.015965068712830544,74.83401489257812,162.77626037597656
4xPI,1120.0,1.397952914237976,0.013979529030621052,75.48258972167969,155.9985809326172
4xPI,1120.0,1.2232328653335571,0.01223232876509428,76.09810638427734,147.21957397460938
4xPI,1120.0,1.0695979595184326,0.010695979930460453,76.65997314453125,133.63380432128906
8xPI,2240.0,97759.296875,977.5929565429688,0.1919364631175995,286.077880859375
8xPI,2240.0,93394.578125,933.94580078125,0.5807125568389893,284.19537353515625
8xPI,2240.0,89162.0546875,891.6205444335938,0.9729054570198059,282.249267578125
8xPI,2240.0,85061.546875,850.615478515625,1.3683381080627441,280.23419189453125
8xPI,2240.0,81092.6171875,810.9261474609375,1.7668225765228271,278.1453857421875
8xPI,2240.0,77254.5703125,772.5457153320312,2.1681578159332275,275.9775390625
8xPI,2240.0,73546.4765625,735.4647827148438,2.572129249572754,273.72491455078125
8xPI,2240.0,69967.1875,699.671875,2.978506326675415,271.3807678222656
8xPI,2240.0,66515.328125,665.1532592773438,3.3870370388031006,268.9344482421875
8xPI,2240.0,63189.35546875,631.8935546875,3.797441244125366,266.372314453125
8xPI,2240.0,59987.51953125,599.8751831054688,4.209412097930908,263.682373046875
8xPI,2240.0,56907.921875,569.0792236328125,4.62261962890625,260.85498046875
8xPI,2240.0,53948.5,539.4849853515625,5.036715030670166,257.8844299316406
8xPI,2240.0,51107.05078125,511.07049560546875,5.451339244842529,254.77037048339844
8xPI,2240.0,48381.25390625,483.8125305175781,5.866135120391846,251.51893615722656
8xPI,2240.0,45768.6640625,457.6866455078125,6.280757427215576,248.14268493652344
8xPI,2240.0,43266.73828125,432.6673889160156,6.694876670837402,244.65719604492188
8xPI,2240.0,40872.8515625,408.728515625,7.108185291290283,241.07823181152344
8xPI,2240.0,38584.2890625,385.8428955078125,7.52039909362793,237.42318725585938
8xPI,2240.0,36398.28515625,363.98284912109375,7.931259632110596,233.70989990234375
8xPI,2240.0,34312.01171875,343.1201171875,8.340535163879395,229.9548797607422
8xPI,2240.0,32322.595703125,323.2259521484375,8.748017311096191,226.173828125
8xPI,2240.0,30427.138671875,304.2713928222656,9.153521537780762,222.3792724609375
8xPI,2240.0,28622.71484375,286.2271423339844,9.556877136230469,218.58160400390625
8xPI,2240.0,26906.384765625,269.0638427734375,9.957934379577637,214.7894744873047
8xPI,2240.0,25275.205078125,252.75204467773438,10.356551170349121,211.00924682617188
