escenario,co2_ppm,presion_pa,presion_hpa,altura_km,temperatura_k
0.25xPI,70.0,97759.296875,977.5929565429688,0.1919364631175995,286.077880859375
0.25xPI,70.0,93394.578125,933.94580078125,0.5807125568389893,284.19537353515625
0.25xPI,70.0,89162.0546875,891.6205444335938,0.9729054570198059,282.249267578125
0.25xPI,70.0,85061.546875,850.615478515625,1.3683381080627441,280.23419189453125
0.25xPI,70.0,81092.6171875,810.9261474609375,1.7668225765228271,278.1453857421875
0.25xPI,70.0,77254.5703125,772.5457153320312,2.1681578159332275,275.9775390625
0.25xPI,70.0,73546.4765625,735.4647827148438,2.572129249572754,273.72491455078125
0.25xPI,70.0,69967.1875,699.671875,2.978506326675415,271.3807678222656
0.25xPI,70.0,66515.328125,665.1532592773438,3.3870370388031006,268.9344482421875
0.25xPI,70.0,63189.35546875,631.8935546875,3.797441244125366,266.372314453125
0.25xPI,70.0,59987.51953125,599.8751831054688,4.209412097930908,263.682373046875
0.25xPI,70.0,56907.921875,569.0792236328125,4.62261962890625,260.85498046875
0.25xPI,70.0,53948.5,539.4849853515625,5.036715030670166,257.8844299316406
0.25xPI,70.0,51107.05078125,511.07049560546875,5.451339244842529,254.77037048339844
0.25xPI,70.0,48381.25390625,483.8125305175781,5.866135120391846,251.51893615722656
0.25xPI,70.0,45768.6640625,457.6866455078125,6.280757427215576,248.14268493652344
0.25xPI,70.0,43266.73828125,432.6673889160156,6.694876670837402,244.65719604492188
0.25xPI,70.0,40872.8515625,408.728515625,7.108185291290283,241.07823181152344
0.25xPI,70.0,38584.2890625,385.8428955078125,7.52039909362793,237.42318725585938
0.25xPI,70.0,36398.28515625,363.98284912109375,7.931259632110596,233.70989990234375
0.25xPI,70.0,34312.01171875,343.1201171875,8.340535163879395,229.9548797607422
0.25xPI,70.0,32322.595703125,323.2259521484375,8.748017311096191,226.173828125
0.25xPI,70.0,30427.138671875,304.2713928222656,9.153521537780762,222.3792724609375
0.25xPI,70.0,28622.71484375,286.2271423339844,9.556877136230469,218.58160400390625
0.25xPI,70.0,26906.384765625,269.0638427734375,9.957934379577637,214.7894744873047
0.25xPI,70.0,25275.205078125,252.75204467773438,10.356551170349121,211.00924682617188
0.25xPI,70.0,23726.23828125,237.26239013671875,10.752598762512207,207.2460479736328
0.25xPI,70.0,22256.552734375,222.56552124023438,11.14847469329834,204.80735778808594
0.25xPI,70.0,20863.23828125,208.63238525390625,11.546289443969727,203.50054931640625
0.25xPI,70.0,19543.41015625,195.43409729003906,11.945621490478516,202.00869750976562
0.25xPI,70.0,18294.216796875,182.94216918945312,12.347634315490723,201.13009643554688
0.25xPI,70.0,17112.841796875,171.12841796875,12.752010345458984,200.1117706298828
0.25xPI,70.0,15996.5107421875,159.96510314941406,13.159274101257324,199.36997985839844
0.25xPI,70.0,14942.498046875,149.42498779296875,13.569562911987305,198.70980834960938
0.25xPI,70.0,13948.1298828125,139.48129272460938,13.983038902282715,198.13998413085938
0.25xPI,70.0,13010.7880859375,130.10787963867188,14.400012969970703,197.7272186279297
0.25xPI,70.0,12127.9111328125,121.27911376953125,14.820682525634766,197.41490173339844
0.25xPI,70.0,11297.0029296875,112.97003173828125,15.24547004699707,197.3033447265625
0.25xPI,70.0,10515.630859375,105.15631103515625,15.674883842468262,197.42648315429688
0.25xPI,70.0,9781.4267578125,97.81427001953125,16.109729766845703,197.9125213623047
0.25xPI,70.0,9092.0947265625,90.92094421386719,16.55079460144043,198.7427520751953
0.25xPI,70.0,8445.4052734375,84.45405578613281,16.999061584472656,199.99232482910156
0.25xPI,70.0,7839.2021484375,78.39202117919922,17.45553970336914,201.66261291503906
0.25xPI,70.0,7271.39990234375,72.71399688720703,17.921236038208008,203.74026489257812
0.25xPI,70.0,6739.98681640625,67.39987182617188,18.39706039428711,206.17047119140625
0.25xPI,70.0,6243.0224609375,62.43022537231445,18.88360023498535,208.8045654296875
0.25xPI,70.0,5778.63916015625,57.78639221191406,19.381343841552734,211.59597778320312
0.25xPI,70.0,5345.041015625,53.450408935546875,19.890222549438477,214.30421447753906
0.25xPI,70.0,4940.50537109375,49.405052185058594,20.410303115844727,216.9884796142578
0.25xPI,70.0,4563.37841796875,45.633785247802734,20.94112777709961,219.43356323242188
0.25xPI,70.0,4212.07861328125,42.120784759521484,21.482513427734375,221.7572021484375
0.25xPI,70.0,3885.091552734375,38.850914001464844,22.034006118774414,223.8533477783203
0.25xPI,70.0,3580.971435546875,35.809715270996094,22.595346450805664,225.80519104003906
0.25xPI,70.0,3298.3388671875,32.9833869934082,23.16623878479004,227.60406494140625
0.25xPI,70.0,3035.879638671875,30.358797073364258,23.746448516845703,229.27728271484375
0.25xPI,70.0,2792.342041015625,27.923419952392578,24.3358097076416,230.853515625
0.25xPI,70.0,2566.537109375,25.66537094116211,24.934152603149414,232.33572387695312
0.25xPI,70.0,2357.334716796875,23.573347091674805,25.54135513305664,233.744873046875
0.25xPI,70.0,2163.6640625,21.636640548706055,26.15732765197754,235.09278869628906
0.25xPI,70.0,1984.509521484375,19.845094680786133,26.781970977783203,236.37933349609375
0.25xPI,70.0,1818.9107666015625,18.18910789489746,27.415271759033203,237.6388397216797
0.25xPI,70.0,1665.95947265625,16.659595489501953,28.05718994140625,238.8592987060547
0.25xPI,70.0,1524.7978515625,15.247978210449219,28.707767486572266,240.07595825195312
0.25xPI,70.0,1394.616943359375,13.94616985321045,29.367103576660156,241.30506896972656
0.25xPI,70.0,1274.6544189453125,12.746543884277344,30.035228729248047,242.5251007080078
0.25xPI,70.0,1164.1925048828125,11.641924858093262,30.712451934814453,243.83558654785156
0.25xPI,70.0,1062.5562744140625,10.62556266784668,31.39873695373535,245.10960388183594
0.25xPI,70.0,969.11181640625,9.691118240356445,32.094600677490234,246.54559326171875
0.25xPI,70.0,883.2643432617188,8.832643508911133,32.799957275390625,247.9276580810547
0.25xPI,70.0,804.4560546875,8.044560432434082,33.515419006347656,249.49803161621094
0.25xPI,70.0,732.1646728515625,7.321646690368652,34.240936279296875,251.0291290283203
0.25xPI,70.0,665.9015502929688,6.659015655517578,34.9770622253418,252.72137451171875
0.25xPI,70.0,605.2100219726562,6.05210018157959,35.723873138427734,254.4150848388672
0.25xPI,70.0,549.6636962890625,5.496636867523193,36.48179626464844,256.22314453125
0.25xPI,70.0,498.8647155761719,4.988646984100342,37.251060485839844,258.0806884765625
0.25xPI,70.0,452.4424743652344,4.5244245529174805,38.03200912475586,260.0228271484375
0.25xPI,70.0,410.05181884765625,4.100518226623535,38.82500457763672,262.0547180175781
0.25xPI,70.0,371.371826171875,3.7137181758880615,39.63037109375,264.16217041015625
0.25xPI,70.0,336.104248046875,3.3610424995422363,40.448570251464844,266.384765625
0.25xPI,70.0,303.9721984863281,3.039721965789795,41.2798957824707,268.6688537597656
0.25xPI,70.0,274.7189025878906,2.7471890449523926,42.12474060058594,271.04730224609375
0.25xPI,70.0,248.10646057128906,2.481064558029175,42.98320770263672,273.4190368652344
0.25xPI,70.0,223.9145965576172,2.2391459941864014,43.85529708862305,275.7566833496094
0.25xPI,70.0,201.93963623046875,2.0193963050842285,44.74068832397461,277.95941162109375
0.25xPI,70.0,181.9933624267578,1.8199336528778076,45.63864517211914,279.8990783691406
0.25xPI,70.0,163.90203857421875,1.6390204429626465,46.54849624633789,281.6033935546875
0.25xPI,70.0,147.5054168701172,1.475054144859314,47.4687385559082,282.8188171386719
0.25xPI,70.0,132.65585327148438,1.3265585899353027,48.39866256713867,283.80072021484375
0.25xPI,70.0,119.21742248535156,1.1921741962432861,49.336265563964844,284.1595458984375
0.25xPI,70.0,107.06507873535156,1.0706508159637451,50.28104019165039,284.35888671875
0.25xPI,70.0,96.08393096923828,0.9608393311500549,51.23081970214844,283.9098205566406
0.25xPI,70.0,86.16849517822266,0.8616849780082703,52.18531799316406,283.3763732910156
0.25xPI,70.0,77.22200775146484,0.7722200751304626,53.14250564575195,282.25201416015625
0.25xPI,70.0,69.1557846069336,0.6915578246116638,54.1021614074707,281.0782470703125
0.25xPI,70.0,61.888607025146484,0.6188860535621643,55.062618255615234,279.4310607910156
0.25xPI,70.0,55.346195220947266,0.5534619688987732,56.023590087890625,277.7247009277344
0.25xPI,70.0,49.460628509521484,0.49460628628730774,56.983882904052734,275.69342041015625
0.25xPI,70.0,44.169891357421875,0.44169890880584717,57.94308853149414,273.5746765136719
0.25xPI,70.0,39.417388916015625,0.39417389035224915,58.900455474853516,271.2670593261719
0.25xPI,70.0,35.151527404785156,0.3515152633190155,59.855499267578125,268.8517150878906
0.25xPI,70.0,31.32530975341797,0.31325310468673706,60.8077507019043,266.3353271484375
0.25xPI,70.0,27.895963668823242,0.27895963191986084,61.756710052490234,263.7125244140625
0.25xPI,70.0,24.824596405029297,0.248245969414711,62.7020263671875,261.0232849121094
0.25xPI,70.0,22.075870513916016,0.22075870633125305,63.64328384399414,258.25506591796875
0.25xPI,70.0,19.61771011352539,0.19617709517478943,64.58013153076172,255.4227294921875
0.25xPI,70.0,17.4210205078125,0.17421020567417145,65.5123062133789,252.5546112060547
0.25xPI,70.0,15.459439277648926,0.15459439158439636,66.4394302368164,249.61822509765625
0.25xPI,70.0,13.709091186523438,0.13709090650081635,67.36131286621094,246.66746520996094
0.25xPI,70.0,12.148382186889648,0.12148382514715195,68.27757263183594,243.6509552001953
0.25xPI,70.0,10.75778865814209,0.10757789015769958,69.18781280517578,240.5636444091797
0.25xPI,70.0,9.519681930541992,0.09519682079553604,70.09162139892578,237.40780639648438
0.25xPI,70.0,8.418149948120117,0.08418150246143341,70.98800659179688,234.02847290039062
0.25xPI,70.0,7.438848972320557,0.07438848912715912,71.87648010253906,230.55825805664062
0.25xPI,70.0,6.568854331970215,0.06568854302167892,72.7553939819336,226.71188354492188
0.25xPI,70.0,5.796533107757568,0.05796533077955246,73.62420654296875,222.7666015625
0.25xPI,70.0,5.111423492431641,0.05111423507332802,74.48125457763672,218.44497680664062
0.25xPI,70.0,4.504122734069824,0.04504122585058212,75.32611083984375,214.0607452392578
0.25xPI,70.0,3.96618914604187,0.039661891758441925,76.15755462646484,209.42678833007812
0.25xPI,70.0,3.4900481700897217,0.0349004827439785,76.9751968383789,204.74337768554688
0.25xPI,70.0,3.068910598754883,0.03068910539150238,77.77796173095703,199.8492889404297
0.25xPI,70.0,2.696695566177368,0.02696695551276207,78.56523132324219,194.85743713378906
0.25xPI,70.0,2.367960214614868,0.02367960289120674,79.3350601196289,189.4411163330078
0.25xPI,70.0,2.0778379440307617,0.02077838033437729,80.08576965332031,183.67808532714844
0.25xPI,70.0,1.8219809532165527,0.018219809979200363,80.81219482421875,176.71994018554688
0.25xPI,70.0,1.5965068340301514,0.015965068712830544,81.5085678100586,168.4504852294922
0.25xPI,70.0,1.397952914237976,0.013979529030621052,82.16303253173828,157.415283203125
0.25xPI,70.0,1.2232328653335571,0.01223232876509428,82.76173400878906,143.1962432861328
0.25xPI,70.0,1.0695979595184326,0.010695979930460453,83.28450012207031,124.33448028564453
0.5xPI,140.0,97759.296875,977.5929565429688,0.1919364631175995,286.077880859375
0.5xPI,140.0,93394.578125,933.94580078125,0.5807125568389893,284.19537353515625
0.5xPI,140.0,89162.0546875,891.6205444335938,0.9729054570198059,282.249267578125
0.5xPI,140.0,85061.546875,850.615478515625,1.3683381080627441,280.23419189453125
0.5xPI,140.0,81092.6171875,810.9261474609375,1.7668225765228271,278.1453857421875
0.5xPI,140.0,77254.5703125,772.5457153320312,2.1681578159332275,275.9775390625
0.5xPI,140.0,73546.4765625,735.4647827148438,2.572129249572754,273.72491455078125
0.5xPI,140.0,69967.1875,699.671875,2.978506326675415,271.3807678222656
0.5xPI,140.0,66515.328125,665.1532592773438,3.3870370388031006,268.9344482421875
0.5xPI,140.0,63189.35546875,631.8935546875,3.797441244125366,266.372314453125
0.5xPI,140.0,59987.51953125,599.8751831054688,4.209412097930908,263.682373046875
0.5xPI,140.0,56907.921875,569.0792236328125,4.62261962890625,260.85498046875
0.5xPI,140.0,53948.5,539.4849853515625,5.036715030670166,257.8844299316406
0.5xPI,140.0,51107.05078125,511.07049560546875,5.451339244842529,254.77037048339844
0.5xPI,140.0,48381.25390625,483.8125305175781,5.866135120391846,251.51893615722656
0.5xPI,140.0,45768.6640625,457.6866455078125,6.280757427215576,248.14268493652344
0.5xPI,140.0,43266.73828125,432.6673889160156,6.694876670837402,244.65719604492188
0.5xPI,140.0,40872.8515625,408.728515625,7.108185291290283,241.07823181152344
0.5xPI,140.0,38584.2890625,385.8428955078125,7.52039909362793,237.42318725585938
0.5xPI,140.0,36398.28515625,363.98284912109375,7.931259632110596,233.70989990234375
0.5xPI,140.0,34312.01171875,343.1201171875,8.340535163879395,229.9548797607422
0.5xPI,140.0,32322.595703125,323.2259521484375,8.748017311096191,226.173828125
0.5xPI,140.0,30427.138671875,304.2713928222656,9.153521537780762,222.3792724609375
0.5xPI,140.0,28622.71484375,286.2271423339844,9.556877136230469,218.58160400390625
0.5xPI,140.0,26906.384765625,269.0638427734375,9.957934379577637,214.7894744873047
0.5xPI,140.0,25275.205078125,252.75204467773438,10.356551170349121,211.00924682617188
0.5xPI,140.0,23726.23828125,237.26239013671875,10.752598762512207,207.2460479736328
0.5xPI,140.0,22256.552734375,222.56552124023438,11.146883964538574,203.9841766357422
0.5xPI,140.0,20863.23828125,208.63238525390625,11.543952941894531,203.11953735351562
0.5xPI,140.0,19543.41015625,195.43409729003906,11.941574096679688,201.1432342529297
0.5xPI,140.0,18294.216796875,182.94216918945312,12.342124938964844,200.398193359375
0.5xPI,140.0,17112.841796875,171.12841796875,12.744830131530762,199.28475952148438
0.5xPI,140.0,15996.5107421875,159.96510314941406,13.150450706481934,198.56631469726562
0.5xPI,140.0,14942.498046875,149.42498779296875,13.559128761291504,197.92965698242188
0.5xPI,140.0,13948.1298828125,139.48129272460938,13.97104263305664,197.39102172851562
0.5xPI,140.0,13010.7880859375,130.10787963867188,14.38661003112793,197.0603485107422
0.5xPI,140.0,12127.9111328125,121.27911376953125,14.805980682373047,196.8051300048828
0.5xPI,140.0,11297.0029296875,112.97003173828125,15.229681968688965,196.79879760742188
0.5xPI,140.0,10515.630859375,105.15631103515625,15.658236503601074,197.03138732910156
0.5xPI,140.0,9781.4267578125,97.81427001953125,16.092416763305664,197.61024475097656
0.5xPI,140.0,9092.0947265625,90.92094421386719,16.532896041870117,198.47857666015625
0.5xPI,140.0,8445.4052734375,84.45405578613281,16.980533599853516,199.71080017089844
0.5xPI,140.0,7839.2021484375,78.39202117919922,17.436153411865234,201.28500366210938
0.5xPI,140.0,7271.39990234375,72.71399688720703,17.900556564331055,203.17404174804688
0.5xPI,140.0,6739.98681640625,67.39987182617188,18.374483108520508,205.34764099121094
0.5xPI,140.0,6243.0224609375,62.43022537231445,18.85835075378418,207.6580047607422
0.5xPI,140.0,5778.63916015625,57.78639221191406,19.352558135986328,210.09274291992188
0.5xPI,140.0,5345.041015625,53.450408935546875,19.857030868530273,212.4482421875
0.5xPI,140.0,4940.50537109375,49.405052185058594,20.37181282043457,214.77830505371094
0.5xPI,140.0,4563.37841796875,45.633785247802734,20.896533966064453,216.9105224609375
0.5xPI,140.0,4212.07861328125,42.120784759521484,21.431047439575195,218.9421844482422
0.5xPI,140.0,3885.091552734375,38.850914001464844,21.974958419799805,220.77557373046875
0.5xPI,140.0,3580.971435546875,35.809715270996094,22.5280704498291,222.49562072753906
0.5xPI,140.0,3298.3388671875,32.9833869934082,23.090105056762695,224.0729522705078
0.5xPI,140.0,3035.879638671875,30.358797073364258,23.660892486572266,225.55294799804688
0.5xPI,140.0,2792.342041015625,27.923419952392578,24.240266799926758,226.94189453125
0.5xPI,140.0,2566.537109375,25.66537094116211,24.828115463256836,228.26107788085938
0.5xPI,140.0,2357.334716796875,23.573347091674805,25.424335479736328,229.5164337158203
0.5xPI,140.0,2163.6640625,21.636640548706055,26.02887535095215,230.72958374023438
0.5xPI,140.0,1984.509521484375,19.845094680786133,26.64166831970215,231.8955535888672
0.5xPI,140.0,1818.9107666015625,18.18910789489746,27.26270866394043,233.03797912597656
0.5xPI,140.0,1665.95947265625,16.659595489501953,27.89200210571289,234.16165161132812
0.5xPI,140.0,1524.7978515625,15.247978210449219,28.529550552368164,235.26742553710938
0.5xPI,140.0,1394.616943359375,13.94616985321045,29.17550277709961,236.40696716308594
0.5xPI,140.0,1274.6544189453125,12.746543884277344,29.829853057861328,237.5255889892578
0.5xPI,140.0,1164.1925048828125,11.641924858093262,30.492938995361328,238.74490356445312
0.5xPI,140.0,1062.5562744140625,10.62556266784668,31.164743423461914,239.9384002685547
0.5xPI,140.0,969.11181640625,9.691118240356445,31.84576416015625,241.286376953125
0.5xPI,140.0,883.2643432617188,8.832643508911133,32.535987854003906,242.60772705078125
0.5xPI,140.0,804.4560546875,8.044560432434082,33.23597717285156,244.10330200195312
0.5xPI,140.0,732.1646728515625,7.321646690368652,33.94575500488281,245.5823974609375
0.5xPI,140.0,665.9015502929688,6.659015655517578,34.66585159301758,247.21987915039062
0.5xPI,140.0,605.2100219726562,6.05210018157959,35.396366119384766,248.86280822753906
0.5xPI,140.0,549.6636962890625,5.496636867523193,36.13772201538086,250.62271118164062
0.5xPI,140.0,498.8647155761719,4.988646984100342,36.89010238647461,252.41566467285156
0.5xPI,140.0,452.4424743652344,4.5244245529174805,37.653804779052734,254.28099060058594
0.5xPI,140.0,410.05181884765625,4.100518226623535,38.429134368896484,256.2170715332031
0.5xPI,140.0,371.371826171875,3.7137181758880615,39.216346740722656,258.2065124511719
0.5xPI,140.0,336.104248046875,3.3610424995422363,40.01586151123047,260.3021240234375
0.5xPI,140.0,303.9721984863281,3.039721965789795,40.827919006347656,262.4421691894531
0.5xPI,140.0,274.7189025878906,2.7471890449523926,41.65283966064453,264.65521240234375
0.5xPI,140.0,248.10646057128906,2.481064558029175,42.490726470947266,266.8638916015625
0.5xPI,140.0,223.9145965576172,2.2391459941864014,43.34144592285156,268.99932861328125
0.5xPI,140.0,201.93963623046875,2.0193963050842285,44.20481491088867,271.0469970703125
0.5xPI,140.0,181.9933624267578,1.8199336528778076,45.08000946044922,272.8027648925781
0.5xPI,140.0,163.90203857421875,1.6390204429626465,45.96659469604492,274.4020690917969
0.5xPI,140.0,147.5054168701172,1.475054144859314,46.86302947998047,275.5035705566406
0.5xPI,140.0,132.65585327148438,1.3265585899353027,47.76880645751953,276.42950439453125
0.5xPI,140.0,119.21742248535156,1.1921741962432861,48.681915283203125,276.7362365722656
0.5xPI,140.0,107.06507873535156,1.0706508159637451,49.601890563964844,276.8963928222656
0.5xPI,140.0,96.08393096923828,0.9608393311500549,50.52663803100586,276.425048828125
0.5xPI,140.0,86.16849517822266,0.8616849780082703,51.45579528808594,275.854736328125
0.5xPI,140.0,77.22200775146484,0.7722200751304626,52.3874397277832,274.7209167480469
0.5xPI,140.0,69.1557846069336,0.6915578246116638,53.321292877197266,273.51922607421875
0.5xPI,140.0,61.888607025146484,0.6188860535621643,54.2557258605957,271.8606872558594
0.5xPI,140.0,55.346195220947266,0.5534619688987732,55.190433502197266,270.1330261230469
0.5xPI,140.0,49.460628509521484,0.49460628628730774,56.1241455078125,268.0630187988281
0.5xPI,140.0,44.169891357421875,0.44169890880584717,57.05646514892578,265.90570068359375
0.5xPI,140.0,39.417388916015625,0.39417389035224915,57.98646545410156,263.51220703125
0.5xPI,140.0,35.151527404785156,0.3515152633190155,58.91371154785156,261.02618408203125
0.5xPI,140.0,31.32530975341797,0.31325310468673706,59.83756637573242,258.39447021484375
0.5xPI,140.0,27.895963668823242,0.27895963191986084,60.757659912109375,255.6904296875
0.5xPI,140.0,24.824596405029297,0.248245969414711,61.67357635498047,252.90574645996094
0.5xPI,140.0,22.075870513916016,0.22075870633125305,62.58502960205078,250.07757568359375
0.5xPI,140.0,19.61771011352539,0.19617709517478943,63.491737365722656,247.20474243164062
0.5xPI,140.0,17.4210205078125,0.17421020567417145,64.3934555053711,244.30166625976562
0.5xPI,140.0,15.459439277648926,0.15459439158439636,65.28994750976562,241.37149047851562
0.5xPI,140.0,13.709091186523438,0.13709090650081635,66.180908203125,238.39479064941406
0.5xPI,140.0,12.148382186889648,0.12148382514715195,67.06613159179688,235.39772033691406
0.5xPI,140.0,10.75778865814209,0.10757789015769958,67.94510650634766,232.30172729492188
0.5xPI,140.0,9.519681930541992,0.09519682079553604,68.81757354736328,229.1739501953125
0.5xPI,140.0,8.418149948120117,0.08418150246143341,69.6827163696289,225.8710174560547
0.5xPI,140.0,7.438848972320557,0.07438848912715912,70.54019165039062,222.51710510253906
0.5xPI,140.0,6.568854331970215,0.06568854302167892,71.38896942138672,218.9376983642578
0.5xPI,140.0,5.796533107757568,0.05796533077955246,72.22875213623047,215.32191467285156
0.5xPI,140.0,5.111423492431641,0.05111423507332802,73.05851745605469,211.48977661132812
0.5xPI,140.0,4.504122734069824,0.04504122585058212,73.87814331054688,207.67051696777344
0.5xPI,140.0,3.96618914604187,0.039661891758441925,74.68663024902344,203.64390563964844
0.5xPI,140.0,3.4900481700897217,0.0349004827439785,75.48395538330078,199.65623474121094
0.5xPI,140.0,3.068910598754883,0.03068910539150238,76.26883697509766,195.39639282226562
0.5xPI,140.0,2.696695566177368,0.02696695551276207,77.04109954833984,191.1415557861328
0.5xPI,140.0,2.367960214614868,0.02367960289120674,77.79861450195312,186.41256713867188
0.5xPI,140.0,2.0778379440307617,0.02077838033437729,78.54010009765625,181.42001342773438
0.5xPI,140.0,1.8219809532165527,0.018219809979200363,79.26091766357422,175.3563995361328
0.5xPI,140.0,1.5965068340301514,0.015965068712830544,79.9559097290039,168.1151123046875
0.5xPI,140.0,1.397952914237976,0.013979529030621052,80.61480712890625,158.48329162597656
