presion_pa,presion_hpa,altura_km,lw_k_dia,sw_k_dia,co2_k_dia,h2o_k_dia,o3_k_dia
97759.296875,977.5929565429688,0.1919364631175995,-1.9817577786419294,0.7457334630010819,-0.33817651185891157,-2.3314875864468774,-0.0
93394.578125,933.94580078125,0.5807125568389893,-1.6407343077828807,0.7405672839059244,-0.31255904720804023,-2.2398557617769623,1.1692139793664335e-14
89162.0546875,891.6205444335938,0.9729054570198059,-1.4703601740664438,0.7408648486004688,-0.2798231083215529,-2.127465398183181,-5.846069896832167e-15
85061.546875,850.615478515625,1.3683381080627441,-1.4433373679324335,0.7494799134184896,-0.267871131922957,-2.098747367480098,-5.846069896832167e-15
81092.6171875,810.9261474609375,1.7668225765228271,-1.445968162143336,0.7632757294565639,-0.2610010471720443,-2.0979826286489653,5.846069896832167e-15
77254.5703125,772.5457153320312,2.1681578159332275,-1.4836073323599783,0.7813149638496568,-0.25653581453700774,-2.117922950063934,-5.846069896832167e-15
73546.4765625,735.4647827148438,2.572129249572754,-1.5598989906193925,0.8034643782132533,-0.2533963558575518,-2.1578775436167206,-5.846069896832167e-15
69967.1875,699.671875,2.978506326675415,-1.6706648407576425,0.8282175389322557,-0.2509634376232206,-2.21261778712116,5.846069896832167e-15
66515.328125,665.1532592773438,3.3870370388031006,-1.8022411982510025,0.8526272526049129,-0.2486160949194788,-2.2689446970852356,0.0
63189.35546875,631.8935546875,3.797441244125366,-1.9335172564931333,0.8739880879130535,-0.24565978649560938,-2.313024503139547,0.0
59987.51953125,599.8751831054688,4.209412097930908,-2.043162623519987,0.890110470623405,-0.2414726758273,-2.333024289903685,5.846069896832167e-15
56907.921875,569.0792236328125,4.62261962890625,-2.1164348173628276,0.8963768523604645,-0.23553792782044305,-2.320030897580083,0.0
53948.5,539.4849853515625,5.036715030670166,-2.151438784497975,0.8936374488628293,-0.227450879995455,-2.274706652896008,1.1692139793664335e-14
51107.05078125,511.07049560546875,5.451339244842529,-2.157180686898999,0.8764993182673149,-0.21698995531761534,-2.210444569778285,0.0
48381.25390625,483.8125305175781,5.866135120391846,-2.1528855578529824,0.8465342303738843,-0.2041945965163121,-2.1481341027341925,0.0
45768.6640625,457.6866455078125,6.280757427215576,-2.141505932636841,0.8058393876418793,-0.18934626226404985,-2.102294542226885,-1.1692139793664335e-14
43266.73828125,432.6673889160156,6.694876670837402,-2.1226883611857974,0.7548448000876843,-0.17277143892763966,-2.069817740244084,0.0
40872.8515625,408.728515625,7.108185291290283,-2.0867137527977175,0.6927619595274158,-0.15472596741610345,-2.036560106107423,2.338427958732867e-13
38584.2890625,385.8428955078125,7.52039909362793,-2.0282053531618893,0.6209185952940056,-0.13546917722977816,-1.989799269559665,1.601823151732014e-12
36398.28515625,363.98284912109375,7.931259632110596,-1.9469293198969446,0.5439632685160323,-0.11523972391393947,-1.9240592195755595,1.0745076470377525e-11
34312.01171875,343.1201171875,8.340535163879395,-1.8378367007822245,0.4668181763804986,-0.09418247495016892,-1.8374486524864924,6.794302434098346e-11
32322.595703125,323.2259521484375,8.748017311096191,-1.6873554910032746,0.3922285820994454,-0.07229361642878365,-1.7207623851473817,3.8912610447294274e-10
30427.138671875,304.2713928222656,9.153521537780762,-1.483142582775138,0.3222507452344061,-0.0492835799934742,-1.557109722528953,2.0431897368030486e-09
28622.71484375,286.2271423339844,9.556877136230469,-1.224264775353603,0.2595368118247068,-0.024386955315785493,-1.3364302764953206,9.824811531497792e-09
26906.384765625,269.0638427734375,9.957934379577637,-0.9296598833790286,0.20634985830049712,0.004319816062000507,-1.0686545492053887,4.347116529432771e-08
25275.205078125,252.75204467773438,10.356551170349121,-0.5992263687352164,0.16338863463702005,0.043692027687773805,-0.781427860769471,1.776701668176066e-07
23726.23828125,237.26239013671875,10.752598762512207,-0.2660527185790861,0.1319931551305465,0.10902160006115716,-0.5138524399221893,6.706473652239093e-07
22256.552734375,222.56552124023438,11.146588325500488,-0.11690722554684281,0.11474500086718063,0.12776034397525346,-0.35115355744300564,2.2882954774024543e-06
20863.23828125,208.63238525390625,11.54371166229248,-0.10762689513187663,0.10781059032009578,0.09098626561832444,-0.2935385934918675,7.357623836518637e-06
19543.41015625,195.43409729003906,11.940728187561035,-0.10734714847270402,0.10462300256062401,0.07588544675101017,-0.2553603623771453,2.1932773461050395e-05
18294.216796875,182.94216918945312,12.341261863708496,-0.10354094781914869,0.10327242435941349,0.05932165877397636,-0.2310159922366034,6.162337622440722e-05
17112.841796875,171.12841796875,12.743532180786133,-0.10564147504067942,0.1031990454997606,0.04669748976506466,-0.21655276975328933,0.00016278197932520874
15996.5107421875,159.96510314941406,13.148998260498047,-0.10501021442116053,0.10393098386959923,0.040334974369306324,-0.2051429165919625,0.000405750100678584
14942.498046875,149.42498779296875,13.557473182678223,-0.10744883327736177,0.10552568846688361,0.03218233542882704,-0.20113251448151168,0.0009574670667941005
13948.1298828125,139.48129272460938,13.969223976135254,-0.10963945753844766,0.10787282676640118,0.03035369404444777,-0.19999340758972503,0.002141950184847104
13010.7880859375,130.10787963867188,14.384751319885254,-0.11262610053564306,0.11099814753623423,0.02786931745456751,-0.20558503801566236,0.004554028027062386
12127.9111328125,121.27911376953125,14.804104804992676,-0.11654954276505798,0.11456534399143295,0.02756591156622535,-0.21335151203799912,0.009207420479596658
11297.0029296875,112.97003173828125,15.228026390075684,-0.11979980177985337,0.11820167699371348,0.023641121856439396,-0.22018130877554656,0.01771000772844379
10515.630859375,105.15631103515625,15.656828880310059,-0.12410021394248028,0.12222073600572009,0.01568577240299464,-0.22709243465261159,0.03241079304263194
9781.4267578125,97.81427001953125,16.091215133666992,-0.1288836068395744,0.12720239787596405,0.00205493476484524,-0.23589531733492594,0.05639923920588775
9092.0947265625,90.92094421386719,16.531736373901367,-0.1353695462252578,0.1337050408193114,-0.020508462373852485,-0.24700758374028658,0.09323909907715201
8445.4052734375,84.45405578613281,16.979114532470703,-0.14402117409727905,0.14244282182071372,-0.05522279535848715,-0.2606933322994264,0.14632114209872824
7839.2021484375,78.39202117919922,17.434040069580078,-0.15576682279181628,0.15436895924955055,-0.10530236623849626,-0.2771227418108334,0.21790671303210082
7271.39990234375,72.71399688720703,17.897146224975586,-0.17190206903070673,0.17063853047551017,-0.1728313452644493,-0.29616144729875726,0.3079312318850321
6739.98681640625,67.39987182617188,18.369050979614258,-0.19363730719586483,0.19257720283279947,-0.25750687878502415,-0.31727035921047714,0.41306537830763546
6243.0224609375,62.43022537231445,18.850074768066406,-0.222468178253472,0.2216109067479188,-0.35676704720907826,-0.3395911190643765,0.5265035171419284
5778.63916015625,57.78639221191406,19.340551376342773,-0.2598573199131975,0.25916971279702444,-0.46621206218867134,-0.3621375235952313,0.6392527148711818
5345.041015625,53.450408935546875,19.84040069580078,-0.3070580274067029,0.3065848763354112,-0.5803191139273449,-0.3839181362926271,0.7423355764180353
4940.50537109375,49.405052185058594,20.349668502807617,-0.3653177795800724,0.3649775240438907,-0.6947504581627401,-0.4043020977870554,0.8289010071161342
4563.37841796875,45.633785247802734,20.868032455444336,-0.43533526655801835,0.4351672368883756,-0.8055143600412493,-0.42283204788636924,0.895365867500451
4212.07861328125,42.120784759521484,21.3953800201416,-0.51764939631364,0.5175999609606567,-0.9111613523389641,-0.4394843740480021,0.9409665489035028
3885.091552734375,38.850914001464844,21.93136215209961,-0.6122432214546898,0.6122995171404012,-1.010891648179683,-0.45434146174249457,0.9669231294362264
3580.971435546875,35.809715270996094,22.475831985473633,-0.7186331246758638,0.7188109285682238,-1.1053851186323356,-0.4676562381696059,0.9749894913832162
3298.3388671875,32.9833869934082,23.02853012084961,-0.8359755285809273,0.8362077020947618,-1.1954837799797615,-0.4796406793885095,0.9668857415196259
3035.879638671875,30.358797073364258,23.589338302612305,-0.9629705516574588,0.9633144304196996,-1.281926157234973,-0.49041774953102846,0.9439235967713816
2792.342041015625,27.923419952392578,24.158084869384766,-1.098432731576771,1.098809230628835,-1.3655355173714052,-0.5000741061761629,0.9070661901008197
2566.537109375,25.66537094116211,24.73468780517578,-1.2407350758371505,1.2411879768550427,-1.446492881665785,-0.5085891036217379,0.8572389927928868
2357.334716796875,23.573347091674805,25.31903839111328,-1.3883902647297877,1.3888874496925017,-1.524901619844405,-0.5159531463265495,0.7954283902310727
2163.6640625,21.636640548706055,25.911094665527344,-1.5399080856224312,1.540430556190537,-1.6009476838451169,-0.5222111891486787,0.7226957517824628
1984.509521484375,19.845094680786133,26.510801315307617,-1.6939757608716055,1.6945631954358877,-1.67431922683774,-0.5274048160347697,0.6404676113103481
1818.9107666015625,18.18910789489746,27.118141174316406,-1.8497562825461211,1.8503325786785163,-1.745683971603388,-0.5317627621755919,0.5498580391694976
1665.95947265625,16.659595489501953,27.73316764831543,-2.006541318854923,2.007188994363047,-1.814677600341699,-0.535417421122858,0.45251124081265226
1524.7978515625,15.247978210449219,28.355871200561523,-2.1643842467661845,2.165014315900687,-1.8823416858513784,-0.5386941141910941,0.3494243592640525
1394.616943359375,13.94616985321045,28.98643684387207,-2.323435966817368,2.3241157189597117,-1.948665882043398,-0.5417449613582169,0.24213910873813438
1274.6544189453125,12.746543884277344,29.624853134155273,-2.484538143619623,2.485223009804017,-2.0148257776616374,-0.5448750653733612,0.13160941253527444
1164.1925048828125,11.641924858093262,30.271451950073242,-2.6486900601791916,2.649388425931501,-2.0816512940632514,-0.5483351804560339,0.01904139868463432
1062.5562744140625,10.62556266784668,30.92621612548828,-2.817224608948054,2.8179557810203733,-2.1502590804813186,-0.5524624530860518,-0.09459202989410612
969.11181640625,9.691118240356445,31.589609146118164,-2.991707676663403,2.9924132573035087,-2.222309701029376,-0.5577304094508916,-0.20867493368856474
883.2643432617188,8.832643508911133,32.26164627075195,-3.1736250626860936,3.17438204464085,-2.2984383159882755,-0.5645643031944073,-0.3222986099092514
804.4560546875,8.044560432434082,32.94287109375,-3.364733144925079,3.3654470980935582,-2.380513337021714,-0.573611220939037,-0.4354365291093076
732.1646728515625,7.321646690368652,33.633358001708984,-3.5663262684322943,3.567100734437815,-2.468359703520612,-0.5852414030310809,-0.5470994373560402
665.9015502929688,6.659015655517578,34.33365249633789,-3.780001445967269,3.7807294352418235,-2.5635980419011193,-0.6000095822837151,-0.6573627159789102
605.2100219726562,6.05210018157959,35.043914794921875,-4.007004210497026,4.007783414163006,-2.665803734937706,-0.6180667318155001,-0.7652985543188844
549.6636962890625,5.496636867523193,35.76458740234375,-4.249550396865415,4.250300679207526,-2.7767654922639893,-0.639680928539565,-0.8714298021503627
498.8647155761719,4.988646984100342,36.495914459228516,-4.510861126622447,4.511648325449975,-2.897651498029132,-0.6648124872191374,-0.9764625009000889
452.4424743652344,4.5244245529174805,37.23823928833008,-4.796888672591486,4.797680278038453,-3.0318771754342473,-0.6934191259578216,-1.082932591923078
410.05181884765625,4.100518226623535,37.99188232421875,-5.116615739831835,5.117399993006097,-3.184696397606232,-0.7253835855248065,-1.1950662789936528
371.371826171875,3.7137181758880615,38.75711441040039,-5.482182471423329,5.483028582445888,-3.361999636998767,-0.7603516475322019,-1.317986388833832
336.104248046875,3.3610424995422363,39.5342903137207,-5.907143659615432,5.907924817540307,-3.5730493900895754,-0.7981736820473584,-1.458768457932555
303.9721984863281,3.039721965789795,40.323631286621094,-6.401540689317039,6.402447676209618,-3.8219830209885433,-0.838189069428712,-1.6217401899438768
274.7189025878906,2.7471890449523926,41.125343322753906,-6.967790366377802,6.9685662400684905,-4.113576494507151,-0.8801919360255057,-1.8101521419809374
248.10646057128906,2.481064558029175,41.939544677734375,-7.5950472525051005,7.595979355404502,-4.440030317936966,-0.9230257875849762,-2.0189965950147264
223.9145965576172,2.2391459941864014,42.76594543457031,-8.259936421541495,8.260722975669045,-4.79278388254627,-0.9659539190298285,-2.2393010574842096
201.93963623046875,2.0193963050842285,43.60443878173828,-8.926447744516155,8.927382144748647,-5.150456418284176,-1.007036636630368,-2.454158167417789
181.9933624267578,1.8199336528778076,44.454010009765625,-9.55395431355676,9.554784429264775,-5.495467799198144,-1.0446234343150924,-2.646268963573088
163.90203857421875,1.6390204429626465,45.3143310546875,-10.101683021340257,10.102573101239166,-5.806090291908569,-1.0765265298575537,-2.798610097038085
147.5054168701172,1.475054144859314,46.18375778198242,-10.536919851540725,10.537803679109032,-6.067879296495176,-1.1011007500164818,-2.8988768733327515
