id,Distribution,Upper,Weight,n_languages
tight weibull weighted,weibull,tight,weighted,3359.0
tight weibull weighted,weibull,tight,weighted,3341.0
tight weibull weighted,weibull,tight,weighted,3625.0
tight weibull weighted,weibull,tight,weighted,3531.0
tight weibull weighted,weibull,tight,weighted,3588.0
tight weibull weighted,weibull,tight,weighted,3568.0
tight weibull weighted,weibull,tight,weighted,3839.0
tight weibull weighted,weibull,tight,weighted,3759.0
tight weibull weighted,weibull,tight,weighted,3850.0
tight weibull weighted,weibull,tight,weighted,3955.0
tight weibull weighted,weibull,tight,weighted,3922.0
tight weibull weighted,weibull,tight,weighted,4177.0
tight weibull weighted,weibull,tight,weighted,4120.0
tight weibull weighted,weibull,tight,weighted,4121.0
tight weibull weighted,weibull,tight,weighted,4253.0
tight weibull weighted,weibull,tight,weighted,4276.0
tight weibull weighted,weibull,tight,weighted,4231.0
tight weibull weighted,weibull,tight,weighted,2947.0
tight weibull weighted,weibull,tight,weighted,2934.0
tight weibull weighted,weibull,tight,weighted,3076.0
tight weibull weighted,weibull,tight,weighted,3101.0
tight weibull weighted,weibull,tight,weighted,3119.0
tight weibull weighted,weibull,tight,weighted,3231.0
tight weibull weighted,weibull,tight,weighted,3192.0
tight weibull weighted,weibull,tight,weighted,3393.0
tight weibull weighted,weibull,tight,weighted,3414.0
tight weibull weighted,weibull,tight,weighted,3458.0
tight weibull weighted,weibull,tight,weighted,3498.0
tight weibull weighted,weibull,tight,weighted,3564.0
tight weibull weighted,weibull,tight,weighted,3677.0
tight weibull weighted,weibull,tight,weighted,3745.0
tight weibull weighted,weibull,tight,weighted,3852.0
tight weibull weighted,weibull,tight,weighted,3740.0
tight weibull weighted,weibull,tight,weighted,3965.0
tight weibull weighted,weibull,tight,weighted,3973.0
tight weibull weighted,weibull,tight,weighted,4164.0
tight weibull weighted,weibull,tight,weighted,4173.0
tight weibull weighted,weibull,tight,weighted,4193.0
tight weibull weighted,weibull,tight,weighted,4113.0
tight weibull weighted,weibull,tight,weighted,4367.0
tight weibull weighted,weibull,tight,weighted,4427.0
tight weibull weighted,weibull,tight,weighted,4529.0
tight weibull weighted,weibull,tight,weighted,4450.0
tight weibull weighted,weibull,tight,weighted,4641.0
tight weibull weighted,weibull,tight,weighted,3616.0
tight weibull weighted,weibull,tight,weighted,3579.0
tight weibull weighted,weibull,tight,weighted,3795.0
tight weibull weighted,weibull,tight,weighted,3889.0
tight weibull weighted,weibull,tight,weighted,3844.0
tight weibull weighted,weibull,tight,weighted,3970.0
tight weibull weighted,weibull,tight,weighted,4127.0
tight weibull weighted,weibull,tight,weighted,4187.0
tight weibull weighted,weibull,tight,weighted,4262.0
tight weibull weighted,weibull,tight,weighted,4390.0
tight weibull weighted,weibull,tight,weighted,4366.0
tight weibull weighted,weibull,tight,weighted,4499.0
tight weibull weighted,weibull,tight,weighted,4464.0
tight weibull weighted,weibull,tight,weighted,4652.0
tight weibull weighted,weibull,tight,weighted,4822.0
tight weibull weighted,weibull,tight,weighted,4772.0
tight weibull weighted,weibull,tight,weighted,4856.0
tight weibull weighted,weibull,tight,weighted,4824.0
tight weibull weighted,weibull,tight,weighted,4932.0
tight weibull weighted,weibull,tight,weighted,5134.0
tight weibull weighted,weibull,tight,weighted,5148.0
tight weibull weighted,weibull,tight,weighted,5268.0
tight weibull weighted,weibull,tight,weighted,5262.0
tight weibull weighted,weibull,tight,weighted,5395.0
tight weibull weighted,weibull,tight,weighted,5535.0
tight weibull weighted,weibull,tight,weighted,5529.0
tight weibull weighted,weibull,tight,weighted,5711.0
tight weibull weighted,weibull,tight,weighted,3133.0
tight weibull weighted,weibull,tight,weighted,3210.0
tight weibull weighted,weibull,tight,weighted,3284.0
tight weibull weighted,weibull,tight,weighted,3374.0
tight weibull weighted,weibull,tight,weighted,3427.0
tight weibull weighted,weibull,tight,weighted,3580.0
tight weibull weighted,weibull,tight,weighted,3548.0
tight weibull weighted,weibull,tight,weighted,3751.0
tight weibull weighted,weibull,tight,weighted,3740.0
tight weibull weighted,weibull,tight,weighted,3691.0
tight weibull weighted,weibull,tight,weighted,3995.0
tight weibull weighted,weibull,tight,weighted,3973.0
tight weibull weighted,weibull,tight,weighted,3951.0
tight weibull weighted,weibull,tight,weighted,3964.0
tight weibull weighted,weibull,tight,weighted,4135.0
tight weibull weighted,weibull,tight,weighted,4155.0
tight weibull weighted,weibull,tight,weighted,4229.0
tight weibull weighted,weibull,tight,weighted,4298.0
tight weibull weighted,weibull,tight,weighted,4393.0
tight weibull weighted,weibull,tight,weighted,4387.0
tight weibull weighted,weibull,tight,weighted,4599.0
tight weibull weighted,weibull,tight,weighted,4646.0
tight weibull weighted,weibull,tight,weighted,4846.0
tight weibull weighted,weibull,tight,weighted,4798.0
tight weibull weighted,weibull,tight,weighted,4790.0
tight weibull weighted,weibull,tight,weighted,4821.0
tight weibull weighted,weibull,tight,weighted,5205.0
tight weibull weighted,weibull,tight,weighted,3076.0
tight weibull weighted,weibull,tight,weighted,3156.0
tight weibull weighted,weibull,tight,weighted,3143.0
tight weibull weighted,weibull,tight,weighted,3266.0
tight weibull weighted,weibull,tight,weighted,3321.0
tight weibull weighted,weibull,tight,weighted,3424.0
tight weibull weighted,weibull,tight,weighted,3458.0
tight weibull weighted,weibull,tight,weighted,3577.0
tight weibull weighted,weibull,tight,weighted,3583.0
tight weibull weighted,weibull,tight,weighted,3641.0
tight weibull weighted,weibull,tight,weighted,3660.0
tight weibull weighted,weibull,tight,weighted,3821.0
tight weibull weighted,weibull,tight,weighted,3660.0
tight weibull weighted,weibull,tight,weighted,3933.0
tight weibull weighted,weibull,tight,weighted,4039.0
tight weibull weighted,weibull,tight,weighted,4077.0
tight weibull weighted,weibull,tight,weighted,4249.0
tight weibull weighted,weibull,tight,weighted,4204.0
tight weibull weighted,weibull,tight,weighted,4280.0
tight weibull weighted,weibull,tight,weighted,4305.0
tight weibull weighted,weibull,tight,weighted,4503.0
tight weibull weighted,weibull,tight,weighted,4454.0
tight weibull weighted,weibull,tight,weighted,4625.0
tight weibull weighted,weibull,tight,weighted,4635.0
tight weibull weighted,weibull,tight,weighted,4678.0
tight weibull weighted,weibull,tight,weighted,4741.0
tight weibull weighted,weibull,tight,weighted,4833.0
tight weibull weighted,weibull,tight,weighted,3072.0
tight weibull weighted,weibull,tight,weighted,3222.0
tight weibull weighted,weibull,tight,weighted,3223.0
tight weibull weighted,weibull,tight,weighted,3247.0
tight weibull weighted,weibull,tight,weighted,3333.0
tight weibull weighted,weibull,tight,weighted,3381.0
tight weibull weighted,weibull,tight,weighted,3516.0
tight weibull weighted,weibull,tight,weighted,3589.0
tight weibull weighted,weibull,tight,weighted,3689.0
tight weibull weighted,weibull,tight,weighted,3569.0
tight weibull weighted,weibull,tight,weighted,3803.0
tight weibull weighted,weibull,tight,weighted,3838.0
tight weibull weighted,weibull,tight,weighted,4012.0
tight weibull weighted,weibull,tight,weighted,4062.0
tight weibull weighted,weibull,tight,weighted,3993.0
tight weibull weighted,weibull,tight,weighted,4134.0
tight weibull weighted,weibull,tight,weighted,4199.0
tight weibull weighted,weibull,tight,weighted,4179.0
tight weibull weighted,weibull,tight,weighted,4319.0
tight weibull weighted,weibull,tight,weighted,4358.0
tight weibull weighted,weibull,tight,weighted,4489.0
tight weibull weighted,weibull,tight,weighted,4625.0
tight weibull weighted,weibull,tight,weighted,4626.0
tight weibull weighted,weibull,tight,weighted,4712.0
tight weibull weighted,weibull,tight,weighted,4701.0
tight weibull weighted,weibull,tight,weighted,4704.0
tight weibull weighted,weibull,tight,weighted,4830.0
tight weibull weighted,weibull,tight,weighted,2947.0
tight weibull weighted,weibull,tight,weighted,3000.0
tight weibull weighted,weibull,tight,weighted,3101.0
tight weibull weighted,weibull,tight,weighted,3039.0
tight weibull weighted,weibull,tight,weighted,3100.0
tight weibull weighted,weibull,tight,weighted,3301.0
tight weibull weighted,weibull,tight,weighted,3276.0
tight weibull weighted,weibull,tight,weighted,3345.0
tight weibull weighted,weibull,tight,weighted,3418.0
tight weibull weighted,weibull,tight,weighted,3499.0
tight weibull weighted,weibull,tight,weighted,3504.0
tight weibull weighted,weibull,tight,weighted,3720.0
tight weibull weighted,weibull,tight,weighted,3752.0
tight weibull weighted,weibull,tight,weighted,3857.0
tight weibull weighted,weibull,tight,weighted,3705.0
tight weibull weighted,weibull,tight,weighted,3883.0
tight weibull weighted,weibull,tight,weighted,4045.0
tight weibull weighted,weibull,tight,weighted,4187.0
tight weibull weighted,weibull,tight,weighted,3936.0
tight weibull weighted,weibull,tight,weighted,4189.0
tight weibull weighted,weibull,tight,weighted,4178.0
tight weibull weighted,weibull,tight,weighted,4308.0
tight weibull weighted,weibull,tight,weighted,4458.0
tight weibull weighted,weibull,tight,weighted,4426.0
tight weibull weighted,weibull,tight,weighted,4452.0
tight weibull weighted,weibull,tight,weighted,4524.0
tight weibull weighted,weibull,tight,weighted,4675.0
tight weibull weighted,weibull,tight,weighted,3146.0
tight weibull weighted,weibull,tight,weighted,3152.0
tight weibull weighted,weibull,tight,weighted,3172.0
tight weibull weighted,weibull,tight,weighted,3246.0
tight weibull weighted,weibull,tight,weighted,3327.0
tight weibull weighted,weibull,tight,weighted,3419.0
tight weibull weighted,weibull,tight,weighted,3563.0
tight weibull weighted,weibull,tight,weighted,3594.0
tight weibull weighted,weibull,tight,weighted,3658.0
tight weibull weighted,weibull,tight,weighted,3663.0
tight weibull weighted,weibull,tight,weighted,3813.0
tight weibull weighted,weibull,tight,weighted,3763.0
tight weibull weighted,weibull,tight,weighted,3894.0
tight weibull weighted,weibull,tight,weighted,3965.0
tight weibull weighted,weibull,tight,weighted,4123.0
tight weibull weighted,weibull,tight,weighted,4118.0
tight weibull weighted,weibull,tight,weighted,4280.0
tight weibull weighted,weibull,tight,weighted,4185.0
tight weibull weighted,weibull,tight,weighted,4316.0
tight weibull weighted,weibull,tight,weighted,4383.0
tight weibull weighted,weibull,tight,weighted,4436.0
tight weibull weighted,weibull,tight,weighted,4554.0
tight weibull weighted,weibull,tight,weighted,4656.0
tight weibull weighted,weibull,tight,weighted,4725.0
tight weibull weighted,weibull,tight,weighted,4871.0
tight weibull weighted,weibull,tight,weighted,4873.0
tight weibull weighted,weibull,tight,weighted,4900.0
tight weibull weighted,weibull,tight,weighted,3244.0
tight weibull weighted,weibull,tight,weighted,3216.0
tight weibull weighted,weibull,tight,weighted,3238.0
tight weibull weighted,weibull,tight,weighted,3351.0
tight weibull weighted,weibull,tight,weighted,3438.0
tight weibull weighted,weibull,tight,weighted,3582.0
tight weibull weighted,weibull,tight,weighted,3553.0
tight weibull weighted,weibull,tight,weighted,3562.0
tight weibull weighted,weibull,tight,weighted,3615.0
tight weibull weighted,weibull,tight,weighted,3692.0
tight weibull weighted,weibull,tight,weighted,3848.0
tight weibull weighted,weibull,tight,weighted,4016.0
tight weibull weighted,weibull,tight,weighted,3916.0
tight weibull weighted,weibull,tight,weighted,4021.0
tight weibull weighted,weibull,tight,weighted,4240.0
tight weibull weighted,weibull,tight,weighted,4160.0
tight weibull weighted,weibull,tight,weighted,4395.0
tight weibull weighted,weibull,tight,weighted,4282.0
tight weibull weighted,weibull,tight,weighted,4462.0
tight weibull weighted,weibull,tight,weighted,4504.0
tight weibull weighted,weibull,tight,weighted,4664.0
tight weibull weighted,weibull,tight,weighted,4700.0
tight weibull weighted,weibull,tight,weighted,4561.0
tight weibull weighted,weibull,tight,weighted,4844.0
tight weibull weighted,weibull,tight,weighted,4892.0
tight weibull weighted,weibull,tight,weighted,4956.0
tight weibull weighted,weibull,tight,weighted,5003.0
tight weibull weighted,weibull,tight,weighted,2929.0
tight weibull weighted,weibull,tight,weighted,3088.0
tight weibull weighted,weibull,tight,weighted,3091.0
tight weibull weighted,weibull,tight,weighted,3200.0
tight weibull weighted,weibull,tight,weighted,3190.0
tight weibull weighted,weibull,tight,weighted,3320.0
tight weibull weighted,weibull,tight,weighted,3327.0
tight weibull weighted,weibull,tight,weighted,3492.0
tight weibull weighted,weibull,tight,weighted,3543.0
tight weibull weighted,weibull,tight,weighted,3661.0
tight weibull weighted,weibull,tight,weighted,3748.0
tight weibull weighted,weibull,tight,weighted,3695.0
tight weibull weighted,weibull,tight,weighted,3772.0
tight weibull weighted,weibull,tight,weighted,3942.0
tight weibull weighted,weibull,tight,weighted,3984.0
tight weibull weighted,weibull,tight,weighted,4026.0
tight weibull weighted,weibull,tight,weighted,4096.0
tight weibull weighted,weibull,tight,weighted,4081.0
tight weibull weighted,weibull,tight,weighted,4182.0
tight weibull weighted,weibull,tight,weighted,4220.0
tight weibull weighted,weibull,tight,weighted,4411.0
tight weibull weighted,weibull,tight,weighted,4366.0
tight weibull weighted,weibull,tight,weighted,4457.0
tight weibull weighted,weibull,tight,weighted,4566.0
tight weibull weighted,weibull,tight,weighted,4792.0
tight weibull weighted,weibull,tight,weighted,4802.0
tight weibull weighted,weibull,tight,weighted,4798.0
tight weibull weighted,weibull,tight,weighted,3242.0
tight weibull weighted,weibull,tight,weighted,3455.0
tight weibull weighted,weibull,tight,weighted,3432.0
tight weibull weighted,weibull,tight,weighted,3520.0
tight weibull weighted,weibull,tight,weighted,3710.0
tight weibull weighted,weibull,tight,weighted,3740.0
tight weibull weighted,weibull,tight,weighted,3699.0
tight weibull weighted,weibull,tight,weighted,3774.0
tight weibull weighted,weibull,tight,weighted,4147.0
tight weibull weighted,weibull,tight,weighted,3839.0
tight weibull weighted,weibull,tight,weighted,4138.0
tight weibull weighted,weibull,tight,weighted,4194.0
tight weibull weighted,weibull,tight,weighted,4177.0
tight weibull weighted,weibull,tight,weighted,4449.0
tight weibull weighted,weibull,tight,weighted,4408.0
tight weibull weighted,weibull,tight,weighted,4476.0
tight weibull weighted,weibull,tight,weighted,4579.0
tight weibull weighted,weibull,tight,weighted,4703.0
tight weibull weighted,weibull,tight,weighted,4714.0
tight weibull weighted,weibull,tight,weighted,4788.0
tight weibull weighted,weibull,tight,weighted,4851.0
tight weibull weighted,weibull,tight,weighted,4861.0
tight weibull weighted,weibull,tight,weighted,5119.0
tight weibull weighted,weibull,tight,weighted,5036.0
tight weibull weighted,weibull,tight,weighted,5178.0
tight weibull weighted,weibull,tight,weighted,5223.0
tight weibull weighted,weibull,tight,weighted,5410.0
tight weibull weighted,weibull,tight,weighted,3391.0
tight weibull weighted,weibull,tight,weighted,3414.0
tight weibull weighted,weibull,tight,weighted,3468.0
tight weibull weighted,weibull,tight,weighted,3523.0
tight weibull weighted,weibull,tight,weighted,3750.0
tight weibull weighted,weibull,tight,weighted,3687.0
tight weibull weighted,weibull,tight,weighted,3787.0
tight weibull weighted,weibull,tight,weighted,3914.0
tight weibull weighted,weibull,tight,weighted,4047.0
tight weibull weighted,weibull,tight,weighted,4015.0
tight weibull weighted,weibull,tight,weighted,4254.0
tight weibull weighted,weibull,tight,weighted,4417.0
tight weibull weighted,weibull,tight,weighted,4326.0
tight weibull weighted,weibull,tight,weighted,4321.0
tight weibull weighted,weibull,tight,weighted,4491.0
tight weibull weighted,weibull,tight,weighted,4559.0
tight weibull weighted,weibull,tight,weighted,4696.0
tight weibull weighted,weibull,tight,weighted,4755.0
tight weibull weighted,weibull,tight,weighted,4616.0
tight weibull weighted,weibull,tight,weighted,4884.0
tight weibull weighted,weibull,tight,weighted,4860.0
tight weibull weighted,weibull,tight,weighted,5149.0
tight weibull weighted,weibull,tight,weighted,5209.0
tight weibull weighted,weibull,tight,weighted,5128.0
tight weibull weighted,weibull,tight,weighted,5153.0
tight weibull weighted,weibull,tight,weighted,5122.0
tight weibull weighted,weibull,tight,weighted,5379.0
tight weibull weighted,weibull,tight,weighted,3101.0
tight weibull weighted,weibull,tight,weighted,3205.0
tight weibull weighted,weibull,tight,weighted,3358.0
tight weibull weighted,weibull,tight,weighted,3311.0
tight weibull weighted,weibull,tight,weighted,3526.0
tight weibull weighted,weibull,tight,weighted,3338.0
tight weibull weighted,weibull,tight,weighted,3642.0
tight weibull weighted,weibull,tight,weighted,3629.0
tight weibull weighted,weibull,tight,weighted,3669.0
tight weibull weighted,weibull,tight,weighted,3746.0
tight weibull weighted,weibull,tight,weighted,3917.0
tight weibull weighted,weibull,tight,weighted,3949.0
tight weibull weighted,weibull,tight,weighted,3933.0
tight weibull weighted,weibull,tight,weighted,4199.0
tight weibull weighted,weibull,tight,weighted,4159.0
tight weibull weighted,weibull,tight,weighted,4204.0
tight weibull weighted,weibull,tight,weighted,4247.0
tight weibull weighted,weibull,tight,weighted,4376.0
tight weibull weighted,weibull,tight,weighted,4423.0
tight weibull weighted,weibull,tight,weighted,4477.0
tight weibull weighted,weibull,tight,weighted,4569.0
tight weibull weighted,weibull,tight,weighted,4667.0
tight weibull weighted,weibull,tight,weighted,4684.0
tight weibull weighted,weibull,tight,weighted,4750.0
tight weibull weighted,weibull,tight,weighted,4944.0
tight weibull weighted,weibull,tight,weighted,4939.0
tight weibull weighted,weibull,tight,weighted,5001.0
tight weibull weighted,weibull,tight,weighted,2534.0
tight weibull weighted,weibull,tight,weighted,2731.0
tight weibull weighted,weibull,tight,weighted,2912.0
tight weibull weighted,weibull,tight,weighted,2886.0
tight weibull weighted,weibull,tight,weighted,2842.0
tight weibull weighted,weibull,tight,weighted,2978.0
tight weibull weighted,weibull,tight,weighted,3040.0
tight weibull weighted,weibull,tight,weighted,3117.0
tight weibull weighted,weibull,tight,weighted,3063.0
tight weibull weighted,weibull,tight,weighted,3089.0
tight weibull weighted,weibull,tight,weighted,3326.0
tight weibull weighted,weibull,tight,weighted,3271.0
tight weibull weighted,weibull,tight,weighted,3407.0
tight weibull weighted,weibull,tight,weighted,3365.0
tight weibull weighted,weibull,tight,weighted,3535.0
tight weibull weighted,weibull,tight,weighted,3562.0
tight weibull weighted,weibull,tight,weighted,3598.0
tight weibull weighted,weibull,tight,weighted,3691.0
tight weibull weighted,weibull,tight,weighted,3784.0
tight weibull weighted,weibull,tight,weighted,3727.0
tight weibull weighted,weibull,tight,weighted,3915.0
tight weibull weighted,weibull,tight,weighted,3893.0
tight weibull weighted,weibull,tight,weighted,3949.0
tight weibull weighted,weibull,tight,weighted,3993.0
tight weibull weighted,weibull,tight,weighted,4124.0
tight weibull weighted,weibull,tight,weighted,4038.0
tight weibull weighted,weibull,tight,weighted,4205.0
tight weibull weighted,weibull,tight,weighted,3292.0
tight weibull weighted,weibull,tight,weighted,3506.0
tight weibull weighted,weibull,tight,weighted,3514.0
tight weibull weighted,weibull,tight,weighted,3611.0
tight weibull weighted,weibull,tight,weighted,3625.0
tight weibull weighted,weibull,tight,weighted,3649.0
tight weibull weighted,weibull,tight,weighted,3787.0
tight weibull weighted,weibull,tight,weighted,3845.0
tight weibull weighted,weibull,tight,weighted,3937.0
tight weibull weighted,weibull,tight,weighted,3968.0
tight weibull weighted,weibull,tight,weighted,4138.0
tight weibull weighted,weibull,tight,weighted,4152.0
tight weibull weighted,weibull,tight,weighted,4220.0
tight weibull weighted,weibull,tight,weighted,4357.0
tight weibull weighted,weibull,tight,weighted,4319.0
tight weibull weighted,weibull,tight,weighted,4569.0
tight weibull weighted,weibull,tight,weighted,4524.0
tight weibull weighted,weibull,tight,weighted,4644.0
tight weibull weighted,weibull,tight,weighted,4689.0
tight weibull weighted,weibull,tight,weighted,4759.0
tight weibull weighted,weibull,tight,weighted,4877.0
tight weibull weighted,weibull,tight,weighted,4882.0
tight weibull weighted,weibull,tight,weighted,4976.0
tight weibull weighted,weibull,tight,weighted,5047.0
tight weibull weighted,weibull,tight,weighted,5199.0
tight weibull weighted,weibull,tight,weighted,5210.0
tight weibull weighted,weibull,tight,weighted,5286.0
tight weibull weighted,weibull,tight,weighted,3476.0
tight weibull weighted,weibull,tight,weighted,3577.0
tight weibull weighted,weibull,tight,weighted,3697.0
tight weibull weighted,weibull,tight,weighted,3820.0
tight weibull weighted,weibull,tight,weighted,3689.0
tight weibull weighted,weibull,tight,weighted,3937.0
tight weibull weighted,weibull,tight,weighted,3968.0
tight weibull weighted,weibull,tight,weighted,4042.0
tight weibull weighted,weibull,tight,weighted,4197.0
tight weibull weighted,weibull,tight,weighted,4244.0
tight weibull weighted,weibull,tight,weighted,4288.0
tight weibull weighted,weibull,tight,weighted,4345.0
tight weibull weighted,weibull,tight,weighted,4493.0
tight weibull weighted,weibull,tight,weighted,4523.0
tight weibull weighted,weibull,tight,weighted,4543.0
tight weibull weighted,weibull,tight,weighted,4752.0
tight weibull weighted,weibull,tight,weighted,4827.0
tight weibull weighted,weibull,tight,weighted,4875.0
tight weibull weighted,weibull,tight,weighted,4962.0
tight weibull weighted,weibull,tight,weighted,4941.0
tight weibull weighted,weibull,tight,weighted,5018.0
tight weibull weighted,weibull,tight,weighted,5203.0
tight weibull weighted,weibull,tight,weighted,5223.0
tight weibull weighted,weibull,tight,weighted,5278.0
tight weibull weighted,weibull,tight,weighted,5552.0
tight weibull weighted,weibull,tight,weighted,5418.0
tight weibull weighted,weibull,tight,weighted,5590.0
tight weibull weighted,weibull,tight,weighted,3602.0
tight weibull weighted,weibull,tight,weighted,3638.0
tight weibull weighted,weibull,tight,weighted,3727.0
tight weibull weighted,weibull,tight,weighted,3923.0
tight weibull weighted,weibull,tight,weighted,3809.0
tight weibull weighted,weibull,tight,weighted,4044.0
tight weibull weighted,weibull,tight,weighted,4197.0
tight weibull weighted,weibull,tight,weighted,4114.0
tight weibull weighted,weibull,tight,weighted,4338.0
tight weibull weighted,weibull,tight,weighted,4396.0
tight weibull weighted,weibull,tight,weighted,4464.0
tight weibull weighted,weibull,tight,weighted,4698.0
tight weibull weighted,weibull,tight,weighted,4611.0
tight weibull weighted,weibull,tight,weighted,4682.0
tight weibull weighted,weibull,tight,weighted,4740.0
tight weibull weighted,weibull,tight,weighted,4700.0
tight weibull weighted,weibull,tight,weighted,4960.0
tight weibull weighted,weibull,tight,weighted,4996.0
tight weibull weighted,weibull,tight,weighted,5083.0
tight weibull weighted,weibull,tight,weighted,5197.0
tight weibull weighted,weibull,tight,weighted,5418.0
tight weibull weighted,weibull,tight,weighted,5407.0
tight weibull weighted,weibull,tight,weighted,5467.0
tight weibull weighted,weibull,tight,weighted,5565.0
tight weibull weighted,weibull,tight,weighted,5644.0
tight weibull weighted,weibull,tight,weighted,5649.0
tight weibull weighted,weibull,tight,weighted,5806.0
tight weibull weighted,weibull,tight,weighted,2705.0
tight weibull weighted,weibull,tight,weighted,2767.0
tight weibull weighted,weibull,tight,weighted,2886.0
tight weibull weighted,weibull,tight,weighted,2890.0
tight weibull weighted,weibull,tight,weighted,2926.0
tight weibull weighted,weibull,tight,weighted,2975.0
tight weibull weighted,weibull,tight,weighted,3024.0
tight weibull weighted,weibull,tight,weighted,3154.0
tight weibull weighted,weibull,tight,weighted,3223.0
tight weibull weighted,weibull,tight,weighted,3247.0
tight weibull weighted,weibull,tight,weighted,3354.0
tight weibull weighted,weibull,tight,weighted,3416.0
tight weibull weighted,weibull,tight,weighted,3405.0
tight weibull weighted,weibull,tight,weighted,3550.0
tight weibull weighted,weibull,tight,weighted,3591.0
tight weibull weighted,weibull,tight,weighted,3579.0
tight weibull weighted,weibull,tight,weighted,3684.0
tight weibull weighted,weibull,tight,weighted,3823.0
tight weibull weighted,weibull,tight,weighted,3842.0
tight weibull weighted,weibull,tight,weighted,3767.0
tight weibull weighted,weibull,tight,weighted,3884.0
tight weibull weighted,weibull,tight,weighted,3908.0
tight weibull weighted,weibull,tight,weighted,4165.0
tight weibull weighted,weibull,tight,weighted,4089.0
tight weibull weighted,weibull,tight,weighted,4277.0
tight weibull weighted,weibull,tight,weighted,4144.0
tight weibull weighted,weibull,tight,weighted,4308.0
loose weibull weighted,weibull,loose,weighted,4557.0
loose weibull weighted,weibull,loose,weighted,4732.0
loose weibull weighted,weibull,loose,weighted,4867.0
loose weibull weighted,weibull,loose,weighted,4839.0
loose weibull weighted,weibull,loose,weighted,4981.0
loose weibull weighted,weibull,loose,weighted,5086.0
loose weibull weighted,weibull,loose,weighted,5222.0
loose weibull weighted,weibull,loose,weighted,5098.0
loose weibull weighted,weibull,loose,weighted,5400.0
loose weibull weighted,weibull,loose,weighted,5546.0
loose weibull weighted,weibull,loose,weighted,5513.0
loose weibull weighted,weibull,loose,weighted,5698.0
loose weibull weighted,weibull,loose,weighted,5746.0
loose weibull weighted,weibull,loose,weighted,5755.0
loose weibull weighted,weibull,loose,weighted,6012.0
loose weibull weighted,weibull,loose,weighted,6094.0
loose weibull weighted,weibull,loose,weighted,6185.0
loose weibull weighted,weibull,loose,weighted,6207.0
loose weibull weighted,weibull,loose,weighted,6279.0
loose weibull weighted,weibull,loose,weighted,6379.0
loose weibull weighted,weibull,loose,weighted,6563.0
loose weibull weighted,weibull,loose,weighted,6725.0
loose weibull weighted,weibull,loose,weighted,6832.0
loose weibull weighted,weibull,loose,weighted,6850.0
loose weibull weighted,weibull,loose,weighted,7009.0
loose weibull weighted,weibull,loose,weighted,6976.0
loose weibull weighted,weibull,loose,weighted,7284.0
loose weibull weighted,weibull,loose,weighted,3811.0
loose weibull weighted,weibull,loose,weighted,3936.0
loose weibull weighted,weibull,loose,weighted,4079.0
loose weibull weighted,weibull,loose,weighted,4157.0
loose weibull weighted,weibull,loose,weighted,4201.0
loose weibull weighted,weibull,loose,weighted,4417.0
loose weibull weighted,weibull,loose,weighted,4369.0
loose weibull weighted,weibull,loose,weighted,4553.0
loose weibull weighted,weibull,loose,weighted,4690.0
loose weibull weighted,weibull,loose,weighted,4699.0
loose weibull weighted,weibull,loose,weighted,4726.0
loose weibull weighted,weibull,loose,weighted,4788.0
loose weibull weighted,weibull,loose,weighted,4896.0
loose weibull weighted,weibull,loose,weighted,5132.0
loose weibull weighted,weibull,loose,weighted,5045.0
loose weibull weighted,weibull,loose,weighted,5263.0
loose weibull weighted,weibull,loose,weighted,5383.0
loose weibull weighted,weibull,loose,weighted,5473.0
loose weibull weighted,weibull,loose,weighted,5433.0
loose weibull weighted,weibull,loose,weighted,5534.0
loose weibull weighted,weibull,loose,weighted,5652.0
loose weibull weighted,weibull,loose,weighted,5691.0
loose weibull weighted,weibull,loose,weighted,5709.0
loose weibull weighted,weibull,loose,weighted,5863.0
loose weibull weighted,weibull,loose,weighted,6002.0
loose weibull weighted,weibull,loose,weighted,6065.0
loose weibull weighted,weibull,loose,weighted,6049.0
loose weibull weighted,weibull,loose,weighted,3939.0
loose weibull weighted,weibull,loose,weighted,4036.0
loose weibull weighted,weibull,loose,weighted,4076.0
loose weibull weighted,weibull,loose,weighted,4136.0
loose weibull weighted,weibull,loose,weighted,4330.0
loose weibull weighted,weibull,loose,weighted,4387.0
loose weibull weighted,weibull,loose,weighted,4410.0
loose weibull weighted,weibull,loose,weighted,4424.0
loose weibull weighted,weibull,loose,weighted,4621.0
loose weibull weighted,weibull,loose,weighted,4658.0
loose weibull weighted,weibull,loose,weighted,4773.0
loose weibull weighted,weibull,loose,weighted,4917.0
loose weibull weighted,weibull,loose,weighted,4949.0
loose weibull weighted,weibull,loose,weighted,5014.0
loose weibull weighted,weibull,loose,weighted,4974.0
loose weibull weighted,weibull,loose,weighted,5304.0
loose weibull weighted,weibull,loose,weighted,5285.0
loose weibull weighted,weibull,loose,weighted,5189.0
loose weibull weighted,weibull,loose,weighted,5490.0
loose weibull weighted,weibull,loose,weighted,5673.0
loose weibull weighted,weibull,loose,weighted,5678.0
loose weibull weighted,weibull,loose,weighted,5827.0
loose weibull weighted,weibull,loose,weighted,5770.0
loose weibull weighted,weibull,loose,weighted,5995.0
loose weibull weighted,weibull,loose,weighted,6063.0
loose weibull weighted,weibull,loose,weighted,6087.0
loose weibull weighted,weibull,loose,weighted,6182.0
loose weibull weighted,weibull,loose,weighted,3717.0
loose weibull weighted,weibull,loose,weighted,3623.0
