,baseline,2.5,4.0
2015,15.071229309360731,15.153055436643836,15.312708690068494
2016,14.327057470034246,14.410856342751142,14.760385452340184
2017,14.58488513127854,14.699087649828767,15.078248073630137
2018,14.806703945490868,15.321279252283103,15.999313284817351
2019,14.689036636700912,15.151421589611871,15.725972103310502
2020,15.249149186643836,15.63380779109589,16.14601348458904
2021,15.248685430936074,15.526237871004566,15.516029894406392
