tipo_medida,unidad,poblacion,indicador,media,ic95_inf,ic95_sup
transactional,binary,clientas_banco,Hobbies & Interests/Camping/Other,0.166931132973659,0.16168292617756,0.172314679465909
transactional,binary,clientes_banco,Hobbies & Interests/Cinema/Other,0.280602340101789,0.274268138549876,0.287024973086389
transactional,binary,clientas_banco,Hobbies & Interests/Cinema/Other,0.288109594837618,0.281697332268976,0.294607953892428
transactional,binary,clientes_banco,Hobbies & Interests/Clubs & Societies/Other,0.371268167270056,0.364435287797076,0.378152933405617
transactional,binary,clientas_banco,Hobbies & Interests/Clubs & Societies/Other,0.354279064847138,0.347491258470114,0.361126080858302
transactional,binary,clientes_banco,Hobbies & Interests/DVD Rental/Other,0.098588593315494,0.0944364871825019,0.102902511295559
transactional,binary,clientas_banco,Hobbies & Interests/DVD Rental/Other,0.0957368031312811,0.0916240903876575,0.100013796905907
transactional,binary,clientes_banco,Hobbies & Interests/Gambling/Other,0.387533448764363,0.380639910792068,0.394472317459704
transactional,binary,clientas_banco,Hobbies & Interests/Gambling/Other,0.344493811488416,0.33775204273165,0.351298765904896
transactional,binary,clientes_banco,Hobbies & Interests/Other Hobbies & Interests/Attractions,0.316648302639173,0.310081533809572,0.323288973637086
transactional,binary,clientas_banco,Hobbies & Interests/Other Hobbies & Interests/Attractions,0.333280440071935,0.326595340783755,0.340033281347256
transactional,binary,clientes_banco,Hobbies & Interests/Other Hobbies & Interests/Cultural,0.301642268744425,0.295166487848521,0.308198000344829
transactional,binary,clientas_banco,Hobbies & Interests/Other Hobbies & Interests/Cultural,0.321696815825664,0.315074749860168,0.328391330572028
transactional,binary,clientes_banco,Hobbies & Interests/Other Hobbies & Interests/Motor,0.0069258617975759,0.005842541940932,0.0082083915341797
transactional,binary,clientas_banco,Hobbies & Interests/Other Hobbies & Interests/Motor,0.0034909552523008,0.0027435372783592,0.0044410844734169
transactional,binary,clientes_banco,Hobbies & Interests/Other Hobbies & Interests/Music,0.17671441313815,0.171364274022645,0.182194861433966
transactional,binary,clientas_banco,Hobbies & Interests/Other Hobbies & Interests/Music,0.181741246165239,0.176308839981587,0.187302973060606
transactional,binary,clientes_banco,Hobbies & Interests/Other Hobbies & Interests/Other,0.36177134162338,0.354977714029155,0.368620683715485
transactional,binary,clientas_banco,Hobbies & Interests/Other Hobbies & Interests/Other,0.358246059452026,0.351440480636418,0.365109236003113
transactional,binary,clientes_banco,Hobbies & Interests/Other Hobbies & Interests/Photography,0.230337373419382,0.224414142541584,0.236369297012943
transactional,binary,clientas_banco,Hobbies & Interests/Other Hobbies & Interests/Photography,0.26621178461864,0.259959372335675,0.272559191419348
transactional,binary,clientes_banco,Hobbies & Interests/Sport/Bowling,0.0528359305315074,0.0497486174189478,0.0561035251467725
transactional,binary,clientas_banco,Hobbies & Interests/Sport/Bowling,0.0551676716386332,0.0520022361494643,0.0585138976575322
transactional,binary,clientes_banco,Hobbies & Interests/Sport/Cycling,0.0489532504328664,0.0459792819015232,0.052109070403526
transactional,binary,clientas_banco,Hobbies & Interests/Sport/Cycling,0.036337670580768,0.0337624628291883,0.039101351725389
transactional,binary,clientes_banco,Hobbies & Interests/Sport/Fitness,0.147227031848471,0.142267329070752,0.152328932115592
transactional,binary,clientas_banco,Hobbies & Interests/Sport/Fitness,0.137363799851899,0.132530274452498,0.142344682495209
transactional,binary,clientes_banco,Hobbies & Interests/Sport/Football,0.0333700613883205,0.0309121987216109,0.0360160883536913
transactional,binary,clientas_banco,Hobbies & Interests/Sport/Football,0.0269226700518354,0.0247091445314717,0.0293285273502006
transactional,binary,clientes_banco,Hobbies & Interests/Sport/Golf,0.0808017209717194,0.0770161184417915,0.0847563116408698
transactional,binary,clientas_banco,Hobbies & Interests/Sport/Golf,0.0654818576113403,0.0620427529058546,0.0690975524137917
transactional,binary,clientes_banco,Hobbies & Interests/Sport/Martial Arts,0.0033579935988247,0.0026291662600042,0.0042879894827623
transactional,binary,clientas_banco,Hobbies & Interests/Sport/Martial Arts,0.0029091293769173,0.002234156654773,0.0037872476063115
transactional,binary,clientes_banco,Hobbies & Interests/Sport/Other,0.365339209822131,0.358530500004638,0.372202196054557
transactional,binary,clientas_banco,Hobbies & Interests/Sport/Other,0.329789484819634,0.323122895882805,0.336525234226957
transactional,binary,clientes_banco,Hobbies & Interests/Sport/Sailing,0.024502859541424,0.0224011804583986,0.0267963134288742
transactional,binary,clientas_banco,Hobbies & Interests/Sport/Sailing,0.0187771077964667,0.0169369458616694,0.0208129664621823
transactional,binary,clientes_banco,Hobbies & Interests/Sport/Snooker/Billiards,0.016002938244399,0.0143155955934678,0.0178855548688735
transactional,binary,clientas_banco,Hobbies & Interests/Sport/Snooker/Billiards,0.011160478155083,0.0097581918740927,0.0127616808840242
transactional,binary,clientes_banco,Hobbies & Interests/Sport/Swimming,0.0091295450968046,0.007873598212145,0.0105836955594808
transactional,binary,clientas_banco,Hobbies & Interests/Sport/Swimming,0.0102612927113086,0.008919932583343,0.0118019616586987
transactional,binary,clientes_banco,Household Bills/Council Tax/Other,0.492890497927488,0.485794601202864,0.499989260194948
transactional,binary,clientas_banco,Household Bills/Council Tax/Other,0.49682640431609,0.489700486376631,0.503953611749462
transactional,binary,clientes_banco,Household Bills/Energy/Gas & Electricity,0.563985518652605,0.556932921880739,0.571012325510456
transactional,binary,clientas_banco,Household Bills/Energy/Gas & Electricity,0.576853908812017,0.569796257214376,0.583880333114332
transactional,binary,clientes_banco,Household Bills/Energy/Other,0.0577155149797996,0.0544924737897407,0.0611168656135593
transactional,binary,clientas_banco,Household Bills/Energy/Other,0.0516767163863324,0.0486107419087975,0.0549249039664618
transactional,binary,clientes_banco,Household Bills/Rent and Property Management/Council,0.0198331496930584,0.0179475249464951,0.0219124638362287
transactional,binary,clientas_banco,Household Bills/Rent and Property Management/Council,0.0219507034803766,0.0199564347420589,0.0241393530344277
transactional,binary,clientes_banco,Household Bills/Rent and Property Management/Housing Association,0.0237682984416811,0.0216990537636587,0.0260296182483112
transactional,binary,clientas_banco,Household Bills/Rent and Property Management/Housing Association,0.0270284565746324,0.0248105132321299,0.0294386882143316
transactional,binary,clientes_banco,Household Bills/Rent and Property Management/Other,0.237158297916995,0.231172791141968,0.243249747901309
transactional,binary,clientas_banco,Household Bills/Rent and Property Management/Other,0.236485771712684,0.230482378696551,0.242596238494708
transactional,binary,clientes_banco,Household Bills/TV Licence/Other,0.433968203998111,0.426945617727602,0.441017404954303
transactional,binary,clientas_banco,Household Bills/TV Licence/Other,0.453295250185126,0.446209183619251,0.460400293814338
transactional,binary,clientes_banco,Household Bills/Water/Other,0.432446613148644,0.425427244360292,0.439493209914553
transactional,binary,clientas_banco,Household Bills/Water/Other,0.449222469057442,0.442142914446686,0.456322655585299
transactional,binary,clientes_banco,Income/Child Support Agency/Other,0.0040925546985676,0.0032792278979284,0.0051065724518622
transactional,binary,clientas_banco,Income/Child Support Agency/Other,0.0075108431185866,0.0063750615389389,0.0088471739340079
transactional,binary,clientes_banco,Income/Education/Grants & Bursaries,0.0118579148958497,0.0104155448542013,0.0134973034904015
transactional,binary,clientas_banco,Income/Education/Grants & Bursaries,0.0136464614408124,0.012087791884273,0.0154029812048414
transactional,binary,clientes_banco,Income/Expenses/Other,0.0141665354950417,0.0125830900871002,0.0159460224468067
transactional,binary,clientas_banco,Income/Expenses/Other,0.0150745794985719,0.0134327013829537,0.0169137036865887
transactional,binary,clientes_banco,Income/Gambling/Other,0.0819560312713154,0.0781451209947005,0.0859354638696251
transactional,binary,clientas_banco,Income/Gambling/Other,0.0789167460065588,0.0751581925089562,0.0828464221169853
transactional,binary,clientes_banco,Income/Government Support/COVID Support,0.0263392622907813,0.0241587090122824,0.0287108406056287
transactional,binary,clientas_banco,Income/Government Support/COVID Support,0.0307309848725272,0.028363938453054,0.0332887999310018
transactional,binary,clientes_banco,Income/Market Places/Other,0.0428668870349966,0.040081558710975,0.0458365296324773
transactional,binary,clientas_banco,Income/Market Places/Other,0.036126097535174,0.0335584090244867,0.0388823459545978
transactional,binary,clientes_banco,Income/Miscellaneous Credits/Other,0.238155202266646,0.232160774829611,0.24425517106399
transactional,binary,clientas_banco,Income/Miscellaneous Credits/Other,0.233047709721781,0.227075670836079,0.239128219465258
transactional,binary,clientes_banco,Income/Refunds/Other,0.190461199433339,0.184948809838485,0.196098356374271
transactional,binary,clientas_banco,Income/Refunds/Other,0.210938326457209,0.205181627246038,0.21681248106455
transactional,binary,clientes_banco,Income/Rental Income/Other,0.0078702974972454,0.0067100123722258,0.0092293531219264
transactional,binary,clientas_banco,Income/Rental Income/Other,0.0062942981064212,0.0052616521486337,0.0075280762486227
transactional,binary,clientes_banco,Income/Settlements/Other,0.073508578624272,0.06988846782765,0.0773006211080816
transactional,binary,clientas_banco,Income/Settlements/Other,0.0746323918332804,0.070971737812028,0.0784659116856233
transactional,binary,clientes_banco,Income/Tax/Other,0.02565716984102,0.0235055571993909,0.0280000858432526
transactional,binary,clientas_banco,Income/Tax/Other,0.0313657040093092,0.028974097943885,0.033947818564535
transactional,binary,clientes_banco,Inter-Account Transfer/Current Account/Other,0.286426360249751,0.280051283093766,0.292887521293649
transactional,binary,clientas_banco,Inter-Account Transfer/Current Account/Other,0.285623611551888,0.279228546295027,0.292105783450792
transactional,binary,clientes_banco,Inter-Account Transfer/Savings/Other,0.561991709953303,0.554935921627162,0.569022511988927
transactional,binary,clientas_banco,Inter-Account Transfer/Savings/Other,0.595154977255898,0.588139151016407,0.602132140071304
transactional,binary,clientes_banco,LBG Cash Advance,0.014271472795005,0.0126819084113161,0.0160570346710587
transactional,binary,clientas_banco,LBG Cash Advance,0.0099439331429175,0.0086247249631802,0.0114625897943282
transactional,binary,clientes_banco,LBG Credit Card interest,0.159347289994228,0.1542195755777,0.164612315253725
transactional,binary,clientas_banco,LBG Credit Card interest,0.146408547551042,0.141440905496511,0.151519870451646
transactional,binary,clientes_banco,LBG Overdraft charges,0.270843171205205,0.264580451628732,0.277198255960307
transactional,binary,clientas_banco,LBG Overdraft charges,0.25843647519306,0.252245505418739,0.264725598969103
transactional,binary,clientes_banco,Miscellaneous/Charity/Animal,0.0639068156776326,0.0605210586743035,0.0674683811326371
transactional,binary,clientas_banco,Miscellaneous/Charity/Animal,0.0774886279487993,0.0737623245164748,0.0813866350359762
transactional,binary,clientes_banco,Miscellaneous/Charity/Children,0.0618605383283488,0.0585274672584627,0.0653702443231647
transactional,binary,clientas_banco,Miscellaneous/Charity/Children,0.0701893578758066,0.0666340382722881,0.0739193514148168
transactional,binary,clientes_banco,Miscellaneous/Charity/Disability,0.0124875386956294,0.0110053846641955,0.0141664431148881
transactional,binary,clientas_banco,Miscellaneous/Charity/Disability,0.0162382312493388,0.0145315376617639,0.0181416817602332
transactional,binary,clientes_banco,Miscellaneous/Charity/Environment,0.0593420431292303,0.0560752790228307,0.062786459524252
transactional,binary,clientas_banco,Miscellaneous/Charity/Environment,0.0659050037025283,0.0624552470776037,0.0695311781646037
transactional,binary,clientes_banco,Miscellaneous/Charity/Humanitarian,0.008499921297025,0.007290904256078,0.0099074231750234
transactional,binary,clientas_banco,Miscellaneous/Charity/Humanitarian,0.0092034274833386,0.0079373542322713,0.0106692779359771
transactional,binary,clientes_banco,Miscellaneous/Charity/Medical,0.0812214701715725,0.0774266380637177,0.0851851210285188
transactional,binary,clientas_banco,Miscellaneous/Charity/Medical,0.0929863535385592,0.0889285713665435,0.0972095353015063
transactional,binary,clientes_banco,Miscellaneous/Charity/Other,0.501233013274569,0.494134739482073,0.508330790091006
transactional,binary,clientas_banco,Miscellaneous/Charity/Other,0.542314609118798,0.535204866313596,0.549407158663484
transactional,binary,clientes_banco,Miscellaneous/Charity/Politics,0.0082900466970984,0.0070970635039959,0.0096816094092483
transactional,binary,clientas_banco,Miscellaneous/Charity/Politics,0.0079339892097746,0.0067643436513825,0.0093039876187232
transactional,binary,clientes_banco,Miscellaneous/Charity/Religion,0.0485859698829949,0.0456229894106101,0.0517309503442579
transactional,binary,clientas_banco,Miscellaneous/Charity/Religion,0.0529990479212948,0.0498949485056491,0.0562848215208942
transactional,binary,clientes_banco,Miscellaneous/Government/Tax/DSS Recoveries,0.0104412613463456,0.0090925749855456,0.0119875759874734
transactional,binary,clientas_banco,Miscellaneous/Government/Tax/DSS Recoveries,0.0099439331429175,0.0086247249631802,0.0114625897943282
transactional,binary,clientes_banco,Miscellaneous/Government/Tax/HMRC,0.107193451912482,0.102879981159612,0.111665263695002
transactional,binary,clientas_banco,Miscellaneous/Government/Tax/HMRC,0.101607955146514,0.09738147495755,0.105996328863502
transactional,binary,clientes_banco,Miscellaneous/Government/Tax/HMRC Repayment,0.0217220210923973,0.0197460565592909,0.0238908988949381
transactional,binary,clientas_banco,Miscellaneous/Government/Tax/HMRC Repayment,0.0204167988998202,0.0184954312141298,0.0225331823980442
transactional,binary,clientes_banco,Miscellaneous/Government/Tax/National Insurance,0.0045647725484023,0.0037010794605105,0.0056288804632557
transactional,binary,clientas_banco,Miscellaneous/Government/Tax/National Insurance,0.0048661800486618,0.0039684341762761,0.0059657990874651
transactional,binary,clientes_banco,Miscellaneous/Government/Tax/Other,0.180544624586809,0.175148109418397,0.186069904815763
transactional,binary,clientas_banco,Miscellaneous/Government/Tax/Other,0.192478578229134,0.186921230829989,0.198160882736132
transactional,binary,clientes_banco,Miscellaneous/Government/Tax/PAYE,0.0380397712366861,0.0354151743548348,0.0408506379083861
transactional,binary,clientas_banco,Miscellaneous/Government/Tax/PAYE,0.0375542155929335,0.0349362372213355,0.0403601700135825
transactional,binary,clientes_banco,Miscellaneous/Government/Tax/Public Administration,0.016580093394197,0.0148613931734061,0.0184938276078922
transactional,binary,clientas_banco,Miscellaneous/Government/Tax/Public Administration,0.0227969956627526,0.0207636602854698,0.0250243621913737
transactional,binary,clientes_banco,Miscellaneous/Government/Tax/Self Assessment,0.0757647305734824,0.0720923548905112,0.0796081272642352
transactional,binary,clientas_banco,Miscellaneous/Government/Tax/Self Assessment,0.0564900031735957,0.0532878627719382,0.059872395387565
transactional,binary,clientes_banco,Miscellaneous/Government/Tax/Tax,0.0229288000419749,0.0208972856946024,0.0251527330807459
transactional,binary,clientas_banco,Miscellaneous/Government/Tax/Tax,0.0193589336718502,0.0174895443325388,0.0214237778403764
transactional,binary,clientes_banco,Miscellaneous/Government/Tax/VAT,0.0054042709481085,0.0044570917366872,0.00655141116741
transactional,binary,clientas_banco,Miscellaneous/Government/Tax/VAT,0.0044430339574738,0.0035889823698948,0.0054991981368641
transactional,binary,clientes_banco,Miscellaneous/Other/Child Support Agency,0.0005246864998163,0.0002823325686184,0.0009748738823539
transactional,binary,clientas_banco,Miscellaneous/Other/Child Support Agency,0.0001057865227969,2.645712047152e-05,0.0004228777320037
transactional,binary,clientes_banco,Miscellaneous/Other/Fines,0.0479038774332336,0.0449614313022931,0.0510285994520749
transactional,binary,clientas_banco,Miscellaneous/Other/Fines,0.0421559293346028,0.0393828144084601,0.0451151406534001
transactional,binary,clientes_banco,Miscellaneous/Other/Other,0.175927383388425,0.170586888964552,0.181398504279663
transactional,binary,clientas_banco,Miscellaneous/Other/Other,0.177033745900772,0.171658346808691,0.182540378851601
transactional,binary,clientes_banco,Miscellaneous/Trade Associations/Education,0.0062962379977963,0.0052672161073817,0.0075247724888232
transactional,binary,clientas_banco,Miscellaneous/Trade Associations/Education,0.0087273881307521,0.0074966312995684,0.0101581359888664
transactional,binary,clientes_banco,Miscellaneous/Trade Associations/Health,0.0271262920405058,0.0249128426696478,0.0295304455179433
transactional,binary,clientas_banco,Miscellaneous/Trade Associations/Health,0.036760816671956,0.034170643070597,0.0395392906541156
transactional,binary,clientes_banco,Miscellaneous/Trade Associations/Manual,0.0093394196967312,0.0080681978485608,0.0108087521944353
transactional,binary,clientas_banco,Miscellaneous/Trade Associations/Manual,0.0105786522796996,0.0092154878032598,0.0121409865663541
transactional,binary,clientes_banco,Miscellaneous/Trade Associations/Other,0.0506847158822604,0.0476595789000647,0.0538910041007328
transactional,binary,clientas_banco,Miscellaneous/Trade Associations/Other,0.0508304242039564,0.0477891492697252,0.0540542571940598
transactional,binary,clientes_banco,Miscellaneous/Trade Associations/Professional & Management,0.0137467862951886,0.012188054648863,0.0155017359597148
transactional,binary,clientas_banco,Miscellaneous/Trade Associations/Professional & Management,0.0160795514651433,0.0143815505966303,0.0179743758196114
transactional,binary,clientes_banco,Motor/Breakdown Insurance/Other,0.104202738863529,0.0999442961455032,0.108620728880366
transactional,binary,clientas_banco,Motor/Breakdown Insurance/Other,0.0964244155294615,0.092298136955264,0.100714695504141
transactional,binary,clientes_banco,Motor/Other/DVLA,0.449866204942547,0.442814022407705,0.456938594326175
transactional,binary,clientas_banco,Motor/Other/DVLA,0.408600444303396,0.401612357009068,0.415625669109235
transactional,binary,clientes_banco,Motor/Other/Electric Vehicle Charging,0.0167899679941235,0.0150600065677502,0.0187148762733405
transactional,binary,clientas_banco,Motor/Other/Electric Vehicle Charging,0.0142811805775944,0.0126849982637539,0.0160749440041107
transactional,binary,clientes_banco,Motor/Other/Other,0.008499921297025,0.007290904256078,0.0099074231750234
transactional,binary,clientas_banco,Motor/Other/Other,0.0061885115836242,0.005165292018009,0.0074129156742043
transactional,binary,clientes_banco,Motor/Parking/Tolls/Parking,0.559105934204313,0.55204573102256,0.566142314234525
transactional,binary,clientas_banco,Motor/Parking/Tolls/Parking,0.54506505871152,0.537958194926401,0.552153611672978
transactional,binary,clientes_banco,Motor/Parking/Tolls/TFL,0.0356262133375308,0.033086281677913,0.0383533935636456
transactional,binary,clientas_banco,Motor/Parking/Tolls/TFL,0.0249127261186925,0.0227849837617924,0.0272336271962052
transactional,binary,clientes_banco,Motor/Parking/Tolls/Tolls,0.152683771446561,0.147647045239855,0.157860495059904
transactional,binary,clientas_banco,Motor/Parking/Tolls/Tolls,0.129535597164921,0.124823898919288,0.134397834739725
transactional,binary,clientes_banco,Motor/Petrol/Other,0.666981478566556,0.660257192788749,0.673638460529978
transactional,binary,clientas_banco,Motor/Petrol/Other,0.63873902464826,0.63186390640334,0.645557770199376
transactional,binary,clientes_banco,Motor/Petrol/Supermarket,0.596935830841073,0.589952883935829,0.603879706866569
transactional,binary,clientas_banco,Motor/Petrol/Supermarket,0.565270284565746,0.558191284908547,0.572322763600421
transactional,binary,clientes_banco,"Motor/Purchase, Maintenance and Repair/Dealer",0.15682879479511,0.151735082940711,0.162060832877418
transactional,binary,clientas_banco,"Motor/Purchase, Maintenance and Repair/Dealer",0.123558658626891,0.118943836310689,0.12832644996602
transactional,binary,clientes_banco,"Motor/Purchase, Maintenance and Repair/Other",0.348601710477989,0.341867299546688,0.355397144138472
transactional,binary,clientas_banco,"Motor/Purchase, Maintenance and Repair/Other",0.297471702105152,0.290996787327927,0.304028909179029
transactional,binary,clientes_banco,"Motor/Purchase, Maintenance and Repair/Parts",0.289154730048796,0.282760953397994,0.295633490839989
transactional,binary,clientas_banco,"Motor/Purchase, Maintenance and Repair/Parts",0.223209563101661,0.217330353969512,0.229201240959271
transactional,binary,clientes_banco,"Motor/Purchase, Maintenance and Repair/Tyres",0.104412613463456,0.100150273331256,0.108834416242308
transactional,binary,clientas_banco,"Motor/Purchase, Maintenance and Repair/Tyres",0.0804506505871152,0.0766578704736835,0.0844139292629409
transactional,binary,clientes_banco,Overseas Transaction/Cash Withdrawl/Cash,0.0864683351697361,0.0825606511018357,0.0905427207873056
transactional,binary,clientas_banco,Overseas Transaction/Cash Withdrawl/Cash,0.0789167460065588,0.0751581925089562,0.0828464221169853
transactional,binary,clientes_banco,Overseas Transaction/Transaction Fee/Other,0.005614145548035,0.0046471327099107,0.0067810113416187
transactional,binary,clientas_banco,Overseas Transaction/Transaction Fee/Other,0.0042843541732783,0.0034472210514701,0.0053236931145041
transactional,binary,clientes_banco,Payroll/Civil Service/Council,0.103782989663676,0.0995323582178549,0.108193337713417
transactional,binary,clientas_banco,Payroll/Civil Service/Council,0.114937057018936,0.11046832814374,0.119562259931238
transactional,binary,clientes_banco,Payroll/Civil Service/Government,0.0123301327456845,0.0108578260436554,0.0139992567388136
transactional,binary,clientas_banco,Payroll/Civil Service/Government,0.011583624246271,0.0101535388098899,0.0132124429384512
transactional,binary,clientes_banco,Payroll/Finance/Insurance,0.0070307990975392,0.0059386756468154,0.0083220828281409
transactional,binary,clientas_banco,Payroll/Finance/Insurance,0.0062414048450227,0.0052134620259814,0.0074705059790496
transactional,binary,clientes_banco,Payroll/Finance/Other,0.0209349913426728,0.0189961421546955,0.0230670768607212
transactional,binary,clientas_banco,Payroll/Finance/Other,0.0180894953982863,0.0162844955960401,0.020090478272288
transactional,binary,clientes_banco,Payroll/Medical/NHS,0.0391416128863004,0.0364793610720905,0.0419896879047654
transactional,binary,clientas_banco,Payroll/Medical/NHS,0.0518353961705279,0.0487648168353237,0.0550881239336158
transactional,binary,clientes_banco,Payroll/Medical/Other,0.0091295450968046,0.007873598212145,0.0105836955594808
transactional,binary,clientas_banco,Payroll/Medical/Other,0.009996826404316,0.0086739014099996,0.0115191765476748
transactional,binary,clientes_banco,Payroll/Other/Care,0.0190985885933155,0.0172493184625315,0.0211418507413008
transactional,binary,clientas_banco,Payroll/Other/Care,0.024119327197715,0.0220264660044128,0.0264056740095397
transactional,binary,clientes_banco,Payroll/Other/Charity & Religion,0.0112807597460517,0.0098758238939077,0.0128829613825026
transactional,binary,clientas_banco,Payroll/Other/Charity & Religion,0.011160478155083,0.0097581918740927,0.0127616808840242
transactional,binary,clientes_banco,Payroll/Other/Cleaning & Refuse,0.0041450233485492,0.0033259619339278,0.0051647440681663
transactional,binary,clientas_banco,Payroll/Other/Cleaning & Refuse,0.0050777530942557,0.0041588733241132,0.00619839054268
transactional,binary,clientes_banco,Payroll/Other/Communication,0.0047221784983472,0.0038422804057523,0.0058024031950074
transactional,binary,clientas_banco,Payroll/Other/Communication,0.0041256743890828,0.0033057752683224,0.0051478747725503
transactional,binary,clientes_banco,Payroll/Other/Computing & Technology,0.0185214334435175,0.0167012471037514,0.0205358499393658
transactional,binary,clientas_banco,Payroll/Other/Computing & Technology,0.0145985401459854,0.0129839252945279,0.0164106019284644
transactional,binary,clientes_banco,Payroll/Other/Food & Drink,0.0195183377931686,0.0176482052080835,0.0215822894088549
transactional,binary,clientas_banco,Payroll/Other/Food & Drink,0.0183010684438802,0.016485175904446,0.0203128558944164
transactional,binary,clientes_banco,Payroll/Other/Industry,0.0056666141980166,0.0046947014012112,0.0068383532090918
transactional,binary,clientas_banco,Payroll/Other/Industry,0.0051306463556542,0.0042065523817893,0.0062564695167707
transactional,binary,clientes_banco,Payroll/Other/Leisure,0.0107560732462354,0.009386030952765,0.0123236074419975
transactional,binary,clientas_banco,Payroll/Other/Leisure,0.0098381466201206,0.0085264024822095,0.0113493859341152
transactional,binary,clientes_banco,Payroll/Other/Manufacturing,0.0179442782937195,0.0161536557969374,0.0199293694410293
transactional,binary,clientas_banco,Payroll/Other/Manufacturing,0.01232412990585,0.0108466234510471,0.0140000508933805
transactional,binary,clientes_banco,Payroll/Other/Media,0.0059289574479248,0.0049328798986842,0.0071247289924371
transactional,binary,clientas_banco,Payroll/Other/Media,0.0068761239818047,0.0057930033015668,0.0081600941264708
transactional,binary,clientes_banco,"Payroll/Other/Oil, Mining & Chemicals",0.0109134791961803,0.0095328789648826,0.0124915033463627
transactional,binary,clientas_banco,"Payroll/Other/Oil, Mining & Chemicals",0.0086744948693536,0.0074477219658048,0.0101012826966114
transactional,binary,clientes_banco,Payroll/Other/Other,0.299595991395141,0.293133250628735,0.30613950767021
transactional,binary,clientas_banco,Payroll/Other/Other,0.292552628795092,0.286110219729494,0.299079328965996
transactional,binary,clientes_banco,Payroll/Other/Property,0.0107560732462354,0.009386030952765,0.0123236074419975
transactional,binary,clientas_banco,Payroll/Other/Property,0.0108960118480906,0.0095113753395265,0.0124796797444757
transactional,binary,clientes_banco,Payroll/Other/Recruitment,0.0243979222414607,0.0223008445036022,0.0266868176714505
transactional,binary,clientas_banco,Payroll/Other/Recruitment,0.0191473606262562,0.0172885452509549,0.0212017187562815
transactional,binary,clientes_banco,Payroll/Other/Tourism,0.0059814260979065,0.0049805805487457,0.007181939477648
transactional,binary,clientas_banco,Payroll/Other/Tourism,0.0064000846292182,0.0053580917465817,0.0076431576654652
transactional,binary,clientes_banco,Payroll/Other/Utilities,0.0114381656959966,0.0100229248549494,0.0130506047482173
transactional,binary,clientas_banco,Payroll/Other/Utilities,0.0105257590183011,0.0091662051238673,0.0120845058489657
transactional,binary,clientes_banco,Payroll/Professional/Accountancy,0.0041450233485492,0.0033259619339278,0.0051647440681663
transactional,binary,clientas_banco,Payroll/Professional/Accountancy,0.0041256743890828,0.0033057752683224,0.0051478747725503
transactional,binary,clientes_banco,Payroll/Professional/Consultancy,0.0041450233485492,0.0033259619339278,0.0051647440681663
transactional,binary,clientas_banco,Payroll/Professional/Consultancy,0.0037554215592933,0.0029770670337694,0.004736310245597
transactional,binary,clientes_banco,Payroll/Professional/Education,0.0398761739860433,0.037189147808832,0.0427487257207002
transactional,binary,clientas_banco,Payroll/Professional/Education,0.0492965196234,0.0463006293074321,0.052475593320044
transactional,binary,clientes_banco,Payroll/Professional/Engineering,0.0056666141980166,0.0046947014012112,0.0068383532090918
transactional,binary,clientas_banco,Payroll/Professional/Engineering,0.0041256743890828,0.0033057752683224,0.0051478747725503
transactional,binary,clientes_banco,Payroll/Professional/Legal,0.0028857757489899,0.0022162163179354,0.0037568596657413
transactional,binary,clientas_banco,Payroll/Professional/Legal,0.0034380619909023,0.0026969694449777,0.0043819024893778
transactional,binary,clientes_banco,Payroll/Professional/Other,0.006768455847631,0.0056984686690946,0.008037727731481
transactional,binary,clientas_banco,Payroll/Professional/Other,0.0066116576748122,0.0055512016923639,0.0078730906189735
transactional,binary,clientes_banco,Payroll/Retail/Clothes,0.0047746471483288,0.0038894075727023,0.005860184284018
transactional,binary,clientas_banco,Payroll/Retail/Clothes,0.0069290172432032,0.0058414167363212,0.0082174418988614
transactional,binary,clientes_banco,Payroll/Retail/Food & Drink,0.0121202581457579,0.0106611824538575,0.0137762404731314
transactional,binary,clientas_banco,Payroll/Retail/Food & Drink,0.0118480905532635,0.0104008948395916,0.0134939054366537
transactional,binary,clientes_banco,Payroll/Retail/Hardware,0.0113332283960334,0.0099248493952551,0.0129388506439767
transactional,binary,clientas_banco,Payroll/Retail/Hardware,0.0089918544377446,0.0077413597030512,0.0104422211404689
transactional,binary,clientes_banco,Payroll/Retail/Hotel,0.0045123038984206,0.0036540743595966,0.0055709780566403
transactional,binary,clientas_banco,Payroll/Retail/Hotel,0.0051835396170527,0.0042542583033423,0.0063145217700432
transactional,binary,clientes_banco,Payroll/Retail/Other,0.0190985885933155,0.0172493184625315,0.0211418507413008
transactional,binary,clientas_banco,Payroll/Retail/Other,0.0229027821855496,0.0208646180926189,0.0251349337520181
transactional,binary,clientes_banco,Payroll/Retail/Restaurant,0.0071882050474841,0.0060829997774328,0.0084924965976673
transactional,binary,clientas_banco,Payroll/Retail/Restaurant,0.0093621072675341,0.0080844694934113,0.0108394514297456
transactional,binary,clientes_banco,Payroll/Retail/Supermarket,0.0214072091925075,0.0194460038568653,0.0235614569701137
transactional,binary,clientas_banco,Payroll/Retail/Supermarket,0.0220035967417751,0.0200068631338169,0.024194689298323
transactional,binary,clientes_banco,Payroll/Trade & Construction/Cleaning & Refuse,0.0043024292984941,0.0034663778223798,0.005339046675751
transactional,binary,clientas_banco,Payroll/Trade & Construction/Cleaning & Refuse,0.0034909552523008,0.0027435372783592,0.0044410844734169
transactional,binary,clientes_banco,Payroll/Trade & Construction/Construction,0.0103887926963639,0.0090436975404469,0.0119315389182821
