tipo_medida,unidad,poblacion,indicador,media,ic95_inf,ic95_sup
non-transactional,count,clientas_banco,Internet Banking,26.8133541059596,26.6408822887243,26.985825923195
non-transactional,binary,clientes_banco,Loan,0.278045685884502,0.276127796090898,0.279963575678106
non-transactional,binary,clientas_banco,Loan,0.244304357443044,0.242457641869103,0.246151073016984
non-transactional,pound,clientes_banco,Loan balance,595.990014214234,583.476360086871,608.503668341598
non-transactional,pound,clientas_banco,Loan balance,452.235531769616,440.305585396644,464.165478142589
non-transactional,count,clientes_banco,Lost/Stolen Cards,0.0188981700545604,0.018011208341908,0.0197851317672128
non-transactional,count,clientas_banco,Lost/Stolen Cards,0.0181080054908146,0.017242295934168,0.0189737150474611
non-transactional,binary,clientes_banco,Mortgage,0.201169573906863,0.199453566505963,0.202885581307764
non-transactional,binary,clientas_banco,Mortgage,0.185621688160565,0.183950642161981,0.187292734159148
non-transactional,count,clientes_banco,PIN Reorder,0.0026652503500555,0.0023356423040345,0.0029948583960765
non-transactional,count,clientas_banco,PIN Reorder,0.0027843492313833,0.0024370822971949,0.0031316161655716
non-transactional,count,clientes_banco,Password Reset,0.0438447118755634,0.0424054854193527,0.0452839383317742
non-transactional,count,clientas_banco,Password Reset,0.0466999413365646,0.0451806598154871,0.0482192228576422
non-transactional,binary,clientes_banco,Pension,0.0205677107928013,0.0199601483820036,0.0211752732035991
non-transactional,binary,clientas_banco,Pension,0.0140167142706019,0.0135114497157978,0.0145219788254061
non-transactional,pound,clientes_banco,Planned Overdraft,2488.06103883555,2444.57648648893,2531.54559118216
non-transactional,pound,clientas_banco,Planned Overdraft,2071.28599830822,2029.6006784805,2112.97131813593
non-transactional,binary,clientes_banco,Savings,0.755806133108195,0.753967126493061,0.757645139723329
non-transactional,binary,clientas_banco,Savings,0.779011953877076,0.777228682667097,0.780795225087055
non-transactional,pound,clientes_banco,Savings Balance,14215.4529035048,13737.904163269,14693.0016437407
non-transactional,pound,clientas_banco,Savings Balance,14056.2290876175,13719.6174566029,14392.840718632
non-transactional,count,clientes_banco,Telephony,0.108819980061913,0.106138477923233,0.111501482200593
non-transactional,count,clientas_banco,Telephony,0.121053441427926,0.118108524442963,0.123998358412889
non-transactional,pound,clientes_banco,Unplanned Overdraft,87.6747730810386,78.2699295119369,97.0796166501403
non-transactional,pound,clientas_banco,Unplanned Overdraft,69.1525642532914,61.8195188516427,76.4856096549401
transactional,binary,clientes_banco,ATM Withdrawal,0.858911800199381,0.853896920238259,0.863782007502416
transactional,binary,clientas_banco,ATM Withdrawal,0.852322014175394,0.84719292360269,0.857307939872596
transactional,binary,clientes_banco,Benefits/Attendance Allowance/Other,0.0325305629886143,0.030104015939122,0.0351456153018426
transactional,binary,clientas_banco,Benefits/Attendance Allowance/Other,0.0381360414683169,0.0354978804478708,0.0409619407468227
transactional,binary,clientes_banco,Benefits/Carers Allowance/Other,0.02277139409203,0.0207470357113147,0.0249882356249936
transactional,binary,clientas_banco,Benefits/Carers Allowance/Other,0.0292499735533693,0.0269413305552153,0.0317499925877732
transactional,binary,clientes_banco,Benefits/Child Benefit/Other,0.135736397502492,0.130946792031658,0.140672833544271
transactional,binary,clientas_banco,Benefits/Child Benefit/Other,0.205913466624352,0.200209185045867,0.211737245584902
transactional,binary,clientes_banco,Benefits/Disability Living Allowance/Other,0.0907707644682302,0.0867738412024215,0.0949326533981462
