mjd,year,mag,magerr,filter
58790.5,2019.8385,19.2404,0.0835717327956,CRTS_V
59042.5,2020.5284,19.7547,0.103948988252,CRTS_V
58805.5,2019.8795,19.517,0.0893728010674,CRTS_V
59108.5,2020.7091,19.8731,0.104791017981,CRTS_V
57715.5,2016.8953,21.7749,0.245818018324,CRTS_V
58037.5,2017.7769,21.3562,0.185504135548,CRTS_V
58766.5,2019.7728,19.4237,0.0870233156272,CRTS_V
58390.5,2018.7433,18.774,0.0772366107637,CRTS_V
59108.5,2020.7091,19.8223,0.103643960558,CRTS_V
58813.5,2019.9014,19.5161,0.0939033924422,CRTS_V
58774.5,2019.7947,19.3669,0.0856117994797,CRTS_V
59069.5,2020.6023,19.5922,0.0934516261172,CRTS_V
59157.5,2020.8433,19.5929,0.105352836523,CRTS_V
58379.5,2018.7132,18.7649,0.0838548518584,CRTS_V
58790.5,2019.8385,19.4721,0.102145354266,CRTS_V
59120.5,2020.7420,19.8069,0.101900153043,CRTS_V
58379.5,2018.7132,18.7827,0.0835051249845,CRTS_V
58766.5,2019.7728,19.5814,0.0909800558007,CRTS_V
57667.5,2016.7639,21.5451,0.217705658574,CRTS_V
57667.5,2016.7639,21.1851,0.183402678369,CRTS_V
58774.5,2019.7947,19.3696,0.0865218982797,CRTS_V
57585.5,2016.5394,22.0035,0.269458920853,CRTS_V
59144.5,2020.8077,19.7964,0.101304109333,CRTS_V
58419.5,2018.8227,18.8821,0.0794753831544,CRTS_V
59108.5,2020.7091,19.75,0.100640357194,CRTS_V
58293.5,2018.4778,18.4961,0.075810945624,CRTS_V
59097.5,2020.6790,19.5823,0.0948257325556,CRTS_V
58721.5,2019.6496,19.3761,0.0859282959206,CRTS_V
57997.5,2017.6674,22.3261,0.280964455072,CRTS_V
58069.5,2017.8645,21.3913,0.185868081614,CRTS_V
58805.5,2019.8795,19.5323,0.0898437842841,CRTS_V
58412.5,2018.8036,18.9296,0.0836203337817,CRTS_V
59144.5,2020.8077,19.7576,0.100025557172,CRTS_V
59042.5,2020.5284,19.7126,0.101708506175,CRTS_V
58390.5,2018.7433,18.7785,0.0772764797932,CRTS_V
58656.5,2019.4716,19.4519,0.0973148912316,CRTS_V
58440.5,2018.8802,18.9834,0.08355722625,CRTS_V
59069.5,2020.6023,19.7231,0.0973664263422,CRTS_V
57667.5,2016.7639,21.4121,0.207066386976,CRTS_V
58293.5,2018.4778,18.5252,0.0759601338366,CRTS_V
59127.5,2020.7611,19.6628,0.0973223789482,CRTS_V
59120.5,2020.7420,19.5499,0.0944760078721,CRTS_V
59127.5,2020.7611,19.8397,0.10327337695,CRTS_V
58813.5,2019.9014,19.5386,0.0931470066968,CRTS_V
57585.5,2016.5394,21.7303,0.23190082285,CRTS_V
58263.5,2018.3956,18.6396,0.0756780927807,CRTS_V
58069.5,2017.8645,22.3402,0.301713924869,CRTS_V
59144.5,2020.8077,19.9636,0.107315785826,CRTS_V
58790.5,2019.8385,19.1452,0.0943167732416,CRTS_V
59097.5,2020.6790,19.9689,0.108083504817,CRTS_V
58774.5,2019.7947,19.4505,0.0875224503955,CRTS_V
59133.5,2020.7775,19.8379,0.102534595862,CRTS_V
58744.5,2019.7125,19.4692,0.0884635278894,CRTS_V
59157.5,2020.8433,19.801,0.104772436408,CRTS_V
59127.5,2020.7611,19.7058,0.0992916327589,CRTS_V
58293.5,2018.4778,18.4888,0.0754631465296,CRTS_V
59120.5,2020.7420,19.8437,0.103387902586,CRTS_V
58263.5,2018.3956,18.5615,0.0745137644987,CRTS_V
58744.5,2019.7125,19.3777,0.086228176579,CRTS_V
58379.5,2018.7132,18.7759,0.0858758124749,CRTS_V
59042.5,2020.5284,19.7314,0.102526190793,CRTS_V
58379.5,2018.7132,18.8954,0.0866494405676,CRTS_V
58419.5,2018.8227,18.701,0.0762163365124,CRTS_V
57585.5,2016.5394,21.765,0.235639754951,CRTS_V
58813.5,2019.9014,19.1171,0.09065469417,CRTS_V
59133.5,2020.7775,19.8795,0.104311436222,CRTS_V
58275.5,2018.4285,18.5269,0.076501579053,CRTS_V
58744.5,2019.7125,19.3847,0.0865736013331,CRTS_V
58790.5,2019.8385,19.3867,0.087602495885,CRTS_V
57687.5,2016.8186,22.4006,0.34219492915,CRTS_V
59042.5,2020.5284,19.8764,0.107899499817,CRTS_V
58390.5,2018.7433,18.7529,0.0769163409146,CRTS_V
58412.5,2018.8036,18.7937,0.0800564982342,CRTS_V
58275.5,2018.4285,18.6012,0.0783009377936,CRTS_V
57585.5,2016.5394,21.573,0.21330480681,CRTS_V
59144.5,2020.8077,19.8957,0.105055436627,CRTS_V
57687.5,2016.8186,20.8235,0.155148709941,CRTS_V
59097.5,2020.6790,19.6841,0.0980157927907,CRTS_V
58419.5,2018.8227,18.9027,0.0799451543924,CRTS_V
58766.5,2019.7728,19.3945,0.0861326573281,CRTS_V
58813.5,2019.9014,19.3673,0.088723029047,CRTS_V
57997.5,2017.6674,21.9046,0.226675962027,CRTS_V
58440.5,2018.8802,18.8049,0.0789817456411,CRTS_V
57703.5,2016.8624,20.5876,0.142593429353,CRTS_V
59157.5,2020.8433,19.856,0.114445354063,CRTS_V
59108.5,2020.7091,19.6632,0.0976498982441,CRTS_V
59127.5,2020.7611,19.853,0.103849400747,CRTS_V
59120.5,2020.7420,19.9676,0.107875272803,CRTS_V
58721.5,2019.6496,19.4039,0.087249680485,CRTS_V
58263.5,2018.3956,18.6385,0.0755934031858,CRTS_V
59069.5,2020.6023,19.7019,0.0967275967084,CRTS_V
58263.5,2018.3956,18.6399,0.0757307752589,CRTS_V
58275.5,2018.4285,18.4998,0.0760893322171,CRTS_V
59069.5,2020.6023,19.8118,0.100190774839,CRTS_V
58037.5,2017.7769,21.8339,0.232764127274,CRTS_V
58390.5,2018.7433,18.7378,0.0767188215524,CRTS_V
59133.5,2020.7775,19.8478,0.103019052476,CRTS_V
58419.5,2018.8227,18.9465,0.0809049828823,CRTS_V
58440.5,2018.8802,18.9394,0.080664974953,CRTS_V
59097.5,2020.6790,19.7903,0.102107632339,CRTS_V
58805.5,2019.8795,19.4705,0.0882424983663,CRTS_V
58766.5,2019.7728,19.5121,0.089245702688,CRTS_V
58656.5,2019.4716,19.3895,0.094807638764,CRTS_V
58721.5,2019.6496,19.3387,0.0851032872142,CRTS_V
58744.5,2019.7125,19.189,0.0819490425876,CRTS_V
58656.5,2019.4716,19.143,0.0878274718356,CRTS_V
58412.5,2018.8036,18.8392,0.0813487076505,CRTS_V
58412.5,2018.8036,18.871,0.0817625441786,CRTS_V
58774.5,2019.7947,19.3828,0.0859068918634,CRTS_V
59133.5,2020.7775,19.7284,0.0996432926992,CRTS_V
58440.5,2018.8802,18.9892,0.0822693357725,CRTS_V
58275.5,2018.4285,18.4728,0.075849904648,CRTS_V
58656.5,2019.4716,19.4786,0.0981792695725,CRTS_V
58037.5,2017.7769,21.8292,0.232715905777,CRTS_V
57667.5,2016.7639,21.8144,0.250299547691,CRTS_V
59157.5,2020.8433,19.7553,0.104004077379,CRTS_V
58805.5,2019.8795,19.4776,0.0885237090777,CRTS_V
58293.5,2018.4778,18.499,0.075462713489,CRTS_V
58721.5,2019.6496,19.3472,0.0853734352052,CRTS_V
