mjd,year,mag,magerr,filter
58708.5046,2019.6140,19.158,0.24,ATLAS_c
58710.568546,2019.6196,19.121,0.463,ATLAS_o
58710.579084,2019.6197,18.953,0.43,ATLAS_o
58713.488138,2019.6276,18.607,0.189,ATLAS_o
58713.490969,2019.6276,17.952,0.145,ATLAS_o
58713.502464,2019.6277,19.318,0.377,ATLAS_o
58713.507882,2019.6277,19.746,0.493,ATLAS_o
58714.460494,2019.6303,19.053,0.288,ATLAS_o
58714.464174,2019.6303,19.132,0.294,ATLAS_o
58714.469373,2019.6303,19.47,0.376,ATLAS_o
58714.480184,2019.6303,18.81,0.344,ATLAS_o
58714.481273,2019.6303,18.996,0.256,ATLAS_o
58716.562715,2019.6360,19.56,0.225,ATLAS_o
58716.566828,2019.6360,19.477,0.269,ATLAS_o
58716.57219,2019.6361,19.509,0.189,ATLAS_o
58716.583117,2019.6361,19.396,0.217,ATLAS_o
58720.454295,2019.6467,19.927,0.207,ATLAS_c
58720.457436,2019.6467,19.872,0.203,ATLAS_c
58720.464577,2019.6467,20.137,0.225,ATLAS_c
58720.480609,2019.6468,19.834,0.221,ATLAS_c
58722.530512,2019.6524,19.396,0.114,ATLAS_o
58722.533401,2019.6524,19.235,0.12,ATLAS_o
58722.539147,2019.6524,19.023,0.102,ATLAS_o
58722.549047,2019.6524,19.179,0.123,ATLAS_o
58724.472814,2019.6577,19.896,0.178,ATLAS_c
58724.476056,2019.6577,19.803,0.193,ATLAS_c
58724.482098,2019.6577,19.719,0.194,ATLAS_c
58724.493095,2019.6577,19.676,0.164,ATLAS_c
58726.479902,2019.6632,19.167,0.144,ATLAS_o
58726.483136,2019.6632,19.11,0.139,ATLAS_o
58726.488666,2019.6632,19.047,0.127,ATLAS_o
58726.500642,2019.6632,19.306,0.143,ATLAS_o
58728.377665,2019.6684,20.22,0.324,ATLAS_c
58728.380641,2019.6684,19.442,0.168,ATLAS_c
58728.387968,2019.6684,19.845,0.222,ATLAS_c
58728.404012,2019.6685,19.872,0.194,ATLAS_c
58730.492022,2019.6742,19.152,0.159,ATLAS_o
58730.495244,2019.6742,19.058,0.137,ATLAS_o
58730.501307,2019.6742,19.163,0.151,ATLAS_o
58730.511482,2019.6742,19.389,0.211,ATLAS_o
58732.42382,2019.6795,19.092,0.112,ATLAS_o
58732.428758,2019.6795,19.295,0.127,ATLAS_o
58732.431821,2019.6795,19.621,0.195,ATLAS_o
58732.441883,2019.6795,19.439,0.151,ATLAS_o
58732.469757,2019.6796,19.238,0.12,ATLAS_o
58732.472991,2019.6796,19.057,0.104,ATLAS_o
58732.47851,2019.6796,19.365,0.12,ATLAS_o
58732.490097,2019.6796,19.297,0.152,ATLAS_o
58734.363912,2019.6848,19.272,0.195,ATLAS_o
58734.367178,2019.6848,19.242,0.161,ATLAS_o
58734.418844,2019.6849,19.434,0.192,ATLAS_o
58734.429267,2019.6850,19.347,0.201,ATLAS_o
58736.392083,2019.6903,19.109,0.213,ATLAS_o
58736.402094,2019.6904,18.874,0.209,ATLAS_o
58736.404992,2019.6904,18.791,0.186,ATLAS_o
58736.406365,2019.6904,19.067,0.306,ATLAS_o
58736.410646,2019.6904,18.896,0.262,ATLAS_o
58736.422669,2019.6904,19.043,0.265,ATLAS_o
58739.401916,2019.6986,19.07,0.329,ATLAS_o
58739.423411,2019.6986,19.095,0.436,ATLAS_o
58740.490238,2019.7015,18.981,0.219,ATLAS_o
58740.493087,2019.7016,19.036,0.226,ATLAS_o
58740.49869,2019.7016,19.393,0.38,ATLAS_o
58743.475412,2019.7097,19.139,0.194,ATLAS_o
58743.478772,2019.7097,19.206,0.212,ATLAS_o
58743.48446,2019.7097,19.527,0.296,ATLAS_o
58743.500972,2019.7098,19.321,0.207,ATLAS_o
58744.405194,2019.7123,19.259,0.345,ATLAS_o
58744.415776,2019.7123,19.163,0.197,ATLAS_o
58745.459861,2019.7152,19.749,0.268,ATLAS_o
58745.463445,2019.7152,19.557,0.238,ATLAS_o
58745.47009,2019.7152,19.161,0.213,ATLAS_o
58745.486363,2019.7152,19.549,0.322,ATLAS_o
58746.422046,2019.7178,18.916,0.217,ATLAS_o
58746.427568,2019.7178,19.404,0.46,ATLAS_o
58746.438165,2019.7178,19.029,0.252,ATLAS_o
58748.456585,2019.7234,19.413,0.432,ATLAS_o
58748.473031,2019.7234,19.196,0.186,ATLAS_o
58750.443277,2019.7288,19.221,0.106,ATLAS_o
58750.446574,2019.7288,19.544,0.122,ATLAS_o
58750.452623,2019.7288,19.239,0.106,ATLAS_o
58750.462901,2019.7289,19.503,0.151,ATLAS_o
58752.405885,2019.7342,19.45,0.176,ATLAS_c
58752.409099,2019.7342,20.034,0.265,ATLAS_c
58752.415732,2019.7342,19.481,0.174,ATLAS_c
58752.42642,2019.7342,20.235,0.31,ATLAS_c
58754.389924,2019.7396,19.118,0.111,ATLAS_o
58754.393145,2019.7396,19.424,0.128,ATLAS_o
58754.398682,2019.7396,19.375,0.138,ATLAS_o
58754.410513,2019.7397,19.493,0.148,ATLAS_o
58755.395829,2019.7424,20.014,0.285,ATLAS_c
58755.398971,2019.7424,19.808,0.251,ATLAS_c
58755.40458,2019.7424,19.666,0.224,ATLAS_c
58755.414694,2019.7424,19.456,0.17,ATLAS_c
58756.537176,2019.7455,19.631,0.285,ATLAS_c
58756.540406,2019.7455,19.876,0.358,ATLAS_c
58756.546616,2019.7455,19.845,0.315,ATLAS_c
58757.355105,2019.7477,19.207,0.097,ATLAS_o
58757.358422,2019.7477,19.327,0.121,ATLAS_o
58757.364209,2019.7477,19.251,0.114,ATLAS_o
58757.376818,2019.7478,19.015,0.106,ATLAS_o
58758.376203,2019.7505,19.296,0.113,ATLAS_o
58758.379429,2019.7505,19.203,0.115,ATLAS_o
58758.385417,2019.7505,19.253,0.137,ATLAS_o
58758.397178,2019.7506,19.273,0.111,ATLAS_o
58762.374636,2019.7615,19.497,0.165,ATLAS_o
58762.377869,2019.7615,20.154,0.348,ATLAS_o
58762.384839,2019.7615,19.594,0.19,ATLAS_o
58762.39684,2019.7615,19.834,0.247,ATLAS_o
58763.509074,2019.7646,19.675,0.255,ATLAS_c
58763.513553,2019.7646,19.817,0.276,ATLAS_c
58763.53353,2019.7646,19.772,0.264,ATLAS_c
58763.539076,2019.7647,20.141,0.363,ATLAS_c
58764.350948,2019.7669,19.235,0.138,ATLAS_o
58764.354148,2019.7669,19.341,0.167,ATLAS_o
58764.360633,2019.7669,19.207,0.173,ATLAS_o
58764.370808,2019.7669,19.643,0.218,ATLAS_o
58769.400144,2019.7807,19.48,0.41,ATLAS_o
58769.403881,2019.7807,19.411,0.383,ATLAS_o
58769.422221,2019.7808,19.174,0.296,ATLAS_o
58770.209098,2019.7829,19.169,0.255,ATLAS_o
58770.215566,2019.7829,19.43,0.31,ATLAS_o
58771.455139,2019.7863,19.389,0.3,ATLAS_o
58771.458355,2019.7863,19.834,0.474,ATLAS_o
58771.464365,2019.7864,19.143,0.303,ATLAS_o
58771.474207,2019.7864,19.052,0.273,ATLAS_o
58772.439111,2019.7890,19.423,0.498,ATLAS_o
58772.442349,2019.7890,18.916,0.185,ATLAS_o
58772.44749,2019.7890,19.492,0.396,ATLAS_o
58773.402295,2019.7917,18.781,0.148,ATLAS_o
58773.405564,2019.7917,18.763,0.138,ATLAS_o
58773.411104,2019.7917,19.293,0.2,ATLAS_o
58773.422819,2019.7917,19.011,0.175,ATLAS_o
58774.330837,2019.7942,19.226,0.129,ATLAS_o
58774.334066,2019.7942,19.52,0.209,ATLAS_o
58774.340051,2019.7942,19.057,0.133,ATLAS_o
58774.351136,2019.7943,19.22,0.17,ATLAS_o
58775.335294,2019.7969,19.947,0.311,ATLAS_o
58775.340644,2019.7970,19.372,0.192,ATLAS_o
58775.344036,2019.7970,19.243,0.181,ATLAS_o
58775.360743,2019.7970,20.08,0.369,ATLAS_o
58777.368543,2019.8025,18.913,0.334,ATLAS_o
58778.22027,2019.8048,19.158,0.157,ATLAS_o
58778.22361,2019.8049,19.203,0.185,ATLAS_o
58778.233832,2019.8049,19.155,0.148,ATLAS_o
58778.241263,2019.8049,19.388,0.125,ATLAS_o
58780.200102,2019.8103,19.582,0.215,ATLAS_c
58780.210559,2019.8103,19.778,0.232,ATLAS_c
58782.356212,2019.8162,19.032,0.132,ATLAS_o
58782.359439,2019.8162,19.35,0.147,ATLAS_o
58782.365058,2019.8162,19.504,0.234,ATLAS_o
58784.336029,2019.8216,20.181,0.249,ATLAS_c
58784.339707,2019.8216,19.447,0.139,ATLAS_c
58784.346706,2019.8216,19.596,0.166,ATLAS_c
58784.356891,2019.8216,20.019,0.232,ATLAS_c
58788.334633,2019.8325,19.798,0.21,ATLAS_c
58788.338367,2019.8325,19.746,0.183,ATLAS_c
58788.343924,2019.8326,19.676,0.163,ATLAS_c
58788.35692,2019.8326,19.892,0.203,ATLAS_c
58790.186845,2019.8376,18.482,0.476,ATLAS_o
58790.206202,2019.8377,19.019,0.104,ATLAS_o
58790.220141,2019.8377,19.243,0.129,ATLAS_o
58791.202692,2019.8404,19.439,0.249,ATLAS_o
58791.211773,2019.8404,19.582,0.23,ATLAS_o
58792.207798,2019.8431,19.565,0.219,ATLAS_o
58792.220426,2019.8432,19.338,0.17,ATLAS_o
58794.384513,2019.8491,19.626,0.235,ATLAS_o
58794.387768,2019.8491,19.667,0.29,ATLAS_o
58794.394311,2019.8491,19.418,0.242,ATLAS_o
58794.405409,2019.8492,20.016,0.45,ATLAS_o
58796.196465,2019.8541,18.965,0.204,ATLAS_o
58796.206393,2019.8541,19.261,0.227,ATLAS_o
58797.266059,2019.8570,18.963,0.22,ATLAS_o
58797.269492,2019.8570,18.891,0.152,ATLAS_o
58797.300532,2019.8571,19.161,0.211,ATLAS_o
58797.30636,2019.8571,19.793,0.301,ATLAS_o
58798.314422,2019.8599,19.399,0.264,ATLAS_o
58798.317702,2019.8599,19.183,0.194,ATLAS_o
58798.323292,2019.8599,19.911,0.391,ATLAS_o
58798.334483,2019.8599,19.056,0.207,ATLAS_o
58799.343083,2019.8627,19.141,0.305,ATLAS_o
58799.357976,2019.8627,19.297,0.393,ATLAS_o
58800.315866,2019.8653,19.198,0.336,ATLAS_o
58800.33801,2019.8654,19.116,0.331,ATLAS_o
58801.368115,2019.8682,19.238,0.219,ATLAS_o
58801.378261,2019.8682,19.503,0.221,ATLAS_o
58801.381596,2019.8683,19.618,0.306,ATLAS_o
58801.388814,2019.8683,19.895,0.387,ATLAS_o
58802.322288,2019.8708,19.326,0.154,ATLAS_o
58802.326014,2019.8708,19.716,0.276,ATLAS_o
58802.331232,2019.8709,19.992,0.379,ATLAS_o
58802.341825,2019.8709,19.088,0.157,ATLAS_o
58804.189278,2019.8759,19.844,0.407,ATLAS_c
58804.196404,2019.8760,20.082,0.329,ATLAS_c
58804.20718,2019.8760,19.837,0.199,ATLAS_c
58808.2859,2019.8872,19.582,0.163,ATLAS_c
58808.289603,2019.8872,19.998,0.24,ATLAS_c
58808.295155,2019.8872,19.856,0.225,ATLAS_c
58808.305819,2019.8872,19.851,0.222,ATLAS_c
58810.294741,2019.8927,18.74,0.159,ATLAS_o
58810.300394,2019.8927,19.603,0.24,ATLAS_o
58814.27266,2019.9036,19.101,0.108,ATLAS_o
58814.275931,2019.9036,19.343,0.08,ATLAS_o
58814.281552,2019.9036,19.821,0.171,ATLAS_o
58814.293687,2019.9036,19.461,0.12,ATLAS_o
58816.25548,2019.9090,19.941,0.213,ATLAS_c
58816.258693,2019.9090,19.937,0.222,ATLAS_c
58816.264804,2019.9090,19.627,0.168,ATLAS_c
58816.275415,2019.9090,20.141,0.267,ATLAS_c
58818.364572,2019.9148,17.848,0.327,ATLAS_o
58820.301462,2019.9201,19.117,0.187,ATLAS_o
58820.304861,2019.9201,19.278,0.192,ATLAS_o
58820.306234,2019.9201,19.482,0.206,ATLAS_o
58820.310037,2019.9201,19.176,0.159,ATLAS_o
58820.312329,2019.9201,19.43,0.197,ATLAS_o
58820.315602,2019.9201,19.339,0.2,ATLAS_o
58820.322228,2019.9201,19.22,0.154,ATLAS_o
58820.326094,2019.9201,19.844,0.3,ATLAS_o
58822.245276,2019.9254,19.42,0.238,ATLAS_o
58824.223647,2019.9308,19.413,0.266,ATLAS_o
58824.226873,2019.9308,19.326,0.264,ATLAS_o
58824.232946,2019.9308,19.399,0.311,ATLAS_o
58824.243072,2019.9309,19.088,0.213,ATLAS_o
58824.243537,2019.9309,19.565,0.403,ATLAS_o
58824.246864,2019.9309,19.468,0.365,ATLAS_o
58824.277528,2019.9309,19.167,0.244,ATLAS_o
58825.31626,2019.9338,19.357,0.258,ATLAS_o
58825.32482,2019.9338,19.256,0.276,ATLAS_o
58825.334873,2019.9338,19.164,0.253,ATLAS_o
58826.262276,2019.9364,19.55,0.292,ATLAS_o
58826.266082,2019.9364,19.124,0.218,ATLAS_o
58826.272618,2019.9364,19.529,0.363,ATLAS_o
58826.282406,2019.9364,19.294,0.235,ATLAS_o
58826.324251,2019.9365,19.266,0.234,ATLAS_o
58826.327177,2019.9366,19.13,0.234,ATLAS_o
58826.343425,2019.9366,19.654,0.429,ATLAS_o
58827.364105,2019.9394,18.949,0.245,ATLAS_o
58827.367558,2019.9394,18.972,0.31,ATLAS_o
58827.382913,2019.9394,19.126,0.402,ATLAS_o
58828.292329,2019.9419,19.377,0.402,ATLAS_o
58828.295579,2019.9419,18.826,0.22,ATLAS_o
58828.302111,2019.9420,19.492,0.436,ATLAS_o
58829.224018,2019.9445,19.68,0.38,ATLAS_o
58829.226847,2019.9445,19.256,0.276,ATLAS_o
58829.234055,2019.9445,19.805,0.48,ATLAS_o
58829.246151,2019.9445,19.557,0.429,ATLAS_o
58829.252503,2019.9446,19.314,0.324,ATLAS_o
58829.25565,2019.9446,19.643,0.369,ATLAS_o
58829.260933,2019.9446,19.232,0.297,ATLAS_o
58829.27093,2019.9446,19.709,0.488,ATLAS_o
58830.228349,2019.9472,19.412,0.273,ATLAS_o
58830.231173,2019.9472,19.554,0.247,ATLAS_o
58830.234082,2019.9473,19.501,0.27,ATLAS_o
58830.23455,2019.9473,19.646,0.23,ATLAS_o
58830.240588,2019.9473,19.372,0.177,ATLAS_o
58830.244553,2019.9473,19.949,0.4,ATLAS_o
58830.252708,2019.9473,19.318,0.217,ATLAS_o
58836.265893,2019.9638,19.477,0.153,ATLAS_o
58836.268668,2019.9638,19.318,0.152,ATLAS_o
58836.274339,2019.9638,19.306,0.129,ATLAS_o
58836.28522,2019.9638,19.434,0.157,ATLAS_o
58838.217905,2019.9691,19.474,0.235,ATLAS_o
58838.221182,2019.9691,19.539,0.386,ATLAS_o
58838.231388,2019.9691,19.238,0.262,ATLAS_o
58842.244979,2019.9801,19.282,0.387,ATLAS_o
58842.250109,2019.9802,19.811,0.228,ATLAS_o
58842.253403,2019.9802,17.733,0.487,ATLAS_o
58842.263261,2019.9802,19.474,0.241,ATLAS_o
58846.20046,2019.9910,19.888,0.271,ATLAS_o
58846.205583,2019.9910,19.231,0.133,ATLAS_o
58846.215497,2019.9910,19.369,0.168,ATLAS_o
58850.198809,2020.0019,19.202,0.33,ATLAS_o
58850.20158,2020.0019,19.164,0.243,ATLAS_o
58850.206765,2020.0019,19.128,0.181,ATLAS_o
58850.219559,2020.0020,19.526,0.192,ATLAS_o
58866.222333,2020.0458,19.529,0.161,ATLAS_o
58866.225703,2020.0458,18.973,0.169,ATLAS_o
58866.231932,2020.0458,19.984,0.237,ATLAS_o
58866.24233,2020.0458,19.34,0.199,ATLAS_o
58868.232357,2020.0513,20.016,0.298,ATLAS_c
58868.235565,2020.0513,19.809,0.266,ATLAS_c
58868.251598,2020.0513,19.689,0.255,ATLAS_c
58874.215253,2020.0677,19.554,0.313,ATLAS_o
58874.220782,2020.0677,19.248,0.156,ATLAS_o
58874.232433,2020.0677,19.555,0.25,ATLAS_o
58876.220426,2020.0732,19.734,0.309,ATLAS_o
58876.223906,2020.0732,19.886,0.335,ATLAS_o
58882.217011,2020.0896,19.18,0.334,ATLAS_o
58882.227357,2020.0896,19.752,0.405,ATLAS_o
58966.596785,2020.3206,19.121,0.225,ATLAS_o
58966.610685,2020.3206,19.273,0.256,ATLAS_o
58966.62145,2020.3207,19.249,0.194,ATLAS_o
58968.596258,2020.3261,20.277,0.418,ATLAS_c
58974.59522,2020.3425,19.884,0.396,ATLAS_o
58974.599368,2020.3425,19.204,0.26,ATLAS_o
58974.606901,2020.3425,19.297,0.232,ATLAS_o
58982.591664,2020.3644,19.161,0.162,ATLAS_o
58982.607793,2020.3644,19.687,0.213,ATLAS_o
58982.61193,2020.3644,20.377,0.443,ATLAS_o
58982.618176,2020.3645,19.42,0.282,ATLAS_o
58990.58073,2020.3863,19.54,0.21,ATLAS_o
58990.584881,2020.3863,19.907,0.251,ATLAS_o
58990.604284,2020.3863,19.724,0.211,ATLAS_o
58990.613539,2020.3863,19.577,0.21,ATLAS_o
58992.585188,2020.3917,20.45,0.401,ATLAS_c
58992.59037,2020.3918,20.023,0.314,ATLAS_c
58992.608436,2020.3918,19.945,0.286,ATLAS_c
58992.613482,2020.3918,20.04,0.35,ATLAS_c
58994.589721,2020.3972,19.569,0.214,ATLAS_o
58994.594843,2020.3972,19.605,0.199,ATLAS_o
58994.609357,2020.3973,19.604,0.181,ATLAS_o
58994.613161,2020.3973,19.521,0.176,ATLAS_o
58998.585142,2020.4082,19.432,0.12,ATLAS_o
58998.590682,2020.4082,19.667,0.202,ATLAS_o
58998.605949,2020.4082,19.457,0.195,ATLAS_o
58998.615684,2020.4083,19.167,0.197,ATLAS_o
59002.578655,2020.4191,19.895,0.273,ATLAS_o
59002.59862,2020.4192,19.774,0.198,ATLAS_o
59002.604284,2020.4192,20.417,0.49,ATLAS_o
59002.607537,2020.4192,20.468,0.465,ATLAS_o
59006.555161,2020.4300,19.589,0.407,ATLAS_o
59006.563965,2020.4300,19.316,0.22,ATLAS_o
59006.575068,2020.4300,19.812,0.335,ATLAS_o
59008.584706,2020.4356,19.055,0.26,ATLAS_o
59010.579069,2020.4410,19.611,0.197,ATLAS_o
59010.588856,2020.4410,19.55,0.226,ATLAS_o
59010.602073,2020.4411,20.101,0.293,ATLAS_o
59010.610798,2020.4411,19.611,0.242,ATLAS_o
59014.560132,2020.4519,19.609,0.205,ATLAS_o
59014.565661,2020.4519,20.134,0.378,ATLAS_o
59014.56981,2020.4519,19.807,0.273,ATLAS_o
59014.581266,2020.4520,19.796,0.251,ATLAS_o
59015.588539,2020.4547,19.437,0.147,ATLAS_o
59015.594578,2020.4547,19.321,0.181,ATLAS_o
59015.606807,2020.4548,19.571,0.215,ATLAS_o
59015.61125,2020.4548,19.427,0.216,ATLAS_o
59018.569893,2020.4629,19.37,0.163,ATLAS_o
59018.574066,2020.4629,19.542,0.284,ATLAS_o
59018.580579,2020.4629,19.5,0.208,ATLAS_o
59020.556248,2020.4683,20.289,0.277,ATLAS_c
59020.561787,2020.4683,19.938,0.375,ATLAS_c
59020.578255,2020.4684,19.921,0.291,ATLAS_c
59026.521779,2020.4847,19.378,0.174,ATLAS_o
59026.527335,2020.4847,19.892,0.242,ATLAS_o
59026.54589,2020.4847,20.27,0.445,ATLAS_o
59026.549661,2020.4847,19.561,0.268,ATLAS_o
59026.552893,2020.4847,19.469,0.244,ATLAS_o
59026.583805,2020.4848,20.115,0.343,ATLAS_o
59026.596317,2020.4849,19.55,0.187,ATLAS_o
59026.61854,2020.4849,19.36,0.327,ATLAS_o
59028.570185,2020.4903,20.278,0.306,ATLAS_c
59028.573396,2020.4903,20.258,0.305,ATLAS_c
59028.578893,2020.4903,20.298,0.292,ATLAS_c
59028.597189,2020.4903,20.268,0.26,ATLAS_c
59030.543552,2020.4957,19.741,0.201,ATLAS_o
59030.547262,2020.4957,19.776,0.225,ATLAS_o
59030.553752,2020.4957,19.634,0.206,ATLAS_o
59030.555603,2020.4957,19.748,0.193,ATLAS_o
59030.559302,2020.4957,19.22,0.131,ATLAS_o
59030.562523,2020.4957,19.735,0.183,ATLAS_o
59030.563905,2020.4957,19.444,0.181,ATLAS_o
59030.572603,2020.4957,19.79,0.192,ATLAS_o
59032.524091,2020.5011,19.88,0.344,ATLAS_o
59032.527213,2020.5011,19.207,0.183,ATLAS_o
59032.533722,2020.5011,19.13,0.177,ATLAS_o
59032.538779,2020.5011,19.853,0.335,ATLAS_o
59034.54126,2020.5066,19.393,0.282,ATLAS_o
59034.544022,2020.5066,19.562,0.309,ATLAS_o
59034.546782,2020.5066,19.88,0.334,ATLAS_o
59034.557267,2020.5067,19.645,0.345,ATLAS_o
59036.526073,2020.5120,19.209,0.201,ATLAS_o
59036.530695,2020.5121,19.602,0.37,ATLAS_o
59036.536194,2020.5121,19.403,0.258,ATLAS_o
59036.546297,2020.5121,19.061,0.2,ATLAS_o
59038.513188,2020.5175,19.552,0.289,ATLAS_o
59038.518719,2020.5175,19.359,0.231,ATLAS_o
59038.526957,2020.5175,19.188,0.188,ATLAS_o
59042.540935,2020.5285,20.049,0.257,ATLAS_o
59042.544625,2020.5285,19.865,0.25,ATLAS_o
59042.550164,2020.5285,19.724,0.294,ATLAS_o
59042.561549,2020.5286,19.615,0.23,ATLAS_o
59046.527735,2020.5394,19.006,0.386,ATLAS_o
59048.522389,2020.5449,19.682,0.201,ATLAS_c
59048.525652,2020.5449,19.919,0.247,ATLAS_c
59048.528394,2020.5449,19.769,0.207,ATLAS_c
59048.533882,2020.5449,20.126,0.291,ATLAS_c
59050.495693,2020.5503,19.624,0.185,ATLAS_o
59050.510904,2020.5503,19.622,0.158,ATLAS_o
59050.513688,2020.5503,19.996,0.209,ATLAS_o
59050.516915,2020.5504,19.411,0.136,ATLAS_o
59052.58796,2020.5560,20.064,0.238,ATLAS_c
59052.592125,2020.5560,19.964,0.22,ATLAS_c
59052.595347,2020.5560,20.025,0.25,ATLAS_c
59052.611798,2020.5561,20.208,0.26,ATLAS_c
59054.546161,2020.5614,19.553,0.183,ATLAS_o
59054.548933,2020.5614,19.515,0.181,ATLAS_o
59054.581742,2020.5615,19.949,0.257,ATLAS_o
59054.586916,2020.5615,19.526,0.166,ATLAS_o
59054.626793,2020.5616,19.37,0.448,ATLAS_o
59058.504623,2020.5722,20.1,0.255,ATLAS_o
59058.506924,2020.5722,19.929,0.233,ATLAS_o
59058.510149,2020.5722,19.611,0.14,ATLAS_o
59058.515215,2020.5723,19.612,0.164,ATLAS_o
59060.564379,2020.5779,19.784,0.192,ATLAS_c
59060.595775,2020.5779,20.467,0.401,ATLAS_c
59060.622383,2020.5780,20.195,0.335,ATLAS_c
59062.486366,2020.5831,19.764,0.293,ATLAS_o
59062.488209,2020.5831,19.625,0.233,ATLAS_o
59062.491444,2020.5831,19.998,0.36,ATLAS_o
59062.496516,2020.5832,19.603,0.234,ATLAS_o
59064.46437,2020.5885,19.815,0.482,ATLAS_o
59064.473616,2020.5886,19.597,0.339,ATLAS_o
59068.499867,2020.5996,19.551,0.295,ATLAS_o
59068.508183,2020.5996,19.585,0.297,ATLAS_o
59070.395801,2020.6048,20.039,0.385,ATLAS_o
59070.418456,2020.6048,19.252,0.205,ATLAS_o
59070.424919,2020.6049,19.584,0.32,ATLAS_o
59070.427695,2020.6049,19.438,0.251,ATLAS_o
59072.430079,2020.6103,19.91,0.343,ATLAS_o
59072.433308,2020.6104,19.762,0.243,ATLAS_o
59072.43935,2020.6104,20.04,0.418,ATLAS_o
59072.449583,2020.6104,20.122,0.416,ATLAS_o
59074.482733,2020.6160,19.83,0.217,ATLAS_o
59074.485521,2020.6160,19.615,0.177,ATLAS_o
59074.491526,2020.6160,19.833,0.22,ATLAS_o
59074.501706,2020.6160,20.275,0.308,ATLAS_o
59076.478957,2020.6214,20.643,0.466,ATLAS_c
59076.483169,2020.6214,20.25,0.279,ATLAS_c
59076.488726,2020.6215,20.368,0.423,ATLAS_c
59078.434486,2020.6268,19.799,0.188,ATLAS_o
59078.437245,2020.6268,19.513,0.139,ATLAS_o
59078.440926,2020.6268,19.621,0.195,ATLAS_o
59078.449213,2020.6268,19.562,0.172,ATLAS_o
59079.444308,2020.6296,20.453,0.393,ATLAS_c
59079.470404,2020.6296,20.38,0.326,ATLAS_c
59079.503296,2020.6297,20.269,0.317,ATLAS_c
59080.438252,2020.6323,20.08,0.239,ATLAS_c
59080.440092,2020.6323,20.185,0.238,ATLAS_c
59080.443801,2020.6323,20.037,0.258,ATLAS_c
59080.449316,2020.6323,20.078,0.226,ATLAS_c
59082.489822,2020.6379,20.079,0.247,ATLAS_o
59082.49305,2020.6379,20.223,0.41,ATLAS_o
59082.500429,2020.6379,19.62,0.162,ATLAS_o
59082.535843,2020.6380,20.197,0.293,ATLAS_o
59084.468618,2020.6433,20.455,0.314,ATLAS_c
59084.471821,2020.6433,20.327,0.267,ATLAS_c
59084.477774,2020.6433,19.971,0.212,ATLAS_c
59084.512547,2020.6434,20.044,0.265,ATLAS_c
59086.412315,2020.6486,19.383,0.128,ATLAS_o
59086.414155,2020.6486,19.621,0.179,ATLAS_o
59086.419224,2020.6486,19.632,0.134,ATLAS_o
59086.424291,2020.6487,19.903,0.257,ATLAS_o
59088.431932,2020.6542,19.49,0.208,ATLAS_o
59088.43388,2020.6542,19.672,0.232,ATLAS_o
59088.444656,2020.6542,19.961,0.251,ATLAS_o
59088.448081,2020.6542,19.678,0.206,ATLAS_o
59090.416505,2020.6596,19.52,0.223,ATLAS_o
59090.418347,2020.6596,19.9,0.283,ATLAS_o
59090.423506,2020.6596,19.657,0.269,ATLAS_o
59092.444325,2020.6651,19.646,0.372,ATLAS_o
59092.488224,2020.6653,19.926,0.426,ATLAS_o
59093.376568,2020.6677,19.855,0.337,ATLAS_o
59093.383138,2020.6677,19.828,0.324,ATLAS_o
59093.414865,2020.6678,20.176,0.431,ATLAS_o
59094.400425,2020.6705,19.232,0.288,ATLAS_o
59094.403698,2020.6705,19.511,0.313,ATLAS_o
59094.407857,2020.6705,19.246,0.279,ATLAS_o
59094.418188,2020.6705,19.656,0.414,ATLAS_o
59095.479801,2020.6735,19.542,0.314,ATLAS_o
59095.502298,2020.6735,19.68,0.36,ATLAS_o
59096.37554,2020.6759,19.384,0.272,ATLAS_o
59096.38155,2020.6759,19.676,0.397,ATLAS_o
59097.513226,2020.6790,18.854,0.401,ATLAS_o
59097.526083,2020.6791,18.605,0.25,ATLAS_o
59098.454892,2020.6816,20.007,0.433,ATLAS_o
59098.458149,2020.6816,19.767,0.325,ATLAS_o
59098.465169,2020.6816,20.111,0.426,ATLAS_o
59100.425141,2020.6870,19.648,0.24,ATLAS_o
59100.428802,2020.6870,19.837,0.366,ATLAS_o
59100.434767,2020.6870,19.445,0.237,ATLAS_o
59100.446272,2020.6871,19.383,0.19,ATLAS_o
59101.440886,2020.6898,20.163,0.292,ATLAS_o
59101.466244,2020.6898,20.138,0.33,ATLAS_o
59101.469466,2020.6899,19.628,0.214,ATLAS_o
59101.491893,2020.6899,20.208,0.257,ATLAS_o
59102.384237,2020.6924,19.481,0.151,ATLAS_o
59102.390281,2020.6924,19.708,0.155,ATLAS_o
59102.395406,2020.6924,19.815,0.193,ATLAS_o
59102.401864,2020.6924,19.241,0.132,ATLAS_o
59104.407683,2020.6979,20.579,0.348,ATLAS_c
59104.410894,2020.6979,20.144,0.225,ATLAS_c
59104.415989,2020.6979,20.013,0.265,ATLAS_c
59104.426198,2020.6979,20.214,0.239,ATLAS_c
59106.419341,2020.7034,19.883,0.215,ATLAS_o
59106.422568,2020.7034,19.598,0.14,ATLAS_o
59106.429013,2020.7034,19.874,0.204,ATLAS_o
59106.440075,2020.7035,19.499,0.148,ATLAS_o
59108.418499,2020.7089,20.555,0.374,ATLAS_c
59108.421701,2020.7089,20.744,0.462,ATLAS_c
