wave_um,flux_cgs,err_cgs,snr
0.7901,-1.8009000000000002e-20,1.972e-20,-0.9132352941176471
0.7907,-1.4313e-20,1.9578e-20,-0.7310756972111553
0.7914,-4.0253999999999997e-22,1.9116e-20,-0.021057752667922158
0.792,-1.5654e-20,1.8926000000000002e-20,-0.8271161365317552
0.7926,1.1367e-20,1.8517e-20,0.6138683372036506
0.7932,3.0901e-20,1.8607000000000002e-20,1.6607190842156176
0.7939,2.5655e-20,1.8575e-20,1.381157469717362
0.7945,1.9507999999999997e-21,1.8349e-20,0.10631642051337947
0.7951,-1.4028e-20,1.7854e-20,-0.7857062843060378
0.7958,2.7566e-21,1.8226e-20,0.15124547349939646
0.7964,-6.9214e-21,1.8305e-20,-0.3781152690521715
0.797,-1.7807e-20,1.7821000000000002e-20,-0.9992144099657706
0.7977,1.8159e-20,1.7285e-20,1.050564072895574
0.7983,2.0876e-20,1.7028e-20,1.2259807376086447
0.7989,7.381199999999999e-21,1.7402e-20,0.4241581427422135
0.7995,1.3520999999999998e-21,1.742e-20,0.07761768082663603
0.8002,-4.0459e-21,1.7026000000000002e-20,-0.2376306824856102
0.8008,-1.4851e-20,1.7006e-20,-0.8732800188168881
0.8014,-4.8235e-22,1.6606e-20,-0.0290467300975551
0.8021,1.4375e-20,1.6485e-20,0.8720048528965725
0.8027,-7.068799999999999e-21,1.6394e-20,-0.43118213980724646
0.8033,-4.9133999999999995e-21,1.6333e-20,-0.30082654748056076
0.804,-1.7212e-20,1.6268e-20,-1.0580280304893042
0.8046,-2.6116e-20,1.611e-20,-1.621104903786468
0.8052,-3.5645e-20,1.6086e-20,-2.2159020266069875
0.8058,-1.6607000000000002e-20,1.5941e-20,-1.0417790602848003
0.8065,1.6952000000000002e-20,1.5747e-20,1.0765225122245508
0.8071,1.049e-20,1.5799000000000002e-20,0.6639660738021393
0.8077,1.1064e-20,1.577e-20,0.7015852885225111
0.8084,1.0482e-20,1.8149e-20,0.5775524822304259
0.809,1.5370000000000002e-20,2.3343e-20,0.6584415028059805
0.8096,3.1764000000000003e-20,2.3188e-20,1.3698464723132657
0.8103,2.3773e-20,2.3487e-20,1.0121769489504833
0.8109,5.0266e-20,2.3442000000000002e-20,2.1442709666410713
0.8115,1.9795000000000002e-20,2.3319e-20,0.8488785968523522
0.8121,-1.0493e-20,2.3171000000000002e-20,-0.45285054594104696
0.8128,-1.0455e-20,2.2879e-20,-0.45696927313256697
0.8134,-4.7503199999999996e-21,2.2454e-20,-0.21155785160773136
0.814,-1.1847e-20,2.2373e-20,-0.5295221919277701
0.8147,7.766e-21,2.2887000000000002e-20,0.3393192642111242
0.8153,2.6650000000000003e-20,2.2334e-20,1.1932479627473809
0.8159,3.1113e-20,2.2169e-20,1.4034462537777979
0.8166,-1.1908199999999999e-20,2.2336e-20,-0.5331393266475645
0.8172,-2.2087e-20,2.261e-20,-0.9768686421937196
0.8178,-8.897699999999999e-21,2.2227e-20,-0.40031043325684973
0.8184,-1.2132499999999999e-20,2.1923e-20,-0.5534142225060438
0.8191,-6.843099999999999e-21,2.1616e-20,-0.3165756846780162
0.8197,1.4102e-20,2.1515e-20,0.6554496862653962
0.8203,3.7804e-20,2.1626e-20,1.748081013594747
0.821,5.0757e-20,2.1627e-20,2.3469274517963656
0.8216,4.2883000000000003e-20,2.2514e-20,1.9047259482988363
0.8222,1.9675e-20,2.457e-20,0.8007733007733008
0.8229,2.5230000000000003e-20,2.4744e-20,1.0196411251212416
0.8235,1.4110999999999998e-21,2.4155e-20,0.05841854688470295
0.8241,-1.8451e-20,2.105e-20,-0.8765320665083135
0.8247,-1.46639e-20,2.1217e-20,-0.6911391808455484
0.8254,-9.757599999999999e-21,2.0905e-20,-0.46675914852906
0.826,1.0767e-20,2.0824e-20,0.517047637341529
0.8266,1.9321e-20,2.124e-20,0.9096516007532958
0.8273,-3.3741999999999995e-21,2.1302000000000002e-20,-0.15839827246267954
0.8279,-1.7208e-20,2.1338e-20,-0.806448589371075
0.8285,1.9981e-20,2.1348e-20,0.9359658984448191
0.8292,1.7616e-20,2.1085e-20,0.8354754564856534
0.8298,-1.8705e-21,2.0864e-20,-0.08965203220858896
0.8304,1.8793e-20,2.0838e-20,0.9018619829158269
0.831,3.1348e-20,2.1224e-20,1.4770071617037317
0.8317,1.7652e-20,2.0856e-20,0.8463751438434983
0.8323,2.2585e-20,2.1882e-20,1.0321268622612192
0.8329,-1.6137e-20,2.2086e-20,-0.7306438467807661
0.8336,-6.1192999999999995e-21,2.2194e-20,-0.27571866270163103
0.8342,2.8009e-20,2.2318e-20,1.2549959673805897
0.8348,1.4752e-20,2.0168e-20,0.7314557715192385
0.8355,-1.8293e-20,2.0184000000000002e-20,-0.9063119302417757
0.8361,3.437e-22,1.9955e-20,0.017223753445251816
0.8367,3.8035000000000004e-20,2.1223000000000002e-20,1.7921594496536777
0.8373,2.04e-20,2.0929e-20,0.9747240670839505
0.838,6.533e-22,1.9763e-20,0.03305672215756717
0.8386,-5.62947e-21,1.9345e-20,-0.2910038769707935
0.8392,2.1566e-20,1.9764e-20,1.091175875328881
0.8399,1.6532e-20,1.9909e-20,0.8303782209051181
0.8405,2.8729e-20,1.9968e-20,1.4387520032051282
0.8411,-6.365699999999999e-21,1.981e-20,-0.32133770822816754
0.8418,-8.516899999999998e-21,1.9674e-20,-0.43290129104401737
0.8424,5.070999999999999e-22,1.9639e-20,0.025821070319262687
0.843,4.658e-21,1.9653e-20,0.23701216099323258
0.8436,2.6577e-20,1.9938e-20,1.332982244959374
0.8443,-6.3830999999999996e-21,1.9585e-20,-0.3259177942302783
0.8449,4.0830000000000004e-20,1.9763e-20,2.0659818853412943
0.8455,-5.72148e-21,1.9529e-20,-0.29297352655025855
0.8462,-1.3277e-20,1.9323e-20,-0.6871086270247891
0.8468,3.7224e-20,1.9266e-20,1.9321083774525072
0.8474,2.7569e-20,1.964e-20,1.4037169042769857
0.8481,3.5647e-20,1.9379e-20,1.8394654006914701
0.8487,2.7814e-20,1.9298e-20,1.4412892527723078
0.8493,1.7275000000000002e-20,1.872e-20,0.9228098290598292
0.8499,2.3774000000000002e-20,1.8652e-20,1.2746086210594039
0.8506,2.6976e-20,1.8762e-20,1.4377998081228014
0.8512,7.434e-21,1.8789e-20,0.39565703337058916
0.8518,1.2562e-20,1.8835e-20,0.6669498274488983
0.8525,-5.6407799999999994e-21,1.8083000000000002e-20,-0.31193828457667416
0.8531,1.3467e-20,1.8152e-20,0.7419017188188629
0.8537,1.3475e-20,1.8136e-20,0.7429973533303925
0.8544,1.7438e-20,1.7738000000000002e-20,0.9830871575149396
0.855,-1.02563e-20,1.7638e-20,-0.5814888309332124
0.8556,-2.1439e-20,1.7816e-20,-1.203356533453076
0.8562,-2.9812e-21,1.7563e-20,-0.16974321015771793
0.8569,1.6389e-20,1.7297000000000002e-20,0.9475053477481644
0.8575,1.9482e-20,1.7687e-20,1.1014869678294792
0.8581,-5.0447999999999996e-21,1.7663e-20,-0.285613995357527
0.8588,2.9582e-20,1.7258e-20,1.7141036041256228
0.8594,1.5563000000000002e-20,1.7143e-20,0.9078341013824887
0.86,7.427e-21,1.7188e-20,0.4321037933441936
0.8607,8.890000000000001e-21,1.7346e-20,0.5125100887812752
0.8613,2.6972e-21,1.7144000000000002e-20,0.15732617825478298
0.8619,1.0564e-20,1.7298e-20,0.6107064400508729
0.8625,2.0713e-20,1.7221e-20,1.2027756808547705
0.8632,1.3959e-20,1.6992e-20,0.8215042372881355
0.8638,4.546899999999999e-21,1.7117e-20,0.26563650172343284
0.8644,-3.259e-22,1.6985e-20,-0.019187518398586987
0.8651,4.4300999999999994e-21,1.6878e-20,0.2624777817276928
0.8657,1.1508e-20,1.6491e-20,0.6978351828269965
0.8663,1.7444e-20,1.6443e-20,1.0608769689229458
0.867,1.3229e-20,1.6536e-20,0.8000120948234156
0.8676,-9.1725e-21,1.6297000000000002e-20,-0.5628336503650978
0.8682,-1.7082999999999998e-21,1.6293e-20,-0.10484870803412506
0.8688,1.6699e-20,1.6506e-20,1.0116927177995882
0.8695,1.4233e-20,1.642e-20,0.8668087697929354
0.8701,1.4578e-20,1.6068e-20,0.9072691062982325
0.8707,1.2022e-21,1.5887e-20,0.0756719330270032
0.8714,1.4543e-20,1.6458e-20,0.8836432130270994
0.872,-6.926999999999999e-22,1.7013000000000002e-20,-0.04071592311761593
0.8726,3.3903999999999994e-21,1.667e-20,0.2033833233353329
0.8733,4.8344e-21,1.596e-20,0.30290726817042607
0.8739,-4.16218e-21,1.5848e-20,-0.26263124684502775
0.8745,6.522e-21,1.5647e-20,0.4168211158688566
0.8751,2.3781e-20,1.5451e-20,1.5391236813151252
0.8758,3.2527e-20,1.5222e-20,2.1368414137432667
0.8764,8.218e-21,1.5209e-20,0.5403379577881517
0.877,2.2735e-20,1.5264e-20,1.4894523060796647
0.8777,3.2618e-20,1.5224e-20,2.1425380977404096
0.8783,1.4048e-20,1.5186e-20,0.9250625576188596
0.8789,1.1146e-20,1.5198e-20,0.7333859718383997
0.8796,2.9692e-21,1.4912e-20,0.1991148068669528
0.8802,1.7638e-20,1.4677e-20,1.2017442256591946
0.8808,1.4337e-20,1.4799e-20,0.968781674437462
0.8814,1.5750999999999998e-21,1.4744e-20,0.10682989690721648
0.8821,-1.9328000000000002e-20,1.4818e-20,-1.3043595626940208
0.8827,-1.50714e-20,1.477e-20,-1.0204062288422477
0.8833,-1.7407e-20,1.4437e-20,-1.2057214102652904
0.884,1.1558999999999998e-21,1.4463e-20,0.07992117817880105
0.8846,4.953999999999999e-22,1.4729000000000002e-20,0.03363432683821033
0.8852,-1.22983e-20,1.4518e-20,-0.8471070395371263
0.8859,-7.7611e-21,1.4628e-20,-0.5305646704949413
0.8865,5.5836e-20,1.4677e-20,3.8043196838590987
0.8871,1.1547e-20,1.4207e-20,0.812768353628493
0.8877,1.0572e-20,1.4209e-20,0.7440354704764586
0.8884,1.0562e-20,1.4316e-20,0.7377759150600727
0.889,-5.88e-23,1.4397000000000002e-20,-0.0040841842050427166
0.8896,-1.8401e-20,1.4498e-20,-1.2692095461442956
0.8903,-9.747099999999999e-21,1.4401e-20,-0.6768349420179154
0.8909,1.0051999999999999e-21,1.4304e-20,0.07027404921700223
0.8915,-1.12164e-20,1.4249e-20,-0.787171029545933
0.8922,1.2851e-20,1.4175e-20,0.9065961199294532
0.8928,5.965e-21,1.4086e-20,0.4234701121681102
0.8934,3.3526e-20,1.3958e-20,2.401920045851841
0.894,3.4161e-20,1.3681e-20,2.4969665960090635
0.8947,-2.736e-21,1.3737e-20,-0.19917012448132781
0.8953,1.5413e-20,1.3362e-20,1.1534949857805716
0.8959,1.1398e-20,1.3451e-20,0.8473719426064977
0.8966,3.5689e-21,1.3217e-20,0.27002345464174926
0.8972,1.4236e-20,1.3233e-20,1.075795360084637
0.8978,6.601e-21,1.3023e-20,0.5068724564232512
0.8985,2.3539e-20,1.2939e-20,1.8192286884612414
0.8991,1.2389000000000001e-20,1.3116e-20,0.9445715157060081
0.8997,2.5157e-20,1.3408e-20,1.8762678997613365
0.9003,1.9377e-20,1.521e-20,1.2739644970414201
0.901,3.1377e-20,1.4646000000000002e-20,2.1423596886521916
0.9016,1.2315000000000001e-20,1.4795e-20,0.8323758026360256
0.9022,1.0951e-20,1.3968e-20,0.7840063001145476
0.9029,1.1520000000000001e-20,1.3160000000000001e-20,0.8753799392097265
0.9035,1.2726e-20,1.2815000000000001e-20,0.993055013655872
0.9041,7.363e-21,1.2627000000000001e-20,0.5831155460521106
0.9048,4.250999999999999e-22,1.2591e-20,0.033762211103168925
0.9054,-5.6117499999999995e-21,1.2679e-20,-0.4426019402161053
0.906,-6.936199999999999e-21,1.2739e-20,-0.5444854384174581
0.9066,-7.002000000000001e-21,1.2637e-20,-0.554087204241513
0.9073,1.1108e-21,1.2555000000000001e-20,0.08847471127041019
0.9079,-1.591e-20,9.846699999999999e-21,-1.6157697502716648
0.9085,-4.7333499999999996e-21,8.7477e-21,-0.5410965167987013
0.9092,5.833e-21,8.702699999999999e-21,0.6702517609477519
0.9098,8.510000000000001e-21,8.6996e-21,0.9782058945238863
0.9104,3.0402e-21,8.795499999999999e-21,0.3456540276277642
0.9111,1.2487e-20,8.828399999999999e-21,1.4144125775905034
0.9117,1.682e-22,8.6268e-21,0.019497380256873927
0.9123,-6.1031999999999996e-21,8.594999999999999e-21,-0.7100872600349041
0.9129,-8.034e-21,8.726699999999999e-21,-0.9206229158788547
0.9136,-4.90268e-21,8.5838e-21,-0.5711549663319276
0.9142,-9.286000000000001e-21,8.4044e-21,-1.1048974346770741
0.9148,-1.9173e-20,8.396699999999999e-21,-2.2833970488406163
0.9155,4.447999999999999e-22,8.425599999999999e-21,0.05279149259399924
0.9161,8.63e-21,8.380999999999999e-21,1.0297100584655772
0.9167,3.3755999999999996e-21,8.463099999999999e-21,0.3988609374815375
0.9174,-6.618399999999999e-21,8.5646e-21,-0.7727623006328375
0.918,-3.4495e-21,8.4776e-21,-0.4068958195715769
0.9186,-9.514999999999998e-22,8.388999999999999e-21,-0.11342233877696983
0.9192,7.052e-21,8.2492e-21,0.8548707753479124
0.9199,7.524e-21,8.1801e-21,0.9197931565628783
0.9205,-3.0081999999999997e-21,8.0983e-21,-0.3714606769321956
0.9211,-1.0241899999999999e-20,8.091599999999999e-21,-1.265744722922537
0.9218,-2.4705e-21,8.102599999999999e-21,-0.30490213018043594
0.9224,1.2106e-20,8.080599999999999e-21,1.4981560775189964
0.923,1.1731e-20,8.168099999999999e-21,1.436196912378644
0.9237,5.405e-21,8.020799999999999e-21,0.6738729303810094
0.9243,4.422799999999999e-21,8.084799999999999e-21,0.5470512566792005
0.9249,4.5846e-21,8.028199999999999e-21,0.5710620064273436
0.9255,6.605e-21,8.0312e-21,0.822417571471262
0.9262,-6.904e-22,8.133999999999999e-21,-0.08487828866486355
0.9268,8.54e-21,8.1008e-21,1.0542168674698795
0.9274,4.2973e-20,7.945899999999999e-21,5.40819793855951
0.9281,3.2723e-20,7.758099999999999e-21,4.217914180018304
0.9287,1.1251e-20,7.7473e-21,1.4522478799065481
0.9293,6.564e-21,7.756399999999999e-21,0.8462688876282813
0.93,3.8024999999999995e-21,7.626e-21,0.4986231313926042
0.9306,6.958999999999999e-22,7.7221e-21,0.09011797309022157
0.9312,2.22e-22,7.5739e-21,0.029311187103077674
0.9318,2.5616999999999996e-21,7.6053e-21,0.33683089424480295
0.9325,-2.8489999999999998e-22,7.745399999999999e-21,-0.03678312288584192
0.9331,-1.2734599999999999e-20,7.520399999999999e-21,-1.6933407797457583
0.9337,1.3421e-20,7.506599999999999e-21,1.7878933205445877
0.9344,4.4058e-21,7.4587e-21,0.5906927480660168
0.935,3.8036e-21,7.523e-21,0.5055961717399974
0.9356,1.3899999999999998e-23,7.4526e-21,0.0018651208974049323
0.9363,1.3905e-20,7.4816e-21,1.858559666381523
0.9369,-1.26412e-20,7.6525e-21,-1.6519046063377982
0.9375,-4.6139e-21,7.555799999999999e-21,-0.6106434791815559
0.9381,1.7425e-20,7.5194e-21,2.3173391494002185
0.9388,3.6901e-21,7.615999999999999e-21,0.4845194327731093
0.9394,-7.991999999999999e-22,7.430499999999999e-21,-0.10755669201265056
0.94,-1.2448699999999998e-20,7.2159e-21,-1.7251763466788619
0.9407,-8.030299999999999e-21,7.1853e-21,-1.117601213588855
0.9413,-9.765e-21,7.1674e-21,-1.3624187292463097
0.9419,4.038e-22,7.232399999999999e-21,0.05583208893313424
0.9426,-1.5307999999999998e-21,7.1552e-21,-0.21394230769230768
0.9432,2.69684e-21,7.0145e-21,0.3844664623280348
0.9438,-3.29194e-21,6.930899999999999e-21,-0.47496573316596696
0.9444,2.15258e-21,7.072899999999999e-21,0.3043419248116049
0.9451,8.183199999999999e-22,7.0536e-21,0.11601451740954973
0.9457,1.0817099999999999e-20,6.9503e-21,1.5563500856078154
0.9463,3.9107599999999995e-21,6.970699999999999e-21,0.5610283041875278
0.947,6.1292e-21,6.981299999999999e-21,0.87794536834114
0.9476,1.43835e-20,7.078599999999999e-21,2.0319695985081796
0.9482,8.942399999999999e-22,6.9787e-21,0.12813847851319013
0.9489,5.48098e-21,6.977699999999999e-21,0.7854995198991073
0.9495,-1.22705e-21,6.864999999999999e-21,-0.17873998543335765
0.9501,6.78312e-21,6.9926e-21,0.9700426164802791
0.9507,8.48364e-21,7.060199999999999e-21,1.2016146851363985
0.9514,-1.45492e-21,7.766499999999999e-21,-0.18733277538144597
0.952,-8.049799999999999e-22,7.340199999999999e-21,-0.10966731151739735
0.9526,1.4193499999999997e-20,7.296e-21,1.945381030701754
0.9533,8.102059999999999e-21,7.3684e-21,1.0995684273383637
0.9539,3.3088799999999997e-21,7.6403e-21,0.4330824705836158
0.9545,-4.3976999999999996e-21,6.784399999999999e-21,-0.6482076528506574
0.9552,-2.32966e-21,6.6971999999999996e-21,-0.34785582034282986
0.9558,7.52056e-21,6.772199999999999e-21,1.1105047104338326
0.9564,2.0969e-22,6.750199999999999e-21,0.031064264762525558
0.957,7.09e-22,6.8517e-21,0.10347796897120423
0.9577,6.38834e-21,6.806799999999999e-21,0.938523241464418
0.9583,3.83146e-21,6.798e-21,0.5636157693439248
0.9589,7.77718e-21,6.796299999999999e-21,1.144325588923385
0.9596,2.2577199999999998e-21,6.7545999999999994e-21,0.3342492523613537
0.9602,9.36334e-21,6.7122e-21,1.3949733321414737
0.9608,4.24526e-21,6.769499999999999e-21,0.6271157397148978
0.9615,3.6759999999999994e-22,6.779199999999999e-21,0.05422468727873495
0.9621,2.07402e-21,6.796699999999999e-21,0.3051510291759236
0.9627,3.1386999999999997e-22,6.7862e-21,0.046251215702454974
0.9633,2.45386e-21,6.676999999999999e-21,0.3675093604912386
0.964,1.24358e-20,6.638899999999999e-21,1.873171760381991
0.9646,8.41852e-21,6.6312999999999995e-21,1.2695127652194895
0.9652,6.32974e-21,6.545e-21,0.9671107715813598
0.9659,8.093799999999999e-22,6.6807e-21,0.12115197509243043
0.9665,-5.3679e-22,6.5751e-21,-0.08163982296847197
0.9671,4.05982e-21,6.4451e-21,0.6299079921180432
0.9678,-1.68354e-21,6.5075999999999996e-21,-0.25870366955559654
0.9684,-3.90212e-21,6.4886999999999995e-21,-0.6013716152696226
0.969,-1.36262e-20,6.4530999999999995e-21,-2.1115742821279695
0.9696,1.0110199999999999e-21,6.4764999999999995e-21,0.15610592140816798
0.9703,6.49846e-21,6.4341999999999995e-21,1.0099872556028722
0.9709,5.34058e-21,6.3737999999999994e-21,0.837895760770655
0.9715,5.046099999999999e-21,6.3818999999999995e-21,0.7906892931572101
0.9722,2.45334e-21,6.3906e-21,0.38389822551873065
0.9728,4.6225599999999995e-21,6.354299999999999e-21,0.7274695875234093
0.9734,1.20017e-20,6.2893e-21,1.908272780754615
0.9741,1.2676799999999999e-20,6.3452999999999995e-21,1.997825161930878
0.9747,4.02244e-21,6.2874999999999996e-21,0.639751888667992
0.9753,9.06496e-21,6.2028999999999995e-21,1.4614067613535604
0.9759,7.78428e-21,6.1983999999999996e-21,1.2558531233866803
0.9766,5.45912e-21,6.1597e-21,0.8862639414257188
0.9772,-1.54256e-21,6.131999999999999e-21,-0.2515590345727332
0.9778,4.8300599999999994e-21,6.158799999999999e-21,0.7842534259920764
0.9785,-4.321499999999999e-21,6.5279e-21,-0.6620046262963586
0.9791,-3.62928e-21,6.571999999999999e-21,-0.5522337188070603
0.9797,-3.4345599999999995e-21,6.5501e-21,-0.524352299964886
0.9804,-8.30672e-21,6.0728999999999995e-21,-1.36783414842991
0.981,-3.5626e-21,6.0983e-21,-0.5841955954938262
0.9816,2.86552e-21,6.132199999999999e-21,0.46729069501973197
0.9822,1.44324e-21,6.0889999999999994e-21,0.23702414189522092
0.9829,-4.21382e-21,6.1314999999999995e-21,-0.6872412949522956
0.9835,1.0022999999999999e-21,6.138299999999999e-21,0.16328625189384682
0.9841,1.14618e-20,6.6449e-21,1.7249018043913378
0.9848,5.3475599999999995e-21,6.7067999999999994e-21,0.7973340490248703
0.9854,-2.22822e-21,6.6894999999999994e-21,-0.3330921593542118
0.986,9.302e-22,6.9027e-21,0.13475886247410435
0.9867,-2.48986e-21,6.8391e-21,-0.36406252284657337
0.9873,8.9466e-22,6.8771e-21,0.13009262625234475
0.9879,-2.6012199999999997e-21,6.678599999999999e-21,-0.3894858203815171
0.9885,3.3415e-22,6.551399999999999e-21,0.051004365479134235
0.9892,3.89394e-21,6.781099999999999e-21,0.5742342687764522
0.9898,-2.11344e-21,6.6748e-21,-0.316629711751663
0.9904,9.321799999999999e-22,6.723099999999999e-21,0.1386532998170487
0.9911,2.5060199999999997e-21,6.330499999999999e-21,0.39586446568201566
0.9917,3.19604e-21,6.096599999999999e-21,0.524233179149034
0.9923,-4.6997399999999996e-21,5.915299999999999e-21,-0.7945057731645057
0.993,4.6142e-22,5.844299999999999e-21,0.0789521414027343
0.9936,8.667719999999999e-21,5.911899999999999e-21,1.4661479389028909
0.9942,7.34384e-21,5.871999999999999e-21,1.2506539509536785
0.9948,2.6494e-22,5.758699999999999e-21,0.04600691128206019
0.9955,-5.515e-21,5.7661e-21,-0.9564523681517837
0.9961,-3.28328e-21,5.7707999999999996e-21,-0.5689471130519166
0.9967,-1.67576e-21,5.772299999999999e-21,-0.29031062141607333
0.9974,-3.00332e-21,5.7437999999999994e-21,-0.5228803231310283
0.998,-8.6756e-22,5.7032999999999995e-21,-0.15211544193712412
0.9986,8.45072e-21,5.773e-21,1.4638350944049887
0.9993,-6.7624e-22,5.8997999999999995e-21,-0.11462083460456288
0.9999,-2.5295199999999997e-21,5.8883999999999995e-21,-0.42957679505468377
1.0005,2.7670000000000002e-21,5.8503e-21,0.472967198263337
1.0011,1.3324e-22,5.7303e-21,0.023251836727570984
1.0018,-6.82124e-21,5.730799999999999e-21,-1.1902770991833602
1.0024,1.1615499999999998e-20,6.230399999999999e-21,1.8643265279917822
1.003,7.8335e-21,5.8377e-21,1.3418812203436286
1.0037,-6.08756e-21,5.603099999999999e-21,-1.0864628509218113
1.0043,-2.98204e-21,5.6495e-21,-0.5278414018939729
1.0049,9.51618e-21,5.793499999999999e-21,1.6425614913264868
1.0056,7.47842e-21,5.8059999999999996e-21,1.2880502928005513
1.0062,4.7749999999999995e-23,5.6843999999999994e-21,0.008400182956864401
1.0068,6.34606e-21,5.658399999999999e-21,1.121529054149583
1.0074,3.48788e-21,5.701299999999999e-21,0.6117692456106503
1.0081,4.11112e-21,5.5787e-21,0.736931543191066
1.0087,2.07864e-21,5.527399999999999e-21,0.37606107754097773
1.0093,-1.96484e-21,5.603299999999999e-21,-0.3506576481716132
1.01,-3.8734999999999995e-21,5.593099999999999e-21,-0.6925497487976257
1.0106,6.03262e-21,5.6855e-21,1.061053557294873
1.0112,1.4558399999999999e-21,5.544299999999999e-21,0.2625831935501326
1.0119,-4.71672e-21,5.5024999999999996e-21,-0.8571958200817811
1.0125,-5.3171999999999995e-21,5.4959999999999995e-21,-0.9674672489082969
1.0131,-3.2393799999999998e-21,5.4733999999999996e-21,-0.591840537874082
1.0137,3.45e-24,5.426299999999999e-21,0.0006357923446915948
1.0144,-1.41992e-21,5.433399999999999e-21,-0.26133176280045645
1.015,-6.042e-21,5.4548999999999996e-21,-1.1076280041797284
1.0156,4.32812e-21,5.4335e-21,0.796562068648201
1.0163,3.78186e-21,5.3743e-21,0.7036935042703236
1.0169,-2.58232e-22,5.359799999999999e-21,-0.04817940967946566
1.0175,-2.5137999999999996e-21,5.3879e-21,-0.46656396740845224
1.0182,-4.2018599999999995e-21,5.3543999999999996e-21,-0.7847489914836396
1.0188,-7.76844e-21,5.2642e-21,-1.4757114091409902
1.0194,1.1068799999999999e-21,5.2819e-21,0.2095609534447831
1.02,5.909199999999999e-21,5.2233999999999996e-21,1.1312937933146991
1.0207,1.07144e-21,5.2693999999999995e-21,0.20333244771700765
1.0213,-6.02194e-21,5.1810999999999995e-21,-1.1622898612263806
1.0219,-4.90832e-21,5.1845e-21,-0.946729674992767
1.0226,3.62802e-21,5.457799999999999e-21,0.6647403715782916
1.0232,2.25834e-21,5.4058e-21,0.4177624033445559
1.0238,6.83316e-21,5.9768999999999995e-21,1.1432615569944287
1.0245,7.197299999999999e-21,5.0791e-21,1.4170423893996966
1.0251,3.75992e-21,5.0893e-21,0.7387892244512998
1.0257,1.0000099999999999e-20,6.327099999999999e-21,1.5805187210570404
1.0263,8.246459999999999e-21,5.570899999999999e-21,1.480274282431923
