gen,cluster,unstim_media,suero_2h_media,suero_5h_media,tif_2h_media,tif_5h_media,log2fc_tif_vs_suero_2h,log2fc_tif_vs_suero_5h
Abi1,1,7.0933,7.392,8.0483,7.1934,7.2493,-0.1986,-0.7991
Deaf1,3,4.2272,3.7439,3.5537,3.9622,4.2048,0.2183,0.6511
Cecr5,3,3.9977,3.5199,3.365,3.6399,3.8729,0.1201,0.5079
Sh2d3c,3,5.247,3.72,3.357,4.4202,4.6783,0.7002,1.3212
Nap1l4,4,6.712,6.5802,6.7985,6.6763,6.4084,0.096,-0.3902
Hnrnpm,4,8.4486,8.207,8.4739,8.1591,8.0209,-0.0479,-0.4531
Zc3h4,3,5.3799,5.3282,4.7172,5.4651,5.1895,0.1369,0.4724
Cdyl,1,2.8578,3.2023,4.057,2.9284,3.2756,-0.2738,-0.7814
Hopx,3,5.699,4.8961,3.8992,4.9157,4.429,0.0197,0.5298
Slc14a1,3,2.3428,1.7778,0.8451,1.6071,1.3141,-0.1707,0.469
BC056474,4,6.6529,6.5806,6.6993,6.2533,5.7633,-0.3273,-0.936
Bcas3,2,4.4211,4.5715,4.0945,4.4132,4.8978,-0.1583,0.8034
Ptk2b,1,5.968,6.6015,6.6167,6.143,6.2814,-0.4585,-0.3353
Trp53,3,6.7335,6.8196,6.4108,6.7422,6.7445,-0.0774,0.3337
Ccdc28a,3,4.2487,3.5871,3.3874,4.3291,4.3253,0.7421,0.938
A830007P12Rik,3,4.4958,3.4402,3.3024,3.8679,3.6675,0.4277,0.365
Calcrl,1,1.9627,2.3909,3.9776,2.5717,2.9149,0.1808,-1.0628
Akap17b,3,1.2783,0.5462,0.5768,1.1297,1.0543,0.5835,0.4776
Flot1,3,5.0115,4.2,3.1726,4.3187,4.1522,0.1187,0.9795
Ndufs8,4,6.06,6.0257,6.0445,5.8406,5.7266,-0.1851,-0.3179
Eif4a1,1,8.5759,9.1493,9.3267,8.5154,8.4409,-0.6339,-0.8858
AU019823,1,4.6263,5.3706,5.5399,4.9356,5.0496,-0.435,-0.4903
Zfp874b,2,1.6706,1.5141,1.6575,2.2004,2.1345,0.6864,0.477
Suv420h2,3,4.7091,4.4992,3.6055,4.6999,4.255,0.2007,0.6495
Tnip2,1,3.5526,4.749,5.1714,3.7657,4.2577,-0.9833,-0.9137
9430015G10Rik,2,3.7367,3.713,3.5298,3.4573,4.0366,-0.2556,0.5068
Taok2,3,4.6956,4.6818,3.9469,4.6299,4.7792,-0.0519,0.8323
Fcrl1,1,0.8795,0.8287,1.2087,0.374,0.5909,-0.4547,-0.6178
Kif13b,1,1.985,2.8015,3.1512,2.195,2.6644,-0.6065,-0.4868
Dhps,1,5.6716,5.9985,6.489,5.1885,5.4904,-0.81,-0.9986
Psma3,1,7.4955,7.3743,7.8134,7.3693,7.31,-0.005,-0.5035
Prmt7,1,4.0246,4.3688,4.9541,3.6805,4.0111,-0.6882,-0.943
Tpt1,1,11.2846,11.2784,11.7992,11.3211,11.3223,0.0426,-0.477
Atp8b4,3,6.8615,6.423,5.8623,6.5438,6.286,0.1208,0.4237
BC002059,2,2.4125,3.0312,3.2147,3.2211,3.6855,0.1898,0.4708
Zdhhc8,3,3.731,3.378,2.5953,3.4612,3.2205,0.0832,0.6252
Arrb2,3,8.6886,8.2693,7.5747,8.2055,8.088,-0.0639,0.5133
Casc4,1,3.9089,4.3623,5.132,4.3815,4.4178,0.0192,-0.7142
Pwwp2b,2,1.1415,1.2051,0.7613,1.2181,1.4583,0.0129,0.697
Gtf2i,3,6.101,5.4879,5.2385,5.9645,5.9691,0.4766,0.7306
2610008E11Rik,2,2.3009,2.1774,2.3169,2.5729,2.7276,0.3955,0.4107
Hnrnpc,4,8.0018,7.8212,7.8817,7.782,7.4621,-0.0392,-0.4195
Bckdha,2,3.6998,3.8734,3.289,4.2415,4.0445,0.368,0.7556
Sntb1,3,3.3158,3.2522,2.2015,3.4418,3.1696,0.1896,0.9682
5730601F06Rik,1,3.4274,4.4158,4.6344,3.9088,4.0883,-0.507,-0.5461
H2-Q7,1,6.9573,7.7705,7.556,6.9641,7.0149,-0.8065,-0.541
Fam78b,4,1.7017,1.401,1.9932,1.291,1.3183,-0.1101,-0.6749
Pla2g16,3,5.3296,4.3085,3.39,4.7953,4.2476,0.4869,0.8575
Cno,1,2.9568,3.7062,3.4804,2.9598,2.9474,-0.7463,-0.533
Nsa2,4,7.895,7.4899,7.9725,7.6912,7.5808,0.2013,-0.3916
Tsga10,3,1.3835,1.1685,0.8268,1.3741,1.4823,0.2056,0.6556
Gmfg,3,8.7704,7.5834,6.592,7.9954,7.0997,0.412,0.5078
Arl1,1,6.1021,6.3935,7.3108,6.2665,6.6442,-0.127,-0.6666
AI597468,1,2.992,2.9966,3.815,3.1695,3.4068,0.173,-0.4082
Trmt61a,1,2.007,3.9872,4.4947,2.4023,3.1919,-1.5848,-1.3028
Rrs1,1,4.8163,6.0037,6.0831,4.7727,5.121,-1.231,-0.9621
Clasrp,3,4.372,4.3985,4.0138,4.345,4.399,-0.0536,0.3852
Rrp1,1,7.6222,7.7263,8.0307,7.5035,7.6158,-0.2227,-0.4149
Zfp143,4,3.8506,3.5964,3.9488,3.5985,3.6239,0.0022,-0.3249
Fam195b,2,4.6604,4.9519,4.5877,5.1022,5.0825,0.1503,0.4948
Prpf40a,1,7.9083,8.1986,8.598,7.8346,8.1035,-0.3639,-0.4945
Fnip2,4,1.5234,1.3179,1.5363,1.5379,0.9752,0.22,-0.5611
Exoc5,1,4.4402,5.0838,5.477,4.7372,4.9092,-0.3466,-0.5678
8430427H17Rik,1,0.9364,1.7033,2.9121,0.3203,2.2526,-1.3831,-0.6595
Efcab4b,3,3.0387,2.6911,1.7015,2.9267,3.0841,0.2356,1.3826
Hipk2,1,2.4415,2.7378,3.4997,2.8136,2.5968,0.0758,-0.903
Nol10,1,4.1409,5.8181,6.5864,4.7636,5.494,-1.0544,-1.0924
Mrps36,4,6.3455,5.7233,6.133,5.8173,5.7162,0.0939,-0.4168
Snrpa,1,7.045,7.175,7.5334,6.8859,6.9501,-0.2891,-0.5833
Sec22c,2,3.6828,3.1937,2.7704,4.0364,3.8297,0.8426,1.0593
Wdr61,1,5.43,5.2427,5.6597,5.0809,5.0491,-0.1618,-0.6106
Gpr114,3,4.1599,3.0867,1.5326,3.7402,2.7292,0.6535,1.1966
Dot1l,1,4.4226,6.9146,7.1493,5.2481,6.2208,-1.6665,-0.9285
Mdc1,3,4.4791,3.8496,3.4176,4.1403,3.9605,0.2907,0.5429
Cd2ap,1,4.1079,4.284,4.6131,4.0965,4.1695,-0.1875,-0.4436
Ext1,1,2.0166,2.6968,3.3504,2.4853,2.6933,-0.2115,-0.6571
Akr1b10,3,4.2072,2.9288,2.3947,3.782,3.8228,0.8532,1.4281
Inadl,3,4.0351,3.9414,3.2402,4.4481,4.2827,0.5067,1.0426
Sphk1,1,0.0151,3.2523,2.5825,0.3884,1.0825,-2.8639,-1.5
Flot2,3,4.7727,4.0546,2.9924,4.2885,3.9405,0.2339,0.9481
Rps12,4,12.0145,11.7376,12.0967,11.7431,11.3972,0.0055,-0.6996
Gmfb,1,4.3654,4.7836,5.1384,4.6436,4.737,-0.14,-0.4014
Lmtk3,2,1.1979,0.9939,0.4702,1.6435,1.9173,0.6496,1.4471
Lmnb2,3,3.9126,3.8953,3.3277,3.9329,3.8546,0.0376,0.5268
Zfp119b,2,1.1132,1.705,2.0196,2.0105,2.6389,0.3055,0.6194
Cnih4,4,6.8703,6.3855,6.6923,6.3184,6.2956,-0.067,-0.3967
Tgif2,1,1.5597,3.5594,3.8814,2.2918,2.8812,-1.2676,-1.0002
Btbd9,1,2.8613,3.1355,4.4276,3.706,3.8369,0.5705,-0.5906
Gspt1,1,7.1576,7.4008,7.8104,6.987,7.0132,-0.4139,-0.7972
Tmem65,1,1.9637,3.9185,3.8863,2.6985,2.5559,-1.22,-1.3304
Zfp706,1,4.4289,4.3967,4.6302,4.306,4.2644,-0.0908,-0.3658
Nsl1,2,3.9937,3.7371,3.9176,4.4588,4.3797,0.7218,0.4621
Timm17a,1,6.3738,6.6948,6.8324,6.0909,6.0973,-0.6039,-0.7351
Cnr2,3,1.1737,1.0201,0.741,1.259,1.3174,0.239,0.5764
Lilrb4,1,2.9386,5.9408,5.6126,4.7498,5.1892,-1.191,-0.4234
Srpk2,3,4.494,4.1206,3.5989,4.4986,4.7395,0.378,1.1406
Ncs1,1,0.7909,3.0996,4.2371,1.6362,2.8183,-1.4635,-1.4188
Zfp512,3,3.252,2.8058,2.7918,3.2244,3.3002,0.4186,0.5084
Zfp599,1,1.9266,2.2792,2.5218,2.1209,2.1414,-0.1584,-0.3805
4833420G17Rik,2,3.9514,3.9425,4.0921,4.2503,4.6586,0.3078,0.5665
Actg1,3,10.1135,9.6993,8.7728,10.0097,9.3564,0.3104,0.5836
Phactr2,1,2.4761,2.8123,5.4151,2.2689,3.6362,-0.5434,-1.779
Klhl24,2,3.1771,3.0184,2.6773,3.6845,3.7049,0.6661,1.0276
Hdac10,3,3.0457,2.8236,2.685,3.1011,3.2559,0.2775,0.5709
Mtap,1,4.5203,4.9375,5.1369,4.4005,4.5636,-0.537,-0.5733
Stat4,3,7.0356,6.3548,5.7038,7.2851,6.8889,0.9303,1.185
Atp11c,1,3.1804,3.2915,3.6852,3.0955,3.094,-0.196,-0.5912
Hist1h2ak,2,1.6046,1.7681,1.6023,1.8831,2.3308,0.115,0.7285
Mapk3,3,5.9628,5.27,3.9208,5.5047,5.079,0.2347,1.1582
Numbl,2,1.3543,1.4778,0.9955,1.5249,1.6618,0.0471,0.6663
Nol7,1,6.4473,6.3471,6.7143,6.3258,6.2285,-0.0213,-0.4859
Ldha,4,9.9094,9.6879,8.9147,9.6158,8.5613,-0.072,-0.3533
Naa15,1,5.1183,5.4516,5.9539,5.0408,5.3756,-0.4108,-0.5783
Ptpla,4,1.8099,1.4322,1.916,1.2744,1.2643,-0.1578,-0.6517
Gm8995,3,6.7272,5.577,4.7201,5.2066,5.1883,-0.3705,0.4682
Usp31,1,1.8618,3.2617,3.4145,2.3763,2.5253,-0.8854,-0.8891
Krr1,1,4.778,5.585,6.2579,5.0774,5.3898,-0.5075,-0.8681
Slc39a4,3,3.2112,3.1421,2.6624,3.299,3.0836,0.1569,0.4212
Alg11,1,2.216,3.1742,3.2478,2.6743,2.6791,-0.4999,-0.5686
Bcl9l,3,3.1858,3.0929,1.9761,2.8104,2.6445,-0.2825,0.6684
Syne2,3,3.4576,3.2099,2.1722,3.3968,3.2641,0.1869,1.0919
Nhp2l1,1,6.7987,7.1918,7.3751,6.6165,6.5134,-0.5754,-0.8616
Nup98,1,4.9391,5.8555,6.3206,5.7698,5.988,-0.0857,-0.3326
Ccdc102a,3,3.4173,2.0827,2.1986,2.6772,2.8838,0.5945,0.6852
Jakmip1,3,5.4286,4.7903,4.0046,5.6202,5.5229,0.8299,1.5184
Brwd3,1,2.1871,2.407,2.4615,2.0706,2.0817,-0.3364,-0.3798
Utp14a,1,5.223,5.3742,5.8372,5.1802,5.5026,-0.194,-0.3346
Gpatch1,2,3.7139,3.7582,3.849,3.8663,4.1921,0.108,0.3431
Alms1,3,2.0814,1.9879,1.377,1.9432,1.9286,-0.0447,0.5516
Chd4,1,7.9273,7.7986,8.4736,7.2943,7.6056,-0.5043,-0.868
Rps6-ps1,4,1.5455,1.184,1.6837,1.4199,1.0486,0.236,-0.6351
Ptcd3,1,5.2741,5.2832,5.7098,5.0285,5.2705,-0.2546,-0.4393
Rpl7l1,1,4.9226,5.2756,5.5807,4.7444,4.7621,-0.5313,-0.8186
Crem,2,6.0006,5.8703,4.7122,7.8684,6.7359,1.9981,2.0237
Zfp192,1,1.8265,2.1376,2.2453,1.6932,1.6396,-0.4444,-0.6056
Wibg,2,6.7553,6.3507,5.9903,7.1279,7.158,0.7772,1.1678
Ipcef1,1,5.439,6.7422,7.4165,5.7459,6.5521,-0.9963,-0.8644
Mocs1,2,3.0284,3.4814,2.9811,3.7527,3.8349,0.2713,0.8538
Med14,1,4.9783,6.0821,6.2324,5.2265,5.4448,-0.8556,-0.7877
Cenpj,2,3.7981,3.7879,3.8343,3.9515,4.1998,0.1636,0.3655
Zfp69,2,1.9573,1.778,1.3317,2.0172,2.4683,0.2392,1.1366
Arih2,1,4.2245,5.6316,6.3221,5.131,5.6468,-0.5006,-0.6753
Rab3ip,3,3.3788,3.2797,2.6827,3.7397,3.2348,0.46,0.5521
Ethe1,3,3.5186,2.6383,1.4505,3.0231,2.3023,0.3848,0.8518
Gimap8,3,5.7435,4.7445,4.4872,5.0345,4.924,0.29,0.4368
Tank,1,5.349,6.0444,6.5222,5.7589,5.9931,-0.2855,-0.5291
Siva1,3,5.3883,5.1574,4.6668,5.3389,5.185,0.1814,0.5183
mt-Nd3,4,10.3972,10.5476,10.506,10.2689,9.4821,-0.2787,-1.0239
Sepp1,3,6.0461,5.059,4.0001,5.3373,4.6917,0.2784,0.6916
Hnrnpr,4,8.0141,7.2447,7.5352,7.3,6.7567,0.0553,-0.7785
Slc31a2,3,1.9755,1.4019,0.97,1.735,1.6453,0.3331,0.6752
Ipo7,1,6.3262,6.8965,7.5062,6.529,6.6422,-0.3675,-0.8641
Tmem42,1,3.0444,2.7076,3.18,2.8063,2.6931,0.0987,-0.4869
Vps37b,3,7.1136,6.0079,4.9125,8.1066,7.5018,2.0987,2.5893
Numa1,3,6.233,5.7861,5.3189,6.1815,6.2244,0.3955,0.9056
Impad1,1,3.1384,3.2198,3.4026,3.2083,2.821,-0.0115,-0.5815
Wdr6,3,3.8197,3.2977,2.466,3.4884,3.2463,0.1907,0.7803
Serpina3f,1,2.8855,4.6623,3.9118,3.4088,3.0245,-1.2535,-0.8873
Zfyve26,3,2.5592,2.4453,2.2574,2.7822,2.6257,0.3368,0.3683
Tecpr1,3,4.8778,4.1326,2.8719,5.2332,4.8782,1.1006,2.0063
Fbxl18,2,1.9327,1.7463,1.7514,2.2595,2.2901,0.5132,0.5387
E430029J22Rik,3,5.1088,3.3195,1.5261,4.0826,3.3223,0.7631,1.7962
Vkorc1l1,1,3.6967,4.0923,4.3375,3.7132,3.871,-0.3792,-0.4665
Zbtb6,1,2.4377,3.1444,3.6414,3.0919,3.1769,-0.0525,-0.4645
Zfp810,2,2.671,2.4391,2.4662,2.9406,3.1069,0.5015,0.6407
Nck2,3,3.0809,2.3286,1.6364,2.9157,2.3949,0.587,0.7585
Hes6,3,4.1378,3.3721,2.8429,3.7063,3.601,0.3342,0.7581
Polr1c,1,4.8492,5.9583,6.253,5.7048,5.8157,-0.2535,-0.4373
Xpo5,1,4.4909,5.0096,5.3377,4.7873,4.9523,-0.2223,-0.3854
Cnga1,4,2.9606,0.7403,1.5124,2.259,0.7553,1.5187,-0.7571
Rps28,4,11.0555,10.633,10.8955,10.7925,10.4198,0.1594,-0.4758
Bmpr2,1,1.3994,2.071,2.1766,1.3157,1.5311,-0.7553,-0.6456
Lyar,1,7.4079,7.3173,7.916,6.9128,6.9121,-0.4045,-1.0039
B3galt4,3,2.499,2.0948,1.8278,2.5327,2.3766,0.4379,0.5488
Tspan6,4,1.4088,1.2843,1.3452,1.0451,0.9364,-0.2393,-0.4088
Hdac8,3,3.3371,2.9725,2.735,2.9757,3.1559,0.0032,0.4209
A430093F15Rik,1,2.9832,3.1339,3.5034,2.8327,2.6623,-0.3012,-0.8411
Prkag1,3,5.9397,5.8048,5.3273,6.0325,5.896,0.2277,0.5687
BC003965,1,2.3118,2.6015,2.9741,2.448,2.6176,-0.1535,-0.3565
Pex26,2,1.135,1.2096,1.2002,1.5124,1.6012,0.3029,0.401
Mtap7d3,1,1.661,1.9081,2.4567,1.7344,2.0338,-0.1737,-0.4229
Cxx1b,3,1.9768,1.4875,0.6141,2.0101,1.531,0.5227,0.9169
Gtf2f2,1,5.4496,6.0325,6.4025,5.5797,5.7136,-0.4528,-0.6889
2510049J12Rik,1,0.0349,0.3252,1.0568,0.0818,0.1058,-0.2434,-0.951
Lrch1,1,3.6551,4.773,5.4425,4.2347,4.659,-0.5383,-0.7835
Tcp1,1,8.5121,8.4074,8.6932,8.4023,8.0795,-0.0051,-0.6137
Ccdc134,2,3.5172,3.6944,3.8806,3.9903,4.252,0.2959,0.3715
Cst7,1,7.1231,7.0521,7.7669,6.5228,6.6097,-0.5293,-1.1573
Ndufaf2,4,5.5842,4.9578,5.3817,5.1963,4.9235,0.2384,-0.4582
Il2rb,3,8.4074,7.9174,6.9561,8.4053,7.8008,0.4879,0.8447
D14Ertd668e,3,4.5707,3.4976,2.0128,3.7813,2.9342,0.2837,0.9214
2310035K24Rik,2,2.9675,3.1889,2.8374,2.9587,3.8296,-0.2302,0.9922
Cep152,2,3.2957,3.1536,3.0453,3.35,3.5604,0.1964,0.5151
Zfyve19,2,5.0203,4.7988,4.8934,5.4006,5.8075,0.6018,0.9141
Trp53i11,3,6.0577,5.9523,4.7869,5.6952,5.6459,-0.2571,0.8591
Sars,1,7.283,7.7557,8.759,7.6253,8.0115,-0.1305,-0.7475
Rap1a,1,5.7645,5.8842,6.2294,5.6843,5.8939,-0.1999,-0.3355
Csde1,1,6.4761,6.5868,6.913,6.46,6.4982,-0.1269,-0.4148
Hist2h2be,3,1.1863,0.7773,0.427,1.1507,0.8709,0.3734,0.4439
Syt11,3,3.9489,3.308,2.5851,3.9174,3.6766,0.6094,1.0915
Ddx3y,1,3.6815,4.5461,5.2793,4.0185,4.4329,-0.5276,-0.8464
Eif2s3y,1,5.908,5.9451,6.3683,5.8156,5.9143,-0.1295,-0.454
Zbtb10,1,0.1767,1.5722,2.5004,0.9917,1.1693,-0.5805,-1.3311
Zfp874a,2,2.2689,2.0284,2.1554,2.6968,2.6176,0.6684,0.4622
Hist1h3e,2,1.1893,1.2095,0.8301,1.6615,1.9686,0.452,1.1385
Scyl2,1,4.6651,5.1349,5.8283,5.1896,5.3393,0.0548,-0.4889
Pcgf1,2,3.7333,3.7344,3.9265,4.0328,4.3511,0.2983,0.4246
Slfn9,3,3.8325,2.8334,2.5599,2.9927,3.1661,0.1592,0.6063
Irgm2,3,4.6102,3.3143,1.9958,3.8973,2.9543,0.583,0.9585
9930111J21Rik2,3,5.9287,3.9576,2.8222,4.6062,4.524,0.6487,1.7018
9930111J21Rik1,3,3.4113,1.8927,1.1408,2.3117,2.3028,0.419,1.162
Ell,2,3.5067,3.7854,3.7416,3.7593,4.0684,-0.026,0.3268
Ssbp4,4,5.7779,6.0507,5.8384,5.4045,5.4419,-0.6462,-0.3964
Sp110,3,6.9641,6.2134,5.5934,6.2533,6.0758,0.0399,0.4823
Gmppb,1,3.031,4.3002,4.8501,3.3397,3.505,-0.9605,-1.345
Mpzl3,1,2.3888,4.6652,5.2689,3.2161,3.8292,-1.449,-1.4397
Eif3g,1,7.2449,7.4449,7.898,7.2026,7.3713,-0.2423,-0.5267
Ccnd1,1,0.6367,1.3219,2.2426,0.819,0.8836,-0.5029,-1.3589
Hs3st3b1,1,2.1069,4.454,3.4271,2.8549,2.7598,-1.5991,-0.6673
Rnf121,1,3.6243,3.6899,4.5538,3.8421,3.7846,0.1522,-0.7692
BC094916,3,4.4002,2.6196,1.8185,3.2076,2.6116,0.5881,0.7931
Top1,1,6.1289,7.0693,8.2182,6.1826,7.1126,-0.8868,-1.1056
Runx3,3,6.1523,6.8217,5.8473,6.4387,6.3862,-0.383,0.5389
Utp3,1,6.7849,6.6729,6.9574,6.5365,6.5941,-0.1364,-0.3633
1700049G17Rik,2,0.913,1.2619,0.6458,1.2379,1.6516,-0.024,1.0058
Gm7125,4,2.5418,1.9344,1.7841,1.9031,1.1148,-0.0314,-0.6694
Rbm44,3,1.5361,1.1539,0.5987,1.214,1.2931,0.0602,0.6944
Gltscr1,3,3.1658,2.7325,2.2445,3.2791,3.2191,0.5466,0.9746
Ccnyl1,1,2.3096,2.8777,3.2838,2.2402,2.487,-0.6375,-0.7968
4930578N16Rik,2,1.433,1.8048,1.6106,1.3443,2.1278,-0.4606,0.5172
Klhl9,2,3.4968,3.504,3.3092,3.9414,3.8231,0.4374,0.5139
Rraga,1,5.0871,5.6625,5.8168,5.2312,5.1677,-0.4313,-0.6492
1700106N22Rik,2,0.9787,1.0331,0.9884,1.1014,1.6061,0.0683,0.6177
Safb,2,5.7751,5.6944,5.5998,5.9048,5.9716,0.2104,0.3718
Zfp827,1,2.5004,3.6893,4.527,2.3468,3.4904,-1.3425,-1.0366
Treml2,3,5.0248,3.8654,2.9497,3.9416,3.413,0.0762,0.4633
Yipf3,2,5.3466,5.7712,5.4556,5.6768,6.0925,-0.0945,0.6368
Srsf3,2,6.9131,6.8921,7.219,7.2793,7.6782,0.3872,0.4592
Arhgef10,3,1.3472,0.9932,0.7934,1.4533,1.3646,0.46,0.5711
Egr4,1,0.0453,4.0594,2.54,2.165,1.9902,-1.8944,-0.5498
Usmg5,4,9.1272,8.6273,8.6862,8.799,8.2289,0.1717,-0.4573
Eef1g,4,10.7604,10.6304,10.78,10.726,10.3648,0.0955,-0.4152
Tut1,1,3.7507,4.345,4.651,3.9105,4.2429,-0.4345,-0.4081
Eml3,3,4.492,4.2365,3.792,4.297,4.165,0.0605,0.3729
1810009A15Rik,4,6.8654,5.8653,6.1914,5.9986,5.6565,0.1332,-0.5349
Bscl2,3,5.329,5.0209,4.3662,5.0932,4.8642,0.0724,0.498
Snx29,2,1.1784,1.2073,0.8238,1.4014,1.6769,0.1942,0.8531
Sms,4,6.6366,6.374,6.6491,6.1583,5.9529,-0.2157,-0.6961
Mpst,3,4.5923,4.0451,2.9267,4.3111,4.1589,0.2661,1.2322
Apol7e,3,2.3405,1.67,0.6347,1.9884,1.8058,0.3183,1.1711
Spin4,1,0.4486,2.6361,3.1746,1.538,1.7435,-1.0981,-1.4311
Gm14698,1,2.4942,2.8293,3.2806,2.5113,2.7983,-0.318,-0.4823
Nanos1,3,1.5029,1.0694,1.0984,1.2986,1.4234,0.2292,0.325
Ppp1r3e,4,1.8941,1.5786,1.4872,1.216,0.9092,-0.3625,-0.578
Fam84b,1,1.1101,3.239,3.2181,2.4044,2.438,-0.8346,-0.7802
Slfn2,1,6.1986,7.3374,7.9865,6.2605,6.4582,-1.0769,-1.5283
2700089E24Rik,1,4.0821,3.8179,4.7888,4.0057,4.4547,0.1878,-0.3341
4930522L14Rik,3,2.8285,2.2012,1.8823,2.7641,2.8889,0.5629,1.0066
5430403G16Rik,2,1.2643,1.2665,1.3618,1.5819,1.7856,0.3154,0.4238
Rybp,1,2.5084,3.748,3.9316,3.0766,3.4033,-0.6714,-0.5282
Nfxl1,1,2.233,2.4301,3.8366,2.4005,3.1007,-0.0295,-0.7359
Ptgr2,4,5.0603,4.7873,4.9238,4.7517,4.3998,-0.0356,-0.524
Armcx5,1,2.2176,2.8208,3.3514,2.501,2.7058,-0.3199,-0.6456
Uprt,1,2.4458,2.6639,3.2178,2.6078,2.643,-0.0561,-0.5747
Zxdb,1,0.4473,1.1699,1.6151,0.8354,0.919,-0.3346,-0.6962
Srp54c,1,4.2557,4.3398,5.0741,4.2649,4.7045,-0.0749,-0.3696
2610030H06Rik,1,3.1722,3.4485,4.0112,3.3584,3.1654,-0.0902,-0.8458
Gm8815,3,4.4559,3.7896,3.2819,4.1707,4.041,0.3811,0.7592
H2-Bl,1,0.0653,0.6644,1.5104,0.147,0.5325,-0.5173,-0.9779
Arhgdig,4,2.9853,2.8,2.4441,2.3428,1.7703,-0.4572,-0.6737
E030037K03Rik,3,3.7781,2.4928,1.5382,2.9272,2.0816,0.4344,0.5435
Csnk1g3,1,4.096,4.4294,5.1819,4.1865,4.3894,-0.2429,-0.7925
D2hgdh,3,2.733,2.5121,1.7803,2.7388,2.6811,0.2267,0.9008
Fbxo36,3,2.0797,1.5501,0.67,1.6567,2.2401,0.1066,1.57
Rab18,1,4.4933,4.6045,4.8347,4.5024,4.3514,-0.1021,-0.4832
Pgap1,1,1.0892,0.7506,1.7375,1.0166,0.8298,0.266,-0.9077
2610002J02Rik,3,4.8018,4.8509,4.4303,5.0064,5.1218,0.1556,0.6915
Apitd1,3,6.2179,5.1579,4.4039,5.7483,5.141,0.5904,0.7371
Btbd19,1,3.0522,4.71,5.1805,3.8065,4.2755,-0.9035,-0.905
Kti12,1,4.5618,5.2963,5.4853,4.5411,4.668,-0.7552,-0.8173
Trim68,3,2.6292,1.8737,1.4268,2.1726,2.4906,0.2989,1.0638
Rhog,3,6.9444,7.3092,6.8225,7.1112,7.1379,-0.198,0.3153
Osgin1,2,1.0873,1.639,1.2061,3.6328,3.5522,1.9939,2.3461
Mlycd,2,2.6466,2.9017,2.6831,3.1487,3.3236,0.2471,0.6405
Fam169b,2,5.4726,5.8126,5.1116,6.1704,6.0255,0.3578,0.914
AI451557,3,6.1187,5.7114,4.325,5.7583,5.2249,0.0469,0.8999
AW146154,2,1.7202,1.6067,1.6496,2.0079,2.0949,0.4011,0.4452
Plekhf1,3,1.1599,0.6113,0.2505,1.0534,1.0093,0.4421,0.7589
Znhit6,1,2.7991,3.4252,4.3923,3.0054,3.4923,-0.4198,-0.9
Ap1ar,4,5.1654,5.16,5.1813,5.0326,4.8025,-0.1274,-0.3787
Ceacam1,1,0.75,1.2166,3.6464,1.0679,2.6494,-0.1487,-0.9971
Phldb3,3,2.3336,1.8143,1.122,2.0987,2.1113,0.2844,0.9894
Gm10684,1,2.5221,3.9536,3.3641,2.5227,2.2926,-1.4309,-1.0715
1500012F01Rik,1,7.0138,7.2111,8.5786,7.4476,8.057,0.2365,-0.5216
Eif2s2,1,6.8796,7.6596,8.564,7.4636,7.9749,-0.196,-0.5891
Pdzd8,1,3.9979,4.6993,4.7759,4.2975,4.2183,-0.4018,-0.5577
Plk1s1,2,4.3701,4.1083,3.5716,4.3595,4.8896,0.2512,1.318
Ism1,1,0.1185,1.0251,1.014,0.2888,0.537,-0.7363,-0.477
Ube2n,4,6.8319,6.6844,6.8526,6.4512,6.1791,-0.2332,-0.6735
Plxnc1,2,3.3868,3.6459,3.2666,3.9992,4.1397,0.3533,0.8731
Slc4a11,1,0.7289,1.1441,2.3001,0.5897,1.0172,-0.5544,-1.2829
Gm14005,1,3.9809,4.453,5.4474,3.4683,4.1009,-0.9847,-1.3465
Itpripl1,3,4.3913,3.8591,3.4514,4.28,3.8442,0.4209,0.3928
Zfp808,3,2.3416,1.7707,1.6642,2.1083,2.2452,0.3376,0.5809
Ctla2b,3,6.3274,5.2698,4.0143,5.7356,5.176,0.4658,1.1617
Serf2,4,7.357,6.7704,7.0155,6.7427,6.4449,-0.0276,-0.5706
Grk6,3,6.5098,5.816,4.7357,6.2212,5.612,0.4051,0.8763
B3galt5,2,0.3312,0.5222,0.175,0.9224,0.9371,0.4001,0.7621
Fam122a,4,4.5187,5.0816,4.764,4.2779,4.061,-0.8036,-0.703
Pak6,1,3.0924,3.017,3.5744,2.59,2.4538,-0.427,-1.1207
Ptar1,1,2.392,3.6324,3.8015,3.0518,3.1344,-0.5806,-0.6671
Nrbf2,1,3.7959,4.5282,4.8074,4.3858,4.3135,-0.1424,-0.4939
AW112010,3,9.0346,7.6557,6.6772,8.4656,7.8659,0.8099,1.1887
Fam55c,3,2.6167,1.7244,1.276,1.8433,1.7627,0.1188,0.4867
1600012F09Rik,1,1.0845,1.431,1.9177,1.411,1.4611,-0.02,-0.4566
Ccdc58,4,6.1814,5.7159,6.4018,5.7145,5.2821,-0.0013,-1.1197
Amd1,1,2.8915,3.5584,3.4496,2.7483,2.6835,-0.8101,-0.7661
Heg1,1,3.4504,3.8438,3.9688,3.2426,3.2704,-0.6012,-0.6984
Cenpw,3,3.5617,3.2822,2.7195,3.2984,3.3012,0.0162,0.5817
