comparacion,gen,log2fc,pvalue,padj
PRDX1_sin_estimulo,Mrpl15,-0.0948,3.129e-02,1.051e-01
PRDX1_sin_estimulo,Lypla1,0.0262,5.120e-01,6.902e-01
PRDX1_sin_estimulo,Tcea1,0.0228,5.161e-01,6.936e-01
PRDX1_sin_estimulo,Atp6v1h,-0.0609,1.699e-01,3.435e-01
PRDX1_sin_estimulo,Rb1cc1,0.1051,1.259e-02,5.324e-02
PRDX1_sin_estimulo,Pcmtd1,0.1681,5.233e-04,4.471e-03
PRDX1_sin_estimulo,Rrs1,-0.0441,4.213e-01,6.135e-01
PRDX1_sin_estimulo,Mybl1,0.1351,2.938e-02,1.005e-01
PRDX1_sin_estimulo,Vcpip1,0.0908,2.926e-02,1.002e-01
PRDX1_sin_estimulo,Sgk3,0.0284,6.192e-01,7.684e-01
PRDX1_sin_estimulo,Snhg6,0.0755,1.789e-01,3.556e-01
PRDX1_sin_estimulo,Cops5,-0.0213,5.819e-01,7.416e-01
PRDX1_sin_estimulo,Cspp1,-0.0137,8.120e-01,8.971e-01
PRDX1_sin_estimulo,Arfgef1,0.0905,2.404e-03,1.511e-02
PRDX1_sin_estimulo,Ncoa2,0.0029,9.434e-01,9.697e-01
PRDX1_sin_estimulo,Tram1,-0.0663,5.458e-02,1.572e-01
PRDX1_sin_estimulo,Lactb2,0.028,6.259e-01,7.735e-01
PRDX1_sin_estimulo,Msc,0.0385,4.535e-01,6.427e-01
PRDX1_sin_estimulo,Trpa1,-0.0418,2.364e-01,4.264e-01
PRDX1_sin_estimulo,Terf1,0.0751,1.973e-01,3.808e-01
PRDX1_sin_estimulo,Rpl7,-0.0666,3.038e-02,1.028e-01
PRDX1_sin_estimulo,Rdh10,0.3086,4.390e-05,6.125e-04
PRDX1_sin_estimulo,Stau2,-0.0051,9.047e-01,9.502e-01
PRDX1_sin_estimulo,Ube2w,0.1314,2.625e-02,9.268e-02
PRDX1_sin_estimulo,Tceb1,0.056,2.725e-01,4.671e-01
PRDX1_sin_estimulo,Tmem70,0.0295,5.488e-01,7.177e-01
PRDX1_sin_estimulo,Ly96,0.0825,5.942e-02,1.666e-01
PRDX1_sin_estimulo,Il17a,0.0369,1.304e-01,2.876e-01
PRDX1_sin_estimulo,Mcm3,-0.2641,1.850e-26,3.160e-23
PRDX1_sin_estimulo,Paqr8,-0.0061,9.179e-01,9.583e-01
PRDX1_sin_estimulo,Tram2,-0.0109,8.368e-01,9.126e-01
PRDX1_sin_estimulo,Tmem14a,0.004,9.350e-01,9.665e-01
PRDX1_sin_estimulo,Kcnq5,-0.0902,1.336e-01,2.926e-01
PRDX1_sin_estimulo,Ogfrl1,0.0385,5.129e-01,6.908e-01
PRDX1_sin_estimulo,Smap1,-0.0102,8.417e-01,9.159e-01
PRDX1_sin_estimulo,Sdhaf4,0.0414,4.840e-01,6.679e-01
PRDX1_sin_estimulo,Lmbrd1,0.1446,7.402e-03,3.589e-02
PRDX1_sin_estimulo,Phf3,-0.0421,2.930e-01,4.906e-01
PRDX1_sin_estimulo,Ptp4a1,0.0132,7.464e-01,8.573e-01
PRDX1_sin_estimulo,Prim2,-0.0371,3.720e-01,5.695e-01
PRDX1_sin_estimulo,Rab23,0.0533,3.686e-01,5.666e-01
PRDX1_sin_estimulo,Bag2,0.0264,6.473e-01,7.890e-01
PRDX1_sin_estimulo,Zfp451,0.01,8.440e-01,9.171e-01
PRDX1_sin_estimulo,Bend6,0.0152,7.504e-01,8.597e-01
PRDX1_sin_estimulo,Dst,0.2947,4.440e-05,6.184e-04
PRDX1_sin_estimulo,Ccdc115,0.1002,3.395e-02,1.115e-01
PRDX1_sin_estimulo,Imp4,-0.1254,1.916e-03,1.265e-02
PRDX1_sin_estimulo,Ptpn18,-0.1026,4.749e-02,1.425e-01
PRDX1_sin_estimulo,Arhgef4,-0.0552,3.572e-01,5.556e-01
PRDX1_sin_estimulo,Fam168b,0.121,4.010e-06,8.180e-05
PRDX1_sin_estimulo,Plekhb2,0.0538,7.184e-02,1.913e-01
PRDX1_sin_estimulo,Hs6st1,0.0114,8.381e-01,9.131e-01
PRDX1_sin_estimulo,Uggt1,-0.1035,1.099e-03,8.169e-03
PRDX1_sin_estimulo,Neurl3,-0.0271,4.133e-01,6.063e-01
PRDX1_sin_estimulo,Arid5a,0.024,5.124e-01,6.906e-01
PRDX1_sin_estimulo,Kansl3,0.0227,5.682e-01,7.313e-01
PRDX1_sin_estimulo,Fer1l5,0.0758,1.022e-01,2.440e-01
PRDX1_sin_estimulo,Lman2l,-0.0786,1.694e-01,3.427e-01
PRDX1_sin_estimulo,Cnnm4,-0.0334,5.393e-01,7.107e-01
PRDX1_sin_estimulo,Cnnm3,-0.1681,3.075e-04,2.952e-03
PRDX1_sin_estimulo,Ankrd23,0.165,6.155e-03,3.100e-02
PRDX1_sin_estimulo,Ankrd39,-0.0279,6.371e-01,7.814e-01
PRDX1_sin_estimulo,Sema4c,0.0333,5.168e-01,6.942e-01
PRDX1_sin_estimulo,Fam178b,0.0025,9.374e-01,9.676e-01
PRDX1_sin_estimulo,Cox5b,-0.1112,5.739e-02,1.628e-01
PRDX1_sin_estimulo,Actr1b,-0.1222,8.548e-03,4.002e-02
PRDX1_sin_estimulo,Zap70,-0.1426,2.170e-05,3.415e-04
PRDX1_sin_estimulo,Tmem131,-0.1281,4.299e-03,2.385e-02
PRDX1_sin_estimulo,Inpp4a,0.2083,2.739e-04,2.681e-03
PRDX1_sin_estimulo,Coa5,0.1402,2.280e-05,3.547e-04
PRDX1_sin_estimulo,Unc50,0.0304,5.611e-01,7.263e-01
PRDX1_sin_estimulo,Mgat4a,0.1661,2.027e-03,1.324e-02
PRDX1_sin_estimulo,2010300C02Rik,0.1227,3.767e-02,1.201e-01
PRDX1_sin_estimulo,Tsga10,0.0749,9.311e-02,2.295e-01
PRDX1_sin_estimulo,Lipt1,0.0141,7.944e-01,8.870e-01
PRDX1_sin_estimulo,Mitd1,-0.0142,8.025e-01,8.926e-01
PRDX1_sin_estimulo,Mrpl30,-0.0978,2.481e-02,8.884e-02
PRDX1_sin_estimulo,Txndc9,-0.0592,2.122e-01,3.998e-01
PRDX1_sin_estimulo,Eif5b,-0.0842,2.277e-02,8.334e-02
PRDX1_sin_estimulo,Rev1,0.1176,5.489e-02,1.578e-01
PRDX1_sin_estimulo,Aff3,-0.0145,7.231e-01,8.415e-01
PRDX1_sin_estimulo,Chst10,0.0062,9.143e-01,9.565e-01
PRDX1_sin_estimulo,Pdcl3,-0.0349,4.132e-01,6.063e-01
PRDX1_sin_estimulo,Npas2,0.0502,3.777e-01,5.754e-01
PRDX1_sin_estimulo,Rpl31,-0.0708,5.666e-02,1.613e-01
PRDX1_sin_estimulo,Tbc1d8,-0.0223,4.960e-01,6.774e-01
PRDX1_sin_estimulo,Cnot11,0.0281,5.086e-01,6.878e-01
PRDX1_sin_estimulo,Rnf149,0.0113,8.346e-01,9.118e-01
PRDX1_sin_estimulo,Rfx8,-0.0244,4.153e-01,6.082e-01
PRDX1_sin_estimulo,Map4k4,-0.0599,2.065e-02,7.737e-02
PRDX1_sin_estimulo,Il1r2,-0.0165,7.720e-01,8.734e-01
PRDX1_sin_estimulo,Il1r1,-0.0074,7.890e-01,8.834e-01
PRDX1_sin_estimulo,Il1rl2,-0.0552,3.297e-01,5.280e-01
PRDX1_sin_estimulo,Il1rl1,0.0452,3.049e-01,5.022e-01
PRDX1_sin_estimulo,Il18r1,0.0726,6.771e-02,1.831e-01
PRDX1_sin_estimulo,Il18rap,0.1316,5.089e-04,4.389e-03
PRDX1_sin_estimulo,Slc9a2,0.0529,1.138e-01,2.620e-01
PRDX1_sin_estimulo,Mfsd9,-0.0657,1.978e-01,3.812e-01
PRDX1_sin_estimulo,Mrps9,-0.0102,8.086e-01,8.953e-01
PRDX1_sin_estimulo,Tgfbrap1,0.0952,5.476e-02,1.575e-01
PRDX1_sin_estimulo,AI597479,0.2087,1.156e-04,1.344e-03
PRDX1_sin_estimulo,Fhl2,-0.0745,2.131e-01,4.008e-01
PRDX1_sin_estimulo,Nck2,0.0181,7.378e-01,8.515e-01
PRDX1_sin_estimulo,Uxs1,-0.0585,3.018e-01,4.991e-01
PRDX1_sin_estimulo,Tpp2,-0.0814,9.538e-03,4.340e-02
PRDX1_sin_estimulo,Tex30,0.0553,3.258e-01,5.249e-01
PRDX1_sin_estimulo,Kdelc1,0.0719,2.267e-01,4.152e-01
PRDX1_sin_estimulo,Bivm,0.1217,3.724e-02,1.192e-01
PRDX1_sin_estimulo,Ercc5,0.0905,8.454e-02,2.136e-01
PRDX1_sin_estimulo,Wdr75,-0.1554,2.517e-03,1.566e-02
PRDX1_sin_estimulo,Slc39a10,0.0208,7.038e-01,8.283e-01
PRDX1_sin_estimulo,Nabp1,0.0345,3.596e-01,5.580e-01
PRDX1_sin_estimulo,Stat4,-0.074,3.446e-02,1.129e-01
PRDX1_sin_estimulo,Stat1,0.0512,1.190e-01,2.700e-01
PRDX1_sin_estimulo,Gls,0.2435,1.640e-10,1.190e-08
PRDX1_sin_estimulo,Nab1,-0.0582,9.833e-02,2.376e-01
PRDX1_sin_estimulo,Tmem194b,0.0396,4.327e-01,6.237e-01
PRDX1_sin_estimulo,Mfsd6,-0.0256,5.289e-01,7.029e-01
PRDX1_sin_estimulo,Inpp1,0.1625,6.327e-04,5.195e-03
PRDX1_sin_estimulo,Hibch,-0.0264,6.373e-01,7.816e-01
PRDX1_sin_estimulo,Pms1,-0.0238,6.683e-01,8.038e-01
PRDX1_sin_estimulo,Ormdl1,0.1109,4.369e-02,1.342e-01
PRDX1_sin_estimulo,Osgepl1,0.0475,4.262e-01,6.177e-01
PRDX1_sin_estimulo,Asnsd1,0.0558,1.054e-01,2.491e-01
PRDX1_sin_estimulo,Stk17b,-0.0075,8.353e-01,9.119e-01
PRDX1_sin_estimulo,Hecw2,-0.0292,3.974e-01,5.937e-01
PRDX1_sin_estimulo,Gtf3c3,0.0099,8.449e-01,9.177e-01
PRDX1_sin_estimulo,Pgap1,-0.0326,5.855e-01,7.442e-01
PRDX1_sin_estimulo,Ankrd44,0.042,2.027e-01,3.877e-01
PRDX1_sin_estimulo,Sf3b1,-0.0827,5.453e-03,2.837e-02
PRDX1_sin_estimulo,Coq10b,0.1471,1.797e-02,6.968e-02
PRDX1_sin_estimulo,Hspd1,-0.0775,5.069e-02,1.491e-01
PRDX1_sin_estimulo,Hspe1,-0.021,5.674e-01,7.308e-01
PRDX1_sin_estimulo,Mob4,0.2884,3.380e-07,9.640e-06
PRDX1_sin_estimulo,Rftn2,-0.0066,8.993e-01,9.474e-01
PRDX1_sin_estimulo,Mars2,-0.0073,8.985e-01,9.471e-01
PRDX1_sin_estimulo,Boll,0.0121,6.955e-01,8.228e-01
PRDX1_sin_estimulo,Plcl1,0.0447,4.491e-01,6.388e-01
PRDX1_sin_estimulo,4930558J18Rik,0.0741,1.103e-01,2.566e-01
PRDX1_sin_estimulo,1700066M21Rik,0.2612,1.171e-04,1.358e-03
PRDX1_sin_estimulo,Tyw5,-0.0094,8.743e-01,9.342e-01
PRDX1_sin_estimulo,9430016H08Rik,0.0378,5.154e-01,6.928e-01
PRDX1_sin_estimulo,Kctd18,0.1924,7.944e-04,6.250e-03
PRDX1_sin_estimulo,Sgol2a,0.0835,5.944e-02,1.666e-01
PRDX1_sin_estimulo,Bzw1,-0.0103,7.696e-01,8.721e-01
PRDX1_sin_estimulo,Clk1,0.1541,3.620e-03,2.086e-02
PRDX1_sin_estimulo,Ppil3,-0.0443,4.306e-01,6.214e-01
PRDX1_sin_estimulo,Nif3l1,-0.0211,6.988e-01,8.252e-01
PRDX1_sin_estimulo,Orc2,-0.0476,2.880e-01,4.849e-01
PRDX1_sin_estimulo,Fam126b,0.1337,2.196e-02,8.114e-02
PRDX1_sin_estimulo,Ndufb3,0.0055,9.159e-01,9.575e-01
PRDX1_sin_estimulo,Gm20257,0.067,8.025e-02,2.064e-01
PRDX1_sin_estimulo,Cflar,0.0591,1.546e-01,3.219e-01
PRDX1_sin_estimulo,Casp8,-0.0614,1.336e-01,2.926e-01
PRDX1_sin_estimulo,Trak2,0.127,4.766e-03,2.570e-02
PRDX1_sin_estimulo,Stradb,-0.0359,5.041e-01,6.846e-01
PRDX1_sin_estimulo,Tmem237,0.1321,2.047e-02,7.684e-02
PRDX1_sin_estimulo,Als2,0.0273,5.996e-01,7.537e-01
PRDX1_sin_estimulo,Fzd7,0.1874,3.343e-03,1.962e-02
PRDX1_sin_estimulo,Sumo1,0.0324,4.785e-01,6.630e-01
PRDX1_sin_estimulo,Nop58,-0.1132,1.243e-02,5.281e-02
PRDX1_sin_estimulo,Bmpr2,0.1361,2.507e-02,8.959e-02
PRDX1_sin_estimulo,Fam117b,0.0467,2.557e-01,4.479e-01
PRDX1_sin_estimulo,Ica1l,0.038,4.954e-01,6.770e-01
PRDX1_sin_estimulo,Wdr12,-0.0916,4.342e-02,1.335e-01
PRDX1_sin_estimulo,Carf,0.0894,1.410e-01,3.032e-01
PRDX1_sin_estimulo,Nbeal1,0.1037,8.794e-02,2.199e-01
PRDX1_sin_estimulo,Cyp20a1,0.0083,8.770e-01,9.355e-01
PRDX1_sin_estimulo,Abi2,0.0371,3.622e-01,5.609e-01
PRDX1_sin_estimulo,Raph1,-0.0484,3.476e-01,5.459e-01
PRDX1_sin_estimulo,Cd28,0.0337,3.552e-01,5.535e-01
PRDX1_sin_estimulo,Ctla4,0.2214,1.020e-07,3.350e-06
PRDX1_sin_estimulo,Icos,-0.0439,2.528e-01,4.449e-01
PRDX1_sin_estimulo,Nrp2,0.0817,9.402e-03,4.296e-02
PRDX1_sin_estimulo,Ino80d,0.1768,3.299e-03,1.943e-02
PRDX1_sin_estimulo,Ino80dos,0.0583,9.972e-02,2.398e-01
PRDX1_sin_estimulo,Ndufs1,0.0341,4.625e-01,6.513e-01
PRDX1_sin_estimulo,Eef1b2,-0.0756,2.100e-03,1.359e-02
PRDX1_sin_estimulo,Fastkd2,0.0191,7.353e-01,8.500e-01
PRDX1_sin_estimulo,Klf7,0.0351,5.514e-01,7.200e-01
PRDX1_sin_estimulo,Creb1,-0.1108,1.098e-03,8.167e-03
PRDX1_sin_estimulo,Mettl21a,0.0985,8.511e-02,2.147e-01
PRDX1_sin_estimulo,2810408I11Rik,-0.1692,6.522e-03,3.249e-02
PRDX1_sin_estimulo,Ccnyl1,0.1104,7.137e-02,1.906e-01
PRDX1_sin_estimulo,Fzd5,0.064,2.872e-01,4.839e-01
PRDX1_sin_estimulo,Plekhm3,0.0795,1.628e-01,3.338e-01
PRDX1_sin_estimulo,Idh1,0.079,1.889e-01,3.689e-01
PRDX1_sin_estimulo,Pikfyve,0.1888,1.620e-03,1.107e-02
PRDX1_sin_estimulo,Map2,0.0423,2.395e-01,4.300e-01
PRDX1_sin_estimulo,Rpe,-0.0957,2.961e-02,1.009e-01
PRDX1_sin_estimulo,Kansl1l,0.2871,6.970e-05,8.984e-04
PRDX1_sin_estimulo,Acadl,-0.1018,4.184e-03,2.337e-02
PRDX1_sin_estimulo,Lancl1,-0.0107,8.097e-01,8.955e-01
PRDX1_sin_estimulo,Ikzf2,0.225,3.380e-05,4.986e-04
PRDX1_sin_estimulo,Bard1,0.0084,8.500e-01,9.199e-01
PRDX1_sin_estimulo,Atic,-0.242,5.450e-16,1.300e-13
PRDX1_sin_estimulo,Fn1,0.0047,8.843e-01,9.397e-01
PRDX1_sin_estimulo,Mreg,0.0456,2.427e-01,4.332e-01
PRDX1_sin_estimulo,Pecr,-0.0166,7.687e-01,8.715e-01
PRDX1_sin_estimulo,Xrcc5,-0.1315,4.241e-03,2.362e-02
PRDX1_sin_estimulo,Smarcal1,-0.2632,8.170e-08,2.790e-06
PRDX1_sin_estimulo,Rpl37a,-0.0136,7.936e-01,8.863e-01
PRDX1_sin_estimulo,Tns1,-0.1835,1.429e-04,1.609e-03
PRDX1_sin_estimulo,Arpc2,-0.0339,2.398e-01,4.303e-01
PRDX1_sin_estimulo,Aamp,0.0557,2.025e-01,3.876e-01
PRDX1_sin_estimulo,Pnkd,-0.0038,9.482e-01,9.718e-01
PRDX1_sin_estimulo,Tmbim1,0.0067,9.080e-01,9.523e-01
PRDX1_sin_estimulo,Ctdsp1,-0.1101,2.879e-03,1.744e-02
PRDX1_sin_estimulo,Usp37,-0.0971,3.297e-02,1.091e-01
PRDX1_sin_estimulo,Rqcd1,-0.0693,4.381e-02,1.344e-01
PRDX1_sin_estimulo,Zfp142,-0.0559,2.709e-01,4.655e-01
PRDX1_sin_estimulo,Bcs1l,0.0495,3.599e-01,5.583e-01
PRDX1_sin_estimulo,Rnf25,0.1189,3.991e-02,1.253e-01
PRDX1_sin_estimulo,Ttll4,-0.063,2.776e-01,4.728e-01
PRDX1_sin_estimulo,Wnt10a,0.0328,4.138e-01,6.070e-01
PRDX1_sin_estimulo,Nhej1,-0.0812,1.419e-01,3.046e-01
PRDX1_sin_estimulo,Cnppd1,0.0387,2.591e-01,4.520e-01
PRDX1_sin_estimulo,Fam134a,-0.0675,7.523e-02,1.974e-01
PRDX1_sin_estimulo,Zfand2b,-0.034,5.426e-01,7.128e-01
PRDX1_sin_estimulo,Abcb6,0.0009,9.868e-01,9.922e-01
PRDX1_sin_estimulo,Atg9a,-0.0025,9.548e-01,9.748e-01
PRDX1_sin_estimulo,Ankzf1,0.0228,6.738e-01,8.066e-01
PRDX1_sin_estimulo,Glb1l,0.0084,8.781e-01,9.360e-01
PRDX1_sin_estimulo,Stk16,-0.1346,6.936e-03,3.411e-02
PRDX1_sin_estimulo,Tuba4a,-0.1141,4.488e-03,2.462e-02
PRDX1_sin_estimulo,Dnajb2,0.1974,2.371e-03,1.497e-02
PRDX1_sin_estimulo,Dnpep,0.0383,3.649e-01,5.635e-01
PRDX1_sin_estimulo,Gmppa,-0.0357,4.156e-01,6.084e-01
PRDX1_sin_estimulo,Chpf,0.0295,5.077e-01,6.870e-01
PRDX1_sin_estimulo,Tmem198,0.1769,2.381e-03,1.501e-02
PRDX1_sin_estimulo,Obsl1,-0.0197,7.408e-01,8.529e-01
PRDX1_sin_estimulo,Inha,0.0503,9.980e-02,2.398e-01
PRDX1_sin_estimulo,Stk11ip,0.1012,3.226e-02,1.074e-01
PRDX1_sin_estimulo,Farsb,-0.1182,6.006e-03,3.049e-02
PRDX1_sin_estimulo,Acsl3,0.2017,1.491e-03,1.033e-02
PRDX1_sin_estimulo,Utp14b,0.1913,3.116e-03,1.857e-02
PRDX1_sin_estimulo,Ap1s3,0.0297,5.483e-01,7.173e-01
PRDX1_sin_estimulo,Wdfy1,0.1055,8.382e-02,2.122e-01
PRDX1_sin_estimulo,Mrpl44,-0.018,7.164e-01,8.373e-01
PRDX1_sin_estimulo,Serpine2,-0.2073,8.770e-08,2.970e-06
PRDX1_sin_estimulo,Fam124b,-0.0562,3.259e-01,5.249e-01
PRDX1_sin_estimulo,Cul3,-0.0189,5.957e-01,7.516e-01
PRDX1_sin_estimulo,Dock10,0.0345,3.681e-01,5.663e-01
PRDX1_sin_estimulo,Rhbdd1,-0.067,1.922e-01,3.733e-01
PRDX1_sin_estimulo,Mff,0.1721,3.720e-05,5.362e-04
PRDX1_sin_estimulo,Agfg1,0.0345,2.812e-01,4.771e-01
PRDX1_sin_estimulo,Trip12,-0.0314,3.176e-01,5.159e-01
PRDX1_sin_estimulo,Fbxo36,0.0552,3.454e-01,5.437e-01
PRDX1_sin_estimulo,C130026I21Rik,-0.1155,2.162e-02,8.019e-02
PRDX1_sin_estimulo,Sp110,-0.1062,7.662e-04,6.080e-03
PRDX1_sin_estimulo,Sp140,-0.0403,3.117e-01,5.099e-01
PRDX1_sin_estimulo,Sp100,-0.0838,2.202e-02,8.129e-02
PRDX1_sin_estimulo,A630001G21Rik,0.1543,8.335e-03,3.927e-02
PRDX1_sin_estimulo,Cab39,-0.0041,8.747e-01,9.344e-01
PRDX1_sin_estimulo,Itm2c,-0.0511,2.153e-01,4.031e-01
PRDX1_sin_estimulo,Gpr55,-0.1948,1.875e-03,1.245e-02
PRDX1_sin_estimulo,Psmd1,-0.0793,1.383e-02,5.721e-02
PRDX1_sin_estimulo,Armc9,-0.0831,1.518e-01,3.178e-01
PRDX1_sin_estimulo,B3gnt7,-0.0873,1.640e-02,6.502e-02
PRDX1_sin_estimulo,Ncl,-0.0766,1.442e-02,5.912e-02
PRDX1_sin_estimulo,C130036L24Rik,0.1172,9.731e-03,4.411e-02
PRDX1_sin_estimulo,Nmur1,-0.0953,2.567e-02,9.106e-02
PRDX1_sin_estimulo,Ptma,-0.0221,3.251e-01,5.242e-01
PRDX1_sin_estimulo,Pde6d,0.1784,4.463e-03,2.452e-02
PRDX1_sin_estimulo,Cops7b,-0.0667,1.912e-01,3.717e-01
PRDX1_sin_estimulo,Dis3l2,-0.1402,4.319e-03,2.392e-02
PRDX1_sin_estimulo,Eif4e2,-0.0422,2.469e-01,4.378e-01
PRDX1_sin_estimulo,Gigyf2,-0.0335,3.341e-01,5.326e-01
PRDX1_sin_estimulo,Inpp5d,-0.2008,5.680e-09,2.690e-07
PRDX1_sin_estimulo,Atg16l1,0.1278,2.447e-02,8.801e-02
PRDX1_sin_estimulo,Sag,-0.0137,6.911e-01,8.198e-01
PRDX1_sin_estimulo,Dgkd,0.0106,7.080e-01,8.312e-01
PRDX1_sin_estimulo,Usp40,0.1231,3.591e-02,1.161e-01
PRDX1_sin_estimulo,Ugt1a7c,0.0292,4.676e-01,6.546e-01
PRDX1_sin_estimulo,Hjurp,-0.014,8.135e-01,8.982e-01
PRDX1_sin_estimulo,Glrp1,0.0213,6.355e-01,7.806e-01
PRDX1_sin_estimulo,Arl4c,0.0192,6.523e-01,7.924e-01
PRDX1_sin_estimulo,Sh3bp4,0.0235,5.667e-01,7.303e-01
PRDX1_sin_estimulo,Cops8,0.0867,5.873e-02,1.654e-01
PRDX1_sin_estimulo,Lrrfip1,-0.0471,1.198e-01,2.713e-01
PRDX1_sin_estimulo,Rbm44,-0.0183,7.177e-01,8.378e-01
PRDX1_sin_estimulo,Ramp1,-0.123,3.272e-02,1.085e-01
PRDX1_sin_estimulo,Ube2f,0.0778,1.455e-01,3.096e-01
PRDX1_sin_estimulo,Scly,-0.0292,5.450e-01,7.146e-01
PRDX1_sin_estimulo,Klhl30,-0.0256,5.434e-01,7.135e-01
PRDX1_sin_estimulo,Fam132b,-0.0805,6.432e-02,1.760e-01
PRDX1_sin_estimulo,Ilkap,0.0421,3.943e-01,5.906e-01
PRDX1_sin_estimulo,Hes6,-0.1239,3.091e-02,1.042e-01
PRDX1_sin_estimulo,Per2,0.0476,3.780e-01,5.757e-01
PRDX1_sin_estimulo,Traf3ip1,0.1031,8.931e-02,2.226e-01
PRDX1_sin_estimulo,Asb1,0.0972,6.726e-02,1.822e-01
PRDX1_sin_estimulo,Hdac4,-0.0715,1.666e-01,3.389e-01
PRDX1_sin_estimulo,Ndufa10,-0.1209,2.888e-04,2.798e-03
PRDX1_sin_estimulo,Myeov2,-0.0207,7.137e-01,8.352e-01
PRDX1_sin_estimulo,Otos,-0.0678,1.359e-01,2.961e-01
PRDX1_sin_estimulo,Gpc1,-0.0412,3.876e-01,5.855e-01
PRDX1_sin_estimulo,Dusp28,0.0868,1.496e-01,3.153e-01
PRDX1_sin_estimulo,Rnpepl1,-0.1556,1.220e-05,2.119e-04
PRDX1_sin_estimulo,Capn10,0.0939,1.119e-01,2.592e-01
PRDX1_sin_estimulo,Mterf4,-0.0525,3.678e-01,5.661e-01
PRDX1_sin_estimulo,Pask,-0.1097,3.554e-02,1.154e-01
PRDX1_sin_estimulo,Ppp1r7,-0.1495,2.215e-04,2.281e-03
PRDX1_sin_estimulo,Hdlbp,-0.0624,2.357e-02,8.567e-02
PRDX1_sin_estimulo,2002-09-01 00:00:00,0.0711,2.974e-02,1.012e-01
PRDX1_sin_estimulo,Farp2,-0.0788,1.272e-01,2.830e-01
PRDX1_sin_estimulo,Stk25,-0.1243,5.843e-03,2.987e-02
PRDX1_sin_estimulo,Thap4,-0.0351,4.527e-01,6.420e-01
PRDX1_sin_estimulo,Atg4b,-0.071,8.129e-02,2.081e-01
PRDX1_sin_estimulo,Dtymk,-0.1947,3.465e-04,3.241e-03
PRDX1_sin_estimulo,Ing5,0.1993,2.759e-04,2.695e-03
PRDX1_sin_estimulo,D2hgdh,-0.0297,5.757e-01,7.367e-01
PRDX1_sin_estimulo,Pdcd1,-0.1334,4.080e-03,2.291e-02
PRDX1_sin_estimulo,Fam174a,0.1569,4.405e-03,2.432e-02
PRDX1_sin_estimulo,St8sia4,-0.0064,8.987e-01,9.471e-01
PRDX1_sin_estimulo,D1Ertd622e,0.0702,2.441e-01,4.350e-01
PRDX1_sin_estimulo,Ppip5k2,0.0758,7.658e-02,2.002e-01
PRDX1_sin_estimulo,Gin1,0.0502,3.957e-01,5.921e-01
PRDX1_sin_estimulo,Pam,-0.0053,9.211e-01,9.595e-01
PRDX1_sin_estimulo,Rnf152,0.0212,6.406e-01,7.837e-01
PRDX1_sin_estimulo,Pign,0.0966,6.596e-02,1.795e-01
PRDX1_sin_estimulo,2310035C23Rik,0.1351,1.120e-02,4.875e-02
PRDX1_sin_estimulo,Zcchc2,0.0767,5.719e-02,1.624e-01
PRDX1_sin_estimulo,Phlpp1,-0.0201,6.858e-01,8.153e-01
PRDX1_sin_estimulo,Bcl2,-0.0891,3.176e-02,1.062e-01
PRDX1_sin_estimulo,Kdsr,0.0627,2.347e-01,4.243e-01
PRDX1_sin_estimulo,Vps4b,0.0169,6.283e-01,7.750e-01
PRDX1_sin_estimulo,Dsel,0.0866,1.232e-01,2.762e-01
PRDX1_sin_estimulo,Tsn,0.0818,2.533e-02,9.031e-02
PRDX1_sin_estimulo,Nifk,-0.1936,2.395e-04,2.434e-03
PRDX1_sin_estimulo,Clasp1,-0.0454,2.647e-01,4.588e-01
PRDX1_sin_estimulo,Tfcp2l1,0.0256,4.378e-01,6.281e-01
PRDX1_sin_estimulo,Ralb,0.0644,2.692e-01,4.639e-01
PRDX1_sin_estimulo,Tmem185b,-0.0432,4.474e-01,6.373e-01
PRDX1_sin_estimulo,Epb4.1l5,0.0203,6.721e-01,8.056e-01
PRDX1_sin_estimulo,Ptpn4,0.0334,5.562e-01,7.238e-01
PRDX1_sin_estimulo,Tmem177,0.0207,7.282e-01,8.451e-01
PRDX1_sin_estimulo,Tmem37,-0.0523,1.119e-01,2.592e-01
PRDX1_sin_estimulo,Dbi,0.0088,8.436e-01,9.169e-01
PRDX1_sin_estimulo,3110009E18Rik,0.0757,1.211e-01,2.732e-01
PRDX1_sin_estimulo,Steap3,-0.0459,4.304e-01,6.213e-01
PRDX1_sin_estimulo,Insig2,0.039,4.978e-01,6.791e-01
PRDX1_sin_estimulo,Ccdc93,0.0621,2.181e-01,4.059e-01
PRDX1_sin_estimulo,Ddx18,-0.0947,3.560e-02,1.155e-01
PRDX1_sin_estimulo,Actr3,0.0019,9.481e-01,9.718e-01
PRDX1_sin_estimulo,Slc35f5,0.1891,3.336e-03,1.960e-02
PRDX1_sin_estimulo,Mgat5,0.0557,3.507e-01,5.490e-01
PRDX1_sin_estimulo,Tmem163,-0.1288,2.691e-02,9.409e-02
PRDX1_sin_estimulo,Ccnt2,0.0866,1.178e-01,2.681e-01
PRDX1_sin_estimulo,Map3k19,0.0258,5.272e-01,7.017e-01
PRDX1_sin_estimulo,Rab3gap1,-0.0152,6.534e-01,7.928e-01
PRDX1_sin_estimulo,Zranb3,0.1248,2.468e-02,8.858e-02
PRDX1_sin_estimulo,R3hdm1,0.0238,5.544e-01,7.225e-01
PRDX1_sin_estimulo,Ubxn4,0.0083,8.136e-01,8.982e-01
