comparacion,gen,log2fc,pvalue,padj
NAC_sin_estimulo,Cyp4f16,-1.0205,3.120e-08,7.100e-08
NAC_sin_estimulo,Zfp871,0.2777,1.740e-06,3.540e-06
NAC_sin_estimulo,Zfp799,-0.6833,5.160e-10,1.300e-09
NAC_sin_estimulo,Zfp870,-0.1777,1.971e-01,2.361e-01
NAC_sin_estimulo,Cyp4f13,-0.1596,2.326e-01,2.745e-01
NAC_sin_estimulo,Cyp4f41-ps,0.393,1.676e-01,2.036e-01
NAC_sin_estimulo,Zfp472,0.771,1.720e-14,5.330e-14
NAC_sin_estimulo,Zfp952,0.9062,4.010e-25,1.850e-24
NAC_sin_estimulo,Zfp763,0.2406,3.357e-02,4.569e-02
NAC_sin_estimulo,Zfp563,0.0857,4.380e-01,4.874e-01
NAC_sin_estimulo,Zfp955a,0.7993,1.890e-18,6.840e-18
NAC_sin_estimulo,Zfp955b,0.1549,2.427e-01,2.855e-01
NAC_sin_estimulo,Zfp81,0.8342,6.910e-10,1.720e-09
NAC_sin_estimulo,Zfp101,0.7263,1.170e-13,3.490e-13
NAC_sin_estimulo,Adamts10,-0.4992,1.180e-07,2.600e-07
NAC_sin_estimulo,Myo1f,-0.841,6.550e-132,2.630e-130
NAC_sin_estimulo,Zfp414,-0.8433,1.340e-30,7.490e-30
NAC_sin_estimulo,Pram1,0.6709,1.263e-02,1.818e-02
NAC_sin_estimulo,Hnrnpm,0.1337,1.276e-04,2.252e-04
NAC_sin_estimulo,2002-03-01 00:00:00,-1.2395,4.450e-105,1.190e-103
NAC_sin_estimulo,Rab11b,-0.7913,4.770e-117,1.520e-115
NAC_sin_estimulo,Angptl4,0.7335,3.730e-20,1.430e-19
NAC_sin_estimulo,Kank3,-0.879,2.020e-08,4.660e-08
NAC_sin_estimulo,Rps28,0.8982,6.540e-12,1.800e-11
NAC_sin_estimulo,Ndufa7,-0.1831,1.424e-03,2.279e-03
NAC_sin_estimulo,Cd320,0.2571,9.536e-03,1.394e-02
NAC_sin_estimulo,Kifc1,0.0409,4.086e-01,4.586e-01
NAC_sin_estimulo,Platr17,0.0204,9.247e-01,9.363e-01
NAC_sin_estimulo,BC051226,-0.2915,1.189e-01,1.484e-01
NAC_sin_estimulo,Daxx,0.6137,7.600e-33,4.520e-32
NAC_sin_estimulo,Zbtb22,0.115,5.366e-02,7.072e-02
NAC_sin_estimulo,Tapbp,-0.1637,4.390e-07,9.310e-07
NAC_sin_estimulo,Rgl2,-0.3381,7.219e-04,1.187e-03
NAC_sin_estimulo,Pfdn6,-0.0359,5.522e-01,5.988e-01
NAC_sin_estimulo,Wdr46,-0.3244,3.320e-07,7.100e-07
NAC_sin_estimulo,B3galt4,0.0391,7.234e-01,7.593e-01
NAC_sin_estimulo,Rps18,0.3226,4.270e-30,2.350e-29
NAC_sin_estimulo,Vps52,-1.0782,1.360e-115,4.230e-114
NAC_sin_estimulo,H2-K2,1.0138,3.930e-11,1.050e-10
NAC_sin_estimulo,AA388235,-0.8545,4.330e-07,9.200e-07
NAC_sin_estimulo,H2-K1,-0.2436,5.480e-22,2.260e-21
NAC_sin_estimulo,Ring1,-0.4338,7.390e-08,1.650e-07
NAC_sin_estimulo,H2-Ke6,0.0628,4.753e-01,5.242e-01
NAC_sin_estimulo,Slc39a7,0.9883,1.510e-119,4.940e-118
NAC_sin_estimulo,Rxrb,0.3299,1.200e-12,3.410e-12
NAC_sin_estimulo,Col11a2,1.032,7.690e-09,1.810e-08
NAC_sin_estimulo,H2-Oa,-0.2838,1.637e-04,2.863e-04
NAC_sin_estimulo,Brd2,1.5112,0.000e+00,0.000e+00
NAC_sin_estimulo,H2-DMa,-0.4117,1.510e-08,3.500e-08
NAC_sin_estimulo,H2-DMb2,-0.1513,2.236e-01,2.649e-01
NAC_sin_estimulo,H2-DMb1,0.537,1.255e-02,1.806e-02
NAC_sin_estimulo,Psmb9,-0.6251,4.210e-53,4.210e-52
NAC_sin_estimulo,Tap1,0.1585,1.400e-06,2.880e-06
NAC_sin_estimulo,Psmb8,-0.4035,1.280e-35,8.190e-35
NAC_sin_estimulo,Tap2,-0.1155,2.286e-03,3.580e-03
NAC_sin_estimulo,H2-Ob,0.1759,2.870e-01,3.331e-01
NAC_sin_estimulo,H2-Ab1,-0.0209,7.071e-01,7.446e-01
NAC_sin_estimulo,H2-Aa,-0.297,8.749e-04,1.427e-03
NAC_sin_estimulo,H2-Eb1,-0.1476,1.098e-01,1.378e-01
NAC_sin_estimulo,H2-Eb2,-0.4269,1.446e-01,1.779e-01
NAC_sin_estimulo,Notch4,-1.0792,5.060e-03,7.631e-03
NAC_sin_estimulo,Gpsm3,-0.138,1.428e-04,2.509e-04
NAC_sin_estimulo,Pbx2,-0.2079,2.504e-03,3.905e-03
NAC_sin_estimulo,Ager,2.4629,5.060e-11,1.340e-10
NAC_sin_estimulo,Rnf5,-0.6001,3.450e-22,1.430e-21
NAC_sin_estimulo,Agpat1,-0.8333,4.070e-66,5.520e-65
NAC_sin_estimulo,Egfl8,0.523,9.206e-02,1.169e-01
NAC_sin_estimulo,Ppt2,0.0256,6.825e-01,7.214e-01
NAC_sin_estimulo,Prrt1,-1.4249,8.640e-23,3.660e-22
NAC_sin_estimulo,Fkbpl,-0.5321,1.088e-04,1.935e-04
NAC_sin_estimulo,Atf6b,-0.8461,2.270e-54,2.340e-53
NAC_sin_estimulo,Stk19,0.5091,5.970e-11,1.570e-10
NAC_sin_estimulo,Dxo,0.0124,8.672e-01,8.871e-01
NAC_sin_estimulo,Skiv2l,-0.33,7.240e-17,2.460e-16
NAC_sin_estimulo,Nelfe,-0.5958,2.150e-30,1.200e-29
NAC_sin_estimulo,Cfb,-1.0321,2.350e-08,5.390e-08
NAC_sin_estimulo,C2,-0.0025,9.936e-01,9.947e-01
NAC_sin_estimulo,Zbtb12,-0.329,6.425e-03,9.580e-03
NAC_sin_estimulo,Ehmt2,0.1503,2.730e-04,4.681e-04
NAC_sin_estimulo,Neu1,-0.4964,1.570e-10,4.050e-10
NAC_sin_estimulo,1110038B12Rik,1.3047,5.270e-62,6.510e-61
NAC_sin_estimulo,Snord52,0.1322,6.662e-01,7.066e-01
NAC_sin_estimulo,Hspa1b,1.0148,9.380e-06,1.810e-05
NAC_sin_estimulo,Hspa1a,0.9597,2.499e-03,3.899e-03
NAC_sin_estimulo,Hspa1l,-0.4261,1.390e-01,1.717e-01
NAC_sin_estimulo,Lsm2,-0.2461,4.580e-06,9.040e-06
NAC_sin_estimulo,D17H6S56E-5,-1.2051,0.000e+00,0.000e+00
NAC_sin_estimulo,Vars,0.3263,7.800e-27,3.830e-26
NAC_sin_estimulo,Msh5,-0.4236,3.413e-02,4.639e-02
NAC_sin_estimulo,Clic1,-0.3716,4.520e-70,6.670e-69
NAC_sin_estimulo,Ddah2,1.0027,2.300e-13,6.780e-13
NAC_sin_estimulo,Abhd16a,-0.6883,7.940e-22,3.260e-21
NAC_sin_estimulo,Ly6g5b,-0.6471,1.590e-08,3.680e-08
NAC_sin_estimulo,Csnk2b,0.2269,3.980e-12,1.110e-11
NAC_sin_estimulo,Gpank1,0.669,7.270e-25,3.310e-24
NAC_sin_estimulo,D17H6S53E,-1.0744,6.240e-24,2.750e-23
NAC_sin_estimulo,Apom,0.3442,2.928e-01,3.390e-01
NAC_sin_estimulo,Bag6,0.3873,4.570e-24,2.020e-23
NAC_sin_estimulo,Prrc2a,0.2319,1.260e-06,2.590e-06
NAC_sin_estimulo,Lst1,-0.4593,4.125e-02,5.549e-02
NAC_sin_estimulo,Ltb,0.2694,4.000e-14,1.210e-13
NAC_sin_estimulo,Mir6973a,0.3132,2.848e-01,3.308e-01
NAC_sin_estimulo,Tnf,-1.0927,8.800e-11,2.300e-10
NAC_sin_estimulo,Lta,0.2546,4.550e-02,6.068e-02
NAC_sin_estimulo,Nfkbil1,0.6776,3.080e-19,1.140e-18
NAC_sin_estimulo,Atp6v1g2,-0.8083,1.930e-05,3.630e-05
NAC_sin_estimulo,Ddx39b,-0.1381,8.190e-05,1.470e-04
NAC_sin_estimulo,H2-D1,0.1179,1.219e-03,1.961e-03
NAC_sin_estimulo,H2-Q2,0.6091,1.537e-02,2.189e-02
NAC_sin_estimulo,H2-Q4,1.2938,5.270e-217,5.480e-215
NAC_sin_estimulo,H2-Q5,0.9319,1.430e-26,6.930e-26
NAC_sin_estimulo,H2-Q10,0.1405,1.547e-01,1.893e-01
NAC_sin_estimulo,Pou5f1,-0.5271,3.091e-02,4.231e-02
NAC_sin_estimulo,Tcf19,0.329,6.480e-12,1.780e-11
NAC_sin_estimulo,Cchcr1,-0.4437,7.530e-09,1.780e-08
NAC_sin_estimulo,Dpcr1,-0.9998,8.145e-03,1.200e-02
NAC_sin_estimulo,Vars2,-0.8847,1.500e-30,8.360e-30
NAC_sin_estimulo,Gtf2h4,-0.6582,6.900e-25,3.150e-24
NAC_sin_estimulo,Ddr1,-0.7223,1.250e-16,4.210e-16
NAC_sin_estimulo,Ier3,-1.0009,2.190e-57,2.420e-56
NAC_sin_estimulo,Flot1,-0.777,1.460e-34,9.070e-34
NAC_sin_estimulo,Tubb5,0.3167,2.470e-34,1.530e-33
NAC_sin_estimulo,Mdc1,-1.4713,1.520e-125,5.550e-124
NAC_sin_estimulo,Nrm,-0.1157,2.782e-02,3.830e-02
NAC_sin_estimulo,Ppp1r18,0.0601,1.485e-01,1.823e-01
NAC_sin_estimulo,Dhx16,-0.2092,8.920e-07,1.860e-06
NAC_sin_estimulo,2310061I04Rik,0.1557,3.016e-02,4.134e-02
NAC_sin_estimulo,Atat1,-0.461,5.154e-02,6.814e-02
NAC_sin_estimulo,Mrps18b,0.5344,8.750e-15,2.740e-14
NAC_sin_estimulo,Ppp1r10,-0.6386,1.560e-53,1.570e-52
NAC_sin_estimulo,Abcf1,-0.6426,2.310e-77,3.890e-76
NAC_sin_estimulo,Prr3,1.1967,6.930e-62,8.500e-61
NAC_sin_estimulo,Gnl1,0.1368,7.279e-03,1.079e-02
NAC_sin_estimulo,A930015D03Rik,0.5679,4.948e-04,8.268e-04
NAC_sin_estimulo,H2-T24,-0.7136,9.150e-10,2.270e-09
NAC_sin_estimulo,H2-T23,-0.194,3.520e-10,8.960e-10
NAC_sin_estimulo,H2-Bl,0.4917,1.059e-01,1.333e-01
NAC_sin_estimulo,C920025E04Rik,-0.1025,5.476e-02,7.211e-02
NAC_sin_estimulo,H2-T10,0.7727,1.170e-25,5.490e-25
NAC_sin_estimulo,Rpp21,-0.4054,1.650e-05,3.120e-05
NAC_sin_estimulo,Trim39,0.1747,5.444e-02,7.172e-02
NAC_sin_estimulo,Trim26,0.2021,8.580e-05,1.539e-04
NAC_sin_estimulo,Trim15,1.6019,1.086e-04,1.932e-04
NAC_sin_estimulo,Rnf39,2.3561,1.370e-16,4.610e-16
NAC_sin_estimulo,Ppp1r11,-1.1548,3.430e-76,5.650e-75
NAC_sin_estimulo,Znrd1,0.1244,6.796e-02,8.814e-02
NAC_sin_estimulo,Znrd1as,-0.8133,2.141e-04,3.710e-04
NAC_sin_estimulo,Gabbr1,0.7145,3.730e-10,9.460e-10
NAC_sin_estimulo,Ubd,0.1802,3.717e-01,4.214e-01
NAC_sin_estimulo,H2-M3,-0.1916,7.336e-03,1.087e-02
NAC_sin_estimulo,Olfr99,0.7593,1.494e-02,2.130e-02
NAC_sin_estimulo,Rn45s,-0.5889,7.264e-02,9.369e-02
NAC_sin_estimulo,Cenpq,0.6587,1.160e-17,4.090e-17
NAC_sin_estimulo,Mut,-0.9457,2.090e-41,1.540e-40
NAC_sin_estimulo,Cd2ap,0.658,2.850e-46,2.380e-45
NAC_sin_estimulo,Tnfrsf21,-1.7993,2.780e-24,1.240e-23
NAC_sin_estimulo,Slc25a27,0.6682,1.594e-02,2.265e-02
NAC_sin_estimulo,Cyp39a1,1.4734,6.910e-10,1.720e-09
NAC_sin_estimulo,Enpp5,-1.793,2.230e-09,5.420e-09
NAC_sin_estimulo,Enpp4,0.1734,2.382e-02,3.313e-02
NAC_sin_estimulo,Clic5,0.337,9.367e-03,1.370e-02
NAC_sin_estimulo,Runx2,0.6832,5.080e-30,2.790e-29
NAC_sin_estimulo,Supt3,0.2904,4.244e-03,6.469e-03
NAC_sin_estimulo,Cdc5l,0.7905,1.390e-98,3.360e-97
NAC_sin_estimulo,B230354K17Rik,-0.5081,2.960e-06,5.920e-06
NAC_sin_estimulo,Spats1,-1.1326,4.300e-04,7.227e-04
NAC_sin_estimulo,Aars2,-0.3824,7.540e-05,1.357e-04
NAC_sin_estimulo,Nfkbie,-1.0925,1.890e-50,1.770e-49
NAC_sin_estimulo,Slc35b2,-1.0518,6.140e-75,9.940e-74
NAC_sin_estimulo,Hsp90ab1,0.3198,3.970e-51,3.790e-50
NAC_sin_estimulo,Slc29a1,-0.4669,2.930e-15,9.390e-15
NAC_sin_estimulo,Tmem63b,0.1604,2.274e-01,2.689e-01
NAC_sin_estimulo,Mrpl14,-0.4655,5.150e-08,1.160e-07
NAC_sin_estimulo,Vegfa,1.2129,2.390e-83,4.560e-82
NAC_sin_estimulo,Mrps18a,-0.3282,1.690e-05,3.210e-05
NAC_sin_estimulo,Rsph9,-0.0155,9.449e-01,9.535e-01
NAC_sin_estimulo,Mad2l1bp,0.7676,9.360e-39,6.480e-38
NAC_sin_estimulo,Gtpbp2,-0.1573,1.430e-02,2.044e-02
NAC_sin_estimulo,Polh,-0.3425,7.510e-14,2.260e-13
NAC_sin_estimulo,Xpo5,-0.1641,3.010e-03,4.652e-03
NAC_sin_estimulo,Polr1c,0.7564,7.130e-86,1.420e-84
NAC_sin_estimulo,Yipf3,0.172,7.360e-05,1.327e-04
NAC_sin_estimulo,Lrrc73,1.1672,1.530e-05,2.920e-05
NAC_sin_estimulo,Tjap1,0.8491,1.420e-40,1.020e-39
NAC_sin_estimulo,Dlk2,-0.2201,4.940e-01,5.425e-01
NAC_sin_estimulo,Abcc10,-2.1374,2.940e-30,1.620e-29
NAC_sin_estimulo,Zfp318,0.1475,6.916e-02,8.956e-02
NAC_sin_estimulo,Ttbk1,-0.2333,2.853e-01,3.314e-01
NAC_sin_estimulo,Dnph1,-0.6498,1.890e-10,4.870e-10
NAC_sin_estimulo,Cul9,-1.2049,3.240e-34,1.990e-33
NAC_sin_estimulo,Srf,-0.3156,4.630e-09,1.100e-08
NAC_sin_estimulo,Ptk7,-1.4325,2.100e-04,3.641e-04
NAC_sin_estimulo,Klc4,0.4934,1.030e-09,2.540e-09
NAC_sin_estimulo,Mrpl2,-0.0508,4.339e-01,4.833e-01
NAC_sin_estimulo,Cul7,0.0642,2.515e-01,2.949e-01
NAC_sin_estimulo,Rrp36,-0.0989,1.787e-01,2.159e-01
NAC_sin_estimulo,Klhdc3,0.1034,3.203e-02,4.372e-02
NAC_sin_estimulo,Mea1,-0.6566,6.170e-17,2.110e-16
NAC_sin_estimulo,Ppp2r5d,0.1048,2.811e-03,4.356e-03
NAC_sin_estimulo,Pex6,0.0997,7.184e-02,9.277e-02
NAC_sin_estimulo,Cnpy3,-0.0655,3.545e-01,4.039e-01
NAC_sin_estimulo,2310039H08Rik,-0.9162,1.580e-09,3.860e-09
NAC_sin_estimulo,Rpl7l1,-0.4597,1.960e-25,9.150e-25
NAC_sin_estimulo,Gltscr1l,0.5559,2.470e-19,9.210e-19
NAC_sin_estimulo,Tbcc,-0.8567,1.720e-16,5.770e-16
NAC_sin_estimulo,Ubr2,0.6472,3.360e-65,4.420e-64
NAC_sin_estimulo,Trerf1,-0.2055,1.075e-01,1.351e-01
NAC_sin_estimulo,Mrps10,-0.3531,4.900e-05,8.950e-05
NAC_sin_estimulo,Guca1a,0.0469,8.629e-01,8.832e-01
NAC_sin_estimulo,AI661453,0.3198,2.867e-01,3.329e-01
NAC_sin_estimulo,Taf8,0.6712,5.370e-33,3.210e-32
NAC_sin_estimulo,Ccnd3,-0.2766,4.890e-09,1.160e-08
NAC_sin_estimulo,Bysl,-0.0344,6.501e-01,6.914e-01
NAC_sin_estimulo,Med20,0.1762,1.721e-02,2.436e-02
NAC_sin_estimulo,Usp49,0.3688,4.160e-06,8.240e-06
NAC_sin_estimulo,Tomm6,0.0388,7.004e-01,7.381e-01
NAC_sin_estimulo,Frs3,0.2772,3.720e-01,4.217e-01
NAC_sin_estimulo,Tfeb,0.6536,3.160e-22,1.310e-21
NAC_sin_estimulo,Foxp4,0.6632,1.010e-42,7.690e-42
NAC_sin_estimulo,Treml2,0.4159,4.550e-25,2.090e-24
NAC_sin_estimulo,B430306N03Rik,3.2837,3.040e-52,2.970e-51
NAC_sin_estimulo,Nfya,-0.0597,2.272e-01,2.688e-01
NAC_sin_estimulo,Oard1,-0.8922,6.140e-25,2.810e-24
NAC_sin_estimulo,Apobec2,-0.4384,1.618e-01,1.972e-01
NAC_sin_estimulo,Unc5cl,-0.5597,2.255e-03,3.536e-03
NAC_sin_estimulo,Mocs1,-0.2716,3.208e-03,4.945e-03
NAC_sin_estimulo,Daam2,1.4457,1.050e-05,2.020e-05
NAC_sin_estimulo,Rftn1,-0.644,1.350e-47,1.180e-46
NAC_sin_estimulo,Plcl2,0.4195,3.390e-25,1.570e-24
NAC_sin_estimulo,Tbc1d5,-0.2382,1.033e-04,1.840e-04
NAC_sin_estimulo,Satb1,0.3346,4.960e-37,3.280e-36
NAC_sin_estimulo,Rab5a,1.4143,1.210e-124,4.350e-123
NAC_sin_estimulo,Kat2b,0.9401,1.080e-39,7.620e-39
NAC_sin_estimulo,Sgol1,0.358,3.510e-09,8.420e-09
NAC_sin_estimulo,Pot1b,0.3892,2.327e-04,4.021e-04
NAC_sin_estimulo,Zfp119a,0.6769,2.140e-06,4.330e-06
NAC_sin_estimulo,Zfp959,1.1012,5.580e-26,2.660e-25
NAC_sin_estimulo,Zfp119b,1.1705,6.000e-14,1.810e-13
NAC_sin_estimulo,Ebi3,0.0479,6.829e-01,7.217e-01
NAC_sin_estimulo,Gm16712,0.5932,2.008e-02,2.817e-02
NAC_sin_estimulo,Ccdc94,-0.3659,8.773e-04,1.431e-03
NAC_sin_estimulo,Shd,4.0549,1.050e-06,2.170e-06
NAC_sin_estimulo,Stap2,-0.2694,3.768e-01,4.267e-01
NAC_sin_estimulo,Mpnd,-0.1096,9.265e-02,1.176e-01
NAC_sin_estimulo,Sh3gl1,0.1364,9.854e-03,1.437e-02
NAC_sin_estimulo,Chaf1a,0.4541,4.830e-32,2.810e-31
NAC_sin_estimulo,Ubxn6,-0.1291,9.285e-03,1.359e-02
NAC_sin_estimulo,Hdgfrp2,-0.3256,9.810e-11,2.560e-10
NAC_sin_estimulo,Sema6b,0.0053,9.606e-01,9.674e-01
NAC_sin_estimulo,Tnfaip8l1,-1.4113,5.960e-68,8.410e-67
NAC_sin_estimulo,Mydgf,-0.4407,9.420e-14,2.830e-13
NAC_sin_estimulo,Dpp9,-0.3242,5.600e-21,2.210e-20
NAC_sin_estimulo,Fem1a,-1.9629,1.630e-197,1.430e-195
NAC_sin_estimulo,Ticam1,0.1346,4.307e-02,5.767e-02
NAC_sin_estimulo,Plin3,-0.5403,1.690e-14,5.230e-14
NAC_sin_estimulo,Uhrf1,0.0452,2.762e-01,3.216e-01
NAC_sin_estimulo,Kdm4b,-0.1931,9.360e-04,1.523e-03
NAC_sin_estimulo,Ptprs,-0.2557,5.720e-06,1.120e-05
NAC_sin_estimulo,Gm20219,1.9376,1.050e-06,2.170e-06
NAC_sin_estimulo,Safb2,-0.2697,3.700e-06,7.360e-06
NAC_sin_estimulo,Safb,0.7859,6.380e-79,1.110e-77
NAC_sin_estimulo,2410015M20Rik,-0.6152,1.990e-24,8.960e-24
NAC_sin_estimulo,Rpl36,0.418,2.630e-16,8.780e-16
NAC_sin_estimulo,Lonp1,0.0172,6.712e-01,7.110e-01
NAC_sin_estimulo,Catsperd,1.1954,3.914e-03,5.988e-03
NAC_sin_estimulo,Ranbp3,0.6556,3.060e-68,4.360e-67
NAC_sin_estimulo,Vmac,-1.2683,1.500e-18,5.430e-18
NAC_sin_estimulo,Ndufa11,-0.2074,1.410e-05,2.690e-05
NAC_sin_estimulo,Nrtn,0.3371,2.847e-01,3.308e-01
NAC_sin_estimulo,Dus3l,0.1833,4.779e-03,7.237e-03
NAC_sin_estimulo,Rfx2,0.1749,1.785e-01,2.158e-01
NAC_sin_estimulo,1700061G19Rik,1.5906,2.409e-04,4.154e-04
NAC_sin_estimulo,Mllt1,-0.2036,4.578e-04,7.669e-04
NAC_sin_estimulo,Clpp,-0.404,1.120e-05,2.150e-05
NAC_sin_estimulo,Alkbh7,-0.2575,5.481e-02,7.217e-02
NAC_sin_estimulo,Pspn,-0.8537,1.804e-02,2.549e-02
NAC_sin_estimulo,Gtf2f1,0.0619,1.424e-01,1.756e-01
NAC_sin_estimulo,Khsrp,0.2655,3.290e-11,8.810e-11
NAC_sin_estimulo,Slc25a23,-0.4288,6.450e-06,1.260e-05
NAC_sin_estimulo,Crb3,0.3817,2.397e-01,2.822e-01
NAC_sin_estimulo,Dennd1c,-0.6179,6.980e-34,4.260e-33
NAC_sin_estimulo,Tubb4a,0.7283,3.130e-07,6.710e-07
NAC_sin_estimulo,Gm11110,-0.0763,4.771e-01,5.260e-01
NAC_sin_estimulo,Tnfsf9,0.5087,1.490e-05,2.840e-05
NAC_sin_estimulo,Cd70,-0.7003,4.697e-02,6.256e-02
NAC_sin_estimulo,Tnfsf14,-0.2924,2.336e-02,3.254e-02
NAC_sin_estimulo,C3,0.8563,1.840e-06,3.740e-06
NAC_sin_estimulo,Gpr108,-0.2839,5.510e-08,1.230e-07
NAC_sin_estimulo,Trip10,1.1744,2.680e-29,1.430e-28
NAC_sin_estimulo,Vav1,0.1169,1.322e-04,2.330e-04
NAC_sin_estimulo,Nudt12,-1.1708,8.298e-04,1.355e-03
NAC_sin_estimulo,Efna5,-0.0712,8.223e-01,8.480e-01
NAC_sin_estimulo,Fbxl17,0.1648,4.039e-03,6.172e-03
NAC_sin_estimulo,Fer,-0.5759,6.840e-02,8.867e-02
NAC_sin_estimulo,Pja2,0.3076,3.860e-08,8.750e-08
NAC_sin_estimulo,Man2a1,-0.2151,5.090e-08,1.140e-07
NAC_sin_estimulo,Vapa,0.5813,1.750e-33,1.060e-32
NAC_sin_estimulo,Rab31,-1.3864,2.080e-15,6.720e-15
NAC_sin_estimulo,Ppp4r1,0.1491,3.491e-03,5.365e-03
NAC_sin_estimulo,Ralbp1,0.2309,4.660e-12,1.290e-11
NAC_sin_estimulo,Twsg1,0.193,4.324e-04,7.265e-04
NAC_sin_estimulo,Ankrd12,0.7767,4.560e-33,2.730e-32
NAC_sin_estimulo,Ndufv2,-0.3522,1.800e-12,5.080e-12
NAC_sin_estimulo,Wash1,0.7702,1.360e-38,9.340e-38
NAC_sin_estimulo,Ddx11,-1.9519,1.230e-116,3.890e-115
NAC_sin_estimulo,Rab12,0.7992,2.740e-13,8.060e-13
NAC_sin_estimulo,Zbtb14,0.4173,7.240e-09,1.710e-08
NAC_sin_estimulo,C030034I22Rik,-0.8813,5.779e-03,8.668e-03
NAC_sin_estimulo,Tgif1,1.1726,3.770e-61,4.540e-60
NAC_sin_estimulo,Myl12b,-0.5802,2.050e-73,3.230e-72
NAC_sin_estimulo,Myl12a,-0.1311,1.910e-06,3.870e-06
NAC_sin_estimulo,Lpin2,0.1697,1.823e-03,2.886e-03
NAC_sin_estimulo,Emilin2,-0.9638,1.190e-18,4.340e-18
NAC_sin_estimulo,Smchd1,0.1602,5.120e-05,9.340e-05
NAC_sin_estimulo,Ndc80,0.4805,1.960e-18,7.060e-18
NAC_sin_estimulo,Trmt61b,1.5393,5.070e-13,1.470e-12
NAC_sin_estimulo,Wdr43,0.7084,2.690e-41,1.970e-40
NAC_sin_estimulo,Snord53,0.0568,8.470e-01,8.700e-01
NAC_sin_estimulo,Ypel5,1.4264,2.770e-117,8.900e-116
NAC_sin_estimulo,Lbh,-0.557,9.880e-36,6.310e-35
NAC_sin_estimulo,Lclat1,0.2259,1.218e-04,2.154e-04
NAC_sin_estimulo,Galnt14,-0.3757,2.534e-01,2.969e-01
NAC_sin_estimulo,Ehd3,-0.163,4.539e-03,6.894e-03
NAC_sin_estimulo,Xdh,-0.6243,1.890e-59,2.190e-58
NAC_sin_estimulo,Memo1,0.3453,3.980e-12,1.110e-11
NAC_sin_estimulo,Dpy30,-0.1412,3.647e-02,4.938e-02
NAC_sin_estimulo,Spast,0.357,3.970e-13,1.160e-12
NAC_sin_estimulo,Slc30a6,0.2353,5.868e-03,8.791e-03
NAC_sin_estimulo,Yipf4,0.5604,2.710e-27,1.360e-26
NAC_sin_estimulo,Birc6,0.2569,2.240e-02,3.127e-02
NAC_sin_estimulo,Ttc27,-0.3567,2.450e-09,5.930e-09
NAC_sin_estimulo,Rasgrp3,0.4582,6.306e-02,8.220e-02
NAC_sin_estimulo,Fam98a,-0.3231,1.210e-06,2.500e-06
NAC_sin_estimulo,Crim1,1.1963,6.230e-71,9.370e-70
NAC_sin_estimulo,Fez2,0.896,5.910e-17,2.020e-16
NAC_sin_estimulo,Strn,0.251,2.390e-05,4.480e-05
NAC_sin_estimulo,Heatr5b,-0.3316,1.100e-10,2.860e-10
NAC_sin_estimulo,Gpatch11,-0.3936,4.920e-05,8.990e-05
NAC_sin_estimulo,Gm6548,0.295,3.222e-04,5.491e-04
NAC_sin_estimulo,Eif2ak2,0.2134,2.372e-02,3.299e-02
NAC_sin_estimulo,Sult6b1,-2.7815,2.480e-07,5.350e-07
NAC_sin_estimulo,Cebpzos,0.2456,3.722e-01,4.218e-01
NAC_sin_estimulo,Cebpz,0.6398,5.430e-38,3.670e-37
NAC_sin_estimulo,Ndufaf7,-0.9543,8.210e-26,3.890e-25
NAC_sin_estimulo,Prkd3,0.3796,2.340e-12,6.590e-12
NAC_sin_estimulo,Qpct,-0.8517,5.411e-03,8.137e-03
NAC_sin_estimulo,Cdc42ep3,0.5126,1.960e-06,3.980e-06
NAC_sin_estimulo,Rmdn2,0.3745,1.250e-02,1.800e-02
NAC_sin_estimulo,Atl2,0.5647,6.690e-23,2.840e-22
NAC_sin_estimulo,Hnrnpll,-0.3715,2.630e-14,8.060e-14
NAC_sin_estimulo,Galm,-0.3456,8.278e-04,1.352e-03
NAC_sin_estimulo,Srsf7,-0.4638,8.870e-16,2.910e-15
NAC_sin_estimulo,Gemin6,-0.5201,5.270e-06,1.040e-05
NAC_sin_estimulo,Dhx57,-0.1205,3.205e-02,4.374e-02
NAC_sin_estimulo,Morn2,-0.3594,1.432e-01,1.764e-01
NAC_sin_estimulo,Sos1,0.9665,1.570e-59,1.820e-58
NAC_sin_estimulo,Cdkl4,-0.2952,3.299e-01,3.783e-01
NAC_sin_estimulo,Map4k3,0.7585,1.123e-03,1.812e-03
NAC_sin_estimulo,Thumpd2,0.0781,6.714e-01,7.111e-01
NAC_sin_estimulo,Eml4,-0.2333,2.190e-08,5.040e-08
NAC_sin_estimulo,Cox7a2l,0.0736,1.886e-02,2.656e-02
NAC_sin_estimulo,Mta3,0.178,5.520e-05,1.006e-04
NAC_sin_estimulo,Haao,-0.4105,4.450e-05,8.160e-05
NAC_sin_estimulo,Zfp36l2,0.5414,1.860e-57,2.050e-56
NAC_sin_estimulo,Thada,-0.4615,1.110e-18,4.030e-18
NAC_sin_estimulo,Dync2li1,-3.2465,4.160e-10,1.050e-09
NAC_sin_estimulo,Lrpprc,-0.2265,7.430e-08,1.660e-07
NAC_sin_estimulo,1110020A21Rik,-0.7731,3.010e-02,4.127e-02
NAC_sin_estimulo,Ppm1b,0.2287,1.090e-07,2.390e-07
NAC_sin_estimulo,Slc3a1,4.457,6.380e-09,1.510e-08
NAC_sin_estimulo,Prepl,-0.6463,1.020e-15,3.350e-15
