t_min,rep1_ugL,rep2_ugL,rep3_ugL,rep4_ugL,rep5_ugL,rep6_ugL,mean_ugL,sd_ugL,C_ratio
0,4990.076059795713,5236.426504756477,4967.606089167507,4985.508636184297,4963.063324711762,5315.812546578405,5076.415526865694,143.36505147438712,1
1,3659.3913024418043,4042.4575862522465,3804.6035903730653,3587.9098899653677,3871.5367585813865,3835.7124852045067,3800.2686021363957,147.16903621588267,0.7486125952504082
3,1882.7457147867258,1858.4208276708605,1872.9889088597606,1946.5937486300468,1930.3735040112226,1913.780632151155,1900.8172226849617,31.716354447634494,0.3744408259381741
5,437.54383849896976,492.62691245451754,420.345447371882,516.201065275525,527.1634299241593,492.1172899039937,480.99966390484127,39.15007282490459,0.09475183057006811
10,774.7276533251502,722.2420104335628,735.7935864276008,549.3210512472053,525.0016439437114,537.4188987769058,640.7508073590226,104.92735086071093,0.12622111093309932
20,510.9760641795625,494.6243040638289,502.7371662794266,576.8351891631231,566.8290517732673,563.8617333742493,535.977251472243,33.76086954385181,0.10558183203004438
30,493.95028714216824,507.92106878260495,497.56696330717637,396.867191267371,387.78714216825216,407.47884792424713,448.59525009863665,51.70241359713154,0.08836850484846157
