covariate,contrast,estimate,SE,ci95_lower,ci95_upper,t,p_value,n
Education,Post-grad - No HS,-0.1505617936818713,0.02159014437984645,-0.1928784766663703,-0.1082451106973722,-6.973635332536948,3.731689962577211e-12,3227
"Fam Inc
(%ile)",Highest income - Lowest income,-0.06631722336800731,0.01636331418579416,-0.09838931917216387,-0.03424512756385076,-4.052798999947134,5.191955597436731e-05,2946
"Attend
relig svcs",Attend weekly - Never attend,0.03896412933056545,0.01162382538320507,0.01618143157948352,0.06174682708164737,3.352091763771986,0.0008114572069452978,3169
Party,Rep. - Dem.,0.04776582192849459,0.009708050278001477,0.0287380433836117,0.06679360047337748,-4.920228115910395,9.087229592279395e-07,3158
Ideo,Very cons. - Very lib.,0.07826819795043972,0.0161845449458248,0.04654648985662312,0.1099899060442563,-4.835983848321353,1.390799588113485e-06,3043
"2020
Vote",Trump - Biden,0.05606863473415885,0.008973080025187779,0.0384813978847908,0.0736558715835269,-6.24853835882128,4.784831160223192e-10,2757
"Consp.
beliefs",Most consp. - Least consp.,0.08554914339811458,0.01432469810393771,0.05747273511439667,0.1136255516818325,5.97214285267192,2.598126418803271e-09,3210
Male,Oldest men - Youngest men,-0.1275758010094797,0.0219103607907321,-0.1705201081593146,-0.08463149385964483,-5.822624384325211,7.116231798499535e-09,1460
Female,Oldest women - Youngest women,0.01260297802678214,0.01777202796456537,-0.02223019678376599,0.04743615283733028,0.7091468712467984,0.4783292810465833,1727
